"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"SAUDI ARABIA",25711,19921111,3574,6796822,88654
"IRAN",15827,19920518,92574,6140954,93994
"IRAQ",22925,19920626,151159,359414,72609
"SAUDI ARABIA",19786,19920112,46716,6152027,99762
"SAUDI ARABIA",22871,19920731,57887,5423947,110692
"EGYPT",22871,19920731,134844,7254201,112730
"IRAQ",20959,19920424,186027,5119892,66781
"IRAQ",20578,19920314,198680,177868,106720
"SAUDI ARABIA",13204,19920417,23244,5719476,70034
"IRAQ",1357,19921028,192319,1129048,84678
"IRAN",24002,19920728,32836,875570,106129
"EGYPT",18064,19920912,20025,3426642,56701
"EGYPT",13184,19920312,107034,4080837,62461
"EGYPT",14981,19920621,132023,1055020,63301
"SAUDI ARABIA",22166,19920825,55344,1299340,77960
"SAUDI ARABIA",19010,19920125,111624,1763198,98137
"JORDAN",4582,19920606,102318,3006345,79218
"IRAQ",22786,19920927,10054,661338,57843
"IRAN",24808,19920521,79117,2685469,65766
"IRAQ",11905,19920124,127511,2153914,92310
"SAUDI ARABIA",20095,19920201,52666,7531624,97119
"IRAN",4622,19921230,189784,4081092,112426
"SAUDI ARABIA",2677,19921003,57447,3336949,84266
"SAUDI ARABIA",8186,19921104,15160,4896278,64509
"SAUDI ARABIA",18826,19920913,148574,8112850,97354
"IRAN",9167,19921012,113789,3064726,108166
"JORDAN",28538,19920807,154150,4366247,72249
"IRAQ",7294,19920211,178446,4930038,91466
"IRAQ",1273,19920918,53209,2789280,69732
"JORDAN",17020,19920831,109373,6569022,82942
"JORDAN",13378,19921014,24163,4674788,65229
"IRAQ",25553,19920714,32044,1243474,58562
"JORDAN",18158,19920627,46452,3184270,83907
"SAUDI ARABIA",12676,19920701,26931,9196753,111475
"SAUDI ARABIA",27896,19921022,49930,552699,112795
"IRAN",16384,19920318,31577,1330558,90514
"SAUDI ARABIA",16384,19920318,13713,4992372,97602
"IRAQ",22735,19920717,31173,2055964,66250
"JORDAN",12197,19921221,106501,738675,90450
"IRAQ",12956,19920723,40915,9003019,111354
"JORDAN",16006,19920621,83882,5970816,111952
"SAUDI ARABIA",26821,19920111,82527,1207616,90571
"SAUDI ARABIA",10207,19920410,7723,2260177,97843
"IRAQ",27151,19920102,55544,7274268,89972
"IRAN",13045,19921005,39094,101242,61985
"IRAQ",18148,19921102,178667,8211584,104739
"SAUDI ARABIA",8974,19920728,62520,4256314,88951
"IRAQ",28699,19920908,182695,5749049,106661
"EGYPT",25435,19920613,109358,804001,82041
"EGYPT",27917,19920312,186330,3747609,84979
"SAUDI ARABIA",18538,19920521,56517,6188742,88410
"IRAQ",24349,19920829,115361,1907634,82581
"IRAN",29032,19921019,53627,6322480,94837
"IRAQ",17950,19920809,64242,603120,72374
"EGYPT",4249,19920821,99691,828438,101441
"JORDAN",9536,19920618,187143,3198364,73808
"JORDAN",8350,19921015,138656,1006622,101679
"IRAN",8432,19920708,105958,972155,117837
"IRAQ",12526,19920327,56894,7958827,111053
"JORDAN",11207,19920401,198784,4059273,112966
"JORDAN",11207,19920401,146717,4232904,105822
"JORDAN",5635,19920618,179174,4218170,75190
"IRAN",3082,19920325,154418,5101900,88344
"EGYPT",3082,19920325,160602,4937922,99756
"SAUDI ARABIA",1547,19920912,181374,2709898,87322
"IRAQ",13511,19921225,32382,5152369,78862
"IRAN",13511,19921225,29825,3648270,105289
"IRAN",28981,19921223,73349,3110143,79340
"SAUDI ARABIA",1712,19920224,98713,5083778,102702
"SAUDI ARABIA",13582,19921009,13969,5405978,112977
"SAUDI ARABIA",1889,19920512,37989,5854165,115618
"IRAN",9931,19920713,188762,732900,111045
"JORDAN",9931,19920713,78748,846102,103604
"IRAQ",24286,19921017,152628,4825060,100837
"JORDAN",24286,19921017,84800,353390,107088
"SAUDI ARABIA",16051,19921223,172950,4361480,121377
"EGYPT",22180,19920721,155983,7136430,122338
"EGYPT",15341,19920321,118610,4947717,97716
"IRAN",15341,19920321,190039,1453061,67741
"IRAQ",20083,19921015,152741,5739968,107624
"EGYPT",10996,19920519,61043,803232,60242
"IRAQ",27281,19920831,49476,4798132,85528
"IRAN",21418,19920503,19115,3242968,62046
"SAUDI ARABIA",26915,19921125,147635,494693,100957
"EGYPT",10105,19920610,110539,7363366,92971
"IRAQ",8663,19920620,28820,5421342,104929
"IRAN",13936,19920928,97083,3704674,64804
"IRAQ",11488,19920522,84123,3037937,66427
"IRAN",11488,19920522,40768,6698339,102525
"IRAN",19612,19920709,191809,6147187,114048
"EGYPT",10189,19920926,90449,6270200,86366
"EGYPT",29291,19920301,84838,8301167,109369
"EGYPT",9565,19920209,51112,4783995,63786
"JORDAN",9565,19920209,125055,3672170,64803
"EGYPT",16129,19921220,50115,527229,63906
"IRAN",28552,19921208,80350,931245,79821
"SAUDI ARABIA",26221,19920831,163125,3376637,71287
"SAUDI ARABIA",6919,19920120,19326,4109556,74719
"JORDAN",18413,19920117,7241,2755776,68894
"SAUDI ARABIA",6497,19920522,191610,2382254,102096
"JORDAN",12166,19920513,195843,191945,116330
"SAUDI ARABIA",18289,19920922,143183,3965466,73570
"SAUDI ARABIA",2032,19921211,131259,4215246,77415
"EGYPT",18377,19921017,95919,8808586,114894
"EGYPT",8531,19921118,1190,3819165,65471
"EGYPT",7897,19920611,150222,5470546,76333
"SAUDI ARABIA",18229,19920916,171414,5793099,89124
"IRAN",11615,19920328,168897,1155943,117953
"IRAQ",8884,19920205,157595,5344476,99155
"IRAQ",28721,19920930,81471,4889014,87148
"IRAN",7336,19920128,48779,2418878,103666
"JORDAN",6616,19921111,184194,1022552,76691
"EGYPT",8071,19920403,124851,2438605,112551
"SAUDI ARABIA",9487,19920211,19661,4647140,94839
"IRAN",20005,19921206,11393,2840961,78263
"SAUDI ARABIA",1354,19920718,145143,2445192,71288
"SAUDI ARABIA",10586,19921013,70762,7204816,103965
"IRAN",9406,19920719,8286,5320517,71656
"JORDAN",27208,19920525,116531,6741040,92851
"SAUDI ARABIA",19883,19921203,102390,6404994,83543
"JORDAN",4339,19921107,64790,4864277,105287
"IRAQ",25508,19920108,145049,2251534,65642
"IRAQ",27208,19920918,175460,5988294,92127
"IRAQ",18944,19920125,139116,2943220,69306
"SAUDI ARABIA",15988,19920611,12287,5053765,71956
"IRAN",27775,19920711,140284,529712,79456
"EGYPT",27775,19920711,139620,4764769,99577
"JORDAN",1906,19920731,41576,2825715,91054
"EGYPT",22660,19920214,17948,3325105,111956
"EGYPT",21022,19920525,39283,1210057,73336
"IRAQ",14533,19920414,45296,3227354,74477
"EGYPT",19447,19920704,17932,4994811,110995
"SAUDI ARABIA",17471,19920211,28547,1446029,88532
"IRAN",7463,19920428,32602,920760,92076
"IRAQ",13958,19920313,127507,1822986,92070
"JORDAN",29882,19920828,78356,400305,80061
"EGYPT",12038,19920519,27473,6655033,84028
"IRAQ",12038,19920519,132126,3291377,69487
"EGYPT",7763,19920909,118048,1794145,63962
"EGYPT",7763,19920909,21391,4027724,78743
"EGYPT",14828,19920326,92148,446934,68408
"IRAQ",5674,19921222,3113,4526770,60966
"SAUDI ARABIA",1445,19920516,198618,3433220,102996
"IRAQ",22012,19920719,199628,1368275,103657
"SAUDI ARABIA",13429,19920618,109688,1830099,101860
"IRAQ",12421,19920613,38453,5181759,83487
"IRAQ",15073,19920821,141141,2837136,70928
"SAUDI ARABIA",259,19920505,75236,5995588,72673
"IRAQ",29105,19921005,162320,5825096,82939
"EGYPT",1105,19920709,84358,4119672,80541
"SAUDI ARABIA",12829,19921202,77363,5175129,80421
"SAUDI ARABIA",10474,19920602,89906,4692352,113754
"IRAN",10474,19920602,86563,1084692,92973
"IRAN",3644,19920901,113737,8146146,105043
"JORDAN",11317,19921210,16769,6508719,101145
"SAUDI ARABIA",26087,19920320,47919,7318287,112014
"EGYPT",3616,19920301,100932,947135,115975
"IRAN",6352,19920108,9519,6439723,85710
"EGYPT",6352,19920108,158761,8916824,109185
"JORDAN",29381,19920926,32797,4324475,103787
"EGYPT",24982,19921115,135396,6873534,85883
"JORDAN",1204,19920720,107931,6718392,116335
"EGYPT",29368,19920824,112684,4535225,101800
"JORDAN",12652,19920116,102537,4877231,92371
"IRAN",9748,19920811,86217,3655351,72192
"IRAN",4330,19920728,101900,2609406,114114
"IRAN",26395,19920505,3251,565582,69255
"EGYPT",10039,19920411,90330,5693262,79219
"SAUDI ARABIA",23797,19921020,199531,3913272,97831
"SAUDI ARABIA",28681,19920421,151575,8051521,97594
"SAUDI ARABIA",6220,19920627,119553,616439,94353
"SAUDI ARABIA",5675,19921005,12201,5236492,66792
"IRAQ",4564,19920308,6676,7280282,94960
"EGYPT",7024,19920706,77170,786958,68830
"JORDAN",27169,19920701,118403,4925151,85284
"EGYPT",13840,19920819,15942,1456624,111476
"SAUDI ARABIA",18046,19920423,31553,4899015,89073
"EGYPT",15304,19920812,96235,1689247,73873
"JORDAN",11662,19921106,132141,2069418,70388
"JORDAN",28228,19920426,25688,3674349,96820
"JORDAN",7486,19921025,108,4248133,60486
"IRAN",9151,19920105,198075,5513429,70384
"EGYPT",20668,19920801,165700,2118840,105942
"EGYPT",8686,19920701,187909,3360782,119814
"JORDAN",8686,19920701,113489,2355888,90148
"IRAQ",5635,19920621,43908,4537155,111114
"IRAQ",26827,19920302,177824,564840,114109
"IRAN",10390,19920326,179000,961389,64740
"IRAQ",14927,19920820,83426,837195,84565
"IRAQ",571,19921009,125496,3499427,91289
"IRAN",571,19921009,195011,3251669,66360
"IRAQ",25379,19921211,152285,3044986,80236
"SAUDI ARABIA",21343,19920623,70687,7472821,99460
"SAUDI ARABIA",15250,19920623,7717,4825388,97482
"IRAQ",5710,19921103,87098,2764809,65105
"IRAQ",22585,19920204,155122,4237632,70627
"EGYPT",29020,19921121,82030,4165515,60721
"EGYPT",14905,19920515,37368,3876919,78321
"JORDAN",10561,19921112,86428,6653431,84865
"SAUDI ARABIA",2620,19920703,141228,5457646,76153
"IRAQ",8059,19920226,184560,1973472,98673
"IRAN",13063,19920317,62820,8211668,106969
"IRAQ",26278,19921124,65173,2900057,68290
"SAUDI ARABIA",26278,19921124,71623,3125455,95677
"JORDAN",9449,19921124,89069,3914822,63483
"JORDAN",12370,19920917,184457,4883313,92487
"JORDAN",5299,19921106,114089,4632936,66184
"IRAQ",5299,19921106,87670,828835,99460
"IRAN",13336,19921202,101786,4380061,107266
"EGYPT",27022,19920325,188820,1870643,114529
"IRAN",9356,19920223,68683,3561022,99100
"EGYPT",9356,19920223,149738,4111779,107263
"EGYPT",24670,19920205,155928,4364624,119035
"JORDAN",2737,19920615,6802,1184198,102528
"SAUDI ARABIA",5557,19920911,120198,5481855,73091
"SAUDI ARABIA",18427,19921011,90899,5556276,113393
"IRAN",29642,19921209,111583,6314536,95674
"IRAN",21997,19920803,87638,3576386,97537
"IRAQ",22267,19920705,86036,1821257,61321
"EGYPT",21160,19920517,115112,3534616,67626
"IRAN",17644,19920623,59736,3221887,101743
"SAUDI ARABIA",2512,19920727,17128,3892026,62707
"IRAN",7648,19921114,85603,4089056,95316
"SAUDI ARABIA",4324,19921121,151830,4843830,112909
"IRAQ",29716,19920724,16492,4417024,84509
"SAUDI ARABIA",28343,19920530,136519,6688693,93330
"SAUDI ARABIA",11779,19921115,138519,3510627,93450
"EGYPT",12010,19920405,42671,4356909,96820
"SAUDI ARABIA",19483,19920425,71133,2076868,66247
"SAUDI ARABIA",11509,19921119,183496,2786220,94769
"EGYPT",11605,19921203,38485,1850524,85408
"EGYPT",8257,19920406,69379,4672102,80902
"EGYPT",27772,19920202,57314,629298,76278
"IRAN",6166,19920204,1299,1680406,72017
"SAUDI ARABIA",28186,19921028,79311,2402557,77418
"IRAN",17974,19920621,138948,3540727,119216
"IRAN",2950,19921121,110207,3459282,73032
"SAUDI ARABIA",13885,19920430,91586,312360,94654
"IRAN",15802,19921208,162293,3622690,81317
"JORDAN",9014,19920302,136674,6370535,102640
"IRAQ",9014,19920302,150183,1465017,73990
"SAUDI ARABIA",9350,19921211,110949,9407712,117596
"JORDAN",7420,19920115,168181,3215389,74950
"EGYPT",13591,19920703,13066,1468590,58743
"JORDAN",29764,19921021,179018,1206711,65820
"SAUDI ARABIA",17338,19920624,29894,5362236,109433
"IRAQ",16480,19920428,55541,6893063,89792
"SAUDI ARABIA",12406,19920918,43992,387198,116159
"SAUDI ARABIA",16144,19921114,124365,2042359,83361
"EGYPT",22262,19920721,183096,2593998,70745
"IRAQ",18583,19920328,156943,3723888,119996
"IRAN",15527,19920323,31534,6893853,87931
"IRAN",14554,19921024,183679,2094051,105760
"IRAQ",21787,19920112,103451,712680,87267
"IRAN",24283,19921015,168359,6641459,85641
"EGYPT",16525,19921212,154239,1939845,77593
"JORDAN",21704,19920102,10407,6326154,79044
"SAUDI ARABIA",25084,19920413,63283,3988096,74776
"SAUDI ARABIA",617,19920712,125026,4370141,63061
"IRAN",25045,19920120,107438,2146463,86725
"JORDAN",7669,19920204,194490,2484480,95069
"SAUDI ARABIA",14350,19920825,193938,8761682,121915
"JORDAN",24898,19920403,119382,1942312,84082
"SAUDI ARABIA",4240,19920224,43081,4198728,61444
"JORDAN",16085,19920430,138884,4899498,115372
"EGYPT",12448,19920810,171272,4255479,80596
"JORDAN",19381,19920614,147621,654099,100117
"IRAQ",27056,19920815,26782,5297218,102526
"JORDAN",22567,19920816,157364,985002,85281
"IRAN",5323,19920419,102147,1478943,68948
"IRAQ",1955,19920616,60125,4666016,65107
"IRAN",27271,19920529,36645,4270428,94898
"JORDAN",28516,19921023,39453,4873575,83547
"SAUDI ARABIA",5657,19920227,157383,5928604,86422
"SAUDI ARABIA",21478,19921022,127292,3430154,79157
"IRAN",841,19920114,78852,4665005,109851
"EGYPT",9100,19920105,96362,5324771,81501
"EGYPT",18226,19920522,56704,6021698,99642
"EGYPT",25729,19920126,124339,6407651,81799
"JORDAN",19456,19920323,164564,3224548,97713
"EGYPT",19456,19920323,130852,9037680,112971
"SAUDI ARABIA",17758,19921214,125331,2416980,81379
"EGYPT",4399,19920522,58322,6401600,76819
"SAUDI ARABIA",13252,19920720,158690,1049214,104921
"JORDAN",3734,19920722,171167,3187023,74289
"SAUDI ARABIA",25588,19920203,134214,4892983,74892
"SAUDI ARABIA",23341,19920501,114416,1274495,85824
"JORDAN",9136,19921209,135923,195892,117535
"SAUDI ARABIA",13187,19920420,151049,2530092,66002
"IRAQ",16135,19920820,157272,1184379,79756
"IRAN",16135,19920820,182050,4104813,67923
"SAUDI ARABIA",11872,19921004,104845,5257245,110990
"JORDAN",23530,19920113,13222,1702830,68113
"JORDAN",23098,19920507,165603,7008120,100116
"IRAQ",13312,19920131,138006,818496,62640
"SAUDI ARABIA",6031,19920128,161631,6601257,101557
"SAUDI ARABIA",1927,19920127,173650,6081037,103419
"EGYPT",28876,19920316,40094,202681,62045
"SAUDI ARABIA",19844,19921009,37201,5008080,68292
"EGYPT",25534,19921030,134221,3514616,75313
"EGYPT",25534,19921030,113821,4135684,110089
"JORDAN",22904,19920801,35597,600775,91955
"EGYPT",5530,19921025,15582,148260,89854
"EGYPT",5530,19921025,59453,1398325,84747
"EGYPT",24148,19920222,192597,2341771,101375
"SAUDI ARABIA",17968,19920205,8265,116152,70395
"EGYPT",6739,19920302,146833,8105826,112789
"IRAN",21364,19920724,130802,1633024,109968
"IRAQ",1858,19920227,67079,2381901,62764
"IRAQ",29698,19920819,137040,5062088,64622
"IRAQ",15043,19920602,20578,5095138,89914
"IRAN",9377,19920624,132969,2158112,120117
"EGYPT",3214,19921206,129689,2892538,103120
"JORDAN",18977,19921016,198991,1253994,125399
"JORDAN",11264,19920919,68611,1238414,94776
"EGYPT",23380,19921003,93068,4244240,63663
"IRAN",12023,19920504,44124,3912523,64087
"SAUDI ARABIA",22369,19921002,123795,1604172,109127
"SAUDI ARABIA",22369,19921002,13139,4846110,63127
"SAUDI ARABIA",22369,19921002,15272,2094344,71236
"EGYPT",5752,19920602,163155,844177,73089
"EGYPT",2530,19921123,27603,5050980,91836
"IRAQ",2530,19921123,110378,5969991,83302
"IRAQ",10072,19920614,118069,852255,65223
"EGYPT",19607,19921123,8584,6716610,89554
"IRAQ",5596,19920513,118334,3786524,81139
"SAUDI ARABIA",9718,19920701,67484,2442840,87088
"JORDAN",14683,19920227,112061,214612,64383
"IRAN",11608,19920528,119387,6265422,84382
"JORDAN",18637,19920412,84102,3725323,65166
"EGYPT",394,19920227,148842,2836260,113450
"JORDAN",20231,19920201,24145,4022104,64148
"SAUDI ARABIA",6982,19920330,76762,6433412,104325
"EGYPT",23588,19920425,25025,2327549,57001
"IRAQ",23588,19920425,188087,5118648,70504
"IRAN",4090,19920422,9753,7482375,99765
"IRAN",4090,19920422,39927,2987072,112015
"JORDAN",7729,19921128,12331,2436926,74599
"EGYPT",9070,19920904,32598,5849914,91835
"SAUDI ARABIA",9070,19920904,66280,6106772,74776
"SAUDI ARABIA",18121,19921029,189377,6452028,87982
"SAUDI ARABIA",2263,19920704,197550,7666050,98853
"IRAN",20645,19920510,73462,3301558,86127
"SAUDI ARABIA",15994,19920607,146006,4639320,63120
"EGYPT",868,19920918,113758,5846775,106305
"JORDAN",10435,19920422,94215,967368,72552
"IRAN",23180,19921216,120592,3002642,96755
"IRAN",6868,19920223,132069,5232237,66063
"SAUDI ARABIA",6868,19920223,167352,1419350,85161
"IRAN",25582,19920209,84215,2998025,71952
"EGYPT",28753,19920831,157776,2875351,110026
"JORDAN",29389,19920927,32895,7165328,109673
"SAUDI ARABIA",5390,19920902,4258,2673175,69735
"IRAN",20023,19920329,165432,7412278,89845
"IRAN",22441,19921128,146078,1652382,67444
"EGYPT",27403,19920420,145641,6345139,101198
"IRAQ",18041,19921014,172789,2047958,111706
"EGYPT",18802,19920225,88167,808612,69309
"IRAQ",8399,19921006,126374,6581739,84022
"SAUDI ARABIA",4409,19920104,174993,3308784,124079
"SAUDI ARABIA",2002,19921221,171582,6118246,99214
"IRAQ",19646,19920706,195600,6646752,101736
"JORDAN",28592,19920601,38862,7309690,108051
"JORDAN",9094,19920813,172262,2509743,80055
"IRAQ",25486,19920210,185894,6272291,118793
"SAUDI ARABIA",5092,19921124,81387,1490165,82102
"SAUDI ARABIA",13453,19920617,72971,971985,116638
"SAUDI ARABIA",3794,19920928,98742,4947183,104444
"SAUDI ARABIA",3794,19920928,88717,4390497,102342
"IRAQ",19189,19921104,138149,3606531,71228
"IRAN",21250,19920713,69910,8747221,112794
"IRAQ",892,19920703,144665,4231408,102579
"IRAQ",4664,19920324,151910,3268542,117714
"JORDAN",11215,19920513,148918,1734814,118014
"IRAQ",16909,19921028,111811,6676953,109368
"IRAN",21226,19920329,46051,2540483,59823
"IRAN",21226,19920329,174429,3457866,90205
"IRAN",12251,19920120,96463,7005408,87567
"SAUDI ARABIA",19676,19920213,76960,4218698,116217
"IRAN",25538,19920426,45195,4469544,68411
"IRAQ",13895,19920712,153310,5998564,81798
"JORDAN",7985,19920706,159985,9419177,122698
"IRAN",20587,19920819,55689,822340,98680
"IRAQ",23489,19920116,62154,1657482,66969
"IRAN",6133,19920111,62441,6189170,84206
"IRAN",5236,19920828,43867,543258,108651
"EGYPT",4564,19920901,71852,5106780,109431
"IRAN",6403,19920112,163373,3555015,86182
"IRAN",25519,19921111,25690,3641765,96941
"EGYPT",19720,19921029,27288,2024656,72916
"SAUDI ARABIA",5929,19920910,180759,5099787,110385
"EGYPT",16514,19920107,186907,3712641,119634
"EGYPT",4628,19921025,162197,3085015,75551
"SAUDI ARABIA",20005,19920303,51079,2725565,61804
"SAUDI ARABIA",11176,19920319,174322,276471,83779
"IRAQ",688,19920828,64461,4233616,85527
"EGYPT",12791,19920216,144916,4419891,117654
"IRAN",22456,19920131,15874,2480759,107392
"EGYPT",29329,19920925,90032,3844876,61321
"IRAN",28453,19920412,113447,4235276,87626
"SAUDI ARABIA",20143,19920117,152824,6317376,112609
"EGYPT",20143,19920117,102127,4247749,67747
"EGYPT",27700,19921021,1810,2567715,102708
"SAUDI ARABIA",7834,19920603,124649,5188284,100418
"IRAQ",3649,19920805,27333,5614770,75619
"JORDAN",12598,19921112,121389,829303,84622
"SAUDI ARABIA",12598,19921112,46325,622946,76279
"SAUDI ARABIA",13270,19920125,71632,3016428,96217
"SAUDI ARABIA",20696,19920905,86268,1254260,75255
"JORDAN",20696,19920905,97114,659999,66666
"EGYPT",5066,19920902,161963,1603768,121497
"SAUDI ARABIA",5137,19920221,56942,5827846,113936
"JORDAN",25630,19920329,148656,2505835,102279
"IRAN",20038,19920129,56980,1534088,116218
"SAUDI ARABIA",24254,19920904,187689,696458,106600
"EGYPT",25151,19920430,61881,3685760,110572
"EGYPT",25151,19920430,22429,6421947,81085
"IRAQ",19648,19920712,148016,5107248,63840
"IRAN",592,19921004,141232,4616731,76393
"JORDAN",592,19921004,70870,4418088,110452
"SAUDI ARABIA",3685,19920601,148429,7094570,88645
"IRAQ",14209,19921014,106611,5284731,97056
"EGYPT",6421,19920110,124176,3683321,72010
"IRAQ",15740,19920102,104479,5340492,89008
"IRAN",9104,19921020,77361,2098548,80301
"IRAN",29462,19920616,161600,328996,99696
"JORDAN",27296,19920706,189140,1927291,73748
"JORDAN",27296,19920706,93352,266379,80721
"IRAQ",27296,19920706,103221,5938691,73453
"EGYPT",104,19921118,168985,5837411,123238
"IRAN",1879,19920415,180431,4534290,90685
"IRAQ",11618,19920906,155325,690160,82819
"IRAN",4432,19920226,184729,5259788,108823
"IRAN",18664,19921226,59588,5107014,92854
"EGYPT",4570,19920213,66214,3701138,70812
"IRAN",4004,19920311,133828,2764802,111709
"IRAQ",18427,19921011,103423,2655994,85585
"EGYPT",8140,19920719,172966,3027855,122337
"JORDAN",23867,19920217,78558,5119784,92193
"JORDAN",5896,19921104,33083,3923084,60964
"SAUDI ARABIA",21874,19921013,8486,6693504,83668
"SAUDI ARABIA",6611,19920323,95125,439087,67207
"IRAN",26101,19921215,95871,1280672,112012
"IRAQ",19739,19920204,43073,1891922,60964
"EGYPT",5764,19921121,102965,8678703,118077
"IRAQ",18227,19920205,172137,4836520,72547
"EGYPT",3494,19921228,138156,5674600,71649
"IRAQ",3494,19921228,180240,5304724,79214
"EGYPT",7405,19920704,42709,7685360,99102
"JORDAN",26500,19920501,180664,1395728,104679
"SAUDI ARABIA",1315,19921113,140165,1299162,72309
"SAUDI ARABIA",1853,19920101,30239,1273291,70153
"IRAN",11164,19920205,25250,2350500,70515
"JORDAN",11164,19920205,30187,442403,67030
"EGYPT",23326,19921025,83487,3823248,88228
"IRAN",20501,19920119,9759,8013337,100125
"SAUDI ARABIA",28966,19921017,71569,3623397,92433
"IRAN",21518,19920208,140699,7578089,104381
"SAUDI ARABIA",6607,19920502,180660,2558770,104439
"IRAN",6607,19920502,69619,1415451,95316
"IRAN",20434,19920509,39498,6546329,86249
"IRAN",18634,19920419,79753,6861690,103965
"SAUDI ARABIA",21484,19921212,127283,1167459,78616
"IRAQ",21484,19921212,39527,6892644,87991
"IRAQ",12481,19921210,143506,6442821,92970
"EGYPT",2075,19920813,128096,890279,67445
"SAUDI ARABIA",1981,19921226,48327,5624161,76519
"SAUDI ARABIA",26008,19920208,53723,3651896,100603
"SAUDI ARABIA",26008,19920208,124390,3677414,84863
"IRAN",17458,19920822,131594,4142003,97535
"IRAN",23737,19920919,27580,3316676,90454
"IRAN",7588,19920406,25370,1165833,77722
"JORDAN",7588,19920406,189667,7825920,105399
"EGYPT",28765,19920608,18050,4065810,58083
"SAUDI ARABIA",208,19920510,34929,5479924,111835
"SAUDI ARABIA",20099,19920926,163954,8790190,121077
"IRAQ",4963,19921223,133026,1141623,63541
"SAUDI ARABIA",22679,19920320,121010,408279,61860
"EGYPT",10336,19921209,25733,2463214,99523
"IRAQ",5002,19920207,31872,7778287,108232
"EGYPT",25049,19920317,97190,349033,71231
"SAUDI ARABIA",28009,19920220,169582,7607177,99094
"JORDAN",6128,19921020,59073,2373761,61924
"SAUDI ARABIA",7990,19921220,180150,6089242,73809
"SAUDI ARABIA",29920,19920503,77021,4401268,59881
"IRAN",10960,19920928,84680,1631386,99880
"EGYPT",16912,19921214,42385,5125014,79642
"SAUDI ARABIA",13208,19920505,136160,3165039,71769
"SAUDI ARABIA",2485,19920622,150655,6310905,102339
"IRAN",2485,19920622,76061,3318592,62223
"EGYPT",12176,19920829,22314,1854465,74178
"JORDAN",6478,19921023,195953,4259767,122937
"EGYPT",16873,19920215,167388,3201836,87322
"IRAQ",22009,19920120,165324,3131527,83359
"JORDAN",10076,19920819,193878,5410811,118312
"JORDAN",10076,19920819,103892,750772,113753
"IRAQ",15259,19921017,3180,649908,64990
"IRAN",4969,19920929,134439,4230217,88405
"SAUDI ARABIA",21797,19920120,104275,895489,76756
"SAUDI ARABIA",21890,19920917,42717,5915206,99582
"IRAQ",11155,19920630,12459,1209618,82287
"IRAN",16813,19920213,150136,3795616,71167
"EGYPT",25532,19920126,87509,3666425,89790
"EGYPT",21995,19920806,5929,2179884,110095
"JORDAN",12724,19920612,5798,7084358,102227
"IRAN",28628,19920109,147563,1932672,96633
"SAUDI ARABIA",23909,19920225,124518,771255,92550
"IRAN",9364,19920313,34713,3954504,98862
"JORDAN",334,19920401,33564,4989869,89853
"EGYPT",10273,19920317,143888,1931880,115912
"IRAQ",10273,19920317,120371,6887281,83482
"IRAN",22372,19920522,60082,2579148,62524
"IRAQ",881,19921130,71170,114117,68470
"JORDAN",13018,19920414,13354,2788170,76041
"IRAN",16145,19921211,105969,8516027,118497
"EGYPT",23824,19920102,88509,7337750,89850
"EGYPT",13549,19920731,191748,3065006,110384
"SAUDI ARABIA",12580,19921007,84588,4006933,94354
"IRAQ",28312,19920727,109062,963954,64263
"IRAN",11446,19920907,133107,3420300,68406
"SAUDI ARABIA",14287,19921212,158057,2453110,66903
"JORDAN",6166,19920925,154334,1496619,83299
"EGYPT",5089,19920111,138787,7514910,109546
"EGYPT",5089,19920111,87459,7016728,86787
"EGYPT",29186,19920501,43954,3006352,113877
"SAUDI ARABIA",20738,19920505,871,2982057,106312
"EGYPT",20738,19920505,190711,2140431,108102
"EGYPT",11086,19921118,181623,5795708,102277
"SAUDI ARABIA",11065,19920520,153858,3823700,114711
"IRAQ",13933,19920531,57072,5145350,61744
"EGYPT",25106,19920629,131240,508496,76274
"IRAN",49,19921026,93249,2111808,74534
"IRAQ",4922,19921111,44634,2500549,94717
"SAUDI ARABIA",8284,19921116,19942,8751118,111716
"IRAQ",14375,19920301,110018,2619369,61680
"EGYPT",14375,19920301,198938,1613248,122215
"EGYPT",6890,19920711,151937,4134985,119335
"EGYPT",6890,19920711,2803,6686736,102348
"IRAN",6890,19920711,104674,2632154,100720
"IRAQ",23635,19920822,120544,3252678,93872
"IRAN",23635,19920822,181085,1599861,69964
"SAUDI ARABIA",25933,19920619,91023,1505819,60841
"JORDAN",24764,19920113,187919,7224876,120414
"JORDAN",29389,19920320,25167,756866,65529
"SAUDI ARABIA",12019,19921130,91007,3520944,59880
"IRAQ",13127,19920115,176829,2428014,114349
"IRAN",13127,19920115,158210,4268794,76092
"IRAN",13127,19920115,28601,2848115,91776
"IRAQ",13127,19920115,185122,5205101,72427
"IRAQ",19246,19920110,49720,3506412,100183
"IRAN",4325,19920424,11267,5891300,70695
"IRAQ",27088,19920415,173987,201976,123658
"IRAN",23263,19921204,140306,1199553,80778
"EGYPT",14923,19921122,36713,5226281,98982
"IRAN",16367,19920824,82615,3757578,95856
"SAUDI ARABIA",12068,19920308,20289,478874,72556
"SAUDI ARABIA",23047,19920921,58605,1702760,93816
"JORDAN",15482,19920701,41759,3741650,102045
"JORDAN",24689,19921203,70002,4715172,58320
"JORDAN",24689,19921203,118078,4618838,65764
"JORDAN",27847,19920518,144473,5651058,91048
