"d_yearmonthnum","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
199205,"SAUDI ARABIA",1889,37989,5854165,115618
199207,"IRAN",9931,188762,732900,111045
199207,"JORDAN",9931,78748,846102,103604
199210,"IRAQ",24286,152628,4825060,100837
199210,"JORDAN",24286,84800,353390,107088
199212,"SAUDI ARABIA",16051,172950,4361480,121377
199207,"EGYPT",22180,155983,7136430,122338
199203,"EGYPT",15341,118610,4947717,97716
199203,"IRAN",15341,190039,1453061,67741
199210,"IRAQ",20083,152741,5739968,107624
199205,"EGYPT",10996,61043,803232,60242
199208,"IRAQ",27281,49476,4798132,85528
199205,"IRAN",21418,19115,3242968,62046
199211,"SAUDI ARABIA",26915,147635,494693,100957
199206,"EGYPT",10105,110539,7363366,92971
199206,"IRAQ",8663,28820,5421342,104929
199209,"IRAN",13936,97083,3704674,64804
199205,"IRAQ",11488,84123,3037937,66427
199205,"IRAN",11488,40768,6698339,102525
199207,"IRAN",19612,191809,6147187,114048
199209,"EGYPT",10189,90449,6270200,86366
199203,"EGYPT",29291,84838,8301167,109369
199202,"EGYPT",9565,51112,4783995,63786
199202,"JORDAN",9565,125055,3672170,64803
199212,"EGYPT",16129,50115,527229,63906
199212,"IRAN",28552,80350,931245,79821
199208,"SAUDI ARABIA",26221,163125,3376637,71287
199201,"SAUDI ARABIA",6919,19326,4109556,74719
199201,"JORDAN",18413,7241,2755776,68894
199205,"SAUDI ARABIA",6497,191610,2382254,102096
199205,"JORDAN",12166,195843,191945,116330
199209,"SAUDI ARABIA",18289,143183,3965466,73570
199212,"SAUDI ARABIA",2032,131259,4215246,77415
199210,"EGYPT",18377,95919,8808586,114894
199211,"EGYPT",8531,1190,3819165,65471
199206,"EGYPT",7897,150222,5470546,76333
199209,"SAUDI ARABIA",18229,171414,5793099,89124
199203,"IRAN",11615,168897,1155943,117953
199202,"IRAQ",8884,157595,5344476,99155
199209,"IRAQ",28721,81471,4889014,87148
199201,"IRAN",7336,48779,2418878,103666
199211,"JORDAN",6616,184194,1022552,76691
199204,"EGYPT",8071,124851,2438605,112551
199202,"SAUDI ARABIA",9487,19661,4647140,94839
199212,"IRAN",20005,11393,2840961,78263
199207,"SAUDI ARABIA",1354,145143,2445192,71288
199210,"SAUDI ARABIA",10586,70762,7204816,103965
199207,"IRAN",9406,8286,5320517,71656
199205,"JORDAN",27208,116531,6741040,92851
199212,"SAUDI ARABIA",19883,102390,6404994,83543
199211,"JORDAN",4339,64790,4864277,105287
199201,"IRAQ",25508,145049,2251534,65642
199209,"IRAQ",27208,175460,5988294,92127
199201,"IRAQ",18944,139116,2943220,69306
199206,"SAUDI ARABIA",15988,12287,5053765,71956
199207,"IRAN",27775,140284,529712,79456
199207,"EGYPT",27775,139620,4764769,99577
199207,"JORDAN",1906,41576,2825715,91054
199202,"EGYPT",22660,17948,3325105,111956
199205,"EGYPT",21022,39283,1210057,73336
199204,"IRAQ",14533,45296,3227354,74477
199207,"EGYPT",19447,17932,4994811,110995
199202,"SAUDI ARABIA",17471,28547,1446029,88532
199204,"IRAN",7463,32602,920760,92076
199203,"IRAQ",13958,127507,1822986,92070
199208,"JORDAN",29882,78356,400305,80061
199205,"EGYPT",12038,27473,6655033,84028
199205,"IRAQ",12038,132126,3291377,69487
199209,"EGYPT",7763,118048,1794145,63962
199209,"EGYPT",7763,21391,4027724,78743
199203,"EGYPT",14828,92148,446934,68408
199212,"IRAQ",5674,3113,4526770,60966
199205,"SAUDI ARABIA",1445,198618,3433220,102996
199207,"IRAQ",22012,199628,1368275,103657
199206,"SAUDI ARABIA",13429,109688,1830099,101860
199206,"IRAQ",12421,38453,5181759,83487
199208,"IRAQ",15073,141141,2837136,70928
199205,"SAUDI ARABIA",259,75236,5995588,72673
199210,"IRAQ",29105,162320,5825096,82939
199207,"EGYPT",1105,84358,4119672,80541
199212,"SAUDI ARABIA",12829,77363,5175129,80421
199206,"SAUDI ARABIA",10474,89906,4692352,113754
199206,"IRAN",10474,86563,1084692,92973
199209,"IRAN",3644,113737,8146146,105043
199212,"JORDAN",11317,16769,6508719,101145
199203,"SAUDI ARABIA",26087,47919,7318287,112014
199203,"EGYPT",3616,100932,947135,115975
199201,"IRAN",6352,9519,6439723,85710
199201,"EGYPT",6352,158761,8916824,109185
199209,"JORDAN",29381,32797,4324475,103787
199211,"EGYPT",24982,135396,6873534,85883
199207,"JORDAN",1204,107931,6718392,116335
199208,"EGYPT",29368,112684,4535225,101800
199201,"JORDAN",12652,102537,4877231,92371
199208,"IRAN",9748,86217,3655351,72192
199207,"IRAN",4330,101900,2609406,114114
199205,"IRAN",26395,3251,565582,69255
199204,"EGYPT",10039,90330,5693262,79219
199210,"SAUDI ARABIA",23797,199531,3913272,97831
199204,"SAUDI ARABIA",28681,151575,8051521,97594
199206,"SAUDI ARABIA",6220,119553,616439,94353
199210,"SAUDI ARABIA",5675,12201,5236492,66792
199203,"IRAQ",4564,6676,7280282,94960
199207,"EGYPT",7024,77170,786958,68830
199207,"JORDAN",27169,118403,4925151,85284
199208,"EGYPT",13840,15942,1456624,111476
199204,"SAUDI ARABIA",18046,31553,4899015,89073
199208,"EGYPT",15304,96235,1689247,73873
199211,"JORDAN",11662,132141,2069418,70388
199204,"JORDAN",28228,25688,3674349,96820
199210,"JORDAN",7486,108,4248133,60486
199201,"IRAN",9151,198075,5513429,70384
199208,"EGYPT",20668,165700,2118840,105942
199207,"EGYPT",8686,187909,3360782,119814
199207,"JORDAN",8686,113489,2355888,90148
199206,"IRAQ",5635,43908,4537155,111114
199203,"IRAQ",26827,177824,564840,114109
199203,"IRAN",10390,179000,961389,64740
199208,"IRAQ",14927,83426,837195,84565
199210,"IRAQ",571,125496,3499427,91289
199210,"IRAN",571,195011,3251669,66360
199212,"IRAQ",25379,152285,3044986,80236
199206,"SAUDI ARABIA",21343,70687,7472821,99460
199206,"SAUDI ARABIA",15250,7717,4825388,97482
199211,"IRAQ",5710,87098,2764809,65105
199202,"IRAQ",22585,155122,4237632,70627
199211,"EGYPT",29020,82030,4165515,60721
199205,"EGYPT",14905,37368,3876919,78321
199211,"JORDAN",10561,86428,6653431,84865
199207,"SAUDI ARABIA",2620,141228,5457646,76153
199202,"IRAQ",8059,184560,1973472,98673
199203,"IRAN",13063,62820,8211668,106969
199211,"IRAQ",26278,65173,2900057,68290
199211,"SAUDI ARABIA",26278,71623,3125455,95677
199211,"JORDAN",9449,89069,3914822,63483
199209,"JORDAN",12370,184457,4883313,92487
199211,"JORDAN",5299,114089,4632936,66184
199211,"IRAQ",5299,87670,828835,99460
199212,"IRAN",13336,101786,4380061,107266
199203,"EGYPT",27022,188820,1870643,114529
199202,"IRAN",9356,68683,3561022,99100
199202,"EGYPT",9356,149738,4111779,107263
199202,"EGYPT",24670,155928,4364624,119035
199206,"JORDAN",2737,6802,1184198,102528
199209,"SAUDI ARABIA",5557,120198,5481855,73091
199210,"SAUDI ARABIA",18427,90899,5556276,113393
199212,"IRAN",29642,111583,6314536,95674
199208,"IRAN",21997,87638,3576386,97537
199207,"IRAQ",22267,86036,1821257,61321
199205,"EGYPT",21160,115112,3534616,67626
199206,"IRAN",17644,59736,3221887,101743
199207,"SAUDI ARABIA",2512,17128,3892026,62707
199211,"IRAN",7648,85603,4089056,95316
199211,"SAUDI ARABIA",4324,151830,4843830,112909
199207,"IRAQ",29716,16492,4417024,84509
199205,"SAUDI ARABIA",28343,136519,6688693,93330
199211,"SAUDI ARABIA",11779,138519,3510627,93450
199204,"EGYPT",12010,42671,4356909,96820
199204,"SAUDI ARABIA",19483,71133,2076868,66247
199211,"SAUDI ARABIA",11509,183496,2786220,94769
199212,"EGYPT",11605,38485,1850524,85408
199204,"EGYPT",8257,69379,4672102,80902
199202,"EGYPT",27772,57314,629298,76278
199202,"IRAN",6166,1299,1680406,72017
199210,"SAUDI ARABIA",28186,79311,2402557,77418
199206,"IRAN",17974,138948,3540727,119216
199211,"IRAN",2950,110207,3459282,73032
199204,"SAUDI ARABIA",13885,91586,312360,94654
199212,"IRAN",15802,162293,3622690,81317
199203,"JORDAN",9014,136674,6370535,102640
199203,"IRAQ",9014,150183,1465017,73990
199212,"SAUDI ARABIA",9350,110949,9407712,117596
199201,"JORDAN",7420,168181,3215389,74950
199207,"EGYPT",13591,13066,1468590,58743
199210,"JORDAN",29764,179018,1206711,65820
199206,"SAUDI ARABIA",17338,29894,5362236,109433
199204,"IRAQ",16480,55541,6893063,89792
199209,"SAUDI ARABIA",12406,43992,387198,116159
199211,"SAUDI ARABIA",16144,124365,2042359,83361
199207,"EGYPT",22262,183096,2593998,70745
199203,"IRAQ",18583,156943,3723888,119996
199203,"IRAN",15527,31534,6893853,87931
199210,"IRAN",14554,183679,2094051,105760
199201,"IRAQ",21787,103451,712680,87267
199210,"IRAN",24283,168359,6641459,85641
199212,"EGYPT",16525,154239,1939845,77593
199201,"JORDAN",21704,10407,6326154,79044
199204,"SAUDI ARABIA",25084,63283,3988096,74776
199207,"SAUDI ARABIA",617,125026,4370141,63061
199201,"IRAN",25045,107438,2146463,86725
199202,"JORDAN",7669,194490,2484480,95069
199208,"SAUDI ARABIA",14350,193938,8761682,121915
199204,"JORDAN",24898,119382,1942312,84082
199202,"SAUDI ARABIA",4240,43081,4198728,61444
199204,"JORDAN",16085,138884,4899498,115372
199208,"EGYPT",12448,171272,4255479,80596
199206,"JORDAN",19381,147621,654099,100117
199208,"IRAQ",27056,26782,5297218,102526
199208,"JORDAN",22567,157364,985002,85281
199204,"IRAN",5323,102147,1478943,68948
199206,"IRAQ",1955,60125,4666016,65107
199205,"IRAN",27271,36645,4270428,94898
199210,"JORDAN",28516,39453,4873575,83547
199202,"SAUDI ARABIA",5657,157383,5928604,86422
199210,"SAUDI ARABIA",21478,127292,3430154,79157
199201,"IRAN",841,78852,4665005,109851
199201,"EGYPT",9100,96362,5324771,81501
199205,"EGYPT",18226,56704,6021698,99642
199201,"EGYPT",25729,124339,6407651,81799
199203,"JORDAN",19456,164564,3224548,97713
199203,"EGYPT",19456,130852,9037680,112971
199212,"SAUDI ARABIA",17758,125331,2416980,81379
199205,"EGYPT",4399,58322,6401600,76819
199207,"SAUDI ARABIA",13252,158690,1049214,104921
199207,"JORDAN",3734,171167,3187023,74289
199202,"SAUDI ARABIA",25588,134214,4892983,74892
199205,"SAUDI ARABIA",23341,114416,1274495,85824
199212,"JORDAN",9136,135923,195892,117535
199204,"SAUDI ARABIA",13187,151049,2530092,66002
199208,"IRAQ",16135,157272,1184379,79756
199208,"IRAN",16135,182050,4104813,67923
199210,"SAUDI ARABIA",11872,104845,5257245,110990
199201,"JORDAN",23530,13222,1702830,68113
199205,"JORDAN",23098,165603,7008120,100116
199201,"IRAQ",13312,138006,818496,62640
199201,"SAUDI ARABIA",6031,161631,6601257,101557
199201,"SAUDI ARABIA",1927,173650,6081037,103419
199203,"EGYPT",28876,40094,202681,62045
199210,"SAUDI ARABIA",19844,37201,5008080,68292
199210,"EGYPT",25534,134221,3514616,75313
199210,"EGYPT",25534,113821,4135684,110089
199208,"JORDAN",22904,35597,600775,91955
199210,"EGYPT",5530,15582,148260,89854
199210,"EGYPT",5530,59453,1398325,84747
199202,"EGYPT",24148,192597,2341771,101375
199202,"SAUDI ARABIA",17968,8265,116152,70395
199203,"EGYPT",6739,146833,8105826,112789
199207,"IRAN",21364,130802,1633024,109968
199202,"IRAQ",1858,67079,2381901,62764
199208,"IRAQ",29698,137040,5062088,64622
199206,"IRAQ",15043,20578,5095138,89914
199206,"IRAN",9377,132969,2158112,120117
199212,"EGYPT",3214,129689,2892538,103120
199210,"JORDAN",18977,198991,1253994,125399
199209,"JORDAN",11264,68611,1238414,94776
199210,"EGYPT",23380,93068,4244240,63663
199205,"IRAN",12023,44124,3912523,64087
199210,"SAUDI ARABIA",22369,123795,1604172,109127
199210,"SAUDI ARABIA",22369,13139,4846110,63127
199210,"SAUDI ARABIA",22369,15272,2094344,71236
199206,"EGYPT",5752,163155,844177,73089
199211,"EGYPT",2530,27603,5050980,91836
199211,"IRAQ",2530,110378,5969991,83302
199206,"IRAQ",10072,118069,852255,65223
199211,"EGYPT",19607,8584,6716610,89554
199205,"IRAQ",5596,118334,3786524,81139
199207,"SAUDI ARABIA",9718,67484,2442840,87088
199202,"JORDAN",14683,112061,214612,64383
199205,"IRAN",11608,119387,6265422,84382
199204,"JORDAN",18637,84102,3725323,65166
199202,"EGYPT",394,148842,2836260,113450
199202,"JORDAN",20231,24145,4022104,64148
199203,"SAUDI ARABIA",6982,76762,6433412,104325
199204,"EGYPT",23588,25025,2327549,57001
199204,"IRAQ",23588,188087,5118648,70504
199204,"IRAN",4090,9753,7482375,99765
199204,"IRAN",4090,39927,2987072,112015
199211,"JORDAN",7729,12331,2436926,74599
199209,"EGYPT",9070,32598,5849914,91835
199209,"SAUDI ARABIA",9070,66280,6106772,74776
199210,"SAUDI ARABIA",18121,189377,6452028,87982
199207,"SAUDI ARABIA",2263,197550,7666050,98853
199205,"IRAN",20645,73462,3301558,86127
199206,"SAUDI ARABIA",15994,146006,4639320,63120
199209,"EGYPT",868,113758,5846775,106305
199204,"JORDAN",10435,94215,967368,72552
199212,"IRAN",23180,120592,3002642,96755
199202,"IRAN",6868,132069,5232237,66063
199202,"SAUDI ARABIA",6868,167352,1419350,85161
199202,"IRAN",25582,84215,2998025,71952
199208,"EGYPT",28753,157776,2875351,110026
199209,"JORDAN",29389,32895,7165328,109673
199209,"SAUDI ARABIA",5390,4258,2673175,69735
199203,"IRAN",20023,165432,7412278,89845
199211,"IRAN",22441,146078,1652382,67444
199204,"EGYPT",27403,145641,6345139,101198
199210,"IRAQ",18041,172789,2047958,111706
199202,"EGYPT",18802,88167,808612,69309
199210,"IRAQ",8399,126374,6581739,84022
199201,"SAUDI ARABIA",4409,174993,3308784,124079
199212,"SAUDI ARABIA",2002,171582,6118246,99214
199207,"IRAQ",19646,195600,6646752,101736
199206,"JORDAN",28592,38862,7309690,108051
199208,"JORDAN",9094,172262,2509743,80055
199202,"IRAQ",25486,185894,6272291,118793
199211,"SAUDI ARABIA",5092,81387,1490165,82102
199206,"SAUDI ARABIA",13453,72971,971985,116638
199209,"SAUDI ARABIA",3794,98742,4947183,104444
199209,"SAUDI ARABIA",3794,88717,4390497,102342
199211,"IRAQ",19189,138149,3606531,71228
199207,"IRAN",21250,69910,8747221,112794
199207,"IRAQ",892,144665,4231408,102579
199203,"IRAQ",4664,151910,3268542,117714
199205,"JORDAN",11215,148918,1734814,118014
199210,"IRAQ",16909,111811,6676953,109368
199203,"IRAN",21226,46051,2540483,59823
199203,"IRAN",21226,174429,3457866,90205
199201,"IRAN",12251,96463,7005408,87567
199202,"SAUDI ARABIA",19676,76960,4218698,116217
199204,"IRAN",25538,45195,4469544,68411
199207,"IRAQ",13895,153310,5998564,81798
199207,"JORDAN",7985,159985,9419177,122698
199208,"IRAN",20587,55689,822340,98680
199201,"IRAQ",23489,62154,1657482,66969
199201,"IRAN",6133,62441,6189170,84206
199208,"IRAN",5236,43867,543258,108651
199209,"EGYPT",4564,71852,5106780,109431
199201,"IRAN",6403,163373,3555015,86182
199211,"IRAN",25519,25690,3641765,96941
199210,"EGYPT",19720,27288,2024656,72916
199209,"SAUDI ARABIA",5929,180759,5099787,110385
199201,"EGYPT",16514,186907,3712641,119634
199210,"EGYPT",4628,162197,3085015,75551
199203,"SAUDI ARABIA",20005,51079,2725565,61804
199203,"SAUDI ARABIA",11176,174322,276471,83779
199208,"IRAQ",688,64461,4233616,85527
199202,"EGYPT",12791,144916,4419891,117654
199201,"IRAN",22456,15874,2480759,107392
199209,"EGYPT",29329,90032,3844876,61321
199204,"IRAN",28453,113447,4235276,87626
199201,"SAUDI ARABIA",20143,152824,6317376,112609
199201,"EGYPT",20143,102127,4247749,67747
199210,"EGYPT",27700,1810,2567715,102708
199206,"SAUDI ARABIA",7834,124649,5188284,100418
199208,"IRAQ",3649,27333,5614770,75619
199211,"JORDAN",12598,121389,829303,84622
199211,"SAUDI ARABIA",12598,46325,622946,76279
199201,"SAUDI ARABIA",13270,71632,3016428,96217
199209,"SAUDI ARABIA",20696,86268,1254260,75255
199209,"JORDAN",20696,97114,659999,66666
199209,"EGYPT",5066,161963,1603768,121497
199202,"SAUDI ARABIA",5137,56942,5827846,113936
199203,"JORDAN",25630,148656,2505835,102279
199201,"IRAN",20038,56980,1534088,116218
199209,"SAUDI ARABIA",24254,187689,696458,106600
199204,"EGYPT",25151,61881,3685760,110572
199204,"EGYPT",25151,22429,6421947,81085
199207,"IRAQ",19648,148016,5107248,63840
199210,"IRAN",592,141232,4616731,76393
199210,"JORDAN",592,70870,4418088,110452
199206,"SAUDI ARABIA",3685,148429,7094570,88645
199210,"IRAQ",14209,106611,5284731,97056
199201,"EGYPT",6421,124176,3683321,72010
199201,"IRAQ",15740,104479,5340492,89008
199210,"IRAN",9104,77361,2098548,80301
199206,"IRAN",29462,161600,328996,99696
199207,"JORDAN",27296,189140,1927291,73748
199207,"JORDAN",27296,93352,266379,80721
199207,"IRAQ",27296,103221,5938691,73453
199211,"EGYPT",104,168985,5837411,123238
199204,"IRAN",1879,180431,4534290,90685
199209,"IRAQ",11618,155325,690160,82819
199202,"IRAN",4432,184729,5259788,108823
199212,"IRAN",18664,59588,5107014,92854
199202,"EGYPT",4570,66214,3701138,70812
199203,"IRAN",4004,133828,2764802,111709
199210,"IRAQ",18427,103423,2655994,85585
199207,"EGYPT",8140,172966,3027855,122337
199202,"JORDAN",23867,78558,5119784,92193
199211,"JORDAN",5896,33083,3923084,60964
199210,"SAUDI ARABIA",21874,8486,6693504,83668
199203,"SAUDI ARABIA",6611,95125,439087,67207
199212,"IRAN",26101,95871,1280672,112012
199202,"IRAQ",19739,43073,1891922,60964
199211,"EGYPT",5764,102965,8678703,118077
199202,"IRAQ",18227,172137,4836520,72547
199212,"EGYPT",3494,138156,5674600,71649
199212,"IRAQ",3494,180240,5304724,79214
199207,"EGYPT",7405,42709,7685360,99102
199205,"JORDAN",26500,180664,1395728,104679
199211,"SAUDI ARABIA",1315,140165,1299162,72309
199201,"SAUDI ARABIA",1853,30239,1273291,70153
199202,"IRAN",11164,25250,2350500,70515
199202,"JORDAN",11164,30187,442403,67030
199210,"EGYPT",23326,83487,3823248,88228
199201,"IRAN",20501,9759,8013337,100125
199210,"SAUDI ARABIA",28966,71569,3623397,92433
199202,"IRAN",21518,140699,7578089,104381
199205,"SAUDI ARABIA",6607,180660,2558770,104439
199205,"IRAN",6607,69619,1415451,95316
199205,"IRAN",20434,39498,6546329,86249
199204,"IRAN",18634,79753,6861690,103965
199212,"SAUDI ARABIA",21484,127283,1167459,78616
199212,"IRAQ",21484,39527,6892644,87991
199212,"IRAQ",12481,143506,6442821,92970
199208,"EGYPT",2075,128096,890279,67445
199212,"SAUDI ARABIA",1981,48327,5624161,76519
199202,"SAUDI ARABIA",26008,53723,3651896,100603
199202,"SAUDI ARABIA",26008,124390,3677414,84863
199208,"IRAN",17458,131594,4142003,97535
199209,"IRAN",23737,27580,3316676,90454
199204,"IRAN",7588,25370,1165833,77722
199204,"JORDAN",7588,189667,7825920,105399
199206,"EGYPT",28765,18050,4065810,58083
199205,"SAUDI ARABIA",208,34929,5479924,111835
199209,"SAUDI ARABIA",20099,163954,8790190,121077
199212,"IRAQ",4963,133026,1141623,63541
199203,"SAUDI ARABIA",22679,121010,408279,61860
199212,"EGYPT",10336,25733,2463214,99523
199202,"IRAQ",5002,31872,7778287,108232
199203,"EGYPT",25049,97190,349033,71231
199202,"SAUDI ARABIA",28009,169582,7607177,99094
199210,"JORDAN",6128,59073,2373761,61924
199212,"SAUDI ARABIA",7990,180150,6089242,73809
199205,"SAUDI ARABIA",29920,77021,4401268,59881
199209,"IRAN",10960,84680,1631386,99880
199212,"EGYPT",16912,42385,5125014,79642
199205,"SAUDI ARABIA",13208,136160,3165039,71769
199206,"SAUDI ARABIA",2485,150655,6310905,102339
199206,"IRAN",2485,76061,3318592,62223
199208,"EGYPT",12176,22314,1854465,74178
199210,"JORDAN",6478,195953,4259767,122937
199202,"EGYPT",16873,167388,3201836,87322
199201,"IRAQ",22009,165324,3131527,83359
199208,"JORDAN",10076,193878,5410811,118312
199208,"JORDAN",10076,103892,750772,113753
199210,"IRAQ",15259,3180,649908,64990
199209,"IRAN",4969,134439,4230217,88405
199201,"SAUDI ARABIA",21797,104275,895489,76756
199209,"SAUDI ARABIA",21890,42717,5915206,99582
199206,"IRAQ",11155,12459,1209618,82287
199202,"IRAN",16813,150136,3795616,71167
199201,"EGYPT",25532,87509,3666425,89790
199208,"EGYPT",21995,5929,2179884,110095
199206,"JORDAN",12724,5798,7084358,102227
199201,"IRAN",28628,147563,1932672,96633
199202,"SAUDI ARABIA",23909,124518,771255,92550
199203,"IRAN",9364,34713,3954504,98862
199204,"JORDAN",334,33564,4989869,89853
199203,"EGYPT",10273,143888,1931880,115912
199203,"IRAQ",10273,120371,6887281,83482
199205,"IRAN",22372,60082,2579148,62524
199211,"IRAQ",881,71170,114117,68470
199204,"JORDAN",13018,13354,2788170,76041
199212,"IRAN",16145,105969,8516027,118497
199201,"EGYPT",23824,88509,7337750,89850
199207,"EGYPT",13549,191748,3065006,110384
199210,"SAUDI ARABIA",12580,84588,4006933,94354
199207,"IRAQ",28312,109062,963954,64263
199209,"IRAN",11446,133107,3420300,68406
199212,"SAUDI ARABIA",14287,158057,2453110,66903
199209,"JORDAN",6166,154334,1496619,83299
199201,"EGYPT",5089,138787,7514910,109546
199201,"EGYPT",5089,87459,7016728,86787
199205,"EGYPT",29186,43954,3006352,113877
199205,"SAUDI ARABIA",20738,871,2982057,106312
199205,"EGYPT",20738,190711,2140431,108102
199211,"EGYPT",11086,181623,5795708,102277
199205,"SAUDI ARABIA",11065,153858,3823700,114711
199205,"IRAQ",13933,57072,5145350,61744
199206,"EGYPT",25106,131240,508496,76274
199210,"IRAN",49,93249,2111808,74534
199211,"IRAQ",4922,44634,2500549,94717
199211,"SAUDI ARABIA",8284,19942,8751118,111716
199203,"IRAQ",14375,110018,2619369,61680
199203,"EGYPT",14375,198938,1613248,122215
199207,"EGYPT",6890,151937,4134985,119335
199207,"EGYPT",6890,2803,6686736,102348
199207,"IRAN",6890,104674,2632154,100720
199208,"IRAQ",23635,120544,3252678,93872
199208,"IRAN",23635,181085,1599861,69964
199206,"SAUDI ARABIA",25933,91023,1505819,60841
199201,"JORDAN",24764,187919,7224876,120414
199203,"JORDAN",29389,25167,756866,65529
199211,"SAUDI ARABIA",12019,91007,3520944,59880
199201,"IRAQ",13127,176829,2428014,114349
199201,"IRAN",13127,158210,4268794,76092
199201,"IRAN",13127,28601,2848115,91776
199201,"IRAQ",13127,185122,5205101,72427
199201,"IRAQ",19246,49720,3506412,100183
199204,"IRAN",4325,11267,5891300,70695
199204,"IRAQ",27088,173987,201976,123658
199212,"IRAN",23263,140306,1199553,80778
199211,"EGYPT",14923,36713,5226281,98982
199208,"IRAN",16367,82615,3757578,95856
199203,"SAUDI ARABIA",12068,20289,478874,72556
199209,"SAUDI ARABIA",23047,58605,1702760,93816
199207,"JORDAN",15482,41759,3741650,102045
199212,"JORDAN",24689,70002,4715172,58320
199212,"JORDAN",24689,118078,4618838,65764
199205,"JORDAN",27847,144473,5651058,91048
199206,"JORDAN",3266,1545,2693457,86792
199202,"EGYPT",26251,101659,3092130,99639
199210,"EGYPT",21779,36728,8075556,99883
199211,"EGYPT",26101,124397,994973,85283
199206,"SAUDI ARABIA",14695,3590,6870514,89615
199202,"JORDAN",27575,191817,9070665,114528
199212,"IRAQ",29197,71510,4986762,88890
199201,"SAUDI ARABIA",27856,57875,3810536,109972
199204,"IRAQ",28654,85150,1236178,68109
199208,"EGYPT",4721,42516,1312659,87510
199203,"JORDAN",26770,111730,8193097,104503
199204,"EGYPT",16939,67730,3529580,101863
199210,"EGYPT",10406,47455,6047364,84147
199209,"JORDAN",27085,162685,7785914,104860
199209,"IRAN",27085,198638,3094674,104197
199201,"IRAQ",8663,104798,535428,108167
199205,"JORDAN",21997,44779,6757178,103426
199202,"IRAN",4727,87302,3916893,77358
199202,"IRAQ",4727,16855,5262394,106311
199205,"IRAN",20119,116722,4303332,104323
199209,"SAUDI ARABIA",25186,197454,1382341,93087
199209,"EGYPT",25186,30743,2510610,100424
199203,"JORDAN",14695,101463,3731444,87867
199209,"IRAN",13801,141105,1031490,68766
199203,"SAUDI ARABIA",10837,80711,5024378,101502
199203,"IRAN",25115,45548,4928682,89612
199212,"SAUDI ARABIA",5356,192706,4676620,107922
199203,"EGYPT",22597,178789,2428114,112066
199209,"EGYPT",25117,171502,7395450,94410
199203,"IRAQ",23086,188649,6130393,104258
199212,"IRAQ",14860,158697,3476266,105341
199203,"SAUDI ARABIA",24028,8796,3713032,102287
199206,"IRAN",20623,145303,2002225,80898
199207,"JORDAN",22501,94507,594594,90090
199207,"JORDAN",22501,60695,2649104,99341
199211,"SAUDI ARABIA",14876,178425,6251220,90205
199210,"EGYPT",9706,38712,3882469,99042
199207,"EGYPT",2254,69470,4030516,86368
199211,"SAUDI ARABIA",721,189125,5342128,72847
199210,"EGYPT",17095,128644,163918,100358
199206,"IRAQ",19187,43708,1942399,99102
199206,"EGYPT",19187,39563,5301031,90153
199203,"IRAQ",23603,113932,2140523,116755
199207,"IRAN",554,108441,4203376,86966
199206,"JORDAN",2320,119983,9618309,120178
199208,"SAUDI ARABIA",24676,38912,3331638,111054
199201,"JORDAN",28345,21595,5104841,90995
199206,"JORDAN",21925,172654,1709383,103599
199211,"IRAQ",21031,86072,2592271,63484
199201,"SAUDI ARABIA",8584,79764,5405656,104625
199201,"EGYPT",25834,187132,3047825,73147
199202,"JORDAN",7993,56666,7473971,97359
199212,"IRAQ",3643,156111,2684353,70026
199205,"SAUDI ARABIA",12391,196699,7721467,107741
199210,"IRAQ",17032,91382,1236042,82402
199210,"IRAN",17032,169020,5122750,65341
199209,"JORDAN",15838,15650,3874983,93939
199209,"SAUDI ARABIA",15838,129367,1797115,83781
199210,"JORDAN",4864,192108,1306908,72006
199210,"EGYPT",4864,90589,5844446,94774
199209,"IRAQ",521,84570,2000731,93274
199211,"EGYPT",18211,2452,4740575,81267
199203,"IRAQ",9091,193908,8125712,120114
199212,"IRAQ",1708,25576,4162352,90094
199212,"IRAN",22810,43044,1954339,59222
199204,"IRAQ",4052,5253,3358925,69495
199208,"SAUDI ARABIA",4631,169950,201995,121197
199208,"IRAN",4631,138772,6156618,108646
199211,"IRAN",28510,86815,7769404,108108
199210,"SAUDI ARABIA",24611,97153,4485585,69009
199210,"EGYPT",15082,129807,3060108,110208
199205,"IRAN",229,94103,760290,65826
199204,"IRAN",3046,182678,5054883,105640
199208,"SAUDI ARABIA",1927,181589,496162,100234
199201,"IRAN",17944,73676,6951709,98980
199207,"IRAQ",23501,2290,4721468,71537
199202,"IRAQ",19366,173270,537308,80596
199205,"JORDAN",9074,29032,470904,57661
199206,"JORDAN",19939,69493,5936246,87749
199211,"IRAN",21859,80630,3382323,96637
199202,"IRAN",19966,68482,6092016,87028
199206,"EGYPT",25451,132488,7074793,91228
199203,"IRAN",23434,80310,1643854,77418
199211,"JORDAN",26338,58334,3747757,77539
199205,"IRAQ",28336,129889,6716080,115132
199206,"SAUDI ARABIA",8422,69188,3780507,69430
199204,"JORDAN",14782,185030,2870087,66901
199209,"JORDAN",24271,176779,371154,111346
199206,"IRAQ",26023,141031,3046709,64321
199211,"SAUDI ARABIA",8969,24095,3362997,61145
199211,"SAUDI ARABIA",22141,33304,5456493,74238
199210,"EGYPT",26126,146681,4664736,103660
199210,"IRAQ",730,130466,4938318,89787
199209,"EGYPT",15290,100473,3898801,88408
199209,"IRAN",25849,66579,1391013,92734
