"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1994,22169,4022015,65469
"BRAZIL",1994,589223,6105666,78732
"BRAZIL",1997,466696,2139856,99760
"BRAZIL",1994,367611,7335482,100716
"BRAZIL",1994,119539,860308,93511
"ARGENTINA",1995,635501,955252,86188
"ARGENTINA",1995,54617,6420026,94296
"ARGENTINA",1996,214778,1184932,101565
"PERU",1995,141044,2270988,65102
"UNITED STATES",1993,367392,3003404,87562
"UNITED STATES",1993,630843,2639429,106428
"UNITED STATES",1993,168585,5969423,99214
"CANADA",1992,218355,3789459,76400
"PERU",1995,772159,915953,73867
"PERU",1997,657634,6956883,95496
"PERU",1997,49737,3137317,101203
"UNITED STATES",1996,626390,3550222,78981
"UNITED STATES",1996,528121,3009492,68946
"UNITED STATES",1995,86914,9128169,114054
"PERU",1993,132541,462620,94412
"ARGENTINA",1995,562267,2056334,79754
"PERU",1994,695743,6071575,104322
"BRAZIL",1997,80214,2087479,71652
"UNITED STATES",1995,233284,1791821,73036
"BRAZIL",1997,329492,1752744,91288
"BRAZIL",1997,485492,5614386,88648
"PERU",1995,199853,3339373,117171
"CANADA",1997,23685,2026936,96520
"CANADA",1997,457036,884771,59580
"UNITED STATES",1993,718112,2929167,67804
"BRAZIL",1992,343241,3155353,77053
"ARGENTINA",1997,643492,143546,86127
"ARGENTINA",1998,250071,2303511,61263
"UNITED STATES",1993,725966,4294601,119515
"CANADA",1994,23559,6164442,88953
"CANADA",1992,775197,4850746,76329
"UNITED STATES",1997,787857,1085209,116689
"UNITED STATES",1992,103909,4824333,114774
"CANADA",1997,386613,4792872,101976
"ARGENTINA",1994,444543,1383393,89251
"ARGENTINA",1994,92490,5492625,88949
"UNITED STATES",1992,627346,1955804,76398
"PERU",1993,546252,1028198,77893
"PERU",1993,754846,745117,114048
"UNITED STATES",1996,782165,5062100,74827
"UNITED STATES",1996,325528,1979171,93210
"CANADA",1995,304933,7596646,116275
"CANADA",1995,715048,2525711,63780
"ARGENTINA",1997,477954,4684930,115915
"UNITED STATES",1995,674343,4600046,79038
"CANADA",1993,633729,5812764,99761
"CANADA",1993,681574,6467935,93332
"CANADA",1993,12922,3312030,110095
"UNITED STATES",1995,765168,4425703,73987
"PERU",1997,154469,1002436,91407
"ARGENTINA",1992,402231,4306198,67992
"ARGENTINA",1992,499038,954049,62220
"CANADA",1996,615629,4389724,92675
"BRAZIL",1994,388556,907786,98672
"CANADA",1992,539403,4246366,86542
"ARGENTINA",1998,220788,4353945,102526
"ARGENTINA",1998,719324,5011814,80597
"ARGENTINA",1998,76244,2898070,73214
"BRAZIL",1997,3900,1991505,108234
"BRAZIL",1997,733039,4563504,64320
"CANADA",1993,95805,4991817,108048
"PERU",1997,438680,5720344,97119
"PERU",1997,80662,1034875,98559
"PERU",1995,786813,1060077,113986
"ARGENTINA",1994,574645,5695381,103177
"PERU",1994,778606,5269334,101074
"ARGENTINA",1997,481322,4598042,78198
"UNITED STATES",1997,331006,1226759,62219
"UNITED STATES",1997,58499,1837894,87449
"CANADA",1997,203321,1998073,73458
"PERU",1993,586100,661832,71164
"BRAZIL",1993,417849,6176802,106009
"UNITED STATES",1992,332277,2437842,78555
"ARGENTINA",1995,640587,305510,91653
"PERU",1994,389124,4160967,72786
"UNITED STATES",1996,60352,1133870,78741
"PERU",1995,58671,5945036,97780
"BRAZIL",1998,542068,4904156,66602
"CANADA",1994,440563,4570761,90212
"PERU",1997,430407,5354869,80242
"PERU",1997,244742,3108643,101203
"PERU",1997,541259,1872331,78013
"CANADA",1994,521335,4947818,81378
"CANADA",1994,91561,6342207,93153
"PERU",1996,376936,6364853,120775
"ARGENTINA",1997,628022,3778110,56999
"PERU",1997,683053,4335743,62161
"UNITED STATES",1997,290835,4880416,109549
"CANADA",1993,632004,2409186,56158
"UNITED STATES",1997,660463,2434065,85405
"UNITED STATES",1995,3220,2803557,67393
"ARGENTINA",1994,91410,5415048,84084
"CANADA",1995,90733,4281745,103423
"PERU",1992,242387,1042226,79762
"BRAZIL",1992,344776,7035416,109245
"BRAZIL",1992,248051,1393660,59942
"BRAZIL",1992,598014,2585376,66719
"CANADA",1994,486649,6620989,98137
"CANADA",1995,524797,1326248,109306
"BRAZIL",1995,34130,1564271,63847
"PERU",1993,620515,4754309,86128
"PERU",1993,194666,697221,105639
"BRAZIL",1992,470128,1698760,65886
"BRAZIL",1992,636807,5243516,104626
"UNITED STATES",1993,385313,1073894,83898
"PERU",1994,38445,3902684,83006
"UNITED STATES",1995,519466,1256682,89126
"UNITED STATES",1995,255381,5238570,80182
"ARGENTINA",1992,792388,3061363,88821
"BRAZIL",1992,314521,1934742,92130
"UNITED STATES",1994,84626,1647664,96637
"ARGENTINA",1994,408382,4854334,77421
"PERU",1993,210953,4100668,111836
"UNITED STATES",1997,382648,2422882,103837
"PERU",1997,457887,180796,110691
"PERU",1997,497137,2970234,68046
"PERU",1997,142863,4383478,114351
"ARGENTINA",1994,284155,1572013,68348
"BRAZIL",1997,412005,440150,55018
"BRAZIL",1997,567497,3911175,93868
"ARGENTINA",1995,720175,666888,71708
"UNITED STATES",1995,664309,4618150,76396
"UNITED STATES",1994,150944,3830284,119696
"ARGENTINA",1997,63064,944895,61623
"UNITED STATES",1993,429869,7193561,107930
"UNITED STATES",1993,799344,1818570,86598
"UNITED STATES",1993,163048,1819883,66662
"UNITED STATES",1993,338563,6404598,96093
"CANADA",1992,36259,5336791,71715
"UNITED STATES",1998,234781,4586253,102946
"BRAZIL",1995,197129,5287029,73567
"CANADA",1998,240154,1191518,65648
"ARGENTINA",1995,191234,1706896,79513
"CANADA",1992,126303,3352494,79758
"ARGENTINA",1996,509154,3535915,69787
"ARGENTINA",1996,536734,3010207,106242
"PERU",1995,547708,5491767,105340
"CANADA",1998,374623,1176443,101856
"CANADA",1998,278118,5317181,65766
"BRAZIL",1998,791432,146246,91404
"ARGENTINA",1993,495722,7575057,103062
"ARGENTINA",1993,397610,6423991,102456
"ARGENTINA",1993,219461,5276079,82827
"PERU",1997,778061,2248445,68341
"PERU",1997,274338,5980242,78739
"ARGENTINA",1996,749820,3130028,112187
"PERU",1995,352908,3608037,117653
"CANADA",1992,437007,280362,56638
"CANADA",1992,773772,7309130,110744
"BRAZIL",1998,499219,2532617,73091
"UNITED STATES",1992,458576,5539725,92073
"UNITED STATES",1992,296643,7953845,98377
"PERU",1998,100606,3817281,96396
"PERU",1998,478852,7826798,109849
"CANADA",1992,374678,2040096,105159
"PERU",1997,324582,6265623,96394
"PERU",1997,37631,6418833,94117
"CANADA",1995,118291,2032018,78557
"CANADA",1995,59571,4365185,91834
"UNITED STATES",1996,3008,2536224,54660
"UNITED STATES",1996,150451,2762668,90087
"UNITED STATES",1996,126731,4007624,105463
"PERU",1993,108555,6760790,93813
"PERU",1993,467687,3567446,99279
"BRAZIL",1994,125811,2703784,110208
"BRAZIL",1994,81283,5699374,75856
"BRAZIL",1994,26823,1018395,104989
"BRAZIL",1994,398845,6822843,116629
"ARGENTINA",1993,770086,315601,69363
"ARGENTINA",1993,431829,1760800,105648
"ARGENTINA",1993,719249,1369666,76092
"ARGENTINA",1993,402441,2297248,80605
"ARGENTINA",1993,615175,1709339,65408
"PERU",1994,433364,5370987,77840
"PERU",1998,792281,6127441,82395
"BRAZIL",1997,174693,175001,106061
"ARGENTINA",1997,387657,6668014,104678
"ARGENTINA",1997,130908,5584032,116334
"PERU",1995,420257,5011468,70633
"PERU",1995,452657,4732312,96577
"ARGENTINA",1994,289213,2488554,72132
"CANADA",1996,155991,8714036,122819
"UNITED STATES",1994,536786,1542054,109365
"ARGENTINA",1992,113596,4506852,96575
"BRAZIL",1994,714594,5559183,96513
"BRAZIL",1995,694547,146443,92490
"ARGENTINA",1993,708460,2431720,88105
"ARGENTINA",1993,251429,778551,82824
"ARGENTINA",1996,671174,1076431,68708
"ARGENTINA",1996,614134,609994,62886
"CANADA",1998,722359,5909286,82879
"BRAZIL",1994,709168,2785089,70627
"PERU",1998,750666,2609277,102997
"PERU",1998,88638,2960466,97597
"CANADA",1997,502362,2296184,81860
"BRAZIL",1997,669955,5093338,115495
"CANADA",1996,532470,6708439,90147
"CANADA",1996,195979,2168343,124498
"BRAZIL",1996,257776,7801920,104025
"CANADA",1997,286006,3660443,59519
"BRAZIL",1994,374459,2709588,92006
"BRAZIL",1994,719242,2774662,75672
"BRAZIL",1994,22928,173986,111055
"BRAZIL",1994,386542,6097216,97711
"BRAZIL",1994,462469,3993717,85886
"BRAZIL",1994,484468,2207708,87146
"CANADA",1994,425087,4007757,60723
"UNITED STATES",1996,790549,1387025,98370
"UNITED STATES",1993,773112,3235268,71104
"UNITED STATES",1993,85692,1962897,100661
"UNITED STATES",1993,216467,5151967,83007
"CANADA",1993,486267,3316073,75194
"UNITED STATES",1998,154389,6241175,86602
"PERU",1993,675421,5010247,83783
"ARGENTINA",1997,757496,4672807,93207
"ARGENTINA",1997,542237,4387690,76752
"UNITED STATES",1996,445229,1620396,70452
"UNITED STATES",1996,547081,1363824,67683
"UNITED STATES",1996,608943,3481590,111114
"UNITED STATES",1996,92297,5275774,77357
"UNITED STATES",1996,32419,1397357,81084
"UNITED STATES",1992,431326,4919814,75438
"UNITED STATES",1992,494020,1926600,60840
"PERU",1995,109913,5537980,115374
"UNITED STATES",1996,307171,2148963,70689
"CANADA",1995,384304,5551771,83297
"ARGENTINA",1997,594596,7546704,101434
"ARGENTINA",1997,239963,761180,114177
"BRAZIL",1996,128334,5721786,81739
"BRAZIL",1996,101744,2155988,104744
"UNITED STATES",1998,605464,1084588,82165
"UNITED STATES",1998,11028,3005803,56341
"UNITED STATES",1996,156435,4346027,89485
"UNITED STATES",1994,274606,2057928,94835
"UNITED STATES",1994,602464,628557,81985
"CANADA",1996,506378,263026,83061
"BRAZIL",1997,277607,6702815,95075
"BRAZIL",1996,635181,2179840,66969
"ARGENTINA",1993,333472,1878814,90327
"ARGENTINA",1993,659651,6816143,96637
"BRAZIL",1992,751780,897557,109905
"ARGENTINA",1993,326937,7953876,117835
"BRAZIL",1997,422268,3505256,71414
"PERU",1997,321338,2654751,81559
"PERU",1994,438171,212956,66549
"PERU",1994,27635,4069088,93757
"PERU",1994,757653,3284390,102637
"BRAZIL",1992,68890,3708485,111533
"ARGENTINA",1997,565010,312822,64499
"ARGENTINA",1996,638592,5816128,91833
"UNITED STATES",1995,589659,7889818,104917
"BRAZIL",1992,17001,3537972,55080
"ARGENTINA",1995,49945,9379953,113696
"UNITED STATES",1997,650133,623865,64986
"UNITED STATES",1997,540017,4081038,63419
"ARGENTINA",1996,195412,5728158,90444
"CANADA",1994,673906,8560927,112792
"CANADA",1997,451928,8658819,112794
"CANADA",1997,347472,6928737,91167
"CANADA",1995,684756,7237913,104443
"CANADA",1995,682082,1111932,63843
"BRAZIL",1997,416887,324694,108231
"BRAZIL",1997,594227,6020708,79272
"CANADA",1997,493571,3715806,93873
"CANADA",1992,114146,4253073,69608
"CANADA",1992,366199,1840836,75910
"CANADA",1992,759377,925002,86180
"CANADA",1992,99517,1534708,90990
"UNITED STATES",1998,15245,3675640,69614
"UNITED STATES",1998,309759,159186,106124
"PERU",1993,507006,3646728,60778
"CANADA",1997,548570,3884520,97113
"BRAZIL",1997,27711,3769033,98322
"BRAZIL",1997,125127,2517382,69127
"CANADA",1998,625604,5644113,91774
"CANADA",1998,275190,2544753,69910
"BRAZIL",1998,284660,4105046,98679
"BRAZIL",1998,732985,4931869,121077
"BRAZIL",1998,334833,7732774,112069
"BRAZIL",1998,324307,3322899,79877
"ARGENTINA",1998,13596,2037946,90575
"ARGENTINA",1998,504031,3697055,62100
"ARGENTINA",1998,220847,6647040,106069
"BRAZIL",1996,586284,739940,82215
"BRAZIL",1996,483698,5599961,100900
"UNITED STATES",1997,262613,1465308,94536
"BRAZIL",1994,512575,5778682,95253
"BRAZIL",1994,165163,5079669,73689
"UNITED STATES",1998,620271,3350958,71474
"UNITED STATES",1994,619242,4015464,69672
"UNITED STATES",1994,400196,434083,65770
"CANADA",1992,53953,6767765,114417
"CANADA",1992,233793,3263614,103606
"ARGENTINA",1994,639521,2497437,87629
"ARGENTINA",1994,425642,3687042,94057
"UNITED STATES",1992,784127,1453308,72665
"UNITED STATES",1992,419891,7062393,108652
"ARGENTINA",1996,107827,7596154,110089
"BRAZIL",1997,674168,1902788,68527
"CANADA",1992,31959,366844,113457
"CANADA",1992,333697,5827199,103840
"BRAZIL",1992,631623,1430222,93275
"BRAZIL",1997,716962,9017984,118735
"BRAZIL",1993,61858,8917265,109191
"ARGENTINA",1997,24097,4511175,61265
"ARGENTINA",1994,602228,3291113,67811
"UNITED STATES",1994,72299,4316029,76277
"CANADA",1995,528622,2553478,99036
"PERU",1993,363387,1740444,87022
"PERU",1993,453923,9196810,112614
"PERU",1994,304264,3538417,76095
"ARGENTINA",1994,301467,1321605,88107
"ARGENTINA",1997,229886,1688759,108952
"ARGENTINA",1997,483846,1376024,109789
"PERU",1995,619568,270730,89251
"PERU",1995,284780,7436740,105886
"ARGENTINA",1993,221176,3231136,65829
"PERU",1995,295150,1354700,68708
"CANADA",1997,171022,1790366,65581
"CANADA",1995,210906,496010,109013
"CANADA",1995,689068,3004079,63421
"CANADA",1992,197548,1362507,98732
"CANADA",1992,184275,4088684,81556
"CANADA",1992,307970,1602147,118677
"UNITED STATES",1997,665831,5514379,107808
"UNITED STATES",1997,216044,1223078,57601
"PERU",1994,325923,2100924,116934
"PERU",1994,181398,4100869,88763
"ARGENTINA",1994,311755,4531688,106004
"ARGENTINA",1995,581602,2474862,101014
"BRAZIL",1997,492299,3842819,77476
"BRAZIL",1992,708408,2498476,84982
"PERU",1998,172279,1426941,81076
"PERU",1998,162531,3747982,95611
"PERU",1998,204845,1188134,104989
"PERU",1998,416388,1420448,78261
"CANADA",1992,62979,1345785,116518
"UNITED STATES",1996,680042,2225937,61320
"UNITED STATES",1996,665175,4179753,68408
"UNITED STATES",1996,395664,7760056,105579
"ARGENTINA",1993,408696,7548367,96280
"BRAZIL",1992,182469,4170324,93087
"PERU",1992,283140,3742269,67387
"PERU",1992,331071,1296022,66123
"UNITED STATES",1998,542519,1855050,93689
"PERU",1996,435615,5892242,93035
"UNITED STATES",1996,753644,6722535,101856
"CANADA",1997,276825,6666697,108108
"BRAZIL",1996,12904,8630275,109014
"BRAZIL",1996,591530,7163831,97290
"BRAZIL",1996,234942,4684817,112615
"CANADA",1995,10832,6645410,104569
"CANADA",1995,441030,1485645,58260
"CANADA",1995,165560,5364348,97533
"CANADA",1995,155615,1229568,100236
"PERU",1993,417895,2309596,108772
"UNITED STATES",1996,217735,2707155,99163
"PERU",1994,632071,4622008,60182
"PERU",1994,758780,4192350,110325
"BRAZIL",1995,77860,1764345,110271
"UNITED STATES",1992,341814,6591801,111348
"BRAZIL",1994,757869,5375855,115609
"BRAZIL",1994,234056,1001920,59402
"BRAZIL",1998,115944,3868921,117596
"PERU",1997,222927,5677373,110994
"PERU",1997,317462,2130408,88767
"PERU",1992,190847,920474,116270
"PERU",1993,150607,5039104,99456
"PERU",1993,701373,2844883,82460
"CANADA",1996,87476,2926940,87808
"CANADA",1996,603539,1857940,86550
"UNITED STATES",1996,578769,886915,110864
"BRAZIL",1998,799253,519252,81133
"ARGENTINA",1997,615986,874897,114117
"UNITED STATES",1997,9173,2285543,64930
"ARGENTINA",1997,156141,3304106,71828
"ARGENTINA",1997,245708,3108937,99221
"PERU",1993,20467,521684,83247
"PERU",1993,26656,1503517,94959
"CANADA",1994,314986,5348592,120058
"ARGENTINA",1996,507037,3006748,62640
"ARGENTINA",1998,304895,8125786,113992
"ARGENTINA",1998,163935,8707339,119935
"ARGENTINA",1994,700968,1575144,118135
"ARGENTINA",1994,368836,3855355,114289
"CANADA",1997,186687,3997874,106420
"PERU",1997,701495,4956275,89787
"PERU",1997,421355,371412,76579
"BRAZIL",1998,331195,2589692,73570
"PERU",1992,464926,926541,113454
"PERU",1992,421985,1792542,114417
"BRAZIL",1998,356873,9359821,115791
"CANADA",1998,658728,6745073,101201
"CANADA",1998,793061,4400316,69241
"CANADA",1998,174044,4159108,67082
"ARGENTINA",1994,604830,2052268,104088
"ARGENTINA",1994,603265,1098136,70093
"CANADA",1993,223835,696492,105529
"BRAZIL",1997,692515,135673,90448
"UNITED STATES",1997,351404,1488863,87323
"PERU",1992,775373,5778876,86900
"BRAZIL",1994,432530,1544410,87750
"BRAZIL",1994,717145,641484,69726
"BRAZIL",1992,388641,6143645,103777
"ARGENTINA",1992,218168,5159212,65169
"ARGENTINA",1992,348366,263069,84861
"PERU",1993,573859,175887,115969
"PERU",1993,35330,4130037,75919
"PERU",1993,180519,3608494,95970
"ARGENTINA",1994,757924,5152914,118913
"ARGENTINA",1994,505148,2283177,69187
"UNITED STATES",1997,381592,3681876,100414
"BRAZIL",1996,702611,4647110,96814
"ARGENTINA",1992,256807,1587411,105827
"ARGENTINA",1994,259955,8100196,114896
"CANADA",1993,560320,6211350,82818
"BRAZIL",1992,481017,1856261,59879
"BRAZIL",1997,689699,501532,101319
"CANADA",1995,792251,1893940,80593
"UNITED STATES",1996,153982,1685791,122158
"UNITED STATES",1996,86786,4517043,106366
"UNITED STATES",1998,244477,5401548,85287
"UNITED STATES",1998,113216,3166444,73752
"UNITED STATES",1998,350973,1821564,121437
"UNITED STATES",1993,244782,6029880,103606
"UNITED STATES",1993,75424,2236273,83965
"CANADA",1992,609131,3128620,62406
"CANADA",1992,54182,323811,68170
"ARGENTINA",1994,484620,4332420,96276
"BRAZIL",1996,476028,1793144,60240
"BRAZIL",1993,351728,6549332,106782
"ARGENTINA",1992,518490,4977951,90508
"UNITED STATES",1993,234400,392310,80063
"ARGENTINA",1993,444230,3910119,70452
"ARGENTINA",1993,119943,4469614,117776
"BRAZIL",1994,392446,2123033,92305
"UNITED STATES",1997,446499,3570310,86728
"PERU",1992,788440,2223836,91704
"PERU",1997,772862,7774146,116089
"PERU",1997,441259,2705318,72013
"ARGENTINA",1993,114971,6144591,119158
"BRAZIL",1997,392499,7639104,95488
"PERU",1992,579662,330911,104498
"UNITED STATES",1996,431442,3158866,82405
"ARGENTINA",1997,84046,4305567,61802
"BRAZIL",1994,91758,4185402,104985
"BRAZIL",1994,575958,3886840,122035
"CANADA",1998,508987,3325269,119757
"CANADA",1993,183022,428747,66301
"PERU",1992,487925,1874642,114774
"CANADA",1998,303276,5403594,76755
"UNITED STATES",1993,342011,1979640,63180
"BRAZIL",1998,546101,3226736,68824
"ARGENTINA",1995,381099,2255132,70804
"ARGENTINA",1996,626068,2024839,59641
"ARGENTINA",1993,311237,3598618,74893
"ARGENTINA",1993,550781,7640270,109905
"ARGENTINA",1995,591636,7794976,103656
"ARGENTINA",1995,417476,1241563,83607
"ARGENTINA",1995,71383,3216652,81262
"UNITED STATES",1995,792698,6328192,107439
"UNITED STATES",1994,130599,6570506,97775
"CANADA",1995,229755,4366846,101084
"CANADA",1995,682113,2138691,65704
"CANADA",1995,649422,5924404,82283
"PERU",1997,668791,2027243,105585
"PERU",1997,358481,6650510,92368
"BRAZIL",1998,472071,901195,62583
"BRAZIL",1995,674834,3223281,108528
"UNITED STATES",1993,345157,1947466,72128
"BRAZIL",1992,86453,287890,86367
"UNITED STATES",1994,201795,2624918,101806
"BRAZIL",1998,748050,4743446,65881
"CANADA",1994,356601,7089512,99455
"BRAZIL",1996,635636,2970324,94296
"PERU",1998,749514,4268300,93808
"CANADA",1994,614908,8301349,109372
"CANADA",1994,355476,6481138,91887
"CANADA",1994,731373,3614771,84260
"ARGENTINA",1994,82056,2920034,62283
"PERU",1995,175865,8943482,116451
"ARGENTINA",1995,726839,6280282,111948
"UNITED STATES",1994,262005,4092301,58019
"UNITED STATES",1994,259239,5233824,71893
"PERU",1992,225300,1014540,73517
"PERU",1992,454901,3173554,111352
"UNITED STATES",1993,120283,3795151,78196
"UNITED STATES",1993,310165,3497246,70509
"UNITED STATES",1993,301940,8307576,116515
"UNITED STATES",1993,295197,5042921,71530
"UNITED STATES",1993,561988,385392,122997
"BRAZIL",1996,654871,2183704,109550
"BRAZIL",1996,304533,5719574,92251
"UNITED STATES",1996,522226,592895,74892
"BRAZIL",1993,174236,3079040,78613
"BRAZIL",1996,59497,6297862,87389
"BRAZIL",1996,336291,5733849,79636
"PERU",1996,34466,651213,84027
"BRAZIL",1998,84168,2726010,69129
"ARGENTINA",1998,334358,1485626,83540
"CANADA",1994,366096,225443,69724
"CANADA",1994,323648,1203573,100297
"UNITED STATES",1997,479913,3560526,113573
"BRAZIL",1996,431059,2079063,59401
"BRAZIL",1996,795717,4669463,108760
"BRAZIL",1994,503904,1449988,114472
"BRAZIL",1994,155664,7752227,103179
"BRAZIL",1993,532206,2095000,74290
"PERU",1997,376290,1669594,81976
"BRAZIL",1992,227613,5888173,92436
"UNITED STATES",1994,131639,1964660,100237
"UNITED STATES",1994,151513,7206133,93870
"UNITED STATES",1998,762771,1668703,110024
"UNITED STATES",1998,675999,4408110,118497
"UNITED STATES",1994,788164,1308475,75127
"CANADA",1993,604345,2586071,74958
"CANADA",1993,78279,4538744,75436
"CANADA",1993,393499,5446281,95548
"CANADA",1992,470981,3251965,117117
"CANADA",1992,564197,2552608,75670
"CANADA",1993,273016,2851287,59340
"BRAZIL",1996,161626,6075432,101257
"ARGENTINA",1993,148204,1803168,75132
"BRAZIL",1996,610967,8208432,112675
"UNITED STATES",1992,3753,2132237,99405
"PERU",1997,90600,1832371,95436
"PERU",1997,115791,4032755,108407
"BRAZIL",1994,249851,713132,108050
"BRAZIL",1994,42672,1485496,96880
"BRAZIL",1994,606449,5096341,81324
"BRAZIL",1998,387088,1283176,70504
"ARGENTINA",1998,117992,6990745,120599
"ARGENTINA",1998,689672,1435656,99698
"PERU",1992,314706,6965353,103241
"PERU",1992,462185,1606024,68829
"UNITED STATES",1992,792894,5900974,119211
"PERU",1996,48083,1970393,61864
"BRAZIL",1996,123742,335490,105944
"BRAZIL",1996,454614,3391291,94115
"ARGENTINA",1995,166973,5048925,122398
"PERU",1992,61329,6007729,77419
"PERU",1994,771647,7168322,103116
"PERU",1994,21188,417051,66550
"UNITED STATES",1994,701493,1035660,89667
"UNITED STATES",1995,715667,3954180,100957
"CANADA",1993,135321,4638614,81379
"UNITED STATES",1993,461080,1326310,62463
"UNITED STATES",1993,321423,6586509,86664
"ARGENTINA",1992,496699,4257827,101740
"BRAZIL",1995,381883,9337062,117892
"BRAZIL",1995,701346,6130260,80838
"UNITED STATES",1993,577988,4908720,123957
"UNITED STATES",1993,409321,4675140,73818
"UNITED STATES",1993,728623,1456702,99095
"PERU",1997,160588,4896282,98914
"ARGENTINA",1995,84738,4344725,103363
"ARGENTINA",1995,180042,2244080,67322
"BRAZIL",1996,464646,2667186,96637
"CANADA",1998,187896,8641824,119033
"CANADA",1998,548251,5016327,77953
"CANADA",1998,50869,909930,109191
"PERU",1996,571783,8270374,111285
"BRAZIL",1996,227403,4070993,79823
"PERU",1998,6776,5275483,100966
"CANADA",1997,143372,1273833,84922
"CANADA",1994,737569,1102079,96391
"PERU",1998,361009,2336858,64199
"PERU",1998,268685,3575234,99220
"PERU",1998,479934,4401993,114834
"UNITED STATES",1993,479322,5985980,78078
"CANADA",1997,492087,4713334,64743
"UNITED STATES",1993,288481,4846312,88168
"BRAZIL",1995,2641,5445961,92618
"PERU",1998,491913,7238582,114293
"PERU",1998,371936,2120363,120475
"PERU",1998,266133,319843,65947
"PERU",1998,119701,7202850,103242
"UNITED STATES",1993,3799,459753,102167
"UNITED STATES",1993,515407,1775130,85342
"ARGENTINA",1993,679677,2110559,99398
"CANADA",1995,563935,183899,119934
"PERU",1992,742250,3644060,77533
"BRAZIL",1995,307802,4037641,108587
"BRAZIL",1995,418905,165973,109432
"BRAZIL",1995,566517,7293554,95009
"PERU",1994,492559,6621930,93091
"UNITED STATES",1996,33623,5501095,93397
"CANADA",1998,255768,7294910,103425
"CANADA",1998,284864,4542624,110931
"CANADA",1998,498122,2447418,67206
"BRAZIL",1996,511229,1612260,74412
"BRAZIL",1996,217559,2510118,88592
"BRAZIL",1996,636105,4501586,62464
"ARGENTINA",1992,644904,4825550,110932
"ARGENTINA",1992,501320,5767474,79278
"UNITED STATES",1995,394142,118668,74167
"PERU",1998,461629,1732163,95436
"CANADA",1993,596192,892701,77290
"CANADA",1993,185777,5215756,111766
"CANADA",1995,728568,1175046,95791
"PERU",1992,62001,1328940,57780
"UNITED STATES",1992,359343,4307957,84139
"ARGENTINA",1995,686928,3102121,114893
"ARGENTINA",1995,583552,2106562,98131
"UNITED STATES",1993,611793,4746051,102285
"UNITED STATES",1993,183568,7768938,99093
"UNITED STATES",1995,240507,2837080,86849
"UNITED STATES",1995,448382,618617,79821
"UNITED STATES",1995,553062,4650831,66902
"UNITED STATES",1995,104520,1664775,91471
"UNITED STATES",1995,652335,1184316,77238
"UNITED STATES",1995,779950,2241031,121795
"UNITED STATES",1995,605099,2891692,60243
"PERU",1993,15534,2812088,86971
"BRAZIL",1993,377930,2955658,120475
"CANADA",1992,684044,302234,61680
"CANADA",1994,707487,1903929,89667
"CANADA",1994,652403,1528857,81322
"CANADA",1994,136369,2844448,84321
"UNITED STATES",1996,261551,2226458,90752
"CANADA",1998,329997,1216188,121618
"PERU",1995,701199,1201360,72009
"BRAZIL",1996,499151,952307,69007
"BRAZIL",1996,305234,242887,74353
"BRAZIL",1996,463472,2325429,86127
"ARGENTINA",1996,668854,7940203,109369
"ARGENTINA",1996,628583,5332748,90693
"PERU",1993,741266,1682405,78433
"BRAZIL",1992,158260,500938,79095
"BRAZIL",1996,598006,1927549,66238
"BRAZIL",1997,441819,6148678,105647
"BRAZIL",1997,196568,6584999,99873
"ARGENTINA",1994,742316,2933884,81496
"CANADA",1994,337523,2162866,93630
"CANADA",1993,546461,3256070,90446
"CANADA",1993,366537,2309068,96211
"PERU",1992,221337,249147,75499
"CANADA",1996,572139,5013995,72666
"CANADA",1996,456201,2581668,69430
"UNITED STATES",1998,168310,4742764,82698
"UNITED STATES",1998,125806,3626964,109908
"UNITED STATES",1997,429615,2293716,92675
"ARGENTINA",1992,425344,3579482,76159
"CANADA",1994,472971,4776285,116637
"CANADA",1994,594923,9492201,121074
"CANADA",1994,470103,2575392,64384
"BRAZIL",1993,775217,2757512,77530
"BRAZIL",1993,265727,7007819,101562
"BRAZIL",1997,565616,4473029,100895
"PERU",1997,132101,4378298,67986
"ARGENTINA",1993,293548,7100287,92491
"PERU",1993,468667,7360380,98138
"ARGENTINA",1993,789495,3010474,95067
"PERU",1996,477095,498512,64324
"PERU",1996,311432,2857971,86605
"PERU",1997,791301,4886867,83536
"PERU",1997,441632,2158992,94416
"ARGENTINA",1992,615456,4751970,82285
"ARGENTINA",1992,255508,3538718,87809
"CANADA",1998,719168,1266667,71227
"CANADA",1998,101300,4973568,78078
"ARGENTINA",1994,20597,3933593,91055
"CANADA",1998,237366,2877796,78201
"CANADA",1998,697215,484872,72730
"CANADA",1998,490535,138821,91530
"BRAZIL",1995,176259,267050,80115
"UNITED STATES",1993,747863,4356692,114649
"BRAZIL",1994,443867,6881192,108650
"BRAZIL",1992,715531,143824,92790
"BRAZIL",1995,301946,7791720,116875
"UNITED STATES",1993,50941,5278512,113516
"UNITED STATES",1993,731494,1025109,91527
"UNITED STATES",1993,617996,2158946,114837
"CANADA",1994,352994,9039463,122818
"CANADA",1994,769801,7722538,112246
"CANADA",1994,435661,3415212,95798
"CANADA",1994,545622,833800,100056
"PERU",1998,715009,1653711,61438
"CANADA",1996,660113,2360776,64384
"BRAZIL",1995,518798,8993011,109006
"PERU",1996,532120,4581901,69126
"PERU",1996,129872,3469010,114112
"PERU",1996,523567,155872,95432
