"d_year","s_city","lo_custkey","lo_revenue"
1994,"UNITED ST9",3718,3045762
1994,"UNITED ST9",20110,1469615
1997,"UNITED ST0",6584,7821093
1994,"UNITED ST9",9485,3680974
1994,"UNITED ST0",26137,4900518
1997,"UNITED ST0",28237,5611868
1994,"UNITED ST9",14264,2103402
1993,"UNITED ST0",8881,5451478
1997,"UNITED ST9",6923,997281
1993,"UNITED ST0",21641,148630
1997,"UNITED ST0",28676,1938840
1993,"UNITED ST0",5680,6504774
1993,"UNITED ST0",24175,2589981
1994,"UNITED ST9",12698,7646070
1996,"UNITED ST0",10069,3343982
1992,"UNITED ST9",21712,8138784
1994,"UNITED ST9",2576,7808444
1993,"UNITED ST9",17426,5248538
1995,"UNITED ST9",1351,6808421
1994,"UNITED ST0",22714,5053861
1995,"UNITED ST0",10414,4609800
1995,"UNITED ST9",20027,1887501
1996,"UNITED ST9",19817,6645240
1997,"UNITED ST9",5980,5293041
1992,"UNITED ST9",28747,1386508
1992,"UNITED ST0",28747,215037
1995,"UNITED ST9",26512,3661117
1993,"UNITED ST0",12955,6768629
1996,"UNITED ST9",9022,4006314
1996,"UNITED ST0",26360,6543427
1996,"UNITED ST9",9292,5974245
1997,"UNITED ST0",16027,944729
1992,"UNITED ST9",15422,5714705
1995,"UNITED ST9",24487,6633057
1992,"UNITED ST0",3833,7558778
1996,"UNITED ST0",2576,6542484
1995,"UNITED ST0",26660,569264
1995,"UNITED ST9",4436,3164192
1997,"UNITED ST9",24902,847630
1996,"UNITED ST9",17062,3379626
1993,"UNITED ST9",20630,3259872
1993,"UNITED ST0",22159,2204851
1992,"UNITED ST0",13390,4824875
1995,"UNITED ST9",23939,3933363
1993,"UNITED ST9",25735,1359748
1997,"UNITED ST9",21565,4529571
1997,"UNITED ST9",299,5594043
1992,"UNITED ST9",674,9095382
1992,"UNITED ST0",19115,3460870
1994,"UNITED ST9",7388,3515850
1994,"UNITED ST9",292,4929214
1996,"UNITED ST0",14644,5333996
1992,"UNITED ST9",7843,5506080
1994,"UNITED ST9",5056,1333834
1992,"UNITED ST0",6968,3684958
1997,"UNITED ST0",12422,5135719
1993,"UNITED ST9",28657,5839955
1994,"UNITED ST9",8669,8522305
1996,"UNITED ST9",4426,6703603
1992,"UNITED ST0",26077,856653
1995,"UNITED ST9",10744,5460935
1996,"UNITED ST0",1865,5129601
1996,"UNITED ST0",1865,3633997
1993,"UNITED ST0",19412,3067988
1994,"UNITED ST0",16265,4017153
1994,"UNITED ST9",19006,5595123
1995,"UNITED ST0",15883,6000391
1993,"UNITED ST0",4195,1324603
1993,"UNITED ST0",4195,3604832
1995,"UNITED ST9",8989,483873
1993,"UNITED ST9",29159,7353491
1995,"UNITED ST0",20827,3407716
1994,"UNITED ST9",766,2773386
1994,"UNITED ST9",2038,5592756
1993,"UNITED ST0",1852,5639400
1997,"UNITED ST0",7478,2699109
1996,"UNITED ST9",14710,3152061
1997,"UNITED ST0",15721,471093
1995,"UNITED ST9",14926,3067532
1992,"UNITED ST9",16876,2348099
1997,"UNITED ST9",10588,5487148
1993,"UNITED ST0",3119,4839607
1997,"UNITED ST0",25654,6136612
1996,"UNITED ST9",25708,6387343
1995,"UNITED ST9",7837,687382
1992,"UNITED ST9",18679,2454944
1996,"UNITED ST9",6724,3625321
1994,"UNITED ST0",22954,2981148
1994,"UNITED ST9",1277,4835103
1997,"UNITED ST0",19115,4885461
1992,"UNITED ST9",21854,1456111
1994,"UNITED ST9",29917,4337902
1994,"UNITED ST0",25486,304187
1992,"UNITED ST9",14017,1132687
1997,"UNITED ST9",4964,5564796
1993,"UNITED ST0",27451,2732895
1994,"UNITED ST9",27484,1699077
1995,"UNITED ST9",2990,2867658
1993,"UNITED ST0",1282,8681458
1997,"UNITED ST9",10373,4000530
1994,"UNITED ST0",7379,4572731
1995,"UNITED ST9",1637,3623438
1993,"UNITED ST9",17044,5450900
1996,"UNITED ST0",10766,2364781
1993,"UNITED ST0",12611,6296434
1995,"UNITED ST9",19406,3660560
1994,"UNITED ST0",18760,4298070
1997,"UNITED ST0",16933,8142518
1997,"UNITED ST0",16313,2476003
1993,"UNITED ST0",2156,1648002
1997,"UNITED ST9",2255,2338359
1992,"UNITED ST9",9527,1511677
1995,"UNITED ST0",13798,3787943
1993,"UNITED ST9",24811,151765
1992,"UNITED ST0",20902,4413336
1992,"UNITED ST9",23837,992852
1995,"UNITED ST0",3368,875062
1997,"UNITED ST0",13378,4833160
1997,"UNITED ST9",14008,1023191
1992,"UNITED ST9",17344,2328915
1997,"UNITED ST9",12209,7778704
1996,"UNITED ST9",23707,4180059
1994,"UNITED ST9",2467,3630654
1992,"UNITED ST0",17024,669516
1992,"UNITED ST0",26053,2458277
1993,"UNITED ST9",5204,7869859
1996,"UNITED ST9",13900,6951648
1995,"UNITED ST0",1352,103945
1994,"UNITED ST0",3302,6219417
1995,"UNITED ST9",16195,3862565
1994,"UNITED ST9",15736,7307542
1994,"UNITED ST0",24164,5526055
1995,"UNITED ST9",22642,5552999
1994,"UNITED ST0",14875,2931672
1995,"UNITED ST9",6550,2668449
1997,"UNITED ST0",1970,2485169
1995,"UNITED ST0",21445,2954100
1995,"UNITED ST9",20371,2342688
1997,"UNITED ST9",27463,157285
1992,"UNITED ST9",1718,6544293
1995,"UNITED ST0",19633,2584540
1993,"UNITED ST0",17773,6550620
1996,"UNITED ST0",5308,2004984
1992,"UNITED ST0",21916,3075033
1994,"UNITED ST0",14165,5023386
1997,"UNITED ST9",6227,3172780
1997,"UNITED ST0",7411,3016202
1994,"UNITED ST0",28336,1856941
1994,"UNITED ST9",14123,4515220
1993,"UNITED ST9",21802,7383015
1994,"UNITED ST0",7789,3939895
1992,"UNITED ST0",185,3027225
1992,"UNITED ST0",17291,3072092
1992,"UNITED ST9",13165,6833201
1995,"UNITED ST9",4471,8086161
1994,"UNITED ST0",9125,7401499
1992,"UNITED ST0",292,7215122
1994,"UNITED ST9",1334,4110017
1994,"UNITED ST0",25009,3620766
1993,"UNITED ST9",29077,2894859
1992,"UNITED ST0",22792,5596631
1994,"UNITED ST9",6164,4116621
1996,"UNITED ST9",2887,3468528
1994,"UNITED ST9",28903,3737440
1992,"UNITED ST0",29212,7779257
1994,"UNITED ST9",5683,1512843
1992,"UNITED ST0",9266,4425416
1995,"UNITED ST0",4354,4260261
1996,"UNITED ST9",19873,6707268
1994,"UNITED ST0",17215,6962851
1994,"UNITED ST0",19657,7576445
1997,"UNITED ST9",5035,6454152
1994,"UNITED ST9",28489,4031243
1994,"UNITED ST0",4885,2994580
1996,"UNITED ST0",29548,5203117
1997,"UNITED ST0",3938,1287112
1997,"UNITED ST9",25612,1313206
1993,"UNITED ST0",22237,2857761
1996,"UNITED ST0",5485,7383965
1995,"UNITED ST0",18089,6189608
1996,"UNITED ST0",16108,5304559
1994,"UNITED ST9",16720,4880331
1997,"UNITED ST0",8387,3587976
1993,"UNITED ST0",19207,7703995
1996,"UNITED ST9",2114,2235193
1993,"UNITED ST9",21412,6216750
1997,"UNITED ST0",23683,7690152
1993,"UNITED ST9",6856,4871797
1993,"UNITED ST9",28135,6991211
1996,"UNITED ST0",24271,1712124
1995,"UNITED ST9",7190,2383195
1995,"UNITED ST9",7190,7965208
1995,"UNITED ST0",628,2397051
1997,"UNITED ST0",26668,482445
1997,"UNITED ST0",25117,1904614
1992,"UNITED ST9",17938,1272177
1997,"UNITED ST9",5935,4249980
1992,"UNITED ST9",21406,2569055
1996,"UNITED ST0",15352,3978609
1993,"UNITED ST9",28540,3797258
1992,"UNITED ST0",19408,3604157
1992,"UNITED ST0",7144,4567272
1995,"UNITED ST0",21232,6085170
1996,"UNITED ST9",6571,6326650
1993,"UNITED ST0",8126,5411284
1994,"UNITED ST9",21632,1881263
1997,"UNITED ST0",18895,2160486
1992,"UNITED ST9",15787,4468780
1997,"UNITED ST0",6739,5881042
1997,"UNITED ST9",10436,8035355
1992,"UNITED ST0",16891,3217975
1995,"UNITED ST0",20590,178929
1992,"UNITED ST0",11105,4518391
1997,"UNITED ST0",5405,978799
1996,"UNITED ST0",26270,2287381
1995,"UNITED ST9",16273,4138134
1993,"UNITED ST0",3854,5945837
1995,"UNITED ST9",18013,2472642
1994,"UNITED ST9",23594,3158692
1995,"UNITED ST0",28865,2852385
1997,"UNITED ST0",19054,5911185
1992,"UNITED ST9",20842,4209885
1993,"UNITED ST9",9818,1934832
1994,"UNITED ST0",12037,850824
1994,"UNITED ST9",11852,3987956
1997,"UNITED ST0",1198,3952140
1994,"UNITED ST0",6016,3899903
1996,"UNITED ST0",29821,5970499
1995,"UNITED ST9",15692,403390
1996,"UNITED ST9",5491,5623501
1993,"UNITED ST0",9994,5008883
1993,"UNITED ST9",4888,2746539
1997,"UNITED ST0",5065,5696655
1997,"UNITED ST0",8842,7072813
1996,"UNITED ST9",19295,4958013
1995,"UNITED ST9",196,4060533
1995,"UNITED ST9",19066,995719
1997,"UNITED ST0",23588,5871646
1996,"UNITED ST0",658,2730700
1994,"UNITED ST0",19480,2911790
1996,"UNITED ST9",28618,6902017
1995,"UNITED ST9",23621,1295529
1993,"UNITED ST9",9493,928006
1992,"UNITED ST9",22672,3696688
1993,"UNITED ST9",4954,6316285
1993,"UNITED ST9",25846,1621946
1992,"UNITED ST0",27628,6275028
1993,"UNITED ST9",8533,5410373
1997,"UNITED ST0",28760,8215376
1994,"UNITED ST0",9649,3345056
1995,"UNITED ST0",10964,5273460
1992,"UNITED ST9",22921,2777256
1995,"UNITED ST9",29833,1522748
1995,"UNITED ST0",29833,2956248
1994,"UNITED ST9",20701,896057
1994,"UNITED ST9",24698,3515400
1995,"UNITED ST9",20515,5182344
1997,"UNITED ST0",26318,1862989
1994,"UNITED ST0",15487,1626124
1997,"UNITED ST9",21361,5308277
1993,"UNITED ST0",4781,2029427
1994,"UNITED ST0",29851,6010768
1993,"UNITED ST0",11534,4965085
1992,"UNITED ST9",328,4731631
1995,"UNITED ST9",29185,8324913
1992,"UNITED ST0",15325,5028311
1994,"UNITED ST9",12464,6299260
1996,"UNITED ST9",22975,3579358
1994,"UNITED ST9",27428,541061
1996,"UNITED ST0",917,3581359
1997,"UNITED ST9",25954,1632247
1992,"UNITED ST0",18779,2719505
1995,"UNITED ST9",27388,6136225
1992,"UNITED ST0",11182,931174
1996,"UNITED ST0",28177,117834
1993,"UNITED ST0",24368,1847459
1997,"UNITED ST0",7583,1353548
1995,"UNITED ST9",2165,3415670
1997,"UNITED ST9",29314,8809465
1995,"UNITED ST0",19267,1473571
1995,"UNITED ST0",19267,1221132
1996,"UNITED ST9",15325,3820521
1994,"UNITED ST9",7543,3249902
1995,"UNITED ST0",21104,798601
1994,"UNITED ST9",18659,5310360
1992,"UNITED ST9",25589,6066036
1992,"UNITED ST9",20306,5299224
1996,"UNITED ST0",26731,215607
1992,"UNITED ST9",22933,341320
1993,"UNITED ST9",15230,4332919
1997,"UNITED ST9",16558,1989058
1995,"UNITED ST0",26089,601788
1997,"UNITED ST9",3716,921155
1994,"UNITED ST9",28037,5016973
1994,"UNITED ST9",28037,1760996
1993,"UNITED ST9",18608,5463586
1995,"UNITED ST9",25160,286550
1997,"UNITED ST0",25219,7125501
1995,"UNITED ST0",5894,4600981
1995,"UNITED ST0",19594,2497166
1993,"UNITED ST9",5849,6447816
1994,"UNITED ST0",4337,1031299
1995,"UNITED ST9",1876,1398255
1995,"UNITED ST9",7562,4403843
1996,"UNITED ST9",27055,1075787
1996,"UNITED ST9",10207,3950281
1997,"UNITED ST9",22615,3311964
1996,"UNITED ST0",13624,3127931
1994,"UNITED ST0",20815,1497038
1992,"UNITED ST0",2180,2108214
1992,"UNITED ST9",23333,6095418
1996,"UNITED ST9",12142,4391064
1996,"UNITED ST9",19997,5348102
1995,"UNITED ST9",5539,825624
1994,"UNITED ST0",24593,8367772
1996,"UNITED ST0",15745,8853576
1997,"UNITED ST9",9665,3949153
1993,"UNITED ST9",1075,167597
1992,"UNITED ST0",27718,2134628
1994,"UNITED ST0",5893,3152521
1992,"UNITED ST9",28105,6422257
1995,"UNITED ST9",3257,4739568
1995,"UNITED ST9",19067,2965903
1993,"UNITED ST0",11518,8294657
1994,"UNITED ST9",13196,6456230
1995,"UNITED ST0",1633,4807959
1996,"UNITED ST0",20725,7818809
1995,"UNITED ST0",6022,2176517
1996,"UNITED ST9",23456,956422
1997,"UNITED ST0",5578,2043478
1993,"UNITED ST0",21046,5905869
1993,"UNITED ST9",18188,2973770
1995,"UNITED ST9",25652,7816119
1993,"UNITED ST0",13129,4815774
1992,"UNITED ST9",19801,2066113
1996,"UNITED ST0",13498,5595486
1992,"UNITED ST0",23788,2478987
1992,"UNITED ST9",6787,6129484
1994,"UNITED ST0",7210,1614422
1994,"UNITED ST9",26596,6797623
1993,"UNITED ST9",11084,6186509
1994,"UNITED ST9",27569,5103284
1993,"UNITED ST0",26638,3395881
1997,"UNITED ST0",18175,5567822
1994,"UNITED ST9",9775,2898053
1996,"UNITED ST9",7117,1121570
1995,"UNITED ST0",25685,3053614
1993,"UNITED ST9",27586,4196160
1995,"UNITED ST9",5959,3558027
1994,"UNITED ST0",26161,101848
1994,"UNITED ST0",27086,6606621
1993,"UNITED ST0",7313,1471605
1996,"UNITED ST0",1609,1962798
1994,"UNITED ST9",6655,4314150
1993,"UNITED ST9",20572,8077897
1992,"UNITED ST0",15814,2717053
1993,"UNITED ST9",22952,7289504
1993,"UNITED ST9",26668,1958177
1993,"UNITED ST9",29327,3525133
1994,"UNITED ST9",29491,3448537
1992,"UNITED ST0",16817,5130882
1997,"UNITED ST0",22957,7202547
1993,"UNITED ST0",25079,2313057
1996,"UNITED ST0",9049,3497927
1997,"UNITED ST9",6778,3113622
1994,"UNITED ST9",12128,987101
1993,"UNITED ST0",19067,6805440
1993,"UNITED ST9",15206,769752
1994,"UNITED ST0",649,8713424
1994,"UNITED ST9",25174,4779270
1993,"UNITED ST0",25003,1097217
1995,"UNITED ST0",265,717134
1993,"UNITED ST0",28225,612516
1993,"UNITED ST9",23204,743367
1992,"UNITED ST0",23324,3460890
1992,"UNITED ST9",19516,4296994
1993,"UNITED ST0",4315,2844829
1993,"UNITED ST9",22771,888587
1993,"UNITED ST0",20701,6043067
1994,"UNITED ST0",22969,4323791
1993,"UNITED ST9",29813,5901701
1996,"UNITED ST0",24227,4821789
1997,"UNITED ST0",3154,4160173
1992,"UNITED ST9",2620,5858048
1992,"UNITED ST0",28322,4465743
1993,"UNITED ST9",1930,1170167
1997,"UNITED ST0",8674,1623885
1994,"UNITED ST0",18613,4661530
1993,"UNITED ST9",6370,2918996
1994,"UNITED ST0",3049,1211510
1992,"UNITED ST0",16744,4943772
1996,"UNITED ST9",28210,2243766
1997,"UNITED ST0",8144,5318750
1995,"UNITED ST9",24503,2316418
1996,"UNITED ST0",26197,4188977
1996,"UNITED ST9",26197,4153735
1992,"UNITED ST9",24497,1402721
1994,"UNITED ST9",21757,1296603
1995,"UNITED ST9",22316,6253792
1995,"UNITED ST0",8509,2145565
1994,"UNITED ST0",29335,122975
1997,"UNITED ST0",115,3883987
1997,"UNITED ST9",12370,3743308
1995,"UNITED ST0",25700,5871045
1992,"UNITED ST9",23761,1682090
1996,"UNITED ST9",14839,6218059
1997,"UNITED ST9",4358,545631
1997,"UNITED ST9",23594,4568218
1996,"UNITED ST9",23632,4638107
1997,"UNITED ST9",13807,5297049
1997,"UNITED ST0",13832,803989
1996,"UNITED ST9",8785,861202
1993,"UNITED ST0",26936,631548
1996,"UNITED ST0",15403,6829524
1992,"UNITED ST9",21766,6087485
1992,"UNITED ST9",20809,762847
1997,"UNITED ST9",8714,1302280
1994,"UNITED ST0",26083,1177152
1992,"UNITED ST0",17345,3585401
1994,"UNITED ST0",20471,6540136
1997,"UNITED ST9",14461,1813468
1995,"UNITED ST0",21919,1726242
1994,"UNITED ST9",23521,627754
1995,"UNITED ST9",26578,976723
1994,"UNITED ST0",21859,7788480
1994,"UNITED ST9",17260,431559
1995,"UNITED ST9",19304,246868
1994,"UNITED ST9",13457,3281836
1992,"UNITED ST9",2516,2760219
1993,"UNITED ST0",16303,910964
1993,"UNITED ST9",14746,4566141
1997,"UNITED ST0",8785,3723123
1996,"UNITED ST9",4279,4123856
1996,"UNITED ST0",8821,765875
1994,"UNITED ST9",16607,3925845
1997,"UNITED ST0",26450,320671
1996,"UNITED ST9",28405,1988064
1995,"UNITED ST0",25940,5359473
1993,"UNITED ST0",6334,6614813
1995,"UNITED ST9",23488,2461837
1992,"UNITED ST9",17176,113119
1996,"UNITED ST0",9662,197796
1994,"UNITED ST9",421,6939660
1995,"UNITED ST0",89,3195117
1994,"UNITED ST9",2141,252234
1993,"UNITED ST9",220,3701278
1992,"UNITED ST0",17983,5143770
1993,"UNITED ST9",26425,7739287
1994,"UNITED ST9",19297,5043923
1994,"UNITED ST0",27370,5191936
1996,"UNITED ST9",1342,6045596
1995,"UNITED ST9",11047,845133
1997,"UNITED ST0",25045,4855363
1992,"UNITED ST0",6250,5555050
1992,"UNITED ST0",8518,3689389
1996,"UNITED ST0",21644,2569968
1996,"UNITED ST0",8570,2180720
1992,"UNITED ST9",4432,1695278
1995,"UNITED ST9",14893,5089165
1993,"UNITED ST0",7888,287777
1995,"UNITED ST9",524,2469985
1993,"UNITED ST9",13730,2396296
1993,"UNITED ST9",26203,4072412
1995,"UNITED ST0",23806,2335636
1996,"UNITED ST0",26524,5736165
1996,"UNITED ST0",2213,7517546
1996,"UNITED ST0",18190,789333
1996,"UNITED ST9",18190,5455934
1993,"UNITED ST0",16232,4972752
1992,"UNITED ST9",4270,946316
1995,"UNITED ST0",11030,305263
1994,"UNITED ST9",23824,4991931
1997,"UNITED ST9",2659,113091
1994,"UNITED ST9",16585,4851614
1992,"UNITED ST9",21602,3893775
1997,"UNITED ST9",7181,2200310
1992,"UNITED ST9",13214,2133558
1995,"UNITED ST9",12964,624985
1995,"UNITED ST9",20722,4317126
1995,"UNITED ST9",21196,1606415
1993,"UNITED ST0",15397,2977216
1997,"UNITED ST0",23251,3823783
1996,"UNITED ST9",14740,3401039
1995,"UNITED ST0",1450,6371023
1996,"UNITED ST9",25495,2106963
1995,"UNITED ST9",6869,92926
1992,"UNITED ST0",29605,122088
1995,"UNITED ST0",5602,2870004
1992,"UNITED ST0",17417,4192151
1997,"UNITED ST9",12568,4489947
1996,"UNITED ST9",23684,4711964
1994,"UNITED ST0",14029,265682
1993,"UNITED ST9",20899,5281596
1997,"UNITED ST9",18391,421018
1995,"UNITED ST0",18188,5573647
1994,"UNITED ST0",16414,3885338
1994,"UNITED ST9",16414,3834361
1992,"UNITED ST0",15398,4799831
1992,"UNITED ST0",11446,2187060
1995,"UNITED ST9",20290,5146511
1996,"UNITED ST0",21713,2250968
1992,"UNITED ST9",26857,2433167
1996,"UNITED ST9",24040,1874545
1995,"UNITED ST0",28078,929138
1996,"UNITED ST0",10793,1564447
1997,"UNITED ST0",15088,4272821
1993,"UNITED ST9",21793,6772084
1995,"UNITED ST0",29746,3866527
1997,"UNITED ST0",4912,6583220
1995,"UNITED ST9",8090,7033860
1992,"UNITED ST0",20665,8645628
1993,"UNITED ST9",24077,389448
1993,"UNITED ST9",11099,6955275
1994,"UNITED ST9",16795,2037578
1996,"UNITED ST9",14081,2248408
1995,"UNITED ST9",27716,4345126
1993,"UNITED ST0",27808,6104465
1993,"UNITED ST0",28256,3422393
1994,"UNITED ST0",19672,4270492
1995,"UNITED ST0",14231,2975719
1996,"UNITED ST9",24343,905422
1992,"UNITED ST0",3277,4443102
1995,"UNITED ST9",15686,1050937
1997,"UNITED ST0",25811,2396135
1997,"UNITED ST9",10814,8661677
1992,"UNITED ST9",16580,1306287
1993,"UNITED ST0",3107,8489936
1997,"UNITED ST0",22774,4504428
1997,"UNITED ST0",26393,5748063
1994,"UNITED ST9",6526,3019015
1994,"UNITED ST9",20312,4314200
1997,"UNITED ST9",22615,4168857
1993,"UNITED ST0",27071,106427
1996,"UNITED ST0",14893,5754902
1994,"UNITED ST0",25039,1378169
1992,"UNITED ST0",24305,3745264
1996,"UNITED ST9",29641,7248908
1994,"UNITED ST0",26881,4170898
1994,"UNITED ST9",19829,1495546
1994,"UNITED ST9",18316,5358127
1992,"UNITED ST0",11227,3908661
1992,"UNITED ST9",16420,4091906
1992,"UNITED ST0",7888,6178129
1997,"UNITED ST0",12287,325076
1992,"UNITED ST0",26779,5351179
1997,"UNITED ST0",29522,3818873
1992,"UNITED ST9",12817,3149126
1997,"UNITED ST0",27572,3148004
1995,"UNITED ST0",11656,547348
1993,"UNITED ST9",26981,1742480
1995,"UNITED ST9",22972,1525962
1994,"UNITED ST9",14470,6178221
1994,"UNITED ST0",15152,4763129
1993,"UNITED ST0",9979,2923146
1995,"UNITED ST0",97,3590528
1996,"UNITED ST0",18058,5223457
1992,"UNITED ST9",29461,1136774
1997,"UNITED ST0",64,6225525
1993,"UNITED ST9",3502,2508300
1992,"UNITED ST9",12736,1768671
1994,"UNITED ST0",18508,120588
1992,"UNITED ST0",26092,3858173
1996,"UNITED ST0",25868,6735520
1995,"UNITED ST0",1579,268400
1993,"UNITED ST9",16331,4921259
1995,"UNITED ST0",25738,3069993
1995,"UNITED ST0",1441,6100553
1996,"UNITED ST9",14237,1615043
1993,"UNITED ST9",26270,2586687
1997,"UNITED ST9",2611,2007175
1994,"UNITED ST9",8708,5822689
1995,"UNITED ST0",29126,4174377
1992,"UNITED ST9",22393,5738098
1993,"UNITED ST0",7171,1040574
1992,"UNITED ST9",15614,887836
1993,"UNITED ST0",4912,6451900
1995,"UNITED ST9",6904,5318873
1994,"UNITED ST9",7561,1429729
1997,"UNITED ST0",9985,2884547
1993,"UNITED ST9",10291,1470170
1994,"UNITED ST0",6196,4492602
1995,"UNITED ST9",24595,2181912
1996,"UNITED ST9",4711,9344115
1996,"UNITED ST0",3817,8134965
1996,"UNITED ST0",29243,3425971
1997,"UNITED ST9",29683,5532009
1997,"UNITED ST0",14320,2928879
1996,"UNITED ST0",16630,2273476
1993,"UNITED ST9",13952,2387880
1994,"UNITED ST0",12574,2774977
1996,"UNITED ST9",5611,1716368
1993,"UNITED ST0",11855,1864795
1993,"UNITED ST9",11357,3686487
1995,"UNITED ST0",17819,4776162
1993,"UNITED ST0",8623,4174569
1997,"UNITED ST9",11726,874135
1997,"UNITED ST0",2126,915798
1995,"UNITED ST9",21796,6758798
1995,"UNITED ST0",5686,6124038
1997,"UNITED ST0",14861,4036774
1992,"UNITED ST9",1054,6023578
1992,"UNITED ST9",23350,2694819
1994,"UNITED ST9",25072,2721404
1992,"UNITED ST0",21950,4286667
1994,"UNITED ST0",14194,2656989
1992,"UNITED ST9",10180,4423058
1996,"UNITED ST9",20678,4504482
1993,"UNITED ST0",13987,1813630
1994,"UNITED ST9",12068,4527600
1997,"UNITED ST9",25063,6007787
1996,"UNITED ST9",21511,5936003
1996,"UNITED ST9",29353,2231252
1995,"UNITED ST0",22177,7210399
1992,"UNITED ST9",28046,5453610
1995,"UNITED ST9",17659,1554128
1993,"UNITED ST9",21152,119184
1993,"UNITED ST0",24943,2607487
1995,"UNITED ST0",19612,8368100
1993,"UNITED ST0",12685,3398076
1995,"UNITED ST9",10177,624392
1996,"UNITED ST9",11993,899052
1995,"UNITED ST9",4928,1121200
1997,"UNITED ST0",29662,731544
1995,"UNITED ST0",13120,1750554
1993,"UNITED ST9",11530,2416549
1995,"UNITED ST0",23104,2849424
1995,"UNITED ST9",25024,5106364
1993,"UNITED ST9",23180,974912
1994,"UNITED ST0",6848,6263184
1994,"UNITED ST9",17812,7337955
1994,"UNITED ST0",25450,2185207
1992,"UNITED ST0",7552,6585969
1997,"UNITED ST0",22879,2407726
1997,"UNITED ST9",8491,1598683
1996,"UNITED ST0",12388,4804917
1995,"UNITED ST0",11167,2007777
1995,"UNITED ST9",18845,1897628
1996,"UNITED ST9",11521,2238280
1993,"UNITED ST9",4876,1333564
1994,"UNITED ST9",14326,443625
1992,"UNITED ST9",5852,785551
1996,"UNITED ST0",29104,9809310
1997,"UNITED ST9",11356,4934182
1993,"UNITED ST9",26821,977778
1997,"UNITED ST0",127,2150569
1996,"UNITED ST0",15853,2712169
1997,"UNITED ST0",28762,6821216
1992,"UNITED ST9",14759,6213026
1997,"UNITED ST0",22810,3363251
1995,"UNITED ST0",20504,1270325
1994,"UNITED ST0",10883,6120141
1995,"UNITED ST9",15469,5657066
1993,"UNITED ST9",20318,3797244
1995,"UNITED ST0",7921,4437298
1992,"UNITED ST9",2773,2745530
1995,"UNITED ST9",17011,988205
1996,"UNITED ST9",4078,8183917
1996,"UNITED ST0",9226,6946620
1992,"UNITED ST0",21934,636821
1997,"UNITED ST9",14560,2470392
1997,"UNITED ST9",14560,1351949
1992,"UNITED ST9",27067,4989285
1994,"UNITED ST9",28667,3856579
1996,"UNITED ST0",25280,5457560
1995,"UNITED ST0",25984,254972
1996,"UNITED ST9",25733,4123481
1993,"UNITED ST9",1333,1413601
1995,"UNITED ST0",20501,4864853
1995,"UNITED ST9",319,556848
1992,"UNITED ST0",1624,2131126
1995,"UNITED ST9",10579,204073
1995,"UNITED ST0",29110,3785740
1993,"UNITED ST0",7940,7319056
1996,"UNITED ST9",7703,7198815
1997,"UNITED ST9",14383,4685871
1992,"UNITED ST0",445,2544102
1992,"UNITED ST0",209,6922643
1997,"UNITED ST0",16717,183721
1992,"UNITED ST0",12445,6277960
1995,"UNITED ST0",16292,6110964
1997,"UNITED ST0",18637,2183184
1997,"UNITED ST0",7847,7793940
1992,"UNITED ST0",4301,2444776
1992,"UNITED ST0",19417,7060039
1996,"UNITED ST0",850,2277647
1997,"UNITED ST9",9389,4114083
1994,"UNITED ST9",25709,1151801
1992,"UNITED ST9",14740,4883150
1997,"UNITED ST0",15187,3153066
1992,"UNITED ST9",11546,6357532
1996,"UNITED ST0",16823,4753342
1992,"UNITED ST0",29029,5546714
1994,"UNITED ST9",15280,341377
1992,"UNITED ST9",4135,5942751
1993,"UNITED ST9",25000,1728353
1992,"UNITED ST0",371,3464103
1992,"UNITED ST0",12596,7682744
1996,"UNITED ST0",1997,3778049
1994,"UNITED ST0",22364,2164105
1993,"UNITED ST9",28168,1650891
1992,"UNITED ST9",4739,1955920
1993,"UNITED ST9",19928,407788
1992,"UNITED ST9",8749,5593584
1993,"UNITED ST9",1807,1363104
1994,"UNITED ST0",26833,6045328
1997,"UNITED ST9",21445,5291191
1995,"UNITED ST9",2546,5678918
1994,"UNITED ST9",11695,5561310
1994,"UNITED ST9",2981,6917296
1997,"UNITED ST9",23963,3127126
1996,"UNITED ST9",5744,1253173
1994,"UNITED ST9",28445,4587556
1997,"UNITED ST0",27968,678767
1994,"UNITED ST9",9151,6250460
1995,"UNITED ST9",27283,7621779
1996,"UNITED ST0",18571,4146576
1995,"UNITED ST9",27655,3781570
1995,"UNITED ST0",29380,2457250
1993,"UNITED ST9",404,6683760
1996,"UNITED ST0",1523,1406273
1997,"UNITED ST9",17081,2946614
1994,"UNITED ST9",21014,5580028
1994,"UNITED ST9",24302,6337824
1997,"UNITED ST9",4636,4329855
1994,"UNITED ST9",18772,4239530
1997,"UNITED ST9",1562,5310441
1993,"UNITED ST9",25117,3637569
1996,"UNITED ST0",27155,1438813
1997,"UNITED ST0",23518,3775634
1992,"UNITED ST0",15928,3673239
1994,"UNITED ST0",25270,244270
1993,"UNITED ST9",10184,3990162
1994,"UNITED ST9",17590,4541771
1993,"UNITED ST0",26498,3769908
1996,"UNITED ST0",1742,4816175
1994,"UNITED ST9",15908,414526
1997,"UNITED ST9",24992,352178
1996,"UNITED ST0",11842,3375486
1995,"UNITED ST9",4312,7600376
1995,"UNITED ST0",28781,1579753
1994,"UNITED ST9",19450,3442670
1997,"UNITED ST0",787,2039288
