"d_year","s_city","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED ST0",2653,125384,3974451,84562
1993,"UNITED ST9",6043,121466,1875687,89247
1992,"UNITED ST7",6310,124622,7508587,98797
1992,"UNITED ST9",28724,155811,3511469,112008
1992,"UNITED ST1",12469,152431,6135466,89005
1992,"UNITED ST6",23360,127481,6800227,90508
1992,"UNITED ST7",6377,15346,5750449,75680
1993,"UNITED ST6",20000,176549,3745244,97532
1992,"UNITED ST5",27670,119314,775986,79998
1993,"UNITED ST6",23695,72968,6894289,116457
1993,"UNITED ST3",23200,15483,6712704,83908
1992,"UNITED ST6",26419,145909,3413255,117294
1992,"UNITED ST6",26491,99478,4633345,88648
1992,"UNITED ST0",3502,45128,4732459,64387
1992,"UNITED ST7",3502,145233,5010661,76693
1992,"UNITED ST3",8647,35472,1114716,84448
1993,"UNITED ST0",28565,9995,7498040,114299
1992,"UNITED ST3",17755,77832,7910766,108589
1992,"UNITED ST7",1372,40006,3871032,56760
1992,"UNITED ST0",22477,87234,908595,73273
1993,"UNITED ST5",12208,178751,1932216,109785
1992,"UNITED ST0",2635,180217,3305291,77832
1992,"UNITED ST9",28576,151890,194189,116513
1993,"UNITED ST7",22127,136364,2150952,84021
1993,"UNITED ST7",16525,180841,8015994,115310
1992,"UNITED ST3",2026,136949,1179648,119156
1993,"UNITED ST4",10594,40652,2344380,95559
1992,"UNITED ST4",25693,147264,4683820,78675
1993,"UNITED ST5",22333,195864,5879580,117591
1993,"UNITED ST7",12382,126117,3703676,68586
1992,"UNITED ST8",10045,103479,2156993,88948
1992,"UNITED ST7",4663,143432,6573040,88525
1993,"UNITED ST1",17827,108153,5350579,69669
1992,"UNITED ST6",14069,149090,4374105,68345
1993,"UNITED ST5",29309,16797,2577540,102827
1993,"UNITED ST9",1951,183970,9364049,123238
1992,"UNITED ST8",27062,60000,1555200,57600
1992,"UNITED ST9",742,167338,639425,84319
1992,"UNITED ST5",5206,122061,2016657,64983
1993,"UNITED ST9",26789,155858,176074,114831
1992,"UNITED ST6",12151,43544,1660094,89252
1992,"UNITED ST2",2798,13303,3218329,72978
1992,"UNITED ST4",28085,59946,1494256,114356
1992,"UNITED ST5",28085,84588,5724191,94354
1992,"UNITED ST4",24925,99737,6835769,104203
1993,"UNITED ST7",1987,90165,3072725,69309
1993,"UNITED ST1",14395,165599,6135678,99875
1992,"UNITED ST3",18545,8861,3504322,106191
1993,"UNITED ST7",27562,159639,2211616,101917
1993,"UNITED ST1",21446,84414,2577269,83904
1992,"UNITED ST6",16075,59150,632215,66549
1992,"UNITED ST7",676,176199,3028576,76511
1992,"UNITED ST5",12862,180462,4835612,92547
1992,"UNITED ST5",21617,168898,6677591,118013
1992,"UNITED ST1",20884,150682,7980724,103960
1993,"UNITED ST1",4652,55863,334670,109131
1993,"UNITED ST0",26018,81673,4914369,99280
1993,"UNITED ST5",28864,72232,2026719,72253
1992,"UNITED ST1",25919,134401,3777972,86124
1993,"UNITED ST0",22246,9756,2192127,99945
1993,"UNITED ST9",193,145984,4262958,121798
1993,"UNITED ST6",6919,189320,2511408,84559
1992,"UNITED ST0",19706,83129,1761598,66727
1993,"UNITED ST3",18890,111931,4878697,116575
1993,"UNITED ST1",20326,149249,3416967,77894
1993,"UNITED ST7",20326,118220,5763914,74293
1992,"UNITED ST4",29141,179222,468439,78073
1993,"UNITED ST0",11917,50832,3444427,106969
1992,"UNITED ST7",302,65092,4862614,63425
1992,"UNITED ST0",26224,188847,7317475,116150
1993,"UNITED ST1",19780,83361,5054793,80661
1993,"UNITED ST7",7166,128480,950342,90508
1992,"UNITED ST1",3205,38782,1294026,103246
1992,"UNITED ST1",1075,124693,7750217,103061
1993,"UNITED ST4",16765,56680,2726708,98200
1992,"UNITED ST7",13624,70525,6607207,89731
1993,"UNITED ST9",4777,46236,5032753,70933
1992,"UNITED ST6",13210,161109,3337125,70206
1992,"UNITED ST0",670,195012,5041323,66420
1993,"UNITED ST8",29218,199178,2969420,76630
1992,"UNITED ST9",28798,152581,313647,98014
1993,"UNITED ST7",18211,183447,6758423,91826
1992,"UNITED ST9",10381,187510,1581534,95850
1992,"UNITED ST6",10381,191687,3717441,106720
1992,"UNITED ST4",4453,165266,5564666,79875
1992,"UNITED ST8",24022,24280,1618552,72256
1992,"UNITED ST9",24022,132036,4718556,64081
1993,"UNITED ST1",7909,131271,2449569,78136
1993,"UNITED ST5",5141,136014,2079019,63000
1993,"UNITED ST9",5500,121806,2507741,109668
1993,"UNITED ST9",27182,7906,5060781,108834
1993,"UNITED ST1",12575,51854,6257270,108351
1992,"UNITED ST7",11603,117478,3026831,89728
1993,"UNITED ST8",2080,22364,4214115,77181
1992,"UNITED ST1",25934,76154,3006199,67809
1992,"UNITED ST1",11383,172996,3235900,124139
1992,"UNITED ST9",11383,186774,1964973,111646
1992,"UNITED ST1",986,21993,4705130,114899
1992,"UNITED ST0",986,197892,3044531,119393
1992,"UNITED ST3",10579,83132,3282942,66907
1993,"UNITED ST0",25391,47163,1958322,66609
1992,"UNITED ST7",28756,173994,10133151,124079
1993,"UNITED ST7",11477,133760,5449442,107625
1993,"UNITED ST6",11477,28523,1741824,87091
1992,"UNITED ST7",29936,170125,3033214,71707
1992,"UNITED ST6",5374,40550,5184132,89433
1992,"UNITED ST3",2900,41240,3654756,70874
1993,"UNITED ST0",14177,138693,7650606,103901
1992,"UNITED ST0",493,189447,1521075,92186
1992,"UNITED ST3",493,105963,9254112,118137
1993,"UNITED ST2",6020,37684,4290965,97300
1992,"UNITED ST6",21074,6488,5816376,83668
1992,"UNITED ST4",26554,4732,3538610,98203
1992,"UNITED ST0",23996,39411,4278098,81024
1992,"UNITED ST5",1574,31573,282859,90274
1993,"UNITED ST3",6457,43427,4715615,82225
1993,"UNITED ST1",16762,198290,5655893,83297
1992,"UNITED ST0",11243,171684,3135644,105340
1992,"UNITED ST9",11243,171803,2362248,112488
1992,"UNITED ST3",16363,76025,1275299,60061
1993,"UNITED ST9",17434,157438,5455328,89725
1993,"UNITED ST3",28951,112590,2538502,96155
1993,"UNITED ST0",2027,167293,1697641,81617
1992,"UNITED ST4",6877,141884,5305799,115552
1992,"UNITED ST9",14896,86015,96096,60060
1993,"UNITED ST4",18046,115826,847237,110509
1992,"UNITED ST9",14141,79273,455826,75136
1992,"UNITED ST9",5657,152725,888860,106663
1993,"UNITED ST1",5488,1748,2946435,98984
1992,"UNITED ST4",1126,85097,4820710,64925
1992,"UNITED ST4",23899,135098,103111,67985
1992,"UNITED ST9",23435,181305,1547110,83178
1993,"UNITED ST5",15019,28938,2430742,112015
1992,"UNITED ST1",14605,57615,2459562,94356
1993,"UNITED ST6",29546,167610,5556244,100656
1993,"UNITED ST5",28103,7320,2538097,73639
1993,"UNITED ST8",28103,22661,158366,95019
1993,"UNITED ST8",28103,32679,2520651,96700
1993,"UNITED ST4",8248,156799,872221,111347
1993,"UNITED ST9",12112,198326,414477,85459
1992,"UNITED ST1",11008,170525,4148352,95731
1992,"UNITED ST9",23149,190134,440686,73447
1992,"UNITED ST4",17576,185916,2802674,120114
1993,"UNITED ST0",28733,184681,6817290,105940
1992,"UNITED ST1",9532,41835,330490,106609
1992,"UNITED ST5",9532,110696,2843345,102401
1993,"UNITED ST7",23917,112797,5385935,108587
1992,"UNITED ST6",19910,148589,5895288,98254
1993,"UNITED ST0",14221,87120,3321360,66427
1992,"UNITED ST3",26345,120649,4297653,100178
1992,"UNITED ST0",4294,81047,4397955,61682
1992,"UNITED ST1",4294,155889,190598,116692
1992,"UNITED ST9",4789,104182,5219192,71170
1992,"UNITED ST8",4789,162936,5127255,119935
1993,"UNITED ST8",25204,15377,1058451,77542
1993,"UNITED ST8",25204,37844,1015648,106910
1992,"UNITED ST7",1195,189714,8657808,108222
1993,"UNITED ST1",4706,50218,1387833,70092
1993,"UNITED ST7",4706,13110,951492,61386
1992,"UNITED ST6",7136,195038,219807,67981
1992,"UNITED ST1",27509,67334,5427847,78079
1993,"UNITED ST3",16903,160194,1668072,75251
1993,"UNITED ST9",2492,115558,3658503,94413
1992,"UNITED ST1",2665,23376,4443845,77962
1992,"UNITED ST8",2665,79988,2562309,118078
1993,"UNITED ST3",20818,73204,3749382,70632
1992,"UNITED ST3",28865,108598,2192995,96395
1993,"UNITED ST7",7829,141521,2784410,93751
1993,"UNITED ST8",15191,121772,6986734,107626
1993,"UNITED ST8",4717,170752,4739150,109365
1992,"UNITED ST7",28808,141470,2297434,90688
1992,"UNITED ST3",331,101339,5200480,80419
1992,"UNITED ST8",331,125556,1096014,94893
1993,"UNITED ST2",6836,132527,2598160,93571
1992,"UNITED ST9",26192,185234,5580342,79153
1993,"UNITED ST4",27505,194115,5043197,72546
1992,"UNITED ST1",7921,171688,522624,105580
1993,"UNITED ST1",5881,54223,5200957,70633
1993,"UNITED ST3",12851,163031,4227331,65641
1993,"UNITED ST1",556,23829,1700235,105169
1992,"UNITED ST1",12481,111862,7083190,112431
1992,"UNITED ST0",21529,46564,4448599,90633
1993,"UNITED ST3",16820,129945,2654319,118496
1992,"UNITED ST0",17881,139577,3680929,96994
1993,"UNITED ST4",6812,146754,5348227,108045
1993,"UNITED ST1",23462,112766,4514492,106725
1993,"UNITED ST5",4606,36162,4950505,65889
1992,"UNITED ST0",11755,77622,1535635,95977
1993,"UNITED ST9",19042,289,112981,71356
1992,"UNITED ST4",5246,118660,7654689,100719
1993,"UNITED ST5",20473,42578,1064399,91234
1992,"UNITED ST0",8933,19725,6029543,98683
1992,"UNITED ST1",2462,8018,421334,55560
1993,"UNITED ST1",7751,32754,5785552,101205
1992,"UNITED ST8",17113,39175,551514,66850
1992,"UNITED ST4",3980,88861,8416863,110991
1993,"UNITED ST4",21367,9783,2386819,101566
1992,"UNITED ST8",19489,155130,2116642,71107
1993,"UNITED ST8",1387,53887,7455564,110452
1993,"UNITED ST9",1387,70166,3228966,68169
1993,"UNITED ST5",5063,80459,1425055,86367
1992,"UNITED ST5",13249,125177,2308166,72130
1993,"UNITED ST9",23471,49189,4636945,68290
1993,"UNITED ST7",688,115800,2505804,108948
1993,"UNITED ST0",10733,179312,3040012,83478
1992,"UNITED ST5",1289,93242,1318001,74114
1992,"UNITED ST1",7277,156095,108202,69065
1992,"UNITED ST8",17290,101915,3985255,115014
1993,"UNITED ST9",11512,69194,3608215,69791
1993,"UNITED ST4",8977,8126,4281256,62047
1992,"UNITED ST5",10484,161872,7849578,116032
1992,"UNITED ST2",16778,148331,4104886,82759
1993,"UNITED ST1",12523,192266,1624478,81495
1992,"UNITED ST1",4261,26668,7195105,95679
1993,"UNITED ST3",19040,71727,1916156,101923
1993,"UNITED ST0",19861,83428,4414921,84685
1993,"UNITED ST1",2251,42616,6720726,93516
1993,"UNITED ST4",7846,13238,345369,69073
1993,"UNITED ST1",17720,87334,5406882,79279
1992,"UNITED ST6",11488,57627,1009402,95077
1992,"UNITED ST6",11005,142458,2565769,90027
1993,"UNITED ST5",21703,35184,1578043,67150
1993,"UNITED ST8",20248,12124,1436062,62167
1993,"UNITED ST7",6601,150559,7564885,96573
1992,"UNITED ST3",20173,81354,5888893,80121
1992,"UNITED ST4",20173,178441,1326471,91166
1993,"UNITED ST9",26533,91082,3785826,64384
1993,"UNITED ST4",18460,150865,1839225,114951
1993,"UNITED ST5",22834,179037,3794502,66961
1992,"UNITED ST0",10870,77992,2293068,118199
1992,"UNITED ST4",1066,122141,5193420,69788
1992,"UNITED ST4",24562,46710,1968171,99402
1992,"UNITED ST5",12739,128422,6671932,87025
1993,"UNITED ST2",1123,112711,6205356,103422
1993,"UNITED ST0",27694,116323,723232,80359
1993,"UNITED ST7",13507,107341,4719190,80900
1992,"UNITED ST1",11827,112536,4464411,92911
1993,"UNITED ST9",12583,145761,664887,108405
1992,"UNITED ST7",24832,114327,1877848,80479
1993,"UNITED ST6",15025,10640,2232921,93038
1992,"UNITED ST9",17711,13291,6021450,72257
1992,"UNITED ST9",16781,9093,1603344,60125
1992,"UNITED ST8",13,36065,1101166,60063
1993,"UNITED ST6",24277,149984,5076814,122038
1993,"UNITED ST0",24112,135165,4656620,72009
1993,"UNITED ST5",24112,181867,6706027,116931
1992,"UNITED ST6",4600,117243,3368621,75614
1993,"UNITED ST3",27064,149683,5700517,103960
1992,"UNITED ST9",28670,26394,3364353,79223
1992,"UNITED ST3",17533,6578,5218263,89074
1992,"UNITED ST9",29045,160317,6266760,82638
1993,"UNITED ST0",7828,125386,6633486,84682
1992,"UNITED ST9",25762,191851,6323976,116571
1993,"UNITED ST9",7807,169060,1591974,67743
1993,"UNITED ST3",7807,56800,2972505,105408
1993,"UNITED ST5",29497,121622,7248364,98617
1992,"UNITED ST0",27058,87080,3398649,64024
1992,"UNITED ST3",4621,109564,4343025,94413
1992,"UNITED ST8",21523,167652,4170151,103179
1992,"UNITED ST4",21523,9155,730006,63849
1992,"UNITED ST3",15871,162548,5524152,96632
1992,"UNITED ST4",8404,95256,1351350,75075
1993,"UNITED ST4",17491,120300,5286481,79218
1992,"UNITED ST0",19153,9392,5268026,78083
1993,"UNITED ST3",6271,134992,7114734,121619
1992,"UNITED ST3",12025,62209,3197376,70272
1993,"UNITED ST6",6970,131092,3665765,67385
1992,"UNITED ST0",22253,105011,3143534,60960
1992,"UNITED ST1",8309,26426,2518206,81145
1993,"UNITED ST4",11044,56172,3898955,67690
1992,"UNITED ST1",7550,66513,2219265,88770
1992,"UNITED ST4",15391,155016,1469425,64260
1992,"UNITED ST0",15391,191940,2438328,121916
1993,"UNITED ST0",21280,1175,2808803,64570
1993,"UNITED ST1",18862,100168,3476444,70089
1992,"UNITED ST5",12302,58344,5196336,78140
1992,"UNITED ST3",5551,69665,5503900,98079
1993,"UNITED ST0",19864,747,4750434,98864
1992,"UNITED ST2",4933,121828,6677850,110989
1993,"UNITED ST0",1873,176923,7143714,119995
1992,"UNITED ST4",5620,47836,4109944,107029
1992,"UNITED ST0",5620,98291,4770373,77357
1993,"UNITED ST7",12419,133599,6239758,97955
1992,"UNITED ST4",13657,114856,680989,112251
1992,"UNITED ST0",27022,2516,5872631,85110
1992,"UNITED ST9",24119,156628,505386,101077
1992,"UNITED ST3",24119,46012,890949,57480
1992,"UNITED ST9",21229,42765,3381364,102465
1992,"UNITED ST4",21229,76091,2718945,64025
1992,"UNITED ST6",19054,85840,1511795,109550
1993,"UNITED ST6",13966,15520,6471324,86131
1993,"UNITED ST9",28853,82494,1432195,88589
1993,"UNITED ST9",16351,75717,2676174,101562
1993,"UNITED ST7",1876,186584,835290,100234
1993,"UNITED ST3",23624,108095,933214,66185
1993,"UNITED ST7",3158,7663,3769584,94239
1992,"UNITED ST5",15688,36316,5590311,75138
1993,"UNITED ST3",9563,62366,3142899,79701
1992,"UNITED ST6",26144,23103,1060987,61566
1993,"UNITED ST2",22240,61923,3694443,113095
1993,"UNITED ST1",5281,150815,8239416,111948
1992,"UNITED ST8",24565,38333,4656881,76279
1993,"UNITED ST1",26648,18327,3853020,74719
1992,"UNITED ST8",7030,63744,2797278,102464
1992,"UNITED ST7",22978,24423,6273587,80845
1992,"UNITED ST4",13111,3070,1144330,58384
1993,"UNITED ST1",23587,118903,6970731,115314
1993,"UNITED ST0",13036,123017,3194910,62400
1992,"UNITED ST1",22462,100036,1414180,62161
1992,"UNITED ST3",29617,153015,3930276,64080
1992,"UNITED ST9",2440,139262,5387216,78075
1993,"UNITED ST3",17948,13112,1279337,61506
1993,"UNITED ST5",17948,9052,4144047,57663
1993,"UNITED ST1",8567,30985,3966078,114958
1993,"UNITED ST9",26074,46655,1441485,96099
1992,"UNITED ST4",11611,89882,5982528,112312
1993,"UNITED ST9",11018,92823,5287667,108949
1993,"UNITED ST7",3629,38884,7459224,109372
1992,"UNITED ST3",18136,123351,2876514,82461
1993,"UNITED ST0",7748,160539,2917542,95971
1992,"UNITED ST9",28414,1253,3989088,69255
1993,"UNITED ST7",5911,92935,8691108,115675
1993,"UNITED ST6",9193,33493,3106895,85589
1992,"UNITED ST1",9344,120007,821600,61620
1993,"UNITED ST5",11494,5148,195884,63188
1993,"UNITED ST8",28679,128929,2367125,117475
1992,"UNITED ST3",17914,115510,3584948,91530
1993,"UNITED ST1",21934,3180,2572552,64990
1993,"UNITED ST5",28703,169410,5519678,88764
1993,"UNITED ST1",2138,122858,7861953,112851
1992,"UNITED ST4",28453,171705,5980372,106602
1992,"UNITED ST4",15941,34583,6118882,91054
1993,"UNITED ST6",27446,70202,1044430,70332
1993,"UNITED ST0",13117,121307,2296630,79698
1992,"UNITED ST6",6046,65324,5021901,77359
1993,"UNITED ST7",14104,151789,3313404,110446
1993,"UNITED ST3",14434,195182,2881318,76630
1993,"UNITED ST7",12520,33111,3544753,62646
1992,"UNITED ST0",28075,181747,3686739,109724
1992,"UNITED ST0",22084,127415,2492484,86544
1992,"UNITED ST3",16271,97694,7460352,101501
1993,"UNITED ST6",27004,94682,311862,100600
1993,"UNITED ST4",4825,87648,2486172,98138
1993,"UNITED ST9",15544,174631,158623,102337
1993,"UNITED ST6",15544,102054,4562136,63363
1992,"UNITED ST6",14596,180088,1284888,70084
1993,"UNITED ST1",7006,76894,7133703,112253
1993,"UNITED ST9",5827,55947,5541361,114176
1992,"UNITED ST7",19039,97226,1223220,73393
1993,"UNITED ST4",12569,136211,1693711,74832
1993,"UNITED ST1",352,95232,4268305,73633
1992,"UNITED ST4",24454,101685,2314124,101200
1992,"UNITED ST7",6293,181941,8277870,121376
1992,"UNITED ST5",8513,70860,2870788,109851
1993,"UNITED ST4",1840,135853,755540,113331
1992,"UNITED ST0",9656,196321,972281,85039
1992,"UNITED ST6",9656,164926,796368,119455
1993,"UNITED ST1",13727,182858,2371718,116451
1993,"UNITED ST5",268,79244,3376142,73394
1992,"UNITED ST6",18637,87673,6604484,99640
1992,"UNITED ST9",15749,199374,145863,88402
1992,"UNITED ST7",4765,160582,6342001,98554
1992,"UNITED ST4",9310,99230,114318,73753
1993,"UNITED ST3",901,43651,5949639,95679
1993,"UNITED ST0",9971,63790,343742,105227
1992,"UNITED ST5",26312,85678,4891189,99820
1992,"UNITED ST2",3488,74282,3655774,75376
1993,"UNITED ST4",19825,55958,6182058,114837
1992,"UNITED ST1",1093,154032,4778532,65161
1993,"UNITED ST7",61,17442,255574,81566
1993,"UNITED ST9",29278,55212,1519707,70032
1993,"UNITED ST4",10501,17204,107635,67272
1992,"UNITED ST9",18616,144043,1565337,65222
1993,"UNITED ST4",19189,116,1930609,60966
1993,"UNITED ST4",25793,154206,1261460,75612
1993,"UNITED ST7",16780,186140,4325821,73568
1992,"UNITED ST7",349,7881,3291539,107332
1993,"UNITED ST8",29764,160940,9404418,120056
1993,"UNITED ST7",5353,176147,1798015,73388
1993,"UNITED ST9",12301,125082,1956210,66424
1993,"UNITED ST9",21368,25968,1484864,113637
1992,"UNITED ST6",4033,93276,4851149,76156
1992,"UNITED ST0",7363,6598,5675313,90275
1993,"UNITED ST1",23071,190341,1883643,85880
1993,"UNITED ST0",23071,39917,534790,111414
1992,"UNITED ST5",14555,1790,5406960,101507
1992,"UNITED ST9",14555,108665,1338928,100419
1993,"UNITED ST6",26320,86479,3303169,87928
1993,"UNITED ST4",2290,77790,1808449,106067
1992,"UNITED ST0",10624,104386,1090057,83422
1993,"UNITED ST1",14668,146402,2398550,86904
1993,"UNITED ST1",427,152999,1887830,123119
1993,"UNITED ST5",3683,131859,3743883,113451
1993,"UNITED ST1",24143,125305,4190445,79818
1992,"UNITED ST3",24169,104164,2152918,70089
1992,"UNITED ST7",21452,158329,5493787,83239
1993,"UNITED ST3",3208,6545,7185123,87092
1992,"UNITED ST0",18839,92134,655407,67567
1993,"UNITED ST7",18739,123331,3792124,81259
1992,"UNITED ST2",9152,40241,566995,70874
1992,"UNITED ST9",19181,81511,2895469,89550
1992,"UNITED ST6",27067,53192,309201,68711
1993,"UNITED ST3",11740,32687,2131498,97180
1993,"UNITED ST9",26933,98196,2746637,71651
1992,"UNITED ST8",2171,36666,1923192,96159
1993,"UNITED ST0",19456,119833,7907878,111169
1993,"UNITED ST1",3820,48728,1234065,100603
1992,"UNITED ST5",14866,104980,4621033,119098
1993,"UNITED ST3",4138,13508,2786140,85290
1992,"UNITED ST4",15146,146183,5661603,73750
1992,"UNITED ST7",20033,161628,2671289,101377
1992,"UNITED ST5",11873,74370,1113138,80662
1992,"UNITED ST7",8324,25487,2683712,84748
1992,"UNITED ST5",15992,99655,3243114,99279
1993,"UNITED ST5",21622,42154,3540564,65769
1993,"UNITED ST7",21532,128148,1152617,70568
1992,"UNITED ST8",10804,94332,2148654,79579
1993,"UNITED ST1",11644,73424,5500245,83845
1992,"UNITED ST8",4484,121010,2845587,61860
1992,"UNITED ST6",13450,86869,2093410,111351
1993,"UNITED ST4",14525,27258,2364573,71115
1993,"UNITED ST3",4882,174077,331508,69064
1993,"UNITED ST0",10495,25825,8235857,105049
1993,"UNITED ST6",24179,157724,4147844,106903
1993,"UNITED ST2",6056,79687,2730021,100000
1993,"UNITED ST1",6056,150292,6107419,80537
1992,"UNITED ST4",26164,133098,1526971,67865
1992,"UNITED ST0",15667,195672,167928,106060
1992,"UNITED ST0",24272,160041,1211144,66062
1992,"UNITED ST3",18755,108384,5807616,83542
1993,"UNITED ST6",27064,65091,702299,63365
1992,"UNITED ST7",10957,38364,5615776,78141
1992,"UNITED ST9",29182,160594,1656244,99275
1993,"UNITED ST3",28447,74260,2696858,74055
1992,"UNITED ST1",631,6942,4483679,110936
1992,"UNITED ST9",4507,66114,4924221,64806
1992,"UNITED ST4",14122,82222,5320243,72253
1993,"UNITED ST6",9836,132639,5850705,100297
1993,"UNITED ST0",13747,137664,8254752,102099
1992,"UNITED ST3",8770,109757,671365,106005
1992,"UNITED ST4",16,113773,8487157,107206
1993,"UNITED ST8",28057,109874,7234060,113032
1992,"UNITED ST9",1720,125814,4352990,110388
1992,"UNITED ST9",29789,96417,6309462,84804
1993,"UNITED ST3",27692,149233,3300460,76933
1992,"UNITED ST7",26614,101079,2376154,64804
1993,"UNITED ST8",13873,64568,3563202,91953
1993,"UNITED ST7",1376,37067,1771161,60243
1993,"UNITED ST6",29480,72251,1626922,73395
1993,"UNITED ST6",3833,82279,4591022,75676
1993,"UNITED ST5",7145,142877,931136,115192
1992,"UNITED ST7",24121,75127,2975724,66127
1992,"UNITED ST1",9802,31746,6259647,100664
1992,"UNITED ST7",10120,31275,4281052,72376
1993,"UNITED ST1",10370,175330,1011837,84319
1993,"UNITED ST5",25870,181094,2871919,70505
1992,"UNITED ST3",13273,114788,5413748,108166
1992,"UNITED ST8",589,179515,5357553,95670
1992,"UNITED ST9",18065,108416,3924249,85464
1992,"UNITED ST6",1426,26709,1913769,98142
1992,"UNITED ST8",6925,90865,3451899,111351
1992,"UNITED ST1",6925,155496,4761522,93089
1993,"UNITED ST8",21982,131630,6573408,99697
1993,"UNITED ST6",6994,120717,1548299,104262
1992,"UNITED ST8",14479,76952,4677703,115737
1993,"UNITED ST4",23626,103350,1827022,81201
1992,"UNITED ST5",18136,179512,7330495,95490
1993,"UNITED ST7",24976,138767,1430161,108345
1993,"UNITED ST5",9101,143207,5214584,75012
1993,"UNITED ST0",9101,121728,7173852,104983
1992,"UNITED ST9",25562,140942,6270056,118976
1992,"UNITED ST7",15011,60326,3215800,77179
1993,"UNITED ST1",55,173122,5378040,71707
1992,"UNITED ST3",865,20450,2803940,82227
1992,"UNITED ST3",29429,149429,6528702,88705
1992,"UNITED ST1",15526,43411,3052840,81264
1992,"UNITED ST3",1772,23170,3923387,65590
1992,"UNITED ST1",21886,184771,4559626,111346
1992,"UNITED ST4",21886,144915,7921956,117594
1992,"UNITED ST3",23749,90775,5763473,105946
1992,"UNITED ST2",8057,151570,4574448,97294
1993,"UNITED ST4",29314,125540,576118,93932
1992,"UNITED ST5",12703,34525,3502848,87571
1992,"UNITED ST9",7705,119887,7036387,114412
1993,"UNITED ST9",11326,47538,6176833,89131
1993,"UNITED ST9",12686,153090,850458,68585
1992,"UNITED ST1",4919,159943,3064498,120176
1992,"UNITED ST0",7966,181168,4272127,74949
1993,"UNITED ST9",17560,124187,3454285,72670
1992,"UNITED ST6",5959,199744,737496,110624
1992,"UNITED ST5",28249,111525,6693081,92191
1992,"UNITED ST4",19588,77562,5029742,92373
1993,"UNITED ST5",26968,129452,1548115,88887
1993,"UNITED ST1",29969,133447,568488,88826
1992,"UNITED ST2",24742,156671,2052471,103660
1992,"UNITED ST7",20617,121306,610558,79638
1993,"UNITED ST9",4124,44901,2082175,110754
1993,"UNITED ST9",26623,9137,1255356,62767
1992,"UNITED ST5",16930,133708,1881036,104502
1993,"UNITED ST9",11149,104725,6694016,103783
1993,"UNITED ST7",27806,130752,6161184,106965
1993,"UNITED ST4",25345,176107,2476228,70986
1993,"UNITED ST3",25345,29133,691446,63727
1993,"UNITED ST4",1193,4183,3551817,65230
1993,"UNITED ST1",21868,134012,4272950,62760
1993,"UNITED ST6",21868,74232,4060170,72373
1992,"UNITED ST7",18148,160379,2226705,86362
1992,"UNITED ST7",9037,26382,722225,78502
1992,"UNITED ST9",23815,64877,4024485,110512
1993,"UNITED ST2",13456,23430,397908,81205
1993,"UNITED ST5",13456,46352,3863889,77901
1992,"UNITED ST4",472,149743,8784426,107564
1992,"UNITED ST3",17732,124690,7572071,102881
1992,"UNITED ST1",17926,27551,1806788,88713
1993,"UNITED ST6",23108,101416,5085667,85044
1993,"UNITED ST5",17762,147915,2119942,117774
1993,"UNITED ST7",1282,157815,3344838,112368
1992,"UNITED ST0",13256,114799,2640878,108827
1993,"UNITED ST4",2483,71502,6019247,88410
1993,"UNITED ST1",26861,188405,5358319,89604
1992,"UNITED ST9",14146,69679,4200811,98920
1993,"UNITED ST3",3367,45394,1462613,80363
1992,"UNITED ST1",24394,171524,938165,95731
1993,"UNITED ST3",28300,93480,5967594,88408
1993,"UNITED ST1",28300,112274,120909,77176
1993,"UNITED ST3",3184,127821,7247374,110929
1992,"UNITED ST7",22741,160165,3258925,73509
1992,"UNITED ST4",18136,65111,4248482,64566
1992,"UNITED ST8",18560,90077,4801815,64024
1993,"UNITED ST8",16877,189699,7727140,107321
1992,"UNITED ST9",1154,194068,450879,69723
1993,"UNITED ST0",21119,30619,3495920,92976
1993,"UNITED ST4",7793,66814,2735324,106848
1993,"UNITED ST7",27448,138388,5224829,85582
1993,"UNITED ST0",11875,188222,2832695,78613
1992,"UNITED ST6",6607,161343,3405524,84260
1993,"UNITED ST8",1192,153281,6020271,80056
1993,"UNITED ST9",1192,20884,8228447,108292
1993,"UNITED ST4",1192,190684,5043640,106480
1993,"UNITED ST5",1192,13805,3069776,103128
1992,"UNITED ST6",24086,153115,5212106,70086
1993,"UNITED ST1",19420,48389,5476571,80242
1993,"UNITED ST7",17212,72494,3997651,87989
1993,"UNITED ST6",24199,138576,1469258,96874
1993,"UNITED ST7",9538,82769,7381916,105105
1993,"UNITED ST7",16585,146163,1450992,72549
1993,"UNITED ST4",16585,149490,3842567,92369
1993,"UNITED ST1",5,158591,465184,98975
1993,"UNITED ST5",25840,166100,214562,69966
1992,"UNITED ST7",8789,2738,2313429,98443
1992,"UNITED ST0",11989,158610,3170359,100116
1993,"UNITED ST8",3019,85218,1867381,72192
1993,"UNITED ST6",25786,171316,4292337,83238
1993,"UNITED ST0",27095,198536,1618184,98071
1992,"UNITED ST0",6392,180396,5408016,88583
1993,"UNITED ST4",6650,49845,1915094,107690
1993,"UNITED ST6",10972,82956,558417,116337
1992,"UNITED ST7",29005,87745,7329490,103964
1992,"UNITED ST1",4987,191839,1544664,115849
1992,"UNITED ST5",21604,55676,3565198,97900
1992,"UNITED ST0",3724,88239,3928363,73633
1992,"UNITED ST4",7639,86065,860818,63063
