"s_city","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST5",28759,19940302,89722,1910279,102703
"UNITED ST7",20890,19960426,153122,4061214,70507
"UNITED ST6",8902,19960215,126187,3974377,72790
"UNITED ST0",7267,19970920,144032,3195809,64561
"UNITED ST7",19748,19950303,117101,3913350,67086
"UNITED ST8",25334,19960630,178731,5195734,108583
"UNITED ST9",17185,19960630,90153,4878964,68589
"UNITED ST4",19400,19930519,190889,3385594,118792
"UNITED ST4",17245,19960315,157611,465542,100116
"UNITED ST6",619,19960825,20132,4252709,63127
"UNITED ST1",7330,19930918,8599,3542836,90455
"UNITED ST0",4405,19930708,89251,2356475,74415
"UNITED ST0",211,19980322,186988,7216780,124498
"UNITED ST0",12086,19950910,126461,1154268,89247
"UNITED ST1",5831,19950223,1705,1661327,96402
"UNITED ST9",17131,19950825,184923,2740810,120475
"UNITED ST0",10190,19960104,122437,4767957,87565
"UNITED ST1",736,19950111,112818,2987881,109848
"UNITED ST8",27155,19941228,14302,4437062,72978
"UNITED ST9",22780,19950723,63732,2623294,101743
"UNITED ST7",14206,19970614,154141,1075626,71708
"UNITED ST5",28006,19940430,77762,160057,104385
"UNITED ST2",5182,19960513,97532,3364966,91771
"UNITED ST9",1160,19961025,13267,3251616,70815
"UNITED ST5",13942,19970822,163900,1987466,117834
"UNITED ST9",10397,19940811,104282,956992,77176
"UNITED ST1",16804,19931118,106208,5949580,72852
"UNITED ST5",19741,19950327,23771,3664092,101686
"UNITED ST6",18191,19940119,69147,5082901,66968
"UNITED ST9",27745,19960115,115790,1083474,108347
"UNITED ST3",9112,19931007,160541,480462,96092
"UNITED ST8",2057,19950928,158363,388031,85281
"UNITED ST9",19381,19960701,114329,2084832,80599
"UNITED ST7",8020,19920806,64663,2937926,97659
"UNITED ST3",17971,19970925,147671,1876787,103120
"UNITED ST1",3175,19980214,39139,2182135,64687
"UNITED ST9",15722,19940208,164866,3852065,115851
"UNITED ST7",28021,19930220,20771,1101342,101506
"UNITED ST6",28021,19930220,90354,3226440,80661
"UNITED ST7",28885,19950223,35363,2466884,77901
"UNITED ST9",1079,19931219,187290,1424117,82637
"UNITED ST5",5981,19970506,139973,2198163,120778
"UNITED ST7",5162,19950421,163572,5394109,98134
"UNITED ST9",23422,19930818,105315,4277804,79218
"UNITED ST7",21163,19950622,126704,6147446,103842
"UNITED ST7",10414,19980303,12572,2538614,89074
"UNITED ST0",22775,19971107,86862,8419708,110931
"UNITED ST0",29797,19920706,107601,315285,96516
"UNITED ST0",14528,19941009,82119,4651088,66066
"UNITED ST8",9622,19960202,61814,980247,106548
"UNITED ST7",15823,19960410,22070,2309538,59524
"UNITED ST9",25711,19940228,36704,6365916,98442
"UNITED ST3",8213,19980601,136460,6177386,89787
"UNITED ST9",5558,19940731,58957,6621523,114957
"UNITED ST3",17473,19930505,57512,1983838,88170
"UNITED ST0",26195,19930728,94620,3453672,96877
"UNITED ST6",1423,19930221,61254,5079745,72915
"UNITED ST4",15514,19930921,5732,6311811,98263
"UNITED ST0",5654,19960828,174915,8327773,119394
"UNITED ST0",25045,19930202,186413,2998820,89964
"UNITED ST0",677,19930112,48437,3441408,83125
"UNITED ST6",3089,19950107,131228,2459256,75553
"UNITED ST9",2260,19950617,75443,2348936,85106
"UNITED ST3",5017,19920706,82757,4206715,104385
"UNITED ST9",26735,19971028,65381,6011586,80782
"UNITED ST0",2611,19931023,48560,286626,90513
"UNITED ST4",22603,19970906,67993,372588,117659
"UNITED ST7",17335,19950308,154861,367845,114951
"UNITED ST0",18622,19950227,67340,634059,78440
"UNITED ST4",10330,19921118,63411,3793371,82464
"UNITED ST0",22360,19930618,26323,6059202,74959
"UNITED ST4",29467,19940806,150534,7447291,95071
"UNITED ST9",20716,19940809,134707,1489153,104502
"UNITED ST1",6092,19930301,131048,3398976,64742
"UNITED ST3",28870,19920531,114184,5176137,71890
"UNITED ST4",28870,19920531,11971,9038256,112978
"UNITED ST4",25303,19940508,106813,7783327,109188
"UNITED ST8",29678,19980327,127068,2444173,65703
"UNITED ST3",8161,19950312,94805,4539095,107988
"UNITED ST9",14026,19930227,69889,7286809,111532
"UNITED ST0",21469,19950625,21082,2307084,60184
"UNITED ST1",20480,19950116,123895,7138270,115133
"UNITED ST3",818,19941026,88370,4326408,81502
"UNITED ST1",19961,19940925,58597,5911242,93335
"UNITED ST5",23450,19971010,157580,2620128,98254
"UNITED ST3",16702,19950406,117118,326911,68106
"UNITED ST7",8224,19920226,134774,5100731,108526
"UNITED ST6",28243,19950220,56134,2616312,65407
"UNITED ST6",25726,19940807,176137,5766006,72787
"UNITED ST3",175,19980111,181401,4067705,88944
"UNITED ST9",21044,19951221,62870,7076711,109972
"UNITED ST5",3736,19971227,157505,1598437,93750
"UNITED ST0",6886,19941019,105460,2400423,87927
"UNITED ST7",4102,19971212,256,2525250,69375
"UNITED ST6",19291,19921118,145860,6203574,114351
"UNITED ST7",19291,19921118,133440,1299574,88406
"UNITED ST7",6011,19951119,64534,3083974,89911
"UNITED ST1",6011,19951119,40570,3516606,90634
"UNITED ST1",13558,19940904,261,5234960,69675
"UNITED ST5",2410,19940323,55391,2024970,80783
"UNITED ST5",16423,19941001,109761,6353486,106245
"UNITED ST3",13510,19970110,157416,969503,88404
"UNITED ST9",21326,19940715,197007,1435200,66240
"UNITED ST9",27916,19960218,116389,404749,84322
"UNITED ST5",13325,19950714,142474,5732256,90988
"UNITED ST6",16264,19941110,44991,3833260,116159
"UNITED ST6",12058,19980106,24115,2836770,62346
"UNITED ST1",6235,19940113,192375,3019847,88042
"UNITED ST8",6985,19960202,93178,2451258,70270
"UNITED ST8",19496,19970721,27654,1722416,94899
"UNITED ST3",26779,19971130,126841,2898887,112070
"UNITED ST5",1226,19931215,135910,1809696,116754
"UNITED ST1",21448,19960506,158193,1611532,75071
"UNITED ST4",24397,19941012,34175,1122480,66550
"UNITED ST0",21337,19960123,170583,1825552,99214
"UNITED ST4",18346,19931222,102395,4201951,83843
"UNITED ST1",4258,19980605,37888,2231225,109552
"UNITED ST6",9433,19950506,100135,3745929,68107
"UNITED ST5",9433,19950506,52729,2687388,100903
"UNITED ST4",28510,19960322,71833,4678119,108289
"UNITED ST8",26489,19940725,29324,5459461,75199
"UNITED ST9",26489,19940725,196010,4678422,66360
"UNITED ST5",9655,19971018,53915,7027101,112134
"UNITED ST6",11924,19920624,126219,687355,74712
"UNITED ST9",4772,19920105,190727,8283350,109063
"UNITED ST0",26437,19930616,38434,2709176,82345
"UNITED ST4",18970,19980513,137025,1449657,63721
"UNITED ST0",18970,19980513,162745,7982979,108464
"UNITED ST5",24364,19961207,84608,869559,95556
"UNITED ST5",8104,19961206,166136,6010650,72127
"UNITED ST0",6056,19930718,144339,2012745,82999
"UNITED ST9",14956,19960526,71400,1881560,82284
"UNITED ST6",3028,19971006,116295,6042424,78677
"UNITED ST3",22961,19960621,128002,290460,61800
"UNITED ST8",24593,19940203,154889,1967206,116632
"UNITED ST7",4255,19921109,53471,803401,85468
"UNITED ST4",10876,19960307,30915,2887003,110754
"UNITED ST5",4456,19931109,3363,3545808,75981
"UNITED ST3",2900,19960403,12400,2807223,78744
"UNITED ST9",2900,19960403,9369,1725786,76701
"UNITED ST6",10559,19971218,105925,363012,115855
"UNITED ST7",15067,19961128,118478,7111225,89788
"UNITED ST9",21700,19971009,111777,8242652,107326
"UNITED ST8",21736,19950726,43994,4465128,116279
"UNITED ST9",23224,19980711,138072,1616261,66604
"UNITED ST6",24784,19951221,199684,6728040,107020
"UNITED ST0",24023,19960131,85358,1579779,80601
"UNITED ST7",15890,19970125,93324,1807363,79039
"UNITED ST1",7684,19970701,150472,1108358,91348
"UNITED ST0",12046,19930119,72815,6436116,107268
"UNITED ST0",23140,19951108,117483,2079665,90028
"UNITED ST6",12536,19920428,30122,4355776,63127
"UNITED ST7",6668,19920513,96674,2566149,100240
"UNITED ST9",6668,19920513,126409,6074612,86124
"UNITED ST4",7273,19971001,145525,3250976,94231
"UNITED ST9",28762,19980408,134044,802061,64682
"UNITED ST5",23878,19970721,158435,4301078,89605
"UNITED ST2",1630,19930214,123620,1081501,98617
"UNITED ST1",7649,19950720,43163,2079580,66369
"UNITED ST0",22943,19930924,138092,3836655,67805
"UNITED ST7",9916,19951211,142800,4643856,110568
"UNITED ST6",3533,19920821,19026,3427587,56701
"UNITED ST1",16621,19920419,110814,2773711,109488
"UNITED ST9",5335,19960308,189355,2891588,86661
"UNITED ST3",1607,19930629,172699,6138905,106301
"UNITED ST3",11596,19950113,177543,4200439,97232
"UNITED ST2",11596,19950113,22045,1876057,58022
"UNITED ST5",21364,19950527,152268,1561867,79215
"UNITED ST7",25820,19960826,64829,2098769,107629
"UNITED ST1",24962,19940514,82485,3862407,88048
"UNITED ST4",22897,19940522,198548,2296923,98792
"UNITED ST4",14195,19920811,124159,3047794,70989
"UNITED ST1",4834,19970113,188966,3287936,123297
"UNITED ST8",4834,19970113,67731,3907079,101923
"UNITED ST7",29905,19940527,189868,1918702,117471
"UNITED ST0",23057,19941103,187733,670028,109243
"UNITED ST9",18406,19941205,100963,3071633,117837
"UNITED ST1",16489,19960712,81178,527422,69550
"UNITED ST4",19588,19960805,148733,2223599,106903
"UNITED ST1",28597,19970116,34469,4951406,84207
"UNITED ST5",6634,19960801,173498,6419536,94289
"UNITED ST2",26348,19941018,69791,4005797,105647
"UNITED ST0",12895,19930808,152754,5376888,108405
"UNITED ST1",5269,19970222,68030,299409,59881
"UNITED ST0",15023,19940103,94929,5598607,115435
"UNITED ST5",5131,19960818,100354,1707835,81261
"UNITED ST0",901,19970904,28093,3201117,61265
"UNITED ST3",24631,19970813,183704,7976717,107262
"UNITED ST4",26014,19950928,198314,1398186,84738
"UNITED ST2",21541,19940910,48297,4109457,74717
"UNITED ST4",26318,19920328,101915,7667640,115014
"UNITED ST0",25379,19971122,21587,686403,90514
"UNITED ST1",3172,19980120,63526,2740716,89371
"UNITED ST4",3172,19980120,34167,5341727,66069
"UNITED ST1",21434,19980606,157348,1545874,84320
"UNITED ST9",17554,19951115,62204,4618152,69972
"UNITED ST3",26956,19940922,99584,1710266,95014
"UNITED ST9",27676,19960906,106179,4266612,71110
"UNITED ST3",10696,19970921,64801,2516265,105948
"UNITED ST7",7298,19960330,193471,3491897,93868
"UNITED ST9",18161,19950412,120933,8808316,117235
"UNITED ST1",26542,19930714,197982,4367958,124798
"UNITED ST7",23998,19970208,147222,5472876,76153
"UNITED ST0",16669,19970510,127915,8949043,116574
"UNITED ST4",12772,19961211,110344,2957878,81260
"UNITED ST4",22166,19960324,30747,936178,100664
"UNITED ST9",9082,19980524,289,3460804,71356
"UNITED ST1",5734,19941231,34739,1523094,100423
"UNITED ST0",12253,19961024,116419,3643070,86124
"UNITED ST4",8140,19920117,152341,916817,83600
"UNITED ST3",13667,19951007,164719,7876863,107022
"UNITED ST6",26734,19951019,53044,1837544,59822
"UNITED ST0",18437,19950206,39964,6757154,114237
"UNITED ST3",4096,19960916,166863,2016703,115791
"UNITED ST4",1921,19950225,24133,1707264,63427
"UNITED ST0",1921,19950225,1972,2642297,112438
"UNITED ST7",26936,19971120,128828,4712609,111409
"UNITED ST5",26936,19971120,3340,2828598,74600
"UNITED ST4",8476,19940915,97339,2090020,80179
"UNITED ST4",8476,19940915,174999,7802350,124439
"UNITED ST0",22904,19920319,14683,1028905,95860
"UNITED ST5",1435,19950821,7861,2230532,106131
"UNITED ST2",2281,19960829,88916,1462970,114294
"UNITED ST1",25594,19970704,69236,3974848,72313
"UNITED ST6",28813,19970828,189589,6580033,100714
"UNITED ST9",3877,19940809,146988,4973491,122098
"UNITED ST5",5519,19920424,62343,4699224,78320
"UNITED ST4",23986,19920125,3837,1653788,104449
"UNITED ST9",4177,19920214,94728,3410985,103363
"UNITED ST9",12460,19931025,28928,4003519,111415
"UNITED ST6",7339,19950627,74755,2179485,103785
"UNITED ST2",14047,19970129,35691,5709681,97601
"UNITED ST5",25054,19920731,73697,2706517,100241
"UNITED ST4",17023,19930128,47501,5667980,86910
"UNITED ST6",4087,19951111,167104,4131640,70266
"UNITED ST2",3124,19921010,182767,172027,110985
"UNITED ST6",19910,19970729,133212,3043293,74712
"UNITED ST9",11846,19920704,9295,715348,72257
"UNITED ST1",11846,19920704,5414,2137444,79164
"UNITED ST0",26338,19950627,22259,4264312,70875
"UNITED ST3",5386,19930227,37758,6211532,101745
"UNITED ST7",22223,19930410,3979,5422953,112978
"UNITED ST9",9016,19970125,13845,8530374,105530
"UNITED ST6",5791,19970701,21895,7674543,109013
"UNITED ST1",21745,19921224,37300,1102434,74238
"UNITED ST5",13270,19930713,117785,1005951,108166
"UNITED ST2",9742,19970705,22060,3488277,58923
"UNITED ST6",9742,19970705,126997,3141232,121439
"UNITED ST8",12539,19961105,101674,2010804,100540
"UNITED ST7",26222,19970817,31782,1388161,102826
"UNITED ST6",11254,19931124,3778,1331961,100906
"UNITED ST9",2615,19971019,142335,5206307,82639
"UNITED ST3",13195,19931024,31859,8506537,107451
"UNITED ST3",13195,19931024,177066,1714590,68583
"UNITED ST7",21700,19971223,43313,4015166,75378
"UNITED ST5",328,19961217,163927,7645132,119455
"UNITED ST3",6496,19980113,152446,1532904,89906
"UNITED ST6",5437,19971111,82564,618624,92793
"UNITED ST7",463,19940512,89617,5701858,96396
"UNITED ST0",16300,19931107,147016,2423662,63780
"UNITED ST6",6422,19970522,61021,2680914,58921
"UNITED ST1",15313,19951004,131617,1859632,98916
"UNITED ST1",13150,19940531,24185,1980995,66550
"UNITED ST7",13150,19940531,103181,2362439,71050
"UNITED ST9",10925,19941127,137439,6865399,88585
"UNITED ST7",18043,19950721,198250,6083304,80895
"UNITED ST0",1777,19970606,147058,4199190,66303
"UNITED ST3",3749,19960302,104389,6688224,83602
"UNITED ST7",22592,19950102,92683,3202224,100540
"UNITED ST0",2962,19961110,150685,7586657,104140
"UNITED ST7",18851,19940904,181544,5526836,97532
"UNITED ST9",18841,19960917,4122,4104480,61567
"UNITED ST4",29605,19920611,162001,302955,63780
"UNITED ST0",602,19960711,186506,3110152,95550
"UNITED ST8",7420,19930227,189930,8087799,121195
"UNITED ST1",7420,19930227,151664,6557252,102939
"UNITED ST1",5926,19940508,131353,3357048,83061
"UNITED ST7",5926,19940508,184852,8553129,116211
"UNITED ST7",12884,19960214,61580,5361615,92494
"UNITED ST9",24527,19970825,170565,785068,98133
"UNITED ST8",6314,19950909,141131,1336228,70327
"UNITED ST0",6314,19950909,185363,1433876,86901
"UNITED ST4",9838,19931203,86669,2758329,99339
"UNITED ST7",14968,19951004,174535,6808311,96571
"UNITED ST2",15191,19960119,8671,1548076,94780
"UNITED ST5",2486,19930821,30999,7040603,115799
"UNITED ST8",14092,19930104,129390,6470999,85163
"UNITED ST0",2950,19940526,172520,3333144,95551
"UNITED ST0",12796,19920328,172160,3622550,73929
"UNITED ST0",24073,19930314,172917,1950111,119394
"UNITED ST6",6704,19930910,155438,5525691,89605
"UNITED ST7",23753,19940916,24748,3889120,100364
"UNITED ST0",2477,19940720,51490,2387107,86489
"UNITED ST3",14113,19940709,117374,5564088,83482
"UNITED ST1",10753,19950723,149780,7136142,109786
"UNITED ST1",3391,19980108,63888,4222286,111112
"UNITED ST7",11911,19980801,111003,4157400,60840
"UNITED ST9",5794,19940701,144161,4295190,72309
"UNITED ST9",5884,19970120,186825,8805842,114709
"UNITED ST1",17864,19930722,112693,4970380,102341
"UNITED ST0",18508,19921228,17709,7407991,97602
"UNITED ST0",16442,19980526,96808,2349849,108288
"UNITED ST9",8405,19970206,56616,1316274,94356
"UNITED ST1",8405,19970206,134638,496771,100357
"UNITED ST1",14788,19921114,129653,7033477,100959
"UNITED ST9",20039,19920513,184297,1428253,82877
"UNITED ST8",4091,19960307,62112,744358,64446
"UNITED ST0",11224,19980727,151342,4977010,83600
"UNITED ST9",16300,19950420,87361,5072530,80901
"UNITED ST7",15083,19950104,39788,7132275,103666
"UNITED ST6",5818,19950515,192827,873518,115189
"UNITED ST1",26272,19940427,157235,2659409,77533
"UNITED ST0",22093,19930921,70345,3914451,78920
"UNITED ST7",25658,19960805,25905,6525327,109854
"UNITED ST0",6044,19980312,42232,4027608,70453
"UNITED ST1",29567,19940325,134417,3483384,87084
"UNITED ST6",19882,19960411,11496,4319586,84449
"UNITED ST3",29221,19940927,18607,2718619,91536
"UNITED ST2",25606,19931220,87463,3302697,87027
"UNITED ST4",1918,19980411,144738,7460725,106963
"UNITED ST7",1918,19980411,26826,5828126,105169
"UNITED ST1",17672,19971026,158090,3696849,68885
"UNITED ST3",19775,19920520,36069,3618216,60303
"UNITED ST8",16522,19970322,144927,4831204,118315
"UNITED ST3",24133,19970520,106403,270604,84564
"UNITED ST1",6289,19970412,144489,1441471,92008
"UNITED ST9",10556,19930418,23465,2374266,83307
"UNITED ST9",20336,19950831,155141,861220,71768
"UNITED ST9",9232,19960226,95963,2233214,117537
"UNITED ST5",4075,19920508,43706,5173459,98982
"UNITED ST4",4075,19920508,153725,2196719,106723
"UNITED ST1",14713,19920713,178337,2420214,84919
"UNITED ST3",2492,19970130,113343,3662118,81380
"UNITED ST3",2492,19970130,28869,7344258,107871
"UNITED ST0",8893,19921216,21619,5415244,92436
"UNITED ST8",5089,19920713,26916,1695477,110574
"UNITED ST3",2969,19940427,32719,3191103,99102
"UNITED ST1",2969,19940427,94308,3516210,78138
"UNITED ST1",18394,19940409,35918,7971813,111234
"UNITED ST1",28832,19930628,128806,511909,110088
"UNITED ST1",19567,19931121,42787,3577185,103786
"UNITED ST4",5209,19920805,73881,6610792,111292
"UNITED ST1",4486,19951103,126587,3791913,96814
"UNITED ST0",850,19940124,176782,1262111,111526
"UNITED ST9",12881,19970902,144919,1095861,117834
"UNITED ST3",19454,19951020,176479,2239876,93328
"UNITED ST1",16841,19960924,122808,5558308,109848
"UNITED ST1",16717,19971129,92815,5947694,108468
"UNITED ST4",12694,19950130,25237,3556423,69733
"UNITED ST4",12694,19950130,145099,3844142,68645
"UNITED ST0",19252,19971114,65564,2906164,91773
"UNITED ST1",27317,19970904,22478,6121454,84028
"UNITED ST3",8005,19940607,42741,6282033,101024
"UNITED ST6",307,19980224,153359,553641,84741
"UNITED ST0",28196,19941007,7988,2415478,113758
"UNITED ST9",3115,19920122,121954,968215,118557
"UNITED ST1",24340,19971214,16594,4336903,90635
"UNITED ST1",24652,19970501,71353,5911898,79461
"UNITED ST9",24634,19930206,661,4778679,93699
"UNITED ST4",6157,19980721,156602,3701995,99516
"UNITED ST0",17372,19980407,88202,4665584,71412
"UNITED ST9",8330,19970812,32662,7423142,95679
"UNITED ST1",15535,19920829,94609,1808860,96216
"UNITED ST1",9604,19920519,80481,1591551,87688
"UNITED ST4",10249,19940905,119030,3189051,62941
"UNITED ST0",11680,19970216,35760,7096755,101745
"UNITED ST0",17051,19940506,164062,1576484,67563
"UNITED ST9",17051,19940506,186589,5696972,100534
"UNITED ST7",10276,19961006,65024,387695,59341
"UNITED ST0",22066,19961019,7116,3646364,61386
"UNITED ST4",11317,19940111,9927,8460853,110215
"UNITED ST9",629,19961112,186086,4453904,70324
"UNITED ST5",4951,19951026,15499,4201035,84869
"UNITED ST9",9218,19951208,163048,2969809,66662
"UNITED ST0",7285,19930826,111236,5331908,74833
"UNITED ST1",4156,19980402,192968,6393097,123657
"UNITED ST9",12725,19930813,13847,2391220,105650
"UNITED ST9",29836,19960905,159914,1776519,118434
"UNITED ST8",19336,19940218,88754,7856317,104565
"UNITED ST7",7900,19930603,54672,2810885,97600
"UNITED ST7",18229,19960615,166744,2801214,108644
"UNITED ST1",24850,19920125,123436,2662000,87565
"UNITED ST0",21475,19951019,30894,6379815,109493
"UNITED ST7",21280,19980721,166688,5748331,105280
"UNITED ST7",28217,19920409,113909,530720,115374
"UNITED ST7",17500,19950816,93830,6275799,109429
"UNITED ST4",3965,19970415,193200,752642,77592
"UNITED ST1",5242,19970820,39307,5799033,74778
"UNITED ST0",5242,19970820,35238,1034788,70393
"UNITED ST4",28079,19920925,84849,1270851,110030
"UNITED ST0",23536,19930701,56192,2158597,68891
"UNITED ST0",21466,19930309,123940,4850931,117836
"UNITED ST4",520,19930408,92593,3229846,95135
"UNITED ST7",26051,19970104,31849,972338,106850
"UNITED ST0",3040,19980424,157109,650683,69966
"UNITED ST7",20624,19940408,78410,2624094,83304
"UNITED ST4",20624,19940408,27042,811086,58142
"UNITED ST1",28447,19930318,21372,3450711,77602
"UNITED ST9",8788,19950903,110606,2825816,96996
"UNITED ST9",16334,19940827,187339,1258023,85579
"UNITED ST7",18607,19980516,80854,2289892,110091
"UNITED ST0",9443,19970627,187970,6367359,123478
"UNITED ST0",14086,19970817,23078,3481721,60064
"UNITED ST3",17332,19930613,50184,1773857,68050
"UNITED ST4",24305,19920912,196559,4767984,99333
"UNITED ST9",24647,19950307,158245,359694,78194
"UNITED ST4",26549,19971224,50497,1346165,86849
"UNITED ST1",22205,19961019,98545,6438105,92612
"UNITED ST1",2728,19921203,150043,4424625,65582
"UNITED ST5",13543,19970829,176901,988950,118674
"UNITED ST9",26378,19980521,184909,2436545,119634
"UNITED ST8",9758,19921227,197242,5216339,80354
"UNITED ST2",7664,19940401,26967,1259483,113637
"UNITED ST1",4996,19920831,8019,3837821,55620
"UNITED ST9",15908,19960324,99707,334513,102402
"UNITED ST4",2305,19960605,81731,2277930,102763
"UNITED ST3",16447,19960122,105652,7391461,99459
"UNITED ST7",17386,19970923,125059,197297,65043
"UNITED ST6",13651,19921108,42512,3652274,87270
"UNITED ST6",22852,19920229,117398,4812326,84923
"UNITED ST1",14044,19920219,114283,3113472,77836
"UNITED ST6",1018,19950107,2929,494618,109915
"UNITED ST8",16493,19930320,136706,3680582,104562
"UNITED ST9",14032,19950809,74878,833791,111172
"UNITED ST3",5365,19951206,195577,6924439,100354
"UNITED ST7",20431,19970310,33464,2054266,83847
"UNITED ST0",14048,19950131,167317,5920693,83058
"UNITED ST3",8797,19960813,87345,1163132,79940
"UNITED ST2",8797,19960813,176193,1256498,76151
"UNITED ST0",8797,19960813,199637,8248992,104197
"UNITED ST1",4438,19930401,147150,3488495,71829
"UNITED ST5",18826,19940910,8874,3744027,106972
"UNITED ST3",18349,19971124,121214,4268885,74112
"UNITED ST1",5971,19980420,181530,296521,96691
"UNITED ST4",3958,19951202,144108,4147560,69126
"UNITED ST7",4912,19930727,164895,7408384,117593
"UNITED ST1",15667,19951207,102650,3344963,99159
"UNITED ST0",22421,19960105,170073,4187065,68584
"UNITED ST9",16867,19970525,66536,3123759,90151
"UNITED ST1",21538,19950612,44884,6081026,109732
"UNITED ST4",2320,19970715,169452,5573071,91287
"UNITED ST6",2320,19970715,179613,3183799,101556
"UNITED ST4",2041,19920411,95394,972573,83363
"UNITED ST4",13811,19970925,28566,1865210,89673
"UNITED ST1",13811,19970925,69899,543846,112133
"UNITED ST3",26920,19950706,149845,5968746,113690
"UNITED ST2",17576,19930510,174072,4380279,68764
"UNITED ST7",29842,19920226,148592,5466445,98435
"UNITED ST6",8194,19920416,124216,3348567,74412
"UNITED ST9",21886,19980112,106789,817079,107746
"UNITED ST0",21238,19950924,122406,2632541,85704
"UNITED ST4",20167,19951111,102924,8603697,115615
"UNITED ST3",1210,19930820,54754,5469708,102525
"UNITED ST1",3925,19940721,64813,6586786,106668
"UNITED ST5",3925,19940721,148669,2555878,103059
"UNITED ST0",4502,19970303,177069,3323574,68763
"UNITED ST8",5422,19951007,42985,4893213,115678
"UNITED ST8",19369,19920719,29883,4350912,108772
"UNITED ST9",7519,19970227,114268,3654441,76935
"UNITED ST8",7310,19920419,124144,429875,70088
"UNITED ST5",3236,19961207,62162,2999258,67449
"UNITED ST5",2476,19930123,79579,6377668,93514
"UNITED ST4",9667,19960705,102646,5757050,98918
"UNITED ST1",9667,19960705,96147,3365404,68588
"UNITED ST9",10345,19940421,52008,1117440,57600
"UNITED ST6",23770,19940401,154818,1835353,112368
"UNITED ST6",9313,19970318,149332,3596983,82879
"UNITED ST3",20881,19971015,180590,7698078,100235
"UNITED ST3",13618,19930305,191839,5487418,115849
"UNITED ST9",17023,19970710,90523,5233752,90811
"UNITED ST1",24002,19940329,108118,1351332,67566
"UNITED ST5",20252,19931204,111214,2572941,73512
"UNITED ST0",10894,19930126,60833,5901700,107629
"UNITED ST7",1342,19971028,97848,8682831,110750
"UNITED ST0",1342,19971028,130830,2763332,111649
"UNITED ST1",19328,19921221,73485,5957890,87508
"UNITED ST9",7024,19921124,187497,633796,95069
"UNITED ST5",2239,19950421,121830,6286962,111109
"UNITED ST5",28427,19970204,88165,3082396,69189
"UNITED ST1",12659,19920730,107819,2531958,109608
"UNITED ST1",17686,19920419,139546,583478,95132
"UNITED ST7",7921,19970227,123573,2845087,95794
"UNITED ST0",12436,19980128,71404,1391904,82524
"UNITED ST3",27409,19951225,31865,8021183,107811
"UNITED ST0",20320,19920830,53076,2864930,61744
"UNITED ST7",17855,19970103,151697,5204101,104921
"UNITED ST4",29723,19950205,133588,7945742,97294
"UNITED ST9",28304,19931123,197760,8452808,111465
"UNITED ST0",12568,19971123,2324,345822,73579
"UNITED ST9",9422,19970922,74799,2554257,106427
"UNITED ST7",9422,19970922,1182,4139913,64990
"UNITED ST9",16799,19920428,161136,351956,71827
"UNITED ST1",12718,19920608,161517,1684270,94710
"UNITED ST4",8047,19940511,83071,101190,63244
"UNITED ST6",25960,19980109,42035,4738595,58621
"UNITED ST6",16519,19980519,67574,6382099,92494
"UNITED ST4",17524,19931202,153157,2505010,72609
"UNITED ST3",28468,19930118,118693,5451732,102701
"UNITED ST9",22117,19951214,31330,2270394,75679
"UNITED ST0",745,19980204,112578,6680394,95434
"UNITED ST9",1177,19920104,32664,1095308,95799
"UNITED ST5",20542,19961024,136810,3697313,110808
"UNITED ST6",27475,19970206,129173,1442604,72130
"UNITED ST5",24304,19971210,18745,2236066,99824
"UNITED ST5",3284,19931112,59825,4697646,107089
"UNITED ST1",25859,19970629,159318,1090829,82638
"UNITED ST6",21667,19980113,108049,3815914,63422
"UNITED ST0",8941,19940715,56352,507639,78501
"UNITED ST1",11053,19980224,82784,7540617,106006
"UNITED ST1",18823,19931227,142416,6370334,87504
"UNITED ST4",23728,19920529,15269,3410668,71055
"UNITED ST1",24436,19971125,175047,5278076,67322
"UNITED ST7",10264,19950730,34303,4971471,74238
"UNITED ST1",14470,19970107,5092,1312170,59825
"UNITED ST8",29807,19940308,8882,6669237,107452
"UNITED ST4",6289,19980304,185680,6105721,105940
"UNITED ST1",6289,19980304,119275,4573950,77656
"UNITED ST4",383,19940210,197451,4608187,92907
"UNITED ST1",23287,19950904,129376,4272324,84322
"UNITED ST1",27754,19920927,17469,5795402,83187
"UNITED ST3",20566,19980529,154886,8303084,116452
"UNITED ST9",6823,19930525,45873,6880785,109132
"UNITED ST5",20737,19930519,181722,3354919,108223
"UNITED ST6",2396,19930124,132843,7278259,112550
"UNITED ST9",20564,19920124,144734,4962656,106723
"UNITED ST4",29675,19930306,114801,3715126,108948
"UNITED ST1",20806,19920820,1110,3403396,60666
"UNITED ST1",16255,19971014,198923,6935185,121315
"UNITED ST6",25189,19960930,148462,5739748,90627
"UNITED ST9",21925,19970814,184100,3599664,71046
"UNITED ST1",26206,19980217,186286,4034503,82336
"UNITED ST1",26206,19980217,101909,7490728,114654
"UNITED ST9",413,19921201,156086,3581562,68524
"UNITED ST7",413,19921201,121528,6340635,92971
"UNITED ST7",22783,19980220,21277,3380319,71896
"UNITED ST3",14564,19940429,4030,2148269,56041
"UNITED ST6",16693,19951212,95967,3285995,117777
"UNITED ST7",20767,19930908,58745,8007578,102224
"UNITED ST6",19006,19921004,58883,3597191,110512
"UNITED ST7",1592,19930114,125311,4647686,80178
