"s_nation","d_year","lo_custkey","lo_revenue"
"CHINA",1997,271480,3181728
"JAPAN",1996,43942,8199322
"VIETNAM",1995,277594,4442746
"CHINA",1997,215488,272460
"INDIA",1997,215488,4149579
"INDIA",1992,80029,6930978
"VIETNAM",1995,138871,6442630
"INDIA",1996,1598,5926852
"INDONESIA",1996,1598,5021461
"INDONESIA",1992,141953,4911579
"INDIA",1997,180701,2554690
"VIETNAM",1997,180701,459066
"JAPAN",1992,124675,4712669
"CHINA",1997,180256,1118511
"JAPAN",1997,180256,8726415
"CHINA",1995,218197,5458285
"INDIA",1994,269980,4707668
"CHINA",1994,269980,3517092
"INDIA",1994,269980,5945918
"JAPAN",1992,225293,4529114
"CHINA",1996,187522,5305966
"INDONESIA",1996,187522,5242893
"VIETNAM",1994,228934,3714762
"JAPAN",1994,228934,2879377
"VIETNAM",1994,228934,4173229
"INDONESIA",1994,228934,3324980
"INDIA",1993,178144,3242330
"INDONESIA",1997,46807,462401
"CHINA",1995,61057,8861219
"JAPAN",1992,236713,1025297
"CHINA",1993,115004,5656471
"JAPAN",1993,115004,6058022
"JAPAN",1994,129331,3891700
"VIETNAM",1994,163606,1778338
"INDONESIA",1993,165943,4785414
"JAPAN",1992,198793,4610681
"INDIA",1992,198793,2427979
"VIETNAM",1994,288769,1956216
"INDIA",1994,288769,768953
"VIETNAM",1996,207155,750401
"JAPAN",1993,162791,292072
"INDIA",1993,19492,4195774
"VIETNAM",1995,272435,1166772
"INDIA",1994,213524,1944633
"INDONESIA",1997,81103,784021
"CHINA",1997,81103,175946
"INDONESIA",1997,81103,2512133
"JAPAN",1994,853,3026340
"INDIA",1997,131581,3004568
"INDIA",1997,131581,3434705
"CHINA",1996,124018,1500626
"JAPAN",1992,93773,2419832
"JAPAN",1992,93773,7050864
"INDONESIA",1992,12388,1920704
"JAPAN",1992,12388,3522790
"CHINA",1996,99122,5394008
"INDONESIA",1994,39521,3128326
"JAPAN",1994,39521,2966721
"INDONESIA",1993,12866,4421224
"INDIA",1995,124150,3372350
"VIETNAM",1994,69019,5045269
"INDONESIA",1995,229879,4725103
"CHINA",1995,229879,1096688
"VIETNAM",1995,229879,440505
"CHINA",1993,160699,346542
"INDIA",1993,124700,2389560
"JAPAN",1997,31180,1569255
"VIETNAM",1993,214499,3225525
"CHINA",1994,258332,7714365
"VIETNAM",1993,172384,3530868
"JAPAN",1993,287884,1869486
"CHINA",1995,165866,5116318
"VIETNAM",1996,97717,3365820
"INDIA",1996,97717,7549320
"CHINA",1996,97717,3481166
"INDIA",1995,13819,2166584
"INDONESIA",1992,55897,1746220
"INDIA",1996,132197,2959364
"JAPAN",1996,18362,1334415
"CHINA",1997,200176,4134990
"VIETNAM",1993,12847,7033683
"VIETNAM",1996,203881,2203500
"INDONESIA",1992,12385,4940903
"VIETNAM",1996,245161,3370060
"CHINA",1992,197422,2368929
"INDIA",1996,199643,3532780
"INDIA",1995,130834,1353807
"INDONESIA",1993,216919,3934057
"VIETNAM",1996,143288,1813378
"INDIA",1992,33190,3617191
"JAPAN",1992,33190,2412701
"CHINA",1992,111755,1142640
"INDIA",1995,253615,5356872
"CHINA",1997,292004,6382935
"INDONESIA",1997,292004,6745340
"VIETNAM",1996,11171,2596427
"INDONESIA",1997,241064,5577506
"JAPAN",1992,56104,1882483
"JAPAN",1992,257858,1856345
"VIETNAM",1992,257858,5413775
"CHINA",1992,257858,343085
"INDIA",1992,181768,1274143
"JAPAN",1996,168167,3045853
"VIETNAM",1992,74597,1853240
"CHINA",1992,38269,1414198
"JAPAN",1992,38269,1498456
"CHINA",1997,273964,5913874
"JAPAN",1995,185930,3373896
"INDIA",1995,185930,5548378
"CHINA",1997,242281,329684
"INDONESIA",1997,242281,6044315
"CHINA",1997,103666,6151230
"JAPAN",1997,103666,2530437
"INDIA",1992,18097,2450463
"CHINA",1992,18097,7177260
"VIETNAM",1992,241568,263218
"CHINA",1995,121714,4942080
"CHINA",1995,121714,1557217
"VIETNAM",1997,214603,6750362
"CHINA",1997,214603,3635608
"JAPAN",1997,226765,7730130
"CHINA",1997,31798,5764006
"INDIA",1995,98717,2636578
"JAPAN",1995,131192,2286306
"INDIA",1994,221681,6013486
"CHINA",1994,221681,4184078
"JAPAN",1996,194011,6229517
"INDIA",1992,36506,5150336
"JAPAN",1993,43813,1817679
"INDIA",1993,43813,810894
"INDONESIA",1993,145709,8004073
"VIETNAM",1995,27685,1450097
"JAPAN",1996,228973,1791378
"VIETNAM",1995,238169,1274858
"CHINA",1993,278057,338773
"INDONESIA",1993,253148,2273920
"JAPAN",1995,274990,1823182
"CHINA",1997,280417,2428254
"CHINA",1997,280417,4548317
"INDIA",1994,78088,5150447
"INDIA",1996,68443,1448418
"JAPAN",1992,89461,8695483
"INDONESIA",1994,34706,5287464
"INDONESIA",1994,34706,1668250
"INDIA",1995,129592,6663488
"INDONESIA",1995,129592,1937598
"CHINA",1995,129592,6121153
"INDONESIA",1992,27970,1455564
"INDIA",1997,154031,1954241
"CHINA",1994,87059,5170157
"INDIA",1994,87059,5253719
"VIETNAM",1995,84895,6726266
"VIETNAM",1995,5864,2686134
"VIETNAM",1995,5864,3482169
"VIETNAM",1996,153754,8861437
"JAPAN",1996,153754,7045159
"INDIA",1996,153754,7457711
"CHINA",1997,154556,2573035
"INDONESIA",1996,33019,4721465
"INDIA",1993,231958,1898052
"CHINA",1996,44206,7267582
"JAPAN",1996,44206,2585727
"INDONESIA",1992,87073,4085414
"INDIA",1992,87073,7765401
"VIETNAM",1993,17387,1228773
"JAPAN",1996,92135,4831146
"INDIA",1996,92135,2507623
"INDIA",1992,4381,797912
"JAPAN",1992,98026,4117325
"INDONESIA",1992,98026,7181379
"VIETNAM",1992,136532,4416800
"INDIA",1994,284971,2185172
"INDONESIA",1997,205888,3570800
"VIETNAM",1997,205888,4909572
"INDONESIA",1996,151480,6928056
"CHINA",1992,239419,4226773
"JAPAN",1994,7810,3236436
"CHINA",1993,270853,2610231
"INDIA",1994,12716,6345843
"CHINA",1993,228770,7101405
"INDONESIA",1993,228770,1153304
"INDIA",1997,123229,2939633
"JAPAN",1994,248017,8163063
"CHINA",1994,248017,5628862
"CHINA",1992,214174,3334310
"INDONESIA",1997,205393,4308669
"VIETNAM",1997,205393,5514349
"INDONESIA",1996,217214,8203195
"VIETNAM",1996,217214,5789305
"INDONESIA",1995,5821,1541213
"JAPAN",1995,220865,3283617
"INDONESIA",1997,266042,4915679
"CHINA",1993,253861,1659829
"VIETNAM",1994,265247,6691063
"CHINA",1994,265247,3790122
"CHINA",1996,1279,8208356
"INDIA",1997,108973,4088898
"JAPAN",1993,252590,6003553
"INDONESIA",1997,266360,6756705
"CHINA",1997,266360,5709098
"VIETNAM",1996,104734,6655033
"INDONESIA",1995,36727,3429608
"JAPAN",1992,214450,5513443
"JAPAN",1995,86462,3605357
"JAPAN",1997,254302,7146503
"INDIA",1997,254302,5595576
"INDIA",1996,249301,546454
"VIETNAM",1992,170812,173543
"CHINA",1993,92455,511042
"CHINA",1995,177400,1915420
"INDIA",1992,84056,6671107
"INDIA",1992,84056,488724
"INDIA",1995,37537,5543985
"JAPAN",1992,264578,597514
"INDONESIA",1995,254348,1420591
"JAPAN",1993,105616,289643
"CHINA",1995,237922,8916553
"VIETNAM",1995,237922,1949375
"INDIA",1995,44890,5001744
"INDIA",1994,263563,7984795
"VIETNAM",1994,263563,4882947
"CHINA",1994,263563,5905167
"JAPAN",1994,263563,3585985
"INDONESIA",1993,184559,7804485
"INDONESIA",1997,180667,2716716
"INDIA",1996,279050,547002
"CHINA",1993,81931,3725314
"INDONESIA",1993,81931,5601307
"CHINA",1993,170438,1541415
"CHINA",1992,150626,5578741
"VIETNAM",1992,150626,1848325
"VIETNAM",1995,169270,1544968
"INDIA",1995,10621,3170839
"JAPAN",1993,215903,1758592
"INDONESIA",1996,34928,8519995
"INDONESIA",1996,34928,1607175
"JAPAN",1992,226096,8251743
"VIETNAM",1997,166727,1946069
"JAPAN",1992,179062,2708343
"JAPAN",1996,178405,2775735
"INDIA",1997,100306,3857485
"INDIA",1992,142579,6837466
"INDONESIA",1992,142579,2551851
"VIETNAM",1992,142579,3567321
"JAPAN",1994,265288,3210462
"CHINA",1994,265288,4227690
"JAPAN",1994,79825,4044463
"INDIA",1992,90406,1376387
"JAPAN",1997,27815,1128137
"INDONESIA",1992,125686,1450724
"INDIA",1996,79658,4542421
"CHINA",1995,263617,5247201
"JAPAN",1996,151910,6183856
"INDIA",1996,151910,2761550
"JAPAN",1997,138061,2242562
"JAPAN",1997,138061,165882
"INDIA",1996,187048,3966137
"INDIA",1993,292805,2137696
"VIETNAM",1993,292805,5633760
"CHINA",1993,292805,6297089
"VIETNAM",1992,186617,4063441
"INDONESIA",1996,225856,5932018
"INDONESIA",1993,54998,7152595
"CHINA",1997,257908,1401478
"JAPAN",1993,253540,3291490
"VIETNAM",1994,34619,5559114
"JAPAN",1997,126949,3655690
"INDONESIA",1997,126949,6311249
"JAPAN",1997,27688,587112
"JAPAN",1997,148981,1121546
"INDONESIA",1992,100291,805701
"VIETNAM",1993,270566,4829460
"VIETNAM",1997,214456,2272768
"CHINA",1996,246718,1121805
"CHINA",1996,246718,906152
"CHINA",1996,246718,114538
"INDONESIA",1997,277507,5168958
"JAPAN",1997,277507,3598162
"JAPAN",1997,277507,2080436
"CHINA",1993,248029,1046756
"JAPAN",1994,107984,5752250
"JAPAN",1996,180871,1597009
"VIETNAM",1993,225958,2135477
"INDIA",1993,225958,499458
"JAPAN",1993,250675,3799749
"INDONESIA",1993,250675,7761237
"CHINA",1993,250675,1445814
"INDONESIA",1993,250675,247632
"INDONESIA",1997,32578,1845529
"INDIA",1995,19961,2746425
"INDONESIA",1992,213499,6276710
"INDONESIA",1996,124540,4782619
"CHINA",1994,32848,1015340
"VIETNAM",1992,132316,7887574
"JAPAN",1992,132316,2671100
"CHINA",1995,87748,4848025
"JAPAN",1995,87748,1802490
"INDIA",1993,55385,2745185
"INDIA",1993,55385,4873122
"CHINA",1992,254272,3153177
"CHINA",1992,254272,442989
"INDONESIA",1992,254272,1989657
"VIETNAM",1997,27422,6003315
"VIETNAM",1993,251536,3012893
"JAPAN",1993,251536,4043243
"CHINA",1997,262834,3806833
"INDONESIA",1997,262834,7450427
"INDONESIA",1994,140818,2572032
"CHINA",1993,9052,5956217
"JAPAN",1996,16204,3254912
"INDONESIA",1997,162790,1731976
"INDONESIA",1997,239026,146063
"INDONESIA",1997,9680,3696117
"INDIA",1992,143761,4367054
"JAPAN",1992,143761,6628556
"VIETNAM",1992,143761,3598795
"VIETNAM",1994,111151,3729091
"CHINA",1993,28915,4645069
"JAPAN",1996,251509,7195893
"INDONESIA",1996,251509,123829
"INDIA",1996,251509,2898339
"INDIA",1994,21814,1141176
"INDONESIA",1996,19934,160663
"VIETNAM",1995,218881,4233062
"INDONESIA",1992,198538,8877151
"INDONESIA",1997,268657,3715512
"INDIA",1992,17450,104602
"VIETNAM",1996,122986,4728838
"CHINA",1996,122986,8661064
"INDONESIA",1992,14450,3330325
"INDIA",1992,14450,2002920
"JAPAN",1992,14450,6317227
"JAPAN",1993,160330,4297463
"INDONESIA",1994,216934,1051729
"JAPAN",1994,216934,5083809
"VIETNAM",1994,100228,3736872
"INDIA",1994,100228,7987409
"INDIA",1994,100228,6606451
"INDONESIA",1993,298393,1276927
"INDONESIA",1997,153091,7222694
"VIETNAM",1997,153091,4229910
"CHINA",1997,153091,3846920
"INDONESIA",1994,190609,4003859
"VIETNAM",1994,190609,9124488
"CHINA",1997,258745,7314013
"JAPAN",1996,226858,803365
"INDONESIA",1996,226858,731381
"VIETNAM",1995,250280,5126497
"JAPAN",1995,155036,4856429
"VIETNAM",1994,175747,1246857
"CHINA",1997,279683,3837474
"INDIA",1994,253004,6117445
"VIETNAM",1994,23609,1180645
"CHINA",1996,195196,3832103
"JAPAN",1996,24316,101053
"CHINA",1992,55555,438000
"CHINA",1997,66529,7332507
"JAPAN",1997,66529,2332224
"INDONESIA",1994,32536,7130064
"VIETNAM",1995,80593,4421562
"VIETNAM",1992,184277,6403884
"CHINA",1992,184277,3040811
"INDONESIA",1996,243457,2785059
"INDIA",1996,243457,2914296
"INDIA",1997,50123,5345285
"VIETNAM",1994,249355,5332183
"CHINA",1995,183295,4665384
"JAPAN",1995,183295,1683109
"INDONESIA",1993,223492,1221532
"INDIA",1994,168986,2315067
"INDIA",1996,283150,1081627
"INDIA",1996,283150,3532542
"INDIA",1993,164488,3226794
"INDIA",1992,80083,5061310
"VIETNAM",1997,147386,5567776
"INDONESIA",1995,7889,5463531
"CHINA",1997,279053,1869495
"VIETNAM",1997,279053,5374615
"INDONESIA",1997,279053,3874348
"INDIA",1995,289148,3798239
"INDONESIA",1992,49225,382564
"VIETNAM",1992,49225,2411007
"JAPAN",1993,248614,3933750
"INDONESIA",1996,27868,5186466
"INDONESIA",1993,58718,3549926
"INDIA",1996,172703,145578
"VIETNAM",1995,118724,4123900
"INDONESIA",1992,238261,2352472
"JAPAN",1995,282397,1634878
"INDONESIA",1993,158255,3884346
"CHINA",1993,158255,3601556
"JAPAN",1992,286426,3215348
"CHINA",1992,286426,2682506
"VIETNAM",1996,132901,3407315
"CHINA",1997,146228,1262176
"CHINA",1997,146228,5024701
"VIETNAM",1992,252229,695210
"JAPAN",1992,252229,5659501
"INDONESIA",1996,205441,3929423
"INDONESIA",1993,170158,990515
"INDONESIA",1997,151598,6087264
"VIETNAM",1997,299977,1415455
"INDIA",1997,299977,4824134
"CHINA",1992,178070,1597543
"CHINA",1993,11749,3926765
"VIETNAM",1993,51016,3251107
"JAPAN",1993,130726,3167262
"CHINA",1993,130726,503371
"VIETNAM",1996,90343,7398068
"CHINA",1995,255731,3991174
"JAPAN",1995,266035,1153944
"INDIA",1995,266035,1697479
"INDONESIA",1995,266035,836572
"VIETNAM",1997,31522,2433454
"INDIA",1997,272812,4046562
"JAPAN",1997,272812,4981553
"INDIA",1997,272812,4522206
"INDIA",1993,167858,8357516
"CHINA",1993,167858,6973669
"INDONESIA",1993,2072,2934625
"JAPAN",1993,92657,4659544
"INDONESIA",1997,103093,2196937
"VIETNAM",1997,103093,1325908
"JAPAN",1997,167128,1852780
"INDIA",1993,215161,3842318
"JAPAN",1993,215161,4765614
"JAPAN",1993,215161,379136
"JAPAN",1993,215161,1040261
"JAPAN",1992,285763,2157963
"VIETNAM",1997,268070,2243350
"JAPAN",1996,42784,3374505
"VIETNAM",1996,42784,4839038
"INDONESIA",1996,42784,1064693
"CHINA",1992,28636,922850
"INDIA",1992,58643,6248424
"INDONESIA",1993,2620,2339241
"CHINA",1993,2620,4508956
"CHINA",1993,291854,1293654
"INDONESIA",1993,184726,450442
"VIETNAM",1993,184726,5866767
"INDIA",1994,264598,3010527
"INDONESIA",1994,264598,3436560
"JAPAN",1992,5002,4741961
"JAPAN",1994,45346,1728734
"INDONESIA",1997,117692,685086
"JAPAN",1996,143089,6168502
"INDIA",1992,201928,3026062
"INDONESIA",1996,189623,8289712
"INDIA",1995,85214,5659139
"JAPAN",1995,199624,1191966
"VIETNAM",1995,199624,126610
"INDIA",1992,171382,3359192
"CHINA",1996,54178,1018172
"VIETNAM",1996,220195,2144270
"JAPAN",1995,109732,5690332
"INDIA",1995,109732,6049824
"INDIA",1995,109732,6821454
"INDONESIA",1995,109732,2023779
"VIETNAM",1996,133351,5048013
"JAPAN",1996,133351,3561527
"INDIA",1996,133351,3124884
"JAPAN",1997,197135,3347022
"CHINA",1992,33713,2388340
"INDONESIA",1995,203395,5265971
"INDONESIA",1996,233782,3726805
"JAPAN",1996,233782,5454835
"INDIA",1995,41017,2003900
"INDIA",1992,117199,3804161
"INDONESIA",1996,115213,478210
"JAPAN",1993,261182,3331566
"INDIA",1993,261182,4229915
"INDONESIA",1996,213512,2967700
"VIETNAM",1997,13531,8897567
"JAPAN",1997,239377,6666786
"JAPAN",1993,129919,3752820
"CHINA",1994,214127,1084224
"CHINA",1993,103876,1909813
"JAPAN",1997,133390,5295374
"VIETNAM",1997,281650,3395815
"CHINA",1993,270662,5138481
"INDONESIA",1997,109447,2189636
"INDONESIA",1997,109447,767366
"VIETNAM",1992,214012,5466696
"INDIA",1992,214012,2908937
"CHINA",1995,186094,6198597
"JAPAN",1996,43948,926530
"CHINA",1992,7114,5052474
"JAPAN",1997,150647,2646532
"INDONESIA",1992,212026,2976744
"INDONESIA",1992,212026,701702
"JAPAN",1993,116912,101756
"INDIA",1992,226564,4396638
"INDIA",1995,258236,3270267
"JAPAN",1994,69370,5785422
"INDIA",1997,274414,5450682
"INDIA",1994,273566,5602388
"JAPAN",1994,273566,4795976
"JAPAN",1994,273566,3950368
"CHINA",1993,81122,7910232
"CHINA",1993,81122,7199768
"INDONESIA",1993,81122,1634076
"JAPAN",1993,81122,4383919
"CHINA",1997,83456,591845
"VIETNAM",1997,68830,5354668
"JAPAN",1992,476,5490520
"CHINA",1993,184670,6021572
"INDONESIA",1996,237217,2954063
"VIETNAM",1992,218818,950383
"JAPAN",1992,218818,823342
"VIETNAM",1992,218818,2484194
"VIETNAM",1992,218818,674831
"INDONESIA",1992,253940,2821210
"VIETNAM",1992,253940,4108206
"CHINA",1993,174065,3651413
"CHINA",1993,174065,2020361
"INDONESIA",1997,161801,540608
"CHINA",1995,247318,7992517
"CHINA",1995,83323,4420243
"INDONESIA",1995,174296,4581370
"JAPAN",1995,174296,3445636
"INDONESIA",1993,187096,294774
"INDONESIA",1997,207415,4852344
"INDONESIA",1992,22036,5388359
"CHINA",1992,154522,211357
"VIETNAM",1996,220628,5776451
"INDIA",1997,202507,917771
"INDIA",1997,18622,1134210
"INDONESIA",1994,54190,1410400
"INDIA",1993,267844,3997638
"CHINA",1995,34768,1743984
"CHINA",1997,238336,1074898
"INDONESIA",1997,238336,6339056
"CHINA",1992,54695,323162
"INDIA",1992,54695,5779920
"VIETNAM",1992,54695,3509350
"JAPAN",1992,54695,7037089
"INDONESIA",1995,44824,8845248
"VIETNAM",1995,44824,3294632
"CHINA",1994,231881,3993207
"JAPAN",1994,231881,4922747
"VIETNAM",1995,222646,8409623
"INDONESIA",1995,103213,3763998
"INDIA",1995,103213,1332756
"JAPAN",1995,103213,1320737
"VIETNAM",1994,93350,3899528
"JAPAN",1996,217621,1559466
"INDONESIA",1996,217621,180579
"INDONESIA",1995,15206,1456591
"INDIA",1996,277727,1344082
"INDIA",1993,80948,802183
"INDIA",1997,284501,8124171
"INDONESIA",1997,284501,6549568
"INDONESIA",1994,178262,2873635
"CHINA",1994,178262,1742436
"INDIA",1994,178262,5613604
"CHINA",1996,243509,2631343
"VIETNAM",1996,52411,3632804
"VIETNAM",1996,52411,2124595
"INDIA",1993,126860,3540756
"CHINA",1992,31435,4225843
"VIETNAM",1992,31435,5083862
"INDONESIA",1994,299312,2752257
"INDONESIA",1994,299312,4958592
"JAPAN",1992,131920,4899892
"CHINA",1997,158110,5510836
"CHINA",1992,143047,928295
"VIETNAM",1997,260947,7939173
"INDONESIA",1994,79099,2389186
"INDIA",1994,79099,3483235
"JAPAN",1994,160883,2978178
"CHINA",1992,46844,6849994
"VIETNAM",1992,46844,5536600
"INDIA",1995,130411,476253
"JAPAN",1995,246878,2595181
"VIETNAM",1996,49334,4575101
"JAPAN",1994,242342,5538635
"VIETNAM",1994,232367,93845
"INDIA",1994,59449,96553
"JAPAN",1993,144233,4301351
"VIETNAM",1993,144233,1118901
"CHINA",1994,113782,492620
"JAPAN",1994,113782,4778803
"CHINA",1993,194644,4409700
"INDONESIA",1993,149614,1431076
"JAPAN",1993,149614,4513020
"INDIA",1997,32782,1600483
"VIETNAM",1997,32782,3139061
"VIETNAM",1992,6136,4390601
"INDONESIA",1996,18052,2454110
"CHINA",1995,54430,7465027
"CHINA",1995,54430,5519442
"CHINA",1994,99154,2698705
"CHINA",1994,99154,4437407
"INDIA",1994,99154,1522799
"JAPAN",1996,272527,531555
"JAPAN",1995,249236,641335
"CHINA",1995,249236,1367932
"CHINA",1992,86443,640021
"INDONESIA",1992,86443,2245507
"INDONESIA",1992,216142,3297266
"INDIA",1993,238454,5622673
"CHINA",1993,60346,3104188
"INDONESIA",1994,233359,439660
"INDONESIA",1994,233359,4460018
"INDONESIA",1995,48889,6087796
"VIETNAM",1995,48889,5130250
"CHINA",1993,4943,6017180
"INDIA",1993,4943,7111009
"CHINA",1995,272386,1418107
"INDIA",1995,272386,8655620
"CHINA",1995,272386,4758316
"JAPAN",1992,279115,546605
"INDIA",1992,260672,3459296
"INDIA",1995,49978,4139568
"VIETNAM",1993,278774,6973136
"INDONESIA",1993,278774,9095731
"CHINA",1994,211654,6689619
"INDIA",1995,162956,7031312
"VIETNAM",1995,244481,6566633
"JAPAN",1996,253408,5270257
"JAPAN",1997,195541,1883004
"INDONESIA",1997,103078,3024859
"CHINA",1992,228481,1350041
"JAPAN",1992,228481,1406982
"INDIA",1992,228481,6403027
"INDIA",1992,49726,4920118
"CHINA",1992,217631,2863139
"INDONESIA",1993,113155,851817
"INDONESIA",1997,89053,7026355
"JAPAN",1996,3859,5117853
"INDONESIA",1994,88859,6322080
"VIETNAM",1994,31628,5095753
"INDONESIA",1997,268144,1233515
"JAPAN",1992,88355,177780
"INDONESIA",1995,277426,2010352
"VIETNAM",1995,69025,2147002
"CHINA",1992,125342,5786546
"VIETNAM",1996,29629,3576854
"JAPAN",1996,29629,4664499
"VIETNAM",1996,29629,7973167
"JAPAN",1995,250934,4339872
"INDONESIA",1994,32765,3754096
"VIETNAM",1994,32765,1502936
"VIETNAM",1994,16300,1375299
"JAPAN",1997,161020,707389
"CHINA",1996,232324,4874844
"VIETNAM",1992,257948,7147083
"INDONESIA",1992,257948,5012460
"INDONESIA",1992,156899,4911044
"INDONESIA",1995,294826,1023631
"INDIA",1992,112571,4642505
"INDONESIA",1994,174053,2207307
"INDIA",1995,193774,5740669
"INDIA",1996,216035,3951745
"INDIA",1995,2362,1683897
"JAPAN",1992,90262,6864359
"JAPAN",1992,90262,2805388
"VIETNAM",1992,201362,6730498
"INDONESIA",1992,201362,3217743
"INDONESIA",1994,277396,5339729
"CHINA",1994,277396,3472250
"VIETNAM",1994,277396,7801156
"CHINA",1996,184126,3174327
"CHINA",1996,184126,5297782
"INDONESIA",1993,89281,3004161
"JAPAN",1997,228553,5913095
"INDIA",1993,85550,3258500
"CHINA",1996,298238,560344
"CHINA",1997,78922,349013
"CHINA",1997,78922,3576754
"JAPAN",1997,78922,5754030
"JAPAN",1992,134381,5555879
"INDIA",1997,298952,3390841
"INDIA",1994,75481,3044943
"INDIA",1994,75481,5335250
"INDIA",1994,75481,772202
"JAPAN",1994,75481,3773209
"INDONESIA",1994,201293,7802676
"INDONESIA",1994,862,4165286
"CHINA",1994,74446,5621472
"JAPAN",1993,14032,5796911
"INDONESIA",1997,14291,7795744
"JAPAN",1993,163168,4524483
"INDIA",1992,116800,1999901
"INDIA",1992,275831,307016
"VIETNAM",1992,275831,3988858
"INDIA",1996,286217,5849255
"VIETNAM",1996,286217,2830101
"JAPAN",1994,241156,173146
"INDIA",1994,241156,176847
"VIETNAM",1997,91049,1330109
"INDONESIA",1995,244853,3093098
"VIETNAM",1997,142441,2320401
"INDONESIA",1994,277387,6343218
"CHINA",1997,26602,2473279
"JAPAN",1996,88759,2948146
"JAPAN",1994,140272,1626873
"CHINA",1996,174298,5376579
"INDONESIA",1993,161914,3762302
"CHINA",1993,161914,3604053
"JAPAN",1996,12973,633723
"INDIA",1996,45571,2619054
"INDONESIA",1993,287045,1686861
"INDONESIA",1995,40780,2450310
"INDONESIA",1995,40780,4294342
"INDIA",1992,79034,4667236
"INDONESIA",1993,220678,8544473
"VIETNAM",1992,170776,3039935
"INDIA",1997,213364,2166120
"VIETNAM",1997,213364,1323264
"CHINA",1993,94705,317443
"INDONESIA",1995,171016,3157070
"INDIA",1993,273700,2139786
"VIETNAM",1997,181988,744052
"JAPAN",1996,159245,3686435
"VIETNAM",1994,171613,582164
"INDONESIA",1994,171613,5159309
"VIETNAM",1997,98236,4853487
"JAPAN",1997,98236,1536074
"JAPAN",1997,98236,4408428
"JAPAN",1994,152104,5101113
"VIETNAM",1996,101191,3434844
"JAPAN",1996,101191,5882080
"CHINA",1997,11512,4837599
"INDONESIA",1994,262285,4306317
"INDIA",1996,239356,2173117
"INDIA",1995,208318,3657553
"VIETNAM",1997,177688,6527481
"CHINA",1997,177688,5485704
"CHINA",1993,254833,7636469
"INDIA",1993,254833,2613306
"INDONESIA",1992,151889,4255333
"VIETNAM",1992,151889,3176680
"INDONESIA",1995,124363,960254
"CHINA",1996,201256,2893590
"JAPAN",1996,201256,4658347
"CHINA",1996,65182,4591238
"CHINA",1997,73420,3552088
"INDIA",1992,58625,544854
"JAPAN",1993,233641,4837554
"INDIA",1993,233641,5988441
"VIETNAM",1993,233641,4181671
"INDONESIA",1995,71089,7522773
"JAPAN",1997,185581,1918534
"VIETNAM",1992,265127,4880862
"CHINA",1992,85447,4638212
"JAPAN",1995,250618,3176928
"VIETNAM",1996,131786,1011305
"JAPAN",1996,21463,1126210
"INDIA",1996,21463,800207
"INDIA",1996,123905,4418955
"VIETNAM",1996,49459,2641146
"JAPAN",1994,225568,7403153
"CHINA",1996,13430,3944167
"VIETNAM",1996,104740,8048460
"CHINA",1992,235024,4069575
"INDONESIA",1994,257582,2939581
"VIETNAM",1995,138638,3087866
"JAPAN",1995,286867,1866606
"CHINA",1995,299090,2226981
"JAPAN",1995,299090,804680
"CHINA",1996,294352,4112167
"CHINA",1996,294352,4127026
"VIETNAM",1996,294352,8821571
"CHINA",1993,140465,2945714
"CHINA",1994,27394,3667950
"JAPAN",1997,206281,8623308
"CHINA",1997,206281,757473
"INDONESIA",1997,206281,1250690
"INDIA",1993,160715,6704408
"VIETNAM",1994,230438,7581242
"INDONESIA",1994,230438,4863513
"JAPAN",1994,230438,4833495
"INDONESIA",1997,25255,2622331
"CHINA",1997,157525,2540999
"CHINA",1995,3647,7111289
"CHINA",1995,3647,1851141
"INDONESIA",1992,78580,3308487
"JAPAN",1992,78580,3214303
"INDONESIA",1995,75325,2507952
"CHINA",1992,267421,4222993
"INDIA",1992,267421,6259040
"CHINA",1995,231359,5207809
"CHINA",1996,84619,1984878
"VIETNAM",1996,84619,4417996
"VIETNAM",1996,84619,8386363
"VIETNAM",1992,283591,2351393
"INDIA",1992,283591,5194152
"INDONESIA",1992,283591,122672
"CHINA",1992,283591,3961077
"INDIA",1992,203830,5255831
"VIETNAM",1992,232640,1700524
"JAPAN",1992,32308,4268502
"CHINA",1992,157318,5624074
"JAPAN",1992,157318,2706958
"VIETNAM",1995,76141,1574811
"JAPAN",1995,76141,622527
"INDIA",1994,174175,716527
"CHINA",1994,174175,704052
"VIETNAM",1994,249529,6059661
"CHINA",1994,249529,5239296
"CHINA",1993,157522,3129113
"VIETNAM",1995,106616,5947391
"CHINA",1995,106616,6021516
"CHINA",1995,287158,3925430
"JAPAN",1996,151252,174705
"JAPAN",1993,179257,1153610
"INDONESIA",1997,165412,3504788
"CHINA",1993,271705,1543676
"JAPAN",1994,252892,300534
"CHINA",1993,160399,1010591
"CHINA",1994,298789,1933645
"INDONESIA",1997,294562,1885716
"INDIA",1995,281971,4160065
"VIETNAM",1993,272335,3160100
"CHINA",1994,287102,6082734
"INDIA",1997,117697,1282147
"JAPAN",1996,169084,6327517
"INDONESIA",1997,170423,500555
"CHINA",1997,170423,3915293
"CHINA",1997,170423,1159930
"VIETNAM",1992,189353,3249980
"CHINA",1996,40244,3536353
"INDONESIA",1994,187135,3773079
"CHINA",1995,99854,3479929
"INDIA",1996,127699,3341013
"INDONESIA",1993,126388,2977904
"JAPAN",1993,126388,5452085
"CHINA",1997,181237,2724489
