"d_year","s_city","lo_custkey","lo_revenue"
1997,"UNITED ST0",14546,2078736
1992,"UNITED ST3",22027,3076961
1992,"UNITED ST9",22027,4425729
1993,"UNITED ST9",18542,6448849
1997,"UNITED ST8",20044,6501870
1994,"UNITED ST9",1085,846035
1993,"UNITED ST5",10348,3557273
1992,"UNITED ST1",23999,2822028
1994,"UNITED ST3",7981,3779360
1993,"UNITED ST8",13168,6076882
1994,"UNITED ST6",17005,6593100
1992,"UNITED ST0",3511,3723720
1995,"UNITED ST4",23519,4481786
1993,"UNITED ST9",2660,2976721
1993,"UNITED ST6",22058,5206897
1996,"UNITED ST1",7540,4563120
1994,"UNITED ST4",5519,3807606
1997,"UNITED ST2",583,2196996
1997,"UNITED ST6",583,2170681
1992,"UNITED ST9",27517,2448637
1992,"UNITED ST9",26105,8055184
1997,"UNITED ST6",18340,3495874
1996,"UNITED ST9",8804,7132286
1993,"UNITED ST8",22282,749921
1992,"UNITED ST4",21610,4407820
1992,"UNITED ST0",8735,915470
1996,"UNITED ST0",25853,308730
1994,"UNITED ST6",18817,6050764
1992,"UNITED ST0",6338,5136089
1997,"UNITED ST9",6217,5200908
1992,"UNITED ST4",13183,6291413
1992,"UNITED ST1",16144,186663
1993,"UNITED ST1",28444,421956
1995,"UNITED ST2",22976,7354512
1993,"UNITED ST9",20104,8251802
1995,"UNITED ST1",3655,3363600
1995,"UNITED ST3",3655,9417078
1996,"UNITED ST5",2744,5476671
1992,"UNITED ST7",8395,5624805
1992,"UNITED ST1",11518,1609670
1992,"UNITED ST7",23015,1717360
1997,"UNITED ST1",22324,4687773
1997,"UNITED ST9",22324,3027012
1992,"UNITED ST9",11902,4939148
1997,"UNITED ST3",25693,630147
1992,"UNITED ST5",11222,147461
1995,"UNITED ST7",8866,2801322
1992,"UNITED ST0",17221,6610180
1997,"UNITED ST1",11065,5126754
1996,"UNITED ST7",19151,4314812
1993,"UNITED ST1",23695,4458900
1994,"UNITED ST9",15439,3604991
1996,"UNITED ST4",20224,2546448
1993,"UNITED ST5",13357,2037377
1994,"UNITED ST9",28300,3321964
1992,"UNITED ST0",17837,4628162
1994,"UNITED ST1",22159,3691329
1997,"UNITED ST5",17810,4755082
1997,"UNITED ST0",17810,1345604
1997,"UNITED ST3",12583,479574
1997,"UNITED ST1",7084,7950168
1994,"UNITED ST1",24769,5154209
1996,"UNITED ST3",1600,5835781
1992,"UNITED ST6",4898,4514946
1993,"UNITED ST6",6850,1410135
1992,"UNITED ST9",20656,3603657
1992,"UNITED ST3",11951,4725121
1992,"UNITED ST4",15928,222076
1995,"UNITED ST0",29624,3365790
1995,"UNITED ST1",29624,7676984
1994,"UNITED ST9",27871,5601905
1992,"UNITED ST3",19129,3440517
1995,"UNITED ST1",122,1303720
1997,"UNITED ST1",24364,6398618
1993,"UNITED ST4",25612,3953683
1996,"UNITED ST1",374,6680658
1996,"UNITED ST9",374,1180569
1992,"UNITED ST7",14614,5917446
1992,"UNITED ST1",22909,1252251
1993,"UNITED ST4",12052,2487715
1992,"UNITED ST9",11626,3931785
1994,"UNITED ST4",9592,1839225
1994,"UNITED ST3",19937,643207
1992,"UNITED ST9",10030,601767
1994,"UNITED ST4",29149,7060697
1996,"UNITED ST6",23737,3938430
1996,"UNITED ST0",5102,3991133
1996,"UNITED ST7",5102,98914
1993,"UNITED ST0",15916,3914069
1993,"UNITED ST9",15916,752380
1995,"UNITED ST3",22856,5998030
1995,"UNITED ST1",11311,364357
1995,"UNITED ST4",18970,2206906
1995,"UNITED ST5",20677,5988912
1997,"UNITED ST4",6854,350962
1992,"UNITED ST3",21494,507078
1996,"UNITED ST0",8252,2256836
1992,"UNITED ST4",19000,3263323
1994,"UNITED ST9",13306,4148579
1993,"UNITED ST3",10597,1483012
1997,"UNITED ST8",6473,7911140
1995,"UNITED ST7",17707,1526232
1997,"UNITED ST7",9875,3694079
1997,"UNITED ST9",2254,2450188
1995,"UNITED ST7",4814,3359516
1995,"UNITED ST6",4472,2487836
1996,"UNITED ST7",6971,7784414
1997,"UNITED ST9",2455,844268
1995,"UNITED ST0",16553,2570576
1994,"UNITED ST1",6652,3863363
1994,"UNITED ST6",18796,3234027
1996,"UNITED ST6",1444,6827023
1994,"UNITED ST1",17897,1784818
1995,"UNITED ST1",16474,288698
1993,"UNITED ST3",27733,5080643
1994,"UNITED ST4",27619,5685618
1992,"UNITED ST1",9421,4617595
1994,"UNITED ST9",9437,3887682
1992,"UNITED ST4",8329,4149799
1994,"UNITED ST9",27337,8806303
1995,"UNITED ST7",9571,894401
1994,"UNITED ST9",16670,1833536
1995,"UNITED ST3",20906,1612353
1994,"UNITED ST6",25361,4564636
1996,"UNITED ST0",12157,3115422
1994,"UNITED ST0",5161,2234552
1994,"UNITED ST8",5161,266815
1993,"UNITED ST7",9757,8318298
1993,"UNITED ST0",9757,4470888
1995,"UNITED ST2",8257,1895106
1995,"UNITED ST9",8257,6959295
1992,"UNITED ST5",17587,2969539
1992,"UNITED ST4",1690,2171088
1995,"UNITED ST8",3586,3371136
1992,"UNITED ST0",25489,5679970
1997,"UNITED ST5",27143,5157909
1997,"UNITED ST4",2128,5561149
1997,"UNITED ST4",29593,4276924
1993,"UNITED ST0",10265,1891057
1992,"UNITED ST7",1600,4633581
1997,"UNITED ST1",11483,2424280
1995,"UNITED ST9",13649,5559453
1994,"UNITED ST6",4907,4843205
1993,"UNITED ST9",27970,2182348
1993,"UNITED ST5",18319,2628505
1993,"UNITED ST5",25646,2303472
1992,"UNITED ST6",21236,5964172
1997,"UNITED ST1",13390,502392
1992,"UNITED ST9",16609,5434152
1994,"UNITED ST1",9736,212079
1994,"UNITED ST5",26737,2058026
1996,"UNITED ST6",19501,7229807
1995,"UNITED ST1",29803,7795031
1992,"UNITED ST9",15724,3110204
1995,"UNITED ST3",12058,5669622
1996,"UNITED ST7",22937,4572590
1996,"UNITED ST9",16195,2095703
1992,"UNITED ST0",20720,5258499
1992,"UNITED ST1",586,9325776
1993,"UNITED ST4",3932,5281286
1993,"UNITED ST4",10945,4532853
1993,"UNITED ST5",20638,2139855
1993,"UNITED ST9",1927,7564375
1994,"UNITED ST6",23033,3137456
1993,"UNITED ST4",13228,2404831
1995,"UNITED ST1",8797,6582158
1997,"UNITED ST1",13609,7901453
1995,"UNITED ST9",29921,5263790
1996,"UNITED ST3",26977,4980751
1996,"UNITED ST9",2890,2961328
1996,"UNITED ST0",26878,5047438
1993,"UNITED ST9",11731,340174
1997,"UNITED ST8",16294,317100
1996,"UNITED ST0",22786,3310920
1996,"UNITED ST7",22786,6385984
1997,"UNITED ST6",28031,7480452
1997,"UNITED ST0",2069,7651508
1992,"UNITED ST8",26605,2223039
1994,"UNITED ST0",21110,3017000
1992,"UNITED ST0",13843,1370530
1996,"UNITED ST4",2990,6080805
1997,"UNITED ST4",3592,7378197
1994,"UNITED ST8",22610,1685725
1992,"UNITED ST7",3514,8260024
1997,"UNITED ST1",4645,4393994
1996,"UNITED ST6",8471,4052547
1997,"UNITED ST7",13244,4743213
1996,"UNITED ST6",6785,5166213
1994,"UNITED ST5",23032,2690289
1994,"UNITED ST9",23032,302184
1994,"UNITED ST9",12448,8472047
1992,"UNITED ST7",14830,3421766
1994,"UNITED ST0",17317,2839429
1997,"UNITED ST4",602,506246
1996,"UNITED ST7",24103,3357362
1994,"UNITED ST6",3988,5056551
1992,"UNITED ST4",22744,4765834
1997,"UNITED ST6",8218,4486844
1995,"UNITED ST8",14005,5267754
1997,"UNITED ST3",25226,891984
1996,"UNITED ST3",23830,964655
1992,"UNITED ST6",7922,1178074
1995,"UNITED ST5",470,1618954
1995,"UNITED ST3",6086,2168449
1996,"UNITED ST0",12451,1693698
1996,"UNITED ST0",5122,1752742
1996,"UNITED ST9",14923,1906018
1992,"UNITED ST1",15656,924822
1994,"UNITED ST7",24136,1655922
1996,"UNITED ST1",24058,6271271
1995,"UNITED ST6",4145,1471085
1997,"UNITED ST8",27424,1464387
1996,"UNITED ST9",10549,1651006
1997,"UNITED ST0",8711,7875411
1994,"UNITED ST4",24482,1334736
1992,"UNITED ST7",2116,6777378
1996,"UNITED ST6",17698,569736
1997,"UNITED ST6",15538,3276320
1995,"UNITED ST7",29683,4457610
1997,"UNITED ST7",8992,178835
1994,"UNITED ST7",1096,2086315
1993,"UNITED ST1",25612,2965129
1994,"UNITED ST7",832,726738
1993,"UNITED ST5",11395,5230639
1995,"UNITED ST7",29548,1893983
1996,"UNITED ST8",11609,5494338
1997,"UNITED ST6",3455,177385
1993,"UNITED ST9",11056,6603415
1997,"UNITED ST5",27755,7626246
1993,"UNITED ST1",13568,6700424
1996,"UNITED ST4",29768,2184269
1997,"UNITED ST1",16669,4420636
1995,"UNITED ST6",13348,4304239
1995,"UNITED ST4",28825,3919576
1992,"UNITED ST3",4723,772788
1992,"UNITED ST8",4723,4750144
1997,"UNITED ST0",3155,1298488
1996,"UNITED ST3",8906,998218
1995,"UNITED ST8",2654,3085923
1993,"UNITED ST3",15952,3040031
1997,"UNITED ST7",6517,2328643
1995,"UNITED ST1",26083,6030315
1995,"UNITED ST0",26083,4708962
1994,"UNITED ST8",8843,7315143
1993,"UNITED ST9",6569,4462429
1993,"UNITED ST7",25886,1797129
1993,"UNITED ST9",5215,1079232
1997,"UNITED ST9",3998,8694201
1997,"UNITED ST5",16988,3019091
1997,"UNITED ST1",4264,3880331
1996,"UNITED ST4",12325,4776074
1997,"UNITED ST3",19855,1048618
1996,"UNITED ST9",86,4493326
1994,"UNITED ST5",25943,103069
1995,"UNITED ST7",21187,4232551
1993,"UNITED ST1",8965,4883670
1994,"UNITED ST7",10928,914532
1995,"UNITED ST1",27853,4266356
1996,"UNITED ST5",3352,1384765
1993,"UNITED ST6",27355,2319177
1993,"UNITED ST0",27355,2884171
1994,"UNITED ST5",6848,2742657
1995,"UNITED ST8",16118,6109749
1993,"UNITED ST4",13378,4580434
1992,"UNITED ST4",18419,604977
1993,"UNITED ST8",21992,2726188
1993,"UNITED ST7",21992,7961711
1994,"UNITED ST6",28769,1308426
1997,"UNITED ST0",21127,7528875
1995,"UNITED ST1",1477,3954386
1995,"UNITED ST1",1477,3637624
1993,"UNITED ST7",21314,4183456
1994,"UNITED ST5",8788,1396802
1995,"UNITED ST0",29929,7583600
1996,"UNITED ST1",9892,2658447
1994,"UNITED ST5",2815,3934427
1994,"UNITED ST3",20332,2282833
1995,"UNITED ST9",26842,2040448
1997,"UNITED ST9",12934,2831944
1997,"UNITED ST3",24031,169912
1993,"UNITED ST5",28993,6038148
1994,"UNITED ST0",12635,2719249
1993,"UNITED ST3",5980,1021325
1996,"UNITED ST3",16357,1694364
1994,"UNITED ST7",11248,4286767
1993,"UNITED ST6",25358,6118702
1996,"UNITED ST3",24856,3459184
1992,"UNITED ST7",9148,148858
1995,"UNITED ST7",22175,6466544
1997,"UNITED ST1",2533,5250386
1993,"UNITED ST3",2200,2383296
1993,"UNITED ST7",2200,1511774
1994,"UNITED ST2",790,1762690
1993,"UNITED ST0",14818,3887562
1997,"UNITED ST2",13747,639095
1993,"UNITED ST9",24514,5966484
1997,"UNITED ST9",10468,499016
1997,"UNITED ST9",28768,1043317
1996,"UNITED ST9",24691,2378038
1993,"UNITED ST1",17263,6946936
1997,"UNITED ST1",18791,7107009
1997,"UNITED ST0",18791,2973177
1996,"UNITED ST9",2477,3431736
1996,"UNITED ST3",6712,4995654
1994,"UNITED ST3",3979,1162275
1994,"UNITED ST6",13087,1770334
1996,"UNITED ST3",278,992639
1995,"UNITED ST6",24112,3511648
1997,"UNITED ST9",6923,3517149
1996,"UNITED ST4",16060,8251388
1993,"UNITED ST2",8738,3514756
1997,"UNITED ST0",4672,2345175
1996,"UNITED ST6",17371,1290323
1993,"UNITED ST4",817,2312266
1992,"UNITED ST5",25504,1440846
1993,"UNITED ST4",29005,2837395
1995,"UNITED ST4",7741,1953002
1995,"UNITED ST4",7741,4619952
1995,"UNITED ST7",16195,1033584
1995,"UNITED ST3",16195,1210744
1994,"UNITED ST7",4511,5163319
1993,"UNITED ST7",28159,1957244
1997,"UNITED ST8",18643,3877136
1996,"UNITED ST3",20711,3759758
1993,"UNITED ST6",20645,5720806
1994,"UNITED ST7",4244,6894321
1994,"UNITED ST8",21079,294676
1993,"UNITED ST1",6131,1019068
1996,"UNITED ST0",6247,5464308
1995,"UNITED ST9",24088,4454278
1995,"UNITED ST6",24088,1165545
1994,"UNITED ST0",22514,4665631
1993,"UNITED ST7",2248,1434605
1996,"UNITED ST8",16882,3348444
1992,"UNITED ST3",27454,1124429
1995,"UNITED ST3",25372,1169251
1996,"UNITED ST1",22213,7091219
1992,"UNITED ST9",11408,5885483
1996,"UNITED ST9",3514,2457175
1997,"UNITED ST7",22574,9532752
1994,"UNITED ST3",28261,482664
1997,"UNITED ST6",28073,4024885
1995,"UNITED ST7",24886,2147852
1997,"UNITED ST1",7243,2900760
1993,"UNITED ST0",12155,1411830
1993,"UNITED ST3",1160,368974
1997,"UNITED ST3",7960,6234497
1997,"UNITED ST1",7960,4625945
1994,"UNITED ST1",20764,2286925
1995,"UNITED ST4",17963,3418987
1994,"UNITED ST9",9845,7120909
1992,"UNITED ST5",892,4032490
1997,"UNITED ST8",24376,4569397
1992,"UNITED ST1",5000,1532448
1997,"UNITED ST7",17212,5403992
1994,"UNITED ST8",23485,435097
1994,"UNITED ST8",7375,1530015
1993,"UNITED ST3",3523,1417501
1993,"UNITED ST4",3523,3117365
1997,"UNITED ST2",26119,2773327
1997,"UNITED ST7",1897,3991297
1995,"UNITED ST9",7553,2848893
1995,"UNITED ST3",4894,3144093
1995,"UNITED ST6",41,3592456
1992,"UNITED ST9",16459,1226512
1992,"UNITED ST9",4366,2417142
1997,"UNITED ST7",25892,1090303
1995,"UNITED ST8",21545,1399760
1995,"UNITED ST0",11338,6807283
1994,"UNITED ST1",23365,265139
1997,"UNITED ST1",27862,1516993
1993,"UNITED ST1",14626,1091720
1992,"UNITED ST4",1339,344853
1992,"UNITED ST3",17815,4357362
1997,"UNITED ST4",787,5802866
1994,"UNITED ST0",7642,1307542
1993,"UNITED ST6",8873,600039
1993,"UNITED ST1",4808,4402792
1992,"UNITED ST4",20323,5859870
1994,"UNITED ST3",20492,1976415
1993,"UNITED ST0",11827,4388622
1992,"UNITED ST6",15076,2804214
1995,"UNITED ST0",29827,4367517
1996,"UNITED ST8",16610,4210658
1997,"UNITED ST6",6286,6762560
1996,"UNITED ST9",25990,1361075
1996,"UNITED ST5",325,1303857
1995,"UNITED ST5",25798,1113832
1995,"UNITED ST9",22912,2676577
1995,"UNITED ST8",23110,3455861
1995,"UNITED ST1",12524,2227816
1995,"UNITED ST3",12524,6323745
1992,"UNITED ST1",26059,1816314
1993,"UNITED ST7",20498,3396295
1993,"UNITED ST1",20498,2181233
1993,"UNITED ST4",5563,944142
1995,"UNITED ST5",25858,4503866
1995,"UNITED ST1",25858,3707914
1996,"UNITED ST7",9328,5469382
1996,"UNITED ST3",8656,1017608
1995,"UNITED ST8",5947,6403629
1993,"UNITED ST1",24215,114974
1994,"UNITED ST4",8299,3737988
1994,"UNITED ST7",22852,7497446
1994,"UNITED ST3",4672,4714351
1994,"UNITED ST7",4672,3539629
1995,"UNITED ST0",1900,3116783
1996,"UNITED ST9",3097,2155106
1997,"UNITED ST3",27950,1669023
1994,"UNITED ST5",11230,4905173
1994,"UNITED ST8",25567,1121150
1997,"UNITED ST1",29227,4780592
1995,"UNITED ST9",27410,5203750
1992,"UNITED ST1",23638,6462253
1993,"UNITED ST8",3412,1331904
1996,"UNITED ST1",23048,6046414
1992,"UNITED ST1",9988,2081139
1993,"UNITED ST4",15682,6551479
1993,"UNITED ST7",21902,2573999
1996,"UNITED ST4",7978,2257808
1996,"UNITED ST4",20680,5182889
1997,"UNITED ST3",5969,2593420
1997,"UNITED ST4",811,4373846
1992,"UNITED ST2",13814,5221368
1994,"UNITED ST3",20485,6224993
1997,"UNITED ST7",8851,2170464
1997,"UNITED ST8",23015,584689
1994,"UNITED ST9",26977,3158898
1994,"UNITED ST4",26977,5191936
1993,"UNITED ST3",20516,2111454
1996,"UNITED ST4",6071,3202543
1993,"UNITED ST7",9289,6494043
1995,"UNITED ST4",24064,781196
1997,"UNITED ST5",22372,3119904
1995,"UNITED ST3",22201,7105429
1994,"UNITED ST0",27310,767709
1993,"UNITED ST7",12931,419704
1994,"UNITED ST0",10516,4601640
1994,"UNITED ST8",10516,5918753
1995,"UNITED ST3",17293,4388620
1995,"UNITED ST7",5059,2575021
1996,"UNITED ST5",1571,264163
1997,"UNITED ST1",28468,4958316
1997,"UNITED ST7",26620,1796230
1994,"UNITED ST5",1549,418064
1997,"UNITED ST1",13165,4012200
1995,"UNITED ST4",13174,530181
1997,"UNITED ST5",20134,8898862
1997,"UNITED ST1",20629,4472218
1996,"UNITED ST4",15985,6152476
1997,"UNITED ST9",15706,1638608
1996,"UNITED ST0",11758,2069302
1994,"UNITED ST4",26656,3220915
1994,"UNITED ST8",7772,3411277
1995,"UNITED ST3",28057,7409969
1995,"UNITED ST2",15793,2223524
1996,"UNITED ST1",7241,7489371
1994,"UNITED ST9",28720,3629681
1994,"UNITED ST0",22882,1050094
1994,"UNITED ST3",641,1565744
1997,"UNITED ST0",14857,3684584
1994,"UNITED ST4",11446,3273100
1996,"UNITED ST7",9092,6280513
1994,"UNITED ST2",6835,2926316
1994,"UNITED ST8",3784,117904
1997,"UNITED ST5",22216,5978762
1997,"UNITED ST7",28486,1857515
1997,"UNITED ST3",19024,1020984
1994,"UNITED ST3",14176,4501005
1993,"UNITED ST9",29800,4324856
1992,"UNITED ST0",2405,3206276
1996,"UNITED ST6",26785,5584251
1997,"UNITED ST0",26923,1190958
1993,"UNITED ST6",15313,4991301
1993,"UNITED ST4",4390,2479552
1993,"UNITED ST4",7114,7720574
1994,"UNITED ST2",10177,3256731
1994,"UNITED ST1",10177,4943420
1996,"UNITED ST7",16828,1110571
1994,"UNITED ST0",22619,3762901
1994,"UNITED ST1",13444,2153887
1992,"UNITED ST1",26489,3593064
1992,"UNITED ST8",26489,902308
1994,"UNITED ST1",4622,3346569
1993,"UNITED ST4",15997,2407400
1996,"UNITED ST0",28408,3421407
1995,"UNITED ST1",15199,312187
1997,"UNITED ST1",12713,1387984
1995,"UNITED ST7",8947,1715576
1994,"UNITED ST0",12749,4319429
1993,"UNITED ST7",18905,4708589
1992,"UNITED ST4",5575,1180239
1992,"UNITED ST0",17950,2560753
1997,"UNITED ST4",17236,3996252
1997,"UNITED ST4",24586,678689
1993,"UNITED ST3",3325,93987
1995,"UNITED ST9",15745,317790
1993,"UNITED ST6",11179,2375453
1994,"UNITED ST0",28961,5259207
1996,"UNITED ST6",27668,2221435
1997,"UNITED ST1",9556,5513722
1993,"UNITED ST7",6206,1280081
1993,"UNITED ST3",2441,4463444
1992,"UNITED ST4",20839,5208336
1993,"UNITED ST7",27314,2643087
1997,"UNITED ST3",10021,3475655
1994,"UNITED ST3",3863,7179415
1994,"UNITED ST2",10186,3560932
1993,"UNITED ST4",17515,2166228
1993,"UNITED ST5",22639,4598494
1994,"UNITED ST2",11605,4387028
1997,"UNITED ST3",15604,4677482
1992,"UNITED ST4",4451,5578041
1992,"UNITED ST7",21929,5243411
1992,"UNITED ST9",28798,3586794
1992,"UNITED ST1",13645,3303081
1996,"UNITED ST7",5254,3202052
1994,"UNITED ST3",24574,9198439
1992,"UNITED ST4",2116,531539
1993,"UNITED ST9",2092,7516224
1994,"UNITED ST5",8170,6180083
1996,"UNITED ST1",25927,7386848
1997,"UNITED ST0",9445,4814193
1992,"UNITED ST7",27041,557293
1992,"UNITED ST8",27041,1488184
1996,"UNITED ST5",16531,189888
1992,"UNITED ST7",28733,6197192
1992,"UNITED ST0",12305,1085659
1992,"UNITED ST7",19357,2807350
1993,"UNITED ST1",8047,5189040
1993,"UNITED ST8",21422,5487296
1997,"UNITED ST6",29732,4016102
1993,"UNITED ST0",4642,5004066
1993,"UNITED ST0",6790,2565994
1995,"UNITED ST9",16931,6344964
1992,"UNITED ST6",19840,336454
1994,"UNITED ST0",18842,506117
1994,"UNITED ST1",22114,536682
1994,"UNITED ST4",6700,5392457
1993,"UNITED ST7",5117,935953
1992,"UNITED ST4",17062,2364342
1993,"UNITED ST4",8191,1108566
1993,"UNITED ST7",17410,3713729
1993,"UNITED ST3",19075,3864867
1997,"UNITED ST6",15982,3274802
1993,"UNITED ST1",20491,7551659
1996,"UNITED ST9",22336,6240360
1996,"UNITED ST8",20326,911829
1996,"UNITED ST4",20326,3538430
1996,"UNITED ST9",20326,7933579
1995,"UNITED ST4",20321,742676
1996,"UNITED ST9",22810,8125139
1992,"UNITED ST4",14260,1193644
1996,"UNITED ST4",1355,2747489
1997,"UNITED ST9",1208,7632247
1997,"UNITED ST0",8194,7891819
1997,"UNITED ST1",13714,4399804
1996,"UNITED ST0",1319,2083063
1997,"UNITED ST0",23482,348104
1997,"UNITED ST6",4195,482558
1996,"UNITED ST5",3571,3076931
1997,"UNITED ST0",27337,2955985
1996,"UNITED ST6",9526,2558984
1994,"UNITED ST7",26671,4025245
1992,"UNITED ST4",17623,415423
1996,"UNITED ST2",17500,6303570
1996,"UNITED ST8",21278,3248589
1995,"UNITED ST7",7636,6445468
1992,"UNITED ST5",19045,606364
1993,"UNITED ST5",10831,2942226
1994,"UNITED ST6",29456,4519056
1996,"UNITED ST1",25841,5809003
1996,"UNITED ST4",25841,3643020
1995,"UNITED ST5",6859,1133370
1995,"UNITED ST1",6859,2230820
1994,"UNITED ST0",19996,6531613
1994,"UNITED ST3",10675,1172442
1993,"UNITED ST9",8869,5006677
1994,"UNITED ST4",5791,2805931
1996,"UNITED ST5",14,4882706
1993,"UNITED ST6",23734,5698025
1993,"UNITED ST3",2986,594950
1994,"UNITED ST0",3821,899504
1994,"UNITED ST6",24988,4799157
1993,"UNITED ST1",21449,167596
1992,"UNITED ST6",7013,3782188
1993,"UNITED ST6",18868,1716006
1996,"UNITED ST0",28760,4018102
1993,"UNITED ST5",6391,5334221
1995,"UNITED ST0",4714,2442495
1996,"UNITED ST1",26083,3956507
1996,"UNITED ST7",9901,3446916
1995,"UNITED ST0",23917,7705385
1994,"UNITED ST9",308,3248483
1993,"UNITED ST9",11846,5049066
1993,"UNITED ST1",3673,4894583
1996,"UNITED ST0",2929,2961378
1997,"UNITED ST3",18160,5327720
1996,"UNITED ST4",8200,1768792
1994,"UNITED ST1",20531,4224683
1997,"UNITED ST4",26089,1335708
1992,"UNITED ST4",27802,3374166
1996,"UNITED ST8",8363,1827667
1997,"UNITED ST9",22822,3154569
1994,"UNITED ST1",29744,359445
1993,"UNITED ST0",13582,5681938
1996,"UNITED ST9",5866,1474434
1996,"UNITED ST4",7774,1762722
1997,"UNITED ST7",28351,3383539
1996,"UNITED ST8",16186,749022
1997,"UNITED ST0",1574,5604741
1992,"UNITED ST0",27953,4067309
1996,"UNITED ST0",28498,4101926
1994,"UNITED ST4",28121,3906546
1996,"UNITED ST0",46,4269704
1992,"UNITED ST3",26018,1585144
1993,"UNITED ST1",28402,2836950
1995,"UNITED ST1",1327,4293685
1992,"UNITED ST8",2098,7399178
1995,"UNITED ST3",24229,2314920
1993,"UNITED ST1",19493,6354118
1993,"UNITED ST9",21598,2398519
1994,"UNITED ST3",2843,2574598
1994,"UNITED ST1",3257,2647308
1994,"UNITED ST4",13697,2046842
1996,"UNITED ST6",23272,1635463
1995,"UNITED ST3",22279,476622
1992,"UNITED ST3",28942,5109261
1993,"UNITED ST6",13960,5080666
1996,"UNITED ST7",18272,3667395
1994,"UNITED ST3",2620,4455483
1997,"UNITED ST9",21791,1608690
1995,"UNITED ST9",8362,1092497
1995,"UNITED ST5",23492,344895
1996,"UNITED ST8",18394,987171
1992,"UNITED ST4",10462,7447764
1995,"UNITED ST6",27043,184286
1997,"UNITED ST1",3802,3226863
1994,"UNITED ST5",934,1412556
1992,"UNITED ST9",20152,5825587
1994,"UNITED ST0",2236,2972481
1994,"UNITED ST4",2236,5422553
1993,"UNITED ST0",29900,4691048
1996,"UNITED ST9",10444,8811560
1992,"UNITED ST0",25531,5303127
1995,"UNITED ST5",16294,5467017
1997,"UNITED ST6",22321,7124364
1995,"UNITED ST9",29722,2361098
1995,"UNITED ST7",6956,3005877
1992,"UNITED ST1",25367,5765551
1995,"UNITED ST2",1216,922086
1995,"UNITED ST0",7631,6889738
1997,"UNITED ST7",3592,226967
1992,"UNITED ST4",9967,4466292
1997,"UNITED ST1",19072,7458515
1997,"UNITED ST9",599,2831108
1995,"UNITED ST9",1681,2538000
1995,"UNITED ST1",15484,3681162
1996,"UNITED ST6",10933,5743733
1995,"UNITED ST1",19786,249930
1996,"UNITED ST4",6008,5131668
1994,"UNITED ST1",1672,5184829
1995,"UNITED ST7",3163,1444833
1997,"UNITED ST0",19987,7470971
1996,"UNITED ST0",5935,1325884
1995,"UNITED ST1",1175,4429455
1993,"UNITED ST4",2200,5338725
1995,"UNITED ST2",610,4106679
1992,"UNITED ST0",16603,1011414
1994,"UNITED ST7",16819,2343161
1994,"UNITED ST7",16819,6692073
1995,"UNITED ST6",3736,369160
1997,"UNITED ST7",29503,5339543
1993,"UNITED ST4",26873,1693226
1997,"UNITED ST8",1633,1774510
1996,"UNITED ST7",8120,390038
1995,"UNITED ST9",9724,4385304
1994,"UNITED ST4",24268,5478859
1996,"UNITED ST0",6253,3435894
1992,"UNITED ST3",1483,2342978
1994,"UNITED ST9",13097,4415980
1995,"UNITED ST8",5627,3352960
1996,"UNITED ST7",22949,3397966
1996,"UNITED ST3",24799,7018294
1993,"UNITED ST0",9766,4014781
1993,"UNITED ST0",25177,1475786
1993,"UNITED ST0",25177,3081425
1995,"UNITED ST6",25235,5162657
1995,"UNITED ST9",25235,2711709
1995,"UNITED ST8",4078,5941762
1994,"UNITED ST4",19882,3348432
1993,"UNITED ST1",13546,4678209
1992,"UNITED ST1",24085,6186102
1997,"UNITED ST0",2515,4913433
1992,"UNITED ST9",26326,3379677
1997,"UNITED ST4",589,2937258
1996,"UNITED ST0",2186,6513927
1993,"UNITED ST4",20656,1081278
1994,"UNITED ST8",29015,5150991
1994,"UNITED ST5",12883,1382058
1996,"UNITED ST3",27139,1956691
1996,"UNITED ST9",13270,704300
1994,"UNITED ST0",1237,1561221
1994,"UNITED ST4",9713,4627428
1992,"UNITED ST9",22735,9051529
1996,"UNITED ST9",6584,1574055
1996,"UNITED ST9",6505,2115193
1993,"UNITED ST0",17248,4527912
1993,"UNITED ST8",20960,6570339
1993,"UNITED ST4",320,6643850
1996,"UNITED ST1",9544,1001008
1996,"UNITED ST1",18400,5174262
1993,"UNITED ST8",4537,6364555
1996,"UNITED ST0",20558,2765824
1994,"UNITED ST1",29557,844044
1992,"UNITED ST0",13129,2359221
1995,"UNITED ST1",7975,1420768
1997,"UNITED ST7",3304,6687789
1997,"UNITED ST1",10885,3533031
1996,"UNITED ST0",16288,8865719
1997,"UNITED ST3",7573,3565392
1997,"UNITED ST0",27817,2748997
1997,"UNITED ST9",1087,4133013
1995,"UNITED ST9",18613,1339054
1992,"UNITED ST0",266,580055
1997,"UNITED ST3",23935,931471
1995,"UNITED ST1",1295,112134
1992,"UNITED ST4",15127,691664
1994,"UNITED ST3",18488,5753324
1994,"UNITED ST4",28402,735596
1994,"UNITED ST1",16483,7951933
1997,"UNITED ST4",7000,6466160
1997,"UNITED ST3",7000,6404993
1996,"UNITED ST9",15166,1477660
1992,"UNITED ST0",15533,3216908
1995,"UNITED ST4",8177,7567195
1992,"UNITED ST8",15320,7534161
1997,"UNITED ST4",3952,2835807
1994,"UNITED ST1",8377,2499065
1993,"UNITED ST9",21703,3802381
1992,"UNITED ST9",9400,4182516
1997,"UNITED ST9",14902,1412265
