"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1992,41936,176589,4497066,99934
"BRAZIL",1992,190397,587355,2261573,86539
"ARGENTINA",1992,190397,115538,2516718,93211
"ARGENTINA",1992,136462,292667,2708548,99579
"ARGENTINA",1992,136462,482522,6318900,90270
"ARGENTINA",1993,299116,365412,4241615,88644
"BRAZIL",1993,67984,106210,4499977,72972
"PERU",1993,67984,201552,997128,87212
"ARGENTINA",1992,11087,296129,3490091,67506
"PERU",1993,296894,224591,5556116,90934
"UNITED STATES",1992,285451,125348,3806898,82400
"UNITED STATES",1992,285451,159889,7351175,116932
"BRAZIL",1992,229306,152021,2974411,64381
"CANADA",1992,229306,208953,1642231,111716
"UNITED STATES",1992,229306,96253,4847090,74955
"PERU",1992,174851,354986,7880185,122458
"PERU",1992,39229,515348,1754592,81799
"PERU",1992,39229,446250,119623,71773
"CANADA",1993,192347,304099,2095852,66184
"ARGENTINA",1993,192347,481891,337116,112372
"ARGENTINA",1993,71968,230734,6851987,99883
"PERU",1993,19019,437358,6282350,77719
"PERU",1993,28198,484279,3638160,75795
"UNITED STATES",1992,177001,489684,6232709,100419
"PERU",1992,43585,313578,6484015,95493
"PERU",1992,43585,237005,3854623,56519
"BRAZIL",1992,273235,169472,6098055,92488
"UNITED STATES",1992,149575,166279,4003523,80716
"PERU",1993,125900,14672,1167789,95200
"ARGENTINA",1993,125900,590631,7282410,103296
"CANADA",1992,253585,301024,4319392,61500
"BRAZIL",1992,172205,570467,4304832,92246
"PERU",1992,135590,92345,4151103,80240
"ARGENTINA",1993,139832,311077,1416654,65283
"ARGENTINA",1993,139832,581117,3983649,71885
"BRAZIL",1993,272716,186538,2956644,97471
"BRAZIL",1993,272716,515619,3203796,98075
"ARGENTINA",1993,272716,195417,1101034,90744
"UNITED STATES",1993,67786,473226,117521,71952
"BRAZIL",1993,69659,538012,3674965,62999
"PERU",1993,69659,182031,1282210,66781
"ARGENTINA",1992,234037,352849,8748418,114109
"PERU",1992,10210,544571,1617165,96933
"CANADA",1992,57632,126889,2086393,114952
"CANADA",1992,57632,214145,2440235,63547
"CANADA",1993,275212,293902,1620985,113753
"PERU",1993,275212,307574,6376849,94893
"PERU",1993,20098,573629,5121420,102156
"ARGENTINA",1992,223705,159015,3083482,64440
"PERU",1992,206702,209000,2926947,54539
"UNITED STATES",1993,39305,107212,658373,73152
"PERU",1993,39305,366787,5401885,111226
"ARGENTINA",1992,88583,394519,2145955,96810
"BRAZIL",1993,211955,507607,6981443,96874
"CANADA",1993,211955,544391,139230,86122
"PERU",1993,211955,277738,5744230,102943
"CANADA",1992,127069,494446,6422832,86425
"BRAZIL",1993,117394,317914,6240037,115914
"BRAZIL",1992,27259,195566,7310864,99693
"CANADA",1992,27259,78655,6077178,98019
"PERU",1992,93391,519204,4139241,73390
"CANADA",1992,93391,456956,3271110,114775
"BRAZIL",1993,11584,367966,5217081,122037
"PERU",1993,11584,199318,2216672,85038
"PERU",1992,268946,162706,6599019,106122
"CANADA",1993,155984,421526,1563300,86850
"BRAZIL",1993,168508,247378,862809,79521
"ARGENTINA",1992,108517,241158,3271040,65948
"PERU",1992,108517,128653,1513485,100899
"ARGENTINA",1992,108517,374892,7788844,118012
"UNITED STATES",1992,128065,348945,2177371,119635
"PERU",1992,167383,169984,3623220,123238
"CANADA",1993,39410,367937,5966641,120295
"UNITED STATES",1992,35458,261788,5095330,104986
"BRAZIL",1992,133298,591903,7580544,119692
"BRAZIL",1993,229672,256467,1793547,85407
"UNITED STATES",1992,221305,98000,1369256,59880
"BRAZIL",1992,221305,49866,898850,108951
"BRAZIL",1993,21580,191877,6477582,118132
"BRAZIL",1993,43327,143400,4102142,86604
"PERU",1992,252943,575260,4097851,80114
"UNITED STATES",1992,99652,507445,3511951,87145
"BRAZIL",1992,99652,215640,3005477,93337
"UNITED STATES",1993,297491,166080,5226124,68764
"ARGENTINA",1993,297491,333754,488053,107264
"CANADA",1992,122006,58601,7411219,93576
"UNITED STATES",1992,46480,371446,1502255,91045
"BRAZIL",1993,107960,568024,1105104,65520
"UNITED STATES",1992,53026,544296,2600123,80416
"BRAZIL",1992,53026,368136,2059045,72247
"UNITED STATES",1992,153059,236656,1576713,95558
"UNITED STATES",1993,296401,448802,1911851,105046
"PERU",1993,299365,283302,5074324,77117
"CANADA",1992,257459,38114,3131079,63126
"ARGENTINA",1993,200021,218549,140882,88051
"BRAZIL",1993,200021,539739,1963695,106722
"ARGENTINA",1993,200021,499056,3552286,63301
"BRAZIL",1992,264691,531269,3947528,78014
"PERU",1992,264691,427442,1859672,82165
"PERU",1992,264691,550911,9024694,117713
"PERU",1993,18626,10418,5065227,79704
"ARGENTINA",1992,134980,171280,4151132,81076
"UNITED STATES",1992,134980,91622,1887935,96817
"CANADA",1992,186238,200742,7638694,98563
"ARGENTINA",1992,261683,230203,2371766,67991
"CANADA",1993,94867,138068,2709847,66363
"BRAZIL",1992,100271,583176,1853468,75549
"BRAZIL",1993,220045,508679,3687515,101259
"UNITED STATES",1993,60595,153690,1159553,104621
"PERU",1993,167402,154934,7697159,119335
"BRAZIL",1993,167402,567743,7085347,108643
"UNITED STATES",1993,109886,423363,5683050,77180
"UNITED STATES",1993,295630,519412,5267515,85883
"PERU",1993,295630,555872,190857,115671
"PERU",1993,206710,46802,2159768,104928
"ARGENTINA",1993,146587,386892,3166208,118732
"BRAZIL",1992,75985,556827,5657051,113028
"ARGENTINA",1993,25787,132172,3988211,72250
"UNITED STATES",1992,200020,198936,4352715,122095
"BRAZIL",1992,56188,40293,5105820,73997
"UNITED STATES",1992,56188,464759,3171663,103423
"UNITED STATES",1992,229030,272567,4957351,92373
"BRAZIL",1993,253954,274514,279838,89310
"PERU",1993,253954,288770,5921744,105525
"BRAZIL",1993,253954,556860,4508407,115010
"PERU",1993,57634,319609,6287985,97715
"UNITED STATES",1993,150788,118310,5021011,79698
"ARGENTINA",1993,150788,524781,8044660,108345
"ARGENTINA",1992,115552,539113,207376,69125
"UNITED STATES",1993,100376,248871,3250269,109191
"BRAZIL",1993,111935,168714,3183920,106962
"UNITED STATES",1992,124174,470615,6906830,95135
"BRAZIL",1992,90773,477548,3768034,91531
"PERU",1992,90773,545617,5900531,99755
"ARGENTINA",1993,141871,455206,1654681,69670
"ARGENTINA",1992,109283,35472,2646043,84448
"PERU",1992,299393,78192,1158488,70211
"ARGENTINA",1992,299393,172870,5595465,116572
"UNITED STATES",1993,12512,267998,7513975,117958
"PERU",1993,12512,33769,4205817,102165
"ARGENTINA",1992,283597,430118,1129841,62885
"CANADA",1992,245917,50520,6087952,88231
"ARGENTINA",1993,109196,523849,2112540,112369
"ARGENTINA",1993,157681,356600,2832768,99395
"PERU",1993,157681,499961,5082756,117656
"BRAZIL",1993,157681,164436,3706062,90025
"PERU",1993,128294,128274,2156559,78136
"UNITED STATES",1993,254902,225487,663860,84748
"ARGENTINA",1993,254902,291294,3157932,77116
"ARGENTINA",1993,148118,99782,5694568,106906
"CANADA",1992,12877,171153,3794865,73449
"PERU",1992,299914,532166,5122048,71888
"UNITED STATES",1993,118882,175899,6722525,118493
"UNITED STATES",1993,118882,93935,2482532,115735
"BRAZIL",1992,38287,145328,1345853,82399
"UNITED STATES",1992,110497,434841,834635,106549
"UNITED STATES",1992,110497,362653,1372512,102938
"PERU",1992,110497,299875,1091168,112491
"UNITED STATES",1993,103898,15574,5862947,89374
"PERU",1993,103898,209389,3181006,77902
"ARGENTINA",1993,209143,283636,3015732,97177
"ARGENTINA",1993,255550,373841,2228862,114889
"ARGENTINA",1993,213347,2306,4229050,72498
"CANADA",1992,103456,17814,5195430,103908
"ARGENTINA",1992,103456,337582,6755226,97174
"UNITED STATES",1992,42686,260030,693014,59401
"BRAZIL",1992,116876,126092,1593278,67085
"ARGENTINA",1993,295853,528249,5170186,76633
"PERU",1992,277610,426614,140193,92435
"ARGENTINA",1992,209134,268553,6709991,91292
"UNITED STATES",1992,87881,291366,5428042,81441
"UNITED STATES",1992,87881,386447,5673691,92005
"ARGENTINA",1993,174622,71139,4439409,66607
"ARGENTINA",1992,174022,41256,762648,71835
"ARGENTINA",1992,73987,481036,3559535,61020
"BRAZIL",1992,6475,369578,1438319,98853
"UNITED STATES",1993,144682,40619,3515360,93576
"PERU",1993,152803,505253,2546657,75493
"PERU",1992,158324,252027,178179,58740
"CANADA",1992,158324,326837,5904581,111829
"UNITED STATES",1993,238910,583434,3826908,91044
"UNITED STATES",1993,184273,572029,2157960,66060
"PERU",1992,41062,484762,4024488,104804
"PERU",1992,253093,28846,2582392,106490
"CANADA",1992,253093,516966,5175473,118976
"CANADA",1993,277739,19626,6528698,92737
"ARGENTINA",1993,4771,77540,3866691,91052
"UNITED STATES",1993,44791,78837,2360579,108949
"CANADA",1993,44791,200077,683942,58623
"CANADA",1993,44791,291772,3351144,105825
"PERU",1993,257179,46531,3546072,88651
"CANADA",1993,186137,350509,3293642,93569
"UNITED STATES",1993,183002,465180,927579,68709
"ARGENTINA",1992,115849,563942,7943443,120355
"ARGENTINA",1993,56269,583464,7353434,92846
"UNITED STATES",1993,109222,424881,1175614,108351
"ARGENTINA",1992,203522,34101,2333115,62106
"UNITED STATES",1992,281134,414023,609987,56220
"PERU",1993,188494,516185,5297115,72069
"PERU",1992,11389,468471,4502599,86367
"UNITED STATES",1993,137986,420696,8002516,97000
"BRAZIL",1993,276205,230614,6892005,92676
"UNITED STATES",1993,276205,120067,1597978,65223
"BRAZIL",1993,276205,149631,3517558,100837
"ARGENTINA",1993,90071,551872,3655315,115431
"ARGENTINA",1992,40448,597735,2815042,109962
"CANADA",1993,168659,298958,8829713,117416
"CANADA",1993,168659,183612,3662517,101736
"ARGENTINA",1993,248179,355324,5056550,82758
"ARGENTINA",1992,201854,304937,8754175,116515
"UNITED STATES",1993,175543,494944,5173038,116335
"CANADA",1993,175543,218547,3627186,87931
"CANADA",1993,175543,505065,104863,64202
"PERU",1993,28441,188619,7383705,102456
"ARGENTINA",1992,272305,69225,4621631,71653
"CANADA",1992,33178,88696,4804735,101081
"CANADA",1992,114574,2218,3226204,67212
"CANADA",1992,298765,30668,3376369,95919
"UNITED STATES",1992,298765,594369,395101,87800
"CANADA",1993,296873,252383,4346629,80122
"ARGENTINA",1993,296873,33247,4235881,70814
"CANADA",1993,258335,258034,4429369,59521
"PERU",1992,34582,322616,1124079,98316
"CANADA",1992,169672,493679,3278394,100359
"CANADA",1992,177191,420797,4294425,103066
"PERU",1993,191966,290843,2156584,110029
"PERU",1992,282274,411879,3198458,107451
"UNITED STATES",1993,160333,373122,3370210,71706
"BRAZIL",1993,90457,576486,6468584,93747
"PERU",1993,90457,189342,5925747,85880
"BRAZIL",1993,55427,214397,2955850,78682
"CANADA",1993,55427,504191,3513799,71710
"ARGENTINA",1993,288380,288384,4126716,82342
"ARGENTINA",1992,299636,167788,5695388,111346
"ARGENTINA",1992,299636,470900,3165528,112252
"UNITED STATES",1992,208861,582305,3828892,83236
"PERU",1992,208861,189593,2530615,100955
"PERU",1992,146836,320436,3955636,87385
"PERU",1993,31897,405301,709292,72376
"BRAZIL",1993,31897,286404,5092998,83423
"PERU",1992,272987,326181,1554834,72430
"ARGENTINA",1992,189670,340339,132414,82759
"CANADA",1992,58648,162695,3198995,105461
"PERU",1992,58648,210214,1758248,67452
"CANADA",1992,58648,533721,2804010,105282
"ARGENTINA",1993,98044,322360,3359110,82941
"UNITED STATES",1993,196144,588056,1585625,68641
"ARGENTINA",1993,196144,270952,5711131,115376
"BRAZIL",1993,196144,487537,7622550,91470
"PERU",1992,244178,391975,7494796,124017
"ARGENTINA",1992,244178,508466,5742943,88466
"CANADA",1993,8470,184112,1172187,71766
"UNITED STATES",1993,199858,394080,3944875,70444
"PERU",1993,199858,491881,7650633,112371
"PERU",1993,199858,228171,2453325,65949
"BRAZIL",1992,190837,541978,2941047,121197
"CANADA",1992,72718,368822,7336342,113448
"CANADA",1992,72718,180277,2903200,81436
"ARGENTINA",1993,259394,420737,4475817,99462
"UNITED STATES",1993,259394,313815,175564,109728
"UNITED STATES",1993,24202,400850,7152140,105049
"CANADA",1992,262789,180104,4795605,71046
"CANADA",1993,193513,187232,5144997,79153
"BRAZIL",1993,193513,397775,6112688,112365
"UNITED STATES",1993,181289,179984,6266243,123838
"BRAZIL",1993,49162,450821,7046448,106308
"UNITED STATES",1993,49162,494710,2761597,102281
"CANADA",1992,32380,12463,1634046,82527
"UNITED STATES",1993,231139,222761,474817,101025
"PERU",1993,231139,325158,5153757,70988
"ARGENTINA",1993,140146,456689,765231,98739
"ARGENTINA",1992,117580,566243,4050726,78553
"ARGENTINA",1993,36617,462257,946122,73153
"ARGENTINA",1993,113435,581744,8767107,109543
"CANADA",1993,113435,285185,3822945,70210
"BRAZIL",1993,169651,580344,2093750,85459
"PERU",1993,169651,588393,6823190,88882
"UNITED STATES",1993,77477,131053,1144756,65043
"PERU",1993,77477,373515,4479570,95310
"PERU",1993,77477,451122,4780660,64386
"UNITED STATES",1992,279764,581844,1494436,115549
"CANADA",1992,279764,239891,1647792,109852
"CANADA",1993,144035,128799,7446416,109667
"BRAZIL",1992,73237,315904,1117375,115193
"BRAZIL",1992,73237,3945,8335021,110936
"UNITED STATES",1992,73237,297854,1011104,111110
"ARGENTINA",1992,145489,212351,5818944,75800
"ARGENTINA",1992,145489,172160,5384539,73929
"PERU",1992,145489,289800,2577297,107387
"BRAZIL",1993,217466,536231,2534420,76032
"BRAZIL",1993,119431,204597,5802105,90094
"BRAZIL",1992,127435,374719,7712910,107622
"UNITED STATES",1992,127435,444702,7039557,98800
"ARGENTINA",1992,171526,168129,4482017,71827
"BRAZIL",1992,127231,124299,2890065,79397
"PERU",1993,65480,488424,5457513,84744
"UNITED STATES",1993,65480,446970,4485663,115017
"CANADA",1993,17930,235638,7868100,94417
"BRAZIL",1992,164392,565538,7004131,96210
"CANADA",1993,48556,2616,3963572,91116
"UNITED STATES",1993,242527,193852,6444655,116751
"BRAZIL",1992,138184,81696,4556606,100661
"PERU",1992,137045,56055,4466818,60663
"CANADA",1992,137045,111212,3148542,73392
"BRAZIL",1992,137045,131931,1864783,117775
"UNITED STATES",1992,21754,103890,3219613,113633
"ARGENTINA",1992,21754,588373,3193049,87681
"UNITED STATES",1992,43633,282543,3546857,91531
"ARGENTINA",1992,43633,286725,5545940,102702
"BRAZIL",1993,223201,5265,108834,70215
"PERU",1992,107375,107981,6730708,119338
"UNITED STATES",1992,107375,264183,3019351,68830
"CANADA",1993,148054,530262,2853265,77534
"BRAZIL",1992,252305,494910,1809645,114293
"BRAZIL",1992,76735,139309,4263324,80898
"PERU",1992,76735,310971,1262508,118917
"CANADA",1992,260299,404456,3795599,81625
"ARGENTINA",1992,252322,105280,2570560,77116
"ARGENTINA",1992,264380,314230,2632769,74653
"BRAZIL",1993,203680,435725,3617004,99642
"ARGENTINA",1993,203680,223069,2797581,59523
"UNITED STATES",1993,240370,332525,3968535,93450
"BRAZIL",1993,240370,333687,4852289,103240
"UNITED STATES",1993,167020,69309,4090560,76698
"PERU",1993,167020,272590,6890977,93754
"CANADA",1993,237826,172587,7156108,99574
"BRAZIL",1993,206759,122850,5624168,112371
"UNITED STATES",1992,260557,52949,7702857,114116
"UNITED STATES",1993,11425,205685,5802764,95440
"PERU",1993,11425,1267,2042118,70095
"BRAZIL",1993,11425,287714,7351344,102102
"UNITED STATES",1992,27304,72900,8708985,112374
"BRAZIL",1992,213916,225926,5918704,111114
"PERU",1992,100541,188401,866830,89364
"UNITED STATES",1992,100541,108891,2764339,113993
"PERU",1993,27076,383729,7838158,108762
"BRAZIL",1992,249979,352822,3779616,112488
"PERU",1993,38044,422412,4963930,80063
"PERU",1993,83320,468573,2774790,92493
"ARGENTINA",1992,226771,105379,3948223,83062
"CANADA",1992,275588,23083,2838151,60364
"ARGENTINA",1993,164953,405298,1848222,72196
"UNITED STATES",1993,203233,512584,459809,95793
"BRAZIL",1992,237004,241687,5267118,97720
"UNITED STATES",1993,158704,329577,3463743,96393
"CANADA",1993,158704,588276,2664380,81855
"UNITED STATES",1993,145609,368757,5835065,109544
"PERU",1993,151907,152909,7769124,117714
"ARGENTINA",1992,95753,145218,4598084,75792
"CANADA",1992,108154,524097,4900196,67264
"UNITED STATES",1993,107680,142419,1543248,87684
"PERU",1993,140503,42455,3546728,83847
"PERU",1993,109382,222936,1104198,111535
"PERU",1992,279506,279135,204998,66847
"CANADA",1992,279506,111240,3843809,75074
"BRAZIL",1992,162244,441390,3541444,79882
"PERU",1993,140636,579515,1514765,95669
"UNITED STATES",1992,190625,545850,1234185,113749
"UNITED STATES",1993,182375,165548,3151243,96812
"PERU",1993,182375,149560,1611169,96573
"UNITED STATES",1993,267133,7953,3556275,111657
"ARGENTINA",1993,267133,427525,7046077,87150
"UNITED STATES",1992,20231,545119,1676289,69845
"PERU",1992,253111,378261,6428400,80355
"BRAZIL",1992,253111,432552,5442286,89071
"PERU",1992,253111,457301,2685169,75496
"ARGENTINA",1993,144461,517268,3625662,77114
"ARGENTINA",1993,47959,423680,149140,96219
"PERU",1993,47959,205096,2330514,60064
"UNITED STATES",1993,13010,343543,7773997,95191
"PERU",1993,13010,117374,1669644,83482
"ARGENTINA",1992,25612,564179,2532296,74589
"ARGENTINA",1992,25612,481709,158923,101440
"CANADA",1992,228448,168894,6966296,117773
"ARGENTINA",1992,110218,443945,3162052,113335
"BRAZIL",1993,74434,492799,4547512,107506
"UNITED STATES",1993,74434,68521,1191616,89371
"PERU",1992,87241,397809,7583303,114407
"PERU",1993,196940,314798,2610403,108766
"CANADA",1993,115337,364492,1170472,93388
"ARGENTINA",1992,34726,439956,5278269,113755
"ARGENTINA",1993,120544,444321,5296545,75918
"UNITED STATES",1993,120544,96161,1010200,69429
"UNITED STATES",1993,120544,368372,4107906,86421
"UNITED STATES",1993,262334,530573,301467,96213
"CANADA",1993,262334,139054,1573992,65583
"PERU",1993,17461,377286,2208497,81796
"CANADA",1993,17461,244854,7227739,107930
"UNITED STATES",1993,7267,283038,1329368,61261
"CANADA",1993,7267,214765,6383050,100785
"ARGENTINA",1992,193328,485625,5569454,96636
"CANADA",1992,193328,167255,4692665,79335
"PERU",1992,193328,71262,5564469,73995
"CANADA",1993,35453,534147,4600462,70867
"PERU",1992,69890,245199,105264,68650
"ARGENTINA",1993,245710,66022,4696059,59281
"CANADA",1992,273481,323444,880458,88045
"PERU",1992,43994,227331,4190205,75499
"ARGENTINA",1992,43994,539427,853444,87984
"PERU",1993,195965,53836,8150885,107389
"ARGENTINA",1993,294872,202258,5801200,69614
"UNITED STATES",1993,198310,511699,615841,102640
"BRAZIL",1992,284743,576884,1317697,117651
"UNITED STATES",1993,71815,376120,1818087,71766
"ARGENTINA",1992,63139,425334,828625,75558
"PERU",1992,63139,181544,2514710,97532
"ARGENTINA",1993,169304,190091,1289750,70865
"UNITED STATES",1993,285514,507505,408369,90748
"ARGENTINA",1993,285514,227046,885457,58381
"ARGENTINA",1993,95585,130734,2271207,105883
"CANADA",1993,95585,36717,2698854,99222
"CANADA",1992,68659,265697,5985648,99760
"UNITED STATES",1993,47011,78153,4190910,67869
"ARGENTINA",1993,207002,587768,5756505,111344
"CANADA",1993,145850,218768,674700,101205
"BRAZIL",1993,145850,71124,4936800,65707
"CANADA",1992,95368,58148,2315151,66368
"CANADA",1992,37063,304938,7693963,116575
"CANADA",1992,123361,492624,1689347,96996
"ARGENTINA",1992,123361,118521,1431753,92371
"ARGENTINA",1992,260210,302322,4881406,79458
"BRAZIL",1993,77755,65452,2289181,85047
"CANADA",1993,77755,319039,497269,63481
"PERU",1993,252260,496592,3882465,95314
"BRAZIL",1992,217420,338329,259788,82038
"PERU",1992,296209,592499,2751651,95488
"PERU",1992,296209,515036,4544567,63060
"ARGENTINA",1992,96109,132958,5853393,119457
"ARGENTINA",1993,10159,161140,1369299,72068
"BRAZIL",1992,174256,591610,8422870,102095
"PERU",1992,181066,371528,3342975,95970
"BRAZIL",1992,181066,63967,8028931,115857
"UNITED STATES",1992,249127,572781,3485068,111225
"UNITED STATES",1993,41327,557883,1263499,116451
"UNITED STATES",1993,82696,122024,3012537,62761
"CANADA",1992,95092,26543,4261666,88172
"ARGENTINA",1992,95092,292525,2767938,91050
"ARGENTINA",1993,240439,313024,3048809,62220
"CANADA",1992,48647,408716,1751415,97481
"BRAZIL",1992,181465,219471,2509780,83427
"UNITED STATES",1992,181465,437565,4859214,90152
"BRAZIL",1993,88654,80369,5707792,80961
"PERU",1992,273853,428412,3537289,80423
"BRAZIL",1992,205999,296321,247654,79038
"ARGENTINA",1992,205999,68127,4481231,65707
"UNITED STATES",1993,213989,295867,5663064,111771
"ARGENTINA",1993,155704,419020,3278988,56340
"PERU",1993,118012,91142,3365425,67988
"UNITED STATES",1993,118012,7750,1259890,99465
"UNITED STATES",1992,234919,200048,2529344,56881
"CANADA",1992,273022,60565,6955028,91533
"ARGENTINA",1992,158590,76067,2803745,62583
"CANADA",1993,221246,342361,2242553,84201
"ARGENTINA",1993,221246,330743,7321957,106423
"ARGENTINA",1993,217867,197871,1771983,118132
"UNITED STATES",1992,218356,180470,2381521,93028
"UNITED STATES",1993,200777,91555,773275,92793
"ARGENTINA",1993,200777,504816,7865812,109247
"UNITED STATES",1993,200777,439966,2172771,114356
"CANADA",1992,34313,468133,2481901,66066
"CANADA",1992,34313,199513,2728366,96750
"UNITED STATES",1992,266180,559487,3198079,92787
"UNITED STATES",1992,266180,97258,3389175,75315
"BRAZIL",1992,247864,314282,2216621,77776
"ARGENTINA",1993,299179,428729,994620,99462
"CANADA",1993,208906,440719,6180685,99581
"UNITED STATES",1993,183925,292752,1926192,104684
"PERU",1992,197284,156861,7287868,115071
"PERU",1993,100693,207797,4234673,102286
"CANADA",1992,213473,213044,3399370,57421
"ARGENTINA",1992,74977,298768,1678412,106005
"ARGENTINA",1992,186454,300441,3803933,86485
"PERU",1992,71314,527980,5299006,120477
"ARGENTINA",1993,204331,507981,8234294,119337
"PERU",1993,167293,406103,1744699,60544
"UNITED STATES",1993,167293,195211,822912,78372
"UNITED STATES",1993,167293,104268,4809142,76335
"UNITED STATES",1993,71803,580158,115146,74287
"CANADA",1993,72982,435700,2780656,98140
"CANADA",1993,99839,521533,4417917,93270
"UNITED STATES",1993,193757,464681,6274901,98739
"CANADA",1992,229810,464544,3620448,90511
"ARGENTINA",1993,108068,164067,5266215,67863
"UNITED STATES",1993,108068,470454,5127948,85465
"BRAZIL",1992,180337,47750,2186702,101865
"BRAZIL",1992,25550,152826,3669335,112729
"CANADA",1992,113810,441267,1460762,72494
"UNITED STATES",1992,113810,74492,2199735,87989
"CANADA",1993,180385,116410,5192132,85584
"BRAZIL",1993,130798,462730,629688,101562
"PERU",1993,130798,281605,5400752,95195
"UNITED STATES",1992,285022,536138,3381436,70446
"PERU",1993,126220,297726,2930307,103422
"PERU",1993,126220,322786,1266139,108526
"BRAZIL",1993,61582,137993,3472992,121859
"BRAZIL",1992,37139,253763,2060100,103005
"ARGENTINA",1993,149255,146801,6725992,110868
"UNITED STATES",1993,149255,430358,2755737,77299
"PERU",1992,185249,253714,2561587,100062
"ARGENTINA",1992,185249,568871,1047519,116391
"CANADA",1992,39425,167212,4208600,76752
"CANADA",1992,102131,328034,2899314,63721
"PERU",1993,93184,413437,5712234,81024
"PERU",1993,118049,520432,1581674,87144
"UNITED STATES",1993,118049,73724,5653407,101863
"BRAZIL",1992,145949,464151,5078302,66907
"PERU",1992,145949,107902,1932818,114594
"PERU",1992,50599,34455,5227110,83367
"PERU",1992,50599,231626,1261664,93456
"CANADA",1993,207040,492573,873576,93933
"BRAZIL",1992,79675,355377,2084083,85941
"ARGENTINA",1992,298225,310506,5104505,90989
"CANADA",1993,170551,210423,1306741,80004
"UNITED STATES",1993,170551,10157,1885654,64029
"CANADA",1993,128803,21718,1731533,98382
"PERU",1993,42257,104549,1623449,93212
"CANADA",1993,42257,352140,3353461,71527
"CANADA",1992,264296,319815,2642112,110088
"UNITED STATES",1992,224383,494344,1231254,80299
"PERU",1992,155461,487360,2756657,80840
"PERU",1992,67168,278028,1931539,60360
"PERU",1992,67168,89124,4244326,66787
"CANADA",1992,52823,460307,3064283,76036
"CANADA",1992,255701,544690,5838899,104080
"PERU",1992,255701,391945,4591240,122215
"ARGENTINA",1992,80926,450723,6837064,100422
"ARGENTINA",1993,27100,98718,947623,103002
"CANADA",1993,27100,136848,7629832,113090
"PERU",1993,27100,534450,667993,89065
"ARGENTINA",1993,112520,17061,2836374,58683
"UNITED STATES",1993,112520,404293,1303827,71836
"PERU",1992,217700,419594,4257672,90814
"ARGENTINA",1993,68932,402789,2250040,101505
"CANADA",1992,3692,345875,3042642,115251
"BRAZIL",1993,210371,343299,1328857,80536
"CANADA",1992,94406,312348,6532304,81619
"BRAZIL",1992,94406,219054,2805274,58382
"PERU",1992,94406,40139,4222635,64747
"BRAZIL",1992,98389,411101,769180,60724
"BRAZIL",1993,174422,332025,2457548,63420
"ARGENTINA",1993,205633,439889,2106846,109731
"CANADA",1992,259528,501910,5378146,114713
"CANADA",1993,95197,321112,1065114,67986
"PERU",1992,47525,414183,2764843,65829
"PERU",1992,47525,569193,3440675,75730
"BRAZIL",1992,47525,235568,3572434,90213
"ARGENTINA",1993,212275,95776,4238073,106306
"CANADA",1993,264079,287611,594679,95916
"PERU",1993,156436,539746,7525024,107143
"UNITED STATES",1992,59897,153919,8901769,118374
"ARGENTINA",1993,160813,342233,2581045,76513
"UNITED STATES",1993,205055,5228,3122021,67993
"PERU",1993,205055,257873,1999299,109851
"CANADA",1992,41608,241450,3328324,83486
"PERU",1993,1597,225398,3705464,79402
"CANADA",1993,241150,297572,6614125,94173
"PERU",1993,264671,547087,1122719,68043
"UNITED STATES",1993,264671,443290,488374,73996
"PERU",1992,108839,581066,1798558,68822
"PERU",1993,274586,547706,6223810,105220
"PERU",1992,37087,483994,3489139,118678
"ARGENTINA",1992,181256,74503,6226185,88650
"ARGENTINA",1992,181256,386813,4377139,113988
"CANADA",1993,67066,234458,5927617,83546
"PERU",1992,26156,460225,1617798,71112
"ARGENTINA",1992,26156,391903,766037,119693
"CANADA",1992,277798,347018,1792395,63900
"PERU",1993,26605,94373,4676405,82042
"CANADA",1993,26605,311897,4398059,114532
"PERU",1992,181037,250453,6068474,84206
"ARGENTINA",1992,181037,521547,5646672,94111
"PERU",1992,181037,227645,6038899,94357
"ARGENTINA",1992,76913,392272,4221020,81855
"UNITED STATES",1993,260525,186302,4673017,83298
"CANADA",1993,260525,234781,3867345,102946
"UNITED STATES",1993,107617,152929,3646732,118915
"CANADA",1992,287006,465264,4458453,73754
"UNITED STATES",1992,210247,299564,3272510,93813
"UNITED STATES",1993,178321,598205,5031577,78190
"PERU",1993,39721,288040,1202795,61681
"BRAZIL",1992,217078,550969,9113969,121196
"UNITED STATES",1993,236941,221795,7663705,103006
"PERU",1993,235441,103117,3125106,67206
"PERU",1992,61948,511180,5150575,71469
"BRAZIL",1992,62104,549183,845261,73929
"PERU",1992,62104,461005,3413773,57958
"ARGENTINA",1993,69029,519345,1882761,81859
"PERU",1993,104630,405540,3330478,86731
"PERU",1993,186991,373895,3553828,118132
"CANADA",1993,186991,236570,6939215,90393
"CANADA",1992,225197,48345,1323086,77600
"CANADA",1992,225197,124283,4565021,78436
"PERU",1993,73186,325165,3332420,71409
"ARGENTINA",1992,17200,191165,3165523,75369
"ARGENTINA",1992,19819,461212,1834869,70391
"ARGENTINA",1993,190978,155383,3883626,86302
"CANADA",1993,190978,186921,6296837,120475
"ARGENTINA",1992,75580,586222,2189926,78492
"UNITED STATES",1992,275267,562062,3867821,67442
"ARGENTINA",1993,102877,448511,4436849,87569
