"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1993,238889,4432584,109672
"BRAZIL",1993,395238,6532778,79993
"UNITED STATES",1992,504362,4802685,81980
"BRAZIL",1993,256257,5823552,72794
"PERU",1993,45345,2018091,77420
"BRAZIL",1992,256100,5069232,63365
"CANADA",1992,85228,5645112,72793
"PERU",1992,217409,2776134,79583
"CANADA",1993,49349,3743114,77900
"CANADA",1993,207996,3769880,114238
"PERU",1993,204895,6119592,107992
"BRAZIL",1993,248408,2170224,81383
"BRAZIL",1993,71839,8873067,108649
"CANADA",1993,75565,4727978,92433
"BRAZIL",1993,436847,6402129,107029
"ARGENTINA",1993,81404,1221922,83124
"BRAZIL",1993,151080,4143146,67864
"ARGENTINA",1993,826,5085484,103609
"PERU",1992,26424,2430756,81025
"CANADA",1992,49605,2970840,93276
"BRAZIL",1992,184573,4061046,99454
"ARGENTINA",1992,106890,7699476,113813
"UNITED STATES",1993,593609,7521998,102154
"BRAZIL",1993,141350,3778906,83481
"BRAZIL",1993,295139,4051076,68047
"PERU",1993,412591,1353213,90214
"UNITED STATES",1993,523736,1984952,105582
"BRAZIL",1993,525337,1907234,81738
"CANADA",1992,388984,8866092,124378
"ARGENTINA",1992,149824,7585223,112429
"BRAZIL",1992,110864,8365625,112491
"PERU",1992,277984,8652287,117718
"UNITED STATES",1992,33081,2793790,60844
"CANADA",1992,391819,703174,114648
"UNITED STATES",1993,157685,972415,104560
"PERU",1993,598417,3561166,90923
"UNITED STATES",1993,512034,1945578,62760
"PERU",1993,552675,160671,103659
"CANADA",1993,174103,2754414,70626
"UNITED STATES",1993,451894,8140286,110752
"ARGENTINA",1992,216495,5081328,84688
"BRAZIL",1993,255788,5963693,104626
"BRAZIL",1993,438460,4522554,83906
"BRAZIL",1993,89277,2473025,75976
"UNITED STATES",1993,209839,5508783,104929
"ARGENTINA",1992,157525,5127364,94951
"PERU",1993,393635,5082142,103717
"BRAZIL",1992,181027,4999386,66481
"ARGENTINA",1992,458669,5480263,97658
"UNITED STATES",1993,737,6288883,98263
"CANADA",1993,209956,6381514,111956
"ARGENTINA",1993,532668,5166544,102038
"ARGENTINA",1993,5886,4080110,107512
"BRAZIL",1993,482101,3086778,64984
"PERU",1993,21564,6551319,89133
"CANADA",1993,13403,5630242,78984
"CANADA",1993,251742,6639421,101623
"PERU",1992,125795,3976605,109247
"CANADA",1992,162895,1069007,117473
"BRAZIL",1992,564989,7258694,123237
"CANADA",1993,497671,6541108,100119
"PERU",1993,145157,2538940,72129
"UNITED STATES",1992,512893,377362,114352
"BRAZIL",1992,582653,3608374,104137
"PERU",1992,37839,8009949,106609
"ARGENTINA",1993,158940,3678049,119936
"UNITED STATES",1993,92859,2540738,111111
"ARGENTINA",1992,78034,2118178,60721
"PERU",1992,594574,4810429,100113
"BRAZIL",1992,113131,1183030,68647
"PERU",1992,595894,183068,119392
"PERU",1993,220907,6415893,109673
"CANADA",1993,234694,928347,97720
"UNITED STATES",1993,415972,3113229,113277
"CANADA",1992,529175,2739441,72249
"BRAZIL",1992,469713,1598555,100961
"UNITED STATES",1993,372052,1112799,67442
"PERU",1993,493243,2474912,74173
"BRAZIL",1993,319757,3693842,106604
"ARGENTINA",1992,196884,6742915,118852
"PERU",1993,278973,9277665,117117
"UNITED STATES",1993,282718,1107155,102042
"BRAZIL",1993,1944,4635155,110756
"UNITED STATES",1993,342886,3279079,115732
"UNITED STATES",1993,75985,1764882,117658
"PERU",1992,25460,1302332,83127
"CANADA",1993,282034,2336846,60961
"ARGENTINA",1993,215520,2924133,86130
"UNITED STATES",1993,177968,1190748,122757
"ARGENTINA",1993,44375,791622,79162
"UNITED STATES",1992,408398,1939959,78382
"PERU",1992,47709,622919,99402
"ARGENTINA",1993,554028,2289512,64920
"BRAZIL",1993,135063,5111469,65883
"CANADA",1993,200445,2203814,80725
"UNITED STATES",1993,466346,2030159,78739
"CANADA",1993,65736,2287125,102103
"PERU",1992,113768,7839744,106905
"ARGENTINA",1992,415667,427312,94958
"CANADA",1993,287966,719053,117237
"PERU",1993,113,559236,60786
"BRAZIL",1993,198066,3173227,69843
"ARGENTINA",1993,413929,5899122,110574
"PERU",1992,251085,2460666,62164
"PERU",1993,68931,3970853,113995
"UNITED STATES",1992,569166,3446040,74108
"PERU",1992,594464,2443633,93506
"ARGENTINA",1993,225026,1426515,57060
"UNITED STATES",1993,247109,3062661,63365
"CANADA",1993,406067,1982082,58382
"PERU",1993,84674,4478409,99520
"UNITED STATES",1993,217771,2842183,101325
"BRAZIL",1992,102978,3726204,118858
"BRAZIL",1992,577943,2879811,121255
"BRAZIL",1993,220187,1873331,66430
"BRAZIL",1993,518264,230803,76934
"CANADA",1993,384588,3733176,100354
"PERU",1993,265360,3180840,79521
"CANADA",1993,518461,1464645,88766
"CANADA",1992,290658,4006195,98918
"UNITED STATES",1993,564278,3683134,80535
"CANADA",1993,298286,1931542,77056
"UNITED STATES",1993,339505,3595572,92669
"BRAZIL",1993,91776,3086526,106066
"CANADA",1992,339939,759905,118735
"ARGENTINA",1993,15781,7574425,101806
"BRAZIL",1992,40070,1972666,60604
"BRAZIL",1992,430512,5997873,86549
"PERU",1992,393688,1368322,106900
"UNITED STATES",1993,255071,943975,61563
"ARGENTINA",1993,445052,2611221,59821
"BRAZIL",1993,101118,2445255,67146
"CANADA",1993,434436,5858502,82224
"CANADA",1992,231054,268915,59102
"CANADA",1993,128034,305864,63721
"PERU",1993,112458,547007,88227
"BRAZIL",1993,136844,1965477,112850
"UNITED STATES",1992,76157,107649,67989
"BRAZIL",1992,126777,6250063,108226
"UNITED STATES",1992,130520,6704448,93031
"CANADA",1992,519689,3516422,102519
"UNITED STATES",1993,332129,4474917,69666
"UNITED STATES",1993,284071,1842134,63303
"UNITED STATES",1993,364329,4779053,83598
"CANADA",1992,472191,2271671,69790
"ARGENTINA",1993,293468,1882347,87687
"UNITED STATES",1993,222737,3153468,99583
"ARGENTINA",1993,139115,1754247,69246
"BRAZIL",1993,587575,166255,99753
"PERU",1993,396696,7055988,107560
"BRAZIL",1993,387939,9425178,121615
"UNITED STATES",1992,71723,4728268,101683
"CANADA",1993,337922,6463783,117594
"ARGENTINA",1993,17702,3045036,97182
"CANADA",1993,501113,1504021,66845
"BRAZIL",1992,341052,4574372,65582
"PERU",1992,48100,4427174,62886
"BRAZIL",1992,204620,905618,91476
"BRAZIL",1992,343284,5606388,79636
"CANADA",1992,128701,7214578,103782
"UNITED STATES",1993,119584,2597799,96214
"ARGENTINA",1993,280768,7463665,104925
"PERU",1992,410021,423605,55860
"ARGENTINA",1992,206809,2829337,102947
"CANADA",1993,411175,3406166,65169
"CANADA",1993,35182,2261172,67030
"BRAZIL",1992,317298,4720539,78916
"CANADA",1992,328173,3574652,72069
"BRAZIL",1992,388467,6058477,93327
"PERU",1992,409839,7026718,104928
"PERU",1993,181863,5426159,116691
"CANADA",1993,533677,615834,102639
"UNITED STATES",1992,501802,2298015,108226
"BRAZIL",1992,382395,3610716,88642
"ARGENTINA",1993,528755,3815398,107023
"BRAZIL",1992,17500,2976750,85050
"PERU",1992,122726,1558109,104923
"BRAZIL",1993,592887,5585185,118791
"ARGENTINA",1992,17854,3401952,106311
"BRAZIL",1992,302544,2087815,92791
"PERU",1992,285096,4518914,64864
"ARGENTINA",1993,511558,3197132,94171
"BRAZIL",1992,444267,4534882,72674
"ARGENTINA",1992,14070,797096,59044
"ARGENTINA",1992,64533,1829981,89851
"UNITED STATES",1993,351153,3101864,72248
"BRAZIL",1993,39436,4536168,82525
"UNITED STATES",1992,265626,6863022,95496
"UNITED STATES",1992,5233,1365876,68293
"PERU",1992,349822,726262,112308
"UNITED STATES",1992,406409,2568937,78922
"PERU",1992,140047,2176254,65222
"UNITED STATES",1993,530035,4442156,63900
"PERU",1993,346568,1130185,96873
"CANADA",1993,150883,8253799,116032
"ARGENTINA",1992,476718,7068551,101681
"PERU",1992,390861,8619369,117111
"PERU",1992,142869,869896,114711
"ARGENTINA",1992,106960,5664844,118017
"CANADA",1993,494732,2369046,103602
"ARGENTINA",1992,362167,1216858,73749
"CANADA",1993,100488,2545300,89308
"UNITED STATES",1993,505284,3446191,77355
"UNITED STATES",1992,563857,5589615,115249
"UNITED STATES",1992,447882,5972663,109791
"CANADA",1992,19221,212080,68413
"BRAZIL",1992,38824,4837178,105769
"CANADA",1992,325366,2511386,83481
"CANADA",1993,137964,792776,120117
"UNITED STATES",1993,423657,1634371,94837
"CANADA",1993,597832,6530477,115788
"ARGENTINA",1993,569242,3524559,78673
"PERU",1992,341034,3128308,64501
"BRAZIL",1992,553686,1503066,104379
"CANADA",1992,299529,5092995,91710
"PERU",1992,394742,6979574,110203
"UNITED STATES",1992,440299,235461,74356
"UNITED STATES",1993,363489,3834600,93148
"UNITED STATES",1992,343549,3110211,95551
"BRAZIL",1992,110422,2664301,85945
"UNITED STATES",1993,197091,5079084,71285
"ARGENTINA",1993,209315,910879,73458
"BRAZIL",1993,196211,1437931,78432
"ARGENTINA",1993,501016,4637474,61019
"BRAZIL",1993,251518,4320330,88170
"UNITED STATES",1993,299759,2900162,105524
"CANADA",1993,440418,1730588,81503
"BRAZIL",1993,465082,3455298,62823
"UNITED STATES",1993,234815,7716618,104988
"CANADA",1993,249111,2438230,63606
"ARGENTINA",1993,110835,2547245,110749
"CANADA",1993,236543,2464896,88771
"ARGENTINA",1992,66951,2140432,115077
"PERU",1992,533387,6681373,85221
"CANADA",1992,418901,6362300,109192
"CANADA",1993,471210,4299531,70871
"CANADA",1993,5058,924528,57783
"UNITED STATES",1993,207228,224771,68112
"ARGENTINA",1992,246243,5137473,71353
"PERU",1992,106583,3147368,95374
"PERU",1993,62263,1293874,73515
"CANADA",1993,561135,4640906,71766
"ARGENTINA",1993,180549,2502973,97772
"PERU",1993,418032,3214833,57000
"ARGENTINA",1993,171448,5629525,91166
"ARGENTINA",1993,318437,2328672,87325
"UNITED STATES",1993,558618,2655718,100595
"PERU",1992,429755,4387036,101083
"BRAZIL",1993,242855,7653404,107870
"PERU",1993,348514,2879687,93750
"UNITED STATES",1993,262322,2797227,77058
"UNITED STATES",1993,38948,747228,113216
"PERU",1993,235807,8278252,104567
"UNITED STATES",1992,177372,3300215,86962
"ARGENTINA",1992,258935,5052978,113635
"PERU",1992,385885,6760084,118252
"BRAZIL",1992,321122,1646078,68586
"ARGENTINA",1992,95425,545441,85225
"BRAZIL",1992,2691,1147456,95621
"BRAZIL",1992,219541,5152749,87631
"ARGENTINA",1992,419997,5020544,115018
"PERU",1992,370045,5190464,66901
"BRAZIL",1993,557307,5836389,81856
"PERU",1993,273472,2358990,86727
"UNITED STATES",1992,380295,5660652,82516
"PERU",1993,518743,3440639,105703
"ARGENTINA",1992,17284,3161768,72076
"ARGENTINA",1992,77173,748760,69010
"PERU",1992,391554,4844469,98732
"UNITED STATES",1992,39484,3786456,85408
"UNITED STATES",1992,48286,3317744,74056
"CANADA",1993,556645,5758282,102097
"UNITED STATES",1993,260220,4017434,70812
"CANADA",1993,550873,3636076,115431
"ARGENTINA",1993,181438,1823316,91165
"BRAZIL",1993,213587,144054,90034
"PERU",1992,184615,6162785,101976
"ARGENTINA",1992,128177,4230146,72310
"PERU",1992,536935,8784859,118314
"UNITED STATES",1992,249768,2164365,103065
"BRAZIL",1992,364929,1914153,119634
"CANADA",1993,219728,606357,98862
"UNITED STATES",1993,189724,2959991,108823
"ARGENTINA",1993,599234,1239885,79992
"ARGENTINA",1993,17227,339833,68653
"ARGENTINA",1993,324452,3020796,88586
"ARGENTINA",1992,233471,2561735,84267
"CANADA",1992,485998,2553369,119038
"UNITED STATES",1992,19096,3938549,60905
"UNITED STATES",1992,252393,261003,80722
"ARGENTINA",1992,553531,5804060,95070
"BRAZIL",1992,416305,977024,73276
"BRAZIL",1992,392206,4180171,77891
"ARGENTINA",1992,93370,4613644,81802
"BRAZIL",1993,398733,1282204,109903
"PERU",1992,430092,4709698,61324
"UNITED STATES",1992,344722,3462751,106002
"UNITED STATES",1992,312490,2259729,90148
"PERU",1993,596550,2687136,98791
"ARGENTINA",1993,140473,4597921,90808
"PERU",1993,491874,839632,111951
"UNITED STATES",1992,538803,3558318,110506
"PERU",1993,247185,2884769,67930
"PERU",1993,145211,124364,75372
"CANADA",1992,510342,1217088,81139
"CANADA",1993,397552,7921091,98972
"ARGENTINA",1993,41408,4789020,80964
"ARGENTINA",1992,325440,1990053,87925
"BRAZIL",1992,466325,1226735,77478
"ARGENTINA",1992,14905,5359605,109194
"PERU",1993,154214,3165452,76092
"ARGENTINA",1993,317372,3612336,83361
"CANADA",1993,159120,2576377,70747
"ARGENTINA",1992,476530,438394,90390
"PERU",1992,315475,5696538,89427
"BRAZIL",1992,583687,637437,106239
"PERU",1992,10919,1756713,109794
"CANADA",1993,120891,6932513,114713
"UNITED STATES",1993,469475,3761347,86667
"UNITED STATES",1993,213724,4926231,98262
"ARGENTINA",1993,66690,795211,99401
"CANADA",1993,293478,1855511,88287
"CANADA",1992,416326,2124333,74538
"BRAZIL",1992,285873,2024298,111531
"BRAZIL",1993,526037,1285179,63780
"ARGENTINA",1992,7466,3463866,82407
"PERU",1993,161288,3262559,80956
"ARGENTINA",1993,183135,818583,73087
"PERU",1993,346867,2438244,114831
"BRAZIL",1992,280148,2345382,67687
"UNITED STATES",1992,86141,1217311,67628
"CANADA",1993,168034,4443384,66121
"ARGENTINA",1992,452012,3596646,57839
"BRAZIL",1993,473252,4236845,73513
"CANADA",1993,127452,5364485,88767
"PERU",1993,167753,7359471,109245
"CANADA",1993,548304,1541599,81136
"BRAZIL",1993,134665,2889422,101979
"CANADA",1993,498182,2773376,70809
"UNITED STATES",1993,16728,4736793,98683
"ARGENTINA",1992,178465,143541,92607
"ARGENTINA",1992,544947,585624,119515
"UNITED STATES",1993,334112,336953,68766
"UNITED STATES",1993,382644,642306,103597
"CANADA",1993,573742,2113498,108943
"UNITED STATES",1992,494197,933877,71470
"UNITED STATES",1992,521445,5318705,87985
"CANADA",1992,450424,4329360,82464
"BRAZIL",1992,462969,1777384,115916
"ARGENTINA",1993,332167,3290467,71949
"PERU",1992,89070,1252879,63544
"UNITED STATES",1992,225816,8108079,104508
"BRAZIL",1992,434643,2440578,94657
"PERU",1992,149301,4144070,81018
"UNITED STATES",1992,464635,7140659,95976
"PERU",1992,285227,5636776,72732
"PERU",1992,205551,1412843,87392
"PERU",1993,215192,597877,66430
"CANADA",1993,579258,2433758,80233
"UNITED STATES",1992,516237,3416250,75192
"PERU",1992,381541,5020107,97351
"PERU",1992,348537,3196408,95131
"PERU",1992,52611,4847191,93816
"PERU",1992,417982,8755015,113997
"PERU",1993,68691,2522728,99581
"ARGENTINA",1993,378886,184697,117892
"PERU",1993,164248,5786978,78734
"ARGENTINA",1993,278399,6614178,82642
"ARGENTINA",1992,445026,1412805,58260
"UNITED STATES",1993,361310,4163266,82278
"PERU",1993,248920,6122549,112134
"UNITED STATES",1992,2785,7203445,101266
"BRAZIL",1992,1197,2283137,65891
"UNITED STATES",1993,182669,8583134,105099
"BRAZIL",1993,207403,129728,78623
"CANADA",1993,161660,6917629,103299
"BRAZIL",1993,551455,433851,90385
"CANADA",1993,315146,563148,69667
"CANADA",1992,129607,6441657,98196
"BRAZIL",1993,500765,4696868,105944
"UNITED STATES",1992,310292,4083950,78136
"CANADA",1993,238221,215613,69552
"CANADA",1993,557529,4264512,95190
"CANADA",1992,84775,4012275,105586
"UNITED STATES",1992,380982,6733534,123778
"CANADA",1992,548578,5294420,97593
"UNITED STATES",1992,116120,1495133,68167
"PERU",1992,421372,3422204,77601
"CANADA",1992,188732,4571853,109243
"CANADA",1993,250497,3088922,86848
"BRAZIL",1992,456141,3686323,65827
"CANADA",1993,171471,4210943,92548
"PERU",1992,339282,1966049,79276
"CANADA",1992,130525,7469607,93331
"CANADA",1992,8342,4921338,75020
"ARGENTINA",1992,443452,1167974,83725
"UNITED STATES",1992,92089,2724321,64864
"PERU",1993,378689,3659076,106060
"BRAZIL",1992,399980,3028436,124798
"CANADA",1993,49368,1251492,79041
"PERU",1993,498008,286704,60358
"CANADA",1993,17967,5850915,113097
"ARGENTINA",1993,215289,3974091,72256
"ARGENTINA",1993,379056,4433466,68102
"CANADA",1992,2932,2135858,110095
"BRAZIL",1992,521972,1794555,119637
"BRAZIL",1993,236485,2199014,85288
"UNITED STATES",1993,524980,4761780,120297
"PERU",1992,23151,3877681,64449
"PERU",1992,324127,4399542,69066
"PERU",1993,6028,4126500,56041
"ARGENTINA",1993,128964,4121441,119577
"CANADA",1992,194294,4761834,83297
"PERU",1992,40592,2255972,91955
"BRAZIL",1993,360099,3164288,69544
"BRAZIL",1993,394834,555500,115729
"BRAZIL",1993,11925,4662102,110215
"PERU",1993,520207,5362776,73630
"PERU",1993,511198,4560989,72550
"PERU",1992,585854,3724473,116389
"BRAZIL",1992,340895,7209217,116152
"UNITED STATES",1992,213449,133518,81745
"UNITED STATES",1993,318710,3049426,103722
"BRAZIL",1993,523504,6818670,91648
"BRAZIL",1992,569144,2649454,72787
"UNITED STATES",1993,272606,3449219,94715
"BRAZIL",1993,460482,1586706,86547
"CANADA",1992,233684,2750039,97060
"PERU",1993,251938,1360742,113395
"CANADA",1993,447300,4880606,74836
"CANADA",1993,188794,5840414,112967
"ARGENTINA",1993,248911,2797289,111594
"ARGENTINA",1992,41318,1873853,75558
"CANADA",1992,67548,2537013,90932
"UNITED STATES",1992,70286,3154519,75376
"CANADA",1992,412864,4308837,106610
"PERU",1992,73039,1617223,60721
"PERU",1992,488611,3867808,95975
"ARGENTINA",1992,376955,6839510,121916
"ARGENTINA",1992,13083,3089840,59764
"CANADA",1992,276205,1719812,70871
"BRAZIL",1992,571753,5912125,109483
"BRAZIL",1992,474195,1666067,70150
"ARGENTINA",1993,449084,4612612,61983
"CANADA",1993,481241,5569656,73333
"PERU",1993,129280,5601099,78556
"CANADA",1992,443647,2468642,95437
"CANADA",1992,130487,3748175,91048
"PERU",1992,457785,2242932,104565
"ARGENTINA",1993,231754,6978963,101144
"PERU",1992,295155,1729810,69008
"BRAZIL",1992,153369,392571,85341
"CANADA",1992,61418,5753519,82764
"CANADA",1992,313013,1128600,61560
"CANADA",1992,278024,1943899,60120
"BRAZIL",1992,540504,3558481,92668
"ARGENTINA",1992,557658,483807,102937
"UNITED STATES",1992,589918,1927574,120473
"CANADA",1993,282458,3180491,86426
"PERU",1993,564896,1521635,117652
"BRAZIL",1992,124141,4453165,69908
"BRAZIL",1992,235704,1849570,98381
"PERU",1992,44650,3315277,95679
"UNITED STATES",1992,518427,930837,86724
"ARGENTINA",1992,594162,4220630,75368
"BRAZIL",1992,482486,145377,88107
"PERU",1992,135642,2137313,100658
"UNITED STATES",1992,320039,3812472,63541
"BRAZIL",1992,15645,1037825,93638
"CANADA",1992,542774,6872765,109005
"BRAZIL",1992,369487,4825057,93388
"ARGENTINA",1992,566362,1445480,85700
"CANADA",1992,441310,5165325,75077
"PERU",1992,483432,1974496,84924
"UNITED STATES",1992,120304,6229507,79458
"ARGENTINA",1992,13816,325204,103788
"CANADA",1993,420925,4924861,110754
"UNITED STATES",1993,365156,2668190,73268
"ARGENTINA",1993,371657,5747728,103718
"ARGENTINA",1993,341907,5558234,116933
"CANADA",1993,119012,4070427,61860
"PERU",1993,597371,146835,88101
"BRAZIL",1993,560381,1856471,86481
"UNITED STATES",1993,109001,1099890,60600
"BRAZIL",1993,304865,8612529,112191
"ARGENTINA",1992,233736,2564689,100183
"CANADA",1992,196771,2403819,112066
"ARGENTINA",1992,331326,399049,81438
"PERU",1992,69960,7069443,115797
"BRAZIL",1992,148060,4687093,66483
"PERU",1992,229834,2857388,105829
"UNITED STATES",1993,222123,4044575,62706
"UNITED STATES",1992,225186,3444627,66670
"PERU",1992,494582,4635086,94593
"PERU",1992,489879,1681965,112131
"ARGENTINA",1993,206896,4453113,108172
"UNITED STATES",1993,295603,7033796,95915
"CANADA",1993,484056,3934433,62401
"BRAZIL",1993,131628,5802031,99577
"ARGENTINA",1993,55673,1954404,97720
"CANADA",1993,395904,6649634,119993
"PERU",1993,491012,4475341,60179
"BRAZIL",1993,181435,697557,90985
"BRAZIL",1993,222315,5400814,74238
"BRAZIL",1993,106841,2402192,110870
"BRAZIL",1992,541353,3388221,83659
"BRAZIL",1992,321506,1124232,91649
"PERU",1992,219738,1790337,99463
"BRAZIL",1993,125963,5101682,119337
"UNITED STATES",1993,144644,4083131,101318
"UNITED STATES",1992,18453,6385471,82287
"ARGENTINA",1992,537648,1668763,101137
"PERU",1992,356571,7337040,97653
"UNITED STATES",1993,424955,6072173,112795
"CANADA",1993,335533,3463292,94111
"BRAZIL",1992,585872,3347923,117471
"ARGENTINA",1993,559565,2924172,97472
"CANADA",1993,596831,5976211,115668
"ARGENTINA",1993,388423,6801345,90684
"BRAZIL",1993,35883,5238374,109132
"ARGENTINA",1993,542482,5027669,91467
"PERU",1992,460480,1944621,86427
"UNITED STATES",1992,3751,3231726,99285
"CANADA",1992,597842,2091125,116389
"BRAZIL",1992,321281,742293,78136
"CANADA",1993,270554,2606963,91472
"ARGENTINA",1993,399574,5633202,100413
"UNITED STATES",1992,343543,1427877,95191
"ARGENTINA",1992,308555,284564,93812
"PERU",1992,583430,6674138,90804
"ARGENTINA",1992,458483,3814103,86487
"PERU",1993,486106,436832,65524
"BRAZIL",1992,584456,4345553,92425
"UNITED STATES",1992,539244,4704284,76993
"ARGENTINA",1992,137072,2814819,66544
"BRAZIL",1992,434141,817091,64507
"UNITED STATES",1992,570503,2442040,94408
"CANADA",1992,72322,3494664,77659
"CANADA",1993,503314,2044434,79037
"BRAZIL",1993,465715,806731,100841
"BRAZIL",1993,230476,5099823,84387
"BRAZIL",1992,181751,6268005,109965
"PERU",1992,116693,670198,102581
"PERU",1993,358260,3187528,79095
"CANADA",1993,269469,2140413,86307
"ARGENTINA",1993,217852,3642330,106190
"UNITED STATES",1993,232009,3540004,56459
"BRAZIL",1993,348418,4598630,87984
"UNITED STATES",1992,266016,3574480,58920
"CANADA",1993,320270,3576600,77415
"BRAZIL",1993,162994,8330809,123419
"CANADA",1993,580098,2399728,70684
"ARGENTINA",1993,511859,3333819,112249
"PERU",1993,104701,6027943,102342
"BRAZIL",1993,74993,974155,118079
"PERU",1993,407001,3865270,54478
"CANADA",1992,183767,4042059,111045
"PERU",1992,359952,740393,120716
"BRAZIL",1992,499048,4871784,62821
"BRAZIL",1992,587549,1845994,98191
"UNITED STATES",1993,90211,790396,72072
"ARGENTINA",1992,122048,393774,64202
"PERU",1992,456586,4937734,92553
"ARGENTINA",1992,174935,4206783,120595
"BRAZIL",1992,504587,6460142,95493
"BRAZIL",1992,188812,174874,114048
"PERU",1993,472911,3042482,113033
"ARGENTINA",1993,291261,3304687,75135
"CANADA",1993,125138,4375695,69787
"CANADA",1993,242461,6126059,84207
"UNITED STATES",1993,236337,820018,76399
"PERU",1992,359165,1113976,73449
"UNITED STATES",1992,485133,2761731,67086
"UNITED STATES",1992,218417,3833933,80124
"BRAZIL",1992,391577,5175873,100113
"ARGENTINA",1993,374695,2858033,106180
"ARGENTINA",1992,585361,3332367,86780
"UNITED STATES",1992,185952,8718350,122277
"PERU",1992,109830,7870792,110389
"PERU",1993,593101,1134376,71644
"PERU",1992,317992,5121429,120598
"CANADA",1993,346598,1700495,98674
"PERU",1992,395155,1410157,75008
"BRAZIL",1993,80902,3728142,112974
"PERU",1993,106646,2151737,99158
"BRAZIL",1992,587251,1338230,80293
"BRAZIL",1992,511866,4225140,112670
"CANADA",1992,119287,4514503,78376
"PERU",1993,40654,6429628,95679
"CANADA",1992,598899,5883727,119872
"BRAZIL",1992,438329,4695346,76038
"BRAZIL",1992,187445,1103356,91946
"ARGENTINA",1993,486038,3750948,61440
"UNITED STATES",1992,338088,317551,67564
"UNITED STATES",1992,575432,4486052,90444
"PERU",1993,187125,1799998,72727
"UNITED STATES",1992,185154,5472086,74349
"ARGENTINA",1993,591949,8057552,122455
"ARGENTINA",1993,414306,3245944,73216
"UNITED STATES",1992,223560,2421153,89013
"ARGENTINA",1992,161299,3961164,81617
"PERU",1992,538635,4003275,100416
"CANADA",1992,85329,3952160,78859
"ARGENTINA",1992,239236,2352790,70513
"PERU",1993,450888,7447383,110331
"CANADA",1993,81696,630811,100661
"BRAZIL",1993,83538,737942,91291
"CANADA",1993,239764,809281,102225
"BRAZIL",1993,248146,1674018,65647
"PERU",1993,469430,5261781,83964
"CANADA",1993,309785,6784230,107686
"UNITED STATES",1993,592970,3102676,123777
"PERU",1993,37803,170598,104448
"ARGENTINA",1992,446543,2439833,89371
"ARGENTINA",1992,312860,8450299,112371
"BRAZIL",1993,95487,3777359,88948
"PERU",1992,527932,582093,117594
"PERU",1992,431914,8140374,110753
"BRAZIL",1992,529595,321664,97474
"ARGENTINA",1992,502594,4994070,95794
"BRAZIL",1992,384810,5752612,113688
"ARGENTINA",1992,110361,5156313,82281
"CANADA",1992,349209,4982432,75491
"PERU",1992,543699,2352604,104560
"BRAZIL",1992,548168,3152234,72968
"BRAZIL",1992,59567,2500505,91593
"UNITED STATES",1993,167912,4787422,118794
"BRAZIL",1993,394793,2431460,113266
"ARGENTINA",1993,60247,785913,72434
"BRAZIL",1993,221302,5174516,73397
"PERU",1993,6190,644559,65771
"ARGENTINA",1993,218947,354526,111955
"ARGENTINA",1993,431845,5970115,106609
"CANADA",1993,558013,712208,64259
"UNITED STATES",1993,256236,826208,71533
"CANADA",1992,581384,2110118,87921
"UNITED STATES",1993,318279,5020396,77835
"PERU",1993,119510,3166085,91770
"ARGENTINA",1993,393732,4805295,109543
"CANADA",1992,292584,2554043,94594
"UNITED STATES",1992,120556,7094475,94593
"UNITED STATES",1993,10061,1998441,58263
"UNITED STATES",1993,493576,729840,94173
"PERU",1993,529338,984463,82038
"UNITED STATES",1993,544692,1406702,104200
"BRAZIL",1993,306002,3427166,60479
"UNITED STATES",1993,369856,2328340,115550
"PERU",1993,359337,3455892,83779
"PERU",1993,84713,6797630,101862
"PERU",1992,229923,6225777,111174
"PERU",1992,62637,6492898,95977
"PERU",1992,284718,6701827,102162
"ARGENTINA",1992,582059,5476944,68461
"PERU",1993,373458,4824036,91886
"BRAZIL",1993,437258,4087686,71713
"BRAZIL",1992,524931,7475488,117354
"ARGENTINA",1992,486734,5110508,103242
"UNITED STATES",1992,123272,1095798,77716
"ARGENTINA",1992,328964,7599118,119577
"PERU",1993,186791,7064245,112667
"ARGENTINA",1993,167139,1654810,72367
"UNITED STATES",1993,494302,3078665,77776
"ARGENTINA",1993,126636,1855495,99757
"BRAZIL",1993,157980,8877440,122278
"ARGENTINA",1993,5960,2918361,111957
"BRAZIL",1993,104377,1205936,82882
"PERU",1992,127014,852587,62460
"ARGENTINA",1993,48362,6356556,78621
"ARGENTINA",1993,503115,2807523,67085
"PERU",1993,50725,5529876,100543
"CANADA",1993,261017,3291948,58680
"ARGENTINA",1993,274426,4713780,84024
"PERU",1993,249421,3722033,82224
"ARGENTINA",1993,424651,5960608,94537
"PERU",1993,102721,158582,103423
"CANADA",1993,221397,783117,79102
"BRAZIL",1993,186212,5024072,77892
"BRAZIL",1993,300007,4144770,60419
"BRAZIL",1992,539996,6059046,122158
"CANADA",1992,188051,569525,68343
"UNITED STATES",1993,317170,2484725,71229
"PERU",1993,346071,2236354,67023
"ARGENTINA",1992,64298,4077196,75737
"UNITED STATES",1992,276836,1363240,108769
"CANADA",1992,507264,578414,76274
"CANADA",1993,282178,3637101,69609
"PERU",1992,499105,3895194,66244
"UNITED STATES",1992,189567,3810088,99393
"ARGENTINA",1992,22187,105372,66550
"BRAZIL",1993,166466,1601420,91947
"ARGENTINA",1992,54352,5831546,78381
