"d_year","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"BRAZIL",24088,165970,4214457,122158
1992,"UNITED STATES",11180,78194,3488437,70331
1992,"PERU",2737,12731,780771,98623
1993,"UNITED STATES",16004,112219,2925354,73872
1993,"PERU",16004,44495,2913527,86369
1992,"BRAZIL",613,57997,1231643,117299
1992,"CANADA",25120,12982,1569043,113698
1992,"BRAZIL",25120,11078,919835,59344
1992,"CANADA",7378,99954,5213138,117237
1992,"BRAZIL",7378,118892,2782255,114653
1992,"UNITED STATES",7378,161179,3651060,74410
1992,"PERU",9340,155427,1320836,88945
1993,"PERU",26696,186086,3297061,70324
1993,"UNITED STATES",26696,146257,4926285,78195
1993,"UNITED STATES",21547,45540,2540273,89132
1992,"PERU",7384,190120,5175683,72607
1992,"UNITED STATES",7384,4679,3933836,95020
1993,"PERU",17122,3872,5856819,106552
1992,"PERU",18551,107843,1032768,111050
1992,"CANADA",18551,173616,6217764,101376
1992,"ARGENTINA",19528,36665,5227818,96099
1992,"UNITED STATES",19528,34037,4334677,58261
1992,"PERU",3886,39114,4751632,63186
1992,"PERU",3886,155846,4899139,114110
1992,"PERU",4591,156600,2816220,99396
1992,"CANADA",16990,100711,6408642,102702
1992,"BRAZIL",16990,165359,262080,85461
1993,"UNITED STATES",6257,184279,4944580,81796
1993,"BRAZIL",18622,199682,5761953,106900
1993,"BRAZIL",18622,50915,2207371,111954
1993,"CANADA",4688,111726,2055722,104263
1993,"ARGENTINA",5395,197420,4832982,91045
1992,"ARGENTINA",4972,145584,5486795,97774
1992,"ARGENTINA",4972,163458,1156302,91287
1993,"UNITED STATES",13303,169311,6033335,82818
1993,"BRAZIL",13303,199649,7956312,104918
1993,"CANADA",24299,183984,6923597,124078
1993,"CANADA",24299,13385,5484357,77902
1992,"ARGENTINA",1768,80106,2965053,65166
1992,"PERU",1768,64369,1733368,80001
1992,"PERU",8839,193480,1840971,94408
1992,"CANADA",8839,95535,5789994,91831
1993,"UNITED STATES",24379,164723,4118906,107263
1993,"PERU",7709,105585,6223939,95434
1993,"PERU",26258,196508,2454885,96270
1993,"UNITED STATES",917,65842,3434896,108470
1993,"PERU",917,194117,3705996,72666
1992,"ARGENTINA",28487,185362,2897614,86841
1993,"UNITED STATES",1037,90328,242570,79099
1993,"BRAZIL",1037,63824,3468370,107269
1993,"PERU",1037,81695,6243993,100601
1993,"ARGENTINA",1037,45405,5217945,81024
1992,"BRAZIL",18343,165309,1319328,82458
1992,"CANADA",18343,135400,284209,86124
1992,"BRAZIL",23449,169028,1513887,65821
1992,"BRAZIL",23449,52009,1383840,57660
1992,"BRAZIL",19457,89101,4166362,65406
1992,"UNITED STATES",19457,182639,640446,103297
1993,"PERU",8116,183926,1646124,120595
1992,"PERU",6415,97786,6778364,107026
1992,"UNITED STATES",2542,177969,7344492,122817
1993,"ARGENTINA",254,114708,1254125,103362
1993,"ARGENTINA",28243,118852,2989618,112251
1992,"PERU",12427,188229,3793593,79033
1992,"BRAZIL",6034,106424,1882432,85825
1992,"UNITED STATES",6034,73312,1670903,77118
1992,"ARGENTINA",106,181677,172349,105520
1992,"UNITED STATES",13132,115079,2037158,65644
1993,"BRAZIL",2461,122799,4066235,109307
1993,"UNITED STATES",18985,97385,642806,82942
1993,"CANADA",14567,129900,6947640,115794
1992,"PERU",2638,6150,739305,63369
1992,"BRAZIL",2638,110080,4218609,65404
1992,"BRAZIL",12745,93686,7316686,100780
1993,"PERU",18296,112333,5611371,80719
1992,"BRAZIL",17563,83007,3222450,59400
1992,"BRAZIL",28333,110073,1871544,64984
1992,"ARGENTINA",21457,75487,5589598,87748
1992,"BRAZIL",21457,46541,1338786,89252
1993,"UNITED STATES",5224,93278,716996,76276
1993,"PERU",5224,108199,5269384,72431
1993,"ARGENTINA",5224,91965,7561693,117417
1992,"UNITED STATES",17845,50563,1779946,90813
1992,"ARGENTINA",21322,75221,2045536,71773
1993,"ARGENTINA",18139,134441,6244062,88526
1992,"ARGENTINA",18634,188898,7788608,119213
1992,"ARGENTINA",18634,81580,1199293,93694
1992,"PERU",2689,64290,3371531,75257
1992,"BRAZIL",2689,121808,4662330,109788
1993,"BRAZIL",5593,130972,4514694,120178
1992,"CANADA",1456,38277,1695301,72916
1992,"BRAZIL",1456,109432,2098722,86485
1992,"ARGENTINA",5533,83211,2197346,71652
1992,"ARGENTINA",5533,8957,5541871,111957
1992,"CANADA",5533,127318,4345351,80718
1993,"UNITED STATES",9352,1257,4511383,69495
1993,"CANADA",14126,74656,1878508,97839
1993,"PERU",14126,136726,7614950,105763
1993,"UNITED STATES",9970,23851,1757101,106491
1993,"UNITED STATES",28705,108568,1362147,94593
1993,"PERU",28705,53306,680022,75558
1993,"BRAZIL",13255,182242,4528900,79454
1993,"BRAZIL",13255,170017,200009,65220
1992,"PERU",4225,112816,2953528,109728
1993,"BRAZIL",1694,87199,5930950,71171
1992,"UNITED STATES",9595,46534,2798201,88831
1992,"CANADA",26677,163949,5779150,120776
1992,"UNITED STATES",26677,158167,3532136,73509
1992,"BRAZIL",1780,129882,1778048,114712
1992,"ARGENTINA",1780,121136,4568349,69427
1993,"ARGENTINA",21757,51653,4172090,96279
1993,"ARGENTINA",21757,69042,1314352,60662
1992,"BRAZIL",16108,62954,5260110,115017
1993,"BRAZIL",24290,76759,850517,104145
1993,"ARGENTINA",20314,197398,7327411,89723
1993,"BRAZIL",20314,3092,3916674,59705
1992,"ARGENTINA",11515,109469,2668620,88707
1993,"UNITED STATES",8966,184973,8229822,123478
1993,"BRAZIL",10460,35168,1826832,66189
1992,"BRAZIL",22366,21501,1941712,85350
1993,"BRAZIL",26638,65024,1910786,59341
1993,"ARGENTINA",26638,44119,5051898,63786
1993,"ARGENTINA",26638,74975,6824895,116998
1992,"UNITED STATES",1690,182313,4107792,83718
1993,"ARGENTINA",24757,162832,8621476,113689
1993,"BRAZIL",24757,110719,7610724,103782
1993,"PERU",24757,42499,1677894,86489
1992,"BRAZIL",7153,136155,2620530,71469
1992,"BRAZIL",7153,102846,1419909,110930
1992,"PERU",28780,25750,4713884,100545
1992,"BRAZIL",28780,176614,3616214,101436
1992,"BRAZIL",28780,165104,2104380,70146
1992,"CANADA",4253,33108,2179022,62466
1992,"BRAZIL",23620,147573,4874674,97234
1992,"PERU",23620,162223,5725655,77113
1993,"ARGENTINA",28399,64384,2699456,80902
1993,"UNITED STATES",17972,54803,3069118,105468
1992,"ARGENTINA",14113,68515,3904598,89010
1992,"UNITED STATES",14113,129409,6152036,86304
1992,"PERU",14113,165971,987930,122218
1992,"CANADA",21475,51753,2195718,102285
1992,"CANADA",5314,110895,8871917,114353
1992,"PERU",24700,10858,4705141,106131
1992,"BRAZIL",24700,88824,6689305,108769
1993,"ARGENTINA",25232,103074,1502512,64624
1993,"PERU",25232,9976,6280280,113158
1993,"PERU",2056,4557,532004,87693
1992,"PERU",27754,141155,1856424,71769
1992,"CANADA",27754,188207,3077395,77712
1993,"UNITED STATES",6487,191538,1779446,97771
1993,"BRAZIL",6799,4850,2383086,105291
1993,"PERU",5335,17617,902350,92076
1993,"BRAZIL",5335,85171,2104229,69370
1993,"UNITED STATES",4402,33348,2156495,76880
1993,"PERU",4402,96219,461779,72912
1993,"ARGENTINA",12676,114491,2065532,90329
1993,"CANADA",3016,109925,3059108,116095
1993,"ARGENTINA",10063,185588,6777999,100414
1992,"CANADA",445,42571,4645146,90814
1992,"CANADA",445,84931,2628655,114955
1992,"BRAZIL",27520,71351,1428138,79341
1993,"BRAZIL",28957,47947,3308565,113696
1992,"BRAZIL",22612,79639,7364766,97117
1993,"UNITED STATES",10970,155353,6354475,84501
1993,"BRAZIL",10970,153642,3947449,101738
1992,"CANADA",9620,195174,5099525,76150
1992,"PERU",9620,22768,635725,101445
1992,"PERU",9620,40024,366327,57841
1993,"BRAZIL",24002,35034,4273422,58141
1993,"PERU",24002,2381,1143491,77002
1993,"BRAZIL",4282,9680,747149,95380
1992,"PERU",10111,136968,2919221,120297
1992,"UNITED STATES",10111,7848,2607422,105350
1992,"CANADA",10111,101139,5586637,68407
1992,"ARGENTINA",28003,128342,2466612,82220
1992,"CANADA",25525,119955,8237516,118497
1992,"UNITED STATES",25525,80637,3785254,97057
1993,"BRAZIL",20269,183513,4067907,95790
1992,"ARGENTINA",9316,123658,1812818,100899
1993,"UNITED STATES",13561,35074,474262,60544
1993,"ARGENTINA",13561,15300,1684405,72918
1993,"ARGENTINA",4111,136221,121950,75433
1993,"CANADA",7034,138788,6625731,109606
1993,"BRAZIL",7034,123230,4047932,75193
1992,"PERU",18959,75028,1715164,60181
1993,"ARGENTINA",16732,148941,2702338,119396
1993,"BRAZIL",9973,66552,7516822,91113
1993,"ARGENTINA",27166,103822,8413378,109549
1992,"UNITED STATES",18730,162223,5259120,77113
1992,"BRAZIL",7495,10470,5005584,82828
1992,"PERU",7495,199044,416066,68582
1993,"BRAZIL",21391,116972,2617484,119338
1993,"BRAZIL",21391,68956,2771928,115497
1992,"CANADA",986,187301,3998304,83298
1992,"ARGENTINA",986,167675,4328792,104560
1993,"UNITED STATES",9668,181491,1493865,94349
1992,"PERU",5860,198741,4507363,110384
1992,"PERU",5860,25503,5782568,85710
1992,"UNITED STATES",5518,177523,1584514,96031
1992,"PERU",5518,99044,949166,62582
1992,"BRAZIL",16603,58973,5210523,115918
1992,"CANADA",16603,107318,4240992,79518
1992,"UNITED STATES",22051,159778,7384159,110266
1993,"UNITED STATES",22972,4093,3266466,59825
1993,"PERU",1745,127701,6174916,103722
1993,"BRAZIL",4348,152280,395687,79936
1992,"CANADA",23300,172070,3289161,68524
1992,"BRAZIL",23300,169838,7173440,114469
1993,"BRAZIL",7072,193583,5244342,100594
1993,"BRAZIL",20519,146927,4540016,118435
1993,"ARGENTINA",25174,173994,4094620,124079
1993,"BRAZIL",7399,92661,2670660,99219
1993,"UNITED STATES",7399,143837,7325832,112849
1993,"BRAZIL",7399,101944,7055978,116756
1993,"ARGENTINA",8935,149591,4774116,98435
1993,"PERU",8935,170736,7407593,108403
1993,"ARGENTINA",8935,148097,5001753,68705
1992,"BRAZIL",4672,33060,271105,59583
1993,"BRAZIL",3554,8111,4170198,61146
1992,"UNITED STATES",6796,187265,2312364,81135
1992,"BRAZIL",6796,163482,6827930,92728
1992,"BRAZIL",21439,148217,1138689,75912
1993,"CANADA",22291,127062,517303,65343
1993,"CANADA",22291,116404,2377749,85224
1993,"CANADA",25835,6016,4517849,55320
1992,"ARGENTINA",9413,132269,3997470,78075
1992,"PERU",1555,1689,3588574,95440
1992,"PERU",1555,178629,5027233,102457
1993,"BRAZIL",13109,78147,4347540,67508
1992,"PERU",19330,98861,1458130,111591
1993,"UNITED STATES",21301,41138,3895659,64747
1993,"BRAZIL",9352,180096,1498338,70565
1992,"ARGENTINA",11722,103135,2811181,68287
1992,"UNITED STATES",11722,47228,108120,70513
1992,"BRAZIL",27055,183513,957906,95790
1993,"CANADA",14695,131495,1813470,91589
1993,"ARGENTINA",14695,97319,781888,78978
1992,"ARGENTINA",29611,37096,911185,61985
1992,"CANADA",22663,19907,8681428,109614
1993,"BRAZIL",14485,105395,2957623,84023
1992,"BRAZIL",16738,11087,4503336,59884
1993,"ARGENTINA",2893,132467,899676,89967
1992,"CANADA",22864,15011,648207,55560
1992,"UNITED STATES",755,2016,3841871,55080
1992,"UNITED STATES",755,190172,229714,75730
1992,"CANADA",20413,108956,7492354,117897
1992,"ARGENTINA",20413,16851,6364260,106071
1992,"CANADA",20413,1483,1246032,83068
1992,"ARGENTINA",17939,162749,2119735,108704
1992,"CANADA",2893,70430,2344319,84025
1993,"UNITED STATES",1715,164632,3030181,101797
1992,"PERU",25228,106412,2581506,85104
1993,"BRAZIL",18076,171131,346213,72127
1993,"ARGENTINA",18076,193064,526462,69423
1993,"UNITED STATES",6676,179130,1813695,72547
1993,"CANADA",6676,35164,4158122,65949
1992,"CANADA",15001,177311,6802719,83298
1993,"BRAZIL",25835,10751,6879645,99705
1993,"UNITED STATES",25835,22175,210656,65830
1992,"BRAZIL",16042,12204,1908702,66972
1992,"BRAZIL",18319,96748,1861637,104684
1992,"PERU",18319,42184,4842574,67570
1992,"ARGENTINA",28198,136316,6491088,81138
1992,"ARGENTINA",4789,49643,6808536,95558
1993,"PERU",683,82632,6071008,96877
1993,"CANADA",683,86511,1647261,89850
1993,"ARGENTINA",683,50138,626762,65287
1993,"PERU",683,58329,2633856,77239
1993,"BRAZIL",13736,13298,3597531,72677
1992,"ARGENTINA",9766,57211,5256945,70092
1992,"BRAZIL",9766,128962,3583728,119457
1993,"UNITED STATES",12592,182312,4361401,83658
1993,"PERU",28429,59702,6502232,99702
1992,"BRAZIL",24185,118517,1956239,92130
1992,"BRAZIL",24185,99388,4671308,83242
1992,"BRAZIL",21427,169829,7025634,113929
1993,"CANADA",18391,132418,7035938,87024
1993,"CANADA",18391,144737,1047657,106903
1993,"ARGENTINA",18391,192474,6908132,93988
1992,"ARGENTINA",4030,69638,1157493,96457
1992,"PERU",4030,196254,1597345,81015
1992,"BRAZIL",4030,33864,2750725,107871
1992,"UNITED STATES",4030,137224,2252538,75673
1993,"CANADA",25264,28127,3703471,63307
1992,"UNITED STATES",19534,114848,8475922,111770
1993,"CANADA",22508,188116,2958498,72246
1993,"BRAZIL",13282,41539,1465724,88831
1992,"PERU",12205,120775,8018113,107746
1993,"BRAZIL",4408,131802,341086,110028
1993,"UNITED STATES",11167,121129,5184740,69007
1993,"UNITED STATES",5138,63746,170974,102584
1992,"ARGENTINA",4841,31731,1466527,99763
1992,"ARGENTINA",4841,101067,922803,64083
1992,"ARGENTINA",8756,130440,4896565,88226
1992,"BRAZIL",8756,130829,6963166,111589
1993,"UNITED STATES",21227,163334,135541,83839
1993,"BRAZIL",21227,143951,395000,119697
1993,"ARGENTINA",19594,138940,1068627,118736
1992,"UNITED STATES",5099,124114,112672,68286
1992,"BRAZIL",5099,29457,415935,83187
1992,"ARGENTINA",12664,120996,5244174,121019
1992,"UNITED STATES",12664,179144,1510577,73388
1992,"BRAZIL",3271,58626,2884008,95077
1992,"UNITED STATES",3271,73014,1465709,59220
1992,"CANADA",23716,23963,9434800,113217
1992,"PERU",16769,67739,7142665,102403
1992,"CANADA",28732,12313,4722344,73518
1992,"BRAZIL",17584,104876,3009392,112852
1993,"BRAZIL",18775,88380,677348,82102
1993,"ARGENTINA",18775,53921,7402184,112495
1993,"CANADA",28810,108171,3103575,70750
1993,"ARGENTINA",28810,97818,1487148,108948
1992,"CANADA",16291,144496,992075,92429
1993,"ARGENTINA",3862,171712,1006012,107022
1993,"UNITED STATES",7009,137066,5029953,66183
1992,"PERU",715,93882,6122872,112552
1993,"UNITED STATES",1648,180309,5639168,83358
1992,"BRAZIL",14272,83140,1556672,67388
1993,"UNITED STATES",16501,6280,1162554,71176
1993,"CANADA",6026,54617,6352447,94296
1993,"UNITED STATES",7055,9743,3926910,99164
1993,"PERU",24857,198222,5016836,79213
1993,"ARGENTINA",21964,97173,3859220,70210
1992,"UNITED STATES",23665,88042,1124803,61802
1992,"BRAZIL",17539,6235,3276471,68473
1992,"CANADA",17539,187514,5477164,96090
1992,"PERU",27410,97193,4387040,71411
1992,"UNITED STATES",15466,36881,7176990,109072
1992,"CANADA",17050,46786,4158672,103966
1992,"CANADA",17050,101618,884307,97176
1993,"ARGENTINA",5443,123942,7761531,117956
1992,"CANADA",18886,124147,2024901,70268
1992,"BRAZIL",18886,136065,3765625,66063
1993,"UNITED STATES",13531,167857,1663070,115491
1993,"CANADA",13531,167934,9126798,120115
1993,"ARGENTINA",13531,57183,2166342,68410
1993,"PERU",21907,170742,7671515,108764
1993,"BRAZIL",3548,92563,4511124,93333
1993,"CANADA",19399,83651,4693080,98079
1993,"ARGENTINA",19399,115989,5714193,120298
1993,"ARGENTINA",3617,190124,2967309,72847
1992,"PERU",14240,185711,6486123,107802
1993,"PERU",26065,127764,2687640,107505
1992,"ARGENTINA",17563,91254,2895206,74715
1993,"BRAZIL",20350,100699,1757479,101981
1993,"ARGENTINA",29342,166557,3896520,97413
1993,"ARGENTINA",29342,117306,1296834,79398
1992,"ARGENTINA",16136,94760,4343031,105285
1992,"PERU",16136,21273,5054150,71656
1993,"UNITED STATES",14174,79736,1698572,102943
1993,"UNITED STATES",17104,22692,639417,96881
1993,"PERU",17104,112513,3403412,91530
1992,"BRAZIL",1687,61244,4213519,72314
1992,"ARGENTINA",1687,46939,701565,113155
1993,"BRAZIL",26008,32168,2048497,66009
1993,"PERU",26008,91048,1433875,62342
1993,"ARGENTINA",26008,16419,5648784,80124
1993,"PERU",5105,45147,648731,65528
1992,"BRAZIL",23782,182201,497881,76992
1993,"PERU",15034,172299,1064121,82277
1992,"ARGENTINA",13001,146729,1836094,106543
1992,"ARGENTINA",21622,158537,7339438,95731
1992,"UNITED STATES",21622,197912,7911005,120594
1992,"BRAZIL",2587,192196,4873222,77291
1992,"CANADA",2587,26732,7723046,99523
1992,"ARGENTINA",23342,21828,1714823,104989
1992,"UNITED STATES",23342,171082,106083,69184
1992,"UNITED STATES",14785,164469,6207446,92007
1992,"UNITED STATES",14785,19397,3633236,78983
1992,"BRAZIL",24835,141034,309608,64501
1993,"PERU",28148,124960,903156,119097
1993,"BRAZIL",2548,166831,7211754,113869
1993,"UNITED STATES",2548,169093,115046,69725
1993,"CANADA",28768,199761,3555912,111645
1993,"BRAZIL",10813,54848,6706564,108170
1993,"PERU",7285,172196,1516755,76091
1992,"CANADA",21557,109743,1190110,105164
1992,"UNITED STATES",21557,167374,1037786,86482
1993,"UNITED STATES",16234,56229,4954219,71113
1993,"PERU",1363,20289,4070436,72556
1992,"ARGENTINA",24409,171017,587525,65280
1993,"CANADA",29674,175984,9488267,123598
1992,"CANADA",9550,23249,2088931,70334
1992,"ARGENTINA",2411,35661,4310982,95799
1992,"UNITED STATES",5834,20450,6852250,82227
1992,"UNITED STATES",14165,191600,6399322,101496
1992,"PERU",14165,13116,617466,61746
1993,"UNITED STATES",25090,55462,4130478,85047
1993,"UNITED STATES",8110,60013,2986167,58380
1993,"BRAZIL",25255,18427,3691832,80725
1993,"BRAZIL",12295,195015,2153419,66600
1993,"ARGENTINA",12295,4729,8005228,98023
1993,"UNITED STATES",12295,75314,5002522,77358
1993,"BRAZIL",15460,195766,6516160,111705
1993,"CANADA",662,83468,4136661,87087
1992,"UNITED STATES",26440,140298,5901858,80297
1992,"CANADA",3055,74625,2879316,95977
1992,"PERU",11434,7683,1196191,95440
1993,"BRAZIL",23914,137301,5420115,80298
1992,"UNITED STATES",20339,88571,907669,93574
1992,"ARGENTINA",18139,182178,4472343,75610
1993,"ARGENTINA",2872,123933,3027370,117415
1993,"ARGENTINA",2872,132911,4000566,116634
1993,"PERU",889,98924,7199412,115375
1993,"PERU",18727,6729,327144,98143
1993,"CANADA",3101,29858,8497651,107271
1993,"PERU",3101,86615,4900926,96096
1992,"BRAZIL",6862,154562,5835781,96993
1992,"ARGENTINA",6862,121673,1677723,101680
1992,"PERU",6862,121244,5066020,75914
1993,"ARGENTINA",21958,143944,1681797,119276
1993,"BRAZIL",21958,165697,3215146,105761
1993,"ARGENTINA",21958,63983,8498567,116818
1993,"UNITED STATES",17840,27098,4336130,61505
1993,"PERU",17840,84406,5750694,83424
1992,"UNITED STATES",20308,168261,5658659,79755
1993,"CANADA",8306,94528,1507294,91351
1993,"CANADA",27295,100209,948012,72552
1993,"ARGENTINA",27295,158539,4888441,95851
1992,"CANADA",8113,74234,2960163,72493
1993,"PERU",8938,94227,4556371,73273
1993,"BRAZIL",8938,64895,4192192,111593
1993,"PERU",1652,134727,5549418,105703
1993,"BRAZIL",15014,22676,5000639,95920
1992,"ARGENTINA",11912,62523,6842305,89131
1992,"PERU",11912,7324,2404767,73879
1992,"BRAZIL",11912,78440,6063831,85106
1992,"BRAZIL",11912,31810,3143967,104508
1992,"UNITED STATES",9328,51110,4889594,63666
1992,"PERU",9328,58513,2767910,88290
1992,"CANADA",9328,15430,4978091,80725
1993,"UNITED STATES",7867,171698,7007972,106181
1993,"CANADA",28186,78688,1425011,100000
1992,"UNITED STATES",17218,177341,1825403,85100
1992,"BRAZIL",1919,188565,6349670,99213
1992,"CANADA",1919,11587,593437,89914
1992,"BRAZIL",1919,69929,1473561,113935
1993,"CANADA",11212,23740,8070802,99824
1993,"CANADA",11212,120614,7061515,98076
1992,"BRAZIL",19046,133588,3389102,97294
1992,"CANADA",18080,196106,2448677,72126
1993,"ARGENTINA",20680,195942,6721126,122276
1992,"CANADA",9481,25018,627101,56580
1992,"ARGENTINA",29804,145427,1722731,88345
1992,"BRAZIL",29804,177852,8105370,115791
1993,"PERU",3757,179587,6333004,99994
1993,"PERU",3757,1763,1498284,99885
1993,"CANADA",29944,33684,4018317,97060
1993,"UNITED STATES",29944,120623,5044269,98617
1993,"BRAZIL",29944,125857,6928888,112971
1993,"BRAZIL",8204,103097,103408,66005
1993,"CANADA",5879,54038,962269,59521
1993,"ARGENTINA",5879,2235,4603507,68233
1993,"PERU",13639,175763,7766922,110325
1993,"PERU",2236,9542,2773892,87092
1992,"CANADA",14425,153648,7187727,102098
1992,"ARGENTINA",14425,152767,7784933,109185
1992,"BRAZIL",9958,148942,549499,119456
1992,"CANADA",3722,129200,1430788,73752
1992,"UNITED STATES",3722,3357,3024840,75621
1992,"CANADA",3722,6865,5437838,106311
1993,"ARGENTINA",16721,101592,6468381,95615
1993,"PERU",16721,158158,1549375,72969
1993,"CANADA",7684,69221,5538093,71413
1993,"UNITED STATES",7684,186665,700664,105099
1992,"BRAZIL",10988,48138,1251221,65167
1993,"PERU",20230,26331,2776184,75439
1993,"CANADA",20230,139305,1978809,80658
1993,"BRAZIL",16538,111897,1737089,114533
1992,"ARGENTINA",24632,177591,6117050,100115
1992,"BRAZIL",9535,168870,8748181,116332
1992,"BRAZIL",9535,20518,4816131,86310
1992,"CANADA",17033,157351,2760366,84501
1993,"ARGENTINA",2713,194584,322287,100714
1992,"UNITED STATES",4643,94856,5789458,111051
1993,"ARGENTINA",21061,8971,1398697,112798
1993,"BRAZIL",21061,47445,4411249,83546
1993,"ARGENTINA",21061,146000,3079424,62760
1992,"UNITED STATES",2119,114244,3452610,75494
1992,"CANADA",19808,58908,1562595,112014
1993,"UNITED STATES",27181,145500,417285,92730
1993,"ARGENTINA",27181,191553,6183508,98673
1992,"CANADA",21800,48860,6625854,108531
1992,"ARGENTINA",9257,27541,4810937,88112
1992,"BRAZIL",1423,53441,4141486,83666
1992,"UNITED STATES",1423,179489,4617605,94108
1992,"CANADA",17717,143704,5884505,104862
1992,"UNITED STATES",10597,23280,4270440,72196
1992,"CANADA",11218,114570,6997461,95074
1992,"BRAZIL",11218,80301,4269291,76878
1992,"BRAZIL",21541,109954,3499758,117837
1992,"PERU",20779,85055,187209,62403
1992,"CANADA",20779,107095,1361081,66125
1992,"UNITED STATES",17050,118495,149835,90809
1992,"BRAZIL",18203,32162,3109602,65649
1992,"CANADA",18203,47462,5708313,84567
1993,"UNITED STATES",4976,113474,5063347,89248
1993,"CANADA",4976,140546,1692838,95192
1992,"CANADA",20146,44837,327856,106909
1992,"PERU",8564,192180,5325345,76330
1992,"UNITED STATES",8564,163362,2565648,85521
1993,"UNITED STATES",5251,68294,2182499,75737
1993,"CANADA",5251,170438,3647383,90505
1992,"ARGENTINA",10925,110977,1280252,119278
1993,"CANADA",22063,149362,1592014,84681
1993,"CANADA",176,134535,1571099,94171
1993,"BRAZIL",176,139116,5490237,69306
1993,"CANADA",176,62428,3406529,83425
1993,"ARGENTINA",2056,153083,222671,68164
1993,"UNITED STATES",151,57313,2480915,76218
1993,"PERU",184,141233,3631555,76453
1993,"CANADA",8617,134176,5324748,72610
1993,"ARGENTINA",27833,12114,4771411,61566
1992,"UNITED STATES",8989,55901,1782624,111414
1992,"UNITED STATES",8989,116345,1645860,81680
1993,"PERU",22249,15092,1268933,60425
1992,"PERU",5690,125231,3014952,75373
1992,"BRAZIL",15424,30076,975887,60364
1992,"PERU",9649,45455,1184780,84027
1992,"BRAZIL",9649,150249,1157622,77954
1992,"PERU",24223,16800,5253408,103008
1993,"CANADA",22243,82392,2102816,82463
1993,"CANADA",22243,153951,3849504,120297
1992,"UNITED STATES",1679,23485,4191636,84508
1992,"PERU",11738,145336,5880321,82879
1992,"ARGENTINA",11738,53322,5866472,76519
1992,"CANADA",24788,143695,3035752,104321
1992,"UNITED STATES",24788,24479,659630,84208
1993,"BRAZIL",24028,868,6208698,106131
1993,"BRAZIL",24028,179282,4410547,81676
1993,"CANADA",24028,174004,2506350,64680
1992,"CANADA",17524,116318,3474543,80058
1992,"CANADA",17524,37853,1891137,107451
1993,"CANADA",11587,56730,3673697,101203
1993,"BRAZIL",5326,119787,5492611,108406
1992,"PERU",13321,123036,492448,63541
1992,"BRAZIL",21739,165116,1110243,70866
1993,"UNITED STATES",23480,107161,2551261,70089
1993,"BRAZIL",29614,108900,3195498,114534
1993,"ARGENTINA",29614,77970,8423022,116878
1993,"CANADA",18205,157917,4502794,118494
1992,"UNITED STATES",25037,50528,1614543,88711
1993,"BRAZIL",5711,111418,3716466,85764
1993,"ARGENTINA",5711,2567,5884118,88173
1993,"CANADA",5711,137298,5020690,80117
1993,"CANADA",7504,78444,3413856,85346
1993,"CANADA",7846,157075,3622624,67924
1993,"ARGENTINA",25294,136558,4420092,95673
1992,"CANADA",5599,146345,6887133,83480
1992,"BRAZIL",5761,19999,1746280,115139
1992,"UNITED STATES",19603,150127,1153577,70627
1993,"BRAZIL",28385,104056,3052944,63603
1992,"ARGENTINA",2102,40906,8333212,110814
1992,"CANADA",2102,10009,3887370,55140
1992,"CANADA",2102,20690,4261885,96641
1992,"CANADA",8131,83534,1456828,91051
1992,"ARGENTINA",8131,144601,2075101,98736
1992,"CANADA",21394,131863,7048879,113691
1992,"BRAZIL",27857,168069,557159,68223
1992,"ARGENTINA",27857,188611,4568551,101976
1992,"ARGENTINA",28366,26157,887099,64989
1992,"BRAZIL",17321,62673,2738111,98140
1993,"ARGENTINA",9130,186562,2373926,98913
1993,"UNITED STATES",9130,138769,7073764,108465
1992,"ARGENTINA",17722,160381,5361933,86482
1992,"BRAZIL",17722,67612,4549276,94776
1993,"BRAZIL",19345,37367,3000028,78261
1993,"BRAZIL",5795,144815,7597323,111588
1993,"ARGENTINA",8105,90062,2670128,63123
1993,"BRAZIL",20314,95644,2439784,98378
1993,"PERU",3215,120087,4837939,66424
1993,"UNITED STATES",3215,90240,2386665,73814
1993,"CANADA",21575,36670,2704025,96400
1992,"ARGENTINA",3188,33448,129855,82886
1992,"ARGENTINA",9599,179841,5291914,115250
1992,"UNITED STATES",11638,22134,1615878,63367
1993,"UNITED STATES",24641,39178,822237,67030
1992,"BRAZIL",7322,46622,5477621,94117
1993,"ARGENTINA",21926,129526,1754626,93331
1993,"BRAZIL",21926,106883,5612943,113392
1993,"BRAZIL",7855,181262,3223824,80595
1993,"BRAZIL",7855,125439,3221746,87865
1993,"BRAZIL",9332,157628,800669,101137
1992,"ARGENTINA",20419,123223,1854375,74773
1992,"BRAZIL",20419,68152,3400775,67209
1992,"CANADA",3133,74589,7355080,93814
1993,"ARGENTINA",27238,96043,1595965,62342
1993,"BRAZIL",14615,109688,3870710,101860
1992,"UNITED STATES",20390,28203,720574,67872
1992,"UNITED STATES",20390,122594,5737277,96995
1993,"PERU",12370,69060,4402318,61743
1993,"ARGENTINA",25412,192416,3828344,90504
1993,"BRAZIL",15775,138651,2889301,101379
1992,"BRAZIL",13798,175873,1481141,116932
1992,"PERU",5369,11260,5165256,70275
1993,"UNITED STATES",3166,126179,4175914,72310
1993,"PERU",7786,50969,6535543,115197
1993,"BRAZIL",10258,1763,5220687,99885
