"d_year","s_nation","lo_partkey","lo_revenue","lo_supplycost"
1992,"CANADA",128096,2562925,67445
1992,"ARGENTINA",105152,3474921,69429
1992,"BRAZIL",22028,3291819,57001
1992,"BRAZIL",183032,2809875,66901
1993,"CANADA",191456,4557240,92847
1992,"BRAZIL",25413,3375470,80304
1992,"UNITED STATES",45233,1378529,70693
1992,"BRAZIL",57054,3912763,60663
1992,"PERU",104451,6622297,87327
1992,"CANADA",94485,6814484,88768
1993,"ARGENTINA",167774,5341133,110506
1993,"PERU",180836,348863,115009
1992,"CANADA",49100,805708,62946
1992,"UNITED STATES",69513,2428351,88950
1992,"PERU",191134,5585367,73507
1993,"PERU",189897,4768536,119213
1992,"UNITED STATES",720,1747136,97243
1992,"ARGENTINA",100744,7621024,104684
1992,"ARGENTINA",143893,759260,116213
1993,"UNITED STATES",111955,1376865,118017
1993,"BRAZIL",76729,1985458,102343
1993,"CANADA",92461,6216448,87207
1993,"CANADA",182378,3607113,87622
1993,"BRAZIL",127839,7762279,112009
1992,"BRAZIL",145817,525312,111768
1992,"PERU",99190,5087354,71351
1993,"ARGENTINA",64534,1114906,89911
1992,"ARGENTINA",101763,4235424,105885
1992,"BRAZIL",73994,1594071,118079
1992,"BRAZIL",24394,1550426,79103
1992,"ARGENTINA",181211,245519,77532
1992,"CANADA",72036,656227,60481
1993,"UNITED STATES",177307,3218497,83058
1993,"CANADA",167307,252871,82458
1992,"PERU",163770,8004406,110026
1993,"BRAZIL",78148,1297313,67568
1993,"BRAZIL",115064,1903461,64743
1993,"CANADA",26373,1689181,77962
1993,"CANADA",184886,5372618,118252
1993,"BRAZIL",168257,662625,79515
1993,"PERU",162154,3611965,72969
1992,"UNITED STATES",183992,201371,124559
1993,"PERU",193317,662845,84618
1992,"ARGENTINA",47005,4116448,57120
1993,"PERU",128763,2128610,107505
1993,"PERU",81511,4534245,89550
1992,"ARGENTINA",69422,4140865,83485
1992,"ARGENTINA",28390,2820036,79103
1992,"BRAZIL",130844,8729255,112490
1993,"CANADA",37080,1594781,61024
1993,"UNITED STATES",185651,5876823,104199
1992,"PERU",161746,723096,108464
1992,"CANADA",137270,627489,78436
1992,"UNITED STATES",87064,2320740,63063
1992,"PERU",198600,1664628,101916
1993,"PERU",129146,2679319,70508
1993,"UNITED STATES",191976,2553942,124078
1992,"UNITED STATES",23086,3834504,60544
1992,"CANADA",197398,942095,89723
1992,"ARGENTINA",13242,1954666,69314
1992,"UNITED STATES",89523,5780851,90751
1992,"BRAZIL",199962,1212432,123717
1993,"UNITED STATES",92983,3912440,118558
1993,"UNITED STATES",74449,2231953,85406
1992,"CANADA",195779,3104619,112486
1992,"UNITED STATES",50432,4961541,82945
1993,"PERU",6351,6161015,75441
1992,"PERU",140313,3044947,81198
1992,"BRAZIL",35444,5021161,82766
1992,"UNITED STATES",63529,6205898,89551
1992,"PERU",41751,167582,101565
1992,"PERU",13989,4110436,114178
1993,"ARGENTINA",31334,1294432,75919
1993,"BRAZIL",23953,7057332,112617
1993,"BRAZIL",176916,3666954,119574
1993,"BRAZIL",11001,2057472,54720
1993,"UNITED STATES",29907,174505,110214
1992,"PERU",6915,2346620,109314
1992,"BRAZIL",129177,2062550,72370
1992,"PERU",1737,5815852,98323
1993,"BRAZIL",63552,5001315,90933
1992,"UNITED STATES",159726,1225003,107143
1992,"CANADA",98671,2304144,100180
1992,"ARGENTINA",154477,2894478,91888
1992,"ARGENTINA",115983,7562141,119938
1993,"BRAZIL",152219,2339026,76272
1993,"BRAZIL",135603,7236057,98316
1992,"BRAZIL",154227,1739896,76873
1992,"BRAZIL",143226,1050914,76153
1992,"UNITED STATES",122791,4701343,108827
1992,"PERU",31664,2074358,95739
1993,"PERU",147267,3154224,78855
1993,"CANADA",75806,2877607,106908
1993,"PERU",188032,5107336,67201
1993,"UNITED STATES",41852,843109,107631
1993,"PERU",188661,2302552,104979
1993,"BRAZIL",137212,3035580,74952
1993,"PERU",27774,2144230,102106
1993,"ARGENTINA",154222,1526359,76573
1993,"ARGENTINA",13937,4044282,111055
1992,"PERU",49387,6080529,80182
1992,"ARGENTINA",39746,5664086,101144
1992,"CANADA",51686,1031738,98260
1992,"UNITED STATES",50436,3649083,83185
1993,"ARGENTINA",198476,7637753,94468
1993,"PERU",177800,1622419,112668
1993,"UNITED STATES",179160,4775722,74349
1992,"CANADA",44971,4454630,114958
1993,"ARGENTINA",46285,5210776,73876
1993,"UNITED STATES",102054,4359374,63363
1992,"ARGENTINA",96905,3689686,114114
1992,"CANADA",187638,8455587,103537
1993,"BRAZIL",36382,2174008,79102
1993,"ARGENTINA",6732,6135405,98323
1992,"BRAZIL",117458,407224,88527
1993,"BRAZIL",156893,4913722,116993
1993,"BRAZIL",172606,1069268,100716
1993,"PERU",182146,2655238,73688
1993,"BRAZIL",82140,4416743,67328
1993,"PERU",50543,4349188,89612
1993,"UNITED STATES",99625,7486248,97477
1992,"PERU",102382,2923810,83062
1992,"ARGENTINA",183396,3728062,88763
1992,"UNITED STATES",133649,2717463,100958
1993,"ARGENTINA",152359,3596119,84681
1993,"CANADA",180779,2447457,111586
1993,"UNITED STATES",143119,5177200,69726
1993,"UNITED STATES",12670,294376,94960
1993,"BRAZIL",102369,2295656,82281
1992,"BRAZIL",64636,1086827,96037
1992,"CANADA",121709,865350,103842
1993,"UNITED STATES",188448,5119418,92186
1992,"CANADA",171673,7599782,104680
1992,"PERU",76922,1036810,113935
1992,"UNITED STATES",24688,957931,96760
1993,"BRAZIL",171824,4830549,113749
1993,"UNITED STATES",33060,1586909,59583
1992,"CANADA",136794,4086323,109847
1992,"BRAZIL",86016,1677364,60120
1992,"BRAZIL",76746,783846,103364
1992,"PERU",122455,3262209,88647
1992,"PERU",174782,3899238,111406
1992,"UNITED STATES",150446,3268224,89786
1992,"BRAZIL",154650,1800110,102279
1993,"ARGENTINA",154455,1965303,90567
1992,"CANADA",176846,4759029,115370
1992,"CANADA",130185,2794914,72910
1992,"UNITED STATES",92969,6085999,117717
1992,"BRAZIL",124946,6113855,118256
1992,"ARGENTINA",150230,3768997,76813
1992,"ARGENTINA",23069,1374995,59523
1992,"PERU",112123,3237362,68107
1992,"CANADA",13159,1676842,64329
1992,"PERU",137320,2296585,81439
1992,"CANADA",189623,7727341,102757
1992,"ARGENTINA",95497,138801,89549
1992,"CANADA",154858,3481387,114771
1993,"BRAZIL",59818,826681,106668
1992,"CANADA",119741,2288962,105644
1993,"PERU",117225,115526,74533
1993,"PERU",163365,424222,85701
1993,"CANADA",7515,284502,85350
1992,"UNITED STATES",194367,3945672,87681
1992,"PERU",18389,392214,78442
1992,"CANADA",20031,4425142,57061
1992,"BRAZIL",25256,2966118,70875
1992,"UNITED STATES",116022,2268073,62281
1992,"ARGENTINA",154354,6020696,84501
1993,"CANADA",14429,3856958,80605
1993,"ARGENTINA",97145,4214496,68528
1993,"BRAZIL",194990,3202544,125099
1992,"PERU",189400,5460140,89364
1993,"UNITED STATES",72007,3682998,58740
1993,"CANADA",158947,6138176,120356
1993,"ARGENTINA",16015,2327525,55860
1992,"CANADA",197781,5185432,112726
1992,"PERU",99226,1881937,73513
1992,"ARGENTINA",170296,4701403,81977
1993,"UNITED STATES",57160,2384019,67029
1992,"UNITED STATES",170511,6324458,94890
1992,"BRAZIL",169001,2236300,64200
1993,"PERU",36624,4635041,93637
1993,"CANADA",160408,3741483,88104
1993,"ARGENTINA",165144,3637093,72548
1993,"ARGENTINA",184158,3735145,74529
1993,"BRAZIL",5319,3565190,73458
1992,"PERU",191547,1284615,98312
1992,"UNITED STATES",124603,3743480,97656
1993,"BRAZIL",15251,3959418,69975
1992,"BRAZIL",110109,1425733,67146
1992,"CANADA",24463,4292801,83247
1992,"CANADA",58547,138509,90332
1992,"ARGENTINA",53730,6330824,101023
1993,"PERU",84891,1181810,112553
1992,"BRAZIL",85326,2958337,78679
1993,"ARGENTINA",124969,3084656,119637
1993,"ARGENTINA",143691,8673450,104081
1992,"PERU",215,1420777,66912
1992,"ARGENTINA",43755,309172,101925
1992,"BRAZIL",103406,3923769,84564
1992,"CANADA",137953,6689592,119457
1992,"ARGENTINA",155938,7497176,119635
1992,"ARGENTINA",44244,446778,71294
1993,"BRAZIL",63195,114660,69491
1992,"ARGENTINA",187805,6814080,113568
1993,"CANADA",42356,2417527,77901
1993,"PERU",148971,569631,121198
1992,"ARGENTINA",51853,5544499,108291
1992,"CANADA",128352,2459783,82821
1993,"BRAZIL",11087,2395392,59884
1993,"UNITED STATES",192227,2018406,79153
1992,"BRAZIL",185593,493505,100715
1992,"UNITED STATES",147695,5693368,104561
1992,"BRAZIL",71655,6942542,97599
1992,"PERU",183045,5248770,67682
1993,"BRAZIL",34407,5364258,80484
1993,"CANADA",168063,736320,67863
1993,"PERU",148277,5608542,79516
1992,"PERU",110408,3404160,85104
1992,"UNITED STATES",18572,2656195,89434
1992,"ARGENTINA",198258,4896062,81375
1993,"ARGENTINA",89842,1758566,109910
1993,"ARGENTINA",172959,7335339,121917
1992,"PERU",159338,1576188,83839
1992,"ARGENTINA",196789,4853997,113146
1993,"BRAZIL",184715,3666009,107982
1992,"ARGENTINA",10919,8249234,109794
1992,"CANADA",82913,7989364,113754
1992,"ARGENTINA",183862,7127685,116751
1993,"BRAZIL",67556,5172452,91413
1992,"UNITED STATES",9597,3917134,90395
1993,"CANADA",179227,1681105,78373
1993,"PERU",56262,1441201,73095
1993,"UNITED STATES",138796,6341034,110087
1993,"BRAZIL",103104,976462,66426
1992,"CANADA",169169,931096,74289
1992,"PERU",48878,3938731,109612
1992,"PERU",73027,1843036,60001
1992,"ARGENTINA",29787,6922056,103006
1992,"ARGENTINA",39676,158335,96940
1993,"CANADA",52416,2209982,82104
1993,"ARGENTINA",117064,99457,64863
1993,"ARGENTINA",67181,1687824,68890
1993,"PERU",4962,2483056,112017
1993,"UNITED STATES",142943,6279542,119156
1993,"UNITED STATES",43792,2421427,104147
1993,"BRAZIL",19249,4345852,70094
1993,"ARGENTINA",43893,4592225,110213
1993,"ARGENTINA",37853,343843,107451
1993,"CANADA",125815,346072,110448
1993,"ARGENTINA",130786,7684979,109006
1992,"BRAZIL",150454,1760206,90267
1993,"CANADA",140690,3769442,103841
1993,"CANADA",76165,3690511,68469
1993,"BRAZIL",118333,2097264,81079
1992,"BRAZIL",150113,2407637,69786
1992,"PERU",17605,3325358,91356
1993,"BRAZIL",26382,2590592,78502
1992,"BRAZIL",64740,5291512,102284
1993,"ARGENTINA",160626,6446261,101197
1992,"ARGENTINA",168606,7395033,100476
1992,"UNITED STATES",157688,3110801,104740
1992,"BRAZIL",29685,3923672,96880
1993,"UNITED STATES",198937,9283840,122155
1993,"BRAZIL",129800,2382399,109788
1993,"UNITED STATES",157857,6518149,114891
1993,"BRAZIL",182978,8330440,123658
1992,"BRAZIL",166505,4626496,94290
1993,"CANADA",117693,3412826,102641
1993,"UNITED STATES",63775,808528,104326
1992,"ARGENTINA",197448,6231214,92726
1992,"BRAZIL",161991,205299,123179
1993,"BRAZIL",95067,2838886,63723
1993,"CANADA",23484,3959241,84448
1993,"ARGENTINA",94964,5485088,117537
1993,"BRAZIL",42607,1913756,92976
1993,"PERU",177310,1956107,83238
1993,"UNITED STATES",20678,294155,95920
1993,"PERU",143153,1641117,71769
1993,"UNITED STATES",40646,7311237,95198
1993,"BRAZIL",124053,538525,64623
1993,"PERU",74449,3558600,85406
1992,"UNITED STATES",115477,1746189,89548
1992,"PERU",187722,2164425,108583
1993,"PERU",14462,1068132,82587
1992,"PERU",59938,371994,113875
1993,"PERU",117680,7496954,101860
1992,"PERU",190206,2193170,77772
1992,"BRAZIL",188915,753470,120234
1992,"BRAZIL",197546,5349722,98612
1992,"BRAZIL",153648,7351084,102098
1992,"CANADA",147990,9786427,122279
1992,"UNITED STATES",145719,1058826,105882
1992,"UNITED STATES",137309,914137,80778
1992,"CANADA",40690,2400375,97841
1992,"CANADA",62732,1993002,101683
1992,"PERU",33310,2387155,74598
1992,"UNITED STATES",36701,3616041,98262
1992,"UNITED STATES",81473,1204301,87268
1992,"UNITED STATES",65328,5377624,77599
1992,"CANADA",59140,939764,65948
1992,"ARGENTINA",152300,5524145,81138
1992,"UNITED STATES",137862,4369678,113991
1992,"PERU",121455,6661742,88587
1992,"UNITED STATES",40644,4595456,95078
1992,"UNITED STATES",86062,1430601,62883
1992,"BRAZIL",22015,4407695,56220
1993,"CANADA",136946,6472316,118976
1993,"UNITED STATES",38566,2888755,90273
1993,"CANADA",153778,2000292,109906
1993,"BRAZIL",139286,5364733,79516
1992,"UNITED STATES",19855,6304267,106491
1992,"CANADA",110085,4231389,65704
1993,"ARGENTINA",68480,4727838,86908
1993,"BRAZIL",131524,4433232,93331
1993,"ARGENTINA",181791,3520845,112367
1993,"ARGENTINA",14170,2443719,65050
1993,"CANADA",183192,5442510,76511
1993,"UNITED STATES",25163,100110,65289
1992,"UNITED STATES",61771,4631694,103966
1992,"ARGENTINA",18912,1702746,109854
1993,"BRAZIL",117240,3360602,75434
1993,"ARGENTINA",198621,7354814,103177
1992,"BRAZIL",108594,951938,96155
1992,"BRAZIL",130276,6270096,78376
1992,"CANADA",112406,5055177,85104
1992,"ARGENTINA",128646,2927270,100478
1992,"PERU",74546,3129271,91232
1993,"PERU",39990,2779185,115799
1993,"UNITED STATES",44300,1097472,74658
1992,"BRAZIL",41064,1133707,60303
1993,"ARGENTINA",159443,676098,90146
1993,"CANADA",5649,6374024,93278
1993,"ARGENTINA",13543,4842995,87392
1992,"ARGENTINA",100577,3814564,94654
1993,"CANADA",106085,4974233,65464
1993,"PERU",131715,6660205,104802
1993,"UNITED STATES",86868,1669374,111291
1992,"PERU",159543,4442240,96152
1993,"UNITED STATES",50916,7271614,112014
1992,"BRAZIL",84374,1597443,81502
1992,"CANADA",70512,5464531,88950
1993,"BRAZIL",65956,7420648,115317
1992,"UNITED STATES",67418,2237437,83124
1993,"UNITED STATES",6748,3276385,99284
1993,"PERU",35117,4999626,63126
1993,"CANADA",4410,4468994,78864
1993,"UNITED STATES",89973,3833680,117778
1993,"UNITED STATES",142731,7151679,106423
1993,"CANADA",106763,4721719,106185
1993,"PERU",161545,3534388,96392
1993,"BRAZIL",77812,4188155,107388
1993,"BRAZIL",105918,6094946,115434
1992,"BRAZIL",91822,8176700,108829
1993,"UNITED STATES",44868,1334264,108771
1993,"PERU",83051,1346333,62043
1993,"ARGENTINA",44953,1656910,113877
1993,"CANADA",87946,2338133,116036
1993,"BRAZIL",93856,869429,110991
1992,"PERU",124989,8660114,120838
1992,"PERU",190498,5718564,95309
1992,"CANADA",137030,3457177,64021
1992,"ARGENTINA",50701,1098380,99102
1993,"ARGENTINA",54186,342054,68410
1993,"ARGENTINA",14735,910650,98983
1992,"ARGENTINA",79582,3447968,93694
1993,"ARGENTINA",4865,7382086,106191
1993,"CANADA",174463,4369461,92247
1993,"CANADA",93819,7717132,108768
1993,"UNITED STATES",48793,5173116,104507
1993,"CANADA",69750,7277982,103185
1993,"UNITED STATES",46581,3058215,91654
1993,"BRAZIL",109809,1709672,109128
1993,"BRAZIL",119031,1255835,63001
1993,"BRAZIL",150540,3550085,95432
1993,"CANADA",98888,7321094,113212
1992,"ARGENTINA",34819,3511127,105228
1993,"CANADA",150816,8064619,112008
1993,"CANADA",21141,2336708,63728
1992,"PERU",36918,4340489,111294
1993,"PERU",4516,6008757,85230
1992,"BRAZIL",48465,6643262,84807
1993,"PERU",196703,5523279,107982
1993,"CANADA",137588,3589280,97534
1993,"BRAZIL",189430,5360549,91165
1993,"UNITED STATES",147767,7349778,108885
1993,"BRAZIL",90045,4426866,62102
1992,"PERU",1428,3739658,79765
1992,"CANADA",133137,802709,70207
1992,"UNITED STATES",181703,2741299,107082
1992,"ARGENTINA",70734,161949,102283
1993,"UNITED STATES",25212,106897,68232
1992,"CANADA",8829,4952787,104269
1992,"UNITED STATES",19463,3218366,82947
1992,"PERU",4706,7489755,96642
1993,"BRAZIL",17552,581941,88173
1993,"BRAZIL",183476,6265950,93568
1992,"BRAZIL",173623,7634790,101797
1992,"PERU",161897,6650431,117533
1992,"ARGENTINA",4499,1389455,84209
1993,"UNITED STATES",81237,241209,73093
1993,"PERU",138482,1769838,91228
1993,"UNITED STATES",106159,5423773,69909
1993,"UNITED STATES",12882,7513367,107692
1993,"ARGENTINA",113091,1929949,66245
1992,"UNITED STATES",17159,5273135,64569
1992,"CANADA",187318,5559406,84318
1993,"UNITED STATES",104316,1452341,79218
1993,"ARGENTINA",170934,2405916,120295
1992,"PERU",19931,1913861,111055
1992,"PERU",68442,6911156,84626
1993,"UNITED STATES",22014,1651121,56160
1993,"BRAZIL",172824,7852834,113809
1992,"ARGENTINA",54566,3462315,91233
1992,"ARGENTINA",83912,2644794,113754
1993,"BRAZIL",1103,2087523,60246
1992,"CANADA",9457,4673259,81987
1992,"PERU",89958,2892705,116877
1993,"ARGENTINA",71495,5426013,87989
1993,"UNITED STATES",12014,3530876,55560
1993,"BRAZIL",170758,3077786,109725
1993,"PERU",13018,1027835,55860
1993,"ARGENTINA",117793,896341,108647
1993,"UNITED STATES",182105,5187627,71226
1993,"ARGENTINA",60052,198361,60723
1993,"BRAZIL",137164,1514662,72069
1992,"BRAZIL",70879,7147897,110992
1993,"CANADA",66241,977864,72434
1993,"PERU",3459,6275444,81747
1993,"ARGENTINA",150912,8307035,117774
1993,"ARGENTINA",62354,4774401,78981
1993,"BRAZIL",126068,2953962,65643
1993,"UNITED STATES",16491,130896,84449
1993,"CANADA",158258,3830287,78975
1992,"PERU",34849,7224552,107030
1992,"CANADA",58541,4453633,89972
1992,"ARGENTINA",190585,6786099,100534
1992,"CANADA",44631,5459557,94537
1993,"CANADA",39318,915321,75438
1993,"ARGENTINA",109587,1756238,95794
1993,"CANADA",12728,1968864,98443
1992,"PERU",42837,345287,106789
1992,"UNITED STATES",181309,4312710,83418
1992,"BRAZIL",138715,2904143,105222
1993,"CANADA",7884,842183,107512
1993,"UNITED STATES",194350,5378759,86661
1993,"PERU",124535,3689847,93571
1993,"ARGENTINA",116784,6596257,108046
1993,"CANADA",186837,3847660,115429
1992,"BRAZIL",148329,2341444,82639
1992,"ARGENTINA",141674,3623495,102940
1992,"PERU",105120,3118832,67507
1993,"ARGENTINA",148783,6044874,109906
1993,"UNITED STATES",13540,7122346,87212
1993,"BRAZIL",152225,114949,76633
1992,"PERU",110266,1899074,76575
1993,"UNITED STATES",123462,5947781,89127
1992,"BRAZIL",12856,6580122,106131
1992,"ARGENTINA",64319,5370652,76998
1992,"BRAZIL",87531,5852414,91111
1992,"BRAZIL",20964,3087564,113097
1992,"UNITED STATES",135933,915552,118135
1993,"BRAZIL",155758,3518675,108825
1992,"ARGENTINA",152592,1184104,98675
1992,"BRAZIL",55587,1036613,92554
1993,"CANADA",3379,5514191,76942
1992,"PERU",130780,4210063,108646
1992,"ARGENTINA",143489,5103158,91948
1993,"UNITED STATES",134648,8244936,100958
1992,"UNITED STATES",154157,1432790,72669
1992,"PERU",116585,3805354,96094
1992,"ARGENTINA",94323,5809381,79039
1993,"BRAZIL",153117,4865317,70206
1993,"CANADA",25934,7871223,111595
1993,"PERU",59209,3059515,70092
1992,"BRAZIL",108797,2885652,108347
1992,"ARGENTINA",53316,5473264,76158
1993,"BRAZIL",159762,6558336,109305
1993,"BRAZIL",52126,3784201,64687
1992,"PERU",94647,7091884,98498
1993,"CANADA",150639,3277882,101377
1993,"PERU",115326,997942,80479
1993,"ARGENTINA",79317,1533534,77778
1992,"ARGENTINA",185282,3247290,82036
1992,"CANADA",20425,1626612,80725
1992,"PERU",80228,4591236,72493
1992,"UNITED STATES",186793,6225864,112787
1992,"ARGENTINA",403,1660531,78204
1993,"PERU",102192,2457643,71651
1992,"PERU",194021,2829920,66901
1992,"PERU",99779,8360219,106726
1993,"ARGENTINA",8655,4095199,93819
1993,"PERU",103820,857195,109429
1993,"UNITED STATES",47338,4370122,77119
1992,"ARGENTINA",29561,1606823,89433
1992,"CANADA",141384,1368364,85522
1992,"ARGENTINA",125040,4899184,63902
1992,"BRAZIL",131912,8397691,116634
1992,"UNITED STATES",44613,1542033,93456
1992,"ARGENTINA",16171,1370921,65230
1993,"PERU",176342,5408130,85100
1993,"BRAZIL",14091,4723923,60305
1992,"BRAZIL",2133,4037007,62107
1992,"UNITED STATES",137913,6168777,117054
1992,"BRAZIL",168028,3125849,65761
1993,"BRAZIL",95467,6225692,87747
1993,"UNITED STATES",24928,5058471,111175
1993,"PERU",6449,6243156,81326
1992,"PERU",132874,3775602,114412
1992,"CANADA",162075,3786443,68224
1992,"BRAZIL",103295,488157,77897
1993,"PERU",56572,1687541,91714
1993,"ARGENTINA",94954,2923425,116937
1993,"BRAZIL",168843,7341465,114710
1993,"CANADA",20241,2991354,69674
1993,"BRAZIL",193370,3292582,87802
1992,"PERU",51148,1022200,65948
1993,"UNITED STATES",53837,4432304,107449
1993,"UNITED STATES",127582,1104171,96574
1993,"CANADA",169663,7810831,103959
1993,"BRAZIL",128558,6980820,95193
1992,"BRAZIL",10913,5369591,109434
1993,"PERU",161923,4287427,119095
1992,"CANADA",50042,1669603,59522
1992,"PERU",132783,2091778,108946
1993,"CANADA",137851,9444250,113331
1993,"UNITED STATES",175740,7936599,108944
1992,"PERU",3367,4161699,76221
1992,"CANADA",186987,3963375,124438
1992,"ARGENTINA",85459,411668,86667
1992,"UNITED STATES",6736,2299822,98563
1992,"ARGENTINA",175989,1839897,123898
1992,"CANADA",37573,2870083,90634
1992,"ARGENTINA",73874,2952896,110872
1993,"ARGENTINA",55932,1098775,113275
1992,"UNITED STATES",172286,3395700,81496
1992,"ARGENTINA",124595,6546382,97175
1992,"BRAZIL",63388,4147385,81082
1992,"ARGENTINA",124625,2454634,98977
1992,"CANADA",172156,5305608,73689
1993,"ARGENTINA",91775,6360372,106006
1993,"BRAZIL",82648,4226618,97838
1993,"PERU",59631,2677030,95437
1993,"BRAZIL",24185,753133,66550
1993,"UNITED STATES",155985,2816552,122458
1993,"CANADA",96800,5986937,107808
1993,"ARGENTINA",102333,3071259,80119
1993,"CANADA",124634,6408946,99517
1993,"ARGENTINA",57087,4040589,62644
1992,"ARGENTINA",27069,4240227,59763
1992,"UNITED STATES",116852,2537898,112131
1992,"CANADA",119112,1903658,67866
1992,"CANADA",71643,156620,96878
1992,"UNITED STATES",176268,4341959,80655
1993,"ARGENTINA",71355,1286559,79581
1993,"PERU",69681,1688645,99040
1993,"ARGENTINA",122773,8799273,107746
1993,"UNITED STATES",180387,5322187,88042
1992,"PERU",10568,2661408,88713
1992,"PERU",124404,3356740,85704
1993,"PERU",143452,4127442,89727
1993,"PERU",152489,2219731,92488
1992,"BRAZIL",2313,884745,72918
1992,"CANADA",151085,4453433,68164
1993,"BRAZIL",23819,3178885,104568
1992,"ARGENTINA",91087,2328652,64684
1992,"BRAZIL",113310,5045781,79398
1992,"UNITED STATES",91010,1650665,60060
1992,"BRAZIL",54634,6227429,95317
1993,"PERU",90688,1661893,100720
1993,"PERU",178771,4395053,110986
1992,"ARGENTINA",81999,576468,118859
1992,"CANADA",155934,6176742,119395
1993,"PERU",81770,1933954,105106
1993,"ARGENTINA",74786,1537160,105646
1992,"PERU",177188,1840836,75910
1992,"ARGENTINA",111526,1958800,92251
1993,"UNITED STATES",54407,4704998,81684
1992,"ARGENTINA",194331,6499504,85519
1992,"PERU",110452,6120353,87747
1992,"BRAZIL",153043,2194272,65762
1992,"PERU",193334,3468411,85639
1992,"ARGENTINA",152033,1826105,65101
1992,"UNITED STATES",100324,385377,79459
1993,"ARGENTINA",4112,402379,60966
1992,"BRAZIL",143459,3605880,90147
1993,"ARGENTINA",93781,7097345,106486
1993,"UNITED STATES",163525,7243651,95311
1993,"CANADA",106395,5059017,84083
1992,"ARGENTINA",34491,2963593,85529
1993,"CANADA",66629,5999531,95737
1992,"PERU",2422,3814329,79465
1992,"CANADA",188793,5193740,112907
1992,"BRAZIL",67267,4829659,74055
1992,"CANADA",80114,2058020,65646
1992,"ARGENTINA",76954,8241294,115857
1993,"PERU",169607,1260803,100596
1992,"PERU",37956,7609891,113637
1992,"UNITED STATES",9593,5769945,90155
1993,"PERU",188043,2778965,67862
1993,"UNITED STATES",35262,2729752,71835
1992,"PERU",22064,98606,59163
1992,"PERU",160620,152936,100837
1992,"CANADA",20270,3053042,71416
1992,"BRAZIL",68438,5442884,84385
1993,"ARGENTINA",92574,5373335,93994
1992,"CANADA",82710,507813,101562
1993,"BRAZIL",168965,8005666,122037
1992,"ARGENTINA",103235,2340254,74293
1992,"BRAZIL",57482,4188886,86368
1993,"UNITED STATES",179342,3722489,85280
1993,"CANADA",198418,6556956,90984
1993,"BRAZIL",5096,1730884,60065
1993,"ARGENTINA",176206,3013170,76932
1993,"CANADA",30709,5738950,98382
1993,"ARGENTINA",113337,4861188,81019
1993,"ARGENTINA",103241,3205162,74654
1993,"BRAZIL",135506,4078809,92490
1993,"PERU",30764,1067698,101685
1993,"PERU",49623,5026093,94357
1993,"UNITED STATES",197171,3462104,76090
1993,"BRAZIL",45340,3508978,77120
1993,"CANADA",195137,443566,73927
1993,"PERU",92924,7387809,115015
1993,"PERU",42154,3812409,65769
1993,"ARGENTINA",76205,2364762,70872
1992,"UNITED STATES",95312,962180,78438
1993,"UNITED STATES",151574,5868307,97534
1992,"BRAZIL",15196,4595881,66671
1992,"BRAZIL",186535,2407972,97291
1993,"CANADA",127920,5206790,116875
1992,"ARGENTINA",1057,1011700,57483
1992,"BRAZIL",156610,1333288,99996
1993,"BRAZIL",29067,3757138,59763
1993,"UNITED STATES",149242,929692,77474
1992,"BRAZIL",196222,5761939,79093
1993,"UNITED STATES",100881,8844836,112912
1992,"CANADA",187181,507272,76090
1992,"BRAZIL",191377,132153,88102
1992,"PERU",49969,189977,115137
1992,"PERU",14389,875871,78202
1992,"ARGENTINA",105558,6904636,93813
1993,"BRAZIL",40714,3301146,99282
1993,"BRAZIL",64511,6232554,88530
1992,"PERU",149736,6378627,107143
1992,"BRAZIL",75959,5224365,116097
1992,"PERU",111570,1722329,94894
1992,"CANADA",142887,2101639,115792
1992,"BRAZIL",85379,4769837,81862
1993,"PERU",191251,362407,80535
1993,"PERU",103509,6534000,90750
1992,"PERU",108967,2711017,118557
1992,"PERU",68394,2787449,81743
1993,"PERU",138561,3039164,95973
1992,"BRAZIL",175021,3748388,65761
1992,"UNITED STATES",141574,1911219,96934
1993,"UNITED STATES",54477,128832,85888
1993,"ARGENTINA",125414,1567517,86364
1993,"BRAZIL",167476,6315879,92608
1992,"BRAZIL",160138,4032905,71887
1993,"PERU",21581,1284705,90154
1993,"UNITED STATES",115565,7434954,94833
1992,"PERU",186483,7376556,94168
1993,"CANADA",186545,2496256,97892
1993,"BRAZIL",77638,2058312,96937
1993,"PERU",184469,1217912,93207
1993,"CANADA",105949,3096624,117296
1993,"CANADA",6660,4323981,93999
1993,"UNITED STATES",131388,1498865,85162
1992,"ARGENTINA",143928,5868433,118315
1993,"PERU",160954,562171,120897
1992,"UNITED STATES",146901,1480404,116874
1993,"BRAZIL",79986,1376186,117958
1992,"CANADA",86464,6474853,87027
1992,"PERU",42895,2646561,110273
1992,"CANADA",26606,3348731,91956
1992,"PERU",62013,780008,58500
1992,"PERU",170071,629870,68464
1992,"BRAZIL",83266,2848312,74955
1993,"BRAZIL",139127,876922,69967
1992,"CANADA",37476,2470745,84808
1993,"UNITED STATES",78867,7364981,110751
1992,"BRAZIL",198399,1173953,89843
1992,"UNITED STATES",88244,1873004,73934
1992,"PERU",172324,3581560,83779
1992,"UNITED STATES",188908,4317297,119814
1992,"ARGENTINA",167953,198053,121257
1992,"PERU",186036,3628645,67321
1992,"CANADA",92268,4549538,75615
1993,"CANADA",145046,3044001,65462
