"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",14018,19970129,72889,372376,111712
"UNITED STATES",19603,19920424,63646,1904204,96578
"UNITED STATES",28955,19961106,1411,3307273,78744
"CANADA",28955,19961106,137970,5903431,120478
"UNITED STATES",28955,19961106,67889,7598352,111412
"ARGENTINA",15388,19920905,96420,5083531,84985
"BRAZIL",15388,19920905,105892,7022193,113873
"CANADA",15817,19930904,105153,1355035,69489
"CANADA",3230,19960405,118918,3873820,116214
"ARGENTINA",29869,19930709,164216,2560420,76812
"PERU",29869,19930709,103053,4156612,63363
"ARGENTINA",29869,19930709,91184,1410216,70510
"CANADA",8485,19960421,25713,3082413,98322
"UNITED STATES",8485,19960421,43952,1313893,113757
"ARGENTINA",5279,19920618,185283,6109370,82096
"BRAZIL",10900,19950525,32885,5699053,109072
"BRAZIL",10900,19950525,155302,2996918,81438
"UNITED STATES",7744,19950212,8944,7411760,111176
"ARGENTINA",7384,19920920,137097,2268180,68045
"ARGENTINA",7384,19920920,91595,5459456,95195
"CANADA",3880,19970504,87018,1417064,60300
"ARGENTINA",20320,19960530,23577,4456692,90034
"UNITED STATES",13654,19971230,12058,2074936,58203
"UNITED STATES",20734,19951219,189353,2280355,86541
"CANADA",17698,19920716,194874,1968870,118132
"BRAZIL",16231,19970403,89632,5237864,97297
"PERU",9172,19970510,137594,3374128,97895
"PERU",17390,19920104,124200,3290649,73452
"PERU",23918,19970421,38720,452830,99523
"PERU",23918,19970421,9111,3378604,61206
"ARGENTINA",19745,19941019,182994,6687907,124619
"ARGENTINA",8521,19920721,146150,4019064,71769
"CANADA",461,19950312,173586,7098023,99574
"PERU",461,19950312,4347,5886303,75080
"BRAZIL",1426,19931110,92560,3428052,93153
"ARGENTINA",1426,19931110,48331,2046928,76759
"BRAZIL",1426,19931110,1030,1525027,55861
"CANADA",24886,19960710,194105,2877840,71946
"BRAZIL",24886,19960710,111350,4489732,81681
"ARGENTINA",3007,19940921,40652,4300155,95559
"UNITED STATES",20326,19930915,171740,2666881,108704
"ARGENTINA",20326,19930915,33505,2249814,86310
"PERU",16624,19950916,177406,4984224,89004
"ARGENTINA",13381,19961128,114039,1629037,63181
"PERU",10960,19960109,87117,4877957,66246
"PERU",11164,19950612,115475,6374740,89428
"CANADA",14050,19951118,172933,5145210,120355
"PERU",14050,19951118,73261,3974317,74055
"CANADA",8516,19921019,103479,140834,88948
"ARGENTINA",10438,19951105,88601,4773568,95376
"CANADA",29107,19970523,153950,4424721,120237
"BRAZIL",19108,19980603,87142,2032452,67748
"ARGENTINA",19108,19980603,193183,4318593,76570
"PERU",3362,19921017,188657,7708790,104739
"CANADA",10015,19930118,196291,971103,83237
"UNITED STATES",10015,19930118,47844,4499310,107510
"UNITED STATES",21805,19960801,120374,3346488,83662
"UNITED STATES",21805,19960801,113427,2411263,86425
"UNITED STATES",12859,19980615,183386,1439992,88162
"UNITED STATES",12410,19950511,162325,6194383,83239
"CANADA",11203,19940704,169480,2944012,92968
"BRAZIL",1579,19951215,94333,2778101,79639
"CANADA",1579,19951215,69577,4350501,92794
"PERU",22663,19960826,124327,5843107,81079
"CANADA",16963,19980224,141888,7754257,115792
"CANADA",11407,19940820,197893,6759071,119453
"BRAZIL",11407,19940820,172419,6654671,89484
"UNITED STATES",11407,19940820,19410,884057,79764
"CANADA",15968,19940924,16263,321937,70755
"UNITED STATES",15968,19940924,129903,927792,115974
"BRAZIL",15968,19940924,102225,4880653,73633
"CANADA",10471,19930407,17292,2697925,72557
"PERU",10471,19930407,20880,691537,108052
"CANADA",6631,19971229,63588,4761799,93094
"BRAZIL",12283,19960210,75270,3590113,74716
"UNITED STATES",11608,19951125,51601,7303430,93156
"BRAZIL",9518,19920831,59971,8110074,115858
"PERU",25966,19960904,58726,5170405,101083
"ARGENTINA",5107,19970203,149564,3599852,96813
"UNITED STATES",17959,19970804,102758,7527206,105645
"CANADA",6106,19971129,136459,275162,89727
"PERU",6106,19971129,49687,1122762,98200
"ARGENTINA",6608,19960301,68351,5882981,79161
"ARGENTINA",24667,19950127,50367,2908730,79041
"ARGENTINA",29566,19980515,136192,3150307,73691
"PERU",29566,19980515,25069,914535,59643
"BRAZIL",29566,19980515,128129,4506982,69427
"ARGENTINA",9950,19920418,25336,4200228,75679
"UNITED STATES",28094,19941218,145483,4677148,91708
"CANADA",25216,19940417,136650,8264585,101199
"BRAZIL",21634,19961024,13585,6473865,89914
"UNITED STATES",21634,19961024,40679,6462483,97180
"UNITED STATES",24667,19950831,95472,6615354,88048
"UNITED STATES",25213,19950228,77588,446190,93934
"CANADA",5419,19920409,105674,4738349,100780
"BRAZIL",8230,19950816,103335,4148823,80299
"CANADA",8230,19950816,137137,3603404,70447
"BRAZIL",27175,19970519,24528,1307268,87151
"CANADA",8995,19920307,180692,7221939,106361
"PERU",8995,19920307,79039,2030969,61081
"BRAZIL",17767,19931127,94363,263327,81441
"ARGENTINA",27722,19960613,161616,2159084,100656
"ARGENTINA",18304,19960219,168591,4475914,99575
"ARGENTINA",18304,19960219,82858,4064596,110451
"ARGENTINA",13517,19960313,5877,4264625,106972
"UNITED STATES",13975,19920411,45598,4584462,92615
"UNITED STATES",13975,19920411,51954,8872197,114357
"BRAZIL",13975,19920411,181603,2971634,101076
"ARGENTINA",15355,19931019,115495,1786909,90629
"BRAZIL",23896,19980117,194070,2165170,69844
"BRAZIL",15748,19980529,139078,110589,67024
"BRAZIL",7150,19980217,144148,2596480,71528
"ARGENTINA",11281,19930404,188216,3469198,78252
"BRAZIL",3049,19920704,52254,5307500,72375
"BRAZIL",3049,19920704,195227,3970626,79333
"UNITED STATES",3049,19920704,38068,1338059,60363
"PERU",10243,19930508,102255,1341485,75435
"PERU",16000,19970104,135046,1219413,64862
"BRAZIL",19054,19951111,27592,4513182,91175
"PERU",28618,19970517,78035,3779614,60781
"BRAZIL",7846,19940225,113602,7124796,96936
"UNITED STATES",19768,19940517,65961,4239312,115617
"BRAZIL",19768,19940517,4452,252299,81387
"UNITED STATES",5480,19920902,50356,2534319,78381
"PERU",5480,19920902,155741,2641207,107804
"UNITED STATES",22,19930604,36301,230137,74238
"ARGENTINA",9311,19950531,76939,6734493,114955
"BRAZIL",9311,19950531,140418,685452,87504
"PERU",29224,19930609,4491,1967640,83729
"ARGENTINA",12568,19961229,131752,6303772,107025
"UNITED STATES",12568,19961229,149240,239798,77354
"BRAZIL",12568,19961229,179448,1787104,91646
"CANADA",20417,19930310,46738,7505472,101083
"BRAZIL",7759,19970915,156772,3401512,109726
"UNITED STATES",15998,19960808,47450,3012902,83847
"CANADA",18781,19941113,168277,1174420,80716
"CANADA",18781,19941113,71436,5251121,84445
"UNITED STATES",6109,19930321,8640,594677,92918
"CANADA",6109,19930321,1934,1835930,110155
"UNITED STATES",11678,19950404,8872,698101,106852
"UNITED STATES",24812,19930410,171358,4390963,85761
"UNITED STATES",21604,19950303,169813,3326925,112968
"UNITED STATES",9833,19951008,137678,5215636,102940
"BRAZIL",1222,19970515,180189,5472704,76150
"UNITED STATES",17321,19971120,112809,6576698,109308
"UNITED STATES",7864,19920329,194652,2515176,104799
"UNITED STATES",12817,19920120,89095,5258920,65045
"ARGENTINA",6430,19931214,113786,6551199,107986
"ARGENTINA",16387,19930306,112045,4081231,63422
"ARGENTINA",20311,19970615,113607,5911948,97236
"CANADA",11761,19921005,81483,6607733,87868
"BRAZIL",11761,19921005,49623,1415358,94357
"CANADA",11761,19921005,86063,2291147,62943
"PERU",27740,19920623,43682,2139394,97540
"BRAZIL",27740,19920623,12948,3889364,111656
"UNITED STATES",21937,19940821,9935,5604897,110695
"CANADA",24341,19980611,156364,4136088,85221
"BRAZIL",5273,19980518,88101,2831660,65346
"BRAZIL",16771,19960603,138964,3885742,120177
"ARGENTINA",16771,19960603,171281,4496331,81136
"BRAZIL",19625,19940831,47089,1414249,62164
"BRAZIL",20722,19970906,132922,1300021,117295
"CANADA",20722,19970906,142165,4287832,72429
"CANADA",5983,19980524,28578,3728760,90394
"PERU",802,19960510,161524,442360,95131
"ARGENTINA",6667,19930222,81359,3988881,80421
"BRAZIL",15274,19971213,174990,2271489,123899
"ARGENTINA",17437,19930621,42835,7431329,106669
"PERU",17437,19930621,120049,3678566,64142
"CANADA",8833,19920910,3553,2916013,87393
"PERU",8833,19920910,191151,5421984,74529
"UNITED STATES",18907,19951113,62669,6980241,97899
"PERU",18907,19951113,65113,4763089,64686
"CANADA",18907,19951113,142634,6392990,100597
"BRAZIL",5759,19950607,149979,5723724,121738
"BRAZIL",5281,19920914,31073,1736037,60244
"UNITED STATES",16900,19950618,93976,1971939,118198
"BRAZIL",17699,19980413,54932,6472169,113215
"BRAZIL",11008,19950218,79557,848175,92193
"BRAZIL",11008,19950218,4412,2170760,78984
"UNITED STATES",2713,19931117,46499,722745,86729
"CANADA",13976,19940925,56302,5209362,75498
"PERU",22363,19951018,106406,2377069,84744
"UNITED STATES",14573,19950614,64098,2931368,63725
"UNITED STATES",14573,19950614,90730,4367212,103243
"ARGENTINA",23800,19971029,118273,4777699,77476
"UNITED STATES",4241,19921104,63093,2756394,63365
"PERU",13865,19920204,96355,3612158,81081
"CANADA",10447,19960703,184716,7355900,108042
"CANADA",14552,19950213,6167,4587759,64389
"BRAZIL",2335,19930620,99400,979580,83964
"CANADA",2335,19930620,98056,671429,63243
"UNITED STATES",22457,19940117,123142,2332610,69908
"PERU",24298,19921126,22618,3882337,92436
"BRAZIL",15610,19951023,141883,7841961,115492
"BRAZIL",21091,19960617,109578,1444688,95254
"BRAZIL",25441,19921231,91545,7453755,92192
"ARGENTINA",24679,19941002,30348,3417002,76700
"PERU",4405,19970125,1823,1024543,103489
"UNITED STATES",12719,19971213,163046,3770736,66542
"PERU",2761,19950116,134286,2064917,79216
"UNITED STATES",23911,19940727,129121,2887951,69007
"CANADA",12328,19960320,119620,4279408,98377
"BRAZIL",17284,19951212,104965,6550117,118197
"BRAZIL",18523,19930513,145546,1757060,95492
"BRAZIL",21128,19940510,30294,2071498,73457
"ARGENTINA",5618,19980519,115788,3674299,108226
"PERU",5618,19980519,14305,3106776,73158
"BRAZIL",23728,19931205,173769,7328656,110565
"UNITED STATES",5720,19940917,50641,3075048,95498
"UNITED STATES",3376,19971109,3102,2985147,60306
"PERU",3376,19971109,125024,566470,62941
"CANADA",11000,19930528,115827,4726833,110569
"BRAZIL",13228,19921016,82634,4607395,96997
"ARGENTINA",23734,19980205,175708,1969204,107022
"ARGENTINA",16870,19950118,69635,3432303,96277
"ARGENTINA",9035,19950816,115756,7405915,106305
"BRAZIL",10321,19971110,14819,3294239,104028
"PERU",6563,19950703,125529,590717,93271
"PERU",6563,19950703,138235,3514114,76393
"PERU",16483,19980129,69615,5064413,95076
"CANADA",19564,19950403,195044,5467392,68342
"CANADA",3817,19930218,24192,642925,66971
"PERU",13166,19961201,165784,2034758,110986
"PERU",15256,19940816,30123,4263029,63187
"CANADA",15256,19940816,136017,1718512,63180
"CANADA",9292,19920816,55738,5040540,101623
"CANADA",8752,19940731,134553,457214,95253
"PERU",8752,19940731,154795,1871987,110987
"CANADA",21436,19951214,39807,6036940,104808
"ARGENTINA",29534,19950513,108412,2480035,85224
"CANADA",17497,19980501,16430,1866151,80785
"BRAZIL",2761,19980320,55094,3648735,62945
"BRAZIL",14767,19940213,122478,2184684,90028
"UNITED STATES",16945,19960309,11040,932019,57062
"ARGENTINA",9898,19980307,75595,5669829,94235
"UNITED STATES",3152,19941104,38372,2559152,78622
"UNITED STATES",24244,19930619,161421,290554,88945
"CANADA",24244,19930619,157446,829898,90206
"CANADA",25499,19930312,186409,568252,89724
"BRAZIL",25499,19930312,174741,5719581,108944
"BRAZIL",22192,19980425,42160,4360144,66129
"CANADA",22192,19980425,138597,6400063,98135
"PERU",22192,19980425,23071,3975285,59644
"UNITED STATES",5204,19971125,191883,7160914,118492
"BRAZIL",5204,19971125,163768,2610258,109905
"ARGENTINA",25090,19950423,25424,5554212,80965
"UNITED STATES",22526,19960627,192114,4882333,72366
"UNITED STATES",22526,19960627,55146,3661290,66068
"PERU",22526,19960627,38251,4866411,71355
"PERU",11062,19950105,70305,1856836,76518
"PERU",2932,19940714,137471,1843350,90508
"UNITED STATES",862,19970728,2039,4472715,56461
"UNITED STATES",110,19950306,42321,866637,75799
"BRAZIL",21616,19950528,135796,879259,109907
"ARGENTINA",10528,19971027,178545,3841295,97412
"CANADA",21166,19980302,186918,1166857,120294
"UNITED STATES",2645,19940223,106201,777436,72432
"BRAZIL",2645,19940223,111004,3410400,60900
"BRAZIL",2645,19940223,143298,6245046,80477
"PERU",16327,19921109,76109,1074249,65106
"PERU",16327,19921109,152934,8941185,119215
"BRAZIL",16327,19921109,151315,1557593,81978
"CANADA",16327,19921109,139293,6005963,79937
"UNITED STATES",13129,19930414,79895,1938636,112493
"PERU",13129,19930414,181848,3768977,115790
"ARGENTINA",10160,19950226,117160,2648610,70629
"ARGENTINA",12925,19920609,90862,6720323,111171
"BRAZIL",27979,19960607,147090,5404588,68225
"BRAZIL",11138,19960707,163432,4641814,89725
"ARGENTINA",11138,19960707,14892,5030381,108413
"BRAZIL",11138,19960707,136567,1491310,96213
"BRAZIL",10145,19971002,50625,5672232,94537
"CANADA",10145,19971002,179220,4914949,77953
"UNITED STATES",10145,19971002,137425,5646403,87745
"CANADA",6631,19940601,103254,1944965,75435
"ARGENTINA",6631,19940601,58136,3720042,65647
"CANADA",7193,19920330,85376,4447595,81682
"UNITED STATES",7193,19920330,50767,1391385,103065
"PERU",7193,19920330,107951,3040290,117537
"ARGENTINA",25162,19940112,176932,5845986,120535
"ARGENTINA",25162,19940112,72746,500153,103124
"ARGENTINA",29996,19970113,89980,6914629,118198
"ARGENTINA",16808,19930405,59472,3950857,85888
"BRAZIL",12859,19950921,125237,5225632,75733
"ARGENTINA",6536,19950712,68375,2904365,80602
"UNITED STATES",6536,19950712,176528,2214237,96271
"UNITED STATES",2513,19960121,46570,4203932,90994
"PERU",11416,19940207,146305,6157874,81078
"UNITED STATES",11416,19940207,137052,3450110,65343
"UNITED STATES",11416,19940207,24506,6656116,85830
"ARGENTINA",11416,19940207,155145,223226,72008
"ARGENTINA",5947,19971223,53596,303719,92975
"PERU",16162,19960930,21640,7269434,93698
"ARGENTINA",26048,19970226,9539,860426,86911
"BRAZIL",26048,19970226,193967,10201752,123657
"CANADA",6653,19950830,81806,804510,107268
"ARGENTINA",6653,19950830,89753,3549981,104565
"PERU",13468,19920314,24897,1984038,109313
"CANADA",9919,19920526,131018,4248490,62940
"ARGENTINA",6985,19950822,20555,283305,88533
"UNITED STATES",6985,19950822,39134,4841962,64387
"CANADA",27553,19970624,29414,999497,80604
"CANADA",27553,19970624,89764,6937874,105225
"PERU",12958,19980513,13608,3043200,91296
"PERU",12958,19980513,54002,3414832,57360
"PERU",18071,19930910,6126,102179,61927
"PERU",18071,19930910,4069,885484,58383
"UNITED STATES",23329,19970426,141839,3114654,112849
"UNITED STATES",23503,19921020,96082,2026790,64684
"PERU",18623,19971224,155277,4616315,79936
"UNITED STATES",22120,19940826,158079,418441,68224
"BRAZIL",25963,19930401,72644,7525459,96998
"CANADA",6169,19980519,97369,4022563,81981
"CANADA",5809,19930221,108961,4609706,118197
"UNITED STATES",28157,19960416,41269,5869761,72615
"ARGENTINA",19237,19980721,117539,6303946,93391
"CANADA",514,19930822,3949,1854792,111176
"BRAZIL",3097,19930118,92069,407447,63663
"CANADA",3097,19930118,100454,2850722,87267
"BRAZIL",3097,19930118,117183,4368655,72010
"ARGENTINA",27565,19961003,184190,344031,76451
"CANADA",1909,19930827,88859,1345234,110871
"ARGENTINA",4039,19920629,68278,115903,74776
"CANADA",4039,19920629,190890,3300162,118853
"ARGENTINA",5278,19920104,79729,1100415,102523
"PERU",5278,19920104,192823,2548040,114949
"UNITED STATES",6178,19970130,71897,2564117,112133
"ARGENTINA",6178,19970130,135225,4355320,75613
"CANADA",16384,19940114,91646,451988,98258
"CANADA",28958,19960805,62753,6845842,102945
"ARGENTINA",29960,19950704,114980,538644,119698
"CANADA",1573,19941116,19482,4669731,84088
"CANADA",1573,19941116,22050,2034500,58323
"BRAZIL",13730,19970129,5324,3619118,73759
"CANADA",3275,19931221,57968,369784,115557
"CANADA",3275,19931221,58177,2724408,68110
"BRAZIL",25180,19980601,63955,353086,115137
"ARGENTINA",3325,19930725,100452,4493880,87147
"UNITED STATES",16324,19970820,144696,496096,104441
"PERU",16324,19970820,7093,1183106,60005
"UNITED STATES",9337,19970303,173441,985900,90866
"BRAZIL",25048,19941116,26397,2310638,79403
"ARGENTINA",25048,19941116,159373,6187838,85942
"ARGENTINA",28477,19950419,40240,424886,70814
"PERU",28477,19950419,97296,5896109,77597
"UNITED STATES",18478,19960214,188515,4618108,96210
"ARGENTINA",7450,19971110,71992,7247123,117839
"UNITED STATES",22330,19930427,197239,2212796,80173
"UNITED STATES",19744,19980425,100337,497486,80239
"BRAZIL",1816,19970426,113270,4704467,76996
"UNITED STATES",1816,19970426,172662,659170,104079
"PERU",1816,19970426,122437,5129896,87565
"ARGENTINA",29440,19961217,97871,5741168,112132
"PERU",28181,19940705,101570,4092368,94294
"UNITED STATES",21349,19931124,106321,2053364,79639
"ARGENTINA",5206,19930206,171519,6802611,95430
"CANADA",5206,19930206,62970,1438129,115978
"CANADA",3814,19971205,55418,3916965,82404
"UNITED STATES",1093,19930823,45597,1160027,92555
"UNITED STATES",29675,19940515,151940,5242786,119516
"BRAZIL",27493,19951225,67800,8131880,106068
"BRAZIL",26260,19960101,124307,3450729,79878
"UNITED STATES",20779,19930603,156854,1054789,114651
"BRAZIL",19426,19930425,77714,3149964,101502
"PERU",4961,19961110,32530,4080458,87751
"PERU",14852,19960903,100737,7034331,104263
"UNITED STATES",20026,19950315,24554,798417,88713
"BRAZIL",21886,19970526,78166,3227675,68649
"CANADA",21886,19970526,127044,308459,64262
"ARGENTINA",19552,19970730,128509,5518087,92250
"BRAZIL",27071,19941027,35878,5622997,108832
"PERU",20224,19960417,129317,2817826,80778
"ARGENTINA",20224,19960417,96072,3144398,64084
"BRAZIL",12068,19931231,103978,9517419,118918
"UNITED STATES",12068,19931231,127057,946375,65043
"UNITED STATES",20152,19920804,123769,1305129,107565
"ARGENTINA",12854,19970308,169658,6266186,103659
"PERU",12854,19970308,30946,337849,112616
"ARGENTINA",12854,19970308,107912,6635208,115194
"CANADA",4508,19940226,186201,846977,77232
"BRAZIL",7754,19980221,38047,3812104,59102
"BRAZIL",7097,19970909,161995,1795752,123419
"ARGENTINA",13034,19960430,46730,1844403,100603
"UNITED STATES",7834,19930512,41012,867239,57180
"BRAZIL",24359,19950815,111434,3613575,86725
"PERU",15583,19960508,177479,3660817,93388
"UNITED STATES",26167,19950312,199342,406457,86480
"CANADA",26167,19950312,132273,4046337,78316
"UNITED STATES",27854,19920912,171550,3016083,97293
"ARGENTINA",27854,19920912,145738,5650856,107023
"BRAZIL",20176,19961008,2847,4703569,104990
"CANADA",27292,19930508,60111,5038501,64266
"CANADA",27292,19930508,74970,8139699,116698
"PERU",9856,19931117,62818,1586701,106848
"ARGENTINA",9856,19931117,179364,2886720,86601
"PERU",22237,19980717,18012,2232024,55800
"BRAZIL",22634,19950225,39753,3503992,101565
"CANADA",22634,19950225,127587,306770,96874
"ARGENTINA",25507,19920430,143871,4756537,114892
"CANADA",9892,19950727,16449,262164,81926
"UNITED STATES",9892,19950727,75954,1563259,115797
"ARGENTINA",17812,19940401,45087,4706284,61924
"CANADA",25435,19920903,162137,2291537,71947
"PERU",19727,19930505,192231,1582583,79393
"UNITED STATES",19607,19971031,121137,3446594,69487
"UNITED STATES",19607,19971031,134587,6937119,97294
"ARGENTINA",10820,19941013,40535,4107875,88531
"ARGENTINA",15496,19950607,16449,3959776,81926
"CANADA",17059,19930112,191242,5690268,79994
"BRAZIL",25384,19960117,46422,5911574,82105
"PERU",27245,19930517,147929,5092545,118615
"ARGENTINA",17960,19930120,9427,4690834,80185
"CANADA",21724,19931101,75692,306854,100061
"UNITED STATES",1474,19940212,107882,5800041,113392
"ARGENTINA",1474,19940212,171759,7030080,109845
"UNITED STATES",1474,19940212,176976,3175944,123178
"ARGENTINA",5848,19970721,193916,7235676,120594
"UNITED STATES",5848,19970721,93349,1822897,80540
"PERU",27631,19950812,169389,6171864,87502
"BRAZIL",12505,19940627,104207,704918,72672
"BRAZIL",19847,19980308,68818,5816066,107208
"PERU",5983,19920605,95108,2334159,66186
"UNITED STATES",19445,19951218,74225,345375,71953
"ARGENTINA",13723,19960421,50048,4792588,59882
"UNITED STATES",13723,19960421,151568,6126795,97173
"BRAZIL",13723,19960421,198994,2725072,125579
"BRAZIL",13723,19960421,107774,3175114,106906
"PERU",6313,19940319,98096,2940913,65645
"BRAZIL",6313,19940319,89379,3273141,82102
"BRAZIL",6313,19940319,190023,1464734,66781
"UNITED STATES",6110,19931206,183396,6596600,88763
"PERU",15787,19940306,128112,2544725,68406
"BRAZIL",15787,19940306,62590,3130021,93155
"UNITED STATES",21685,19960105,97188,4297462,71110
"PERU",21685,19960105,38260,2390528,71895
"CANADA",11968,19980515,174003,3605796,64620
"UNITED STATES",22069,19950728,145472,588778,91048
"BRAZIL",21919,19951210,128323,6351204,81079
"BRAZIL",14749,19971119,10170,1555444,64810
"BRAZIL",14749,19971119,125642,1550905,100058
"ARGENTINA",13232,19920513,145215,4536756,75612
"ARGENTINA",25219,19940724,17899,7109490,109013
"ARGENTINA",12961,19930526,159551,1465600,96633
"BRAZIL",5443,19951004,113190,119115,72191
"BRAZIL",27790,19921002,120001,4357628,61260
"PERU",27790,19921002,56201,448993,69432
"ARGENTINA",10078,19970205,194154,3134104,74889
"PERU",24371,19980117,117738,3539551,105343
"UNITED STATES",27733,19971228,91215,2388295,72372
"BRAZIL",26938,19930411,55856,181185,108711
"UNITED STATES",22028,19950326,67126,4726650,65587
"BRAZIL",22028,19950326,146358,3791745,84261
"CANADA",17329,19960608,122219,4244938,74472
"ARGENTINA",17329,19960608,161255,4376531,78975
"PERU",23248,19970328,169413,4046979,88944
"UNITED STATES",12938,19940816,157569,6727452,97593
"ARGENTINA",12938,19940816,182527,4841436,96571
"ARGENTINA",16610,19950825,155728,6817377,107023
"UNITED STATES",16610,19950825,178738,6520243,109003
"CANADA",2779,19920429,107866,8447360,112431
"PERU",2197,19980415,119568,3797443,95253
"ARGENTINA",29917,19930316,62930,4599819,113575
"CANADA",29917,19930316,172783,8195124,111346
"PERU",29917,19930316,148958,6209503,120417
"UNITED STATES",10678,19930615,53063,3571450,60963
"PERU",10678,19930615,75782,1119705,105466
"BRAZIL",9742,19950601,111715,4085395,103602
"PERU",9742,19950601,179495,3967714,94469
"BRAZIL",9742,19950601,167740,6052313,108464
"CANADA",160,19920506,139487,5834206,91588
"ARGENTINA",418,19960422,14330,4444746,74659
"BRAZIL",418,19960422,156238,465922,77653
"ARGENTINA",15391,19940819,67797,5082595,105887
"ARGENTINA",8158,19950928,5439,6258321,80665
"ARGENTINA",29111,19920508,16525,5691120,86491
"CANADA",29111,19920508,59424,3054591,83005
"CANADA",19130,19980331,49825,6197671,106489
"CANADA",19130,19980331,193717,3824219,108642
"PERU",1525,19970412,125452,5980717,88647
"UNITED STATES",1525,19970412,184755,4150476,110385
"UNITED STATES",15628,19930515,49302,1914489,75078
"PERU",13762,19921017,8312,4783615,73218
"PERU",12329,19930126,94983,3758162,118678
"ARGENTINA",20387,19950912,184369,1438826,87201
"PERU",20387,19950912,87245,1505797,73934
"ARGENTINA",7603,19980113,2521,135234,85411
"ARGENTINA",26782,19951230,3368,1907040,76281
"CANADA",19285,19940208,83996,1639431,118799
"CANADA",3611,19960616,67888,6629203,111352
"ARGENTINA",3611,19960616,183364,4761814,86841
"BRAZIL",20477,19960721,144880,571689,115492
"UNITED STATES",23993,19930827,78285,5811088,75796
"PERU",14315,19980728,84991,7884200,118559
"ARGENTINA",2923,19980514,189943,4383018,121976
"CANADA",2923,19980514,171714,173213,107142
"PERU",20848,19930610,56013,4508803,58140
"PERU",7930,19950225,106579,6152011,95134
"PERU",23957,19940314,46151,1382409,65829
"ARGENTINA",23957,19940314,48448,2438184,83786
"BRAZIL",1417,19940508,3913,2158489,109014
"BRAZIL",16216,19920725,146203,3427804,74952
"CANADA",8512,19961107,57534,5409779,89491
"PERU",8512,19961107,99289,1210983,77296
"CANADA",16295,19931110,46009,3426540,57300
"ARGENTINA",6523,19930513,172733,5131884,108343
"CANADA",6523,19930513,113725,2169922,104323
"BRAZIL",6523,19930513,169031,1125330,66001
"PERU",9040,19940817,21068,1182915,59343
"CANADA",24316,19970529,56557,3450894,90813
"CANADA",6151,19980113,10668,3149426,94719
"BRAZIL",440,19940529,85103,3307824,65286
"CANADA",13273,19940813,122613,5338631,98136
"BRAZIL",11086,19950303,187821,5148087,114529
"BRAZIL",28643,19950215,69821,1832008,107449
"BRAZIL",28643,19950215,76018,3980016,59640
"CANADA",10021,19940529,192321,1695984,84799
"UNITED STATES",24706,19960822,137969,983410,120417
"UNITED STATES",1817,19960322,193802,2701515,113748
"PERU",1817,19960322,83508,4299994,89490
"BRAZIL",1817,19960322,110571,4801646,94894
"ARGENTINA",11887,19930910,122992,1563632,120899
"BRAZIL",11887,19930910,141048,1666231,65342
"PERU",14833,19920615,66920,9153448,113215
"UNITED STATES",2977,19920902,169619,1519749,101316
"ARGENTINA",21470,19951126,64337,3112781,78079
"BRAZIL",23323,19940603,140819,3113321,111588
"UNITED STATES",7504,19920509,54102,3447110,63366
"ARGENTINA",7504,19920509,89118,3487396,66426
"PERU",11122,19920529,183193,4391369,76571
"BRAZIL",27074,19970103,198853,3337663,117111
"UNITED STATES",27074,19970103,107150,561217,69429
"CANADA",22915,19950325,34235,673476,70153
"PERU",3820,19970305,25450,673970,82527
"UNITED STATES",25288,19930504,138785,8754144,109426
"UNITED STATES",26968,19950905,100882,8318563,112972
"PERU",26968,19950905,31169,880128,66009
"UNITED STATES",7402,19961206,48868,6359010,109011
"CANADA",7402,19961206,131203,4233306,74052
"BRAZIL",901,19920627,15088,451386,60184
"ARGENTINA",15068,19970904,160529,1034777,95371
"CANADA",6883,19970406,193129,3177512,73327
"CANADA",12163,19920403,19795,3868566,102887
"PERU",2006,19931124,85696,5811920,100901
"ARGENTINA",23320,19941223,105820,8501017,109549
"ARGENTINA",15638,19941218,106159,5190743,69909
"BRAZIL",15638,19941218,35077,297548,60724
"BRAZIL",23401,19980303,108150,880194,69489
"BRAZIL",22315,19970902,176154,686423,73809
"BRAZIL",25568,19940514,24964,1122042,113337
"PERU",25568,19940514,163001,2226952,63840
"UNITED STATES",25568,19940514,141562,6398204,96213
"ARGENTINA",25568,19940514,105371,2477466,82582
"UNITED STATES",17113,19940829,46934,5417078,112855
"PERU",12628,19970818,15388,2426893,78202
"CANADA",5275,19980413,51378,374882,79762
"ARGENTINA",29758,19940104,98718,3776762,103002
"BRAZIL",5096,19960827,57311,5783493,76098
"PERU",5375,19970202,112722,1889110,104083
"UNITED STATES",14515,19940502,103802,8407804,108348
"ARGENTINA",13931,19940924,149325,4132580,82459
"ARGENTINA",7982,19940804,126324,4982680,81019
"ARGENTINA",23389,19970729,28920,7138680,110935
"BRAZIL",25324,19970326,18562,3553344,88833
"BRAZIL",1339,19930912,98460,6860595,87507
"BRAZIL",1339,19930912,96150,3963386,68769
"PERU",15878,19951221,16771,2673427,101266
"PERU",25204,19920121,1204,2680110,66312
"BRAZIL",28865,19940802,169359,2442478,85701
"PERU",28865,19940802,14688,1077000,96160
"BRAZIL",28865,19940802,10481,545460,83488
"ARGENTINA",20930,19920820,50454,5308821,84267
"ARGENTINA",965,19950524,155578,485170,98014
