"s_city","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST3",1993,508933,626091,4397767,61023
"UNITED ST9",1993,255373,779267,6010916,80773
"UNITED ST8",1993,475711,246143,3989483,65347
"UNITED ST5",1993,595465,91118,2794957,66546
"UNITED ST3",1993,23884,383708,2305905,107501
"UNITED ST0",1993,214231,204230,3164473,68053
"UNITED ST1",1993,644500,466340,768116,78379
"UNITED ST0",1992,536840,113146,2587200,69548
"UNITED ST8",1993,568700,301348,1719046,80959
"UNITED ST1",1993,826337,222800,2899455,103367
"UNITED ST4",1992,232249,400775,3284470,100545
"UNITED ST6",1992,852301,52295,2811391,74837
"UNITED ST1",1993,390745,747069,924072,66961
"UNITED ST9",1992,767650,424548,5203885,88351
"UNITED ST7",1992,344447,146821,4706906,112069
"UNITED ST2",1993,647488,194219,4633004,78792
"UNITED ST0",1993,417812,178884,6783713,117772
"UNITED ST8",1992,831109,309324,4053262,79998
"UNITED ST5",1993,853267,531091,1225300,67324
"UNITED ST2",1993,257402,12010,3380088,55320
"UNITED ST7",1992,379763,201889,4036620,107452
"UNITED ST6",1992,865348,789746,550713,110142
"UNITED ST4",1992,179867,533239,231542,76332
"UNITED ST4",1993,378214,56000,3372768,57360
"UNITED ST1",1993,723553,752433,4322514,89124
"UNITED ST5",1992,855514,369982,8772171,123118
"UNITED ST1",1993,538112,488928,1426173,115014
"UNITED ST0",1992,787199,88014,687378,60120
"UNITED ST4",1992,481328,798465,2762580,93805
"UNITED ST1",1992,481328,595259,2865550,81253
"UNITED ST5",1992,33818,716552,3764448,94111
"UNITED ST0",1993,733720,362188,1837749,75010
"UNITED ST7",1992,227540,218676,1837048,95679
"UNITED ST3",1992,61021,660453,3943441,84805
"UNITED ST6",1992,59090,693001,1735471,59638
"UNITED ST4",1992,59090,673271,679355,74654
"UNITED ST8",1993,77297,116289,5580072,78316
"UNITED ST4",1992,685907,222033,966480,57301
"UNITED ST8",1992,417421,483481,1225753,87867
"UNITED ST3",1993,79391,530316,659682,80777
"UNITED ST4",1992,843352,660035,4302380,59700
"UNITED ST3",1993,657787,69029,95809,59881
"UNITED ST5",1992,179155,48553,5786973,90093
"UNITED ST4",1993,663649,43250,1041707,71595
"UNITED ST7",1993,512398,657658,911209,96937
"UNITED ST6",1993,221329,794285,5163912,82755
"UNITED ST6",1992,883576,603793,305416,101805
"UNITED ST5",1993,505687,319589,4571555,96514
"UNITED ST3",1992,845056,736876,3270956,114770
"UNITED ST4",1993,456628,129011,4586444,62400
"UNITED ST6",1992,230050,465249,1499561,72853
"UNITED ST7",1992,230050,136546,3798096,94952
"UNITED ST7",1993,705028,122471,5878297,89608
"UNITED ST5",1993,793648,392525,2151288,97050
"UNITED ST7",1993,793648,57371,3626450,79702
"UNITED ST8",1992,617536,784793,7176798,112665
"UNITED ST2",1992,721819,113893,1792476,114413
"UNITED ST2",1993,375404,647838,6175296,107148
"UNITED ST3",1993,167398,149497,3779621,92789
"UNITED ST7",1993,702667,32961,2939425,113637
"UNITED ST1",1992,624154,110740,2886970,105044
"UNITED ST3",1993,307819,730647,2595262,100656
"UNITED ST9",1992,500512,446810,1119075,105407
"UNITED ST6",1993,856583,107360,3752035,82041
"UNITED ST8",1992,526114,639989,868027,115737
"UNITED ST1",1993,478432,417980,8028370,113877
"UNITED ST7",1993,471914,367033,2851251,66001
"UNITED ST4",1993,219911,695352,4801848,80839
"UNITED ST7",1993,250240,852,1665207,105171
"UNITED ST1",1993,843709,762278,629912,80414
"UNITED ST0",1992,118084,724796,5633431,109245
"UNITED ST1",1993,293615,326600,4996884,97595
"UNITED ST0",1993,212533,209263,5392350,70335
"UNITED ST2",1993,223076,82282,876146,75856
"UNITED ST3",1992,552923,41974,5575472,114958
"UNITED ST0",1993,877018,286157,2184540,68588
"UNITED ST1",1993,877018,114776,3545724,107446
"UNITED ST8",1992,745342,328135,5757444,69787
"UNITED ST4",1992,8203,300935,2491529,116155
"UNITED ST7",1992,155375,268526,298902,89670
"UNITED ST4",1993,198361,248015,4246830,57780
"UNITED ST8",1993,544261,179710,7574052,107382
"UNITED ST0",1993,841715,267565,1324123,91953
"UNITED ST8",1992,149474,98663,7409341,99699
"UNITED ST2",1993,541942,474509,4112206,89008
"UNITED ST3",1992,561340,410164,2736908,64448
"UNITED ST8",1992,628126,389065,3279810,69243
"UNITED ST9",1993,238117,646758,634155,102283
"UNITED ST8",1993,238117,451471,2594548,85347
"UNITED ST4",1993,413623,605838,1604296,104628
"UNITED ST1",1993,773830,459387,659716,80781
"UNITED ST0",1992,414007,339256,1025830,77714
"UNITED ST5",1993,542440,790104,3582210,71644
"UNITED ST5",1993,62092,704318,1701774,79336
"UNITED ST6",1993,749062,735445,4580388,88824
"UNITED ST8",1993,257407,593699,7091802,107560
"UNITED ST6",1993,227197,96281,1494417,76636
"UNITED ST5",1993,227197,669638,3858240,96456
"UNITED ST7",1992,79144,194465,5712301,93567
"UNITED ST0",1993,21460,475544,4285046,91171
"UNITED ST7",1992,660475,296359,5285826,81320
"UNITED ST9",1992,875768,795252,4179076,80833
"UNITED ST5",1993,430157,470799,1481297,106186
"UNITED ST5",1993,845021,648778,4265047,103604
"UNITED ST1",1992,232525,119387,383941,84382
"UNITED ST8",1992,431387,450101,515029,63064
"UNITED ST0",1992,747520,206644,7287961,93037
"UNITED ST0",1993,594319,462898,911826,111652
"UNITED ST1",1992,471583,394021,4758862,66900
"UNITED ST4",1993,675847,668550,4610226,91111
"UNITED ST9",1992,414934,230509,575796,86369
"UNITED ST4",1993,644048,779112,3358845,71464
"UNITED ST9",1993,644048,277605,2532144,94955
"UNITED ST4",1993,121783,7116,558618,61386
"UNITED ST5",1992,835033,358194,5951611,75130
"UNITED ST7",1993,788405,670685,7463670,99339
"UNITED ST0",1992,834598,626384,2160767,78621
"UNITED ST4",1992,44021,86793,3212520,106787
"UNITED ST3",1993,690760,135526,612115,93691
"UNITED ST6",1993,247312,25025,1316727,57001
"UNITED ST1",1992,23722,322345,5039978,82039
"UNITED ST1",1993,655807,647950,3006305,113875
"UNITED ST8",1992,386827,549343,4186706,83539
"UNITED ST6",1993,838520,48712,1150872,99642
"UNITED ST2",1992,105395,24377,5810617,78082
"UNITED ST1",1992,706768,726351,3625106,82639
"UNITED ST7",1993,670705,177835,7268754,114769
"UNITED ST1",1992,197165,697810,5947596,108466
"UNITED ST9",1993,837268,282153,1430276,68108
"UNITED ST4",1993,837268,625524,717497,86969
"UNITED ST9",1993,515275,140404,543094,86664
"UNITED ST7",1993,671902,575903,910284,118732
"UNITED ST3",1993,671902,787706,1320141,107620
"UNITED ST5",1993,107305,495062,1987235,63422
"UNITED ST5",1992,887908,256298,5654294,75256
"UNITED ST4",1992,887908,619948,7819071,112074
"UNITED ST8",1992,316475,694327,4312690,79277
"UNITED ST0",1992,80263,336532,6846589,94111
"UNITED ST5",1992,148271,746510,2490368,93388
"UNITED ST5",1992,144172,701110,1197744,66664
"UNITED ST7",1992,144172,344096,656686,68404
"UNITED ST6",1992,283996,255360,2995051,78921
"UNITED ST5",1992,283996,630573,5262390,90212
"UNITED ST6",1992,112543,618015,1343491,55978
"UNITED ST1",1993,160552,439787,656168,103605
"UNITED ST1",1993,347890,155774,8965873,109786
"UNITED ST1",1992,879860,466003,3958283,58138
"UNITED ST1",1993,665842,366545,5076319,96691
"UNITED ST9",1993,306862,605202,503762,66430
"UNITED ST0",1992,641572,203002,614488,54299
"UNITED ST1",1993,5120,564281,1125982,80715
"UNITED ST7",1992,70399,25730,615931,99343
"UNITED ST1",1993,889667,689563,4475943,93151
"UNITED ST4",1993,775090,252812,160596,105888
"UNITED ST6",1993,8473,351698,7726586,104980
"UNITED ST1",1993,899197,255502,1107692,87449
"UNITED ST0",1993,553600,466892,8653039,111532
"UNITED ST3",1993,459455,763063,2702472,67561
"UNITED ST3",1992,88018,138833,8533672,112309
"UNITED ST6",1992,115957,182049,2127486,67862
"UNITED ST7",1992,153778,717126,4311735,68585
"UNITED ST2",1992,153778,726175,3274307,72068
"UNITED ST4",1993,65651,236696,4702118,97960
"UNITED ST1",1992,324052,464531,5518431,89730
"UNITED ST9",1992,74975,691157,731352,68887
"UNITED ST7",1993,442672,391827,6735023,115128
"UNITED ST4",1992,753032,415532,716517,86850
"UNITED ST7",1992,704458,533135,4216877,70086
"UNITED ST1",1992,770806,799609,5286315,102514
"UNITED ST9",1993,603337,468276,1119825,74655
"UNITED ST0",1993,286844,400079,2940087,58743
"UNITED ST9",1993,777485,300463,5338665,87807
"UNITED ST3",1993,281896,103367,2894200,82221
"UNITED ST6",1993,281896,367375,4947294,86541
"UNITED ST0",1992,208720,362142,4334868,72247
"UNITED ST8",1992,54682,297084,4722113,64864
"UNITED ST8",1993,127370,600307,695387,72436
"UNITED ST6",1993,378136,265157,4039704,67328
"UNITED ST4",1993,444364,133381,5129956,84862
"UNITED ST2",1993,840506,325983,554475,120538
"UNITED ST3",1992,73156,92499,3117214,89489
"UNITED ST0",1992,311660,314371,6652498,83121
"UNITED ST7",1992,699985,32741,5506604,100424
"UNITED ST2",1992,824209,166599,6589074,99935
"UNITED ST1",1992,116816,221350,4782781,76280
"UNITED ST7",1993,232189,113721,1436348,104083
"UNITED ST6",1993,559694,196470,4856057,93988
"UNITED ST0",1992,229658,400453,3941188,81205
"UNITED ST5",1992,136028,97657,158846,99279
"UNITED ST2",1992,210587,557697,7243277,105280
"UNITED ST6",1993,267793,389424,2587931,90804
"UNITED ST5",1993,267793,238946,3980972,113095
"UNITED ST8",1993,652643,233844,3141425,106669
"UNITED ST3",1992,320113,69776,5411887,104746
"UNITED ST1",1993,614339,491703,7456592,101680
"UNITED ST3",1993,812789,48977,8008183,115558
"UNITED ST1",1993,812789,444695,2180761,98380
"UNITED ST8",1993,637945,19674,6183439,95620
"UNITED ST6",1993,584815,130758,8496562,107325
"UNITED ST4",1993,584815,38578,276015,90994
"UNITED ST6",1992,546020,748931,8470012,118794
"UNITED ST7",1993,563765,334920,1954910,117294
"UNITED ST3",1993,548305,62165,5085745,67629
"UNITED ST6",1992,550742,759701,2979053,105640
"UNITED ST2",1993,774074,612753,459738,99943
"UNITED ST7",1992,183040,469946,6690392,114955
"UNITED ST2",1993,137327,460376,1322986,80181
"UNITED ST4",1993,279457,378872,2038648,117051
"UNITED ST1",1992,769882,169050,3614531,67143
"UNITED ST8",1993,817252,753393,6183189,86781
"UNITED ST4",1993,312409,715172,2593900,71228
"UNITED ST5",1993,582556,134236,2316899,76213
"UNITED ST4",1993,391048,763671,2775424,104078
"UNITED ST0",1993,245999,744624,5856750,100115
"UNITED ST0",1993,88936,122813,5349550,110148
"UNITED ST1",1993,741268,426806,6255335,103966
"UNITED ST0",1993,108757,531361,4497258,83540
"UNITED ST4",1992,182164,349226,711567,76512
"UNITED ST0",1993,182503,233717,4691289,99042
"UNITED ST3",1992,71756,328136,749693,69847
"UNITED ST4",1992,172891,519216,5502771,74111
"UNITED ST1",1993,29276,791839,6170836,115848
"UNITED ST0",1993,507014,66969,2491580,116157
"UNITED ST9",1993,124358,555656,4715540,102697
"UNITED ST2",1992,279475,736965,1801737,120115
"UNITED ST0",1993,494008,342704,2410432,104801
"UNITED ST7",1993,650062,793264,4899600,81433
"UNITED ST5",1992,412499,425181,4035271,66369
"UNITED ST9",1992,95459,15882,3721611,107872
"UNITED ST0",1993,479416,308020,1572855,61680
"UNITED ST3",1993,107437,135226,4691738,75673
"UNITED ST7",1992,472588,40541,431128,88892
"UNITED ST8",1992,472588,562137,4652546,71946
"UNITED ST3",1992,619672,338294,991216,79936
"UNITED ST4",1992,437729,236258,3011873,71654
"UNITED ST3",1993,500236,94852,2149733,110811
"UNITED ST0",1992,291745,234575,4528680,90573
"UNITED ST7",1992,386743,388038,1837664,67561
"UNITED ST4",1992,833812,400492,964981,83548
"UNITED ST2",1992,102752,739422,3507336,87683
"UNITED ST4",1993,741808,264180,109840,68650
"UNITED ST3",1993,271573,590301,3752282,83476
"UNITED ST2",1993,133579,664421,1221913,83123
"UNITED ST9",1992,206378,626291,954331,73035
"UNITED ST9",1992,50623,18313,2199119,73878
"UNITED ST9",1992,732056,763385,6595785,86901
"UNITED ST8",1992,742853,770358,4070712,85699
"UNITED ST3",1992,85955,113783,3719334,107806
"UNITED ST6",1992,544054,373381,4751426,87262
"UNITED ST3",1992,121091,131839,5081174,112249
"UNITED ST9",1993,664262,663105,4699508,64084
"UNITED ST3",1993,246884,213424,973634,80244
"UNITED ST1",1993,95365,575713,715476,107321
"UNITED ST1",1992,320152,161476,753360,92248
"UNITED ST3",1993,577237,253298,900921,75076
"UNITED ST2",1992,410144,704897,722706,114111
"UNITED ST1",1993,750850,522428,5627552,87024
"UNITED ST6",1993,7921,719354,5067550,82399
"UNITED ST6",1993,79759,208099,473327,60424
"UNITED ST5",1992,579736,460155,4411454,66907
"UNITED ST9",1993,329434,36841,2080072,106670
"UNITED ST0",1993,326137,193148,2711890,74468
"UNITED ST2",1992,633803,60969,4390659,115797
"UNITED ST4",1992,225325,431511,530836,86549
"UNITED ST6",1992,225325,653215,2266269,70090
"UNITED ST4",1993,405157,766934,6512929,120054
"UNITED ST3",1992,829075,616116,2576071,61924
"UNITED ST3",1992,136783,356564,6702594,97233
"UNITED ST7",1993,592564,268792,4930184,105646
"UNITED ST4",1993,469609,518523,5361337,92490
"UNITED ST0",1993,558964,466108,3296351,64444
"UNITED ST1",1993,558964,270948,8556508,115135
"UNITED ST1",1993,558964,777074,4760701,69062
"UNITED ST3",1993,405658,675486,4077445,87687
"UNITED ST4",1992,676726,782088,1010923,70203
"UNITED ST0",1993,429419,639724,4631712,99821
"UNITED ST8",1993,616001,271221,236057,71532
"UNITED ST5",1992,684409,75123,3478844,65887
"UNITED ST8",1993,860707,359097,1757241,69364
"UNITED ST4",1993,693835,67750,2212462,103065
"UNITED ST6",1993,601249,104898,2892392,114173
"UNITED ST1",1993,471232,364865,5002171,115791
"UNITED ST8",1992,442042,703765,4457199,106123
"UNITED ST3",1993,414077,228190,1610179,67090
"UNITED ST9",1993,414077,260459,3372589,85166
"UNITED ST4",1993,141412,122340,3542084,81740
"UNITED ST2",1993,93742,623103,2604165,61564
"UNITED ST7",1992,591502,541467,4667113,90506
"UNITED ST6",1992,591502,433616,2380170,92975
"UNITED ST0",1992,161662,230999,6417183,115798
"UNITED ST8",1993,749737,748203,1279946,75070
"UNITED ST8",1992,578650,82957,4849875,116397
"UNITED ST2",1993,782282,476770,7224558,104805
"UNITED ST2",1993,434516,572160,3622491,73928
"UNITED ST9",1993,893431,540010,720293,62999
"UNITED ST5",1993,415060,511233,1990736,74652
"UNITED ST4",1993,477208,632643,2445346,94536
"UNITED ST9",1993,626821,59542,139643,90092
"UNITED ST9",1993,130744,576902,368071,118732
"UNITED ST1",1992,590713,463239,3760512,72132
"UNITED ST7",1993,477371,705356,4778233,81679
"UNITED ST0",1992,118057,648038,3840470,59160
"UNITED ST0",1993,877408,31431,6008316,81745
"UNITED ST1",1993,435842,692547,1274714,92370
"UNITED ST3",1993,70009,260145,3674557,66307
"UNITED ST8",1993,70009,423685,2049432,96519
"UNITED ST8",1993,308515,33784,7142529,103066
"UNITED ST6",1993,405424,24603,3574584,91656
"UNITED ST7",1992,115706,169251,1214630,79215
"UNITED ST4",1992,667489,669598,1569127,94053
"UNITED ST0",1993,758056,701822,8316482,109427
"UNITED ST7",1993,269573,377055,4781736,67922
"UNITED ST0",1992,557342,331882,375118,114832
"UNITED ST5",1993,668363,63799,5873616,105767
"UNITED ST8",1992,581527,587470,2467000,93447
"UNITED ST5",1992,290794,569247,4117136,78973
"UNITED ST9",1992,622834,332899,7109318,115912
"UNITED ST1",1992,106864,468521,4289760,89370
"UNITED ST0",1992,500386,142069,3484284,66663
"UNITED ST0",1993,79615,127525,5309618,93151
"UNITED ST7",1992,10325,204905,7449507,108593
"UNITED ST5",1993,444868,516113,5250268,67745
"UNITED ST7",1993,637777,647739,7689665,101202
"UNITED ST2",1993,22658,459766,1147617,103544
"UNITED ST3",1992,391031,737885,353804,115371
"UNITED ST7",1993,810367,121505,412155,91590
"UNITED ST9",1992,68980,95118,3726692,66786
"UNITED ST8",1992,538439,209295,4971267,72256
"UNITED ST3",1992,538439,467356,4716348,79399
"UNITED ST7",1993,76825,513375,1915923,83301
"UNITED ST5",1992,475213,617202,1647418,67150
"UNITED ST7",1993,841534,392061,5038828,69183
"UNITED ST4",1992,162746,792785,6134609,112665
"UNITED ST1",1993,160247,375554,7266118,97772
"UNITED ST7",1993,235852,516529,2364615,92730
"UNITED ST8",1992,562666,86088,1383415,64444
"UNITED ST9",1993,483053,729125,3508433,69245
"UNITED ST7",1992,791542,483706,1216569,101380
"UNITED ST4",1992,224782,1680,632672,94900
"UNITED ST8",1992,224782,431237,3049028,70092
"UNITED ST5",1992,629377,137306,6250374,80598
"UNITED ST7",1992,848582,177999,1410276,124619
"UNITED ST2",1993,806980,146518,5826235,93870
"UNITED ST0",1993,154759,531019,1663184,62999
"UNITED ST6",1993,156082,739460,6276613,89965
"UNITED ST6",1992,16912,648768,7066060,103003
"UNITED ST7",1992,16912,522381,5088583,84201
"UNITED ST5",1992,16912,444577,5021115,91293
"UNITED ST4",1992,480527,725140,3345030,69906
"UNITED ST4",1993,116341,114934,1701415,116935
"UNITED ST8",1993,790600,187118,835141,72306
"UNITED ST6",1992,601921,340471,5825166,90687
"UNITED ST9",1992,636730,563371,6539201,86061
"UNITED ST2",1993,847625,628318,1869420,74776
"UNITED ST2",1993,847625,126303,128942,79758
"UNITED ST6",1993,34015,704669,6607491,100417
"UNITED ST4",1993,97738,374536,2815188,96631
"UNITED ST1",1993,150446,322776,169083,107925
"UNITED ST5",1993,237142,299369,4247358,82101
"UNITED ST4",1993,425029,656668,4990863,97477
"UNITED ST0",1992,626339,665444,1205045,84564
"UNITED ST2",1992,626339,46640,4617122,95198
"UNITED ST8",1992,738950,429947,3757593,112615
"UNITED ST9",1992,658190,438674,1483638,96759
"UNITED ST1",1993,33584,355693,7293744,104920
"UNITED ST6",1993,110440,479537,5736957,90990
"UNITED ST2",1992,24793,439749,2041662,101323
"UNITED ST0",1992,486871,328961,1146211,119397
"UNITED ST2",1993,340078,8225,2691397,67993
"UNITED ST7",1993,595762,217204,4170826,67271
"UNITED ST8",1992,78127,16825,3483640,104509
"UNITED ST9",1992,120868,280506,3567576,89189
"UNITED ST0",1992,591877,785479,7359125,93866
"UNITED ST2",1992,591877,707259,3008538,75973
"UNITED ST2",1992,532282,329581,7328093,96634
"UNITED ST2",1992,812986,749370,1419340,85160
"UNITED ST5",1993,30124,283785,6544449,106126
"UNITED ST1",1992,289330,102519,4480846,91290
"UNITED ST3",1993,445766,536019,810232,63299
"UNITED ST9",1992,662344,782078,682103,69602
"UNITED ST9",1993,28406,696643,7629105,98376
"UNITED ST8",1993,108182,137867,9053799,114291
"UNITED ST0",1992,98483,610771,5105762,100904
"UNITED ST0",1993,536141,67161,2572204,67689
"UNITED ST6",1992,374120,348654,674245,102158
"UNITED ST5",1993,110972,561841,8950865,114169
"UNITED ST7",1993,110972,686113,2923552,65944
"UNITED ST6",1992,160522,422930,511403,111174
"UNITED ST5",1992,174001,633753,1518048,101203
"UNITED ST6",1993,187069,190768,5948032,111525
"UNITED ST2",1993,301798,312575,3248147,95253
"UNITED ST0",1992,113326,608710,4566296,97120
"UNITED ST1",1992,590611,618397,5729708,78921
"UNITED ST3",1993,662603,136019,1228031,63300
"UNITED ST7",1992,658078,589598,614275,101254
"UNITED ST5",1992,721483,182295,380132,82637
"UNITED ST4",1993,567865,750349,2518758,83958
"UNITED ST1",1993,407006,268576,3336249,92673
"UNITED ST6",1992,452414,200974,337492,112497
"UNITED ST1",1993,122890,177685,2458938,105760
"UNITED ST0",1993,817768,28636,4365317,93877
"UNITED ST6",1993,99061,327412,2141827,86364
"UNITED ST7",1992,565999,202477,5774419,82767
"UNITED ST6",1993,82018,168935,9524679,120235
"UNITED ST1",1993,701041,703980,1864913,119037
"UNITED ST0",1993,318287,499246,5674467,74713
"UNITED ST8",1993,527443,180400,5369410,88824
"UNITED ST4",1992,370714,172078,4232257,69004
"UNITED ST5",1992,370714,122241,3410748,75794
"UNITED ST3",1993,288884,588605,4022252,101614
"UNITED ST4",1993,339080,614550,5119961,87871
"UNITED ST3",1992,549190,730418,1732262,86902
"UNITED ST4",1992,130528,155075,4938405,67804
"UNITED ST4",1993,513470,631981,2272584,114777
"UNITED ST0",1993,260420,711695,511998,102399
"UNITED ST5",1992,411508,347343,5933928,83419
"UNITED ST2",1992,379801,287256,4251880,74594
"UNITED ST9",1992,473477,32702,7689628,98082
"UNITED ST4",1992,473477,17363,122914,76821
"UNITED ST0",1993,316678,492302,2433246,77656
"UNITED ST6",1993,163508,167766,5860696,110025
"UNITED ST4",1993,163508,541272,1449828,78795
"UNITED ST5",1993,668828,482509,6496886,89488
"UNITED ST9",1993,649009,261570,1439666,91893
"UNITED ST2",1993,758086,641044,3344108,59100
"UNITED ST6",1993,582245,611942,1937335,111234
"UNITED ST1",1992,151096,111708,5917487,103182
"UNITED ST2",1993,70024,533438,6633116,88284
"UNITED ST7",1992,260045,662355,1067029,79039
"UNITED ST2",1993,283520,712068,2751916,64801
"UNITED ST7",1993,453196,188782,2723855,112246
"UNITED ST0",1993,819485,346719,6709660,105942
"UNITED ST1",1992,181999,160208,5022072,76092
"UNITED ST5",1992,517549,416472,3357272,83307
"UNITED ST7",1992,697561,1337,1698988,74299
"UNITED ST0",1993,650860,495318,4073825,78797
"UNITED ST8",1992,50923,572834,4069132,114408
"UNITED ST5",1992,413357,420422,5468937,80544
"UNITED ST1",1992,112817,219349,4226075,76099
"UNITED ST5",1993,224347,297568,7210923,93933
"UNITED ST7",1993,121051,15091,2102728,60365
"UNITED ST4",1993,751958,637537,1716318,88470
"UNITED ST1",1992,397030,186631,8079731,103057
"UNITED ST3",1992,258956,284976,3647385,117657
"UNITED ST3",1993,702170,78289,5771193,76036
"UNITED ST0",1992,559628,716254,4059623,76213
"UNITED ST1",1993,514390,696540,3177502,92190
"UNITED ST2",1993,516007,430404,2535322,80062
"UNITED ST0",1993,845131,156521,6601921,94651
"UNITED ST6",1992,225991,493310,242411,78197
"UNITED ST1",1993,742696,243019,2188550,57720
"UNITED ST9",1993,524602,46588,5027284,92074
"UNITED ST1",1993,339092,394333,3468387,85639
"UNITED ST0",1993,508415,180715,6399910,107742
"UNITED ST7",1992,233954,247212,2225664,69552
"UNITED ST0",1993,623869,622782,4795461,102285
"UNITED ST7",1993,742052,621609,7049805,91834
"UNITED ST4",1993,521806,759347,2366819,84378
"UNITED ST9",1993,731194,281271,1308611,75135
"UNITED ST3",1992,378949,723244,3611548,76032
"UNITED ST0",1992,743906,319441,3056679,87625
"UNITED ST1",1992,59272,776228,1878033,78251
"UNITED ST2",1993,689527,775986,8915871,123717
"UNITED ST7",1993,762140,641569,2072447,90631
"UNITED ST4",1992,715544,107389,2326369,83782
"UNITED ST8",1993,59923,626927,5287294,111233
"UNITED ST3",1993,1988,394043,951694,68221
"UNITED ST5",1993,844408,111163,317023,70449
"UNITED ST4",1993,797806,613868,2419725,106909
"UNITED ST0",1993,514391,445285,4980092,73815
"UNITED ST8",1993,476257,556842,1708938,113929
"UNITED ST2",1992,464584,506933,9125336,116394
"UNITED ST2",1993,636124,768281,3638927,80955
"UNITED ST0",1992,431975,121592,2820555,96815
"UNITED ST4",1992,430672,591666,8436672,105458
"UNITED ST7",1993,751,268683,817576,99100
"UNITED ST2",1993,751,552026,5120500,64680
"UNITED ST9",1992,127954,154347,1261206,84080
"UNITED ST9",1993,401908,151244,4849378,77714
"UNITED ST4",1993,401908,728888,6879574,115011
"UNITED ST0",1992,134020,411246,2916194,69433
"UNITED ST3",1992,373078,618537,3929850,87330
"UNITED ST6",1993,273925,644433,5950368,82644
"UNITED ST2",1993,850699,27107,5016419,62046
"UNITED ST7",1992,381013,609498,1756510,84447
"UNITED ST0",1993,592495,59594,2066274,93215
"UNITED ST2",1993,435902,254232,1727136,71173
"UNITED ST6",1993,777808,164374,828501,86302
"UNITED ST2",1993,487973,228147,3793058,64507
"UNITED ST0",1992,354226,76136,1901742,66727
"UNITED ST9",1992,354226,65839,1039582,108289
"UNITED ST1",1993,801818,169970,5397760,122398
"UNITED ST7",1992,820151,429136,4545889,63906
"UNITED ST2",1993,854669,431005,1204606,56158
"UNITED ST4",1992,646004,110781,8084511,107506
"UNITED ST4",1992,39874,134755,1431800,107385
"UNITED ST1",1992,35704,315060,4695818,64503
"UNITED ST4",1992,24718,751362,2470500,84799
"UNITED ST4",1993,475916,139990,3653982,121799
"UNITED ST5",1993,498343,629296,2041283,73515
"UNITED ST0",1992,81124,558236,4286423,77652
"UNITED ST7",1992,606649,299535,2886432,92071
"UNITED ST5",1992,204571,316391,6685055,84442
"UNITED ST0",1993,265714,91096,1920888,65225
"UNITED ST8",1992,480484,533633,1859936,99996
"UNITED ST1",1992,480484,452615,6630905,94055
"UNITED ST6",1992,223558,18301,5855078,73158
"UNITED ST0",1993,889282,637023,4105877,57599
"UNITED ST4",1993,89737,63014,642872,58620
"UNITED ST8",1992,704857,41220,4860866,69673
"UNITED ST2",1992,50252,220848,6686177,106129
"UNITED ST3",1993,859,76146,5116958,67328
"UNITED ST5",1993,631583,62263,349199,73515
"UNITED ST7",1993,719021,409018,1434053,55619
"UNITED ST1",1992,888896,145238,1868382,76993
"UNITED ST9",1992,198007,87963,2692324,117057
"UNITED ST8",1993,443359,666334,3380780,78018
"UNITED ST8",1992,191932,378490,442311,94108
"UNITED ST2",1992,334925,371413,6976680,89064
"UNITED ST2",1993,767800,781716,7097240,107860
"UNITED ST6",1993,789475,101567,5852297,94113
"UNITED ST9",1992,307006,232912,509192,110694
"UNITED ST0",1992,368006,239906,2015711,110753
"UNITED ST5",1992,269912,666578,2140732,92672
"UNITED ST9",1992,407062,61965,6093047,115617
"UNITED ST7",1992,255232,104346,3705332,81020
"UNITED ST3",1992,474307,661745,6826840,102402
"UNITED ST5",1992,154516,482616,5163445,95915
"UNITED ST1",1992,254545,741878,911924,115190
"UNITED ST7",1992,54559,556803,4690365,111586
"UNITED ST9",1992,436591,662647,4780541,96576
"UNITED ST6",1992,212047,671561,5406765,91951
"UNITED ST7",1992,761422,760174,2781751,74048
"UNITED ST5",1993,100906,722907,8888981,115792
"UNITED ST8",1993,298390,707260,1720898,76033
"UNITED ST8",1993,538003,441269,3834040,72614
"UNITED ST4",1992,359956,184897,6017018,118913
"UNITED ST0",1992,359956,506095,1502960,66064
"UNITED ST1",1993,896710,725203,2740047,73690
"UNITED ST3",1993,474907,56544,3421231,90032
"UNITED ST1",1993,313516,10362,1908540,76341
"UNITED ST1",1992,80201,531859,7487686,113449
"UNITED ST0",1992,13007,426628,715116,93276
"UNITED ST4",1992,616352,496832,6495933,109728
"UNITED ST5",1993,381455,294811,1018471,108348
"UNITED ST3",1992,290293,130865,1260746,113751
"UNITED ST4",1992,759544,178220,3380564,77893
"UNITED ST7",1993,324076,370285,2303959,81316
"UNITED ST6",1993,145124,185297,995248,82937
"UNITED ST1",1993,145124,718666,1410035,101077
"UNITED ST0",1993,157784,453685,7373970,98319
"UNITED ST1",1992,618020,608770,1081108,100724
"UNITED ST7",1992,630415,554436,1460601,89424
"UNITED ST9",1992,125824,113863,4410621,112611
"UNITED ST7",1993,436684,370292,1068027,81736
"UNITED ST8",1993,186107,72556,3228297,91713
"UNITED ST4",1993,146081,670300,2137864,76216
"UNITED ST7",1992,771767,577382,4526934,87561
"UNITED ST1",1992,409469,445834,8105254,106788
"UNITED ST9",1992,409469,324035,4006272,63541
"UNITED ST5",1992,9700,774010,2384756,65038
"UNITED ST1",1992,38083,563735,1537897,107922
