"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1993,401928,1054022,109794
"CANADA",1992,368166,1895654,74049
"PERU",1993,25538,4917460,87811
"PERU",1993,411921,6686419,109974
"ARGENTINA",1993,729267,5703412,77773
"UNITED STATES",1993,314187,1513474,72070
"UNITED STATES",1993,427620,1061653,92856
"ARGENTINA",1992,703071,1298514,64442
"CANADA",1992,471117,5066147,65285
"PERU",1992,33622,4573522,93337
"UNITED STATES",1993,164614,4512103,100716
"UNITED STATES",1992,328701,1750446,103781
"BRAZIL",1992,573106,2865164,70744
"PERU",1992,185050,4699107,68103
"PERU",1992,531849,1354190,112849
"BRAZIL",1992,706517,6270643,91408
"BRAZIL",1992,787473,5842287,93626
"PERU",1993,347123,5382506,70206
"BRAZIL",1992,343301,1996270,80657
"ARGENTINA",1993,258778,166728,104205
"CANADA",1993,574760,2146645,110084
"UNITED STATES",1993,22149,96402,64268
"UNITED STATES",1992,343436,2288662,88765
"ARGENTINA",1992,621820,7531499,104507
"CANADA",1993,469365,120090,80060
"UNITED STATES",1993,461474,2971381,86127
"CANADA",1993,51760,7887790,102705
"CANADA",1993,328392,275553,85222
"BRAZIL",1992,563333,1706290,83778
"PERU",1993,438623,3126323,93696
"BRAZIL",1993,793945,6752869,122334
"ARGENTINA",1992,747851,7318052,113929
"PERU",1993,798184,1989896,76929
"UNITED STATES",1993,326615,4629312,98496
"ARGENTINA",1992,663893,7854517,111411
"BRAZIL",1993,589935,2721479,121494
"UNITED STATES",1993,211156,3828898,64028
"ARGENTINA",1993,647584,4073923,91893
"ARGENTINA",1992,747127,4193849,70445
"PERU",1993,349750,7119771,107984
"PERU",1992,722008,2084659,61798
"ARGENTINA",1993,129894,7776363,115433
"PERU",1992,225615,6794046,92436
"PERU",1993,410916,5206636,109613
"CANADA",1992,302877,1590361,112791
"PERU",1992,46360,1489250,78381
"UNITED STATES",1993,613000,1821375,54778
"PERU",1992,373816,4932378,113388
"BRAZIL",1992,314557,1357810,94292
"ARGENTINA",1992,89862,7516699,111111
"BRAZIL",1992,572553,3550157,97531
"CANADA",1992,613542,5094285,87330
"BRAZIL",1992,685606,5093024,95494
"ARGENTINA",1992,578855,7580613,116029
"UNITED STATES",1993,334591,731511,97534
"CANADA",1993,1250,4851367,69075
"PERU",1993,423575,4699452,89913
"UNITED STATES",1992,89477,2275961,87988
"PERU",1993,69015,4034441,59040
"ARGENTINA",1993,778696,3652250,106479
"UNITED STATES",1993,450413,5938926,81803
"PERU",1992,704982,786832,119217
"ARGENTINA",1992,107040,2408192,62822
"ARGENTINA",1992,457288,1725930,74715
"UNITED STATES",1993,605297,5951187,72135
"BRAZIL",1993,411125,192714,62166
"UNITED STATES",1992,123713,3714822,104202
"UNITED STATES",1993,74502,6201300,88590
"UNITED STATES",1992,44890,5284483,110093
"UNITED STATES",1992,276742,4269325,103123
"PERU",1992,510094,2013823,66244
"BRAZIL",1992,760393,2623314,87201
"UNITED STATES",1993,761748,1563589,108582
"UNITED STATES",1993,277228,2690028,72312
"PERU",1993,58263,4473475,73275
"UNITED STATES",1993,309586,7428973,95734
"PERU",1993,5251,434750,69375
"ARGENTINA",1993,57203,1726377,69612
"CANADA",1993,594963,6247905,123476
"ARGENTINA",1993,273477,4568949,87027
"BRAZIL",1992,107120,4661768,67627
"CANADA",1992,307195,1422178,72130
"ARGENTINA",1993,65714,7983661,100782
"BRAZIL",1993,75886,4468512,111712
"PERU",1992,299208,1665922,72431
"ARGENTINA",1992,447277,1593973,73455
"UNITED STATES",1992,196855,2568634,117111
"ARGENTINA",1992,623114,2514919,62224
"PERU",1993,485404,4447405,83362
"ARGENTINA",1992,557410,1281031,88043
"PERU",1993,95503,2205792,89910
"BRAZIL",1992,190342,2864680,85940
"ARGENTINA",1992,662164,104730,67567
"CANADA",1993,43053,2900497,59763
"BRAZIL",1993,213803,1545111,103007
"ARGENTINA",1993,779191,2743545,76209
"CANADA",1993,118424,3890206,86545
"PERU",1993,460273,5275843,73995
"CANADA",1993,482284,5139749,75975
"ARGENTINA",1993,28965,5625061,113637
"BRAZIL",1992,687303,3405022,77416
"CANADA",1992,503007,593868,60598
"BRAZIL",1992,433343,3218879,76579
"CANADA",1992,149058,4058445,66423
"BRAZIL",1992,423393,1172885,78982
"CANADA",1992,178880,5484864,117532
"ARGENTINA",1992,447891,4144812,110332
"PERU",1992,581147,1142151,73687
"PERU",1993,490392,4451231,82942
"ARGENTINA",1993,410833,837028,104628
"CANADA",1993,104828,5278521,109969
"CANADA",1992,523679,5056870,102159
"PERU",1992,663694,4341411,99459
"UNITED STATES",1992,763493,1867752,93387
"BRAZIL",1993,283080,4420245,63784
"BRAZIL",1993,228579,5698576,90453
"CANADA",1993,136428,6458092,87865
"UNITED STATES",1993,513211,348894,73451
"UNITED STATES",1992,547914,4376976,117713
"ARGENTINA",1992,774152,892615,73567
"CANADA",1993,493834,7567133,109668
"UNITED STATES",1993,393433,3335227,91585
"BRAZIL",1993,261606,6348739,94055
"PERU",1992,689737,7303941,103602
"ARGENTINA",1992,480274,2528568,75255
"UNITED STATES",1993,538052,1199033,65401
"PERU",1992,183168,743189,75069
"CANADA",1993,788088,1452421,70563
"PERU",1993,584288,765721,82335
"ARGENTINA",1992,616513,1222205,85768
"BRAZIL",1992,546562,4368794,96512
"CANADA",1993,482623,6253812,96336
"ARGENTINA",1993,234561,4033498,89733
"CANADA",1993,350163,3685549,72789
"BRAZIL",1992,624979,5369110,114236
"CANADA",1992,759444,6040701,90204
"UNITED STATES",1992,93887,3712857,112852
"BRAZIL",1992,474416,3920899,83423
"BRAZIL",1992,781269,1903824,81013
"BRAZIL",1992,256915,9172310,112314
"ARGENTINA",1992,638535,6570336,88410
"CANADA",1992,456774,8226254,103845
"ARGENTINA",1993,550200,3953069,75010
"ARGENTINA",1993,9884,5839079,107632
"CANADA",1993,224621,2782098,92736
"BRAZIL",1992,640708,1615696,98920
"BRAZIL",1993,422823,4888240,104748
"PERU",1993,299021,4173880,61200
"PERU",1992,546160,3107016,72368
"ARGENTINA",1992,185256,4943847,80475
"CANADA",1992,477631,5461230,96516
"UNITED STATES",1992,497649,6164945,98797
"ARGENTINA",1992,664994,2368382,117537
"CANADA",1992,329600,2815931,97775
"BRAZIL",1993,209203,3309877,66731
"ARGENTINA",1992,545714,6637550,105581
"ARGENTINA",1992,31612,3692315,92616
"PERU",1993,14779,4928870,101626
"ARGENTINA",1993,378519,7029000,95850
"UNITED STATES",1992,99516,1800425,90930
"UNITED STATES",1993,786291,5701856,82635
"PERU",1992,244223,5547749,70032
"UNITED STATES",1993,94401,2666609,83724
"CANADA",1993,669689,2776580,99519
"ARGENTINA",1993,334939,6253378,118435
"ARGENTINA",1993,385648,6221998,104017
"ARGENTINA",1992,347574,4702524,97293
"ARGENTINA",1993,460925,2957091,113154
"UNITED STATES",1992,670656,2186177,97597
"CANADA",1992,143419,4825953,87744
"CANADA",1992,22283,1518652,72316
"UNITED STATES",1992,263878,7286398,110511
"PERU",1992,584440,3926905,91465
"ARGENTINA",1992,770580,2456018,99033
"UNITED STATES",1992,433634,2638287,94056
"BRAZIL",1992,14254,4941697,70095
"ARGENTINA",1992,356573,7170064,97773
"UNITED STATES",1992,33691,7025159,97481
"CANADA",1992,643940,4430956,113034
"UNITED STATES",1993,778336,6860769,84858
"ARGENTINA",1993,680844,4151442,109488
"BRAZIL",1993,499655,5078059,99277
"BRAZIL",1992,367543,7038016,96631
"ARGENTINA",1992,492048,4841293,62401
"BRAZIL",1993,744181,5072121,73509
"UNITED STATES",1993,363061,3989253,67443
"UNITED STATES",1993,539852,3813929,113509
"ARGENTINA",1992,796410,4971054,90382
"BRAZIL",1992,574946,7679496,121255
"PERU",1993,624575,4276688,89972
"PERU",1993,562550,1393225,96751
"UNITED STATES",1993,367814,2348486,112908
"CANADA",1993,666018,96430,59038
"PERU",1993,38267,2961323,72315
"UNITED STATES",1993,704204,5328029,72490
"UNITED STATES",1992,636435,6253584,82284
"CANADA",1993,363899,3654882,117772
"ARGENTINA",1992,766688,6667670,105279
"ARGENTINA",1993,47712,3253031,99582
"CANADA",1993,198725,5974506,109423
"ARGENTINA",1992,301002,3307861,60179
"CANADA",1992,363932,580812,119755
"ARGENTINA",1993,548525,6729859,94410
"UNITED STATES",1992,110818,2139707,109728
"ARGENTINA",1993,549878,3855700,115671
"UNITED STATES",1993,278436,1343699,84865
"ARGENTINA",1993,559433,2193842,89544
"PERU",1993,493218,3488227,72671
"PERU",1993,41114,4032630,63306
"PERU",1992,579633,3504000,102756
"ARGENTINA",1992,428494,5270251,85348
"ARGENTINA",1992,91932,571407,115435
"UNITED STATES",1993,728718,174668,104800
"ARGENTINA",1993,775536,4692688,96690
"BRAZIL",1993,11173,4995855,65050
"ARGENTINA",1993,574666,6085277,104438
"CANADA",1993,444,2419992,80666
"CANADA",1992,19994,8635922,114839
"PERU",1992,526597,7172932,97414
"BRAZIL",1993,639404,5239143,80602
"BRAZIL",1992,17721,5348782,98323
"UNITED STATES",1992,698528,416731,91589
"ARGENTINA",1992,481375,5183969,81381
"PERU",1992,68782,3126893,105046
"ARGENTINA",1993,215687,2948912,96160
"UNITED STATES",1993,11402,5461117,78804
"PERU",1992,749281,250087,79815
"BRAZIL",1992,353338,4557964,83479
"UNITED STATES",1993,599311,1243875,84617
"ARGENTINA",1993,232383,2299266,78922
"UNITED STATES",1993,30459,2613555,83367
"PERU",1993,600226,1966327,67571
"ARGENTINA",1993,312679,5086821,101499
"PERU",1993,594496,5083142,95428
"CANADA",1992,264011,2085525,58500
"CANADA",1992,416798,7407806,102886
"CANADA",1992,453421,2528896,82464
"UNITED STATES",1992,635294,1073143,73755
"ARGENTINA",1992,241276,113205,73035
"CANADA",1993,432083,3361878,60903
"PERU",1993,500641,325040,98497
"BRAZIL",1992,463851,4050700,108889
"PERU",1992,735346,937909,82878
"UNITED STATES",1993,576722,4496750,107922
"CANADA",1992,750715,7440575,105940
"CANADA",1993,611495,2115315,84387
"PERU",1993,272180,4355202,69130
"ARGENTINA",1993,307127,816559,68046
"UNITED STATES",1993,156915,4495954,118314
"BRAZIL",1992,689715,165353,102280
"BRAZIL",1992,231842,5003974,106429
"CANADA",1992,706006,1141502,60718
"ARGENTINA",1993,160227,604993,77233
"PERU",1993,444501,1248894,86728
"CANADA",1992,343207,1900288,75011
"UNITED STATES",1993,442472,1697340,84867
"BRAZIL",1993,761468,4894176,91765
"BRAZIL",1993,771920,5864124,119513
"ARGENTINA",1992,364757,6796911,109304
"CANADA",1993,404361,5648477,75920
"UNITED STATES",1993,86182,1182198,70090
"CANADA",1993,447860,5694696,108470
"UNITED STATES",1992,379342,3799215,85279
"BRAZIL",1992,109998,2076261,120479
"PERU",1993,211119,3831972,61806
"PERU",1993,271661,751019,97959
"ARGENTINA",1993,640434,742176,82464
"ARGENTINA",1992,202649,2505882,93097
"UNITED STATES",1992,783893,8437238,118611
"CANADA",1993,290414,140440,84264
"UNITED STATES",1993,177681,2025999,105520
"UNITED STATES",1993,96869,7650026,111951
"CANADA",1993,548990,4281837,122338
"CANADA",1993,668492,1022322,87627
"UNITED STATES",1992,279536,2068684,90931
"BRAZIL",1993,82323,5582853,78319
"BRAZIL",1992,6205,738948,66672
"ARGENTINA",1992,272859,4381761,109910
"CANADA",1992,456498,3927069,87268
"CANADA",1992,660539,3373875,89970
"ARGENTINA",1992,501455,1677807,87385
"BRAZIL",1992,142951,1722772,119637
"CANADA",1993,40353,3802449,77601
"ARGENTINA",1992,210118,2239201,61686
"CANADA",1993,524500,2635825,91468
"PERU",1992,587625,6670577,102756
"BRAZIL",1992,206228,646499,68052
"BRAZIL",1992,631402,1866718,80002
"PERU",1992,770053,1689022,67381
"UNITED STATES",1992,510004,2636348,60838
"BRAZIL",1993,70238,5224386,72493
"BRAZIL",1993,245507,4890533,87149
"CANADA",1993,476254,3353606,73813
"BRAZIL",1992,12204,3248142,66972
"ARGENTINA",1993,259667,2635173,97599
"UNITED STATES",1992,265346,5900985,78679
"UNITED STATES",1992,74042,4165764,60962
"UNITED STATES",1993,530976,3343578,120417
"CANADA",1993,227177,642621,66249
"PERU",1992,422505,6423660,85648
"BRAZIL",1992,714910,1385913,115492
"CANADA",1992,675894,3627528,112191
"BRAZIL",1992,283990,4169045,118438
"ARGENTINA",1992,609042,3389399,57060
"UNITED STATES",1993,164726,4283402,107443
"CANADA",1992,721543,1517574,93870
"BRAZIL",1993,180639,2079032,103177
"CANADA",1992,333303,376833,80177
"PERU",1992,132829,2653093,111709
"UNITED STATES",1992,446168,3639895,66848
"BRAZIL",1992,673523,2729597,89789
"UNITED STATES",1992,373037,4026042,66601
"ARGENTINA",1992,211167,3299139,64689
"PERU",1992,278284,4530287,75736
"ARGENTINA",1992,357192,117422,74950
"ARGENTINA",1993,751809,8217160,111646
"PERU",1992,606597,4841463,90213
"ARGENTINA",1992,661634,4600114,95736
"BRAZIL",1992,775318,2758694,83596
"CANADA",1992,494434,7142050,85704
"CANADA",1993,411860,8595195,106310
"ARGENTINA",1993,60333,4539588,77599
"UNITED STATES",1993,414774,2978955,101325
"BRAZIL",1993,666974,5380285,116456
"ARGENTINA",1993,110365,5677486,82521
"CANADA",1992,389930,799888,121195
"ARGENTINA",1993,135293,1554099,79697
"UNITED STATES",1993,287086,2369338,64384
"BRAZIL",1993,240642,6992059,94957
"BRAZIL",1992,65726,6299965,101503
"ARGENTINA",1993,294928,5422606,115374
"UNITED STATES",1992,370142,661822,72727
"CANADA",1993,167236,3160332,78193
"ARGENTINA",1993,393170,1697687,75789
"BRAZIL",1993,467557,5625515,91471
"BRAZIL",1993,628537,4683738,87930
"ARGENTINA",1993,614859,3336555,106429
"BRAZIL",1992,539711,1890745,105041
"UNITED STATES",1992,567835,6526638,114168
"PERU",1992,400320,5391285,73218
"PERU",1992,237822,3072628,105588
"PERU",1992,260888,7820720,110932
"BRAZIL",1992,419562,146672,88892
"UNITED STATES",1993,327174,3113406,72069
"UNITED STATES",1993,344384,5370671,85702
"BRAZIL",1992,444049,4184586,59581
"CANADA",1992,655864,3013638,109189
"UNITED STATES",1993,505345,491516,81019
"BRAZIL",1992,718590,624121,96513
"UNITED STATES",1992,600827,2133820,103667
"CANADA",1992,498785,3596060,107025
"PERU",1993,48928,1876920,112615
"PERU",1992,706408,394609,84862
"PERU",1993,30583,6198110,90814
"UNITED STATES",1992,63177,5363359,68410
"CANADA",1993,535532,6983257,94050
"BRAZIL",1993,785524,1904026,96569
"UNITED STATES",1993,250514,5740840,87870
"ARGENTINA",1993,633504,4657402,86248
"CANADA",1993,335523,5161785,93510
"UNITED STATES",1992,13494,3096478,84449
"UNITED STATES",1992,767831,4093812,113928
"PERU",1993,687682,759690,100179
"PERU",1993,373742,3377257,108943
"CANADA",1992,567068,1021536,68102
"PERU",1993,126117,514399,68586
"PERU",1993,74825,7120087,107989
"UNITED STATES",1992,37255,1652458,71535
"CANADA",1992,174790,4984583,111887
"CANADA",1992,607268,3606780,70513
"CANADA",1993,740075,3249226,66902
"ARGENTINA",1993,72532,6647013,90271
"CANADA",1992,766904,8608760,118252
"UNITED STATES",1993,314260,5810580,76455
"BRAZIL",1992,203934,1260813,110275
"PERU",1992,315836,6614701,111109
"BRAZIL",1992,246502,4258560,86909
"UNITED STATES",1993,633977,2178471,114656
"BRAZIL",1992,683753,3438705,104203
"BRAZIL",1992,628453,2184025,82885
"PERU",1992,312499,1629375,90688
"UNITED STATES",1993,116610,6026590,97596
"BRAZIL",1993,696796,8169607,107565
"BRAZIL",1993,635558,4892771,89611
"PERU",1993,214981,356442,113758
"PERU",1992,426082,3060470,60483
"UNITED STATES",1993,660479,1165946,86366
"ARGENTINA",1993,588012,5282151,65999
"PERU",1993,333738,1913457,106303
"UNITED STATES",1993,538282,4858556,79215
"ARGENTINA",1993,184472,4879533,93388
"PERU",1993,281018,2228769,59940
"UNITED STATES",1993,658354,4913326,78739
"ARGENTINA",1993,554981,6714596,122157
"ARGENTINA",1992,127441,5418543,88106
"PERU",1992,432394,3258891,79582
"PERU",1992,29710,3021985,98382
"UNITED STATES",1993,350411,664937,87684
"ARGENTINA",1992,488757,7384437,104743
"UNITED STATES",1992,76278,4793819,75256
"CANADA",1992,402650,2108471,93157
"BRAZIL",1993,119900,5321962,115194
"UNITED STATES",1993,745241,2016777,77172
"CANADA",1993,755475,881533,91826
"PERU",1993,267710,463045,100662
"PERU",1993,396200,2924204,77771
"CANADA",1993,451817,1139100,106127
"BRAZIL",1993,148224,351132,76333
"ARGENTINA",1993,799528,592406,97649
"PERU",1992,321037,2770954,63481
"UNITED STATES",1992,270263,2131056,73995
"CANADA",1992,496372,1915690,82101
"CANADA",1992,212655,2407895,94058
"PERU",1993,348743,6208344,107503
"ARGENTINA",1992,472922,8822654,113694
"ARGENTINA",1992,376285,245028,81676
"CANADA",1992,174239,2748590,78793
"PERU",1992,489176,314590,69909
"PERU",1992,789544,5862667,98010
"PERU",1992,256393,1268417,80962
"BRAZIL",1992,666073,1832866,62342
"UNITED STATES",1993,223974,7333717,113877
"UNITED STATES",1993,338312,2074060,81018
"PERU",1993,199323,3075055,85339
"ARGENTINA",1993,703060,2976484,63781
"BRAZIL",1993,328485,5751186,90808
"BRAZIL",1993,489343,5213368,79939
"UNITED STATES",1992,58721,3947342,100783
"BRAZIL",1992,519715,4293357,104081
"CANADA",1992,439909,1719458,110932
"CANADA",1992,20424,4771346,80665
"CANADA",1992,435959,5093571,113695
"PERU",1992,753083,3785318,68163
"BRAZIL",1992,572515,6348372,95249
"PERU",1992,657000,3433608,57418
"CANADA",1993,721769,5905827,107443
"UNITED STATES",1993,453136,911585,65346
"PERU",1992,207981,1054045,113338
"UNITED STATES",1992,472413,277078,83123
"UNITED STATES",1992,287208,5270787,71711
"UNITED STATES",1992,690787,7935876,106665
"CANADA",1993,187242,1172389,79754
"PERU",1993,573067,331751,68402
"ARGENTINA",1993,340375,5378368,84921
"ARGENTINA",1992,470605,1184836,94534
"PERU",1992,94386,5638852,82822
"CANADA",1993,343714,1156566,105462
"CANADA",1992,415774,5238225,101385
"ARGENTINA",1993,367865,8249403,115971
"CANADA",1992,44990,1393192,116099
"BRAZIL",1992,540641,7177154,100897
"UNITED STATES",1992,150126,5527764,70567
"CANADA",1992,53961,1780912,114897
"ARGENTINA",1992,231046,95748,58621
"PERU",1992,785030,1059250,66900
"CANADA",1992,290377,6097058,82041
"BRAZIL",1992,199218,2996652,79032
"UNITED STATES",1992,793042,522104,68100
"ARGENTINA",1992,651535,6222489,89190
"BRAZIL",1992,751285,1924200,80175
"ARGENTINA",1993,46568,2926129,90873
"PERU",1993,178690,5150425,106121
"ARGENTINA",1992,498846,1643734,110689
"PERU",1992,730998,6026011,121737
"ARGENTINA",1992,282881,5218836,111832
"PERU",1993,285457,1644381,86546
"ARGENTINA",1993,727992,1672526,121197
"BRAZIL",1993,147739,6718104,107203
"UNITED STATES",1993,713834,7683152,110868
"ARGENTINA",1992,188587,5529414,100534
"PERU",1993,152030,1259482,64921
"CANADA",1993,171292,2605247,81797
"ARGENTINA",1993,490413,3132366,84203
"UNITED STATES",1993,101583,4706202,95074
"UNITED STATES",1992,642612,7160395,93274
"BRAZIL",1992,665004,3289653,58138
"PERU",1992,597271,5910840,82095
"BRAZIL",1992,357145,120213,72127
"PERU",1992,771230,3570492,78072
"BRAZIL",1992,543509,884913,93148
"PERU",1993,642178,4768435,67208
"ARGENTINA",1993,356475,975540,91887
"UNITED STATES",1992,599074,436374,70383
"UNITED STATES",1992,378256,2185485,80054
"UNITED STATES",1992,537949,8682840,119215
"UNITED STATES",1993,774354,822712,85699
"ARGENTINA",1993,313959,6313408,118376
"BRAZIL",1992,575750,1734443,109543
"UNITED STATES",1992,745492,1429837,92247
"PERU",1993,101506,832140,90450
"ARGENTINA",1993,461523,276117,89070
"CANADA",1993,170428,545424,89905
"PERU",1993,370469,4826175,92367
"CANADA",1993,63649,6450560,96758
"ARGENTINA",1992,390401,3825415,89483
"PERU",1992,73566,3399348,92373
"BRAZIL",1992,123378,2942877,84082
"BRAZIL",1993,456443,5982520,83965
"ARGENTINA",1992,438182,721383,67209
"ARGENTINA",1992,411568,1112614,88772
"UNITED STATES",1992,617649,1228222,93996
"ARGENTINA",1993,106112,308598,67086
"UNITED STATES",1992,5514,3679369,85170
"BRAZIL",1992,657031,1032460,59280
"ARGENTINA",1992,23744,2476593,100064
"ARGENTINA",1993,761407,6907212,88102
"UNITED STATES",1992,434789,3111386,103425
"CANADA",1992,284923,3903583,114474
"CANADA",1993,718074,3341642,65522
"CANADA",1992,659921,8840183,112853
"CANADA",1993,173000,1997926,64380
"ARGENTINA",1993,387468,1591225,93327
"ARGENTINA",1993,511726,7006406,104262
"PERU",1993,49042,4229758,59462
"BRAZIL",1993,243139,590837,64927
"PERU",1993,666115,2490808,64864
"UNITED STATES",1993,606250,1345840,69373
"UNITED STATES",1993,436505,5791866,86488
"ARGENTINA",1993,242875,2763147,109071
"BRAZIL",1993,384980,3370031,123898
"ARGENTINA",1992,750095,2284394,68703
"UNITED STATES",1992,300171,4156446,70269
"UNITED STATES",1992,158681,5177287,104380
"ARGENTINA",1993,656585,1923854,92493
"ARGENTINA",1993,436407,5319784,80602
"BRAZIL",1992,86335,2949208,79279
"CANADA",1992,546495,5530794,92488
"ARGENTINA",1992,225967,6513640,113577
"CANADA",1992,227259,1690392,71174
"CANADA",1992,20535,705932,87331
"CANADA",1993,677665,3705773,98557
"ARGENTINA",1993,699558,6519778,93451
"BRAZIL",1993,287969,3796483,117417
"UNITED STATES",1992,438294,3903831,73936
"UNITED STATES",1992,757290,5247577,80835
"PERU",1993,566297,3206411,81796
"CANADA",1993,189062,3349584,69063
"CANADA",1993,566384,6271356,87021
"BRAZIL",1993,476297,3710308,76396
"CANADA",1992,765227,1293482,77531
"CANADA",1992,360222,3769697,76932
"UNITED STATES",1992,291625,588446,96996
"CANADA",1993,339725,838237,105882
"ARGENTINA",1992,125588,1174686,96814
"UNITED STATES",1993,519908,6477676,115672
"BRAZIL",1993,385687,7665025,106360
"ARGENTINA",1992,369795,1864780,111886
"UNITED STATES",1992,776534,4689776,96630
"UNITED STATES",1992,711871,5592034,112970
"BRAZIL",1992,385425,4448157,90624
"PERU",1992,605107,1821726,60724
"ARGENTINA",1992,32522,2036328,87271
"PERU",1992,563784,3292708,110865
"CANADA",1992,224834,2930194,105529
"CANADA",1993,463992,2339340,117358
"PERU",1992,472745,3091896,103063
"BRAZIL",1992,79030,2662830,60541
"PERU",1992,252635,6775962,95257
"UNITED STATES",1992,299462,4051139,87687
"PERU",1992,257823,1442456,106848
"PERU",1993,679326,3289330,78317
"UNITED STATES",1993,267114,4776299,64866
"CANADA",1993,386303,4701357,83357
"PERU",1993,244515,866943,87570
"UNITED STATES",1993,747183,1830463,73809
"CANADA",1993,278035,838780,60781
"ARGENTINA",1993,129107,1745049,68166
"PERU",1993,364456,2905560,91226
"PERU",1993,595826,4199133,115308
"UNITED STATES",1993,208516,837606,85470
"PERU",1993,455079,2041214,62043
"PERU",1992,733772,4550464,108344
"PERU",1992,438797,6363332,104146
"BRAZIL",1993,383243,724121,79573
"UNITED STATES",1992,766033,3264030,65940
"PERU",1992,645718,2876502,99820
"UNITED STATES",1992,99756,2085831,105345
"BRAZIL",1993,665038,1333990,60180
"CANADA",1993,711276,5921304,77234
"CANADA",1992,688352,3216768,80419
"CANADA",1992,520117,1350862,68225
"CANADA",1993,792416,2487318,90502
"CANADA",1993,654318,5860121,76336
"ARGENTINA",1993,307868,5815135,112551
"BRAZIL",1993,230631,2495468,93697
"BRAZIL",1992,666175,5039274,68468
"CANADA",1992,366340,132195,84379
"ARGENTINA",1992,239578,5221923,91053
"ARGENTINA",1993,48408,5802679,81384
"ARGENTINA",1993,341346,2497194,83239
"PERU",1993,454449,5754022,84205
"BRAZIL",1993,570896,8874517,118012
"UNITED STATES",1993,714438,5607716,87144
"ARGENTINA",1992,22605,3959539,91656
"CANADA",1992,785820,4806402,114347
"BRAZIL",1993,65553,1271026,91113
"ARGENTINA",1992,332687,6655122,103180
"BRAZIL",1993,427783,7075703,102645
"ARGENTINA",1993,138959,7192620,119877
"UNITED STATES",1993,370785,2219500,111346
"BRAZIL",1993,573008,2088453,64858
"UNITED STATES",1992,540601,3378371,98494
"PERU",1992,276175,3908188,69069
"ARGENTINA",1992,763972,3288043,122156
"UNITED STATES",1993,277730,5573998,102463
"PERU",1992,231412,1934496,80604
"CANADA",1993,182656,6815508,104319
"ARGENTINA",1993,59943,2892468,114176
"CANADA",1993,788840,3645450,115728
"ARGENTINA",1993,52486,4974263,86308
"BRAZIL",1992,542315,2996896,81437
"BRAZIL",1993,586942,4329715,121735
"CANADA",1992,146307,6360510,81198
"PERU",1992,570677,4984297,104859
"ARGENTINA",1992,199199,2206923,77891
"UNITED STATES",1992,181846,6919017,115670
"ARGENTINA",1993,221062,1755727,58983
"ARGENTINA",1993,629245,5636208,70452
"BRAZIL",1993,195767,8853698,111765
"CANADA",1992,355120,2902521,70506
"PERU",1993,53329,923270,76939
"UNITED STATES",1993,188183,845334,76270
"BRAZIL",1992,403925,182890,109734
"PERU",1993,497752,1749730,104983
"PERU",1993,555270,5917241,79515
"CANADA",1993,255287,1828621,74536
"UNITED STATES",1992,418760,2524824,100724
"UNITED STATES",1993,771877,1559072,116930
"ARGENTINA",1993,127249,1333670,76574
"CANADA",1993,305038,2002598,62581
"PERU",1993,111022,2935842,61981
"ARGENTINA",1992,384011,4553010,65700
"UNITED STATES",1992,610784,4728352,101685
"BRAZIL",1992,632014,3723377,56758
"UNITED STATES",1992,319226,3785438,74712
"CANADA",1992,426108,3673052,62044
"CANADA",1993,201139,2679349,62407
"BRAZIL",1993,685862,2378157,110869
"PERU",1992,457369,5369024,79580
"UNITED STATES",1993,314144,4898889,69487
"ARGENTINA",1992,462900,3103558,111772
"BRAZIL",1992,755484,6788974,92367
"PERU",1993,55345,1589015,78020
"CANADA",1993,669187,3005990,69369
"UNITED STATES",1993,417681,639464,95919
"PERU",1993,678079,811806,63422
"PERU",1993,206685,2635805,95500
"BRAZIL",1993,150782,7389768,109966
"BRAZIL",1992,580103,2045545,70984
"ARGENTINA",1993,451256,785906,72433
"ARGENTINA",1993,246064,3287712,60603
"ARGENTINA",1992,593227,1922211,79212
"ARGENTINA",1992,614374,4947225,77300
"CANADA",1992,288764,6625395,105165
"BRAZIL",1992,456957,6363817,114835
"ARGENTINA",1992,76199,994210,70511
"ARGENTINA",1993,648447,6977050,83724
"PERU",1993,647474,5131398,85286
"ARGENTINA",1993,444464,4056307,84506
"ARGENTINA",1992,688046,3308832,62040
"PERU",1993,253602,4388319,93335
"CANADA",1993,680488,1321605,88107
"ARGENTINA",1992,546415,1478926,87683
"CANADA",1992,702110,303597,66724
"PERU",1992,561770,1243758,109905
"BRAZIL",1993,384431,5528252,90925
"PERU",1993,322491,563014,90808
"BRAZIL",1993,193365,5775105,87501
"CANADA",1992,573719,5055385,107561
"ARGENTINA",1993,666092,4231181,63483
"PERU",1992,8100,3617062,60486
"ARGENTINA",1992,131811,5369948,110568
"PERU",1992,580151,3809116,73867
"CANADA",1992,263399,2256101,81742
"BRAZIL",1992,255682,5482919,98260
"CANADA",1992,436840,1012787,106609
"ARGENTINA",1993,558980,9685060,122337
"UNITED STATES",1993,504968,1284383,118376
"PERU",1993,592432,6506181,91464
"BRAZIL",1993,191157,5167341,74889
"CANADA",1993,15949,5191992,111896
"BRAZIL",1993,44833,5689056,106669
"BRAZIL",1993,548478,6815599,91587
"PERU",1993,669454,5408996,85405
"CANADA",1993,633245,4734047,70692
"UNITED STATES",1992,415652,5956994,94057
"UNITED STATES",1992,686856,2860056,110569
