"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"PERU",1993,153655,277053,3033467,61802
"BRAZIL",1993,75085,107915,1446028,115374
"BRAZIL",1992,896947,326848,3661542,112489
"UNITED STATES",1993,859813,484636,3500517,97236
"CANADA",1993,859813,238653,2072315,95498
"BRAZIL",1993,224132,396337,567594,85999
"BRAZIL",1993,162887,105778,8026965,107026
"ARGENTINA",1993,460264,396927,5156922,121434
"BRAZIL",1993,460264,580951,8046442,121915
"UNITED STATES",1993,460264,469440,2821658,84565
"UNITED STATES",1993,809614,624234,4044434,69492
"UNITED STATES",1992,63460,751713,4891692,105880
"UNITED STATES",1992,63460,222634,4227779,93397
"BRAZIL",1993,43904,521650,476414,100297
"UNITED STATES",1993,43904,161260,3768233,79275
"UNITED STATES",1993,43904,687397,4684674,83061
"PERU",1992,792743,298302,2176685,78017
"CANADA",1992,125360,8416,1446255,79464
"ARGENTINA",1993,282406,324587,3282768,96694
"BRAZIL",1993,319724,6112,2195045,61086
"BRAZIL",1992,272900,533058,4974005,65461
"UNITED STATES",1993,459514,384135,5159315,73147
"BRAZIL",1992,109915,635304,3726484,74356
"ARGENTINA",1993,773191,5301,2050710,72378
"CANADA",1993,471241,356992,3448433,122938
"ARGENTINA",1992,690077,454180,4681812,68049
"PERU",1992,402676,798194,1058279,77529
"CANADA",1992,121043,285901,7638130,113213
"PERU",1993,284446,756120,2222810,70565
"CANADA",1993,402302,720581,6680065,96093
"BRAZIL",1993,402302,402286,4154156,71295
"BRAZIL",1993,383255,426829,5730931,105348
"PERU",1992,384404,30944,4657350,112496
"ARGENTINA",1993,404479,18325,3655360,74599
"ARGENTINA",1993,377512,658936,5968935,113694
"PERU",1992,617075,774487,3122900,93687
"ARGENTINA",1992,617075,799609,4558464,102514
"BRAZIL",1993,467518,593051,2420767,68641
"PERU",1992,739243,766707,505495,106420
"CANADA",1992,846254,625906,3707704,109912
"BRAZIL",1992,846254,393731,4778941,109483
"ARGENTINA",1993,802568,463891,168793,111292
"CANADA",1993,802568,26150,4794248,64569
"UNITED STATES",1992,162331,751803,8279693,111286
"PERU",1992,532849,219617,3011736,92196
"PERU",1992,532849,3194,825086,65831
"UNITED STATES",1992,71006,310316,1830294,79578
"ARGENTINA",1992,71006,269760,1401097,103785
"UNITED STATES",1993,175417,162813,5942566,112548
"UNITED STATES",1993,175417,26623,3350278,92977
"PERU",1992,892069,212600,1706201,90755
"CANADA",1992,892069,579142,1077027,73267
"UNITED STATES",1993,864097,549074,1123050,67383
"UNITED STATES",1993,864097,671514,3730040,89128
"UNITED STATES",1993,864097,530432,2386653,87744
"BRAZIL",1993,799744,588024,1478960,66720
"UNITED STATES",1993,742661,104034,1006889,62281
"UNITED STATES",1993,742661,485932,4278857,115074
"BRAZIL",1993,702598,329154,946512,70988
"UNITED STATES",1992,296788,749398,6190358,86841
"BRAZIL",1993,869518,730566,1877519,95791
"CANADA",1993,869518,209642,4375596,93097
"CANADA",1992,751340,114523,2263229,92251
"CANADA",1993,775135,442462,4297586,84266
"BRAZIL",1993,372937,657723,6655532,100841
"ARGENTINA",1993,372937,382134,3491480,72967
"UNITED STATES",1992,321385,272457,4345497,85766
"PERU",1992,321385,623822,8295994,104747
"CANADA",1992,321385,565438,1504913,90204
"PERU",1992,151411,468916,1886774,113093
"CANADA",1993,841144,139481,4056640,91228
"CANADA",1993,785008,45297,1416210,74537
"UNITED STATES",1992,515275,11943,2363193,111296
"ARGENTINA",1993,346795,548478,5022020,91587
"ARGENTINA",1993,346795,268643,1186159,96697
"BRAZIL",1992,331789,714424,2049705,86303
"UNITED STATES",1993,856298,311372,5204200,83001
"CANADA",1992,4312,378322,3019068,84018
"PERU",1992,4312,502012,839583,60839
"ARGENTINA",1992,44626,381000,1306916,64859
"CANADA",1992,501917,190502,6960817,95550
"ARGENTINA",1992,553165,520195,223591,72910
"CANADA",1992,553165,503737,5787860,104442
"CANADA",1993,16321,404692,1580703,95800
"UNITED STATES",1993,450631,768941,3617838,120594
"BRAZIL",1993,727354,394679,2894613,106419
"BRAZIL",1993,777004,411228,1339699,68352
"PERU",1992,587593,31254,5070499,71115
"ARGENTINA",1992,126671,424991,6759542,114958
"PERU",1993,457342,294865,2789775,111591
"PERU",1992,535888,87930,5753790,115075
"PERU",1993,761084,200017,2336516,55020
"ARGENTINA",1993,479503,591896,9350940,119272
"CANADA",1993,479503,790131,4706119,73266
"PERU",1993,557497,209037,516526,56761
"CANADA",1992,5978,242815,3881222,105468
"CANADA",1993,774580,299605,6671885,96275
"CANADA",1993,774580,245310,1256555,75318
"PERU",1993,774580,515736,2718653,105102
"BRAZIL",1992,731945,355471,5196069,91587
"UNITED STATES",1993,612652,384707,6331832,107501
"CANADA",1993,581552,429837,1768576,106008
"UNITED STATES",1993,581552,269091,3883073,63604
"BRAZIL",1993,581552,199273,3705129,82336
"CANADA",1993,465037,459613,429317,94355
"BRAZIL",1993,644411,643113,3375231,63364
"CANADA",1993,579239,369728,1395022,107862
"CANADA",1993,579239,269427,2792820,83784
"CANADA",1993,4276,794349,1948468,86598
"CANADA",1993,79249,496724,1533143,103242
"CANADA",1993,40078,513266,2763158,76754
"BRAZIL",1993,798895,700293,4865244,77595
"UNITED STATES",1992,470314,243986,2408602,115798
"ARGENTINA",1993,741185,99571,4070917,94234
"PERU",1992,249499,216983,8844360,113998
"BRAZIL",1992,323027,551304,254792,81316
"UNITED STATES",1992,323027,151880,8989037,115912
"BRAZIL",1992,323027,639407,2843533,80782
"CANADA",1992,899341,621796,1453224,103065
"UNITED STATES",1992,899341,116305,1843213,79278
"CANADA",1992,376684,735240,1147689,76512
"BRAZIL",1993,579628,118779,2114177,107866
"CANADA",1992,858691,330584,7265565,96874
"PERU",1992,231430,310402,419479,84743
"ARGENTINA",1992,182101,747372,4590145,85160
"UNITED STATES",1993,540208,739650,6812547,101377
"CANADA",1993,227117,247634,5551486,94897
"UNITED STATES",1992,787577,402851,7015320,105229
"ARGENTINA",1992,787577,302067,590115,64143
"PERU",1992,787577,28264,3510013,71535
"UNITED STATES",1993,725596,767457,1525944,91465
"ARGENTINA",1993,625027,148313,5581371,81678
"UNITED STATES",1992,663118,673028,2420393,60059
"ARGENTINA",1993,319474,344905,2129279,116993
"CANADA",1992,579787,375348,4981655,85399
"ARGENTINA",1992,343073,446971,9116016,115077
"BRAZIL",1992,343073,32108,4448507,62406
"PERU",1992,620371,773405,6948339,88702
"CANADA",1992,106150,344106,1297301,69005
"UNITED STATES",1993,204016,760840,5945733,114048
"BRAZIL",1993,133040,64482,6075216,86788
"ARGENTINA",1992,121771,338178,577676,72969
"PERU",1992,121771,557265,1539087,79334
"PERU",1992,648394,644141,403660,65106
"UNITED STATES",1992,12683,290523,2616858,90810
"CANADA",1992,12683,794691,6428376,107139
"BRAZIL",1992,12683,99903,5061714,114174
"BRAZIL",1992,760789,396032,3923253,67681
"BRAZIL",1992,760789,102207,2923845,72552
"BRAZIL",1992,238927,38878,3586501,109012
"PERU",1992,238927,616432,1868882,80904
"ARGENTINA",1993,825931,194467,1499001,93687
"UNITED STATES",1993,19496,630157,4745278,65227
"BRAZIL",1992,11107,344868,4135581,114771
"BRAZIL",1993,175783,463459,2513433,85345
"ARGENTINA",1993,175783,783546,6746171,97770
"UNITED STATES",1992,77278,199980,4892112,124798
"ARGENTINA",1993,87185,486656,1374881,98557
"BRAZIL",1993,87185,551561,3096076,96752
"UNITED STATES",1993,653153,348968,7938715,121017
"ARGENTINA",1993,653153,685466,3762106,87085
"PERU",1993,653153,612537,6058910,86970
"ARGENTINA",1992,734251,248435,124507,83005
"BRAZIL",1992,734251,619180,4836260,65949
"UNITED STATES",1993,288166,366566,6559585,97953
"PERU",1992,769567,212041,2168143,57181
"ARGENTINA",1992,184018,81949,3630167,115856
"PERU",1992,184018,511843,2338928,111289
"ARGENTINA",1992,580600,344176,3669021,73209
"BRAZIL",1992,707815,349228,247778,76632
"CANADA",1993,772312,469892,8488265,111712
"UNITED STATES",1993,772312,660166,1837844,67567
"BRAZIL",1992,433483,366738,2772049,108283
"BRAZIL",1992,433483,75135,4066406,66607
"CANADA",1992,433483,384186,1402267,76210
"CANADA",1993,22766,475817,4381578,107567
"PERU",1993,123754,478221,4640904,71952
"ARGENTINA",1992,123697,161630,6071260,101497
"CANADA",1992,878893,22139,3427449,63667
"PERU",1992,878893,381110,2657344,71466
"UNITED STATES",1993,742189,232322,4854179,75258
"UNITED STATES",1992,863482,110555,3796458,93933
"CANADA",1993,319441,559041,396007,66001
"ARGENTINA",1992,537692,758491,2679016,92967
"UNITED STATES",1993,610618,367412,6396925,88764
"BRAZIL",1993,610618,685081,801669,63963
"CANADA",1992,217939,466912,5813285,112733
"ARGENTINA",1993,532942,546515,2521806,93689
"BRAZIL",1993,532942,742384,6429985,85581
"CANADA",1993,532942,441930,7749707,112314
"UNITED STATES",1993,434182,257150,611141,66428
"BRAZIL",1993,434182,108136,5097099,68647
"PERU",1993,520996,612340,1863437,75138
"BRAZIL",1993,246569,702907,1776179,114592
"ARGENTINA",1993,580000,248902,7229576,111053
"BRAZIL",1993,247097,429434,4049327,81804
"BRAZIL",1993,49565,319662,2784812,100899
"ARGENTINA",1992,527371,322865,6796260,113271
"UNITED STATES",1992,319246,412498,4146781,84628
"CANADA",1993,501274,216369,1655530,77121
"CANADA",1993,683713,619434,812040,81204
"CANADA",1993,43693,664449,254413,84804
"UNITED STATES",1993,626338,139132,527008,70267
"UNITED STATES",1992,408952,540316,4666993,81377
"PERU",1992,801880,169502,4774217,94290
"BRAZIL",1992,801880,18974,870766,113578
"CANADA",1992,686930,783688,4081881,106299
"ARGENTINA",1992,100058,441362,6060531,78200
"UNITED STATES",1993,467393,673796,1359175,106185
"PERU",1992,265072,1390,116225,77483
"ARGENTINA",1992,695285,470406,2202208,82582
"ARGENTINA",1993,48164,622511,4493959,86008
"CANADA",1993,48164,131516,3119780,92850
"BRAZIL",1993,381661,155519,6447618,94470
"BRAZIL",1993,381661,201399,5206721,78022
"CANADA",1993,26293,660498,2887750,87507
"CANADA",1993,26293,174342,4768816,84980
"PERU",1993,26293,559755,1422748,108883
"ARGENTINA",1992,882343,631986,2117416,115077
"BRAZIL",1993,839627,589706,4354524,107740
"CANADA",1992,446275,761948,8321027,120594
"PERU",1992,897493,86324,3412073,78619
"UNITED STATES",1993,747470,256272,4135551,73695
"ARGENTINA",1993,356296,516511,2670052,91649
"CANADA",1993,390157,680372,1722881,81140
"BRAZIL",1992,361313,578065,5372288,68582
"ARGENTINA",1992,361313,331111,4122981,68526
"PERU",1993,599170,658946,560043,114294
"PERU",1992,421873,517873,5559099,113451
"CANADA",1992,712037,641457,1029237,83905
"BRAZIL",1992,745987,591361,3781893,87140
"ARGENTINA",1992,745987,187511,5796197,95910
"BRAZIL",1993,82435,100970,7966660,118258
"BRAZIL",1993,82435,226025,3548218,57060
"BRAZIL",1993,359494,396395,1718069,89482
"UNITED STATES",1993,836939,657614,7238697,94294
"PERU",1993,96475,391614,6413056,102336
"CANADA",1993,96475,244501,708290,86729
"UNITED STATES",1992,188126,721921,8480714,116573
"ARGENTINA",1992,188126,52947,2006336,113996
"CANADA",1993,118246,665975,2678497,116456
"UNITED STATES",1993,138307,407634,716848,92496
"CANADA",1993,330592,759231,2149473,77412
"BRAZIL",1993,330592,718152,4797492,70207
"BRAZIL",1992,65371,690582,4359108,94353
"BRAZIL",1992,675856,157097,4777932,69245
"ARGENTINA",1992,675856,627775,3325451,102164
"UNITED STATES",1993,394573,531156,3606500,71227
"PERU",1993,394573,730910,3105408,116452
"PERU",1992,443980,52802,5334592,105288
"CANADA",1992,39883,218070,2787317,59283
"PERU",1992,39883,340148,5356090,71287
"PERU",1992,128393,242534,2852636,88591
"UNITED STATES",1992,128393,259838,2818981,107869
"CANADA",1992,586670,232788,5575294,103246
"PERU",1992,706013,517349,5377835,81979
"BRAZIL",1992,532625,103674,3820054,100660
"UNITED STATES",1992,73186,31466,5848370,83847
"CANADA",1993,103319,383260,2748289,80595
"ARGENTINA",1993,369680,381222,4847941,78192
"UNITED STATES",1993,119326,389826,3661112,114948
"ARGENTINA",1993,281461,583733,8356866,109002
"CANADA",1992,696374,503662,2498460,99938
"PERU",1993,250370,711925,185941,116213
"PERU",1992,489022,421509,3325866,85828
"BRAZIL",1992,489022,291040,2350748,61861
"PERU",1993,224365,499261,4990550,75614
"ARGENTINA",1993,683332,650011,1600992,57658
"CANADA",1993,683332,156129,5180159,71107
"ARGENTINA",1992,698249,412405,5756950,79042
"PERU",1992,698249,88890,4464242,112733
"PERU",1992,630710,747906,7813526,117232
"PERU",1992,130618,648802,3326463,105046
"UNITED STATES",1993,164476,510035,3310591,62700
"BRAZIL",1992,419305,45240,675586,71114
"ARGENTINA",1992,258236,300360,4130022,81621
"UNITED STATES",1992,258236,145804,3366636,110988
"BRAZIL",1993,367552,766147,2353433,72786
"BRAZIL",1993,367552,399490,4983019,95368
"UNITED STATES",1993,346382,799147,3207487,74766
"UNITED STATES",1993,346382,570909,1288901,118792
"ARGENTINA",1992,247766,227098,1752886,61504
"BRAZIL",1993,808939,730835,3470388,111948
"ARGENTINA",1993,808939,417461,675435,82706
"BRAZIL",1992,466867,130219,1023102,74952
"CANADA",1993,491911,378613,786594,101496
"BRAZIL",1992,555845,447716,1989773,99821
"CANADA",1992,555845,757700,522027,105460
"UNITED STATES",1993,324965,535414,5217804,86963
"BRAZIL",1992,375887,379103,2582866,70925
"PERU",1993,126391,587793,7171376,112846
"CANADA",1993,126391,624289,4755940,72795
"CANADA",1992,377863,559955,8885841,120895
"BRAZIL",1992,860498,396044,2052054,68401
"CANADA",1992,860498,308855,4286832,111830
"PERU",1992,860498,511483,134501,89667
"BRAZIL",1993,710501,646963,3590668,114595
"PERU",1993,710501,476576,2890848,93153
"PERU",1992,861724,726072,4348238,65882
"PERU",1993,227422,241299,3560843,74416
"PERU",1992,720004,459363,5653003,79340
"BRAZIL",1992,176033,541603,1815616,98674
"PERU",1992,176033,658630,3622008,95316
"UNITED STATES",1992,176033,578798,3243058,112606
"CANADA",1992,274532,206010,937068,54960
"PERU",1992,274532,5709,6830181,96882
"ARGENTINA",1993,447887,266071,4039348,62223
"PERU",1993,447887,502632,2536914,98076
"PERU",1993,25159,642337,767580,76758
"ARGENTINA",1993,25159,545298,362682,80596
"CANADA",1993,25159,678265,1107717,74593
"CANADA",1992,456412,162733,3447801,107743
"CANADA",1993,218710,191496,6267410,95249
"CANADA",1992,312932,612469,6103157,82885
"BRAZIL",1993,534352,380772,6966377,111165
"CANADA",1992,479242,715825,8392161,110447
"ARGENTINA",1992,479242,441366,5953626,78440
"PERU",1992,176176,380422,1141831,90144
"BRAZIL",1992,176176,136176,2978301,72730
"UNITED STATES",1992,868775,619816,6665395,104146
"UNITED STATES",1992,868775,16243,533250,69554
"ARGENTINA",1992,868775,192325,2321570,85039
"CANADA",1992,562838,188397,1795836,89123
"UNITED STATES",1993,609238,36017,4299981,57180
"BRAZIL",1993,609457,243631,716452,94477
"UNITED STATES",1992,787303,726243,6092208,76152
"CANADA",1992,787303,56649,4075114,96338
"CANADA",1992,396698,402298,1419919,72016
"BRAZIL",1992,87758,774226,3055446,78011
"CANADA",1993,442474,586975,5561079,123717
"CANADA",1993,442474,478024,4809600,60120
"CANADA",1992,199558,205525,5727762,85830
"PERU",1992,314953,207128,2556721,62106
"ARGENTINA",1992,314953,189556,6842196,98733
"BRAZIL",1992,421687,324430,3199724,87265
"CANADA",1992,645271,199603,7355232,102156
"PERU",1992,645271,259725,7522230,101082
"BRAZIL",1992,89714,492831,4202058,109428
"UNITED STATES",1992,293467,424979,6408695,114237
"CANADA",1992,293467,185117,3870794,72126
"ARGENTINA",1993,359113,686436,3823411,85344
"UNITED STATES",1992,673613,583002,2118965,65098
"PERU",1992,673613,792948,816364,122454
"BRAZIL",1993,305428,231283,2404254,72856
"CANADA",1993,305428,412806,7832480,103126
"BRAZIL",1993,117047,18650,721579,94119
"UNITED STATES",1993,630740,40183,3342583,67390
"CANADA",1993,630740,353990,2043980,122638
"UNITED STATES",1993,630740,694339,3546578,79998
"CANADA",1993,630740,143728,5208856,106303
"BRAZIL",1993,640991,571926,7803797,119874
"PERU",1993,640991,764454,4664586,91105
"CANADA",1992,104698,58673,5727161,97900
"CANADA",1992,104698,502773,5717915,106545
"UNITED STATES",1992,142369,591285,2630032,82575
"PERU",1993,591191,266454,3102240,85226
"BRAZIL",1992,49390,545067,3814297,66722
"BRAZIL",1992,49390,534097,2393344,67864
"BRAZIL",1993,433138,424426,5839129,81024
"BRAZIL",1993,6760,151586,6396387,98254
"CANADA",1993,208831,763043,4262562,66360
"UNITED STATES",1993,780517,793615,3044689,102514
"ARGENTINA",1992,636617,247990,2790691,116278
"CANADA",1992,636617,764086,4945215,69003
"BRAZIL",1992,636617,435179,432290,66849
"UNITED STATES",1992,218339,64103,1067100,64026
"BRAZIL",1992,218339,572608,1290685,100834
"BRAZIL",1992,218339,158300,1198020,81498
"CANADA",1992,632227,61297,3963613,75497
"BRAZIL",1992,796210,327147,1526369,70447
"PERU",1992,796210,301428,1286469,85764
"UNITED STATES",1992,366673,671162,1346158,67987
"BRAZIL",1993,20122,449440,6535831,83365
"UNITED STATES",1992,349912,215367,5424340,76941
"BRAZIL",1993,79027,732457,6370249,89365
"UNITED STATES",1993,79027,95751,7231545,104805
"UNITED STATES",1993,79027,474702,328629,100600
"ARGENTINA",1993,829195,551707,3675641,105520
"UNITED STATES",1993,836039,311225,4603646,74172
"ARGENTINA",1993,836039,263858,2142483,109310
"BRAZIL",1992,237403,793969,3490477,123775
"BRAZIL",1993,295462,370060,5153028,67803
"CANADA",1992,728630,173184,3858285,75430
"CANADA",1993,569536,543645,158730,101317
"BRAZIL",1993,688310,628986,191495,114897
"UNITED STATES",1992,721280,173960,732225,122037
"BRAZIL",1993,185224,766140,110962,72366
"UNITED STATES",1993,185224,138927,3695929,117955
"PERU",1993,713081,182547,774031,97772
"PERU",1993,713081,64790,4936224,105287
"BRAZIL",1993,713081,110336,533146,80779
"ARGENTINA",1993,713081,3525,3714152,85711
"CANADA",1993,713081,30151,2010939,64869
"PERU",1992,536009,369804,3659511,112427
"PERU",1993,809783,395941,9581718,122215
"PERU",1993,809783,495651,1514899,98797
"PERU",1992,767635,750471,6694336,91286
"CANADA",1992,281348,85963,578841,116937
"ARGENTINA",1993,837118,206530,6177036,86191
"CANADA",1993,399307,412792,6582116,102286
"ARGENTINA",1992,749899,771232,2846188,78192
"UNITED STATES",1993,796714,32366,5982842,77901
"PERU",1993,278353,236373,3240666,78561
"BRAZIL",1992,76945,346227,5793105,76392
"CANADA",1992,130463,798080,1028437,70683
"CANADA",1993,310018,558892,3447187,117052
"CANADA",1993,339661,243043,4141326,59161
"PERU",1992,797000,697581,2424652,94713
"UNITED STATES",1992,797000,241824,8122726,105948
"CANADA",1992,524884,52622,2607570,94477
"ARGENTINA",1993,823301,1280,2835072,70876
"ARGENTINA",1993,823301,286370,6239256,81381
"UNITED STATES",1992,786637,555455,5365047,90625
"CANADA",1992,786637,317682,1856039,101980
"BRAZIL",1993,384085,80143,4357783,67388
"UNITED STATES",1993,384085,108270,4085350,76696
"BRAZIL",1993,503782,449408,2443284,81442
"BRAZIL",1993,503782,395013,3366104,66480
"BRAZIL",1993,503782,568200,3994767,76090
"CANADA",1992,391790,208215,1940889,67392
"CANADA",1992,391790,254752,165553,102404
"UNITED STATES",1992,391790,745,5108376,98744
"UNITED STATES",1993,408470,26358,2889787,77061
"UNITED STATES",1993,408470,654962,5233218,115015
"UNITED STATES",1993,707209,475500,5577314,88528
"PERU",1993,76189,262431,2006524,83605
"CANADA",1993,76189,378395,2357408,88402
"ARGENTINA",1993,54101,113237,2587976,75013
"UNITED STATES",1992,70312,409084,446877,59583
"ARGENTINA",1992,70312,58122,962386,64807
"CANADA",1992,328,664984,1890481,116937
"BRAZIL",1992,263270,555188,5251107,74589
"BRAZIL",1992,263270,479049,1295305,61681
"CANADA",1993,206015,613176,4965389,65348
"ARGENTINA",1992,802396,114108,3029670,67326
"CANADA",1992,791305,376281,4869884,81436
"BRAZIL",1993,335990,751045,201665,65760
"ARGENTINA",1992,68956,471718,2798126,101381
"CANADA",1992,477370,662286,6116425,74895
"BRAZIL",1992,477370,731163,236437,71647
"UNITED STATES",1992,477370,641764,3923179,102343
"UNITED STATES",1992,550442,742661,4340849,102217
"CANADA",1992,860012,684705,2483814,101380
"UNITED STATES",1992,860012,430980,7261648,114657
"PERU",1993,105271,76957,382922,116037
"CANADA",1993,105271,58728,1426965,101203
"PERU",1993,105271,92885,4090022,112672
"PERU",1992,767432,459622,4127976,94896
"UNITED STATES",1992,136901,149531,2471948,94831
"PERU",1992,136901,770374,2820796,86660
"BRAZIL",1993,185176,682630,5208698,96756
"BRAZIL",1993,185176,671584,3546654,93333
"ARGENTINA",1993,409102,634764,1153437,101923
"CANADA",1992,368356,769880,8981009,116991
"ARGENTINA",1993,279664,371324,6354241,83718
"UNITED STATES",1992,39484,564910,4976722,118493
"PERU",1993,296771,539427,4548772,87984
"BRAZIL",1993,296771,617730,2745068,98862
"UNITED STATES",1992,226900,189696,6824907,107141
"ARGENTINA",1992,206678,692513,2191978,90328
"PERU",1992,529751,374648,981899,103357
"BRAZIL",1992,461254,765369,3580087,86059
"UNITED STATES",1993,121573,590719,1976181,108581
"BRAZIL",1992,812287,636805,634004,104506
"ARGENTINA",1993,39814,488867,6840626,111350
"UNITED STATES",1993,111946,461043,4671705,60241
"CANADA",1992,800954,266894,3182104,111652
"ARGENTINA",1992,800954,72303,5071868,76518
"ARGENTINA",1992,800954,785992,7838065,124677
"BRAZIL",1993,472405,234498,4641235,85948
"UNITED STATES",1993,679852,647410,5863881,81442
"BRAZIL",1993,679852,210367,1752524,76641
"PERU",1993,679852,684967,2966933,117115
"ARGENTINA",1993,684392,44512,3833534,87390
"PERU",1993,183325,572554,8051323,97591
"UNITED STATES",1993,183325,661681,916598,98559
"PERU",1993,708700,418199,1591967,67030
"PERU",1993,214984,427295,5989123,73336
"PERU",1993,625510,391250,2124524,80474
"PERU",1993,115937,737789,2630520,109605
"CANADA",1992,801994,141022,4140462,63781
"BRAZIL",1992,801994,542839,4380853,112908
"UNITED STATES",1993,606868,346630,1696739,100597
"PERU",1992,191476,276193,1936162,70150
"CANADA",1992,191476,497569,4662023,93992
"PERU",1993,623701,781961,4045001,122575
"BRAZIL",1992,219143,606196,2908600,66129
"CANADA",1993,880528,414118,4226408,61925
"UNITED STATES",1993,331708,13625,3963485,92317
"UNITED STATES",1992,351253,156418,4570671,88464
"CANADA",1992,138949,583940,8192828,121435
"CANADA",1992,693544,669256,1978730,73513
"BRAZIL",1992,693544,182321,1936581,84199
"CANADA",1992,693544,254500,418893,87269
"ARGENTINA",1992,44612,191031,4645204,67321
"UNITED STATES",1993,648499,220169,2329691,65349
"ARGENTINA",1993,163199,425185,3956610,66609
"UNITED STATES",1993,163199,210891,7265180,108112
"UNITED STATES",1992,287143,567407,5057123,88462
"CANADA",1993,634585,785667,1214572,105157
"BRAZIL",1993,634585,557723,7852887,106842
"ARGENTINA",1993,459980,180711,4498983,107502
"CANADA",1993,459980,395373,2622490,88101
"UNITED STATES",1993,459980,222397,3001589,79162
"BRAZIL",1992,783085,468605,7170804,94414
"BRAZIL",1992,278893,193629,1295410,103357
"ARGENTINA",1993,622886,240892,5681928,109972
"PERU",1993,34895,71504,5763303,88530
"ARGENTINA",1992,647233,323714,2669107,104262
"CANADA",1992,647233,273352,1206059,79520
"CANADA",1992,770594,730007,2986473,62218
"ARGENTINA",1992,654563,315062,4312508,64623
"UNITED STATES",1992,654563,352016,5233200,64080
"UNITED STATES",1993,349081,492145,1746616,68227
"UNITED STATES",1993,349081,268604,1170006,94355
"UNITED STATES",1992,512185,345951,6066703,119816
"UNITED STATES",1992,512185,126607,5109900,98016
"CANADA",1992,352406,185989,6175140,124498
"UNITED STATES",1992,352406,141607,2670732,98916
"BRAZIL",1992,178153,126815,1340837,110508
"ARGENTINA",1992,178153,86546,6842791,91952
"ARGENTINA",1992,605864,528952,6537069,118855
"CANADA",1993,331819,460927,1910554,113274
"PERU",1992,245014,236060,1374549,59763
"UNITED STATES",1992,245014,251385,3439816,80182
"BRAZIL",1992,442178,523122,532471,68706
"CANADA",1993,832231,375479,4809499,93267
"CANADA",1993,92335,77035,752950,60721
"ARGENTINA",1993,581995,3813,8240688,103008
"CANADA",1993,581995,576033,1398461,66540
"BRAZIL",1993,581995,392839,8789781,115909
"CANADA",1992,644110,259581,5187099,92434
"BRAZIL",1992,644110,373042,3345090,66901
"BRAZIL",1993,510292,752527,1350463,94769
"ARGENTINA",1992,364106,228551,5853060,88772
"CANADA",1992,364106,420107,4248002,61624
"UNITED STATES",1993,433505,188591,1662794,100775
"BRAZIL",1993,672112,67871,3032296,110332
"ARGENTINA",1993,158435,436216,2382728,69131
"CANADA",1992,675202,263078,2935789,62463
"UNITED STATES",1993,537815,544754,5993368,107923
"PERU",1993,537815,361545,3903867,96391
"BRAZIL",1992,532657,232198,2302176,67810
"CANADA",1993,822673,597315,2169277,84737
"ARGENTINA",1993,680527,432093,3957795,61504
"CANADA",1992,760033,71728,7903698,101983
"BRAZIL",1993,703318,120917,2645247,116274
"PERU",1993,703318,278642,6223219,97237
"ARGENTINA",1993,703318,721337,3803240,81498
"CANADA",1992,33253,336712,4022010,104922
"UNITED STATES",1992,33253,704540,7041421,92670
"BRAZIL",1993,850012,716037,2527200,63180
"BRAZIL",1992,290977,530804,2091649,110086
"ARGENTINA",1993,491435,409276,2903862,71115
"BRAZIL",1992,232582,737113,3027010,69004
"ARGENTINA",1992,232582,272653,6361129,97538
"CANADA",1993,203422,56559,954796,90933
"BRAZIL",1992,768874,142122,3129154,69847
"ARGENTINA",1992,550403,343251,4012144,77654
"CANADA",1992,550403,205259,1355175,69854
"ARGENTINA",1992,550403,185958,1214106,122637
"CANADA",1993,326099,140501,5327424,92490
"PERU",1993,123757,113319,2941740,79938
"UNITED STATES",1993,123757,546246,5287764,77533
"UNITED STATES",1993,123757,748394,2982800,86541
"BRAZIL",1993,610873,134127,4389033,69667
"UNITED STATES",1992,150775,280714,6619498,101682
"PERU",1992,544051,284769,7485005,105225
"CANADA",1992,266914,692701,5639921,101620
"UNITED STATES",1992,266914,679599,4740415,94713
"PERU",1993,176893,527724,3026937,105102
"BRAZIL",1992,335041,230463,877873,83607
"UNITED STATES",1993,600532,258931,4974269,113395
"CANADA",1992,18301,131940,3596818,118316
"PERU",1993,866540,551913,7427284,117893
"BRAZIL",1993,345571,441914,7533057,111353
"CANADA",1993,324895,164153,1372945,73029
"CANADA",1993,324895,506324,734325,79818
"ARGENTINA",1993,393608,48704,2983123,99162
"UNITED STATES",1993,393608,695428,6489235,85403
"CANADA",1993,434033,449779,5034120,103725
"ARGENTINA",1993,290606,312219,453081,73872
"UNITED STATES",1993,15223,281809,7721886,107447
"CANADA",1992,233164,550797,1755381,110866
"ARGENTINA",1993,369061,638794,5614142,103965
"ARGENTINA",1993,666122,78094,2807803,64325
"ARGENTINA",1993,80251,170437,4725793,90445
"BRAZIL",1993,569284,726665,162396,101497
"UNITED STATES",1993,285968,670758,3120339,103723
"CANADA",1993,285968,620151,4191292,64267
"CANADA",1993,285968,474990,7954198,117898
"UNITED STATES",1993,262732,258126,2601864,65046
"ARGENTINA",1993,558397,74030,1349416,60241
"UNITED STATES",1992,650542,786519,6863427,96328
"BRAZIL",1993,649537,774329,2638185,84197
"BRAZIL",1993,649537,534379,1800607,84801
"BRAZIL",1993,649537,503067,3389886,64202
"BRAZIL",1993,613261,769855,4157611,115489
"ARGENTINA",1992,358570,637998,8727307,116157
