"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"IRAQ",199205,164104,16698,5435046,96881
"SAUDI ARABIA",199210,176905,330220,3308055,75012
"EGYPT",199207,12073,193607,7166328,102036
"IRAN",199204,85435,324953,6461929,118676
"JORDAN",199209,292532,454107,2495660,63664
"JORDAN",199208,99352,350801,1270327,111107
"EGYPT",199203,128411,186470,3891175,93388
"IRAN",199203,128411,198285,2074920,82996
"IRAQ",199210,140443,222621,7182417,92616
"EGYPT",199204,68543,386955,6003303,122516
"IRAN",199206,109504,500140,2370309,68407
"EGYPT",199208,262372,368183,4781971,75070
"EGYPT",199204,176794,511890,9509350,114112
"IRAN",199204,176794,363632,6378922,101737
"EGYPT",199212,167864,538103,4107888,68464
"SAUDI ARABIA",199209,218018,208146,2582618,63247
"JORDAN",199209,220423,198749,2217288,110864
"SAUDI ARABIA",199203,26530,331004,1655984,62099
"IRAN",199212,125977,387349,2872660,86179
"IRAQ",199202,285025,160718,5634953,106722
"EGYPT",199203,11032,52282,6047972,74056
"EGYPT",199204,236558,475784,871081,105585
"IRAQ",199207,277399,185684,350396,106180
"SAUDI ARABIA",199205,114709,465645,4348674,96637
"IRAQ",199209,227869,437998,5807910,116158
"SAUDI ARABIA",199209,128500,206808,3601059,102887
"JORDAN",199211,35276,417723,7146889,98442
"IRAN",199212,184309,139182,366354,73270
"IRAN",199211,5936,98672,327451,100240
"SAUDI ARABIA",199209,260656,294028,303536,61320
"IRAN",199210,276128,347252,3215619,77954
"IRAQ",199209,68957,474707,1648046,100900
"EGYPT",199209,68957,374463,5022849,92247
"JORDAN",199204,224713,588963,1206540,123116
"SAUDI ARABIA",199204,224713,490884,5695824,112491
"JORDAN",199204,291796,194525,1295616,97171
"JORDAN",199202,110584,48636,4192930,95077
"IRAQ",199201,143710,130974,4168332,120298
"IRAQ",199212,215944,453048,3503570,60061
"IRAN",199209,110500,382027,1847610,66540
"JORDAN",199208,158780,437965,5899114,114176
"JORDAN",199203,129406,532815,7945497,110867
"SAUDI ARABIA",199208,62810,167552,5713772,97173
"JORDAN",199201,212015,559684,1035734,104619
"IRAN",199203,282973,127124,1496456,69067
"IRAQ",199206,1957,521497,5208352,91108
"JORDAN",199201,208094,285757,8197848,104564
"EGYPT",199205,176087,387325,5592747,84738
"SAUDI ARABIA",199211,248302,554735,7337811,107382
"EGYPT",199206,120689,242303,6226450,74717
"IRAN",199211,174964,521972,781628,119637
"EGYPT",199210,2698,426474,6793582,84027
"IRAN",199204,32449,386982,7502085,124138
"IRAQ",199212,135367,347973,5860784,121257
"IRAN",199202,20263,277971,4437781,116937
"IRAQ",199209,90889,593791,2261724,113086
"EGYPT",199208,216937,272894,1478568,112012
"IRAN",199212,243760,167867,1934860,116091
"IRAQ",199212,152993,596432,2903979,91704
"IRAQ",199209,249653,537848,4065827,113149
"IRAQ",199212,32351,425271,4454835,71775
"EGYPT",199210,96307,129479,3547921,90508
"IRAQ",199203,258761,439181,2634616,67209
"EGYPT",199202,55381,128892,8094630,115253
"SAUDI ARABIA",199209,208006,511557,1254824,94111
"SAUDI ARABIA",199203,293177,506688,3019884,101679
"IRAQ",199203,293177,482243,2641574,73513
"SAUDI ARABIA",199201,107995,93609,7381575,96156
"EGYPT",199208,277006,190598,7260937,101315
"IRAN",199202,286855,268579,909965,92853
"SAUDI ARABIA",199207,231277,232786,1179076,103126
"IRAN",199202,81922,347500,2578118,92849
"EGYPT",199206,18631,522145,228755,70027
"IRAN",199201,210022,80873,4541981,111232
"SAUDI ARABIA",199201,210022,223342,1518396,75919
"IRAN",199210,232060,180715,897855,107742
"JORDAN",199206,288926,555426,3666465,88884
"JORDAN",199205,276505,219385,5608791,78262
"SAUDI ARABIA",199209,212254,342861,6473090,114231
"SAUDI ARABIA",199209,212254,577475,6237744,93147
"IRAN",199204,40619,295666,162841,99699
"EGYPT",199207,217715,45310,3263806,75318
"IRAQ",199210,195541,551497,3793751,92908
"EGYPT",199212,92428,216945,1824691,111715
"EGYPT",199205,297118,41671,7095748,96760
"SAUDI ARABIA",199206,209470,449505,5183766,87268
"EGYPT",199206,228212,552501,6305575,93208
"IRAN",199202,113464,208837,6567774,104749
"IRAQ",199204,177730,287717,7851848,102282
"SAUDI ARABIA",199201,228004,505417,1830615,85343
"IRAQ",199201,228004,326835,3686403,111709
"EGYPT",199201,192838,465806,7717873,106306
"IRAN",199207,69064,113821,2361413,110089
"EGYPT",199202,299111,20458,5458662,82707
"JORDAN",199202,36118,239430,2575879,82165
"JORDAN",199208,96643,47982,385996,115798
"IRAQ",199206,77284,148597,3421181,98735
"IRAQ",199208,10618,295185,2596374,70810
"EGYPT",199204,282532,426329,3321523,75318
"IRAN",199201,166634,268706,1507221,100481
"IRAN",199208,91858,192379,4708384,88282
"IRAQ",199202,93748,118141,1147548,69548
"JORDAN",199209,130816,307441,4445231,86905
"SAUDI ARABIA",199209,130816,76759,2041242,104145
"IRAN",199206,70528,216563,4833689,88773
"JORDAN",199208,63347,289679,8343300,100119
"IRAQ",199208,63347,247659,6998523,96398
"JORDAN",199208,240709,14651,1095955,93939
"EGYPT",199207,222926,184351,1291815,86121
"IRAN",199207,241883,185617,4045401,102156
"JORDAN",199210,227300,208506,6082307,84869
"IRAN",199210,227300,357952,196974,120596
"EGYPT",199208,291487,186377,7098807,87802
"SAUDI ARABIA",199202,147257,410750,4110306,99643
"EGYPT",199206,203269,136453,2681010,89367
"IRAN",199205,8446,426638,6970337,93876
"IRAN",199206,256867,205701,3976557,96401
"SAUDI ARABIA",199207,195449,65452,3367861,85047
"SAUDI ARABIA",199212,48599,430916,3108315,110813
"JORDAN",199212,48599,175934,1575785,120595
"SAUDI ARABIA",199207,293734,53444,5869248,83846
"IRAQ",199207,293734,528137,4267797,69906
"IRAN",199210,87205,459989,8594913,116937
"EGYPT",199212,277883,176156,1585777,73929
"JORDAN",199212,277883,237869,3756441,108411
"IRAN",199206,201017,383013,5208192,65760
"IRAQ",199203,146557,448821,7884459,106188
"EGYPT",199212,186829,3796,1332635,101987
"JORDAN",199209,38228,341486,7185218,91648
"IRAN",199209,55793,570580,6767296,99033
"IRAN",199210,142954,384391,2044876,88522
"IRAQ",199210,142954,256806,8285113,105767
"IRAQ",199204,80147,453228,4134200,70872
"IRAQ",199204,80147,38289,243001,73636
"IRAN",199205,200065,98839,2001396,110269
"SAUDI ARABIA",199208,30307,577395,4417110,88342
"JORDAN",199209,208349,188739,2865880,109663
"EGYPT",199209,208349,519730,7887692,104982
"JORDAN",199207,51607,341305,6397570,80777
"EGYPT",199201,79873,339040,5287247,64741
"IRAQ",199205,280741,421853,7631769,106489
"IRAN",199209,70022,45014,854477,57540
"JORDAN",199205,190921,401251,2509556,69133
"EGYPT",199211,182665,104057,4306801,63663
"IRAN",199211,182665,569904,1934402,118432
"SAUDI ARABIA",199201,26339,310024,103401,62040
"IRAN",199202,46156,61418,3724407,82764
"IRAQ",199206,241798,245928,2968273,112434
"JORDAN",199207,162487,273040,902609,60781
"EGYPT",199201,80009,444873,8543895,109071
"IRAN",199207,218059,419149,1586158,64087
"JORDAN",199204,258973,412812,3211558,103487
"EGYPT",199208,57899,458747,6311164,102343
"SAUDI ARABIA",199211,197509,500689,4470840,101379
"JORDAN",199211,197509,79146,675084,67508
"IRAQ",199204,115901,20581,7207584,90094
"SAUDI ARABIA",199204,115901,321211,3819820,73932
"SAUDI ARABIA",199206,119920,194455,2885075,92967
"IRAQ",199204,33136,43118,5095450,63666
"EGYPT",199204,226883,168268,3968692,80175
"EGYPT",199203,56026,59317,4211823,76578
"SAUDI ARABIA",199209,289549,365787,4817202,111166
"IRAQ",199211,270485,398340,4699024,86299
"IRAQ",199212,14050,343920,3305260,117834
"SAUDI ARABIA",199208,84358,132763,5866747,107745
"SAUDI ARABIA",199203,292288,478912,4492754,113453
"IRAQ",199204,165637,220010,3999000,55800
"IRAN",199201,43676,460460,5707327,85226
"JORDAN",199210,91003,27263,4315882,71415
"IRAN",199205,151724,307156,1823803,69788
"IRAQ",199207,265024,125372,5256905,83842
"JORDAN",199211,38150,371447,6313631,91105
"JORDAN",199204,188446,275575,3191052,93033
"JORDAN",199205,6629,216110,609503,61566
"EGYPT",199206,114964,26363,6188928,77361
"EGYPT",199206,114964,269533,2974989,90151
"EGYPT",199201,176233,467802,5256246,106186
"IRAN",199203,144709,465506,865230,88288
"EGYPT",199206,283616,182634,2186986,102997
"JORDAN",199201,33379,485130,546403,66906
"IRAN",199201,33379,338217,5094856,75312
"IRAQ",199209,23737,469197,3381893,69970
"JORDAN",199203,257482,384077,2844597,69663
"IRAQ",199212,243253,508619,5104122,97655
"EGYPT",199203,288991,64307,6167076,76278
"JORDAN",199210,281081,138283,4531990,79276
"IRAQ",199212,292651,103081,5099512,65044
"IRAN",199206,232205,587109,117215,71764
"SAUDI ARABIA",199208,145612,44363,1176624,78441
"IRAN",199211,281041,378512,5884850,95430
"IRAQ",199206,287038,111444,3708461,87326
"IRAN",199211,68377,419859,871626,106729
"IRAN",199211,110585,530486,6520778,90987
"EGYPT",199212,265445,468750,7562412,103123
"EGYPT",199202,116971,532533,1380779,93930
"IRAQ",199208,120538,81654,3686755,98139
"IRAQ",199203,266785,278181,2666091,69550
"JORDAN",199202,296216,344535,7349506,94771
"JORDAN",199202,296216,455081,1657696,62163
"IRAN",199211,279301,302482,3265834,89068
"SAUDI ARABIA",199202,252115,556441,3743550,89845
"IRAQ",199207,140287,351679,2883279,103839
"JORDAN",199205,73963,234944,1674126,112735
"JORDAN",199205,275140,177694,5437316,106301
"JORDAN",199201,188146,320080,1832716,66004
"EGYPT",199202,47281,49656,157353,96339
"SAUDI ARABIA",199207,19412,121524,6967204,92731
"IRAQ",199205,253904,351569,481303,97233
"JORDAN",199212,285082,320557,624705,94652
"IRAN",199203,85970,163969,2032960,121977
"JORDAN",199205,119366,185168,992502,75189
"EGYPT",199212,129886,480388,4064029,82101
"EGYPT",199205,252377,60763,5860784,103425
"JORDAN",199202,48065,182259,5257700,80475
"SAUDI ARABIA",199202,48065,288468,6776861,87387
"SAUDI ARABIA",199207,2114,380998,3118470,124738
"JORDAN",199211,274916,487206,818521,71590
"JORDAN",199211,274916,369888,5039557,117472
"JORDAN",199206,135181,271136,332136,66427
"EGYPT",199204,282302,135897,2706046,115973
"EGYPT",199211,128854,71603,7715540,94476
"IRAN",199211,128854,231710,7239897,98502
"JORDAN",199210,69566,408379,1009282,77241
"IRAQ",199203,200219,278127,4548632,66306
"IRAQ",199206,229252,87932,2470949,115195
"EGYPT",199212,249391,393854,1717994,116870
"IRAN",199212,249391,297962,979975,117597
"IRAQ",199212,220717,155163,730896,73089
"SAUDI ARABIA",199212,220717,62521,290769,89011
"SAUDI ARABIA",199203,80735,525961,389440,119216
"SAUDI ARABIA",199212,99152,103166,578734,70149
"SAUDI ARABIA",199210,263867,255761,2039499,103005
"IRAN",199201,144872,211145,4347031,63367
"JORDAN",199210,257074,359052,979937,66662
"JORDAN",199203,57829,353379,842227,85941
"SAUDI ARABIA",199205,267473,260500,4626832,87629
"SAUDI ARABIA",199208,10621,63673,5237344,98200
"IRAN",199208,235679,594685,1938049,106779
"EGYPT",199207,26944,69224,3858873,71593
"IRAN",199208,126205,329662,6196513,101499
"JORDAN",199202,256157,516669,3371280,101138
"EGYPT",199205,268777,195332,6993917,85639
"IRAN",199211,251927,308654,4073468,99758
"JORDAN",199201,274225,585313,5033844,83897
"SAUDI ARABIA",199202,43841,45700,4236031,98742
"JORDAN",199201,157384,270218,931548,71292
"SAUDI ARABIA",199202,154967,323969,6975325,119577
"IRAN",199208,94471,531019,4885603,62999
"EGYPT",199204,54064,485184,3935392,70149
"SAUDI ARABIA",199212,252211,32372,5423570,78262
"EGYPT",199211,57895,409703,483804,96760
"EGYPT",199204,227137,541245,254671,77173
"SAUDI ARABIA",199209,41311,458958,7591042,115015
"IRAN",199212,194624,573119,4088868,71525
"EGYPT",199203,89819,585214,3507813,77951
"SAUDI ARABIA",199210,97801,387839,7248696,115609
"EGYPT",199206,124270,133953,6425796,119217
"SAUDI ARABIA",199209,87919,475458,2723517,86005
"EGYPT",199209,294346,520913,8509116,116033
"JORDAN",199212,118177,231209,1229124,68411
"JORDAN",199209,53015,494629,4661355,97416
"JORDAN",199201,17242,159569,7660746,97713
"JORDAN",199212,122447,217640,1831772,93457
"IRAN",199202,218830,187044,111972,67862
"IRAQ",199201,241292,389455,1210840,92666
"EGYPT",199204,66382,117297,920003,78857
"JORDAN",199205,282649,84501,5968739,89130
"JORDAN",199205,73600,355206,4078688,75671
"JORDAN",199204,77416,164519,7442497,95010
"JORDAN",199208,208231,578091,4559373,70144
"SAUDI ARABIA",199208,208231,275828,1984191,108228
"IRAN",199204,217778,394340,1864629,86059
"IRAQ",199201,75835,506452,5833720,87505
"IRAN",199212,263128,568378,6236661,86781
"EGYPT",199211,179228,109417,6133563,85584
"EGYPT",199205,73288,1002,3521700,54180
"IRAQ",199208,213427,582324,1687560,84378
"IRAQ",199203,279827,516308,1986420,79456
"IRAQ",199212,139417,309468,5646813,88647
"IRAQ",199205,220264,235319,3386610,75258
"IRAQ",199206,89929,198037,4382350,68101
"JORDAN",199205,11959,484997,5438525,118918
"EGYPT",199208,170591,301475,3508068,88587
"JORDAN",199201,236140,441165,5420086,66368
"EGYPT",199207,113348,206749,5901021,99343
"SAUDI ARABIA",199202,287897,427174,1982070,66069
"EGYPT",199208,134563,339630,2127095,100177
"IRAN",199210,286750,547150,4810068,71827
"EGYPT",199208,13519,268440,3067560,84505
"JORDAN",199201,242584,411248,2782128,69553
"JORDAN",199201,242584,166020,1411826,65161
"SAUDI ARABIA",199201,246307,438389,5574912,79641
"EGYPT",199201,189704,293545,913886,92311
"EGYPT",199211,245578,399562,2302908,99693
"JORDAN",199208,59512,282693,5474446,100540
"EGYPT",199208,59512,431898,4940649,109792
"IRAQ",199209,289774,55261,1946016,72975
"IRAN",199210,203837,264672,2454990,98199
"IRAN",199208,195500,280276,4601680,75375
"IRAQ",199207,86090,257936,2272704,113635
"SAUDI ARABIA",199206,61319,143709,171764,105162
"SAUDI ARABIA",199210,144277,3278,1417524,70876
"IRAQ",199212,188071,333417,6961920,87024
"IRAQ",199207,274258,184224,4186304,78493
"EGYPT",199207,48070,451719,3508449,100241
"IRAN",199211,185734,252463,2080711,84927
"IRAN",199205,244636,276346,3141856,79339
"EGYPT",199201,278102,11019,3162034,55800
"IRAQ",199206,228577,123647,6548908,100238
"SAUDI ARABIA",199207,41020,429261,1309264,71414
"IRAQ",199203,295831,322532,6398404,93271
"IRAQ",199206,109520,385475,7646254,93627
"IRAQ",199211,132404,79054,1316105,61983
"JORDAN",199210,209747,77222,5936139,71953
"IRAQ",199202,126829,569328,4890550,83838
"JORDAN",199207,204185,412812,1521264,103487
"IRAN",199209,295987,307766,2433585,106425
"EGYPT",199202,232564,482814,1245175,107807
"IRAQ",199203,292195,105866,7521133,112311
"IRAQ",199207,129976,271648,5992631,97177
"IRAN",199206,142013,449748,7809512,101863
"IRAN",199203,148297,346645,8373568,101497
"IRAN",199212,272281,418338,1354302,75378
"SAUDI ARABIA",199206,112912,491292,1796578,76996
"JORDAN",199206,112912,530229,370204,75552
"IRAQ",199211,211498,102297,771778,77957
"EGYPT",199208,110782,455688,5959911,98619
"IRAN",199212,258343,222888,3440653,108652
"EGYPT",199203,197966,12348,3493662,75620
"IRAN",199210,145594,392979,1015260,124317
"IRAN",199201,51856,308222,2679397,73812
"EGYPT",199206,89989,369413,1320818,88944
"IRAQ",199207,208207,367666,2231207,104019
"EGYPT",199201,263857,227222,1034289,68952
"IRAQ",199210,201064,327738,5943413,105943
"EGYPT",199205,93752,182033,1435043,66901
"EGYPT",199206,229466,54037,679846,59461
"IRAN",199211,153038,279558,2435463,92252
"JORDAN",199211,58942,488422,423120,84624
"IRAN",199202,53936,85383,1642056,82102
"SAUDI ARABIA",199205,116263,245711,7306047,99402
"IRAQ",199211,106036,456600,5186524,93394
"SAUDI ARABIA",199211,180662,486081,1373306,64023
"IRAQ",199206,99440,405919,3397945,109493
"EGYPT",199210,292408,52213,5595338,69912
"IRAN",199203,24811,273556,3447583,91772
"SAUDI ARABIA",199212,225706,85460,2601828,86727
"IRAN",199203,150817,369049,4870138,67081
"IRAN",199206,207766,75631,3817352,96397
"IRAN",199202,170791,103649,5071952,99158
"JORDAN",199211,251524,35479,6161431,84868
"SAUDI ARABIA",199210,66379,511125,3067470,68166
"IRAN",199203,215024,522396,2127555,85102
"SAUDI ARABIA",199207,39443,24572,7183536,89794
"IRAN",199210,210005,67273,5348044,74416
"IRAQ",199204,288190,598682,174504,106839
"EGYPT",199209,222814,35534,4946437,88171
"IRAN",199211,58423,393821,750605,114888
"SAUDI ARABIA",199208,35225,123561,1863442,95073
"SAUDI ARABIA",199201,275794,85271,1600487,75376
"IRAQ",199205,129443,311799,6991421,108646
"IRAN",199203,290287,370427,3444043,89844
"SAUDI ARABIA",199210,140773,299346,3559743,80719
"IRAN",199206,298438,290389,3034614,82762
"EGYPT",199208,81766,241306,5612805,74837
"EGYPT",199208,107315,505431,4926886,86184
"JORDAN",199204,247696,4082,394432,59164
"IRAN",199209,200759,566011,527725,64619
"IRAN",199202,51059,580987,1023640,124077
"JORDAN",199202,51059,401792,338754,101626
"IRAN",199202,51059,266020,2830834,59160
"EGYPT",199204,226069,175334,418571,84559
"EGYPT",199210,237574,162704,6579190,106002
"JORDAN",199210,43069,321688,6701906,102580
"IRAN",199212,149567,282909,2247565,113513
"SAUDI ARABIA",199210,236161,2955,8645041,111477
"IRAQ",199212,297292,574320,6274350,83658
"SAUDI ARABIA",199210,38731,547121,3037060,70086
"IRAN",199207,114716,228944,3893821,112375
"EGYPT",199212,121786,465868,8532857,110030
"IRAQ",199201,288284,392144,3090325,74167
"IRAN",199210,297652,77436,989401,84805
"EGYPT",199205,133262,317348,2568185,81919
"IRAN",199201,43021,177300,4363286,82638
"IRAN",199208,138626,132592,4342529,97475
"EGYPT",199209,173680,133102,2447275,68106
"IRAN",199202,261103,375345,4175770,85219
"EGYPT",199207,293776,481838,8382044,109188
"JORDAN",199202,148042,217982,5266716,113998
"EGYPT",199201,194485,50212,5011449,69732
"SAUDI ARABIA",199210,215272,220439,1087536,81565
"IRAN",199204,186493,179792,1834354,112307
"IRAQ",199205,204374,51900,7222410,111114
"IRAQ",199207,143174,123633,974098,99397
"IRAQ",199211,193067,122136,2496928,69487
"EGYPT",199211,67385,316081,1954978,65824
"JORDAN",199203,21472,450468,1134752,85106
"SAUDI ARABIA",199212,52963,555642,3160968,101857
"IRAN",199210,296324,527607,1780057,98074
"JORDAN",199206,247214,266200,2057159,69971
"IRAQ",199212,5075,100775,2308501,106546
"IRAN",199201,168706,42300,860913,74538
"SAUDI ARABIA",199202,285959,21138,1153392,63547
"IRAN",199206,176944,493746,6958880,104383
"IRAN",199212,208529,3581,2939468,89074
"EGYPT",199208,85300,551952,7013755,120235
"IRAQ",199205,113942,336707,3836118,104621
"EGYPT",199205,59185,144190,2098123,74051
"JORDAN",199207,23956,162342,5700216,84260
"JORDAN",199201,286525,337335,2332944,82339
"JORDAN",199209,209188,529882,4496694,114711
"JORDAN",199202,166346,18434,6626907,81145
"IRAN",199203,215917,521081,2268039,66123
"EGYPT",199211,152384,163459,1342800,91347
"SAUDI ARABIA",199210,278446,364548,2554247,96751
"SAUDI ARABIA",199202,138619,36236,1972863,70333
"IRAQ",199203,98059,440687,5156426,97659
"IRAQ",199208,16654,353982,8667124,122158
"IRAN",199208,16654,581326,1671872,84438
"IRAN",199208,16654,455306,6180272,75676
"IRAQ",199211,4061,365715,4013697,106842
"SAUDI ARABIA",199210,82310,225939,8205648,111895
"JORDAN",199210,73759,569790,3827406,111586
"EGYPT",199211,257234,302874,7882812,112611
"EGYPT",199208,289385,95801,7571715,107808
"EGYPT",199202,186946,269919,6988930,113334
"EGYPT",199201,239446,494270,5006430,75855
"EGYPT",199201,239446,321075,2929768,65763
"IRAN",199209,5120,465280,1830532,74715
"IRAQ",199204,10504,390560,3235078,99033
"SAUDI ARABIA",199205,50230,75387,1079004,81742
"SAUDI ARABIA",199207,147860,428985,8252995,114837
"EGYPT",199201,143101,441938,187991,112794
"IRAN",199208,249590,277818,177784,107748
"SAUDI ARABIA",199203,101791,72254,5527935,73575
"SAUDI ARABIA",199204,64544,209835,6979280,104689
"IRAQ",199204,17446,66071,1016328,62224
"EGYPT",199207,74210,438891,6521656,109792
"IRAQ",199205,174296,593705,4583036,107920
"SAUDI ARABIA",199205,174296,412497,2651213,84568
"JORDAN",199207,144457,532781,4897152,108825
"IRAQ",199203,267232,321092,3339240,66784
"IRAQ",199205,208223,74926,188191,114055
"SAUDI ARABIA",199202,167818,428612,4005534,92435
"IRAQ",199202,117268,810,8129769,102648
"EGYPT",199207,235205,300945,7246643,116755
"EGYPT",199210,192254,96866,2581923,111771
"IRAN",199212,237286,224283,3194436,72436
"JORDAN",199202,164948,550195,6101333,74710
"SAUDI ARABIA",199211,84890,500728,6914800,103722
"EGYPT",199202,183493,83423,5766322,84385
"EGYPT",199208,105844,230201,3023670,67871
"EGYPT",199212,7756,201447,3101389,80905
"JORDAN",199211,56098,109899,755920,114533
"IRAQ",199205,81092,132343,5526116,82520
"JORDAN",199208,280804,97118,1420650,66906
"IRAN",199204,189298,514225,3345840,74352
"SAUDI ARABIA",199203,247382,27912,6255694,110394
"JORDAN",199203,291455,139529,6302313,94111
"JORDAN",199202,279824,178469,4136360,92847
"EGYPT",199202,279824,125874,5027056,113992
"IRAN",199202,92906,472860,4717730,109970
"SAUDI ARABIA",199202,92906,356367,2929254,85401
"JORDAN",199201,295622,103583,7298268,95194
"EGYPT",199211,296236,200748,1615755,98923
"SAUDI ARABIA",199203,191254,300748,1542379,104923
"IRAN",199203,159976,231831,2073076,105769
"JORDAN",199202,68167,304795,3919920,107986
"EGYPT",199206,230377,38780,4424139,103126
"EGYPT",199202,184550,229143,4824585,64327
"IRAQ",199206,152359,276031,3489324,60421
"IRAN",199207,271312,209508,6112216,85049
"JORDAN",199212,83788,275992,1157172,118078
"IRAN",199212,83788,533620,6449040,99216
"EGYPT",199203,290761,314138,2304240,69127
"JORDAN",199208,110761,472885,371572,111471
"IRAN",199210,147673,459194,5537522,69190
"IRAN",199208,238175,489565,4265657,93272
"JORDAN",199207,35656,157013,1391013,64200
"IRAQ",199211,285799,266065,4041716,61863
"JORDAN",199205,201319,255011,2272032,57960
"IRAQ",199205,201319,327691,2406152,103120
"EGYPT",199202,25634,525577,5076878,96153
"EGYPT",199208,266915,262000,4190428,57719
"SAUDI ARABIA",199212,270862,92767,5749135,105585
"IRAQ",199205,170095,220279,239852,71955
"JORDAN",199211,119866,561329,3951232,83418
"IRAN",199211,119866,21956,4785016,112677
"IRAQ",199212,252334,172333,4918655,84319
"JORDAN",199205,65635,536916,956916,117173
"IRAN",199204,195406,408271,5316059,70755
"IRAN",199209,13000,496401,2905153,83842
"IRAQ",199203,191722,310809,3423024,109187
"JORDAN",199205,92633,526294,6205269,79216
"IRAN",199212,273149,579301,5329261,82816
"IRAQ",199205,139126,322989,9560881,120718
"IRAN",199208,255395,356622,2014332,100716
"EGYPT",199209,233045,225712,7697190,98262
"EGYPT",199206,277399,438254,2596676,71533
"JORDAN",199202,218198,361776,4682612,110265
"JORDAN",199202,218198,309411,2953011,85224
"IRAQ",199204,238444,441684,1950792,97539
"EGYPT",199203,240494,304318,5685890,79338
"JORDAN",199208,140017,10388,1272412,77902
"IRAQ",199208,140017,408129,3318720,62226
"EGYPT",199211,149161,374644,515589,103117
"JORDAN",199206,174049,2467,4245326,82167
"IRAQ",199207,14761,492937,2836967,115794
"SAUDI ARABIA",199209,213151,328540,2152023,94111
"JORDAN",199210,165446,293329,647931,79338
"IRAN",199207,199339,168653,3238423,103299
"SAUDI ARABIA",199210,253216,201036,3948602,56221
"SAUDI ARABIA",199205,255803,480939,2495883,115194
"EGYPT",199201,40021,519254,2419137,76393
"JORDAN",199201,40021,417941,4232760,111535
"JORDAN",199201,292211,159360,843099,85161
"IRAN",199202,275024,466410,404658,82583
"SAUDI ARABIA",199204,104665,375756,7000910,109904
"JORDAN",199208,23797,522799,364354,109306
"IRAN",199206,58576,276204,5435955,70811
"IRAN",199208,180379,45788,7645969,104026
"SAUDI ARABIA",199204,4411,454687,1287061,98499
"IRAQ",199201,101656,535447,1614355,88945
"IRAQ",199207,106675,298785,4894664,107026
"IRAQ",199207,106675,197603,1833246,102036
"JORDAN",199206,30805,510868,186005,112730
"IRAQ",199209,107770,464825,4116540,107388
"IRAN",199209,107770,60231,4050182,71473
"SAUDI ARABIA",199210,2458,47588,6080896,92134
"SAUDI ARABIA",199208,299905,250704,7945821,99281
"JORDAN",199211,24190,384386,5822665,88222
"EGYPT",199203,82033,4189,4154084,65590
"IRAN",199207,84766,58969,6555064,115677
"IRAN",199208,167155,72567,3621045,92373
"SAUDI ARABIA",199208,185266,211415,2494958,79584
"JORDAN",199210,121543,495152,674512,68827
"EGYPT",199210,121543,463914,2441257,112673
"SAUDI ARABIA",199210,56956,196384,1036266,88822
"EGYPT",199212,121354,382175,2217630,75429
"SAUDI ARABIA",199206,120727,592156,4118829,74887
"IRAN",199210,64135,23170,2142613,65590
"SAUDI ARABIA",199210,64135,408841,6687812,104989
"EGYPT",199207,61609,327106,5330055,67985
"SAUDI ARABIA",199210,198506,98111,652156,66546
"JORDAN",199212,118603,460496,6554115,87388
"EGYPT",199201,60352,95667,5051161,99759
"IRAQ",199205,185812,378146,3478977,73447
"SAUDI ARABIA",199203,177451,373827,3951783,114048
"EGYPT",199209,213853,139893,4592546,115973
"EGYPT",199201,255595,334280,3348759,78856
"IRAQ",199205,14513,452558,6729411,90631
"JORDAN",199201,170890,502336,3974780,80298
"SAUDI ARABIA",199209,180098,523331,2681533,81258
"IRAN",199208,164041,544697,3755040,104500
"IRAQ",199205,245677,395423,303682,91104
"IRAN",199211,263959,20116,2383053,62166
"SAUDI ARABIA",199207,50888,178022,2200040,66001
"IRAQ",199211,231479,502875,6009120,112671
"EGYPT",199210,270580,56815,2981956,106308
"EGYPT",199202,157588,267231,5753852,71893
"EGYPT",199209,256904,217348,3507494,75919
"EGYPT",199203,183694,445269,5706928,72854
"IRAQ",199208,150700,322223,1356033,74712
"EGYPT",199208,150700,553775,4345110,109725
"IRAQ",199204,189094,380199,4558997,76750
"IRAN",199210,259132,2454,5583148,81387
"IRAQ",199202,94153,258984,5331509,116578
"IRAN",199202,94153,313292,4732945,78316
"IRAQ",199202,94153,496125,2197356,67266
"JORDAN",199203,49205,29531,3292034,87631
"EGYPT",199201,161102,124839,5166536,111829
"SAUDI ARABIA",199205,72679,6580,4120799,89194
"IRAN",199210,237583,167371,2255364,86302
"EGYPT",199209,265399,334421,3602139,87324
"SAUDI ARABIA",199201,283136,194115,2992547,72546
"IRAN",199209,109856,374212,5167951,77172
"IRAQ",199209,109856,174048,1319519,67322
"EGYPT",199204,25817,552510,1684364,93749
"SAUDI ARABIA",199212,241901,520853,2754530,112429
"IRAQ",199212,241901,351347,6432318,83899
"EGYPT",199207,122357,562368,2973676,85820
"IRAN",199202,23383,330892,7914574,115372
"SAUDI ARABIA",199209,1513,358584,650457,98554
"SAUDI ARABIA",199203,216538,180893,4062265,118433
"JORDAN",199202,274960,352176,5526720,73689
"IRAQ",199202,275479,460604,5788946,93874
"EGYPT",199211,182362,258522,5922040,88830
"JORDAN",199211,182362,121601,4658484,97356
"EGYPT",199209,198622,200657,5140212,93458
"IRAQ",199202,220999,459569,4793501,91712
"EGYPT",199208,95806,185495,948294,94829
"JORDAN",199209,24895,93871,738488,111892
"EGYPT",199209,18478,333132,1027635,69907
