"s_city","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST0",1993,271591,201499,274494,84028
"UNITED ST0",1993,66778,474186,3263530,69609
"UNITED ST3",1993,66778,186670,6074564,105400
"UNITED ST5",1993,16127,94005,2372625,59940
"UNITED ST6",1992,94066,293487,2416127,88828
"UNITED ST0",1992,94066,1627,275151,91717
"UNITED ST6",1992,31933,20637,6950145,93457
"UNITED ST2",1993,104146,212733,1792189,98743
"UNITED ST0",1993,48040,589962,4483488,123116
"UNITED ST7",1993,240475,415972,3113229,113277
"UNITED ST1",1992,17839,520314,2615208,80057
"UNITED ST3",1992,267445,302388,3879132,83422
"UNITED ST0",1993,31897,372052,1112799,67442
"UNITED ST4",1992,78655,102898,1304010,114053
"UNITED ST2",1993,223010,564435,3805502,89964
"UNITED ST1",1992,103960,394685,1957637,106780
"UNITED ST9",1992,82201,490571,6183738,93693
"UNITED ST2",1993,66403,282718,1107155,102042
"UNITED ST2",1993,212497,598424,7003040,91344
"UNITED ST3",1992,103310,135763,8903862,107925
"UNITED ST7",1993,250498,342886,3279079,115732
"UNITED ST3",1993,84115,274615,1773993,95376
"UNITED ST0",1993,84115,245447,4497548,83545
"UNITED ST9",1993,166255,75985,1764882,117658
"UNITED ST6",1992,268090,99577,6952673,94594
"UNITED ST9",1993,15587,81608,5865624,95376
"UNITED ST0",1993,259087,177968,1190748,122757
"UNITED ST0",1992,263221,408398,1939959,78382
"UNITED ST0",1993,271054,140306,5945260,80778
"UNITED ST4",1993,263803,466346,2030159,78739
"UNITED ST5",1993,189736,576143,3657360,73147
"UNITED ST6",1992,204055,160165,1337874,73509
"UNITED ST1",1992,45277,569166,3446040,74108
"UNITED ST9",1993,278357,513180,2978127,71589
"UNITED ST4",1992,117463,470790,5926751,105646
"UNITED ST0",1993,18356,247109,3062661,63365
"UNITED ST2",1993,247972,17266,4046749,70995
"UNITED ST5",1992,127952,215773,2702016,101325
"UNITED ST3",1993,19316,217771,2842183,101325
"UNITED ST3",1993,32869,576722,7122852,107922
"UNITED ST6",1993,148153,235587,6234924,91354
"UNITED ST0",1993,463,183728,5978676,108703
"UNITED ST2",1992,217567,335103,3059185,68285
"UNITED ST7",1992,217567,356256,4193919,78734
"UNITED ST6",1993,41476,136869,3207562,114351
"UNITED ST3",1993,22954,550305,6310183,81316
"UNITED ST1",1993,49564,564278,3683134,80535
"UNITED ST3",1993,241223,339505,3595572,92669
"UNITED ST6",1993,79151,135466,5945781,90087
"UNITED ST6",1992,224710,548703,679651,105100
"UNITED ST2",1993,183550,19016,3424941,56100
"UNITED ST2",1993,284080,511352,620315,81799
"UNITED ST4",1992,50558,274720,1870959,101682
"UNITED ST4",1992,50558,212057,1499104,58142
"UNITED ST0",1992,176116,116035,4351264,63061
"UNITED ST2",1992,199333,100711,1314593,102702
"UNITED ST5",1993,49645,255071,943975,61563
"UNITED ST7",1993,119410,399597,5259398,101794
"UNITED ST2",1993,180718,33448,5973346,82886
"UNITED ST3",1992,114908,237448,3816859,83125
"UNITED ST7",1992,41558,161117,1130985,70686
"UNITED ST7",1993,251773,563395,3848638,87502
"UNITED ST2",1993,251854,310074,3770360,65043
"UNITED ST7",1992,261142,102306,4743895,78498
"UNITED ST8",1992,261142,442913,8457290,111353
"UNITED ST7",1993,219133,171417,3646604,89304
"UNITED ST7",1992,54638,76157,107649,67989
"UNITED ST1",1992,54638,130520,6704448,93031
"UNITED ST9",1993,193166,240954,2971265,113696
"UNITED ST1",1993,59413,332129,4474917,69666
"UNITED ST3",1993,59413,284071,1842134,63303
"UNITED ST1",1993,79775,364329,4779053,83598
"UNITED ST4",1992,68135,167749,4741691,109004
"UNITED ST4",1992,68135,551221,6361000,76332
"UNITED ST4",1993,18250,71447,1451064,85106
"UNITED ST9",1992,102703,139531,5818813,94231
"UNITED ST3",1993,199963,222737,3153468,99583
"UNITED ST6",1992,209455,175500,3741812,94530
"UNITED ST8",1993,136559,379526,5948414,96330
"UNITED ST1",1993,69655,275634,4481182,96577
"UNITED ST0",1992,221678,211752,4472133,99824
"UNITED ST2",1992,289630,71723,4728268,101683
"UNITED ST8",1993,200900,458139,319259,65826
"UNITED ST0",1993,200900,134308,5412153,80538
"UNITED ST8",1993,258484,16329,1053540,74719
"UNITED ST8",1993,207395,425960,5729485,113156
"UNITED ST3",1993,9028,574327,2522340,84078
"UNITED ST6",1993,226919,571848,383964,115189
"UNITED ST7",1992,53750,354680,4711363,104080
"UNITED ST4",1993,223630,119584,2597799,96214
"UNITED ST0",1993,292151,88118,3540658,66366
"UNITED ST2",1992,118102,410778,320862,101325
"UNITED ST1",1992,58796,144051,4533507,65703
"UNITED ST3",1992,51619,23412,4274647,80124
"UNITED ST4",1992,51619,478723,5559453,102102
"UNITED ST7",1993,18127,109800,6327060,108588
"UNITED ST7",1993,39067,173387,2149679,87622
"UNITED ST8",1992,30935,501802,2298015,108226
"UNITED ST2",1992,284986,420796,4151149,103006
"UNITED ST7",1993,183458,553831,4071189,113088
"UNITED ST0",1992,58082,503735,959767,104322
"UNITED ST5",1993,77164,436728,2423803,99882
"UNITED ST7",1993,205477,75946,9040805,115316
"UNITED ST0",1993,238495,328543,1023066,94291
"UNITED ST0",1993,238495,529554,3387170,95011
"UNITED ST1",1992,152768,330240,2766560,76213
"UNITED ST0",1993,108473,323486,2747235,90568
"UNITED ST0",1992,245563,26359,4195382,77121
"UNITED ST6",1993,196273,476793,8151560,106186
"UNITED ST4",1993,2674,528816,1200958,110687
"UNITED ST5",1993,80635,351153,3101864,72248
"UNITED ST1",1992,102850,265626,6863022,95496
"UNITED ST8",1992,239011,5233,1365876,68293
"UNITED ST1",1992,243178,406409,2568937,78922
"UNITED ST1",1993,99385,587092,3920407,70744
"UNITED ST2",1992,43961,19406,5913934,79524
"UNITED ST7",1993,253703,530035,4442156,63900
"UNITED ST4",1992,296476,512286,5857749,77895
"UNITED ST6",1992,63121,317404,5816327,85283
"UNITED ST6",1992,72713,28293,3334121,73277
"UNITED ST2",1993,176542,588080,2523009,70083
"UNITED ST9",1993,80675,201450,2159601,81086
"UNITED ST4",1993,171793,330537,6113328,94051
"UNITED ST8",1993,24848,397563,5260622,99633
"UNITED ST6",1993,247415,505284,3446191,77355
"UNITED ST4",1993,134900,463732,6308041,101742
"UNITED ST3",1992,247195,563857,5589615,115249
"UNITED ST6",1992,120808,149613,605190,99756
"UNITED ST1",1992,55166,141644,981042,101138
"UNITED ST0",1992,277255,447882,5972663,109791
"UNITED ST9",1992,27854,126263,3477134,77355
"UNITED ST2",1993,5324,336656,7241113,101558
"UNITED ST4",1992,34123,82727,2010630,102583
"UNITED ST6",1993,179950,433444,5181854,82645
"UNITED ST5",1993,43979,423657,1634371,94837
"UNITED ST0",1993,162874,511625,7538179,98196
"UNITED ST8",1992,233350,440299,235461,74356
"UNITED ST6",1993,219757,363489,3834600,93148
"UNITED ST5",1992,133495,343549,3110211,95551
"UNITED ST8",1993,71446,197091,5079084,71285
"UNITED ST7",1993,187999,299759,2900162,105524
"UNITED ST4",1993,90223,54748,2503027,102164
"UNITED ST5",1993,222967,23510,3000336,86010
"UNITED ST4",1993,222967,330807,8637613,110267
"UNITED ST8",1993,31631,234815,7716618,104988
"UNITED ST7",1992,153328,469819,1287928,107327
"UNITED ST5",1992,87550,189899,6563337,119333
"UNITED ST8",1993,205930,85010,99501,59700
"UNITED ST0",1992,250627,413863,3395541,106610
"UNITED ST7",1993,78374,207228,224771,68112
"UNITED ST4",1992,199096,151811,5029587,111768
"UNITED ST1",1992,199096,497353,2386033,81019
"UNITED ST3",1993,3037,396968,3923405,123897
"UNITED ST0",1993,3037,536070,4778136,66363
"UNITED ST9",1993,181367,54453,2392665,84447
"UNITED ST9",1993,11776,193675,4117463,106120
"UNITED ST1",1993,90757,558618,2655718,100595
"UNITED ST6",1992,222284,125322,5026850,80839
"UNITED ST0",1993,70009,262322,2797227,77058
"UNITED ST5",1993,70009,38948,747228,113216
"UNITED ST9",1992,3887,80243,110091,73394
"UNITED ST9",1992,48202,101089,1674362,65404
"UNITED ST3",1992,82243,108868,5067522,112611
"UNITED ST9",1992,82243,504819,4409924,109427
"UNITED ST2",1993,67916,589980,7582263,124197
"UNITED ST2",1992,282472,177372,3300215,86962
"UNITED ST3",1992,166474,349566,5088982,96933
"UNITED ST7",1993,134441,587611,5437186,101915
"UNITED ST8",1993,201301,526396,2648452,85342
"UNITED ST6",1993,281570,445872,6389742,109071
"UNITED ST4",1993,17603,584085,3998185,70143
"UNITED ST8",1992,126367,574780,3347841,111285
"UNITED ST6",1992,195839,380295,5660652,82516
"UNITED ST8",1992,138677,516363,6344964,82760
"UNITED ST2",1993,249334,279148,953551,67627
"UNITED ST7",1993,249334,224412,122948,80184
"UNITED ST9",1992,238582,39484,3786456,85408
"UNITED ST6",1992,88681,525938,883759,117834
"UNITED ST1",1992,197606,203162,3704591,63909
"UNITED ST5",1992,102715,48286,3317744,74056
"UNITED ST8",1993,89560,260220,4017434,70812
"UNITED ST4",1992,223654,408368,1876219,76580
"UNITED ST7",1992,171824,147068,4388876,66903
"UNITED ST3",1992,171824,411400,3726941,78682
"UNITED ST8",1993,193813,393473,5639256,93987
"UNITED ST4",1993,228628,240976,8919614,115017
"UNITED ST0",1992,171673,249768,2164365,103065
"UNITED ST8",1992,218753,36718,6580781,99282
"UNITED ST8",1992,32858,47969,3945103,115017
"UNITED ST0",1992,180997,114377,134962,83482
"UNITED ST1",1992,276832,540098,3414210,68284
"UNITED ST2",1992,276832,474912,4528536,113213
"UNITED ST5",1993,297181,189724,2959991,108823
"UNITED ST7",1993,197818,370648,4764042,103117
"UNITED ST9",1992,259405,348999,6782909,122878
"UNITED ST7",1992,85556,342189,2413093,73870
"UNITED ST9",1993,67700,345024,4310248,64140
"UNITED ST7",1992,222884,19096,3938549,60905
"UNITED ST3",1992,222884,252393,261003,80722
"UNITED ST2",1993,241994,73252,2254460,73515
"UNITED ST5",1993,94229,576194,3071271,76210
"UNITED ST4",1992,261541,539257,3184837,77773
"UNITED ST5",1992,77470,344722,3462751,106002
"UNITED ST6",1993,100666,263174,2244753,68229
"UNITED ST4",1992,275047,325690,679409,102940
"UNITED ST6",1992,34372,427167,2573417,65648
"UNITED ST8",1993,92107,361451,2672481,90746
"UNITED ST9",1992,171487,244116,3358396,63606
"UNITED ST5",1992,83911,312490,2259729,90148
"UNITED ST0",1993,274084,399723,2943676,109362
"UNITED ST0",1993,282736,512419,2360362,85883
"UNITED ST6",1992,261208,307280,1748112,77236
"UNITED ST0",1992,120652,141208,3271654,74952
"UNITED ST3",1992,233278,385943,2739055,121735
"UNITED ST0",1992,263555,538803,3558318,110506
"UNITED ST7",1992,145502,119966,1265056,119157
"UNITED ST6",1992,102868,104139,2019910,68587
"UNITED ST7",1993,41252,200224,2482255,67452
"UNITED ST0",1993,41252,363836,2906724,113989
"UNITED ST0",1993,224236,324130,4456057,69247
"UNITED ST1",1992,281980,257714,1999353,100302
"UNITED ST7",1992,66127,512808,2649234,109246
"UNITED ST4",1993,58855,341886,3643674,115672
"UNITED ST6",1993,58855,469931,4704752,114054
"UNITED ST4",1992,209615,514393,4497954,84442
"UNITED ST4",1993,183298,595734,1229565,109782
"UNITED ST1",1993,24755,25917,5031144,110574
"UNITED ST2",1993,170294,293907,4670486,114053
"UNITED ST3",1992,55783,206848,2804218,105289
"UNITED ST6",1992,288274,426248,4304690,70453
"UNITED ST0",1992,198640,113681,3467315,101680
"UNITED ST7",1992,198640,466341,5161299,78439
"UNITED ST0",1992,38965,158301,2446740,81558
"UNITED ST6",1992,35578,274388,2660708,81742
"UNITED ST3",1993,12667,469475,3761347,86667
"UNITED ST7",1992,191374,50001,346164,57060
"UNITED ST7",1993,273595,213724,4926231,98262
"UNITED ST7",1993,1072,585572,5907508,99453
"UNITED ST8",1993,250736,562599,6769236,99694
"UNITED ST2",1993,67033,371493,2252851,93868
"UNITED ST3",1993,120559,427847,6137327,106489
"UNITED ST9",1993,11087,553627,6576187,100836
"UNITED ST4",1993,122530,257568,4587328,91533
"UNITED ST6",1993,183163,465859,1678843,109489
"UNITED ST8",1992,229501,322488,4640163,90628
"UNITED ST9",1992,286711,86141,1217311,67628
"UNITED ST8",1992,287710,457789,2225372,104805
"UNITED ST0",1992,205655,575839,185736,114888
"UNITED ST4",1992,240179,402278,1345485,70815
"UNITED ST3",1992,206839,480918,7629740,113933
"UNITED ST3",1992,238712,277793,1239546,106246
"UNITED ST4",1993,159517,16702,5074624,97122
"UNITED ST6",1992,108694,171449,6636720,91226
"UNITED ST5",1992,91216,336365,2836332,84081
"UNITED ST1",1993,177850,16728,4736793,98683
"UNITED ST0",1992,221306,177335,5122520,84739
"UNITED ST8",1992,70796,360628,6322155,101316
"UNITED ST8",1993,200050,349412,3787948,87684
"UNITED ST8",1992,155008,307649,154066,99397
"UNITED ST9",1993,73277,334112,336953,68766
"UNITED ST3",1993,150568,382644,642306,103597
"UNITED ST0",1992,159665,494197,933877,71470
"UNITED ST1",1992,74944,456790,812248,104806
"UNITED ST9",1992,4342,193295,2221264,83297
"UNITED ST0",1993,211276,214613,2117253,91656
"UNITED ST2",1993,211276,499072,524814,64263
"UNITED ST8",1992,149812,521445,5318705,87985
"UNITED ST0",1993,151441,317354,940739,82280
"UNITED ST5",1992,237947,572366,5321858,86300
"UNITED ST6",1993,27673,328216,5789262,74652
"UNITED ST3",1992,273757,225816,8108079,104508
"UNITED ST7",1993,191300,15323,3804119,74299
"UNITED ST6",1992,143968,369180,2614512,74950
"UNITED ST8",1992,284632,548799,354771,110866
"UNITED ST0",1992,178291,216058,3085758,58442
"UNITED ST2",1992,271111,464635,7140659,95976
"UNITED ST8",1992,155788,599839,6851754,116328
"UNITED ST5",1992,255541,516237,3416250,75192
"UNITED ST2",1993,235042,364579,7731306,98613
"UNITED ST5",1992,78815,64423,1248678,83245
"UNITED ST3",1993,185542,587187,1483122,76449
"UNITED ST3",1992,184892,295720,2367679,102942
"UNITED ST1",1992,73015,414211,4474880,67511
"UNITED ST0",1992,73015,161088,4436597,68944
"UNITED ST9",1992,175823,358671,3187763,103779
"UNITED ST4",1992,226256,240237,2589884,70633
"UNITED ST1",1992,78274,406412,626235,79103
"UNITED ST3",1993,64925,361310,4163266,82278
"UNITED ST3",1992,115009,2785,7203445,101266
"UNITED ST1",1992,24577,50561,3537050,90693
"UNITED ST9",1992,24577,419013,3718640,55919
"UNITED ST1",1993,234439,490973,4124295,117837
"UNITED ST1",1993,7138,182669,8583134,105099
"UNITED ST3",1993,34574,77329,5355912,78379
"UNITED ST9",1993,22786,427614,2115061,92495
"UNITED ST0",1993,277561,405362,3491521,76040
"UNITED ST9",1993,64903,107538,5230073,92731
"UNITED ST0",1992,224722,310292,4083950,78136
"UNITED ST4",1992,138487,206415,4317013,79284
"UNITED ST9",1992,139132,380982,6733534,123778
"UNITED ST9",1992,37732,65577,4930053,92554
"UNITED ST8",1992,100616,116120,1495133,68167
"UNITED ST9",1992,264031,455612,7367673,94055
"UNITED ST6",1992,86728,550725,2485980,106542
"UNITED ST4",1993,297035,236759,4415706,101744
"UNITED ST4",1993,89854,370798,340117,112126
"UNITED ST0",1993,13630,186843,702461,115790
"UNITED ST7",1993,13630,466591,2900195,93454
"UNITED ST8",1992,111757,548207,2133806,75310
"UNITED ST0",1993,8146,55080,1751355,62104
"UNITED ST9",1992,154435,92089,2724321,64864
"UNITED ST6",1993,210259,537958,5672433,119755
"UNITED ST7",1992,124795,136062,5490300,65883
"UNITED ST1",1993,19657,360716,5177303,106602
"UNITED ST4",1992,147925,56500,677272,87390
"UNITED ST8",1992,273392,302853,6848049,111350
"UNITED ST0",1992,76801,419697,3495240,97000
"UNITED ST4",1993,254372,303632,320581,98137
"UNITED ST2",1992,139216,83833,3270294,109009
"UNITED ST1",1992,262357,159231,3793276,77413
"UNITED ST3",1993,19457,282762,7380292,104685
"UNITED ST8",1992,165184,534724,4727385,105522
"UNITED ST9",1993,220027,596893,8492765,119392
"UNITED ST0",1992,107011,99772,5262156,106306
"UNITED ST7",1992,34483,397286,1859114,82996
"UNITED ST6",1992,34483,552265,3356327,79034
"UNITED ST2",1992,18757,430930,1276584,111654
"UNITED ST6",1993,37579,535070,3659925,66303
"UNITED ST0",1993,263722,71505,1727505,88590
"UNITED ST4",1993,2038,277714,3938277,101502
"UNITED ST5",1993,51712,524980,4761780,120297
"UNITED ST3",1993,153121,424052,2360040,58561
"UNITED ST3",1993,239368,130763,4993827,107625
"UNITED ST7",1993,239368,526205,3274938,73870
"UNITED ST1",1992,233998,339316,4789630,81318
"UNITED ST5",1992,233998,132514,5400412,92790
"UNITED ST0",1992,212782,157183,1563866,74410
"UNITED ST3",1993,230608,74558,7061990,91953
"UNITED ST2",1993,212530,402165,1632724,64028
"UNITED ST3",1993,166984,305739,2590909,104683
"UNITED ST8",1993,166984,273567,4486081,92433
"UNITED ST7",1993,289889,223070,770614,59583
"UNITED ST6",1993,77263,81716,4841868,101862
"UNITED ST8",1992,152620,316907,7703255,115433
"UNITED ST1",1992,67841,400989,3590924,113397
"UNITED ST5",1993,85168,535679,3549325,102879
"UNITED ST0",1992,230455,598446,444792,92665
"UNITED ST3",1992,27983,32136,2208892,64087
"UNITED ST3",1992,27983,261725,4439420,101202
"UNITED ST4",1992,67312,213449,133518,81745
"UNITED ST9",1993,148549,318710,3049426,103722
"UNITED ST8",1993,153739,272606,3449219,94715
"UNITED ST9",1993,264100,13554,3375365,88053
"UNITED ST4",1993,6950,126004,296640,61800
"UNITED ST9",1992,272564,229325,3386637,75258
"UNITED ST6",1992,97336,70286,3154519,75376
"UNITED ST8",1992,284566,21607,4344281,91716
"UNITED ST6",1993,15338,37565,6247644,90153
"UNITED ST4",1992,84521,301533,5223506,92071
"UNITED ST5",1993,223433,566376,713963,86541
"UNITED ST6",1993,113485,561372,2696131,86001
"UNITED ST4",1992,189376,552883,8548757,116151
"UNITED ST8",1993,250777,539839,8830407,112728
"UNITED ST3",1992,271438,189789,7034152,112726
"UNITED ST7",1992,155177,218614,2510398,91956
"UNITED ST6",1992,111319,125208,3709465,73992
"UNITED ST1",1993,33607,97547,2919180,92672
"UNITED ST8",1993,7295,527774,6324142,108105
"UNITED ST3",1992,149489,290251,3371207,74474
"UNITED ST7",1993,255859,254094,4313897,62884
"UNITED ST8",1992,162410,69482,5490948,87088
"UNITED ST8",1993,50569,242172,1164297,66849
"UNITED ST3",1993,276353,245238,5227465,70993
"UNITED ST1",1993,95669,579671,4026495,105039
"UNITED ST1",1993,64348,411215,211723,67571
"UNITED ST5",1992,168451,589918,1927574,120473
"UNITED ST9",1992,36916,594150,1791547,74647
"UNITED ST3",1993,238051,208307,3453854,72917
"UNITED ST7",1993,258544,373808,5758277,112907
"UNITED ST1",1993,213352,353576,159696,97773
"UNITED ST2",1992,52474,200053,4109508,57182
"UNITED ST4",1992,52474,152787,4908533,110386
"UNITED ST5",1993,264826,266569,5362140,92133
"UNITED ST5",1993,84763,503053,1330597,63361
"UNITED ST9",1993,16231,568950,4037860,121135
"UNITED ST3",1993,276245,550194,1851324,74650
"UNITED ST8",1992,216541,204511,6025783,84930
"UNITED ST5",1992,39581,518427,930837,86724
"UNITED ST1",1992,39581,320039,3812472,63541
"UNITED ST4",1993,55156,501644,5540802,98737
"UNITED ST2",1992,102634,132479,3591252,90688
"UNITED ST5",1993,122611,309829,2497103,110328
"UNITED ST6",1993,125629,478016,1908460,59639
"UNITED ST1",1993,125629,113527,6377752,92431
"UNITED ST1",1993,33655,578513,6445534,95489
"UNITED ST4",1992,149710,599545,2578607,98671
"UNITED ST7",1992,263431,120304,6229507,79458
"UNITED ST7",1992,54430,222504,2168264,85589
"UNITED ST5",1993,10582,365156,2668190,73268
"UNITED ST7",1993,262336,109001,1099890,60600
"UNITED ST8",1993,150559,482308,959968,77416
"UNITED ST9",1993,71821,253999,1453017,117178
"UNITED ST0",1992,258634,46338,6293217,77059
"UNITED ST6",1993,133213,347901,2291894,116933
"UNITED ST5",1993,236606,222123,4044575,62706
"UNITED ST0",1992,125173,225186,3444627,66670
"UNITED ST4",1993,245827,295603,7033796,95915
"UNITED ST7",1993,170273,571829,3134419,114048
"UNITED ST4",1992,85492,363713,7835247,106602
"UNITED ST6",1993,251113,299460,2758360,87567
"UNITED ST0",1993,251113,218852,5764084,106250
"UNITED ST2",1993,176516,519274,2027816,77595
"UNITED ST2",1993,245104,73684,7956864,99460
"UNITED ST9",1993,284917,72548,3649296,91232
"UNITED ST3",1993,119422,407137,2017220,62646
"UNITED ST8",1993,67114,86799,6062757,107147
"UNITED ST9",1992,152903,151487,5073907,92308
"UNITED ST6",1992,48007,591052,3016456,68581
"UNITED ST7",1993,145567,346262,5717052,78495
"UNITED ST7",1992,42676,8327,5280993,74119
"UNITED ST8",1993,85516,142107,5238746,68946
"UNITED ST5",1992,48124,32147,2486338,64748
"UNITED ST0",1993,13370,144644,4083131,101318
"UNITED ST1",1992,61963,95635,2478557,97837
"UNITED ST0",1992,18892,402097,1930203,59944
"UNITED ST7",1992,222482,18453,6385471,82287
"UNITED ST4",1993,289480,53163,3013632,66969
"UNITED ST1",1993,4841,424955,6072173,112795
"UNITED ST0",1993,188893,233215,3038137,68892
"UNITED ST6",1993,270346,329586,633303,96934
"UNITED ST7",1992,221449,566741,2277727,108463
"UNITED ST4",1993,273731,403756,5151801,99583
"UNITED ST3",1992,30110,529062,2993813,65462
"UNITED ST4",1992,30110,399188,4144687,77230
"UNITED ST4",1992,159707,558818,1069770,112607
"UNITED ST0",1993,59345,179769,2985747,110925
"UNITED ST9",1992,209077,238917,742360,111354
"UNITED ST8",1992,209077,331761,1814263,107565
"UNITED ST0",1992,186487,3751,3231726,99285
"UNITED ST4",1992,30562,37845,1882679,106970
"UNITED ST5",1992,109165,343543,1427877,95191
"UNITED ST7",1992,85259,142593,5740920,98135
"UNITED ST7",1992,272504,468654,2565378,97357
"UNITED ST3",1993,61928,116677,2181446,101620
"UNITED ST9",1992,186509,254593,727362,92854
"UNITED ST7",1993,247438,560572,7509730,97953
"UNITED ST2",1993,47782,88780,5633564,106126
"UNITED ST7",1993,47782,510462,2844754,88346
"UNITED ST3",1992,267208,539244,4704284,76993
"UNITED ST4",1992,98150,340760,2593080,108045
"UNITED ST6",1992,55661,233206,2762535,68351
"UNITED ST6",1993,123773,561918,8654099,118793
"UNITED ST1",1992,177143,570503,2442040,94408
"UNITED ST6",1992,255982,139625,6688443,99877
"UNITED ST0",1993,58316,543948,7840197,119515
"UNITED ST5",1993,91585,103182,991995,71110
"UNITED ST8",1992,86821,335235,1951057,76213
"UNITED ST6",1992,53347,405686,1013887,95499
"UNITED ST0",1992,53347,68297,4172926,75917
"UNITED ST8",1993,179456,216452,6363246,82106
"UNITED ST4",1993,179456,411119,2062240,61805
"UNITED ST1",1993,85903,232009,3540004,56459
"UNITED ST3",1993,169045,307802,2533706,108587
"UNITED ST6",1992,49816,316625,7879728,98496
"UNITED ST7",1993,87136,166325,1627844,83479
"UNITED ST7",1992,64493,266016,3574480,58920
"UNITED ST6",1993,255583,245623,3074475,94116
"UNITED ST8",1992,150736,344869,8715672,114831
"UNITED ST8",1993,59723,440301,476651,74476
"UNITED ST6",1992,292462,552825,8074540,112668
"UNITED ST5",1993,244816,325531,5807376,93391
"UNITED ST8",1992,176731,501938,5175679,116394
"UNITED ST7",1992,278380,257739,3127054,101803
"UNITED ST1",1993,277544,188120,2498392,72487
"UNITED ST9",1992,145255,340317,4739691,81438
"UNITED ST0",1992,219988,263977,4367160,116457
"UNITED ST6",1992,166486,166259,1298745,79515
"UNITED ST3",1992,166486,105639,1795935,98677
"UNITED ST5",1992,59770,286888,1057426,112492
"UNITED ST6",1992,98584,444096,3715130,62404
"UNITED ST4",1992,87919,200082,3208422,58924
"UNITED ST4",1992,87919,11174,97665,65110
"UNITED ST2",1993,190784,90211,790396,72072
"UNITED ST1",1993,137986,44049,1415082,59582
"UNITED ST6",1992,267427,94072,793156,63964
"UNITED ST4",1992,13207,189428,987840,91045
"UNITED ST3",1992,50945,244331,2423108,76519
"UNITED ST9",1992,50945,424566,4279340,89432
"UNITED ST4",1993,30622,2312,3846934,72858
"UNITED ST9",1993,270538,63354,5634305,79041
"UNITED ST0",1993,165851,85878,8480608,111832
"UNITED ST4",1992,193751,464560,1526064,91472
"UNITED ST7",1992,298693,595055,2075804,69001
"UNITED ST6",1992,197458,354020,4536618,64440
"UNITED ST5",1993,197330,236337,820018,76399
"UNITED ST5",1992,235957,405415,5490181,79223
"UNITED ST9",1992,212260,67648,4357381,96938
"UNITED ST1",1992,68722,485133,2761731,67086
"UNITED ST4",1992,68722,218417,3833933,80124
"UNITED ST2",1992,253633,185952,8718350,122277
"UNITED ST8",1993,167974,347191,4940338,74290
"UNITED ST4",1992,146227,570086,416181,69363
"UNITED ST8",1992,57590,328732,1045867,105643
"UNITED ST5",1992,57590,186909,5267180,119754
"UNITED ST5",1993,66275,339989,4626051,121738
"UNITED ST0",1992,221125,121355,4954860,82581
"UNITED ST3",1993,27490,39835,3673898,106489
"UNITED ST9",1993,27490,492737,2068733,103782
"UNITED ST3",1993,119185,386457,7184713,92606
"UNITED ST0",1993,1156,499832,6612834,109908
"UNITED ST8",1992,24271,26404,4257280,79824
"UNITED ST6",1992,202891,12687,3532093,95980
"UNITED ST7",1993,10978,564981,5247887,122757
"UNITED ST5",1992,105491,338088,317551,67564
"UNITED ST2",1992,66301,575432,4486052,90444
"UNITED ST7",1992,225203,183102,1559591,71106
"UNITED ST0",1992,60008,185154,5472086,74349
"UNITED ST4",1992,288253,223560,2421153,89013
"UNITED ST7",1993,282481,581289,5597512,82215
"UNITED ST8",1993,282481,515313,773064,79697
"UNITED ST1",1992,189409,81448,263016,85766
"UNITED ST5",1993,272755,40000,3507140,56400
"UNITED ST7",1992,30034,504425,1157814,85764
"UNITED ST8",1993,93800,568453,2907452,91285
"UNITED ST4",1993,70877,548919,1511339,118073
"UNITED ST5",1992,131243,158049,4493475,66422
"UNITED ST4",1993,14575,459082,2747357,62463
"UNITED ST7",1993,77800,7214,1042725,67272
"UNITED ST4",1992,235271,55326,1768221,76879
"UNITED ST5",1993,3907,326346,1873230,82339
"UNITED ST3",1993,32542,592970,3102676,123777
"UNITED ST9",1993,257470,341698,5177287,104380
"UNITED ST6",1993,151763,465316,3355698,76877
"UNITED ST7",1992,270025,403008,4153157,54658
"UNITED ST1",1992,293509,327275,4688136,78135
"UNITED ST6",1992,144511,391815,8117247,114408
"UNITED ST3",1992,274639,283928,187367,114714
"UNITED ST9",1993,33694,396806,4144276,114167
"UNITED ST9",1993,61481,502547,3350062,92971
"UNITED ST9",1993,234502,167912,4787422,118794
"UNITED ST2",1993,160949,37947,6003533,113096
"UNITED ST2",1993,250588,256236,826208,71533
"UNITED ST5",1992,225250,43708,594612,99102
"UNITED ST0",1993,58807,318279,5020396,77835
"UNITED ST4",1992,1099,120556,7094475,94593
"UNITED ST0",1993,106979,320895,6370301,114952
"UNITED ST3",1993,20074,10061,1998441,58263
"UNITED ST5",1993,20074,493576,729840,94173
"UNITED ST2",1993,133549,544692,1406702,104200
"UNITED ST9",1993,274319,507618,3901416,97535
"UNITED ST4",1993,237388,557289,533118,80775
"UNITED ST4",1993,20143,369856,2328340,115550
"UNITED ST3",1993,168562,367249,3216866,78973
"UNITED ST6",1993,105970,398223,6214971,79272
"UNITED ST0",1992,128480,389570,7404956,99573
"UNITED ST3",1993,34337,14780,3904773,101686
"UNITED ST4",1992,11854,68910,5708128,112734
"UNITED ST3",1992,223837,41064,1175920,60303
"UNITED ST1",1992,75187,461502,942481,87808
"UNITED ST4",1993,89770,463095,5132697,63484
"UNITED ST2",1993,136126,385645,4818073,103837
