"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"PERU",1998,222482,4832781,84268
"CANADA",1996,418175,314827,65589
"ARGENTINA",1998,124260,3973500,77055
"CANADA",1993,29814,3721290,104628
"ARGENTINA",1997,450951,6207899,114115
"PERU",1995,81888,6021013,112192
"PERU",1995,558836,5305468,113688
"ARGENTINA",1998,30854,7549915,107091
"ARGENTINA",1998,598104,5301172,72124
"CANADA",1998,227516,848778,86610
"CANADA",1998,37409,3453516,80784
"BRAZIL",1997,75293,974046,76097
"BRAZIL",1997,39855,2423047,107691
"BRAZIL",1997,408740,3198516,98923
"CANADA",1996,320726,4061100,104802
"CANADA",1996,35285,3441189,73216
"BRAZIL",1995,54454,3707040,84507
"PERU",1994,11227,4637108,68293
"PERU",1994,12228,830080,68413
"PERU",1998,440960,184391,114056
"BRAZIL",1998,548087,104425,68103
"PERU",1995,15211,4865227,67572
"UNITED STATES",1993,436307,5909309,74596
"ARGENTINA",1994,290359,1586823,80960
"UNITED STATES",1996,404163,1115161,64028
"UNITED STATES",1995,454201,2606086,69310
"CANADA",1994,198936,4253003,122095
"CANADA",1994,327210,1013266,74232
"CANADA",1992,178721,6525784,107983
"CANADA",1992,457453,3977412,84625
"ARGENTINA",1997,179321,1911436,84019
"BRAZIL",1997,569668,5039156,104258
"BRAZIL",1997,197791,5949688,113327
"BRAZIL",1997,256788,1727322,104686
"PERU",1998,421522,4763550,86610
"CANADA",1996,35630,1310432,93937
"BRAZIL",1998,204008,656632,54719
"PERU",1998,240010,714400,57000
"PERU",1998,284670,2086526,99279
"BRAZIL",1992,46117,2976708,63786
"ARGENTINA",1997,323087,4069516,66604
"ARGENTINA",1997,111728,8098396,104383
"PERU",1997,440953,6124969,113635
"PERU",1997,289911,6746294,114054
"UNITED STATES",1993,582388,5134497,88221
"BRAZIL",1996,511824,4510560,110148
"BRAZIL",1996,20976,187800,113818
"PERU",1995,591223,827946,78852
"UNITED STATES",1994,488329,2845368,79038
"CANADA",1997,121904,708731,115554
"CANADA",1997,426076,2570258,60123
"CANADA",1997,42752,157611,101685
"CANADA",1997,319706,1123424,103541
"ARGENTINA",1992,46301,1135043,74838
"ARGENTINA",1992,569600,1636188,100174
"UNITED STATES",1996,66621,2483037,95257
"UNITED STATES",1996,511466,1146493,88646
"CANADA",1993,181534,783532,96931
"UNITED STATES",1993,380830,3129923,114649
"PERU",1992,337344,273503,82879
"BRAZIL",1994,475805,6936138,106846
"CANADA",1996,252409,784160,81683
"UNITED STATES",1997,315381,4272892,83782
"BRAZIL",1993,583986,1945762,124197
"PERU",1994,93936,7279695,115795
"PERU",1996,404211,5355142,66911
"BRAZIL",1996,38168,2238867,66369
"BRAZIL",1996,432263,454191,71714
"UNITED STATES",1994,436984,5954976,115257
"ARGENTINA",1994,454051,1756792,60301
"ARGENTINA",1994,430368,2185106,77900
"BRAZIL",1998,590041,814334,67861
"CANADA",1997,24945,1480992,112196
"CANADA",1997,14559,2493246,88413
"ARGENTINA",1996,196342,3006130,86300
"ARGENTINA",1996,508925,9004238,116034
"PERU",1993,490235,1266867,73512
"UNITED STATES",1992,395755,1649009,111044
"PERU",1992,366964,1421665,121857
"UNITED STATES",1992,174284,4824610,81496
"PERU",1993,596650,2791114,104797
"PERU",1993,92677,634474,100180
"CANADA",1996,364059,3335428,67382
"CANADA",1992,461444,2685757,84325
"CANADA",1992,488812,165672,108047
"ARGENTINA",1992,68563,575866,91893
"CANADA",1997,134346,4969224,82820
"UNITED STATES",1995,258888,7117836,110812
"CANADA",1995,159005,4424112,63840
"CANADA",1995,582374,1284500,87381
"UNITED STATES",1994,26149,4799424,64508
"BRAZIL",1995,149738,7722993,107263
"BRAZIL",1995,245640,5771693,95137
"CANADA",1995,16707,5197463,97422
"CANADA",1995,587477,1188982,93867
"UNITED STATES",1994,50587,5220084,92254
"PERU",1993,456411,6231196,82043
"PERU",1993,487600,5073905,95254
"BRAZIL",1992,477612,731211,95375
"CANADA",1994,207620,1374849,91656
"CANADA",1994,461312,4618222,76397
"CANADA",1993,263104,1254897,64025
"BRAZIL",1993,316747,4333484,105823
"UNITED STATES",1996,354624,5982566,100716
"BRAZIL",1992,179504,1440985,95010
"PERU",1997,127252,3648421,76755
"PERU",1995,245944,7994403,113395
"PERU",1995,175617,6895693,101556
"ARGENTINA",1995,445609,7387364,93274
"BRAZIL",1993,487199,2509935,71170
"UNITED STATES",1993,524900,2895019,115492
"ARGENTINA",1992,456081,1832485,62223
"UNITED STATES",1998,552282,2070771,80055
"UNITED STATES",1998,380982,1000540,123778
"ARGENTINA",1995,261512,4619422,88410
"BRAZIL",1997,481312,5413711,77597
"BRAZIL",1992,104463,4508037,88047
"UNITED STATES",1994,431433,3610228,81864
"PERU",1993,496147,3470512,68587
"PERU",1995,526752,3561017,106723
"PERU",1995,105869,6382023,112491
"BRAZIL",1996,146583,1877276,97774
"BRAZIL",1994,486266,3381048,75134
"ARGENTINA",1993,567148,2515298,72907
"UNITED STATES",1995,410548,4385769,87511
"UNITED STATES",1995,71722,4410446,101623
"UNITED STATES",1996,135182,223961,73030
"UNITED STATES",1997,350959,755737,120596
"ARGENTINA",1992,71266,2820952,74235
"ARGENTINA",1992,384062,3754459,68763
"ARGENTINA",1992,396235,3714103,79873
"PERU",1992,71288,5252456,75556
"CANADA",1993,361949,9360879,120655
"PERU",1993,371321,4814607,83538
"BRAZIL",1998,237402,2169811,80363
"BRAZIL",1998,8133,3466962,62467
"BRAZIL",1998,484932,3833820,115014
"BRAZIL",1993,64958,2449838,115377
"UNITED STATES",1997,446923,8975520,112194
"BRAZIL",1992,291192,3246645,70990
"BRAZIL",1992,28122,4158475,63007
"CANADA",1996,95734,1174486,103783
"BRAZIL",1992,117517,4756981,92070
"ARGENTINA",1992,494871,5552769,111951
"ARGENTINA",1992,207964,2568315,112317
"ARGENTINA",1992,14517,4672448,85890
"PERU",1993,83382,1739494,81922
"BRAZIL",1997,250173,3002206,67389
"UNITED STATES",1994,487996,9027063,119038
"ARGENTINA",1996,100954,4023287,117297
"ARGENTINA",1996,19882,7625556,108112
"PERU",1994,369382,6066726,87082
"UNITED STATES",1994,287884,7214186,112312
"BRAZIL",1993,415549,6678211,87871
"BRAZIL",1993,367939,5364497,120415
"PERU",1994,82599,460242,94895
"PERU",1994,13967,9124536,112857
"CANADA",1993,357830,8880305,113269
"BRAZIL",1994,475303,1789592,76696
"BRAZIL",1994,164351,849210,84921
"UNITED STATES",1998,137438,3189879,88525
"CANADA",1996,181890,8676316,118313
"CANADA",1997,109020,3056189,61741
"CANADA",1997,572915,5065143,119273
"ARGENTINA",1992,361378,7124832,86361
"ARGENTINA",1996,317156,574838,70388
"CANADA",1995,132201,598102,73992
"UNITED STATES",1996,219240,2742738,69553
"UNITED STATES",1995,476173,4182906,68949
"CANADA",1995,293264,2747091,75435
"CANADA",1995,143161,335960,72249
"BRAZIL",1994,222451,1915948,82406
"BRAZIL",1994,395950,3654048,122756
"CANADA",1995,342383,5551816,85522
"CANADA",1992,586827,3527133,114828
"BRAZIL",1992,275985,8455702,117658
"UNITED STATES",1998,578082,4055569,69603
"BRAZIL",1997,553872,6220495,115551
"ARGENTINA",1995,412088,3465207,60003
"ARGENTINA",1995,111900,5980423,114714
"CANADA",1998,182213,5413977,77712
"CANADA",1998,46502,5938850,86910
"CANADA",1998,131060,3386650,65463
"ARGENTINA",1997,256719,4691960,100542
"CANADA",1993,32654,3539816,95199
"PERU",1996,496132,2463792,67686
"UNITED STATES",1998,267313,627347,76818
"BRAZIL",1993,545094,2176762,68344
"BRAZIL",1995,115386,6726624,84082
"BRAZIL",1995,557992,7322492,122998
"ARGENTINA",1996,177203,4222099,76812
"UNITED STATES",1996,285929,2091081,114894
"UNITED STATES",1996,457382,2643896,80361
"CANADA",1992,256722,2417342,100722
"PERU",1993,43326,4891959,76159
"PERU",1993,419071,588089,59403
"ARGENTINA",1993,60954,5342710,114897
"ARGENTINA",1998,346427,2858415,88404
"UNITED STATES",1996,54060,2725793,60843
"UNITED STATES",1996,176317,4232875,83598
"CANADA",1995,228564,877619,89553
"UNITED STATES",1996,180352,4862828,85941
"CANADA",1998,362471,552045,92007
"UNITED STATES",1998,306474,1172524,88827
"UNITED STATES",1998,109103,1833852,66726
"BRAZIL",1998,24774,2522673,101926
"ARGENTINA",1996,402636,5846718,92316
"UNITED STATES",1998,377689,349800,106000
"UNITED STATES",1998,414636,1457573,93036
"UNITED STATES",1996,164506,2120175,94230
"ARGENTINA",1995,415858,3269168,106429
"ARGENTINA",1998,72032,4530183,60241
"CANADA",1997,132539,141437,94291
"BRAZIL",1996,490244,3436068,74053
"ARGENTINA",1996,247725,6021756,100362
"PERU",1995,18379,361966,77842
"ARGENTINA",1995,495892,2257892,113272
"UNITED STATES",1998,107608,6611035,96936
"UNITED STATES",1994,371478,4322993,92967
"CANADA",1996,221378,5274102,77961
"CANADA",1996,88271,117112,75556
"CANADA",1996,360634,7320758,101677
"BRAZIL",1993,512916,763840,115733
"CANADA",1993,498110,2218396,66485
"CANADA",1993,294838,3308240,109969
"PERU",1993,220005,2808269,55499
"UNITED STATES",1994,428166,4267146,65648
"PERU",1992,131885,7360819,115012
"PERU",1992,186357,3920138,86601
"PERU",1992,84552,3109977,92193
"UNITED STATES",1994,78278,4487396,75376
"UNITED STATES",1994,430479,5575784,84567
"UNITED STATES",1994,256032,4248486,59281
"UNITED STATES",1994,527928,5758169,117354
"UNITED STATES",1997,438427,1411823,81924
"PERU",1992,509740,7324327,104983
"ARGENTINA",1992,534887,1825767,115311
"BRAZIL",1996,506183,3207164,71349
"PERU",1994,178503,2818233,94890
"UNITED STATES",1993,366981,6021031,122878
"UNITED STATES",1993,438161,879312,65948
"UNITED STATES",1993,482963,9729700,116756
"CANADA",1996,445226,112435,70272
"CANADA",1996,152902,6255680,117294
"UNITED STATES",1993,43462,2023862,84327
"ARGENTINA",1996,548205,3962555,75190
"ARGENTINA",1996,310359,5148718,82160
"ARGENTINA",1996,400559,1525208,87571
"ARGENTINA",1995,414506,4673379,85228
"CANADA",1996,184197,1191506,76871
"UNITED STATES",1995,297660,5858135,99459
"UNITED STATES",1995,424701,2958737,97540
"ARGENTINA",1996,420625,148377,92736
"CANADA",1997,163141,553904,72248
"UNITED STATES",1994,521530,2128671,93090
"UNITED STATES",1994,492216,2111916,72491
"CANADA",1997,268747,4400847,102943
"PERU",1997,246853,809928,107990
"PERU",1997,199397,4309603,89783
"PERU",1997,255982,8083272,116278
"CANADA",1993,101635,4212685,98197
"UNITED STATES",1995,129354,3524775,83001
"BRAZIL",1994,392906,979456,119933
"CANADA",1993,547068,2980501,66902
"CANADA",1993,167154,1436072,73269
"CANADA",1993,150426,1209187,88585
"PERU",1995,543977,5274679,121257
"UNITED STATES",1996,451464,2547792,84926
"CANADA",1994,468942,2965747,114655
"CANADA",1994,496995,7794578,119518
"CANADA",1994,387105,5664811,71525
"CANADA",1995,441196,4191608,68230
"CANADA",1995,376308,5697737,83057
"PERU",1995,214184,5161399,65890
"PERU",1995,435078,1714080,60783
"PERU",1995,114334,906077,80899
"PERU",1993,336768,6190292,108285
"PERU",1993,57199,4994740,69371
"ARGENTINA",1996,118525,4537948,92611
"PERU",1994,150349,1746376,83960
"UNITED STATES",1993,130259,4605201,77355
"CANADA",1997,38959,4103367,113877
"CANADA",1993,304532,4858476,92191
"CANADA",1996,91779,504669,106246
"CANADA",1996,514566,4204236,94832
"BRAZIL",1998,438083,3201023,61263
"ARGENTINA",1998,226865,4434828,107511
"ARGENTINA",1998,490103,2338098,65584
"CANADA",1997,516400,4623064,84982
"BRAZIL",1997,184747,2014914,109904
"PERU",1996,398146,3499737,74647
"ARGENTINA",1992,199034,2141426,67981
"ARGENTINA",1992,281088,3318393,64144
"ARGENTINA",1992,217896,6529968,108832
"BRAZIL",1995,484156,424128,68407
"BRAZIL",1992,393502,1467850,95729
"BRAZIL",1992,386571,5279328,99453
"BRAZIL",1992,436169,2099766,66308
"UNITED STATES",1992,162263,2120416,79515
"UNITED STATES",1992,247023,1210572,58200
"ARGENTINA",1997,281787,6438322,106126
"ARGENTINA",1997,192694,5025958,107201
"CANADA",1995,507101,2063244,66484
"CANADA",1992,364088,3465426,69124
"CANADA",1992,186814,5945733,114048
"ARGENTINA",1998,192617,777872,102576
"UNITED STATES",1993,116810,8860028,109608
"CANADA",1994,405424,366914,79764
"BRAZIL",1996,346359,1101786,84320
"UNITED STATES",1993,483453,522860,86185
"UNITED STATES",1993,184147,3778368,73868
"CANADA",1995,27523,4931768,87031
"UNITED STATES",1994,526621,6194976,98856
"UNITED STATES",1994,474380,4598052,81261
"UNITED STATES",1998,540880,1413752,115251
"UNITED STATES",1998,566521,5056187,95250
"CANADA",1994,535805,2201572,110446
"CANADA",1997,112902,2001070,114894
"CANADA",1997,332711,669580,104622
"CANADA",1997,464467,4068152,85886
"BRAZIL",1996,69561,4316179,91833
"CANADA",1992,489129,5044867,67086
"CANADA",1992,175315,4989822,83418
"PERU",1993,244619,1702760,93816
"PERU",1993,445103,3606443,62884
"CANADA",1992,496984,8844986,118857
"CANADA",1997,328387,3844144,84922
"BRAZIL",1995,516398,1272933,84862
"BRAZIL",1995,86306,2308047,77538
"BRAZIL",1995,131782,703746,108826
"BRAZIL",1995,252435,4744976,83245
"CANADA",1998,45267,4081679,72735
"CANADA",1996,205323,1229538,73698
"CANADA",1993,576523,2610384,95970
"UNITED STATES",1997,395600,6853574,101735
"UNITED STATES",1997,249087,994627,62164
"UNITED STATES",1997,190105,227069,71706
"ARGENTINA",1998,514830,3693309,110688
"ARGENTINA",1998,312066,2641222,64683
"ARGENTINA",1995,257859,8539148,109010
"CANADA",1996,10362,3549884,76341
"PERU",1992,487149,1267909,68167
"CANADA",1992,407023,174840,55800
"ARGENTINA",1993,108026,2908698,62041
"ARGENTINA",1993,228350,5827952,76700
"BRAZIL",1997,236631,3893968,94057
"BRAZIL",1997,59156,1744094,66909
"PERU",1995,359071,210191,67803
"PERU",1995,217793,5628466,102646
"PERU",1995,546589,7456518,98133
"PERU",1995,518582,3313159,96033
"CANADA",1997,218535,414253,87211
"CANADA",1997,17361,3489922,76701
"CANADA",1997,184612,2161481,101796
"ARGENTINA",1992,153514,3258853,94050
"PERU",1995,547939,8146331,119214
"PERU",1993,428350,3927029,76699
"PERU",1993,136256,5174169,77535
"PERU",1993,454261,120308,72914
"PERU",1997,282273,3615148,75315
"PERU",1997,560066,2693487,67562
"UNITED STATES",1998,302042,3708394,62641
"UNITED STATES",1994,482817,7856083,107987
"UNITED STATES",1994,114215,3195946,73752
"ARGENTINA",1994,248085,3843020,61984
"CANADA",1998,136091,4959196,67625
"ARGENTINA",1997,566054,1041627,67201
"ARGENTINA",1997,60367,901277,79641
"BRAZIL",1993,119789,3545208,108526
"PERU",1997,268894,6706368,111772
"ARGENTINA",1992,190386,2864177,88582
"ARGENTINA",1995,367152,1553184,73148
"UNITED STATES",1996,377365,4426572,86541
"PERU",1995,241345,1656793,77179
"PERU",1995,275825,4411984,108048
"PERU",1995,185445,890716,91826
"CANADA",1997,426663,4050402,95378
"CANADA",1997,446783,1888897,103785
"CANADA",1992,237833,5379751,106249
"PERU",1993,44925,8979355,112195
"BRAZIL",1992,352276,1041355,79695
"UNITED STATES",1998,328181,4511413,72550
"UNITED STATES",1998,522556,2273083,94711
"PERU",1992,550671,6736816,103299
"ARGENTINA",1994,533055,633233,65281
"ARGENTINA",1994,511088,1938741,65943
"ARGENTINA",1994,246908,6794462,111293
"CANADA",1993,82239,4943539,73273
"BRAZIL",1997,142397,6770890,86363
"UNITED STATES",1993,418321,582471,74358
"CANADA",1992,147250,2139165,77835
"PERU",1996,119132,1956921,69067
"PERU",1996,401917,6526177,109133
"UNITED STATES",1994,61789,7302503,105046
"UNITED STATES",1994,78713,5633394,101502
"ARGENTINA",1995,397856,1740871,117230
"CANADA",1995,325304,6579985,79757
"CANADA",1995,173269,134226,80535
"CANADA",1995,198525,4331551,97411
"PERU",1993,142981,8245694,121438
"UNITED STATES",1998,189220,4359702,78553
"UNITED STATES",1997,122486,4024624,90508
"UNITED STATES",1997,16183,1033229,65950
"UNITED STATES",1996,450014,1665774,57839
"UNITED STATES",1994,549834,7459887,113028
"UNITED STATES",1994,384332,1099064,84979
"ARGENTINA",1992,373261,1699834,80055
"ARGENTINA",1992,548919,2833761,118073
"ARGENTINA",1992,75530,4673165,90331
"CANADA",1992,143231,4754152,76453
"CANADA",1992,81351,1454926,79941
"ARGENTINA",1993,516376,668328,83541
"ARGENTINA",1998,22487,393244,84568
"PERU",1994,351954,1805346,120356
"BRAZIL",1993,293281,468931,76456
"PERU",1993,113855,3476061,112131
"BRAZIL",1998,274693,4249248,100060
"BRAZIL",1998,379100,1425519,70745
"ARGENTINA",1994,137924,7192398,117715
"UNITED STATES",1994,339310,661157,80958
"CANADA",1997,352654,7944409,102398
"BRAZIL",1992,89450,1128528,86367
"UNITED STATES",1996,204973,1802841,112677
"UNITED STATES",1994,387152,3762029,74348
"ARGENTINA",1997,70872,2371773,110572
"ARGENTINA",1997,507729,5053797,104202
"UNITED STATES",1997,366021,4440435,65220
"BRAZIL",1996,450711,1070128,99701
"CANADA",1994,76942,767576,115136
"BRAZIL",1993,180162,745296,74529
"BRAZIL",1993,378848,7456832,115609
"UNITED STATES",1997,189472,1452167,93688
"CANADA",1997,35156,2646038,65469
"PERU",1993,537450,2351626,89245
"UNITED STATES",1996,24080,695827,60244
"CANADA",1995,452418,5547338,82223
"CANADA",1995,16969,3900165,113157
"PERU",1994,371656,4975603,103658
"PERU",1994,420152,3788907,64327
"ARGENTINA",1997,236919,341485,111354
"ARGENTINA",1997,297233,2127050,73813
"ARGENTINA",1997,587886,1160629,118431
"UNITED STATES",1998,57979,2494817,116218
"ARGENTINA",1992,156769,5844257,109545
"ARGENTINA",1992,442127,4924274,64146
"BRAZIL",1992,284620,2567376,96276
"BRAZIL",1992,403136,3086156,62346
"BRAZIL",1992,561518,781847,94769
"ARGENTINA",1998,225700,591751,97541
"PERU",1993,394598,1125565,101554
"PERU",1997,350791,3751705,110506
"CANADA",1998,155549,442853,96272
"CANADA",1998,107078,5157337,65104
"PERU",1998,221336,5318463,75439
"UNITED STATES",1994,323552,4431994,94532
"ARGENTINA",1992,111177,1580266,71290
"ARGENTINA",1992,525200,4562570,73510
"ARGENTINA",1998,20702,2135473,97362
"BRAZIL",1992,371666,2384055,104259
"PERU",1994,589850,4060064,116389
"UNITED STATES",1995,434001,1032217,56098
"PERU",1995,277784,3682099,105706
"CANADA",1993,430894,6241055,109492
"PERU",1992,317006,1215312,61379
"PERU",1992,507622,7039872,97776
"PERU",1992,201276,2055495,70635
"BRAZIL",1995,192265,394962,81435
"PERU",1996,210998,3115455,114538
"ARGENTINA",1993,325436,5109124,87685
"CANADA",1995,227398,3117293,79522
"UNITED STATES",1993,131595,6584436,97595
"UNITED STATES",1996,259696,7707190,99340
"BRAZIL",1994,542147,1242630,71347
"PERU",1994,549752,5470052,108103
"BRAZIL",1998,513090,913341,66184
"BRAZIL",1998,290854,5844453,110690
"BRAZIL",1998,181965,5711018,122817
"BRAZIL",1998,75800,7991100,106548
"ARGENTINA",1995,153483,1286033,92188
"ARGENTINA",1995,187625,1993489,102757
"PERU",1994,333098,926354,67864
"ARGENTINA",1992,273222,3657342,71712
"UNITED STATES",1997,93903,1058470,113814
"UNITED STATES",1997,312880,8540629,113572
"BRAZIL",1995,373415,1095462,89304
"CANADA",1994,449352,378687,78079
"CANADA",1994,325477,3813243,90147
"CANADA",1996,231957,6875741,113336
"CANADA",1996,474644,2243407,97117
"ARGENTINA",1993,328819,5914807,110868
"PERU",1996,433243,2033684,70573
"BRAZIL",1992,495393,1332835,83302
"BRAZIL",1992,466491,6922982,87448
"BRAZIL",1992,102600,456741,96156
"UNITED STATES",1998,569072,5148417,68463
"ARGENTINA",1993,31644,1235301,94538
"ARGENTINA",1993,231986,563883,115078
"ARGENTINA",1993,336408,571978,86663
"ARGENTINA",1993,198159,2489157,75429
"ARGENTINA",1993,455535,146069,89430
"CANADA",1993,127525,4238379,93151
"ARGENTINA",1996,23543,4986236,87992
"CANADA",1992,449634,4117386,95016
"CANADA",1995,210186,3893595,65770
"UNITED STATES",1995,175141,4205412,72968
"UNITED STATES",1995,232346,4172469,76699
"BRAZIL",1998,370011,804264,64860
"UNITED STATES",1994,3802,7522578,102348
"UNITED STATES",1994,285089,1074070,64444
"PERU",1994,67346,3786359,78800
"ARGENTINA",1992,263020,3049297,58980
"UNITED STATES",1998,360645,3343034,102337
"UNITED STATES",1998,195710,1643196,108342
"BRAZIL",1996,509355,1923705,81859
"CANADA",1996,219490,3100856,84568
"CANADA",1996,162840,553726,114170
"BRAZIL",1993,589777,2747856,112005
"BRAZIL",1993,1391,1646504,77543
"CANADA",1993,272156,5527886,67688
"CANADA",1996,24658,436811,94959
"UNITED STATES",1994,165103,4261228,70086
"BRAZIL",1996,51526,3194398,88651
"BRAZIL",1996,529357,1261560,83179
"BRAZIL",1996,255678,6145828,98019
"BRAZIL",1996,576749,1679662,109543
"PERU",1993,354619,4202409,100416
"BRAZIL",1994,573875,4712319,116931
"CANADA",1995,401732,3992787,98022
"CANADA",1998,21490,2547739,84689
"CANADA",1998,575551,2488590,97591
"CANADA",1998,82711,4007317,101622
"BRAZIL",1994,375842,4190458,115069
"BRAZIL",1994,12349,1276476,75680
"CANADA",1993,17639,5027914,93397
"BRAZIL",1993,86649,3125708,98138
"CANADA",1993,119913,1565657,115974
"CANADA",1993,98235,351470,73993
"CANADA",1993,163653,6591936,102999
"CANADA",1993,104471,4048689,88528
"UNITED STATES",1996,232121,1021516,63186
"ARGENTINA",1996,304989,8255035,119638
"PERU",1993,532361,4500488,83600
"UNITED STATES",1992,585101,5518830,71164
"UNITED STATES",1992,378406,136563,89063
"CANADA",1998,550215,118927,75911
"UNITED STATES",1993,390819,7751878,114588
"ARGENTINA",1994,17874,172019,107512
"UNITED STATES",1996,432379,6228912,78681
"CANADA",1997,445656,5934039,96097
"CANADA",1997,557735,5442667,107562
"CANADA",1995,507059,485043,63961
"ARGENTINA",1992,117018,673791,62100
"ARGENTINA",1992,513221,3787759,74052
"ARGENTINA",1992,190436,6447640,91585
"ARGENTINA",1992,250194,228836,68650
"ARGENTINA",1992,195673,1627176,106120
"ARGENTINA",1995,419827,482116,104808
"ARGENTINA",1995,27413,3582915,80424
"ARGENTINA",1995,265734,8073670,101983
"UNITED STATES",1998,200672,3203508,94359
"UNITED STATES",1996,518781,6223570,107985
"CANADA",1997,520446,725877,87985
"CANADA",1995,521563,792270,95072
"CANADA",1995,498729,7230424,103662
"CANADA",1995,438197,3822117,68110
"ARGENTINA",1996,76684,149461,99640
"UNITED STATES",1993,170543,3562696,96812
"ARGENTINA",1993,368521,5493346,95370
"CANADA",1993,280095,2980121,64504
"BRAZIL",1997,507208,3499718,72910
"UNITED STATES",1996,98942,6016914,116456
"UNITED STATES",1996,312322,4271126,80058
"CANADA",1996,545336,3845567,82878
"PERU",1996,320388,668975,84502
"ARGENTINA",1995,112309,118917,79278
"ARGENTINA",1995,575498,6868196,94408
"CANADA",1995,75910,2104675,113154
"UNITED STATES",1994,83353,3572063,80181
"ARGENTINA",1997,394897,8425652,119512
"UNITED STATES",1997,29804,8067371,104028
"BRAZIL",1992,231925,4827966,111414
"BRAZIL",1995,220170,2749383,65409
"ARGENTINA",1995,420968,5270142,113336
"ARGENTINA",1995,39660,2975367,95979
"ARGENTINA",1995,402020,83902,55320
"CANADA",1996,361956,7397768,121076
"CANADA",1996,395134,5059057,73747
"CANADA",1996,207619,5834665,91596
"PERU",1994,52192,2173961,68651
"PERU",1994,589897,1321268,119212
"PERU",1994,582343,279362,85519
"CANADA",1994,153326,3177953,82759
"CANADA",1994,544558,7079977,96151
"CANADA",1994,580922,2395468,120174
"UNITED STATES",1996,352204,1808913,75371
"PERU",1997,555153,2718292,72487
"UNITED STATES",1993,172171,5360549,74590
"UNITED STATES",1993,218633,6912467,93097
"CANADA",1992,596687,3032222,107019
"CANADA",1992,118098,4017924,66965
"UNITED STATES",1995,177834,5110321,114709
"UNITED STATES",1994,429344,1077228,76399
"UNITED STATES",1995,108010,741111,61080
"CANADA",1993,243842,6650430,107149
"BRAZIL",1996,404061,3951838,57902
"ARGENTINA",1995,201926,6514671,109674
"ARGENTINA",1995,247347,4745013,77659
"ARGENTINA",1995,360137,580603,71827
"ARGENTINA",1995,14556,588220,88233
"ARGENTINA",1996,504687,6847839,101499
"UNITED STATES",1996,188116,3877234,72246
"BRAZIL",1992,480783,1135861,105825
"ARGENTINA",1998,444606,5744898,93034
"ARGENTINA",1998,80283,4850995,75796
"CANADA",1993,333480,3202502,90808
"CANADA",1993,193651,7953859,104679
"CANADA",1993,419579,1798260,89913
"BRAZIL",1996,239484,5246910,85408
"BRAZIL",1996,198564,5376719,99753
"CANADA",1995,117199,5083674,72971
"PERU",1994,235255,2785161,71414
"BRAZIL",1996,207899,4697888,108412
"UNITED STATES",1995,536899,1440287,116152
"UNITED STATES",1995,250956,5320362,114416
"CANADA",1994,551745,6468192,107803
"PERU",1996,345019,1135288,63840
"BRAZIL",1995,483256,5472439,74353
"UNITED STATES",1995,154522,5150490,94591
"ARGENTINA",1994,306342,3422061,80899
"ARGENTINA",1994,85202,883276,71232
"ARGENTINA",1994,376828,4902980,114288
"BRAZIL",1997,214223,2220971,68232
"UNITED STATES",1992,55203,889497,69492
"UNITED STATES",1992,194389,1151102,89002
"CANADA",1996,320648,5121025,100117
"CANADA",1996,352225,4712904,76632
"ARGENTINA",1996,219974,890161,113637
"ARGENTINA",1996,488326,3422437,78858
"CANADA",1995,261227,1728845,71292
"CANADA",1995,575492,3424921,94048
"PERU",1998,40336,5758800,76579
"PERU",1998,118359,2066025,82641
"CANADA",1992,299618,3869299,97056
"UNITED STATES",1995,87555,4294459,92553
"UNITED STATES",1995,170297,5493771,82037
"ARGENTINA",1996,253743,6215121,101803
"PERU",1996,47769,3193173,103005
"BRAZIL",1993,230273,5371352,72195
"BRAZIL",1993,419976,2366145,113757
"UNITED STATES",1992,425658,427580,95017
"UNITED STATES",1992,245439,2267679,83065
"ARGENTINA",1996,441453,1776503,83665
"UNITED STATES",1994,438173,4804612,66669
"UNITED STATES",1996,451133,2471770,65046
"UNITED STATES",1994,346105,2210092,69065
"BRAZIL",1995,316353,4292880,82160
"CANADA",1995,272874,2400918,110811
"CANADA",1995,380204,3612426,77051
"CANADA",1995,176975,572499,123118
"UNITED STATES",1997,310518,2934720,91710
"ARGENTINA",1994,172568,2961210,98433
"PERU",1992,290826,7656037,109008
"PERU",1992,67799,6890481,106007
"BRAZIL",1998,393143,1223768,74167
"CANADA",1996,538675,5655045,102819
"ARGENTINA",1996,6549,2251720,87332
"BRAZIL",1995,390688,7607371,106720
"PERU",1994,374546,301418,97231
"CANADA",1993,396533,5931452,97771
"BRAZIL",1997,221783,7160034,102286
"CANADA",1998,111804,8171100,108948
"ARGENTINA",1993,349513,4485937,93750
"ARGENTINA",1992,35452,815820,83247
"PERU",1992,202063,3439438,57903
"PERU",1992,62467,1286514,85767
"BRAZIL",1992,272966,2733919,116337
"CANADA",1996,16717,5352033,98022
"UNITED STATES",1998,131990,8371038,121319
"UNITED STATES",1998,139679,3609207,103120
"PERU",1995,501502,2357456,90208
"PERU",1995,506155,3553057,69667
"PERU",1995,531402,3599217,86002
"BRAZIL",1994,265260,1672466,73515
"ARGENTINA",1997,5029,1843755,56041
"PERU",1994,349469,736448,91107
"PERU",1994,472744,6561303,103003
"PERU",1994,382217,3767680,77952
"CANADA",1993,567251,632750,79093
"UNITED STATES",1993,80030,1842294,60601
"UNITED STATES",1993,133524,4635179,93451
