"s_nation","lo_custkey","lo_orderdate","lo_revenue"
"JAPAN",5120,19930101,2126088
"CHINA",6001,19960829,2973690
"INDIA",1828,19940701,2947797
"INDONESIA",20917,19980411,2153749
"VIETNAM",19390,19930119,2594220
"INDIA",15439,19960815,4950314
"INDONESIA",18574,19951221,2258470
"INDONESIA",18574,19951221,4040316
"JAPAN",2338,19960918,4053332
"CHINA",14821,19950130,5214222
"CHINA",14821,19950130,646929
"INDIA",4600,19930719,2892554
"JAPAN",8191,19970726,4505490
"JAPAN",10907,19970726,8708087
"VIETNAM",13000,19920502,708448
"INDONESIA",25595,19970514,5144348
"VIETNAM",25595,19970514,2799769
"CHINA",25595,19970514,2532464
"VIETNAM",2926,19940927,3315370
"VIETNAM",4541,19961008,3423943
"INDIA",26002,19920914,5960492
"INDONESIA",14431,19960906,6662646
"VIETNAM",11530,19920921,3487653
"INDONESIA",8983,19980401,1047610
"JAPAN",8983,19980401,1555658
"INDIA",25844,19930529,415250
"INDONESIA",25844,19930529,4792970
"JAPAN",19111,19960111,951957
"INDONESIA",11578,19920508,1200205
"CHINA",19952,19930618,384069
"INDONESIA",15574,19960619,733893
"JAPAN",28738,19930905,3979777
"JAPAN",28738,19930905,4344656
"VIETNAM",28738,19930905,2383013
"JAPAN",14431,19980317,7848676
"VIETNAM",21266,19931022,6874855
"JAPAN",21266,19931022,4079959
"INDONESIA",22679,19950426,3150523
"CHINA",22679,19950426,5846029
"INDONESIA",10244,19930430,651612
"INDONESIA",10244,19930430,2788283
"JAPAN",10244,19930430,152150
"INDONESIA",475,19960425,3408122
"JAPAN",1474,19921215,3380422
"JAPAN",20915,19930821,6911717
"JAPAN",20915,19930821,805909
"CHINA",25652,19920817,3450300
"CHINA",23197,19920716,7054020
"VIETNAM",23197,19920716,1009992
"JAPAN",23197,19920716,1667328
"VIETNAM",27295,19931014,904870
"VIETNAM",15949,19931231,3150922
"INDONESIA",15949,19931231,266835
"INDIA",15949,19931231,538872
"INDIA",21040,19960115,5678882
"CHINA",15215,19980313,3438125
"JAPAN",15215,19980313,4441093
"INDIA",27827,19940119,286587
"INDIA",9032,19940530,2681676
"INDIA",269,19961009,5293442
"VIETNAM",7195,19940622,7076085
"VIETNAM",5860,19950609,1445694
"INDONESIA",5860,19950609,8504894
"CHINA",18790,19940112,2410218
"VIETNAM",28288,19970915,5396130
"JAPAN",28288,19970915,163028
"INDIA",28288,19970915,590689
"INDONESIA",28288,19970915,1505012
"INDONESIA",16315,19960901,3816928
"INDONESIA",16315,19960901,435478
"JAPAN",7325,19961105,7325928
"INDONESIA",7325,19961105,2642750
"CHINA",17107,19971204,481239
"JAPAN",16076,19950131,4903623
"INDIA",25876,19930203,4030634
"VIETNAM",25876,19930203,8103443
"VIETNAM",10043,19921121,6665908
"INDONESIA",11755,19941225,4325428
"CHINA",7946,19960225,4087667
"VIETNAM",2635,19920528,5346823
"VIETNAM",2635,19920528,4768012
"INDONESIA",9607,19940910,201691
"CHINA",2815,19960402,126094
"JAPAN",2815,19960402,2460780
"VIETNAM",2815,19960402,1868800
"JAPAN",14966,19970707,155058
"INDONESIA",8014,19980325,1760922
"INDONESIA",2701,19970725,4011345
"CHINA",14531,19970127,5247345
"JAPAN",9766,19960102,1808064
"INDIA",7372,19951108,5018425
"INDONESIA",7372,19951108,7986401
"VIETNAM",23389,19980303,6578898
"INDONESIA",23389,19980303,791609
"VIETNAM",23353,19980528,2268777
"CHINA",1051,19921003,3366888
"INDIA",8629,19950318,7261468
"CHINA",10159,19941125,4697352
"JAPAN",2525,19971016,2659854
"JAPAN",3721,19971217,3600834
"JAPAN",5029,19931001,1541260
"VIETNAM",21316,19930201,5156830
"JAPAN",19075,19950428,6170130
"INDONESIA",19075,19950428,2974816
"CHINA",9644,19940511,4167455
"VIETNAM",8711,19940107,2225315
"INDONESIA",18274,19980318,1077734
"INDIA",18274,19980318,5274540
"JAPAN",12616,19950716,2159304
"INDONESIA",12800,19930226,523341
"INDONESIA",12800,19930226,2178200
"VIETNAM",25528,19980408,6103142
"INDIA",28484,19970714,5349145
"CHINA",12989,19950423,8305946
"INDIA",12989,19950423,3062271
"INDONESIA",4636,19971010,679759
"JAPAN",4636,19971010,6300198
"JAPAN",4636,19971010,3290023
"INDIA",4636,19971010,1323121
"INDIA",12247,19930421,6559972
"INDONESIA",7666,19940612,5699848
"INDONESIA",15143,19940725,366993
"INDIA",15143,19940725,2170228
"INDIA",17602,19961110,2420557
"INDONESIA",24220,19970622,5031932
"CHINA",22760,19920609,7053318
"INDIA",25234,19960505,3521779
"VIETNAM",5360,19980707,6928896
"CHINA",17219,19960816,5715468
"VIETNAM",24731,19931020,3112117
"JAPAN",26177,19930820,2012980
"INDIA",8899,19970607,559482
"INDIA",24083,19930819,1770273
"INDIA",24083,19930819,1634447
"INDONESIA",24083,19930819,9038064
"CHINA",25342,19960529,6095325
"JAPAN",14209,19970421,3853876
"INDIA",3142,19950210,3586904
"INDIA",8890,19930217,4908821
"VIETNAM",9253,19941003,7318748
"INDIA",21913,19950911,3360404
"INDONESIA",20230,19960604,1313381
"VIETNAM",10162,19980514,4435388
"INDONESIA",15679,19960408,3461134
"JAPAN",15679,19960408,5655600
"VIETNAM",3353,19950618,6884890
"JAPAN",23059,19961010,5672302
"INDONESIA",19948,19940617,5424880
"INDIA",19948,19940617,5229182
"JAPAN",7184,19920625,634228
"VIETNAM",28351,19940507,3810733
"INDONESIA",5135,19920301,3606059
"INDONESIA",5135,19920301,315888
"VIETNAM",5135,19920301,116556
"VIETNAM",22702,19980419,1961357
"CHINA",18047,19931103,2185942
"CHINA",2939,19950802,1262078
"VIETNAM",7018,19940916,992980
"VIETNAM",24709,19941114,4010308
"INDONESIA",4219,19980401,2234056
"INDIA",4219,19980401,1100468
"JAPAN",8486,19920915,4293895
"CHINA",8486,19920915,457166
"VIETNAM",16214,19960311,9104475
"INDIA",5656,19980729,1027120
"VIETNAM",5656,19980729,1036968
"JAPAN",5656,19980729,3524514
"VIETNAM",9428,19980719,561204
"JAPAN",9428,19980719,3998563
"VIETNAM",16567,19940531,348528
"INDIA",16567,19940531,933924
"INDONESIA",17666,19951230,5480947
"JAPAN",17666,19951230,3284156
"VIETNAM",17666,19951230,4637245
"VIETNAM",17873,19980802,2448365
"CHINA",25780,19921210,4262847
"INDONESIA",25780,19921210,3496900
"INDONESIA",21034,19961208,3225681
"VIETNAM",21034,19961208,8124310
"INDONESIA",24652,19940611,2289931
"INDIA",23299,19941018,5045260
"VIETNAM",25543,19950127,6504118
"VIETNAM",740,19950409,706863
"INDIA",19144,19960204,7026863
"INDIA",1676,19920915,4960812
"VIETNAM",1676,19920915,6073898
"CHINA",1676,19920915,5683386
"CHINA",12791,19920804,4842463
"INDIA",3628,19920406,4451877
"JAPAN",4474,19950921,5419321
"INDIA",11696,19970915,2475041
"CHINA",11696,19970915,2095051
"CHINA",21289,19940106,4295289
"JAPAN",21289,19940106,2823190
"CHINA",2147,19920809,466371
"VIETNAM",2147,19920809,585585
"CHINA",2147,19920809,5588465
"JAPAN",14039,19970704,393776
"JAPAN",1862,19940123,8118412
"INDONESIA",24421,19930623,2010257
"INDONESIA",24421,19930623,4340179
"CHINA",10423,19970404,5062550
"JAPAN",10423,19970404,531044
"INDONESIA",10717,19921030,4614317
"JAPAN",19483,19950727,2890860
"INDIA",19483,19950727,593600
"VIETNAM",2779,19971230,4090214
"INDIA",10123,19980310,2483965
"CHINA",10123,19980310,3344330
"INDONESIA",20611,19960331,5612918
"CHINA",20611,19960331,678159
"INDONESIA",17542,19950607,3850519
"INDIA",17542,19950607,3101538
"CHINA",661,19931120,6471549
"CHINA",661,19931120,2635131
"CHINA",3631,19920130,5945788
"VIETNAM",8219,19980603,1742625
"CHINA",8219,19980603,478872
"INDONESIA",11720,19950306,5070766
"JAPAN",11008,19960731,5188601
"JAPAN",11008,19960731,938945
"JAPAN",14444,19950411,6945917
"CHINA",21424,19960821,347927
"CHINA",29957,19980719,2638273
"INDIA",29957,19980719,323050
"CHINA",29957,19980719,5950064
"INDONESIA",23092,19950802,5680645
"CHINA",7697,19920210,5886343
"JAPAN",19306,19980104,987535
"INDIA",587,19921019,2146610
"CHINA",587,19921019,1379191
"CHINA",15511,19921225,1755970
"JAPAN",24437,19960330,1872241
"JAPAN",9619,19970203,4232349
"CHINA",9619,19970203,2505027
"INDIA",9619,19970203,2109454
"INDIA",22588,19950102,366356
"INDONESIA",7933,19940804,1669788
"INDONESIA",15929,19941014,5722686
"CHINA",20563,19930615,2963617
"INDONESIA",17068,19980506,1599658
"CHINA",17068,19980506,4016852
"CHINA",17068,19980506,1348605
"VIETNAM",17068,19980506,6155302
"INDONESIA",29986,19920312,1534914
"INDONESIA",29986,19920312,1517184
"JAPAN",29986,19920312,4043692
"CHINA",2332,19951015,3858687
"VIETNAM",2332,19951015,3755724
"INDONESIA",21046,19920102,6779808
"VIETNAM",21046,19920102,2288918
"INDIA",13124,19970729,1700815
"INDIA",10909,19971203,2962534
"VIETNAM",9064,19961225,1766566
"CHINA",14053,19931030,1581480
"VIETNAM",14053,19931030,5929882
"VIETNAM",14053,19931030,3610272
"INDIA",15797,19940724,1415848
"INDIA",15797,19940724,5212563
"INDIA",22783,19980208,4227332
"VIETNAM",14503,19971224,4057872
"INDIA",14450,19931115,510278
"INDONESIA",3599,19930706,7581915
"INDONESIA",3599,19930706,6251392
"JAPAN",1565,19980411,923461
"VIETNAM",7174,19961023,4459228
"CHINA",7174,19961023,6570672
"VIETNAM",7174,19961023,5837411
"CHINA",19057,19950108,4933296
"INDONESIA",19057,19950108,169900
"VIETNAM",7961,19940313,3270049
"INDONESIA",17902,19950821,4024106
"INDIA",17,19930918,5664476
"JAPAN",17,19930918,7793608
"JAPAN",17,19930918,2633084
"INDIA",18646,19940820,6208297
"CHINA",18646,19940820,3383087
"INDONESIA",18646,19940820,5981345
"CHINA",10663,19940829,3885102
"CHINA",10663,19940829,3786662
"VIETNAM",17878,19950620,7431156
"INDIA",17878,19950620,3687975
"VIETNAM",20572,19920725,1680620
"INDIA",23990,19960218,547043
"INDONESIA",23990,19960218,9201906
"CHINA",23990,19960218,2995065
"CHINA",24625,19920507,588629
"INDONESIA",17789,19960430,5069787
"INDONESIA",17935,19960112,5545817
"VIETNAM",29083,19971012,2273040
"JAPAN",10355,19920401,6637498
"INDIA",27077,19930929,8560305
"CHINA",27208,19980102,4363036
"JAPAN",460,19940527,2426075
"VIETNAM",460,19940527,9043287
"INDIA",20780,19980429,4579387
"INDIA",20780,19980429,7368570
"INDONESIA",8290,19960827,3708755
"INDIA",1672,19940905,5633240
"CHINA",20329,19941212,246203
"CHINA",20329,19941212,3275448
"CHINA",25048,19920624,4688658
"INDIA",21431,19950731,5892373
"CHINA",21431,19950731,2043757
"JAPAN",27115,19960310,6215061
"CHINA",27115,19960310,5440764
"JAPAN",27115,19960310,896238
"INDIA",27115,19960310,4685724
"VIETNAM",28412,19960426,2899062
"CHINA",10021,19940929,1596325
"INDONESIA",10021,19940929,5527293
"INDONESIA",10021,19940929,4358328
"INDIA",11956,19941031,5821893
"INDONESIA",22654,19960825,3170211
"CHINA",4630,19961202,498681
"VIETNAM",4630,19961202,6842880
"CHINA",9509,19950602,5815412
"VIETNAM",6457,19951209,3668797
"CHINA",28537,19940515,811805
"CHINA",28537,19940515,6382424
"CHINA",25378,19961101,3250119
"JAPAN",24182,19960412,5469940
"INDIA",24182,19960412,3749254
"CHINA",3107,19980701,704102
"INDIA",27160,19940310,871533
"VIETNAM",5317,19931203,7287466
"VIETNAM",29708,19980613,2076991
"INDIA",19819,19920402,543480
"VIETNAM",19819,19920402,4933599
"INDONESIA",19819,19920402,7579290
"VIETNAM",8479,19950625,4953165
"INDONESIA",6400,19960826,3380733
"INDONESIA",8414,19941017,4616237
"CHINA",8414,19941017,847529
"JAPAN",8137,19950218,1163388
"INDIA",12205,19951203,3483789
"INDONESIA",887,19940121,4127741
"JAPAN",29392,19960208,4074561
"CHINA",10739,19940211,5278269
"INDIA",10739,19940211,6316706
"JAPAN",10739,19940211,5555826
"VIETNAM",10273,19960821,8007484
"INDONESIA",13936,19971221,1720357
"CHINA",7787,19980721,8538900
"JAPAN",1043,19940817,2951463
"INDIA",1043,19940817,3670386
"INDONESIA",18134,19980407,7651224
"INDONESIA",5071,19950624,319856
"INDONESIA",13442,19921028,4563912
"VIETNAM",13442,19921028,2739708
"INDONESIA",13442,19921028,6391252
"INDONESIA",13442,19921028,1458293
"VIETNAM",12820,19970920,5933047
"VIETNAM",8491,19930917,3579018
"VIETNAM",8491,19930917,1299996
"INDONESIA",13313,19950613,336460
"VIETNAM",21215,19931113,8047610
"INDIA",1708,19961003,2766497
"INDIA",1708,19961003,2402208
"CHINA",5551,19960126,3331604
"VIETNAM",5551,19960126,3043073
"VIETNAM",1526,19950905,4383641
"INDONESIA",1526,19950905,3427827
"VIETNAM",5110,19931104,1084421
"INDIA",5110,19931104,839399
"INDONESIA",377,19980109,1619640
"VIETNAM",25924,19950316,4301631
"INDONESIA",12202,19940106,1408654
"CHINA",12202,19940106,5822232
"INDONESIA",448,19960528,5504098
"JAPAN",448,19960528,1249296
"INDIA",448,19960528,1050616
"CHINA",448,19960528,1675954
"VIETNAM",27832,19971017,174985
"CHINA",24730,19931127,6389390
"INDONESIA",24730,19931127,365843
"VIETNAM",8050,19980121,3034501
"VIETNAM",16105,19970513,3133471
"INDIA",16105,19970513,1012018
"JAPAN",13816,19940222,3794490
"VIETNAM",13816,19940222,1699277
"VIETNAM",13816,19940222,1893542
"INDONESIA",20782,19940522,2030603
"INDIA",20782,19940522,2120814
"JAPAN",17642,19920502,7879220
"CHINA",14312,19930102,4757888
"INDONESIA",5996,19980526,539070
"JAPAN",14332,19920523,7667019
"CHINA",14281,19960426,4415327
"INDONESIA",27527,19960611,670670
"INDIA",7823,19930919,4985625
"INDIA",11248,19970219,736764
"INDIA",3310,19980710,1461348
"JAPAN",796,19920707,1957543
"INDIA",28015,19950502,837918
"INDIA",3836,19950313,5357691
"CHINA",15196,19980125,4543287
"JAPAN",26356,19940809,1021541
"INDONESIA",26356,19940809,824980
"VIETNAM",23092,19931125,5371588
"CHINA",23092,19931125,5585611
"JAPAN",23092,19931125,4924271
"JAPAN",21196,19960324,920260
"VIETNAM",21196,19960324,1297351
"INDONESIA",28546,19921007,7160720
"VIETNAM",28546,19921007,634737
"CHINA",22420,19961118,6663266
"INDIA",22420,19961118,2578526
"INDIA",5899,19960922,4641354
"INDONESIA",6266,19921122,5206860
"INDIA",6266,19921122,1470009
"CHINA",6266,19921122,3671075
"VIETNAM",2770,19961228,3940780
"INDONESIA",2770,19961228,5218452
"INDONESIA",4840,19970922,7286596
"INDIA",4840,19970922,5965064
"CHINA",1174,19950919,2086267
"INDIA",1174,19950919,2726904
"INDONESIA",14119,19960818,1134100
"INDONESIA",14119,19960818,4575992
"VIETNAM",18535,19980505,2578927
"JAPAN",28685,19961207,2315226
"INDONESIA",3685,19960124,6180273
"INDIA",14423,19950117,1156723
"INDONESIA",23222,19930428,2908639
"VIETNAM",15400,19930503,4407976
"INDONESIA",22723,19931205,3921680
"CHINA",22751,19930109,8258624
"INDONESIA",22751,19930109,2040394
"INDIA",29245,19920105,132490
"INDIA",9197,19961114,6327405
"INDIA",9197,19961114,2405536
"INDIA",8939,19951120,4485358
"VIETNAM",17602,19950529,225944
"VIETNAM",1156,19921212,8252850
"CHINA",25990,19930921,2013943
"VIETNAM",29608,19970301,9346851
"INDIA",2633,19960524,2273597
"INDIA",2633,19960524,1005656
"JAPAN",2633,19960524,3303660
"VIETNAM",28481,19961103,2218833
"JAPAN",4396,19951004,3859423
"INDIA",4396,19951004,7600675
"JAPAN",6679,19940710,2037754
"JAPAN",23585,19950716,4041857
"CHINA",2071,19950210,5900566
"JAPAN",2071,19950210,5944856
"VIETNAM",2725,19950104,5637150
"INDIA",22241,19921103,8018381
"CHINA",18326,19950510,4354739
"CHINA",18326,19950510,1681015
"CHINA",18407,19960812,1440269
"JAPAN",8300,19950214,2458090
"CHINA",21554,19920226,1563275
"CHINA",21382,19960101,4893007
"CHINA",3170,19940703,7491399
"JAPAN",21650,19920818,2637376
"JAPAN",964,19940504,3011688
"VIETNAM",964,19940504,2400140
"CHINA",964,19940504,200030
"INDIA",20969,19961126,94593
"CHINA",12071,19921203,2070991
"JAPAN",6076,19961016,1896976
"INDONESIA",6076,19961016,2246276
"INDIA",27989,19930308,7574675
"VIETNAM",20936,19941113,3921897
"VIETNAM",20936,19941113,6263202
"INDIA",4057,19960111,2391328
"INDONESIA",4057,19960111,3226181
"INDIA",15317,19960217,474403
"VIETNAM",8011,19971021,3169745
"VIETNAM",14968,19940904,5490662
"INDIA",14968,19940904,4758930
"JAPAN",14968,19940904,1782027
"JAPAN",13927,19950223,1318951
"CHINA",301,19950128,1146578
"VIETNAM",301,19950128,2021738
"CHINA",24199,19940125,2562137
"INDONESIA",607,19921020,5967896
"CHINA",607,19921020,3601552
"VIETNAM",8348,19961114,110740
"INDIA",16561,19931004,2312580
"VIETNAM",23098,19950915,4720741
"INDONESIA",17506,19930828,3592304
"CHINA",14711,19940923,4517833
"VIETNAM",14711,19940923,717972
"JAPAN",14723,19970603,5127885
"INDIA",14723,19970603,7436590
"INDIA",3970,19970214,709099
"INDIA",20947,19961017,391810
"INDIA",21158,19960815,8804911
"INDIA",106,19930430,3912261
"VIETNAM",22348,19960814,3365305
"VIETNAM",10930,19970328,4715784
"JAPAN",8431,19941018,789269
"JAPAN",8431,19941018,7683595
"VIETNAM",12766,19970403,3354648
"JAPAN",10297,19930317,1859051
"INDIA",10297,19930317,408102
"INDONESIA",21019,19970205,5242629
"CHINA",13060,19930918,1167552
"INDIA",13060,19930918,1664031
"INDIA",19213,19920627,3428258
"INDONESIA",19213,19920627,643223
"CHINA",12934,19970305,4671886
"CHINA",28543,19971228,1673638
"JAPAN",25603,19921208,8453788
"VIETNAM",25603,19921208,1493255
"INDONESIA",25603,19921208,2072160
"VIETNAM",9079,19970930,4632628
"INDIA",9079,19970930,1244973
"INDIA",10579,19930620,5534500
"CHINA",16844,19960105,3528036
"INDONESIA",23234,19940109,5625134
"VIETNAM",12104,19961218,2100303
"INDIA",29860,19920319,518304
"JAPAN",29860,19920319,4584625
"INDONESIA",13288,19940621,2629489
"VIETNAM",12041,19970726,8238445
"CHINA",7900,19980703,4885883
"VIETNAM",7900,19980703,892303
"INDIA",23414,19971011,1304663
"INDONESIA",6892,19920229,1413803
"INDONESIA",6892,19920229,378166
"INDIA",4720,19921018,543729
"JAPAN",6241,19950130,1471165
"JAPAN",26482,19941025,113101
"JAPAN",26482,19941025,712292
"INDONESIA",26701,19931126,5016775
"JAPAN",5866,19930517,1707038
"INDONESIA",23470,19961118,2371149
"INDIA",23470,19961118,6456744
"INDIA",23470,19961118,3179534
"CHINA",23470,19961118,4644624
"INDIA",16681,19930813,2309235
"INDONESIA",11699,19970406,3797937
"VIETNAM",27296,19940523,988849
"JAPAN",27296,19940523,5986222
"INDONESIA",18121,19940205,1644724
"INDIA",25102,19951018,117684
"INDONESIA",7352,19980507,3379799
"VIETNAM",18137,19950917,2887325
"INDIA",18137,19950917,3370386
"INDONESIA",27508,19950313,4813461
"JAPAN",27508,19950313,3027841
"INDIA",25909,19950220,4804445
"INDIA",25909,19950220,4818185
"JAPAN",15713,19950821,6285546
"JAPAN",15713,19950821,3058347
"CHINA",14641,19940828,1896755
"INDONESIA",19577,19941025,6482720
"INDIA",17974,19931204,4022077
"INDONESIA",17419,19980630,3911558
"JAPAN",25261,19950924,5306437
"JAPAN",25261,19950924,6855443
"INDONESIA",25261,19950924,1267665
"INDIA",11920,19961211,4482742
"VIETNAM",11920,19961211,3294824
"JAPAN",8260,19950528,7448925
"JAPAN",18655,19980618,1649551
"INDONESIA",18655,19980618,2645419
"CHINA",20944,19920306,2867178
"VIETNAM",5674,19960605,4414958
"JAPAN",5674,19960605,3527404
"VIETNAM",18946,19930331,6443020
"JAPAN",18946,19930331,4128161
"JAPAN",4928,19920908,5553066
"JAPAN",4213,19970625,4609532
"INDONESIA",4213,19970625,3414802
"INDONESIA",14984,19941227,2721807
"JAPAN",10489,19950627,3596521
"INDONESIA",85,19920906,5605366
"VIETNAM",3802,19920523,6062293
"INDIA",18811,19940114,2390789
"VIETNAM",19859,19960229,150204
"JAPAN",1357,19930811,8006402
"JAPAN",1357,19930811,948399
"JAPAN",5494,19920618,1520090
"CHINA",5494,19920618,4007465
"INDIA",952,19950801,4698585
"INDONESIA",2096,19930924,3638104
"JAPAN",14791,19921025,3560364
"VIETNAM",18310,19970905,8243449
"INDONESIA",18310,19970905,1431122
"JAPAN",20167,19930821,727892
"VIETNAM",20167,19930821,6219122
"VIETNAM",25927,19950307,7317566
"INDIA",257,19960817,3080146
"INDONESIA",14879,19960707,4610874
"INDONESIA",14879,19960707,5747909
"INDONESIA",15979,19940925,250109
"CHINA",18077,19940511,508364
"INDONESIA",332,19971223,6961136
"VIETNAM",26590,19920126,7136020
"INDONESIA",2645,19931102,1113987
"INDONESIA",26885,19920813,5557596
"CHINA",11431,19970709,2308674
"INDONESIA",9907,19980117,5822578
"VIETNAM",16648,19951211,4139387
"CHINA",16648,19951211,8950050
"INDIA",29702,19950803,5751492
"INDONESIA",8033,19950617,5176337
"VIETNAM",20021,19980101,3374334
"JAPAN",23749,19960416,4261083
"VIETNAM",23749,19960416,122068
"CHINA",10837,19970721,1893934
"VIETNAM",10078,19970323,1398537
"JAPAN",10078,19970323,5998720
"VIETNAM",17083,19920313,4171807
"CHINA",17083,19920313,7767048
"INDONESIA",13066,19961027,2172791
"JAPAN",13066,19961027,6369468
"CHINA",1636,19980503,2542849
"VIETNAM",16333,19940220,5197953
"VIETNAM",16333,19940220,3666604
"INDONESIA",16333,19940220,9018750
"JAPAN",17413,19930901,4606144
"VIETNAM",1502,19950220,4072000
"CHINA",901,19950405,4563345
"CHINA",901,19950405,4409520
"INDIA",12491,19970103,5454703
"INDIA",12491,19970103,3472972
"JAPAN",23818,19940420,1258472
"INDIA",27812,19960225,2727450
"CHINA",27812,19960225,1906884
"INDIA",29072,19971102,2996595
"VIETNAM",29072,19971102,3185669
"JAPAN",29072,19971102,4873118
"VIETNAM",11917,19920304,3789633
"CHINA",11917,19920304,577953
"CHINA",9319,19950601,3797700
"VIETNAM",9319,19950601,4311985
"INDONESIA",14947,19931105,4076298
"JAPAN",10910,19930103,4793646
"JAPAN",18626,19971121,3546780
"INDIA",18802,19940422,7184099
"INDIA",26635,19950711,3710248
"CHINA",25087,19930108,5455636
"VIETNAM",16855,19950528,791566
"INDIA",18031,19951009,3476592
"INDONESIA",12682,19940207,4611408
"VIETNAM",21248,19970308,2786998
"VIETNAM",1069,19980217,4092530
"CHINA",1069,19980217,3403445
"INDIA",16394,19950710,2532800
"INDONESIA",16394,19950710,839879
"INDIA",7315,19980605,2155865
"CHINA",17191,19980402,3267288
"INDIA",17191,19980402,3442291
"JAPAN",17191,19980402,2118824
"JAPAN",29110,19920824,969608
"INDIA",29110,19920824,2899067
"CHINA",2479,19950919,7238050
"JAPAN",12235,19970111,2491668
"VIETNAM",29272,19940123,6407251
"INDIA",7192,19960524,2254986
"JAPAN",24626,19970105,2082148
"JAPAN",11630,19920703,777709
"CHINA",11630,19920703,853998
"CHINA",4285,19930512,1650119
"INDIA",4285,19930512,4600036
"INDONESIA",7430,19950922,709149
"CHINA",7430,19950922,1756761
"CHINA",1642,19971117,3584258
"VIETNAM",1642,19971117,2185380
"INDONESIA",1642,19971117,402190
"INDIA",28240,19980102,5631552
"VIETNAM",27932,19920115,4064151
"INDIA",6716,19970821,1758772
"VIETNAM",6716,19970821,1477832
"INDONESIA",5795,19921227,4405848
"JAPAN",11782,19920824,2447114
"INDONESIA",11782,19920824,8849168
"CHINA",18031,19930712,6185030
"INDONESIA",15109,19941025,2162250
"CHINA",15109,19941025,391473
"JAPAN",14417,19941006,5006017
"INDIA",14417,19941006,2442312
"INDIA",19675,19931128,565824
"INDIA",19675,19931128,371906
"INDONESIA",18565,19921125,573001
"VIETNAM",18565,19921125,929049
"INDONESIA",21016,19931030,3449555
"JAPAN",21016,19931030,2008177
"JAPAN",21016,19931030,5549634
"JAPAN",1243,19950708,2244677
"INDONESIA",26758,19940813,1320214
"INDONESIA",26365,19970730,7803318
"INDIA",24647,19940905,3352616
"CHINA",11171,19941007,5552286
"INDIA",11171,19941007,1170695
"CHINA",21787,19931207,7567700
"CHINA",6749,19930731,1226974
"INDONESIA",20320,19961019,7506403
"CHINA",20320,19961019,636444
"CHINA",20320,19961019,8333348
"JAPAN",4355,19951016,3456332
"VIETNAM",4355,19951016,3718267
"VIETNAM",3821,19940117,494434
"INDIA",9580,19950403,6410067
"VIETNAM",9580,19950403,690773
"VIETNAM",7345,19920525,1196897
"JAPAN",5375,19940831,2468420
"INDIA",5375,19940831,6626545
"JAPAN",22291,19970128,592380
"CHINA",2357,19980624,228649
"VIETNAM",2357,19980624,3813829
"CHINA",2357,19980624,4867398
"CHINA",11831,19960520,3602818
"CHINA",1882,19960223,4075968
"INDONESIA",24832,19961207,6244424
"VIETNAM",24617,19930224,7292874
"INDONESIA",2209,19940428,5578790
"CHINA",2209,19940428,3518477
"VIETNAM",2209,19940428,1204733
"CHINA",13870,19960803,6193488
"INDONESIA",13870,19960803,720453
"VIETNAM",19588,19960603,1133020
"JAPAN",376,19941223,2394938
"JAPAN",376,19941223,7442080
"INDONESIA",376,19941223,1972645
"INDONESIA",11545,19941216,2237520
"JAPAN",11545,19941216,518068
"INDIA",24665,19930805,677993
"VIETNAM",28283,19930622,6479066
"INDONESIA",21514,19970215,651531
"INDONESIA",21514,19970215,3413523
"CHINA",21514,19970215,262152
"VIETNAM",6452,19940504,6032401
"CHINA",6452,19940504,270238
"VIETNAM",17209,19970404,1812750
"JAPAN",994,19931218,4656955
"JAPAN",5650,19950817,2098476
"INDONESIA",6529,19940214,7976364
"INDIA",1486,19970402,7143803
"INDIA",1486,19970402,2869660
"CHINA",5753,19921025,7104364
"VIETNAM",5753,19921025,2612064
"CHINA",14786,19960723,2147893
"CHINA",3254,19930830,4232808
"CHINA",3254,19930830,600036
"CHINA",3254,19930830,307356
"JAPAN",478,19980606,1084532
"INDIA",478,19980606,6889400
"CHINA",478,19980606,876951
"JAPAN",478,19980606,449205
"CHINA",28045,19961017,3666684
"INDONESIA",16390,19971202,1454014
"CHINA",16390,19971202,859044
"INDIA",17512,19980226,1021178
"INDIA",18472,19970609,2690592
"INDONESIA",24182,19980706,7552870
"VIETNAM",6469,19941107,781356
"JAPAN",26338,19941118,841956
"JAPAN",26338,19941118,6500924
"INDONESIA",23257,19930425,1131264
"INDIA",23257,19930425,5485728
"INDONESIA",21227,19970725,889188
"INDIA",21227,19970725,4247449
"INDIA",21227,19970725,1740743
"CHINA",22810,19960423,945252
"JAPAN",22810,19960423,4042084
"INDONESIA",21052,19940104,4359247
"INDIA",21052,19940104,446127
"JAPAN",15806,19980713,6171356
"JAPAN",15806,19980713,6966993
"VIETNAM",277,19940220,6390007
"CHINA",277,19940220,4775436
"INDIA",277,19940220,1066988
"VIETNAM",2158,19950915,7298844
"VIETNAM",29023,19971110,2146417
"JAPAN",385,19920422,8265784
"JAPAN",385,19920422,1326381
"VIETNAM",15619,19921005,2986993
"INDONESIA",21764,19941125,707119
"CHINA",21764,19941125,1739938
"VIETNAM",21764,19941125,2103095
"JAPAN",29762,19920427,3689306
"INDONESIA",29762,19920427,2529416
"INDONESIA",10000,19950107,6705810
"CHINA",17995,19920713,1375597
"JAPAN",28798,19971113,920534
"INDIA",28798,19971113,1882960
"INDIA",28798,19971113,6056694
"CHINA",4102,19920930,2765794
