"d_year","s_nation","lo_custkey","lo_revenue"
1995,"INDONESIA",10837,293873
1992,"CHINA",2470,643164
1992,"VIETNAM",26503,2893290
1992,"INDIA",13639,4729914
1992,"VIETNAM",13639,429503
1994,"INDONESIA",2212,8130082
1994,"CHINA",2212,2869251
1995,"JAPAN",12187,7519295
1995,"CHINA",12187,5403220
1995,"INDONESIA",12187,4896564
1997,"INDIA",3512,4739289
1997,"INDIA",3512,2627543
1995,"CHINA",29395,5147170
1992,"VIETNAM",10285,3914177
1992,"JAPAN",28550,3355401
1997,"INDIA",15778,129196
1997,"JAPAN",15778,2947439
1996,"JAPAN",21181,3061632
1997,"JAPAN",5177,2537402
1997,"VIETNAM",10076,6043212
1997,"CHINA",10076,7156669
1995,"CHINA",17458,189135
1993,"INDIA",25178,4762368
1993,"VIETNAM",25178,1656990
1993,"CHINA",25178,7269052
1993,"INDONESIA",25178,1114377
1997,"JAPAN",12502,3238483
1997,"CHINA",12502,6698205
1993,"INDONESIA",21623,2322001
1995,"INDIA",16450,4759241
1995,"VIETNAM",16450,3742427
1995,"CHINA",16450,5902852
1996,"INDIA",15103,5694992
1994,"INDIA",19690,4767892
1997,"CHINA",13858,4674750
1997,"JAPAN",24260,6078645
1992,"INDONESIA",21364,7435638
1996,"INDONESIA",24073,3059266
1993,"INDONESIA",106,6036199
1997,"JAPAN",3326,1325310
1997,"INDIA",3326,1394203
1997,"INDIA",25321,1799818
1992,"VIETNAM",6079,6972966
1993,"VIETNAM",17683,2409120
1995,"JAPAN",5323,3079248
1995,"INDIA",5323,4186779
1994,"JAPAN",18865,3154438
1994,"INDIA",18865,8271958
1993,"INDIA",26278,2389743
1993,"INDIA",26278,6713720
1993,"JAPAN",26278,3680623
1996,"CHINA",13120,1155955
1996,"INDONESIA",13120,4216266
1997,"INDIA",18476,3188064
1997,"CHINA",18476,2923958
1992,"CHINA",15313,3321414
1997,"VIETNAM",27436,4682012
1997,"CHINA",27436,3245985
1995,"CHINA",14896,296222
1995,"INDONESIA",14896,7761728
1996,"CHINA",29218,5606555
1992,"JAPAN",20975,967997
1995,"JAPAN",20260,3490807
1994,"JAPAN",19436,4703429
1997,"JAPAN",12590,5584367
1994,"INDIA",6547,5744323
1996,"JAPAN",18176,765140
1996,"JAPAN",12185,4206009
1996,"JAPAN",12185,184518
1994,"VIETNAM",6194,9240390
1995,"CHINA",1555,3893775
1995,"VIETNAM",1555,7339474
1995,"CHINA",1555,6833548
1994,"JAPAN",10441,4161314
1996,"CHINA",29473,4829623
1996,"INDONESIA",29473,7359794
1997,"INDONESIA",10612,5069709
1997,"INDONESIA",10612,3648232
1996,"INDIA",7205,7313211
1994,"CHINA",3901,3456016
1992,"VIETNAM",24286,5373008
1992,"INDIA",24286,1595160
1993,"JAPAN",12310,2489318
1995,"CHINA",12656,905782
1996,"JAPAN",3304,7392217
1996,"JAPAN",26999,4928696
1996,"CHINA",13271,4763358
1997,"INDONESIA",2600,5257600
1997,"INDONESIA",2600,3031444
1997,"INDIA",25702,2221200
1995,"VIETNAM",29438,6153616
1995,"INDONESIA",29438,5677204
1995,"CHINA",26344,2550055
1997,"JAPAN",27734,1647475
1997,"INDIA",3028,2075576
1997,"VIETNAM",3028,5069580
1992,"CHINA",8950,275287
1992,"JAPAN",8950,6580116
1992,"INDONESIA",8950,161769
1993,"INDONESIA",24725,2778233
1993,"VIETNAM",24725,5458053
1993,"INDIA",24725,3608251
1993,"CHINA",24725,2689394
1997,"INDIA",18076,501764
1993,"CHINA",5570,2208600
1992,"INDONESIA",20200,3505986
1995,"JAPAN",7813,8321836
1996,"INDIA",27829,6002910
1995,"INDONESIA",21793,5402077
1995,"INDONESIA",3637,4466279
1996,"INDONESIA",7229,3835996
1992,"VIETNAM",21107,4310924
1997,"INDONESIA",1529,350791
1997,"JAPAN",1529,1027264
1993,"CHINA",14395,3380963
1993,"JAPAN",11423,2413432
1996,"JAPAN",2795,1411732
1996,"INDONESIA",2795,1798041
1996,"INDONESIA",2795,3951439
1994,"JAPAN",17821,2525272
1994,"CHINA",17821,3215526
1997,"INDIA",22849,2254388
1996,"JAPAN",29704,1059774
1996,"INDONESIA",26578,1997339
1993,"JAPAN",25145,1760904
1992,"JAPAN",21877,1892141
1992,"JAPAN",5500,2944714
1992,"CHINA",5500,2345258
1993,"CHINA",14237,2188084
1992,"INDONESIA",22123,2831563
1992,"VIETNAM",21059,2459813
1997,"INDONESIA",5251,1562593
1994,"CHINA",20558,2983491
1994,"INDIA",3077,5856331
1994,"INDIA",13057,5805786
1995,"INDIA",8536,5551600
1995,"CHINA",8536,2357148
1995,"INDIA",8536,4524185
1995,"INDIA",27118,6850846
1995,"JAPAN",27118,5146593
1995,"INDIA",27118,5018290
1995,"INDIA",27118,480649
1997,"INDONESIA",13768,4167257
1996,"INDONESIA",8647,5119105
1995,"INDONESIA",24640,1020936
1995,"CHINA",13388,4814937
1995,"CHINA",13388,5757075
1993,"CHINA",14428,555667
1996,"INDIA",11252,1797289
1992,"INDONESIA",17269,5020396
1992,"JAPAN",17269,6707727
1994,"INDIA",27529,2816829
1994,"INDIA",27529,1232827
1994,"JAPAN",27529,179953
1997,"INDIA",21625,2109691
1993,"INDIA",26299,6752706
1993,"INDONESIA",26299,4054941
1995,"INDIA",224,6560578
1995,"INDIA",224,4016881
1994,"INDIA",2636,1170417
1993,"CHINA",14986,7810615
1996,"INDIA",11747,588739
1994,"INDIA",12881,8686279
1996,"CHINA",5885,1695124
1994,"JAPAN",29414,1075284
1994,"INDIA",29414,2304072
1997,"INDONESIA",26102,3252127
1992,"CHINA",27973,1132033
1993,"JAPAN",12491,3440289
1993,"JAPAN",12491,2320900
1995,"INDONESIA",25763,5452118
1994,"JAPAN",25789,6450137
1997,"JAPAN",14224,2450924
1995,"CHINA",20041,531581
1996,"JAPAN",21145,1086553
1996,"INDONESIA",21145,6605803
1994,"INDONESIA",7666,4084200
1997,"INDONESIA",20351,2649677
1992,"VIETNAM",29566,5877361
1996,"CHINA",12568,1204738
1996,"JAPAN",12568,2123741
1996,"CHINA",12568,5354830
1996,"JAPAN",28343,319406
1997,"VIETNAM",10240,7107640
1992,"VIETNAM",24203,3208075
1992,"JAPAN",24203,427269
1992,"CHINA",24203,3157852
1995,"CHINA",8821,4636164
1992,"INDIA",18607,1648147
1992,"INDIA",18607,4957545
1992,"CHINA",18607,4809639
1995,"INDIA",6601,240391
1992,"INDONESIA",25366,3859079
1997,"INDONESIA",14269,827044
1997,"JAPAN",14269,3825535
1997,"INDIA",14269,2587629
1997,"VIETNAM",14269,3967188
1993,"CHINA",6577,4202677
1994,"INDONESIA",5182,1339194
1994,"VIETNAM",5182,2019324
1992,"VIETNAM",24574,3968328
1992,"INDIA",24574,1197092
1996,"JAPAN",3145,1439251
1997,"INDIA",17159,3796965
1992,"INDONESIA",18910,5074423
1996,"INDONESIA",20237,2565383
1995,"INDIA",10298,2132883
1994,"CHINA",10301,2965872
1996,"JAPAN",17987,202944
1996,"INDIA",17987,4620691
1992,"INDONESIA",18994,2110298
1992,"VIETNAM",18994,4209915
1997,"VIETNAM",4630,3335182
1997,"INDIA",4630,2599495
1997,"VIETNAM",4630,3427056
1995,"INDONESIA",22366,4144971
1995,"CHINA",11926,4185471
1994,"CHINA",20114,3441669
1995,"JAPAN",21202,4363359
1997,"JAPAN",6469,5073047
1993,"JAPAN",25526,128230
1993,"INDONESIA",25526,3095375
1992,"INDIA",6515,6259352
1996,"INDIA",8047,6705405
1995,"CHINA",7114,6656031
1995,"VIETNAM",7114,2452679
1997,"INDIA",11791,1865912
1997,"CHINA",19796,334120
1997,"VIETNAM",19796,7305811
1997,"INDIA",19796,1561214
1996,"VIETNAM",9328,6528020
1994,"VIETNAM",12851,3195728
1993,"CHINA",4078,1069229
1993,"VIETNAM",4078,5092422
1993,"INDONESIA",4309,116962
1993,"INDIA",4309,6268951
1992,"JAPAN",6611,2912174
1995,"CHINA",3880,3540245
1997,"JAPAN",28183,287565
1997,"VIETNAM",28183,7000677
1992,"CHINA",8497,5741607
1992,"JAPAN",20630,5070834
1997,"JAPAN",16915,2561813
1994,"INDONESIA",2944,254545
1994,"CHINA",26770,1213978
1993,"VIETNAM",23548,4752457
1992,"INDONESIA",27293,4690010
1996,"INDONESIA",3157,1107814
1997,"INDIA",7786,1893023
1997,"INDIA",7786,476327
1992,"INDIA",15112,3175787
1993,"JAPAN",505,4516398
1993,"INDIA",505,216613
1995,"VIETNAM",6490,2457378
1995,"INDONESIA",6490,2861018
1993,"INDONESIA",3044,6260448
1993,"CHINA",3044,2542780
1995,"JAPAN",28319,2444694
1995,"CHINA",28319,501690
1995,"CHINA",28319,4743694
1992,"CHINA",23506,1709393
1992,"CHINA",8668,2711249
1992,"CHINA",8668,5057033
1992,"INDIA",29582,4757675
1992,"JAPAN",29582,3368997
1993,"INDONESIA",16421,4484999
1993,"INDONESIA",16421,4499785
1993,"CHINA",13330,3360298
1994,"INDIA",9940,2213473
1994,"INDONESIA",9940,7992430
1994,"INDONESIA",9940,2934950
1993,"CHINA",25868,2381289
1993,"INDONESIA",25868,2409552
1993,"INDIA",19228,6147104
1993,"VIETNAM",19228,2800453
1993,"VIETNAM",19228,3207474
1992,"INDIA",1402,3700782
1994,"INDONESIA",1534,5824309
1995,"CHINA",20579,5351993
1995,"JAPAN",29716,5106184
1992,"INDONESIA",9190,953370
1995,"CHINA",15611,3904558
1995,"INDIA",24938,3747539
1992,"VIETNAM",16462,4551705
1994,"JAPAN",13348,4617931
1994,"CHINA",13348,1245860
1992,"INDIA",26404,1219345
1997,"JAPAN",6553,1545140
1996,"INDONESIA",25069,6995729
1993,"INDIA",29414,4653000
1995,"VIETNAM",11254,4094204
1995,"CHINA",11254,2767809
1993,"JAPAN",20017,6215299
1993,"INDIA",20017,541994
1993,"VIETNAM",15994,2133666
1993,"CHINA",15994,5507423
1993,"INDIA",15994,5789367
1996,"INDIA",5923,1782460
1994,"VIETNAM",2086,785546
1994,"JAPAN",17623,1345960
1996,"JAPAN",9490,661553
1996,"CHINA",9490,7220958
1995,"INDONESIA",7753,5148901
1996,"JAPAN",4309,5392528
1995,"JAPAN",3124,6961630
1996,"VIETNAM",130,6473241
1992,"CHINA",14530,3441973
1996,"VIETNAM",20108,5429300
1996,"JAPAN",20108,3847348
1995,"INDONESIA",21487,4248702
1994,"INDIA",26248,5314622
1996,"JAPAN",6997,5013396
1992,"VIETNAM",548,527691
1997,"VIETNAM",25190,7450660
1996,"CHINA",28447,7070162
1996,"CHINA",28447,9029388
1996,"CHINA",28447,586144
1995,"JAPAN",8878,289001
1995,"VIETNAM",3865,4109461
1995,"INDIA",3865,200052
1996,"INDIA",25106,3067215
1995,"INDIA",19742,5581394
1995,"INDIA",19742,4114169
1992,"INDIA",1132,453926
1996,"CHINA",5620,3765358
1996,"INDONESIA",5620,2983993
1997,"INDONESIA",20794,4724454
1995,"INDONESIA",15341,2976471
1995,"INDONESIA",1465,8296270
1995,"INDONESIA",1465,4513231
1995,"JAPAN",29320,2445120
1996,"VIETNAM",14768,2195148
1996,"JAPAN",14768,2095077
1995,"INDONESIA",7831,3904711
1993,"JAPAN",27584,1415993
1993,"INDONESIA",13264,6006253
1992,"CHINA",11065,2984231
1994,"CHINA",23393,1337602
1995,"INDIA",9209,2608214
1993,"JAPAN",16,5358862
1994,"VIETNAM",6136,1017301
1995,"INDONESIA",25997,3376684
1995,"INDONESIA",25997,472090
1993,"VIETNAM",12659,7240914
1993,"VIETNAM",12659,6704926
1994,"INDIA",18529,8283131
1995,"JAPAN",4514,124219
1995,"JAPAN",4514,1307004
1995,"INDIA",4514,1862751
1993,"INDIA",17054,485027
1993,"JAPAN",5158,1610595
1993,"JAPAN",5158,3064279
1993,"JAPAN",6295,4368497
1993,"CHINA",6295,5547738
1993,"CHINA",6295,5750887
1996,"INDIA",11539,4832464
1995,"INDONESIA",28282,3251650
1996,"INDONESIA",15340,5777946
1996,"JAPAN",15340,2517555
1996,"JAPAN",15340,2512792
1997,"INDIA",7978,1114664
1997,"INDONESIA",7978,4970128
1992,"INDIA",20215,4821943
1997,"CHINA",8792,2358898
1997,"JAPAN",20113,3081205
1997,"INDONESIA",20113,1987292
1995,"JAPAN",481,1717959
1992,"INDONESIA",28513,798570
1996,"JAPAN",8080,749722
1997,"INDIA",19603,1308951
1992,"INDIA",14681,5587900
1992,"CHINA",15190,3067325
1995,"JAPAN",10646,2787238
1995,"INDONESIA",10646,248549
1997,"INDIA",3592,2539064
1994,"CHINA",2905,844927
1994,"JAPAN",23795,7330528
1994,"INDIA",23795,4495169
1994,"JAPAN",23795,5485643
1994,"JAPAN",23795,3649701
1997,"INDIA",12275,5857685
1997,"INDONESIA",20162,3460659
1997,"VIETNAM",7453,2366219
1997,"VIETNAM",7453,5771934
1994,"INDONESIA",1250,2697269
1995,"JAPAN",28756,4167126
1995,"JAPAN",28756,6151374
1995,"JAPAN",28756,6104949
1997,"INDONESIA",9883,1578838
1996,"INDONESIA",3938,3146626
1996,"INDIA",3938,6428178
1996,"INDIA",17387,5620536
1997,"JAPAN",14305,4726897
1996,"CHINA",17563,4790787
1996,"INDIA",17563,660854
1996,"INDONESIA",17563,4723008
1995,"INDONESIA",10753,4877140
1994,"JAPAN",28216,164897
1992,"JAPAN",29314,6808135
1995,"VIETNAM",14401,1811677
1996,"INDIA",23503,5922963
1992,"INDONESIA",1792,3359672
1992,"INDONESIA",4180,580669
1992,"CHINA",4180,1927502
1997,"CHINA",24215,2279316
1994,"VIETNAM",19837,4751936
1994,"JAPAN",19837,2516367
1995,"JAPAN",21416,3556727
1994,"INDONESIA",28570,1255662
1997,"CHINA",22879,2840174
1997,"VIETNAM",22879,3004208
1994,"JAPAN",24340,3689733
1995,"JAPAN",2050,7037558
1995,"INDIA",13075,3537567
1995,"CHINA",13075,4641621
1997,"JAPAN",14360,5695444
1996,"JAPAN",14572,1843175
1996,"INDIA",14572,562171
1992,"INDONESIA",14941,5678260
1994,"JAPAN",26042,580269
1992,"CHINA",13162,3187983
1992,"INDONESIA",13162,4765619
1992,"INDIA",13162,3133705
1993,"INDIA",29725,278684
1992,"CHINA",17665,8613465
1992,"INDIA",17665,832222
1992,"JAPAN",17665,1041311
1993,"VIETNAM",14680,2227014
1993,"INDONESIA",14680,7133890
1996,"JAPAN",7777,6467800
1994,"INDONESIA",28021,4164217
1994,"INDIA",28021,4374292
1992,"INDIA",3983,6977671
1992,"CHINA",3983,1002711
1992,"INDONESIA",3983,3777640
1992,"CHINA",20680,5774418
1997,"JAPAN",22441,2614137
1996,"CHINA",7222,6479528
1996,"JAPAN",7222,6344236
1996,"INDONESIA",7222,5604151
1997,"VIETNAM",8524,4165217
1997,"JAPAN",8524,977474
1996,"INDONESIA",373,6009111
1996,"VIETNAM",373,152198
1992,"CHINA",23581,1881145
1994,"JAPAN",17710,1523593
1994,"JAPAN",17710,6046991
1994,"INDIA",20716,2895799
1993,"CHINA",9511,2642752
1997,"JAPAN",1049,9527569
1994,"CHINA",5407,7325252
1994,"INDONESIA",5407,8726764
1994,"INDIA",5407,8815563
1993,"INDIA",27935,8251706
1994,"INDIA",3317,113320
1994,"JAPAN",26105,1788652
1992,"CHINA",17326,1593566
1995,"INDIA",3889,2515316
1993,"CHINA",22039,5629476
1997,"CHINA",15781,7301340
1993,"VIETNAM",14218,2955575
1993,"INDONESIA",14218,6870834
1992,"VIETNAM",7757,1172958
1995,"INDONESIA",14606,1089227
1994,"INDIA",8566,4958399
1993,"CHINA",11632,2725272
1996,"CHINA",11783,1182942
1993,"CHINA",2530,4766929
1996,"INDONESIA",12569,5636268
1994,"JAPAN",18164,4356768
1993,"JAPAN",26978,3784225
1996,"INDONESIA",21067,4537382
1996,"CHINA",16496,1636171
1995,"JAPAN",16309,8822020
1995,"CHINA",16309,1669118
1995,"VIETNAM",16309,7214653
1993,"INDIA",27454,3520138
1993,"INDIA",27454,439028
1993,"JAPAN",27454,5398572
1997,"CHINA",3916,2994908
1997,"INDONESIA",3916,5814826
1992,"CHINA",7009,4232042
1995,"CHINA",18235,3874600
1995,"VIETNAM",18235,7005602
1995,"INDONESIA",18235,719444
1992,"JAPAN",17389,7875430
1996,"INDIA",6172,6975267
1994,"JAPAN",7459,5984595
1994,"JAPAN",7459,4034158
1996,"INDIA",23413,1443552
1992,"INDIA",854,4631367
1997,"VIETNAM",11365,4840602
1997,"INDONESIA",11365,3687065
1996,"INDONESIA",2044,642251
1997,"VIETNAM",23029,601335
1997,"VIETNAM",9103,5048544
1993,"VIETNAM",25460,6609069
1996,"INDIA",404,7745524
1996,"INDIA",6322,312760
1994,"JAPAN",17714,1030104
1994,"VIETNAM",17714,1540972
1992,"JAPAN",25357,2542684
1992,"JAPAN",25357,1352583
1993,"INDIA",15074,6501545
1993,"CHINA",15074,6565536
1993,"INDIA",15074,1674138
1994,"CHINA",8039,7514895
1996,"CHINA",25444,676545
1996,"INDIA",25444,1410746
1997,"VIETNAM",3373,1459074
1992,"INDONESIA",17749,1431612
1996,"INDIA",19490,7092145
1995,"VIETNAM",19918,4355202
1995,"VIETNAM",19918,8144599
1994,"JAPAN",23236,4826814
1994,"VIETNAM",21055,2619737
1993,"INDONESIA",29258,1099162
1995,"INDONESIA",26299,896511
1995,"JAPAN",26299,7704103
1995,"INDONESIA",26299,5205816
1993,"VIETNAM",11593,2408117
1993,"JAPAN",11593,4772454
1993,"INDONESIA",12613,5513113
1994,"JAPAN",12713,2527296
1994,"CHINA",12713,5669327
1996,"INDIA",586,724142
1995,"INDONESIA",2602,8414370
1993,"CHINA",12370,2180431
1992,"JAPAN",26222,5660534
1996,"INDIA",16774,2783007
1993,"JAPAN",26095,4406588
1996,"JAPAN",10964,5337761
1996,"CHINA",2851,6195263
1994,"JAPAN",16864,4258718
1992,"VIETNAM",6023,7937559
1995,"INDIA",28193,3596666
1994,"INDONESIA",3229,7677797
1997,"INDIA",13309,1679652
1997,"INDONESIA",13309,785449
1994,"CHINA",20041,4001278
1992,"JAPAN",22702,5225332
1992,"INDONESIA",22702,5217079
1996,"CHINA",16934,463538
1995,"VIETNAM",27563,3293996
1997,"JAPAN",20716,4530760
1997,"INDIA",20716,2953084
1993,"JAPAN",4126,3022565
1992,"CHINA",28804,150952
1992,"JAPAN",28804,4183298
1993,"VIETNAM",27907,4065268
1994,"INDIA",3211,1959109
1994,"JAPAN",3211,4201186
1994,"VIETNAM",3211,3463515
1995,"INDONESIA",2125,6126378
1996,"CHINA",12289,1979290
1996,"VIETNAM",12289,3812325
1994,"INDIA",26833,7923928
1992,"INDONESIA",12922,1700224
1992,"INDONESIA",12922,161688
1997,"INDONESIA",7486,2584155
1996,"JAPAN",20467,2231953
1996,"CHINA",20467,6427712
1996,"INDIA",6982,3759127
1996,"CHINA",6982,306908
1993,"INDIA",1990,7736191
1997,"INDIA",15832,6867175
1992,"JAPAN",28159,1627194
1997,"INDONESIA",23837,6468269
1994,"CHINA",23846,648316
1994,"INDONESIA",23846,789755
1994,"INDONESIA",23846,4140063
1995,"JAPAN",24698,4405131
1995,"INDIA",24698,2364435
1996,"VIETNAM",25078,2448955
1996,"INDONESIA",25078,3517495
1997,"JAPAN",7573,1767570
1997,"JAPAN",7573,850395
1994,"JAPAN",16159,3832026
1997,"JAPAN",21632,1290132
1992,"JAPAN",1852,1070244
1995,"VIETNAM",14512,1112365
1993,"INDIA",29158,1506539
1993,"INDIA",15925,1379671
1997,"JAPAN",21016,3444149
1992,"VIETNAM",10172,2422650
1992,"VIETNAM",10172,2344944
1996,"INDIA",23809,781592
1996,"INDIA",23809,4961157
1994,"INDIA",24823,1647819
1994,"INDONESIA",24823,3257500
1994,"INDIA",24823,2338467
1992,"INDIA",11269,6082767
1993,"JAPAN",5138,2626459
1993,"JAPAN",5138,313848
1993,"INDIA",8176,759192
1994,"JAPAN",7651,2789743
1992,"JAPAN",12766,2758357
1992,"CHINA",12766,504960
1997,"JAPAN",26294,8539510
1996,"INDONESIA",13753,1792883
1996,"INDIA",13753,2173023
1997,"VIETNAM",26639,5790870
1993,"JAPAN",18724,6125637
1994,"INDIA",3493,5574729
1993,"JAPAN",6994,1017694
1993,"CHINA",5648,3845497
1997,"INDIA",22598,3158950
1994,"VIETNAM",676,4522375
1994,"JAPAN",676,2181880
1994,"VIETNAM",8140,6858471
1992,"CHINA",29066,5513431
1992,"CHINA",29066,461828
1994,"VIETNAM",11866,3781301
1994,"CHINA",11866,8164323
1994,"INDONESIA",11866,1379980
1995,"INDIA",21358,4697165
1993,"INDONESIA",25804,3408005
1997,"CHINA",16705,3502548
1994,"INDONESIA",22955,323840
1994,"CHINA",22955,283255
1994,"VIETNAM",22955,4419765
1993,"JAPAN",1066,1072352
1993,"INDONESIA",1066,4818987
1996,"INDONESIA",27610,3233983
1992,"CHINA",4306,1922914
1995,"JAPAN",25474,5011161
1996,"VIETNAM",15251,2719789
1996,"CHINA",15251,6659280
1996,"JAPAN",15251,7185108
1992,"CHINA",23581,7629485
1992,"CHINA",9355,6122532
1996,"CHINA",310,3977690
1992,"INDIA",8962,2047489
1997,"VIETNAM",21325,3685311
1997,"INDONESIA",17891,125131
1995,"INDIA",22012,108126
1995,"INDIA",23564,1304487
1992,"INDIA",15910,6164032
1992,"INDONESIA",15910,919498
1996,"VIETNAM",6194,7612057
1996,"VIETNAM",6194,6387354
1997,"INDONESIA",20485,4918700
1993,"JAPAN",9518,5597342
1995,"INDONESIA",7693,4716225
1996,"INDONESIA",24773,4265697
1995,"CHINA",12584,1458856
1995,"INDIA",12584,2488239
1993,"VIETNAM",28222,6270075
1995,"VIETNAM",4748,5959709
1992,"INDONESIA",21838,3836064
1996,"INDIA",7217,1992878
1995,"INDIA",26962,3165049
1995,"VIETNAM",6461,6405698
1995,"CHINA",6461,4253329
1992,"VIETNAM",7219,6358720
1997,"CHINA",13897,2922629
1997,"JAPAN",13897,2261494
1997,"INDIA",13897,2285807
1992,"CHINA",28765,987492
1992,"CHINA",28765,695586
1997,"VIETNAM",7366,3241835
1997,"CHINA",7366,4274292
1994,"CHINA",17854,1355969
1994,"CHINA",17854,2690100
1997,"VIETNAM",29197,5381951
1995,"INDONESIA",17818,1715697
1997,"VIETNAM",11353,222324
1992,"VIETNAM",28774,8203936
1992,"INDONESIA",28774,3023909
1994,"INDONESIA",24682,3220839
1997,"VIETNAM",19774,4031676
1997,"INDIA",19774,1934364
1997,"CHINA",5134,596717
1992,"INDIA",11992,4383938
1993,"INDONESIA",22498,3787482
1993,"INDIA",22498,6270302
1992,"INDIA",18971,5771464
1992,"INDIA",18971,2841093
1992,"INDIA",18971,5061179
1992,"JAPAN",14912,6316576
1993,"INDIA",23459,1346346
1993,"INDONESIA",23459,600168
1992,"CHINA",25250,3669939
1992,"CHINA",25250,4630276
1992,"JAPAN",25250,3165478
1997,"JAPAN",13507,4702117
1997,"INDIA",13507,4276559
1997,"INDONESIA",13507,6072699
1992,"CHINA",11539,2443990
1997,"INDIA",21700,3106081
1994,"VIETNAM",15793,4408296
1994,"INDONESIA",15793,202020
1995,"JAPAN",21277,1908613
1995,"VIETNAM",21277,618072
1997,"INDIA",24787,602888
1997,"CHINA",24787,91087
1993,"VIETNAM",29668,2356298
1996,"INDIA",29723,2782164
1996,"JAPAN",29723,7768999
1996,"INDIA",29723,4693045
1996,"VIETNAM",9299,918239
1994,"CHINA",17899,1379085
1995,"CHINA",15754,8170288
1995,"VIETNAM",15754,139424
1995,"INDONESIA",15754,5209811
1995,"JAPAN",788,2355437
1996,"CHINA",24265,2111702
1995,"CHINA",21631,5250492
1992,"INDONESIA",20824,4067688
1994,"VIETNAM",6388,3643832
1993,"INDONESIA",8602,168537
1993,"JAPAN",8602,2417080
1993,"CHINA",265,5266330
1993,"VIETNAM",265,1468655
1994,"JAPAN",22583,3814474
1996,"VIETNAM",7562,3657196
1996,"VIETNAM",13094,5938956
1996,"VIETNAM",13094,7216541
1994,"VIETNAM",12949,4076253
1994,"JAPAN",12949,5670873
1994,"INDONESIA",18016,2050596
1997,"VIETNAM",5932,1231580
1995,"INDONESIA",1507,1072629
1992,"JAPAN",5821,1769507
1992,"CHINA",5821,3876567
1997,"INDIA",15787,2581780
1993,"CHINA",7049,1653178
1996,"INDIA",17566,810833
1994,"INDIA",11108,2304685
1994,"INDIA",11108,4250369
1994,"INDIA",11108,4055191
1993,"CHINA",16057,2252890
1993,"INDIA",16057,2944126
1993,"INDONESIA",6763,1657003
1993,"JAPAN",6763,3880118
1993,"INDIA",9403,6078500
1994,"CHINA",4303,2223768
1995,"JAPAN",3863,1865347
1996,"JAPAN",2290,3180093
1997,"CHINA",26044,5667358
1997,"VIETNAM",22552,7361166
1993,"CHINA",16000,1556436
1993,"INDONESIA",16000,4412826
1992,"INDIA",22909,4169214
1993,"INDIA",12382,1444836
1993,"INDIA",12382,5158770
1996,"CHINA",10796,3635529
1996,"JAPAN",27676,4817876
1996,"INDONESIA",27676,4506255
1996,"VIETNAM",21167,346491
1994,"INDIA",29492,3636208
1995,"JAPAN",7709,5079609
1993,"VIETNAM",7594,3120301
1997,"JAPAN",9886,2994684
1995,"JAPAN",25838,2818470
1997,"VIETNAM",589,3471844
1992,"JAPAN",29872,5101497
1992,"JAPAN",29872,5394736
1992,"CHINA",29872,2423822
1994,"JAPAN",13648,2550101
1994,"INDONESIA",13648,6168056
1994,"VIETNAM",13648,4043656
1994,"INDIA",20273,4633356
1994,"CHINA",20273,311331
1997,"VIETNAM",3661,4357000
1995,"INDIA",28700,714276
1993,"INDONESIA",1714,768811
1993,"CHINA",1714,3068607
1994,"CHINA",18656,2745384
1993,"CHINA",5483,3359520
1996,"INDONESIA",6328,5065456
1996,"VIETNAM",21269,2205171
1992,"INDONESIA",11423,1717804
1994,"JAPAN",3374,1458157
1994,"VIETNAM",3374,4032159
1996,"JAPAN",19532,3749892
1996,"VIETNAM",19532,4331756
1996,"CHINA",19532,6212340
1996,"INDIA",19532,4775230
1996,"INDIA",19532,5691930
1995,"VIETNAM",11000,2583074
1992,"INDONESIA",24116,3451649
1992,"VIETNAM",24116,2151673
1992,"VIETNAM",7999,2983698
1996,"INDIA",12710,203502
1996,"JAPAN",12710,8120767
1996,"JAPAN",12710,8272091
1997,"INDONESIA",9172,498966
1996,"INDIA",12421,6738579
1996,"VIETNAM",12421,4382937
1996,"VIETNAM",11536,6989270
1996,"VIETNAM",11536,6192714
1996,"INDIA",11536,6184293
1997,"INDONESIA",21154,3359730
1996,"JAPAN",1735,205214
1996,"VIETNAM",1735,3117204
1996,"VIETNAM",1735,2065026
1992,"INDIA",23251,2857518
1992,"CHINA",23251,2952168
1997,"VIETNAM",9209,4634545
1994,"CHINA",11374,847639
1994,"INDIA",11374,2642559
1995,"JAPAN",6617,864536
1995,"JAPAN",6617,1349364
1993,"VIETNAM",25783,5712758
1993,"CHINA",25783,6202444
1993,"VIETNAM",25783,5444966
1997,"JAPAN",19223,2996564
1993,"JAPAN",25619,3906967
1993,"INDIA",25619,6273001
1997,"INDIA",14545,7664868
1995,"INDONESIA",308,104353
1992,"CHINA",15515,4235900
1994,"CHINA",21449,1593618
1996,"CHINA",1234,6625465
1996,"JAPAN",1234,6362118
1997,"CHINA",232,6598044
1994,"INDONESIA",26510,7678817
1994,"INDONESIA",26510,1944313
1994,"VIETNAM",13750,466176
1992,"JAPAN",20146,2621848
1992,"INDONESIA",25612,4872967
1992,"CHINA",25612,3260980
1996,"INDONESIA",29090,7619837
1992,"CHINA",3716,2137861
1997,"INDIA",22355,105346
1997,"VIETNAM",22355,3240936
1992,"VIETNAM",25783,1991805
1997,"CHINA",12350,7407025
1997,"VIETNAM",12350,4834922
1996,"JAPAN",17675,4498302
1996,"INDIA",17675,1292937
1997,"JAPAN",3608,8340477
