"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
8603,19930204,73601,2462674,94476
8603,19930204,8459,4958373,82047
4739,19951011,30835,353166,105949
20261,19960924,40460,3817653,84027
5771,19930310,175872,4382707,116872
859,19950321,16479,3868242,83728
7916,19930131,17782,6710731,101986
9518,19950628,85428,1554762,84805
9518,19950628,180750,1318140,109845
9518,19950628,59691,6885027,99041
23500,19960109,22186,2393668,66490
2234,19941021,34592,5336958,91595
2234,19941021,95541,282723,92192
4000,19920910,107576,5764194,95014
4000,19920910,18033,1162158,57061
4000,19920910,78783,1620837,105706
11401,19950826,1594,6532737,89735
27173,19940305,3161,2374140,63849
27173,19940305,116501,3892387,91050
27749,19951014,170866,7139265,116211
21551,19980528,163559,4776787,97353
21551,19980528,122993,1854710,120959
10976,19980412,68718,4078464,101202
10976,19980412,92636,7582901,97717
27235,19980131,143005,1810944,62880
11647,19930613,102547,2649713,92972
15874,19930518,12819,7091761,103908
24007,19980214,27431,1198135,81505
13339,19951201,172891,2859423,117833
22324,19961106,64392,5025424,81383
22324,19961106,36069,696506,60303
15154,19930421,41751,616161,101565
29380,19920924,93684,3969390,100660
14887,19941030,83883,8072389,112012
9914,19950625,33385,5537196,79102
23609,19951203,102354,1657459,81381
23485,19930607,80285,3967918,75916
155,19980721,168991,2224789,123599
155,19980721,21332,2738526,75199
155,19980721,112408,6403163,85224
155,19980721,40929,7000980,112195
25573,19920924,49053,1091232,60123
4220,19960613,160859,1535880,115191
455,19920106,82744,1353764,103604
455,19920106,62293,621368,75317
455,19920106,89632,1032978,97297
19963,19920415,133139,3600783,70327
15469,19930120,108775,4370236,107026
17297,19971002,46558,2407280,90273
25535,19930201,68936,1432507,114295
25535,19930201,199486,6392655,95128
1178,19930723,89130,3912478,67147
1178,19930723,181894,8452857,118553
5716,19980510,197065,4127637,69723
16483,19921023,115635,3882281,99037
25019,19980523,79986,5131207,117958
25019,19980523,122507,6820040,91770
26051,19971120,11741,4660726,99164
5086,19930209,54244,1677536,71894
7799,19970520,49981,8894093,115858
7799,19970520,25980,6038144,114358
2414,19960316,79061,1450883,62403
2312,19941128,117642,650578,99578
7045,19970115,148228,2879152,76573
7045,19970115,53021,1902261,58441
1969,19970211,175569,5902325,98673
17105,19920529,88218,5049195,72372
8140,19930813,57464,915420,85287
8140,19930813,193760,3620393,111225
8140,19930813,5538,5254449,86611
25270,19920806,108920,5370113,115735
29518,19960911,73923,6639220,113815
4634,19960827,40912,2408783,111174
22519,19920113,185421,7086199,90385
8042,19920524,148537,3044217,95131
8042,19920524,125865,2286049,113451
29186,19930531,94986,1640251,118858
16246,19980610,146159,784552,72309
25544,19960830,16189,2762950,66310
25544,19960830,102406,4235058,84504
13585,19960313,57695,4958070,99161
16750,19931219,93419,138416,84744
16750,19931219,108188,4385195,71770
14920,19921215,163811,2909705,112488
15958,19941209,62761,2533927,103425
15958,19941209,164412,4889869,88584
8653,19961224,141092,4823564,67985
784,19920907,134353,922587,83241
583,19980702,152595,4634670,98855
18358,19931209,171918,7872083,119394
1202,19950830,164557,145939,97293
1202,19950830,30798,4434346,103727
5074,19920127,155092,3234793,68825
15928,19930811,13221,4334988,68053
4648,19930531,47041,2817890,59282
2434,19930719,15768,5576613,101025
2434,19930719,196907,9418330,120234
25966,19920318,42012,2447035,57240
26449,19961224,46613,4104893,93576
3316,19920408,39128,4140425,64027
3316,19920408,154937,9162878,119515
12052,19950407,72108,5080790,64806
12052,19950407,159417,2883428,88584
1421,19970915,95498,5475134,89609
8239,19950829,106395,4335900,84083
1396,19931112,157061,849725,67083
18986,19920807,78315,2560753,77598
10378,19980117,124659,1852015,101019
13021,19970225,114830,1527519,110689
21058,19980713,52779,1932655,103906
2872,19960407,79247,5272832,73574
18298,19950417,36905,4282417,110514
18298,19950417,122015,4624027,62220
18298,19950417,64439,399977,84205
1153,19930428,113568,1870985,94893
1153,19930428,124388,1412380,84742
21667,19960430,183668,5990677,105099
22528,19960922,93596,5822668,95375
15199,19940422,37774,2738832,102706
15199,19940422,135138,2048284,70387
19195,19970528,65034,4405722,59941
10822,19960924,66686,5784380,99160
10822,19960924,176525,2946796,96091
21158,19950329,109874,5086449,113032
17986,19950522,105637,3396958,98557
17986,19950522,28301,2212740,73758
8864,19940923,26624,2791116,93037
8864,19940923,67673,5611091,98440
8864,19940923,168592,7024295,99635
178,19930511,176230,1044984,78373
9160,19960626,568,6837615,88113
20669,19940213,25359,3259680,77061
12742,19961206,46072,3124456,61084
12742,19961206,125526,4344256,93091
11824,19950301,62189,1927075,69070
11824,19950301,8001,3540555,54540
8927,19930602,184106,2056492,71406
8927,19930602,195328,4739655,85399
24203,19950403,91286,3486974,76636
6086,19960530,182175,3394359,75430
3778,19920204,120841,3753469,111710
26194,19970627,177352,678941,85761
25775,19921118,125394,4002679,85163
25775,19921118,83589,2135563,94354
25775,19921118,76058,4709063,62043
17174,19920115,89222,119910,72673
10000,19980219,122425,130267,86845
19121,19980330,190289,2433049,82756
3883,19960408,161899,6657221,117653
23266,19951028,184146,2952336,73808
21562,19930616,179636,5483153,102937
21583,19950830,194596,4510494,101435
2782,19921008,32624,3399658,93397
2782,19921008,106700,1689633,102402
2782,19921008,93754,2090309,104865
7913,19950617,136207,3045840,74592
7913,19950617,165248,2521420,78794
14614,19930928,36432,5460035,82105
10408,19930712,105676,6159957,100900
10408,19930712,10573,4228174,89014
7247,19960921,69511,6329180,88830
28403,19930328,72205,1165428,70632
8080,19960626,63385,6083890,80902
8080,19960626,105417,1216160,85344
25817,19930309,197420,147189,91045
3697,19960307,42348,1225823,77420
29380,19941224,102229,1041612,73873
13486,19961031,173319,3714683,83538
23113,19940827,71550,7151285,91293
23113,19940827,198161,2119166,75549
23113,19940827,193465,4011476,93507
4891,19980206,71411,4064285,82944
15541,19970429,81688,6748846,100180
29303,19931027,29029,784618,57481
623,19930924,7238,5057335,68713
21110,19950220,115722,7673771,104263
6536,19920402,126127,1888810,69187
6536,19920402,156563,874562,97173
9811,19921010,90308,5655394,77898
24380,19961103,99050,1439296,62943
5911,19921107,127966,4546228,119637
5911,19921107,123196,1906813,73151
19874,19960103,105803,7407036,108528
19874,19960103,18409,3950342,79644
28231,19940909,59648,5457937,96458
11833,19960627,60934,8716678,113695
11833,19960627,127382,6629723,84562
10327,19960621,29527,2253236,87391
10327,19960621,59087,2071238,62764
28627,19960511,98795,7910613,107627
14548,19961225,97148,666471,68708
7265,19980418,225,4185818,67513
7265,19980418,93328,6215489,79279
12133,19970707,51499,2111913,87029
8416,19971115,53779,2495188,103966
6095,19940901,168472,770235,92428
16634,19920726,30282,2970086,72736
12793,19970808,151782,4175517,110026
12793,19970808,56989,7180666,116758
1372,19980602,165347,2656611,84740
1372,19980602,91178,5220344,70150
29173,19951223,123288,5131038,78676
15250,19920830,91229,4879659,73213
11413,19980316,30064,1571608,59643
6124,19970509,109312,2525023,79278
12208,19970529,171137,688634,72487
12208,19970529,88383,6034072,82282
16429,19950604,21826,847692,104869
15686,19931109,83022,4341686,60301
29914,19971026,128305,2399940,79998
14575,19920727,8481,4440778,83368
24461,19950728,35480,1075764,84928
14029,19970929,228,5086015,67693
14029,19970929,171383,5619724,87262
14029,19970929,37520,3498048,87451
13246,19950312,7275,5107406,70936
20651,19940303,56002,1245400,57480
26224,19960222,71705,7712820,100602
26224,19960222,143310,1144900,81198
24034,19940704,196172,621403,76090
20155,19940101,176675,1975883,105100
20155,19940101,165314,5693791,82758
2638,19930620,165505,7002859,94230
7951,19930207,188520,2808475,96511
17294,19920514,181472,6220093,93208
17294,19920514,141039,1375958,64801
22903,19960212,153995,5122475,122939
22903,19960212,185892,9691661,118673
22903,19960212,149016,4955491,63900
7855,19920125,76787,8042836,105826
26033,19940928,51249,432086,72014
26033,19940928,28745,1980034,100424
29383,19980502,86261,2020561,74835
23287,19960916,192794,6037728,113207
21823,19921024,46131,5385650,64627
26537,19960115,184513,3004916,95850
26537,19960115,109593,5235661,96155
26537,19960115,51852,4724283,108231
16615,19941125,72615,2921202,95256
24427,19940907,127307,5415923,80058
6323,19960928,114508,761250,91350
1379,19950122,89357,4962646,80781
1379,19950122,114946,1623658,117656
1379,19950122,95803,8200729,107928
9037,19930214,139655,332151,101679
9037,19930214,173583,3116026,99394
5902,19971104,53044,4486680,59822
26318,19950818,77721,8068920,101923
26318,19950818,104741,7466529,104744
23446,19940603,54457,3211048,84687
23446,19940603,9969,691457,112737
4111,19920508,103413,5733627,84984
7640,19960813,46293,691523,74357
1516,19930703,171087,5095552,69484
1489,19961208,23588,2338414,90694
20315,19940301,142925,3701657,118075
20315,19940301,136612,890249,98916
15565,19960616,124045,733361,64142
2035,19960410,176339,1415330,84919
5195,19920913,55238,5433969,71593
5195,19920913,179287,4413084,81976
5195,19920913,64529,3042300,89611
28637,19950120,22735,2572796,99463
1657,19940623,93442,5072844,86126
1657,19940623,66897,2978496,111833
1657,19940623,132296,5743525,79697
15493,19921027,48649,5733929,95858
15493,19921027,41775,166526,103006
15493,19921027,47857,6367510,108291
26114,19980309,54899,2847575,111233
26114,19980309,72898,6611725,112253
9956,19920412,134136,5212929,70207
28486,19940713,186094,4120874,70805
29146,19931022,159745,8135767,108284
25261,19920519,88684,1906855,100360
25261,19920519,109414,4045331,85404
25309,19950402,10884,7592342,107692
25309,19950402,122314,6547919,80178
6586,19950518,160767,6528758,109665
28063,19950504,32144,929784,64568
28063,19950504,28273,1902811,72076
28063,19950504,103209,5939780,72732
4546,19920627,25193,3866701,67091
20521,19980106,148657,654969,102339
20521,19980106,74017,4102781,59460
208,19920725,127221,5242524,74893
16669,19930105,103259,1305166,75735
16660,19930628,178210,2396070,77292
5410,19950830,21824,2671104,104749
21940,19970813,39102,1245155,62466
17350,19941010,80215,3518698,71712
3749,19980131,155642,7739540,101858
3749,19980131,73565,6646579,92313
3749,19980131,4167,492733,64269
27254,19920226,4450,3982083,81267
6739,19930314,5490,5509394,83729
28865,19940829,60898,182171,111533
482,19931030,145872,6325135,115072
482,19931030,61622,4513317,95017
482,19931030,65267,724568,73935
29875,19950111,173459,2396751,91947
29875,19950111,51705,7630760,99402
1270,19930712,113342,3719052,81320
1270,19930712,26,1955754,55561
10615,19960225,150637,767871,101257
10615,19960225,156719,1012154,106542
23041,19951022,175662,1668153,104259
11509,19970725,163748,5272163,108704
17962,19940106,199245,2193799,80654
17962,19940106,102103,3083229,66306
26093,19960602,34197,3746501,67871
26093,19960602,24276,2871045,72016
26093,19960602,195489,7367832,95068
29021,19920501,138146,3634125,71048
11999,19930304,193878,1794401,118312
14761,19951015,98602,1882305,96036
14761,19951015,173517,6942576,95430
12281,19961208,150798,5620321,110927
23428,19930330,92782,3466145,106486
23428,19930330,180022,4258205,66121
21676,19961221,173834,6169922,114469
27728,19940920,102662,7990368,99879
27728,19940920,92350,4939848,80541
27728,19940920,177092,3441800,70145
26623,19970311,68008,1089216,58560
2644,19970117,192398,429232,89423
15406,19940227,131587,4318371,97114
6878,19940813,190362,5550919,87141
11453,19980403,124322,6007279,80779
4876,19950211,1416,5631927,79044
19457,19940430,141669,7879299,102639
12827,19960106,80895,183837,112553
20740,19970718,144075,720681,67144
26129,19950610,66018,1060762,59040
3473,19960220,37304,5407102,74478
3473,19960220,67127,5039516,65647
1189,19940123,181038,3728607,67141
9599,19961010,152879,7445426,115912
18947,19951118,159984,5868266,122638
19921,19931216,32693,6509262,97541
21187,19920425,156671,7703680,103660
9349,19961025,87395,779667,82943
9349,19961025,32631,7430369,93817
14965,19940721,108588,4454458,95794
18703,19940702,172057,2625041,67743
29593,19940206,129065,787723,65643
24220,19920728,92903,6950369,113754
24220,19920728,100845,8675448,110750
11644,19950624,120396,1076456,84983
11644,19950624,188654,2265445,104559
19030,19940711,24840,2488424,105890
6265,19920419,55638,2709171,95617
13793,19940309,106952,2742530,117537
1258,19960614,59031,3643310,59401
1258,19960614,129313,4886008,80538
4255,19980131,165251,758160,78975
14686,19940316,12585,142270,89854
6268,19930423,29925,3453861,111295
13558,19960114,153388,3793712,86482
358,19940813,4911,3137892,108954
358,19940813,135067,4860084,66123
3994,19980701,22321,1986825,74599
19987,19960125,13286,982210,71956
3017,19970730,47759,1553142,102405
3017,19970730,70193,3204588,69791
3017,19970730,141201,1848393,74532
19537,19970427,168073,1711605,68464
19537,19970427,84546,4132458,91832
11656,19950903,139404,4526502,86604
21812,19971012,40941,4426322,112916
13570,19950319,1475,2269799,82588
3541,19930704,71073,3883940,62644
14714,19940704,28913,7957051,110514
7843,19931222,61549,2990869,90632
23029,19970717,45573,1553497,91114
5717,19960309,192023,3791068,66901
13894,19960524,16136,684936,63127
2686,19930802,165897,559423,117773
12250,19940508,43014,1119701,57420
22484,19970609,63754,1190400,103065
694,19970807,48841,8594811,107390
694,19970807,63195,2261945,69491
23990,19970127,185196,4007562,76871
27773,19970905,77112,2548517,65346
4708,19980504,128576,462116,96274
4708,19980504,171021,218404,65521
13765,19920202,95058,1724895,63183
13765,19920202,36080,3247391,60964
9835,19951112,94653,3217860,98859
20776,19970220,145235,117781,76813
12014,19950320,105886,1778367,113512
4103,19940831,52226,2238618,70693
4103,19940831,81697,5479244,100721
12313,19960126,195706,7372556,108102
12313,19960126,28537,3200717,87931
8143,19920728,37276,4034122,72796
3433,19921003,117424,3914896,86485
3433,19921003,186111,4248543,71826
23632,19950128,53750,1097215,102225
23632,19950128,171224,5513751,77713
3608,19950101,107759,7067000,106005
2587,19980414,148882,8260304,115852
13657,19960823,133244,2809928,76634
5677,19970918,85108,2984163,65586
7330,19960625,40684,4935777,97480
7330,19960625,137611,3392839,98916
12016,19930517,120191,2255235,72671
11212,19931125,84684,5172908,100120
25774,19941108,41128,2234460,64147
5569,19980705,137729,7462625,106003
3685,19931227,186633,3518362,103177
3685,19931227,125604,5783450,97776
27610,19970212,74498,4108247,88349
27610,19970212,138618,5577805,99396
27610,19970212,159992,1699047,123119
7534,19970725,196399,3256959,89723
14483,19930409,129261,750931,77415
14483,19930409,195851,6424605,116811
28297,19970519,21980,884420,114118
22474,19960528,40767,3574341,102465
12769,19920603,42419,2573064,81684
12769,19920603,125468,1034967,89607
16697,19951113,86641,3828209,97658
29470,19920819,96748,7380250,104684
3320,19921018,132108,985046,68406
21091,19940909,114619,5203047,98016
11863,19980104,108691,8245196,101981
12538,19960826,171191,2448648,75731
4840,19961208,83197,2289568,70811
15380,19950905,70057,4929840,61623
15380,19950905,24035,3498541,57541
19022,19920820,2325,3068300,73639
16298,19920731,91228,2365286,73153
19060,19970730,24611,5792320,92136
19060,19970730,23227,4600880,69013
29275,19940417,197438,1010312,92125
13301,19920506,60838,3930443,107929
13250,19950312,135089,1022912,67444
11365,19921118,103534,3943764,92251
24071,19930710,116826,5661143,110569
24071,19930710,77046,98211,61382
10804,19920131,134269,4915896,78195
10804,19920131,54180,1908824,68050
10804,19920131,26269,215146,71715
25894,19940108,162201,3410640,75792
15242,19980423,174258,1678635,79935
18550,19950727,102794,871443,107807
18550,19950727,53699,4016036,99161
18550,19950727,118402,2113555,85224
23611,19920818,113466,6669405,88767
4192,19950107,91218,1223720,72552
4192,19950107,85530,139428,90931
9131,19960525,23121,1553650,62647
6466,19931124,128892,4241325,115253
6466,19931124,81877,8030318,111532
6466,19931124,78718,6556087,101802
4285,19950418,135953,1790055,119337
16946,19940204,199597,4278799,101795
16946,19940204,86898,895322,113093
15412,19970502,109403,4025340,84744
15412,19970502,121811,3447515,109968
15412,19970502,91161,5250393,69129
17959,19951214,199065,2654056,69843
24130,19920212,75071,1807608,62764
6064,19961003,174212,3745443,77172
6064,19961003,179925,8468782,120295
6064,19961003,3893,8276475,107813
13051,19930614,87365,5322888,81141
13051,19930614,127496,3921463,91409
21065,19951120,138238,3675542,76573
21065,19951120,154844,930431,113930
6346,19970614,117048,4855517,63902
10546,19970305,117048,1782876,63902
24691,19940204,115842,8650103,111470
2582,19950814,14191,3044798,66311
2582,19950814,107877,6378400,113092
12007,19920922,113397,761610,84623
21544,19920123,32324,4458679,75379
21544,19920123,63962,1109352,115557
10981,19960206,92378,2082962,82222
10981,19960206,127437,2952290,87865
10981,19960206,50534,2182259,89071
5458,19940615,50751,3879990,102105
5809,19971012,80794,3727059,106487
5809,19971012,123084,1195646,66424
25340,19980402,48130,2105587,64687
8950,19930208,166921,6949768,119275
8950,19930208,134404,6185120,86304
8950,19930208,112582,2010765,95674
1654,19930301,193621,4101371,102877
16754,19970909,67193,450153,69611
16754,19970909,97300,5370822,77838
10789,19930416,35479,6116168,84868
27463,19971030,128680,2009407,102520
27463,19971030,108133,4473229,68467
18634,19961005,173920,7895923,119635
18634,19961005,71521,4871585,89551
14909,19970808,96584,1582160,94834
3800,19930429,152437,4986611,89365
3800,19930429,61067,3929245,61683
27850,19930222,163728,5504163,107503
3928,19970115,41364,1921489,78321
5044,19970820,67566,4293968,92013
22364,19971021,115812,8334813,109668
460,19931213,113897,1297494,114653
16003,19970214,193366,2145259,87561
16648,19920927,60062,776765,61323
16648,19920927,69937,7887062,114415
9967,19930614,22131,4695906,63187
17305,19940319,89251,5655540,74415
12631,19951230,1734,3107887,98143
13132,19920210,59851,7745005,108651
21743,19920527,185354,5501195,86361
21743,19920527,3030,4114662,55981
28594,19940805,32593,4015352,91535
28594,19940805,184009,4672575,65580
1033,19930721,16684,4917288,96040
24607,19920711,10408,2479910,79104
29585,19960130,25661,6375199,95199
19291,19920525,108939,8502714,116875
14768,19980609,50478,4206844,85708
4546,19950413,4197,4360712,66071
4546,19950413,165856,6791817,115311
29524,19931121,196165,2814909,75669
29524,19931121,132092,930746,67445
4834,19960619,41240,4039840,70874
4834,19960619,112547,5676725,93572
4834,19960619,183747,4042273,109844
19085,19921114,124664,3439800,101319
14650,19960126,66300,1481571,75978
18151,19980513,134518,5589036,93150
29609,19921107,142187,1243930,73750
29609,19921107,126745,2579653,106304
25546,19960323,28975,3509016,114238
17305,19940622,153566,2176688,97173
6787,19930927,89607,154870,95796
2,19960426,56922,6181646,112735
3359,19940822,96471,6141361,88048
18776,19950730,147997,8936606,122699
26791,19980123,157620,2325181,100657
26791,19980123,102744,4621874,104804
26791,19980123,3067,4194539,58203
26791,19980123,139284,2765655,79396
2804,19970404,162592,2740001,99275
15107,19950104,165035,723819,66001
6245,19950824,176589,5323193,99934
19180,19970517,188819,6847130,114468
19180,19970517,80754,2713149,104085
19180,19970517,23074,3390038,59824
28090,19940727,160221,2677749,76873
28090,19940727,70789,1780897,105586
22324,19941228,150141,4230929,71468
16867,19941103,176700,1940156,106602
17170,19940122,4240,4022003,68654
20986,19930127,5807,2543508,102768
5633,19941001,195779,6186741,112486
22720,19920517,68667,1442652,98139
16889,19930519,48603,3854174,93096
17194,19940819,110295,4511082,78317
23894,19930420,137692,5202907,103781
8671,19920624,29649,5848861,94718
18290,19950925,109410,5603830,85164
17630,19970902,172196,461621,76091
23387,19920301,88408,2052708,83784
23387,19920301,123132,4404510,69307
4333,19921231,105754,3109478,105585
1948,19971220,173072,3740943,68704
1948,19971220,20354,2813764,76461
301,19960327,59817,852868,106608
301,19960327,129729,4352832,105523
14060,19950419,7179,4779148,65170
14060,19950419,62678,3937608,98440
9062,19930510,75449,3145163,85466
21889,19961213,98714,2226523,102762
16867,19940327,23963,9246104,113217
16867,19940327,195859,3753312,117291
4141,19971222,167733,2949595,108043
4141,19971222,64477,3531601,86488
6584,19930723,49857,1431025,108411
8380,19950228,31835,4197988,106009
13879,19920422,157965,1401911,121377
6841,19940104,191654,5086824,104739
10636,19970624,48570,6203358,91114
16018,19930726,150068,420390,67083
3649,19960203,67240,2459147,72434
19856,19961015,156279,1068216,80116
24481,19960920,94552,426847,92793
24481,19960920,189805,918978,113688
8092,19920702,97386,5710592,83002
16891,19951002,177640,5939599,103058
16891,19951002,46162,309176,66489
17794,19980714,163675,7119853,104320
27034,19960520,30432,2697611,81745
27034,19960520,159204,1997119,75792
7069,19971223,22449,3423114,82286
11044,19980204,70395,6288986,81923
11044,19980204,162389,6194489,87082
11044,19980204,64620,6851896,95077
2228,19930922,9169,3105100,64689
2228,19930922,47225,2895383,70333
22918,19980715,38036,1832150,58441
22918,19980715,84165,2537345,68949
16780,19951208,183429,4500961,90745
16780,19951208,88399,6318174,83243
17167,19970819,160593,1800759,99215
17167,19970819,175790,526152,111947
6028,19970310,91860,7750034,111111
6028,19970310,78284,4748697,75736
1751,19960411,40248,1989113,71294
1751,19960411,37183,2722037,67210
4921,19960102,114399,137098,84803
5998,19940815,47495,4615968,86549
5998,19940815,148759,2138568,108465
9292,19920916,169613,5830243,100956
9292,19920916,81971,4671504,117178
9292,19920916,73125,4645047,65887
16885,19960831,54586,7548842,92434
25336,19970930,46522,4173533,88111
25336,19970930,82375,2443266,81442
25336,19970930,72009,2569239,58860
28748,19980208,11888,6767548,107992
15890,19920128,51614,7439778,93936
22444,19960215,172749,6749546,109304
22444,19960215,176594,8185891,100235
22444,19960215,147131,3382411,70687
9868,19940129,133237,2489650,76213
11470,19940728,69650,6462403,97179
25780,19941202,108580,6057255,95314
23446,19931003,40881,3219261,109312
5822,19950419,147055,1779810,66123
9032,19950507,33881,3136112,108892
9032,19950507,67558,7475195,91533
13534,19960807,193168,2724105,75669
2330,19941102,165103,1471806,70086
2330,19941102,101058,1810975,63543
22630,19980513,106224,2007719,73813
14086,19960415,1288,2422563,71356
5105,19920307,193685,4055390,106720
5105,19920307,191709,3284476,108042
5105,19920307,40058,1760560,59883
15884,19951206,129801,8330140,109848
3103,19950925,71478,2830814,86968
304,19980422,103419,3686886,85344
24874,19970729,166891,182083,117473
25841,19971015,82427,2593332,84565
25841,19971015,77259,2670300,74175
14332,19951213,78491,1616439,88169
29359,19920706,50578,7112436,91714
29359,19920706,56809,6010783,105948
12032,19950223,9687,6533614,95800
29023,19980207,133421,1295888,87265
4480,19980212,116948,3977038,117896
25351,19970618,97478,3098487,88528
25351,19970618,97465,4843667,87747
17077,19970711,65450,5378710,84927
17077,19970711,16217,4521507,67992
26524,19970225,156265,1442815,79275
4450,19971118,196852,2701106,116931
4450,19971118,81501,5084975,88950
4450,19971118,152996,3614418,122939
6872,19930429,77212,3649685,71352
6872,19930429,99228,1435847,73633
17047,19940729,186405,1900043,89484
24109,19970106,198945,929992,122636
24109,19970106,155914,8246043,118194
10325,19920717,22611,1410921,92016
7315,19930710,133036,3940444,64141
7315,19930710,81802,3219759,107028
5965,19960624,103519,149205,91350
15013,19980417,18060,3609041,58683
25267,19960316,194881,8091228,118552
11539,19960421,126024,3515466,63001
7471,19930906,115702,2576550,103062
5200,19971018,13132,3173014,62707
10660,19940429,91633,1034889,97477
3488,19950603,32152,1268455,65049
3488,19950603,170279,6016394,80956
3488,19950603,177693,488710,106241
19750,19960701,190224,6117694,78853
10817,19930907,45191,3490375,68171
10817,19930907,102831,4775293,110029
20759,19960519,139389,5403561,85702
25456,19920417,3744,5974705,98864
10165,19931222,66322,2678417,77299
22279,19970528,13946,6844579,111596
4414,19980726,84640,3860144,97478
29023,19930302,108400,5351920,84504
18496,19980318,61233,4664662,71653
1987,19931028,196349,4674229,86720
1987,19931028,32255,2232030,71235
5245,19951110,38286,1880494,73456
5245,19951110,195663,5515157,105519
15319,19940930,132644,4473275,100598
15319,19940930,31756,7518926,101265
10589,19970115,134842,1092320,112610
3493,19941130,115280,3894906,77716
3493,19941130,14230,1121345,68653
3493,19941130,176519,2758636,95730
23593,19980414,99063,2294049,63723
10267,19940214,142117,113592,69546
10267,19940214,198204,5510910,78132
10267,19940214,52402,2730470,81264
29414,19970402,188202,4657622,77412
29414,19970402,142231,3433901,76393
27808,19920326,87063,4678017,63003
27808,19920326,59211,2106378,70212
5713,19960911,114975,3860541,119398
14881,19951228,172681,4377185,105220
16274,19930920,58671,3523346,97780
9233,19980430,20481,3052423,84088
9022,19980130,46363,974163,78561
9022,19980130,107142,4711474,68948
10504,19960302,174916,1891364,119454
10504,19960302,192251,6117160,80595
26567,19940123,1481,6370467,82948
5923,19980420,79429,4816796,84505
677,19920404,52634,5026443,95197
5053,19940430,110151,2292110,69669
9148,19971213,174979,4676889,123238
9148,19971213,59820,6151057,106789
9148,19971213,192210,5936775,78132
8449,19950207,7545,4183315,87152
9067,19980723,92157,620541,68949
9067,19980723,191534,1770202,97531
18533,19970422,44298,4571627,74537
3901,19920925,124549,1557804,94412
8,19980714,179384,5988150,87802
8,19980714,100161,2229427,69669
7381,19950625,121543,4947075,93872
7381,19950625,13704,2502581,97062
7381,19950625,192222,733334,78853
7381,19950625,191449,4390254,92426
4318,19920219,134615,1096990,98976
15319,19930224,6193,3341537,65951
15319,19930224,66132,4277216,65887
5272,19920426,57555,4266903,90753
5272,19920426,125457,266841,88947
5272,19920426,131126,4876103,69427
22180,19930916,109133,5710650,68527
22180,19930916,157158,456896,72909
1318,19941003,172794,3546901,112007
1318,19941003,43652,3899768,95739
7342,19961108,103657,631047,99639
13780,19920708,136479,1060829,90928
9424,19950309,36965,1198234,114117
29446,19920502,130708,505961,104322
29446,19920502,194894,8154449,119333
29446,19920502,104773,2289767,106666
3397,19940519,72147,1208671,67148
250,19960410,181975,386710,123418
9185,19940811,27173,2970459,66010
9185,19940811,30603,5925830,92016
11533,19920621,127857,3053457,113091
9776,19930721,35665,2945214,96039
9776,19930721,92426,6195658,85105
9776,19930721,190561,5053773,99093
23588,19980126,59283,1242280,74536
12698,19940327,30920,3848062,111055
24094,19971128,46975,6542385,115318
2329,19920603,168369,4708791,86241
16288,19960804,138236,2962584,76453
16288,19960804,70707,1207944,100662
18487,19931116,12891,530343,108233
18487,19931116,115150,1272343,69909
10234,19960505,43916,6007509,111594
10234,19960505,87453,3801347,86427
17536,19960524,137926,5524506,117835
7990,19941213,2674,458810,94600
4393,19970714,157411,2972061,88104
4979,19960510,80779,1900551,105586
3430,19961221,99288,4448839,77236
20719,19950916,67028,4107442,59701
21917,19941103,17693,1082383,96641
4699,19950622,133954,4820778,119277
8398,19930830,1894,3695941,107753
25840,19940904,112353,6092191,81921
25840,19940904,160294,656830,81257
11510,19930401,4305,3711341,72558
11510,19930401,172086,2423861,69484
8518,19960619,92235,1845753,73633
8518,19960619,188931,8544303,121195
6149,19961103,1250,1657800,69075
23098,19960612,132943,3343290,118556
22462,19930531,157679,3233679,104200
22462,19930531,81930,9272860,114715
11680,19950707,66428,5717122,83665
1558,19940106,18276,4929946,71656
1558,19940106,31569,697760,90033
7511,19970430,164244,5569177,78494
7511,19970430,21104,1506897,61506
1988,19950906,58976,4678757,116098
9796,19980508,74280,564426,75256
19891,19940124,9986,5003491,113758
27334,19951228,18015,867699,55980
2923,19980331,109728,6573794,104263
2923,19980331,184259,390885,80595
17311,19941211,83996,8652556,118799
17311,19941211,153043,2209616,65762
4408,19940531,102947,6210558,116996
4408,19940531,116667,4899450,101019
4625,19941108,198152,4410529,75009
29047,19941113,147928,6180677,118555
26623,19941117,165238,247613,78193
26623,19941117,165375,1875361,86422
29236,19970222,174663,1581270,104259
9974,19920731,87468,3654660,87327
3691,19930907,144163,5678480,72429
3691,19930907,115114,3390717,67746
18239,19980801,100192,809497,71531
26515,19941226,146590,6529994,98195
16357,19960917,6063,450612,58143
16357,19960917,92734,492118,103603
907,19960114,97014,4173449,60660
21079,19921111,58484,4474572,86548
11668,19970729,30681,4253223,96700
23902,19940615,148321,3613635,82159
23902,19940615,18295,1091961,72797
12935,19980304,98812,7578239,108648
6907,19980328,33533,2481368,87991
20396,19950627,58526,4156656,89071
20396,19950627,30916,3076952,110814
20396,19950627,4268,919051,70335
14618,19950205,52355,634064,78441
440,19971206,114781,2787050,107746
11878,19950421,165761,498705,109605
19771,19951030,126879,8233358,114352
7783,19920731,101150,1070569,69069
6295,19960708,120560,5405515,94833
29372,19980123,63222,545201,71113
