"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1998,66343,3499865,78560
"BRAZIL",1998,21462,2739250,83007
"BRAZIL",1998,92953,7550286,116757
"ARGENTINA",1994,10393,258071,78203
"PERU",1998,8864,6850331,106371
"PERU",1995,117574,3807035,95494
"PERU",1995,193508,5903129,96090
"PERU",1995,82747,1017087,103784
"PERU",1994,137399,133584,86183
"PERU",1994,59695,5405872,99281
"PERU",1997,186081,1155409,70024
"PERU",1997,53066,4500168,61143
"ARGENTINA",1994,64553,3059380,91053
"ARGENTINA",1997,73429,4396586,84145
"ARGENTINA",1997,189913,6741795,120174
"ARGENTINA",1993,145027,3151738,64321
"PERU",1995,134679,5709948,102820
"PERU",1995,142864,3176828,114411
"PERU",1995,83003,709920,59160
"CANADA",1995,130474,3045047,90268
"BRAZIL",1994,41767,3895972,102525
"PERU",1996,16956,1957232,112377
"CANADA",1998,153504,3887520,93450
"CANADA",1998,127363,1001059,83421
"CANADA",1998,55132,1800287,65227
"ARGENTINA",1998,157345,4487488,84140
"ARGENTINA",1998,65558,7093648,91413
"CANADA",1993,192852,8314233,116691
"ARGENTINA",1997,119791,4997780,108647
"CANADA",1996,145494,149330,92369
"CANADA",1996,32483,6369660,84928
"ARGENTINA",1996,100148,1951838,68888
"UNITED STATES",1997,101738,2809663,104383
"ARGENTINA",1997,21268,5651363,71355
"ARGENTINA",1997,48495,2390419,86609
"ARGENTINA",1997,46624,7152603,94237
"UNITED STATES",1992,82275,945467,75436
"CANADA",1992,50335,3123351,77119
"PERU",1994,170857,6361905,115671
"PERU",1992,176813,2222416,113388
"PERU",1992,154119,431704,70386
"CANADA",1995,170833,9519150,114229
"UNITED STATES",1992,178145,1898313,73388
"UNITED STATES",1992,9769,308891,100725
"PERU",1992,75127,2975724,66127
"ARGENTINA",1998,181225,2089952,78373
"UNITED STATES",1995,29985,8544640,114898
"ARGENTINA",1997,132537,4868682,94171
"UNITED STATES",1996,31425,4253733,81385
"PERU",1993,75467,2215618,86547
"CANADA",1996,156233,3867690,77353
"BRAZIL",1997,183021,1177989,66241
"ARGENTINA",1994,14245,2983883,69554
"CANADA",1995,180562,3153715,98553
"CANADA",1993,43141,1062457,65048
"CANADA",1993,192804,6350486,113808
"BRAZIL",1996,198504,7139137,96150
"BRAZIL",1994,116323,3942958,80359
"UNITED STATES",1996,165199,3918989,75851
"BRAZIL",1994,116143,4031488,69548
"BRAZIL",1994,14625,3103873,92377
"CANADA",1992,151077,3722631,67684
"PERU",1993,75286,3328517,75676
"BRAZIL",1992,135180,3649185,72910
"CANADA",1995,167991,5448087,123539
"PERU",1997,138909,2454354,116874
"BRAZIL",1994,6617,415945,91416
"CANADA",1992,133329,5100526,81739
"BRAZIL",1992,107776,7384807,107026
"ARGENTINA",1997,50708,6568452,99522
"BRAZIL",1992,164842,9534200,114410
"CANADA",1998,31252,4833576,70995
"UNITED STATES",1992,24345,761604,76160
"BRAZIL",1995,103342,3962026,80720
"ARGENTINA",1993,19721,1640720,98443
"UNITED STATES",1996,70678,1582723,98920
"PERU",1998,170577,4852093,98854
"PERU",1995,57368,3578472,79521
"UNITED STATES",1998,55423,2634160,82705
"ARGENTINA",1997,123313,5228981,80178
"BRAZIL",1996,1158,1060209,63549
"BRAZIL",1996,164579,5694970,98614
"CANADA",1993,32748,7059108,100844
"PERU",1992,84702,7758820,101202
"PERU",1992,174590,4441126,99875
"CANADA",1994,41741,1817359,100964
"ARGENTINA",1994,190992,574905,124979
"ARGENTINA",1994,149354,1347216,84201
"BRAZIL",1996,140892,9374516,115973
"UNITED STATES",1994,107257,2531028,75855
"CANADA",1995,183721,2625867,108283
"CANADA",1995,33973,8066483,114418
"BRAZIL",1998,166128,3546536,71647
"CANADA",1993,127298,5270678,79517
"CANADA",1993,57646,7229209,96218
"CANADA",1993,79054,1431807,61983
"CANADA",1993,55823,1195367,106729
"ARGENTINA",1996,76049,3348805,61502
"BRAZIL",1997,172087,3486512,69544
"BRAZIL",1997,99481,1172540,88828
"PERU",1994,81538,6468639,91171
"PERU",1994,101112,1519395,66786
"CANADA",1993,141958,6439839,119997
"CANADA",1993,74592,4605774,93995
"PERU",1996,177064,3537286,68463
"UNITED STATES",1995,110831,6100140,110509
"UNITED STATES",1995,2256,1184889,69495
"BRAZIL",1992,184771,4559626,111346
"BRAZIL",1992,144915,7921956,117594
"CANADA",1996,57026,182841,58981
"UNITED STATES",1997,168718,4202341,107202
"UNITED STATES",1997,40123,4746830,63787
"ARGENTINA",1996,73666,5843748,98379
"ARGENTINA",1997,35958,172349,113637
"ARGENTINA",1997,142532,2267323,94471
"PERU",1995,199899,6980123,119933
"UNITED STATES",1992,39040,2790264,58742
"ARGENTINA",1992,22346,4908475,76100
"ARGENTINA",1993,47538,6176833,89131
"PERU",1992,145859,1594359,114291
"CANADA",1993,112308,5646923,79218
"UNITED STATES",1996,72277,2938283,74956
"ARGENTINA",1995,100353,4872060,81201
"ARGENTINA",1995,15995,945940,114659
"BRAZIL",1992,77860,7564631,110271
"UNITED STATES",1995,47745,5545416,101564
"PERU",1996,102771,5214883,106426
"CANADA",1993,103766,8140896,106185
"CANADA",1993,180650,4797361,103839
"CANADA",1993,134392,1340806,85583
"BRAZIL",1993,98433,2897214,85885
"BRAZIL",1993,16168,2276736,65049
"UNITED STATES",1997,534,1499083,86071
"UNITED STATES",1997,120809,4940460,109788
"UNITED STATES",1994,47886,7746309,110032
"UNITED STATES",1995,18650,4517712,94119
"UNITED STATES",1997,34661,4897080,95739
"CANADA",1997,24921,3331885,110755
"UNITED STATES",1993,171064,2685551,68103
"UNITED STATES",1993,164993,6929252,123479
"ARGENTINA",1992,165706,3330796,106302
"ARGENTINA",1992,77562,5029742,92373
"UNITED STATES",1994,99592,7798791,95495
"UNITED STATES",1994,146457,432993,90207
"UNITED STATES",1994,98616,3037081,96876
"PERU",1996,69815,6207569,107088
"CANADA",1993,185681,8833400,106000
"BRAZIL",1994,86191,741629,70631
"BRAZIL",1994,198247,2599003,80714
"BRAZIL",1994,130850,2211879,112851
"CANADA",1995,74913,7325090,113274
"CANADA",1995,32892,4927203,109493
"BRAZIL",1996,109295,4006778,78257
"BRAZIL",1996,60155,2051876,66909
"BRAZIL",1996,73955,4714353,115737
"BRAZIL",1996,157269,6108753,79575
"BRAZIL",1996,59051,1175698,60603
"UNITED STATES",1997,109443,4415417,87146
"UNITED STATES",1997,192192,755103,77051
"UNITED STATES",1995,187323,3630163,84619
"UNITED STATES",1995,121384,4544998,84322
"UNITED STATES",1995,111356,2871435,82041
"ARGENTINA",1995,42098,4136437,62405
"PERU",1992,165055,1738317,67203
"PERU",1992,156671,2052471,103660
"UNITED STATES",1998,99672,1283842,100300
"UNITED STATES",1998,174968,6737682,122577
"UNITED STATES",1998,126584,7015686,96634
"UNITED STATES",1998,89259,2542685,74895
"PERU",1995,133626,5247718,99577
"BRAZIL",1995,141152,1063096,71589
"UNITED STATES",1993,27183,939212,66610
"UNITED STATES",1993,49305,4866684,75258
"BRAZIL",1995,2184,2075689,65170
"PERU",1996,61111,4887749,64326
"CANADA",1994,84883,358632,112072
"ARGENTINA",1993,44901,2082175,110754
"PERU",1992,53155,108598,66489
"UNITED STATES",1993,9137,1255356,62767
"BRAZIL",1998,164243,5306087,78434
"PERU",1996,147623,3611880,100237
"PERU",1995,20296,2123642,72977
"ARGENTINA",1995,130856,5547339,113211
"ARGENTINA",1994,136910,8498262,116814
"CANADA",1993,176107,2476228,70986
"CANADA",1993,29133,691446,63727
"CANADA",1997,30253,1703880,70995
"PERU",1995,183706,8053650,107382
"UNITED STATES",1997,166719,3189278,107142
"BRAZIL",1995,71812,6330741,107028
"CANADA",1992,123085,4497696,66484
"CANADA",1992,190281,1622224,82276
"UNITED STATES",1998,29452,372991,82887
"UNITED STATES",1994,17640,7250814,93458
"BRAZIL",1994,152720,6197429,106363
"ARGENTINA",1998,48169,4213927,67029
"UNITED STATES",1994,45142,3235328,65228
"UNITED STATES",1994,93652,7502518,98739
"UNITED STATES",1994,6748,5023790,99284
"UNITED STATES",1994,12470,2599043,82948
"UNITED STATES",1995,60369,2679989,79761
"UNITED STATES",1995,156908,2334301,117894
"BRAZIL",1992,171779,6662772,111046
"UNITED STATES",1995,139168,785861,72429
"UNITED STATES",1993,18175,2700129,65590
"CANADA",1994,29896,8152598,109553
"CANADA",1994,54153,110715,66429
"CANADA",1994,177289,635320,81976
"BRAZIL",1998,120053,3862980,64383
"BRAZIL",1998,122866,5203809,113331
"ARGENTINA",1995,861,3930709,105711
"ARGENTINA",1994,160440,4418795,90026
"BRAZIL",1995,132855,5557830,113271
"ARGENTINA",1996,61473,3959137,86068
"BRAZIL",1992,20387,640616,78442
"UNITED STATES",1992,74000,4581696,58440
"UNITED STATES",1997,82977,768308,117598
"PERU",1995,23561,3527314,89073
"CANADA",1992,123633,1371689,99397
"CANADA",1992,93367,3917836,81621
"PERU",1997,197215,5642503,78732
"BRAZIL",1996,99607,4832652,96396
"PERU",1995,103184,641077,71230
"PERU",1995,55428,1182824,83005
"CANADA",1993,1031,2714071,55921
"ARGENTINA",1992,9924,2816901,110035
"ARGENTINA",1992,188659,5644909,104859
"UNITED STATES",1995,173556,1319935,97773
"UNITED STATES",1995,135274,5314326,78556
"BRAZIL",1992,89827,539595,109009
"CANADA",1997,176628,7926483,102277
"CANADA",1997,64640,4818733,96278
"CANADA",1997,192566,3118092,99513
"CANADA",1997,28943,1297254,112316
"UNITED STATES",1998,17748,316490,99944
"UNITED STATES",1998,122454,2025689,88587
"ARGENTINA",1994,166761,8510050,109665
"ARGENTINA",1994,18164,831098,64929
"ARGENTINA",1994,164380,543086,86662
"PERU",1995,134319,4506522,81198
"PERU",1995,68115,2534477,64986
"PERU",1993,176629,634490,102337
"PERU",1993,196049,1030536,68702
"PERU",1994,72958,9177805,115857
"PERU",1994,193386,147938,88762
"UNITED STATES",1998,34237,1931358,70273
"CANADA",1993,189323,5592787,84739
"BRAZIL",1994,160900,4764987,117654
"CANADA",1996,4794,5096370,101927
"CANADA",1996,121636,1768691,99457
"UNITED STATES",1995,31653,5871128,95079
"ARGENTINA",1995,88496,3525663,89069
"ARGENTINA",1995,23056,2114748,58743
"CANADA",1997,190098,3535755,71285
"PERU",1996,167465,3418918,91947
"PERU",1997,163797,6187126,111647
"UNITED STATES",1995,166780,7147038,110806
"UNITED STATES",1995,135252,2783034,77235
"ARGENTINA",1994,20110,4790011,61806
"ARGENTINA",1994,186281,2986139,82036
"ARGENTINA",1997,157891,7405782,116933
"ARGENTINA",1994,60417,3099172,82644
"PERU",1992,161343,3405524,84260
"PERU",1998,120534,4896769,93271
"UNITED STATES",1992,155245,5382993,78014
"UNITED STATES",1992,176918,7341268,119694
"UNITED STATES",1992,47224,2108196,70273
"UNITED STATES",1997,97260,3620908,75435
"UNITED STATES",1997,139232,3943355,76273
"UNITED STATES",1996,58006,1908720,57840
"BRAZIL",1997,67023,2393868,59401
"UNITED STATES",1995,179775,2025408,111286
"UNITED STATES",1995,30380,4292804,78622
"PERU",1995,48296,2896707,74657
"BRAZIL",1997,111561,4865500,94353
"BRAZIL",1997,83857,6056396,110451
"BRAZIL",1997,95244,3990352,74354
"ARGENTINA",1997,146854,2448294,114051
"ARGENTINA",1992,115282,2542668,77836
"BRAZIL",1993,138576,1469258,96874
"BRAZIL",1993,106389,4904760,83722
"BRAZIL",1992,194964,7824048,123537
"BRAZIL",1995,152310,400519,81738
"ARGENTINA",1993,97521,5863005,91111
"CANADA",1993,158591,465184,98975
"CANADA",1993,71320,1150566,77479
"CANADA",1997,59659,4124320,97119
"UNITED STATES",1997,188838,5433660,115609
"PERU",1995,101369,4476966,82221
"PERU",1994,173503,7647601,94590
"ARGENTINA",1993,166100,214562,69966
"UNITED STATES",1997,176586,3594497,99754
"UNITED STATES",1994,32530,5304596,87751
"ARGENTINA",1995,3730,4912626,98023
"CANADA",1997,19811,3582776,103848
"UNITED STATES",1995,62154,1259017,66969
"UNITED STATES",1995,15628,3192206,92617
"BRAZIL",1996,197422,151942,91165
"CANADA",1995,57052,4359096,60543
"CANADA",1994,160658,5104390,103119
"UNITED STATES",1992,91067,1809282,63483
"UNITED STATES",1994,86279,1718236,75916
"BRAZIL",1994,33231,1037328,69853
"BRAZIL",1994,103870,1311709,112432
"BRAZIL",1994,66476,5906914,86548
"UNITED STATES",1996,163544,4166743,96452
"BRAZIL",1993,135232,3805491,76033
"PERU",1996,107216,1590173,73392
"PERU",1996,79059,289615,62283
"BRAZIL",1992,179358,5289448,86241
"ARGENTINA",1995,28933,3101975,111715
"ARGENTINA",1995,37045,2612226,58922
"ARGENTINA",1995,3215,5045363,67092
"BRAZIL",1992,156957,6642007,120837
"BRAZIL",1992,87745,7329490,103964
"CANADA",1997,59253,2565121,72735
"CANADA",1996,131671,2697029,102160
"ARGENTINA",1992,152084,3926292,68164
"ARGENTINA",1992,60391,2675752,81083
"ARGENTINA",1996,56931,3335972,113275
"ARGENTINA",1997,6191,3532951,65831
"BRAZIL",1997,45371,3633181,78982
"UNITED STATES",1993,104565,5493460,94173
"ARGENTINA",1994,72431,1769725,84205
"ARGENTINA",1994,53633,3466786,95197
"ARGENTINA",1994,62265,1451848,73635
"ARGENTINA",1994,16713,3422391,97782
"UNITED STATES",1995,157844,547729,114110
"UNITED STATES",1995,113249,5387240,75734
"UNITED STATES",1995,159263,5164747,79335
"CANADA",1994,17050,3283134,58023
"UNITED STATES",1992,55676,3565198,97900
"UNITED STATES",1992,142711,7744383,105222
"CANADA",1993,166430,2587327,89785
"ARGENTINA",1997,62333,2435220,77719
"BRAZIL",1997,59646,6835209,96338
"BRAZIL",1998,133824,1209440,111469
"ARGENTINA",1997,115205,2245168,73212
"ARGENTINA",1997,50409,1533403,81564
"BRAZIL",1995,27437,4679994,81865
"CANADA",1998,65904,5048730,112194
"BRAZIL",1998,153964,6193119,121077
"UNITED STATES",1993,166087,1106956,69184
"CANADA",1994,167440,3183713,90446
"ARGENTINA",1997,197955,1393953,123177
"BRAZIL",1993,157109,349830,69966
"BRAZIL",1993,124016,4992048,62400
"BRAZIL",1992,151366,3826872,85041
"BRAZIL",1992,783,7577010,101026
"BRAZIL",1993,120468,4167688,89307
"UNITED STATES",1994,189247,614670,80174
"BRAZIL",1995,101075,306679,64564
"BRAZIL",1995,167305,4619161,82338
"UNITED STATES",1997,118839,4235852,111469
"UNITED STATES",1997,123133,4162068,69367
"BRAZIL",1992,50981,2225640,115918
"BRAZIL",1992,31785,3553734,103006
"UNITED STATES",1996,54255,1148787,72555
"UNITED STATES",1996,47062,1076667,60543
"BRAZIL",1998,66161,2966685,67629
"BRAZIL",1998,155686,1672012,104500
"BRAZIL",1998,185206,3744480,77472
"BRAZIL",1992,195330,5199603,85519
"CANADA",1996,162419,5688614,88884
"UNITED STATES",1994,12215,3602563,67632
"UNITED STATES",1994,116473,5150587,89368
"ARGENTINA",1997,98880,3906191,112732
"ARGENTINA",1997,77581,448871,93514
"BRAZIL",1993,15144,1461613,63548
"BRAZIL",1993,123393,5358203,84983
"BRAZIL",1996,88691,1276564,100781
"UNITED STATES",1997,164710,6644514,106482
"ARGENTINA",1992,32217,3383274,68952
"BRAZIL",1997,167734,8740192,108103
"BRAZIL",1997,100987,1109292,119278
"PERU",1995,25495,6275724,85229
"PERU",1995,93757,8063954,105045
"CANADA",1994,172967,2176637,122397
"BRAZIL",1993,55458,2631843,84807
"ARGENTINA",1993,43889,6477397,109972
"ARGENTINA",1993,41455,4331787,83787
"ARGENTINA",1995,184921,6788033,120355
"UNITED STATES",1993,69446,257610,84926
"UNITED STATES",1992,51190,4293156,68471
"UNITED STATES",1992,146055,3161114,66063
"ARGENTINA",1995,71178,4644945,68950
"BRAZIL",1994,35377,6168139,78742
"UNITED STATES",1996,102382,3733672,83062
"ARGENTINA",1997,55253,598083,72495
"PERU",1994,194336,566410,85819
"BRAZIL",1995,143699,6489777,104561
"ARGENTINA",1993,25280,5377959,72316
"UNITED STATES",1998,52503,4421809,87330
"CANADA",1996,94309,1626518,78198
"BRAZIL",1994,151227,2684262,76693
"BRAZIL",1995,33405,5103319,80304
"UNITED STATES",1998,193800,2556630,113628
"UNITED STATES",1998,196478,4871410,94468
"BRAZIL",1992,183558,6342949,98493
"CANADA",1993,160881,570912,116512
"UNITED STATES",1998,154120,5753188,70447
"PERU",1994,190316,556898,84378
"PERU",1994,33971,7972299,114298
"UNITED STATES",1998,82729,3851370,102703
"PERU",1995,71413,2367341,83064
"UNITED STATES",1993,153198,242730,75071
"BRAZIL",1995,63668,5048356,97899
"CANADA",1998,195672,6756034,106060
"BRAZIL",1997,81186,976929,70030
"BRAZIL",1997,77055,686313,61923
"ARGENTINA",1997,74607,316320,94896
"ARGENTINA",1997,44786,1370777,103846
"CANADA",1995,23519,706829,86550
"ARGENTINA",1992,154777,4002417,109906
"UNITED STATES",1997,80981,1318450,117718
"UNITED STATES",1997,164859,8589990,115431
"BRAZIL",1995,73392,1633006,81923
"BRAZIL",1995,94094,3770231,65285
"BRAZIL",1993,107484,2362504,89488
"CANADA",1998,13856,2093732,106191
"PERU",1993,13096,817362,60545
"CANADA",1994,56039,3592058,59701
"CANADA",1993,74599,4881276,94415
"CANADA",1993,179626,8528100,102337
"CANADA",1993,159097,1169963,69365
"ARGENTINA",1998,34725,4257181,99583
"UNITED STATES",1995,181886,5399862,118072
"BRAZIL",1994,41908,3551808,110994
"BRAZIL",1994,11895,722756,108413
"BRAZIL",1994,111042,1245746,63182
"CANADA",1992,78328,3922878,78379
"CANADA",1992,49591,2390995,92435
"ARGENTINA",1995,59355,2497265,78861
"CANADA",1996,37505,3981300,86550
"CANADA",1996,112619,4899724,97896
"UNITED STATES",1993,164367,5925830,85881
"UNITED STATES",1997,116937,7909508,117235
"UNITED STATES",1997,85178,3836134,69790
"CANADA",1995,7463,4867873,82227
"CANADA",1995,108723,4441861,103903
"BRAZIL",1996,67332,2142595,77959
"BRAZIL",1996,9675,4666853,95080
"BRAZIL",1996,42813,1453810,105348
"ARGENTINA",1992,31250,793800,70875
"ARGENTINA",1992,112116,2481842,67686
"CANADA",1992,104999,4949855,120239
"CANADA",1992,63071,3209753,62044
"CANADA",1992,31791,4389668,103367
"UNITED STATES",1995,194153,733324,74829
"UNITED STATES",1995,114236,5523516,75013
"UNITED STATES",1997,159534,149791,95611
"UNITED STATES",1997,133870,4616884,114232
"CANADA",1997,25392,2277767,79043
"PERU",1993,132824,5681869,111409
"UNITED STATES",1993,53826,8030547,106789
"UNITED STATES",1993,40652,1404717,95559
"UNITED STATES",1996,183228,5900490,78673
"PERU",1993,170576,7584101,98794
"PERU",1993,48231,2741709,70753
"UNITED STATES",1995,189435,746970,91465
"CANADA",1995,124639,6707756,99817
"BRAZIL",1994,135986,4076311,121318
"BRAZIL",1994,105130,1651614,68107
"ARGENTINA",1992,185836,3753333,115309
"CANADA",1997,160702,7218256,105762
"CANADA",1994,30460,1176329,83427
"PERU",1998,178260,4195445,80295
"PERU",1993,64027,1730320,59461
"PERU",1993,29411,2712989,80424
"CANADA",1995,93809,8202740,108168
"CANADA",1995,41006,4050319,56820
"UNITED STATES",1997,64250,1748520,72855
"UNITED STATES",1997,128194,1955504,73331
"UNITED STATES",1997,108819,723812,109668
"PERU",1995,59047,2244475,60362
"UNITED STATES",1992,121108,3912331,67746
"UNITED STATES",1992,33497,3982484,85829
"PERU",1993,26617,299460,92616
"PERU",1997,73513,4331690,89190
"UNITED STATES",1994,179376,1874516,87322
"UNITED STATES",1993,58479,4880210,86248
"PERU",1997,191152,4231682,74589
"UNITED STATES",1993,22529,278691,87091
"BRAZIL",1996,91873,6176449,111892
"PERU",1993,94565,1703039,93573
"CANADA",1995,41028,1675435,58141
"CANADA",1995,184164,2784644,74889
"PERU",1997,23125,1362556,62887
"UNITED STATES",1995,52944,6760694,113816
"BRAZIL",1998,147609,2743329,99396
"CANADA",1997,155211,2795791,75972
"CANADA",1997,17502,2427345,85170
"ARGENTINA",1993,183538,5164573,97291
"ARGENTINA",1993,117571,3250214,95314
"ARGENTINA",1996,122138,2501240,69607
"CANADA",1994,166596,8229820,99755
"CANADA",1994,154206,1556347,75612
"CANADA",1994,142654,4146612,101799
"BRAZIL",1992,41162,2610076,66189
"ARGENTINA",1994,182101,1064790,70986
"ARGENTINA",1997,65756,1239660,103305
"ARGENTINA",1997,157520,3297016,94651
"UNITED STATES",1994,106765,3912046,106305
"UNITED STATES",1994,8195,1725389,66191
"BRAZIL",1993,28476,2615123,84268
"BRAZIL",1993,186439,5354259,91525
"BRAZIL",1993,37399,4349949,80183
"PERU",1996,5990,3837483,113759
"ARGENTINA",1993,92395,1977030,83243
"ARGENTINA",1993,136836,6719714,112369
"CANADA",1996,164125,3138087,71347
"BRAZIL",1997,23612,6910245,92136
"ARGENTINA",1996,51475,3252351,85588
"CANADA",1992,107763,7738221,106245
"ARGENTINA",1996,145367,2012613,84741
"BRAZIL",1995,1834,4999190,104149
"BRAZIL",1995,35006,1072740,56460
"CANADA",1992,17985,8563410,114178
"CANADA",1992,65653,2020075,97119
"ARGENTINA",1993,87163,105814,69009
"PERU",1998,21337,1726428,75499
"PERU",1998,199032,2341232,67861
"ARGENTINA",1993,10324,4989121,74059
"ARGENTINA",1993,111606,3295051,97056
"PERU",1996,144369,5914911,84801
"BRAZIL",1993,128266,2554869,77655
"ARGENTINA",1993,141477,7142882,91108
"ARGENTINA",1992,143335,769108,82699
"ARGENTINA",1992,13707,1640148,97242
"UNITED STATES",1992,32083,646605,60904
"PERU",1994,63301,500662,75858
"BRAZIL",1998,132750,7687218,106965
"PERU",1996,95211,1458307,72372
"BRAZIL",1997,127687,1594652,102880
"ARGENTINA",1998,159688,4341237,104860
"BRAZIL",1992,142658,5654661,102039
"ARGENTINA",1996,138554,5274525,95553
"ARGENTINA",1996,148848,9484200,113810
"ARGENTINA",1996,195923,587505,121135
"CANADA",1996,190238,1344168,79693
"BRAZIL",1997,72123,2779414,65707
"PERU",1995,70925,910041,113755
"PERU",1995,70626,2845176,95797
"UNITED STATES",1995,117101,3913350,67086
"PERU",1994,58841,6155452,107990
"UNITED STATES",1996,20132,4252709,63127
"CANADA",1992,32081,1914721,60784
"ARGENTINA",1992,29756,168575,101145
"ARGENTINA",1992,101341,5315666,80540
"UNITED STATES",1993,8599,3542836,90455
"PERU",1996,65255,854175,73215
"BRAZIL",1997,7982,6327653,113398
"BRAZIL",1997,140496,3635335,92189
"ARGENTINA",1992,171664,3915648,104139
"PERU",1995,126461,1154268,89247
"ARGENTINA",1995,112818,2987881,109848
"BRAZIL",1997,30827,3962126,105469
"BRAZIL",1996,67958,7626762,115557
"PERU",1994,155596,3805263,99095
"PERU",1994,87623,805310,96637
"PERU",1994,126975,2690647,120118
"PERU",1994,57442,2863254,83966
"BRAZIL",1993,115937,3198899,117175
"PERU",1994,77762,160057,104385
"PERU",1994,145736,4400873,106903
"ARGENTINA",1996,180894,9479472,118493
"PERU",1992,69927,5391046,113815
"PERU",1994,183089,1722957,70324
"PERU",1994,161374,5181685,86122
"PERU",1994,16149,3235895,63908
"PERU",1994,3295,563196,71897
"BRAZIL",1993,143794,7443049,110267
"CANADA",1992,192317,2276035,84558
"PERU",1993,59925,753968,113095
"PERU",1992,192083,4836629,70504
"PERU",1992,110568,3521767,94713
"PERU",1992,176424,6279257,90025
"CANADA",1996,114416,4348446,85824
"CANADA",1996,91598,433958,95375
"CANADA",1996,80952,4267953,115977
"CANADA",1997,164208,5325429,76332
"UNITED STATES",1996,13267,3251616,70815
"ARGENTINA",1994,104282,956992,77176
"ARGENTINA",1994,167054,4136674,67263
"PERU",1994,125151,331674,70569
"PERU",1998,130102,1648337,67926
"PERU",1998,10598,603436,90515
"BRAZIL",1993,63379,2604197,80542
"BRAZIL",1993,47406,1591598,81204
"UNITED STATES",1998,125572,2035304,95854
"BRAZIL",1993,115571,6492244,95194
"BRAZIL",1993,68340,4971692,78500
"UNITED STATES",1992,34368,520944,78141
"UNITED STATES",1992,13284,2643594,71836
"CANADA",1994,127822,5786236,110989
"PERU",1998,180707,858096,107262
"PERU",1992,64663,2937926,97659
"CANADA",1998,185182,5474217,76030
"ARGENTINA",1998,39139,2182135,64687
"ARGENTINA",1998,194521,3799703,96931
"UNITED STATES",1995,94370,4406915,81862
"ARGENTINA",1997,139973,2198163,120778
"ARGENTINA",1995,10325,2248282,74119
"UNITED STATES",1994,40322,5752392,75739
"PERU",1995,46861,4033335,108471
"UNITED STATES",1996,17788,3889178,102346
"PERU",1997,171948,1470516,121196
"BRAZIL",1993,105039,2257192,62641
"CANADA",1998,179413,4910028,89544
"BRAZIL",1997,173750,3217095,109425
"ARGENTINA",1996,61814,980247,106548
"ARGENTINA",1996,40590,7273363,91835
"CANADA",1997,116791,3579424,108467
"ARGENTINA",1993,164899,4697624,117833
"PERU",1996,185684,6530119,106180
"CANADA",1996,72098,2260030,64205
"ARGENTINA",1993,174011,937448,65100
"BRAZIL",1994,58957,6621523,114957
"ARGENTINA",1992,68992,5647651,117659
"ARGENTINA",1996,158780,3890858,110326
"ARGENTINA",1996,60962,6759204,115377
"CANADA",1993,48437,3441408,83125
"PERU",1992,122486,2048515,90508
"PERU",1992,17175,100479,65530
"PERU",1992,63162,2425844,67509
"UNITED STATES",1994,142638,7583002,100837
"CANADA",1997,67135,5400437,66127
"UNITED STATES",1994,178086,4400222,69844
"UNITED STATES",1994,78140,4472560,67088
"ARGENTINA",1997,65381,6011586,80782
"ARGENTINA",1997,169148,3695237,73028
"PERU",1993,48560,286626,90513
"PERU",1993,18586,4242915,90274
"PERU",1996,177328,1514934,84319
"PERU",1996,102681,5167213,101020
"PERU",1996,109801,6062558,108648
"CANADA",1994,29966,5466052,113757
"ARGENTINA",1995,144587,4340002,97894
"ARGENTINA",1995,67340,634059,78440
"ARGENTINA",1995,198219,1609630,79032
"UNITED STATES",1996,185936,4161131,121315
"CANADA",1997,85135,3363750,67207
"CANADA",1994,150534,7447291,95071
"UNITED STATES",1993,81411,760255,83544
"ARGENTINA",1993,188886,5529664,118492
"ARGENTINA",1997,142136,996697,70687
"ARGENTINA",1997,69586,777790,93334
"ARGENTINA",1997,164038,748278,66121
"PERU",1998,145509,603146,93270
"CANADA",1992,78698,1103262,100601
"CANADA",1995,21082,2307084,60184
"BRAZIL",1995,123895,7138270,115133
"UNITED STATES",1992,111059,3736614,64203
"PERU",1996,154243,2161201,77834
"CANADA",1992,88071,1156504,63544
"PERU",1995,115388,2147171,84202
"PERU",1995,169967,3483201,122217
"ARGENTINA",1992,160115,662762,70506
"ARGENTINA",1992,46877,7222525,109432
"CANADA",1994,192665,3866852,105459
"UNITED STATES",1995,103520,3961152,91411
"BRAZIL",1992,15164,1057576,64749
"UNITED STATES",1994,55391,2024970,80783
"CANADA",1998,24115,2836770,62346
"CANADA",1998,152834,2452879,113209
"UNITED STATES",1993,7347,2359413,75260
"PERU",1995,95342,5782658,80240
"PERU",1995,168447,6301199,90926
"UNITED STATES",1992,190624,5040982,102877
"CANADA",1997,144290,6137734,80057
"CANADA",1997,14564,2720550,88713
"ARGENTINA",1992,22761,7597125,101025
"ARGENTINA",1994,98225,5346694,73393
"ARGENTINA",1992,137303,1474330,80418
"ARGENTINA",1992,39865,6930662,108291
"PERU",1996,62122,2621402,65047
"PERU",1997,174267,2172841,80475
"BRAZIL",1996,167098,5009887,69905
"UNITED STATES",1993,100388,4248442,83302
"BRAZIL",1998,11770,1498457,100906
"BRAZIL",1998,2333,3829523,74119
"BRAZIL",1997,53915,7027101,112134
"ARGENTINA",1992,30022,1679363,57121
"ARGENTINA",1993,38434,2709176,82345
"UNITED STATES",1998,63241,2037574,72254
"UNITED STATES",1998,137025,1449657,63721
