"s_nation","d_year","lo_custkey","lo_revenue"
"INDIA",1993,149707,734988
"CHINA",1995,602989,526425
"INDIA",1996,384335,139050
"INDONESIA",1996,384335,5741552
"INDIA",1996,206600,4708896
"CHINA",1996,206600,5327540
"INDIA",1996,206600,1735450
"VIETNAM",1996,16798,5693976
"INDONESIA",1996,16798,4498752
"INDONESIA",1996,16798,3151083
"VIETNAM",1994,620104,1681207
"VIETNAM",1994,620104,152352
"CHINA",1995,76502,5511164
"JAPAN",1993,568712,6802547
"INDIA",1992,45170,4006575
"JAPAN",1993,462293,6074755
"INDONESIA",1995,519907,2480220
"CHINA",1995,519907,5883182
"INDIA",1997,870190,6779045
"CHINA",1997,870190,4430160
"JAPAN",1997,870190,1676390
"CHINA",1997,870190,6236775
"CHINA",1997,264655,6279591
"VIETNAM",1997,264655,3626993
"VIETNAM",1997,183112,3849261
"CHINA",1992,451597,2305794
"VIETNAM",1992,451597,1480073
"INDONESIA",1997,263536,4719092
"INDONESIA",1992,253009,6565622
"VIETNAM",1992,253009,5282772
"CHINA",1993,699139,5493569
"INDONESIA",1993,699139,5724065
"VIETNAM",1995,26929,5164770
"VIETNAM",1995,26929,1991459
"VIETNAM",1995,26929,4351374
"CHINA",1995,26929,1457737
"INDIA",1993,775060,3746096
"INDIA",1996,719143,5118919
"JAPAN",1997,879812,4391574
"INDIA",1997,879812,4779479
"JAPAN",1993,888460,3459335
"JAPAN",1993,888460,3082440
"JAPAN",1993,888460,6513906
"VIETNAM",1993,441379,3514483
"CHINA",1993,431791,3415441
"INDONESIA",1994,98110,5374210
"VIETNAM",1994,886123,6922188
"INDIA",1994,886123,3444044
"INDONESIA",1993,572876,6414478
"CHINA",1996,35372,5815111
"INDONESIA",1996,258880,6030528
"INDONESIA",1996,258880,2277879
"INDIA",1992,384415,1740699
"JAPAN",1992,384415,8484177
"JAPAN",1994,644557,1820185
"CHINA",1994,659056,662675
"INDONESIA",1993,424705,225548
"CHINA",1993,424705,4149724
"VIETNAM",1996,102493,3859977
"CHINA",1993,253723,1080332
"VIETNAM",1992,546787,6870561
"JAPAN",1997,29033,6962898
"CHINA",1994,257950,3363823
"INDONESIA",1996,48949,1686324
"JAPAN",1996,48949,3677757
"VIETNAM",1997,635611,4657332
"JAPAN",1997,635611,3469356
"JAPAN",1996,344962,3155114
"JAPAN",1994,204541,2084490
"VIETNAM",1994,204541,4175386
"VIETNAM",1994,204541,4702037
"JAPAN",1994,204541,5935789
"INDONESIA",1995,445517,3554328
"VIETNAM",1992,687569,4464377
"VIETNAM",1992,687569,2288455
"CHINA",1993,867286,3772684
"JAPAN",1993,52267,6630935
"INDONESIA",1994,21148,3328526
"INDIA",1996,825559,3727135
"INDONESIA",1996,825559,838145
"CHINA",1996,825559,6358198
"INDIA",1993,56057,7420428
"INDONESIA",1995,429959,3828491
"INDIA",1995,429959,2332117
"CHINA",1996,218491,1098195
"INDONESIA",1996,218491,4476160
"CHINA",1997,176416,3024928
"INDIA",1997,176416,3123225
"INDIA",1996,352814,1500899
"INDIA",1997,534256,5141864
"CHINA",1997,534256,160143
"INDIA",1997,534256,5581386
"INDIA",1994,831307,3173542
"CHINA",1997,158629,534840
"CHINA",1997,158629,3000791
"INDIA",1997,266185,153327
"INDONESIA",1994,754732,990538
"CHINA",1997,128281,3514959
"INDONESIA",1993,569821,5171004
"INDIA",1993,569821,5904181
"CHINA",1993,569821,3980633
"JAPAN",1993,569821,3139040
"INDONESIA",1997,267161,1591596
"INDONESIA",1997,74638,1892741
"CHINA",1993,715912,7907659
"INDIA",1992,207580,5132778
"VIETNAM",1996,211867,6230898
"INDIA",1996,211867,6395855
"JAPAN",1994,720502,1732082
"JAPAN",1995,820714,1005499
"VIETNAM",1994,320821,3598966
"INDIA",1994,124964,2864167
"CHINA",1992,560578,4007797
"VIETNAM",1993,463543,2001692
"VIETNAM",1995,353155,1260230
"INDIA",1995,353155,1955064
"INDONESIA",1997,342322,2419579
"JAPAN",1997,342322,104963
"VIETNAM",1996,227041,3801713
"JAPAN",1997,772690,2053963
"INDIA",1993,808555,9671664
"CHINA",1996,12118,2290392
"INDIA",1997,27118,464420
"INDIA",1997,27118,3478172
"CHINA",1997,27118,1146941
"INDONESIA",1994,698710,3263288
"VIETNAM",1993,573692,4563624
"JAPAN",1992,463417,5581822
"JAPAN",1995,688124,548465
"JAPAN",1995,688124,5419736
"CHINA",1992,293849,5793907
"VIETNAM",1992,293849,2672190
"JAPAN",1992,408715,4279462
"VIETNAM",1992,408715,681824
"INDIA",1996,652813,1474506
"INDIA",1994,825062,2956305
"CHINA",1995,500713,2351349
"VIETNAM",1995,500713,6711091
"INDIA",1997,473497,747892
"INDIA",1994,244010,5236617
"INDONESIA",1996,659782,1116364
"INDIA",1996,659782,3566830
"VIETNAM",1992,267997,2030753
"JAPAN",1992,267997,7460535
"CHINA",1995,268585,7151137
"INDONESIA",1994,592588,7259078
"VIETNAM",1994,301031,6880970
"CHINA",1994,301031,3411041
"INDIA",1994,301031,682070
"VIETNAM",1993,523333,2959770
"CHINA",1993,523333,3598489
"CHINA",1997,837931,3051129
"INDIA",1993,143693,4363982
"INDONESIA",1993,884575,1611540
"INDONESIA",1993,884575,677216
"VIETNAM",1992,657935,2632248
"CHINA",1992,657935,2638008
"INDONESIA",1993,504670,3575638
"INDONESIA",1996,456073,1424991
"JAPAN",1996,552566,2869208
"JAPAN",1996,552566,1279226
"INDIA",1996,767584,5368126
"VIETNAM",1995,791251,3017495
"INDONESIA",1995,791251,3903614
"INDONESIA",1993,131203,1944277
"CHINA",1993,131203,2903630
"CHINA",1997,104534,3332340
"JAPAN",1996,88418,7788922
"VIETNAM",1995,360118,2286175
"JAPAN",1995,360118,4059757
"JAPAN",1996,145468,2063097
"JAPAN",1992,466561,5475372
"JAPAN",1992,466561,4967763
"VIETNAM",1996,685003,1982542
"INDONESIA",1994,638089,3725184
"CHINA",1994,638089,4699562
"INDIA",1993,508873,5172818
"VIETNAM",1993,508873,6306138
"INDONESIA",1993,508873,4810659
"VIETNAM",1993,822721,6610312
"CHINA",1995,249919,4581819
"VIETNAM",1995,249919,2525912
"VIETNAM",1997,76414,3882906
"CHINA",1997,76414,3389176
"VIETNAM",1995,888226,1268420
"INDONESIA",1993,884905,2467780
"VIETNAM",1997,80719,8265474
"INDONESIA",1997,80719,3125926
"JAPAN",1996,331555,838879
"CHINA",1997,519373,4631217
"JAPAN",1994,270019,4007718
"VIETNAM",1994,270019,1426288
"VIETNAM",1994,828311,1031771
"VIETNAM",1996,491066,1873211
"VIETNAM",1994,233032,5642010
"JAPAN",1995,196846,3970960
"VIETNAM",1993,889342,3872642
"VIETNAM",1992,350422,1054539
"VIETNAM",1993,813679,5473155
"JAPAN",1996,876806,400389
"INDONESIA",1996,876806,493749
"INDIA",1996,876806,4159584
"JAPAN",1994,762359,3319734
"JAPAN",1993,344338,7027468
"VIETNAM",1992,145447,2094400
"CHINA",1992,97970,4914602
"JAPAN",1997,468179,3529818
"CHINA",1995,874459,3119763
"INDIA",1993,691516,2403847
"INDIA",1994,338461,3138222
"INDIA",1994,338461,3364536
"INDONESIA",1992,486319,2388921
"JAPAN",1996,501295,1886913
"INDONESIA",1995,869144,6928356
"JAPAN",1995,869144,2476059
"INDIA",1995,869144,5581840
"VIETNAM",1997,374728,1105238
"INDONESIA",1993,734171,513183
"INDIA",1993,59312,2812728
"INDIA",1993,273277,4132860
"INDIA",1996,264007,1909269
"VIETNAM",1995,308858,3338849
"INDIA",1995,308858,4398290
"JAPAN",1996,106207,696559
"JAPAN",1996,237871,3681214
"INDONESIA",1996,74597,6675221
"INDONESIA",1996,74597,1374502
"CHINA",1996,74597,197700
"CHINA",1993,41164,7067424
"CHINA",1996,880993,6546553
"JAPAN",1996,880993,1815361
"INDIA",1992,35789,7078993
"INDIA",1996,297601,2772940
"JAPAN",1996,297601,137879
"JAPAN",1996,297601,249753
"CHINA",1995,457804,2868422
"CHINA",1993,187733,4195621
"INDIA",1993,187733,1452619
"JAPAN",1997,723706,4186909
"INDONESIA",1995,714022,6871513
"INDIA",1995,846568,4102803
"INDIA",1993,142612,3737254
"VIETNAM",1993,142612,478826
"CHINA",1994,115649,2645391
"CHINA",1994,115649,2007785
"INDIA",1995,609937,1675112
"VIETNAM",1995,609937,441443
"JAPAN",1996,190063,2789900
"INDIA",1996,190063,242649
"JAPAN",1994,262867,4820586
"VIETNAM",1993,789955,2943590
"INDIA",1996,846277,7448659
"CHINA",1992,656641,3991517
"INDONESIA",1997,361534,8546227
"VIETNAM",1995,458908,748666
"VIETNAM",1995,458908,812569
"JAPAN",1992,562471,1712505
"VIETNAM",1992,562471,3928995
"CHINA",1994,733639,2327362
"INDIA",1994,733639,1385085
"JAPAN",1996,254767,883006
"JAPAN",1996,254767,3755598
"JAPAN",1996,254767,6071260
"JAPAN",1996,254767,6265212
"INDONESIA",1994,412309,3215553
"VIETNAM",1992,239071,950165
"INDONESIA",1992,239071,4441083
"CHINA",1997,348809,4465554
"VIETNAM",1992,721870,1229556
"CHINA",1992,466990,2669029
"VIETNAM",1992,466990,1245474
"CHINA",1993,525433,6323528
"INDONESIA",1993,119191,3232310
"INDIA",1993,119191,7626041
"VIETNAM",1992,886027,4100881
"CHINA",1992,886027,2495613
"INDONESIA",1992,174809,5354307
"INDONESIA",1996,574147,2994550
"CHINA",1997,284386,138834
"JAPAN",1995,760736,1580293
"INDIA",1996,586624,6673052
"CHINA",1992,520328,1652400
"JAPAN",1997,563456,1008105
"CHINA",1997,563456,307425
"INDIA",1997,195179,5294253
"INDONESIA",1997,195179,663526
"INDONESIA",1997,764782,2999240
"CHINA",1994,775729,4026979
"CHINA",1994,483163,2020674
"JAPAN",1996,347114,2122626
"CHINA",1996,599957,5053448
"VIETNAM",1996,599957,3121938
"JAPAN",1994,887314,4599725
"INDONESIA",1994,887314,1431870
"CHINA",1996,57160,5867120
"JAPAN",1992,242638,3199970
"JAPAN",1992,104611,7573195
"VIETNAM",1996,473321,898775
"VIETNAM",1992,324991,7774811
"INDONESIA",1992,324991,1341918
"CHINA",1996,16520,252174
"INDONESIA",1992,447286,1811149
"JAPAN",1993,369145,4697118
"CHINA",1995,512827,3563923
"JAPAN",1995,544273,1672522
"VIETNAM",1995,544273,1213321
"CHINA",1995,544273,1431270
"JAPAN",1993,250807,2173769
"INDIA",1993,250807,631911
"INDONESIA",1993,335374,575301
"JAPAN",1993,335374,2043040
"CHINA",1993,335374,6646701
"JAPAN",1994,812786,3991909
"VIETNAM",1994,812786,3791585
"JAPAN",1994,812786,4583520
"CHINA",1994,812786,4105593
"VIETNAM",1995,291251,4245101
"VIETNAM",1995,291251,3434442
"JAPAN",1994,845744,5815930
"INDIA",1995,847418,5140775
"INDIA",1996,49297,6923818
"INDIA",1996,49297,4116625
"VIETNAM",1996,534394,7247527
"CHINA",1996,534394,2776012
"INDIA",1995,254983,1129932
"INDIA",1993,576527,5288037
"JAPAN",1993,576527,1967616
"JAPAN",1992,287669,1596300
"INDONESIA",1994,44803,8571183
"CHINA",1992,874540,1429408
"JAPAN",1996,379072,2449506
"VIETNAM",1997,94253,1988214
"CHINA",1997,464611,4505007
"VIETNAM",1997,464611,8663300
"INDONESIA",1995,316843,1412901
"INDIA",1995,674186,3009483
"INDIA",1995,674186,4552940
"VIETNAM",1993,333553,5565372
"JAPAN",1993,825049,3807996
"VIETNAM",1993,266692,7953300
"JAPAN",1997,283171,3270242
"INDONESIA",1997,283171,7259904
"INDIA",1996,35908,1856185
"INDIA",1996,345478,7355941
"INDONESIA",1997,588715,1653869
"JAPAN",1994,184174,1142810
"INDONESIA",1994,184174,2005696
"INDIA",1996,599195,6180535
"CHINA",1996,589607,1767139
"CHINA",1997,517730,3187110
"INDIA",1997,517730,6951147
"VIETNAM",1997,149846,935211
"CHINA",1997,149846,1598897
"JAPAN",1997,455209,3375328
"INDONESIA",1996,672407,9149097
"INDIA",1993,191089,4081746
"CHINA",1993,191089,2845041
"INDONESIA",1992,681427,3175987
"JAPAN",1997,759373,7490661
"INDONESIA",1997,759373,7350583
"CHINA",1997,759373,1669917
"JAPAN",1997,259936,426751
"INDONESIA",1993,239254,1855206
"CHINA",1993,239254,3296618
"JAPAN",1993,239254,5531262
"JAPAN",1993,869482,2651427
"VIETNAM",1996,61516,2491601
"INDIA",1996,61516,8145423
"VIETNAM",1993,565612,3226394
"INDIA",1995,205411,9039814
"JAPAN",1996,151655,926090
"INDIA",1996,151655,408901
"INDONESIA",1997,60832,1631132
"VIETNAM",1995,879760,4775867
"CHINA",1995,879760,6925981
"INDONESIA",1993,1324,2252221
"INDIA",1993,740567,5401458
"INDONESIA",1993,740567,8121209
"VIETNAM",1993,740567,4241349
"INDONESIA",1995,802426,3370997
"JAPAN",1992,345748,3476705
"INDONESIA",1993,632446,3757478
"INDONESIA",1993,632446,3600177
"INDIA",1997,707128,1155375
"INDIA",1997,707128,2574302
"INDIA",1997,707128,6585946
"CHINA",1993,884957,4209002
"INDONESIA",1995,417151,644720
"INDONESIA",1995,417151,2255640
"JAPAN",1995,417151,540624
"INDONESIA",1996,54671,4513287
"INDIA",1996,54671,923640
"CHINA",1995,417892,225079
"INDIA",1995,417892,248181
"VIETNAM",1996,787444,6943463
"INDIA",1994,261482,6992275
"JAPAN",1994,13616,7384952
"INDONESIA",1994,13616,5156396
"CHINA",1992,166108,8015401
"INDIA",1995,725899,3181674
"VIETNAM",1995,725899,4003196
"INDIA",1997,652868,888393
"INDONESIA",1994,147121,5673354
"INDIA",1994,147121,1969173
"INDONESIA",1994,147121,2597603
"CHINA",1995,882775,2378192
"INDONESIA",1995,276829,1817140
"INDIA",1995,448120,7281162
"INDIA",1994,123601,1980181
"INDIA",1996,841975,1216380
"INDONESIA",1997,342959,3249857
"INDIA",1997,342959,385722
"VIETNAM",1995,682174,2511185
"INDIA",1995,682174,6333441
"JAPAN",1995,165193,4834552
"CHINA",1995,165193,1767991
"JAPAN",1993,792826,2257045
"INDONESIA",1993,792826,2495422
"INDIA",1993,792826,461648
"INDIA",1997,781744,1535546
"JAPAN",1997,781744,2540370
"JAPAN",1992,821744,4320999
"JAPAN",1992,821744,6699850
"CHINA",1993,539599,5036722
"INDIA",1993,539599,669580
"INDONESIA",1993,539599,4950677
"INDIA",1993,539599,1900289
"INDONESIA",1992,607901,8130241
"INDIA",1992,607901,4760486
"INDONESIA",1993,187931,3326498
"INDIA",1993,187931,4678160
"CHINA",1995,441298,6089917
"JAPAN",1995,441298,2882082
"INDIA",1995,441298,7747245
"VIETNAM",1993,864031,2700618
"CHINA",1993,864031,3561040
"CHINA",1993,2662,5406896
"INDONESIA",1996,732565,556406
"VIETNAM",1996,732565,6193428
"INDIA",1996,31772,4754112
"INDONESIA",1992,289286,824746
"VIETNAM",1993,223882,5930909
"INDIA",1993,223882,7162889
"INDIA",1995,76594,4250314
"JAPAN",1992,587845,1063820
"JAPAN",1992,604048,4147477
"INDONESIA",1996,227848,163864
"INDONESIA",1992,784951,540578
"CHINA",1997,468202,7902520
"JAPAN",1997,468202,641125
"INDIA",1994,394003,6001735
"VIETNAM",1994,394003,2356551
"VIETNAM",1997,719959,2862654
"JAPAN",1995,731770,5728272
"JAPAN",1995,351985,3036614
"INDIA",1996,701386,100686
"VIETNAM",1994,879073,5827114
"CHINA",1994,879073,5995948
"INDIA",1993,699035,2777727
"INDIA",1997,65320,7949018
"INDONESIA",1994,707863,5245834
"INDONESIA",1997,837350,3006283
"CHINA",1997,837350,5235236
"JAPAN",1997,411535,1656991
"INDIA",1997,144814,2887530
"INDONESIA",1992,428863,831917
"VIETNAM",1993,696095,7522835
"CHINA",1993,766825,1038869
"VIETNAM",1993,766825,8052700
"INDIA",1995,854965,4306225
"JAPAN",1992,375973,2094864
"INDIA",1996,871729,6362938
"INDONESIA",1993,212693,7702448
"INDIA",1996,819299,2850144
"INDIA",1996,846922,4239493
"INDIA",1992,786125,4656904
"INDIA",1996,389653,2747210
"INDIA",1995,474158,5112895
"INDONESIA",1995,474158,3199144
"INDIA",1995,474158,2448022
"INDONESIA",1992,567979,1446833
"VIETNAM",1993,610963,5649197
"VIETNAM",1996,559367,5053441
"JAPAN",1996,559367,6192822
"JAPAN",1994,432496,8245653
"JAPAN",1992,676219,3591278
"INDIA",1992,553286,3812445
"CHINA",1992,553286,3938859
"INDIA",1995,276733,3582225
"JAPAN",1996,812461,1238111
"VIETNAM",1996,210410,3860371
"JAPAN",1996,210410,4110755
"INDONESIA",1995,183101,336175
"INDIA",1997,881371,3694339
"INDIA",1993,96737,5409575
"VIETNAM",1994,206062,1136852
"CHINA",1997,224434,535072
"VIETNAM",1992,153862,8527039
"CHINA",1997,258275,4636103
"JAPAN",1997,258275,3358632
"INDONESIA",1993,111596,2941808
"JAPAN",1995,878077,5007922
"INDIA",1995,878077,5355520
"JAPAN",1995,878077,3784117
"VIETNAM",1995,511715,2205240
"VIETNAM",1994,883184,317258
"CHINA",1993,861499,4448844
"VIETNAM",1993,861499,1475985
"CHINA",1993,861499,5552164
"INDONESIA",1992,11125,3997656
"VIETNAM",1997,828212,3528853
"VIETNAM",1997,828212,2520046
"INDONESIA",1997,352823,4295155
"INDIA",1997,638071,2711520
"VIETNAM",1997,638071,2270288
"JAPAN",1997,638071,2633975
"VIETNAM",1993,536842,3084134
"INDONESIA",1995,193178,3111570
"JAPAN",1997,144988,3357396
"INDONESIA",1995,382711,135708
"VIETNAM",1997,111895,3646012
"CHINA",1993,871607,2978427
"JAPAN",1997,692869,1326291
"INDIA",1996,25246,2304890
"JAPAN",1992,669154,5617223
"INDONESIA",1995,69751,987633
"JAPAN",1995,69751,1755970
"JAPAN",1996,489929,7941156
"VIETNAM",1996,489929,4538825
"INDONESIA",1997,135467,5181923
"JAPAN",1995,735929,6110945
"JAPAN",1995,57661,2229274
"JAPAN",1995,57661,7976936
"VIETNAM",1993,693508,7502471
"JAPAN",1994,786094,1913102
"INDIA",1994,786094,4987806
"CHINA",1992,177142,4190004
"VIETNAM",1992,177142,1340865
"JAPAN",1992,895970,4364843
"INDIA",1996,661934,1684642
"INDONESIA",1996,749179,4998884
"INDONESIA",1993,265435,2908867
"VIETNAM",1993,531203,5578738
"JAPAN",1994,814435,5829597
"JAPAN",1994,806911,3943944
"INDIA",1994,806911,2126098
"JAPAN",1997,536884,3083865
"INDIA",1997,536884,2381940
"INDIA",1994,171559,2787864
"VIETNAM",1994,171559,1282117
"CHINA",1994,171559,2092536
"INDONESIA",1996,455422,1939290
"INDIA",1994,715132,3960973
"VIETNAM",1994,715132,1280758
"CHINA",1994,715132,1316116
"CHINA",1994,599983,3236377
"CHINA",1994,599983,6531926
"INDIA",1993,250408,1806604
"CHINA",1992,652387,7502530
"VIETNAM",1992,652387,273298
"INDONESIA",1992,249553,1976301
"JAPAN",1992,205606,5480484
"INDIA",1992,146917,7330044
"JAPAN",1997,262414,689034
"INDIA",1992,784636,4579616
"JAPAN",1992,548606,5134775
"INDONESIA",1992,548606,1074959
"VIETNAM",1992,548606,8249673
"JAPAN",1994,675943,1613784
"INDONESIA",1994,675943,6625483
"JAPAN",1994,675943,5390983
"CHINA",1994,675943,6719240
"INDIA",1995,519046,461980
"JAPAN",1995,519046,650532
"JAPAN",1995,519046,1764604
"JAPAN",1997,531596,3989866
"INDIA",1997,531596,102169
"INDONESIA",1996,740467,2955399
"INDONESIA",1994,260233,2802170
"INDONESIA",1994,855124,1902925
"INDIA",1992,206066,3582778
"INDIA",1995,150100,3375577
"INDIA",1993,26719,1648515
"VIETNAM",1993,18646,1512061
"INDIA",1995,152006,2413459
"INDIA",1995,152006,5097854
"INDONESIA",1992,803567,2369864
"CHINA",1995,41947,1271507
"VIETNAM",1992,274156,1350390
"INDIA",1995,627874,7981147
"VIETNAM",1992,158722,4449968
"JAPAN",1995,628087,5904413
"INDONESIA",1995,628087,4151381
"JAPAN",1992,605180,1386918
"CHINA",1995,415552,903861
"JAPAN",1993,452891,4782098
"INDONESIA",1996,581500,5222182
"CHINA",1997,157616,2690195
"VIETNAM",1997,157616,4193004
"INDONESIA",1992,373414,763705
"CHINA",1996,78109,7000593
"INDIA",1996,16486,2477202
"INDONESIA",1996,16486,717080
"INDONESIA",1993,754408,356050
"JAPAN",1996,105880,5789266
"CHINA",1996,105880,4276797
"CHINA",1993,224980,7613416
"INDIA",1995,332917,3975465
"INDONESIA",1996,16799,5214683
"VIETNAM",1996,16799,484543
"JAPAN",1992,639742,4741664
"CHINA",1992,639742,2086578
"JAPAN",1994,218638,4385710
"INDONESIA",1994,218638,3529563
"VIETNAM",1997,833290,1095135
"INDONESIA",1996,363896,2743595
"CHINA",1997,416552,564852
"CHINA",1997,416552,1508117
"CHINA",1997,789121,6355614
"INDONESIA",1997,343633,4188408
"INDIA",1992,680944,126709
"VIETNAM",1992,680944,5743969
"INDIA",1996,556331,5731812
"INDONESIA",1996,556331,2928570
"INDONESIA",1996,556331,5455875
"VIETNAM",1996,141847,628921
"CHINA",1994,243304,4371390
"VIETNAM",1995,502849,4753482
"INDONESIA",1995,502849,6378375
"INDONESIA",1995,365497,3394866
"INDIA",1995,391642,7707274
"CHINA",1997,611312,4048288
"CHINA",1994,696172,416483
"JAPAN",1997,540265,2213196
"INDONESIA",1995,118093,3584256
"CHINA",1995,118093,4211578
"JAPAN",1993,546698,2814920
"INDIA",1994,273107,2400068
"CHINA",1993,637594,2927246
"INDIA",1992,637972,4061265
"JAPAN",1992,185023,3576301
"INDONESIA",1992,185023,1156644
"INDONESIA",1992,185023,1001953
"VIETNAM",1995,122339,236444
"INDIA",1994,542500,5156310
"INDIA",1995,848809,5586488
"VIETNAM",1995,848809,643833
"CHINA",1993,870503,5418032
"INDIA",1994,833344,3801016
"JAPAN",1994,833344,3194767
"VIETNAM",1997,106540,6094662
"INDONESIA",1996,513766,2064179
"INDONESIA",1996,513766,6991377
"JAPAN",1997,255971,6484542
"INDIA",1992,88628,3267547
"CHINA",1994,58102,5733617
"CHINA",1996,18511,5485748
"INDONESIA",1992,603464,2806020
"JAPAN",1995,570392,3751302
"INDONESIA",1995,570392,5261660
"JAPAN",1995,570392,1462695
"CHINA",1995,664850,833625
"JAPAN",1996,619681,5490810
"INDONESIA",1993,32860,5637482
"JAPAN",1993,32860,351678
"JAPAN",1995,159175,4073099
"CHINA",1994,451579,4957450
"VIETNAM",1992,858865,3819365
"INDONESIA",1997,740014,5110819
"CHINA",1993,291614,7460451
"JAPAN",1997,644251,8476957
"JAPAN",1992,479,5957386
"CHINA",1992,838097,6395800
"CHINA",1993,879926,3772042
"VIETNAM",1992,112978,6262734
"JAPAN",1995,889486,1888096
"INDONESIA",1992,589196,1717129
"VIETNAM",1994,611504,2116076
"VIETNAM",1994,611504,508584
"JAPAN",1993,442855,5905533
"JAPAN",1992,651622,5060450
"INDIA",1992,651622,1385917
"JAPAN",1993,589834,1706111
"INDONESIA",1997,732658,1090991
"INDONESIA",1997,732658,848746
"JAPAN",1994,872666,660258
"VIETNAM",1994,872666,2665371
"INDONESIA",1992,394355,3380541
"VIETNAM",1992,394355,5270438
"VIETNAM",1997,320572,548556
"INDONESIA",1994,193220,1525472
"INDONESIA",1992,243398,1546125
"JAPAN",1992,243398,3815283
"CHINA",1993,281807,4269734
"CHINA",1993,281807,4132957
"CHINA",1996,631987,4166209
"INDIA",1996,631987,2242187
"INDIA",1996,631987,1243274
"INDONESIA",1996,631987,1474913
"INDONESIA",1996,887452,1896741
"INDONESIA",1992,603598,4040736
"VIETNAM",1996,739918,5018941
"VIETNAM",1992,483254,624594
"CHINA",1992,483254,1494982
"INDONESIA",1994,434503,3640588
"VIETNAM",1994,434503,6381115
"JAPAN",1997,507811,1645206
"VIETNAM",1992,139066,1951417
"JAPAN",1992,139066,229692
"INDONESIA",1992,139066,913883
"INDIA",1995,858829,7083727
"VIETNAM",1995,858829,5845606
"JAPAN",1994,119926,4927650
"CHINA",1996,477785,1682526
"CHINA",1993,328573,2764870
"CHINA",1993,328573,505656
"VIETNAM",1993,328573,7118064
"INDIA",1997,332599,767255
"JAPAN",1995,70388,3615259
"VIETNAM",1994,389497,770268
"CHINA",1994,389497,5891634
"JAPAN",1994,389497,4307111
"JAPAN",1992,543409,2587315
"JAPAN",1994,761104,296915
"CHINA",1994,761104,2086433
"VIETNAM",1994,395056,3545032
"VIETNAM",1994,395056,121533
"VIETNAM",1994,395056,2065278
"VIETNAM",1996,374792,3575502
"CHINA",1997,174301,4895401
"INDIA",1992,872444,2444904
"VIETNAM",1992,872444,6913900
"INDONESIA",1997,208945,273800
"CHINA",1997,823828,4082164
"VIETNAM",1997,823828,4078306
"JAPAN",1997,823828,2668780
"VIETNAM",1995,394232,7148264
"JAPAN",1992,45241,1346562
"JAPAN",1995,749938,3365188
"JAPAN",1993,577855,3889017
"INDONESIA",1993,305725,1606933
"VIETNAM",1993,305725,615588
"VIETNAM",1997,207521,2830660
"INDONESIA",1996,670196,3641731
"JAPAN",1995,521413,5233197
"VIETNAM",1992,55978,7363197
"JAPAN",1994,296096,7350913
"JAPAN",1995,899480,5791489
"INDONESIA",1995,899480,6552102
"INDIA",1994,63539,1791757
"CHINA",1997,626782,5327182
"INDIA",1993,786112,2332286
"INDIA",1995,160019,2071778
"CHINA",1995,160019,4876265
"JAPAN",1993,127781,4025122
"CHINA",1993,127781,1419886
"INDIA",1995,309137,7963193
"INDIA",1994,34600,5830981
"JAPAN",1993,802448,2243655
"INDONESIA",1996,239224,865806
"INDIA",1993,398233,1699291
"VIETNAM",1993,398233,5349130
"VIETNAM",1992,375103,6490153
"CHINA",1992,375103,2211660
"INDIA",1996,742312,1609528
"INDONESIA",1993,11780,3296287
"INDIA",1992,729601,3487430
"VIETNAM",1995,773938,2690572
"INDIA",1997,772885,367742
"INDONESIA",1997,772885,1874430
"VIETNAM",1997,772885,5795339
"CHINA",1995,213649,2183520
"JAPAN",1995,213649,1366454
"JAPAN",1994,218261,2160396
"INDIA",1992,106364,3646535
"CHINA",1993,249877,2899840
"VIETNAM",1995,384703,1975901
"CHINA",1993,82207,2935329
"JAPAN",1996,847607,5374559
"VIETNAM",1996,847607,2805475
"CHINA",1996,847607,3408279
"CHINA",1996,847607,4692935
"JAPAN",1993,517441,1538149
"VIETNAM",1996,830878,1579709
"JAPAN",1996,830878,6760615
"JAPAN",1996,830878,2601571
"JAPAN",1993,102881,3426655
"CHINA",1993,102881,3017961
"INDONESIA",1995,91186,697946
"CHINA",1995,91186,2384784
"VIETNAM",1995,91186,5468246
"INDIA",1994,729638,801329
"JAPAN",1992,585946,6334678
"INDONESIA",1992,585946,1547813
"VIETNAM",1994,47560,5741683
"INDIA",1992,127099,3705010
"JAPAN",1995,439957,3177268
"JAPAN",1995,439957,2303200
"VIETNAM",1994,834104,1614002
"INDONESIA",1997,374810,487893
"CHINA",1997,316519,3634010
"VIETNAM",1997,316519,1459137
"INDIA",1996,547751,8504465
"CHINA",1995,682051,7834700
"JAPAN",1992,811432,4491433
"INDIA",1992,811432,4908435
"INDONESIA",1995,421399,172127
"INDONESIA",1995,421399,7467018
"INDIA",1994,345730,552500
"JAPAN",1997,264955,2773205
"INDONESIA",1997,835849,1790014
"INDIA",1997,835849,3103955
"JAPAN",1992,898684,2529525
"VIETNAM",1992,898684,642913
"JAPAN",1997,349024,4330620
"VIETNAM",1997,377063,261765
"INDONESIA",1992,599447,6363520
"INDIA",1992,599447,8226705
"VIETNAM",1992,599447,4189755
"INDIA",1996,573724,1363653
"CHINA",1996,573724,1929312
"JAPAN",1995,92747,576251
"INDIA",1995,92747,5504455
"INDIA",1994,894026,5342834
"INDIA",1994,894026,4561603
"JAPAN",1996,380017,4132378
"VIETNAM",1992,825265,1205185
"JAPAN",1992,825265,8380065
