"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"SAUDI ARABIA",199210,611611,496914,1685404,114653
"EGYPT",199210,611611,36398,5812602,80063
"JORDAN",199205,10612,407515,3763908,85349
"SAUDI ARABIA",199210,898199,711890,8759967,114111
"SAUDI ARABIA",199203,236098,100298,5141228,77897
"IRAN",199210,335755,215737,647866,99163
"JORDAN",199206,313690,180897,7947162,118673
"JORDAN",199203,884528,455466,1114408,85286
"SAUDI ARABIA",199203,314891,319587,1908605,96394
"IRAN",199212,290720,598387,6911380,89121
"JORDAN",199201,712045,662749,3858194,102702
"EGYPT",199210,773299,533616,5658093,98975
"JORDAN",199202,176303,748537,5282886,95130
"IRAN",199208,230104,219212,111988,67872
"SAUDI ARABIA",199208,508666,701876,4694600,112670
"IRAQ",199212,113021,783826,3368869,114587
"SAUDI ARABIA",199203,809261,725890,2299032,114951
"IRAN",199210,735947,87411,1817933,83904
"SAUDI ARABIA",199203,32447,308515,6183886,91410
"IRAN",199206,496582,12057,4845250,58143
"SAUDI ARABIA",199207,268240,588776,9323750,111885
"EGYPT",199204,324403,117657,6400512,100479
"JORDAN",199209,830893,388734,1804492,109363
"IRAN",199209,830893,641532,3754478,88410
"EGYPT",199210,269468,427309,4119284,74176
"EGYPT",199207,415426,173971,6212618,122698
"JORDAN",199205,416629,291157,5228629,68888
"EGYPT",199203,136630,668668,4091575,98197
"SAUDI ARABIA",199211,350338,303652,327816,99338
"EGYPT",199209,180070,243087,4138821,61804
"JORDAN",199207,593587,580308,272102,83296
"IRAN",199205,374776,724338,681150,81738
"EGYPT",199205,374776,317310,2521870,79638
"JORDAN",199209,407188,1757,7718163,99525
"EGYPT",199202,542503,131770,6709791,108106
"IRAQ",199206,669430,331072,2402464,66183
"JORDAN",199209,557810,648896,1627166,110691
"JORDAN",199205,573490,534376,3350991,84621
"IRAQ",199201,108982,329111,2122866,68406
"JORDAN",199201,108982,248241,475692,71353
"IRAN",199212,836231,457311,4692673,76097
"JORDAN",199202,292579,124988,1793565,120778
"IRAN",199211,312277,774153,3681360,73627
"SAUDI ARABIA",199203,746302,317427,5777640,86664
"EGYPT",199201,191119,235322,3326842,75438
"IRAN",199201,800681,665733,6658904,101922
"IRAN",199203,422797,577634,8133570,102696
"SAUDI ARABIA",199204,496099,667199,5480952,69969
"IRAN",199206,325586,559399,3715926,87502
"JORDAN",199205,778213,697551,2942188,92911
"SAUDI ARABIA",199205,452278,227171,3261535,65889
"EGYPT",199210,101902,101857,8364825,111531
"JORDAN",199201,146176,485286,5339292,76275
"SAUDI ARABIA",199205,665545,197427,6274512,91465
"JORDAN",199207,743767,461897,5647247,111532
"EGYPT",199209,766280,22400,1963764,79344
"JORDAN",199201,665183,496390,415911,83182
"SAUDI ARABIA",199201,809716,80224,722532,72253
"EGYPT",199207,199849,360222,253877,76932
"IRAQ",199210,221587,185356,4994277,86481
"IRAN",199206,281072,211760,7857225,100305
"EGYPT",199207,303040,516264,887206,76814
"IRAN",199202,408259,362746,7799243,108523
"EGYPT",199202,408259,21051,571565,58323
"IRAN",199209,431554,703212,4812112,72910
"IRAQ",199201,733535,659814,4741313,106426
"EGYPT",199201,733535,3875,6516000,106732
"IRAQ",199203,701075,152936,7160148,119335
"IRAQ",199203,706205,113919,3092656,115974
"IRAN",199205,610057,6574,5774223,88834
"SAUDI ARABIA",199206,294628,633440,3943060,82404
"SAUDI ARABIA",199205,505789,561908,3510326,118192
"IRAN",199205,727156,107835,6265622,110569
"IRAN",199203,718063,389731,5174486,109243
"IRAN",199203,718063,37912,6474685,110994
"SAUDI ARABIA",199211,280079,268685,1620596,99220
"SAUDI ARABIA",199206,544747,339203,852142,74531
"EGYPT",199204,680197,519251,622412,76213
"SAUDI ARABIA",199212,874589,365641,506869,102397
"SAUDI ARABIA",199211,200029,288427,4300015,84924
"JORDAN",199210,504617,84617,784788,96096
"SAUDI ARABIA",199204,697777,378805,1846114,113027
"EGYPT",199207,783058,180014,1407990,65640
"JORDAN",199208,68899,587883,7999720,118251
"IRAN",199206,189136,305265,3734535,76215
"EGYPT",199207,199057,12445,135744,81446
"SAUDI ARABIA",199211,509897,176316,1392310,83538
"IRAQ",199207,92338,329382,6351165,84682
"SAUDI ARABIA",199206,137926,715684,4928985,101979
"SAUDI ARABIA",199204,100240,139690,1556721,103781
"IRAQ",199204,100240,512413,5844099,85523
"IRAN",199211,361372,59304,3376800,75798
"IRAQ",199203,359591,750756,8130240,108403
"IRAQ",199201,110083,56381,4849339,80242
"JORDAN",199206,392543,182644,8291325,103598
"SAUDI ARABIA",199206,775876,747903,7608393,117052
"EGYPT",199205,366479,412233,2040764,68712
"IRAQ",199205,288223,173440,4494916,90806
"JORDAN",199208,579380,347697,3627189,104680
"SAUDI ARABIA",199202,293770,527905,6440356,115972
"IRAQ",199203,440617,390631,4261009,103297
"IRAQ",199201,592420,380814,7056235,113688
"SAUDI ARABIA",199212,727733,199513,5427708,96750
"IRAQ",199209,746,532977,4377671,120597
"JORDAN",199206,604361,154997,1407665,123119
"EGYPT",199206,881387,617769,1836848,101203
"SAUDI ARABIA",199208,123916,93827,3747247,109249
"SAUDI ARABIA",199201,6470,532954,4967325,119215
"SAUDI ARABIA",199209,870472,339761,7588360,108045
"IRAQ",199212,449272,286826,7717132,108768
"IRAQ",199211,442453,286133,1206411,67147
"JORDAN",199201,802219,31,3318190,55861
"IRAQ",199201,802219,510173,2342637,70989
"EGYPT",199210,57815,737104,1242625,68464
"JORDAN",199211,812077,612299,969008,72675
"JORDAN",199212,147398,450814,1383595,105887
"SAUDI ARABIA",199206,713233,106085,2031590,65464
"IRAQ",199203,476998,543458,4504290,90085
"IRAN",199202,255887,125427,3307160,87145
"JORDAN",199202,255887,45847,2129893,107570
"SAUDI ARABIA",199206,39203,183860,6158148,116631
"EGYPT",199204,472796,518410,2428263,85703
"SAUDI ARABIA",199209,122299,422707,8148400,97780
"IRAQ",199208,751988,703855,5762342,111529
"IRAQ",199201,824909,523855,8838016,112729
"JORDAN",199212,332186,147423,3057003,88225
"IRAQ",199212,344914,385353,2255317,86300
"EGYPT",199210,276526,669932,5964358,114114
"EGYPT",199209,736513,308126,1020699,68046
"SAUDI ARABIA",199204,816517,9507,3541250,84990
"IRAN",199202,52933,548718,8483645,106001
"EGYPT",199201,596264,498483,2903661,88887
"IRAN",199210,614116,773599,7861032,100353
"SAUDI ARABIA",199210,614116,564236,5330861,78012
"IRAN",199211,834640,639054,786471,59581
"IRAN",199201,474911,467380,3601493,80841
"SAUDI ARABIA",199204,827557,166393,4147586,87563
"EGYPT",199204,7370,114131,4040018,68707
"IRAQ",199207,590878,571745,1798552,109003
"IRAN",199206,616108,212733,3949728,98743
"EGYPT",199208,826907,474256,1217927,73813
"SAUDI ARABIA",199205,159994,629504,4300410,86008
"JORDAN",199211,557365,694604,5169775,95914
"SAUDI ARABIA",199208,632938,94350,2107940,80661
"SAUDI ARABIA",199204,780308,436147,4332480,64987
"SAUDI ARABIA",199212,250198,258865,3830085,109431
"IRAQ",199207,572629,38768,4683349,102405
"SAUDI ARABIA",199202,145915,539117,3005834,69365
"EGYPT",199202,849337,42762,5738222,102285
"IRAQ",199212,310313,557590,5382611,98854
"JORDAN",199201,688438,586978,4047302,123897
"JORDAN",199212,468379,571562,6207452,98012
"IRAQ",199204,134786,751465,2552151,90985
"IRAN",199204,134786,267888,1818752,111352
"JORDAN",199208,841867,42698,3445449,98441
"IRAN",199207,165055,102748,7972869,105044
"SAUDI ARABIA",199202,378580,170891,8545992,117713
"IRAN",199212,531922,221507,559968,85709
"IRAN",199201,213505,655883,7463892,110331
"IRAQ",199210,704212,307931,1151718,116335
"IRAN",199203,359927,749615,2996244,99874
"EGYPT",199206,815438,454081,3208686,62103
"SAUDI ARABIA",199210,525431,27938,6834901,111955
"SAUDI ARABIA",199204,393661,387023,2719524,66600
"JORDAN",199204,118603,631668,6651261,95977
"EGYPT",199203,15335,765655,3541035,103237
"IRAN",199201,720515,330976,9139695,120417
"IRAQ",199208,253327,539056,3648639,65701
"SAUDI ARABIA",199201,810145,226481,6620738,84448
"JORDAN",199211,521215,595731,365342,109602
"EGYPT",199201,593389,626340,6204919,75978
"SAUDI ARABIA",199209,329545,649532,290374,88890
"JORDAN",199204,568268,434280,237994,72855
"JORDAN",199205,236072,160632,837851,101557
"IRAN",199203,505996,640625,469677,93935
"IRAN",199211,94681,728087,1435069,66903
"IRAQ",199205,663965,36221,2608373,69433
"IRAN",199202,680942,220224,2402841,68652
"SAUDI ARABIA",199205,114239,618213,1244298,67870
"JORDAN",199209,842056,417406,3242281,79402
"EGYPT",199203,15236,50192,1370628,68531
"IRAN",199204,759224,219313,487990,73938
"IRAN",199204,759224,381386,5320683,88042
"IRAQ",199210,253498,466940,6483528,114415
"SAUDI ARABIA",199205,689377,717505,2740446,91348
"SAUDI ARABIA",199204,268153,294795,2981773,107386
"JORDAN",199204,629942,378134,2138179,72727
"IRAN",199202,715387,269036,196983,60301
"IRAQ",199204,534370,549226,1020160,76512
"JORDAN",199212,342859,742067,4673452,66541
"JORDAN",199205,342287,791334,141104,85518
"SAUDI ARABIA",199205,342287,633537,4755597,88230
"EGYPT",199201,775216,371846,5561707,115069
"EGYPT",199205,326309,304613,7846977,97056
"IRAN",199209,782999,475143,3320816,67087
"IRAQ",199208,344659,273807,4188418,106847
"JORDAN",199202,517691,179331,3869945,84619
"EGYPT",199201,286897,363013,5113152,64560
"EGYPT",199209,61564,76071,2154870,62824
"IRAQ",199205,280450,697479,4774806,88586
"SAUDI ARABIA",199211,6823,184995,3500623,124799
"EGYPT",199201,595870,337567,1123185,96273
"SAUDI ARABIA",199206,204406,696775,3897828,106304
"EGYPT",199210,350134,699029,2417832,61679
"EGYPT",199212,6317,566287,3978584,81195
"SAUDI ARABIA",199208,625966,512819,5744493,109907
"JORDAN",199202,177859,313344,6384880,81439
"IRAQ",199206,462029,105562,3686901,94053
"IRAN",199207,279421,586093,2918198,70744
"IRAQ",199205,428851,99456,2017253,87327
"SAUDI ARABIA",199205,428851,140366,1687632,84381
"JORDAN",199208,467045,138068,4270497,66363
"EGYPT",199207,585175,405638,4737339,92616
"SAUDI ARABIA",199203,474923,124066,4593512,65403
"IRAQ",199212,163504,620169,3485216,65347
"SAUDI ARABIA",199201,143650,622035,3657654,57420
"JORDAN",199211,368683,637030,1257100,58020
"SAUDI ARABIA",199202,515683,124170,1536896,71650
"IRAN",199208,826702,112586,1424334,95914
"JORDAN",199201,154216,243933,3716301,112615
"EGYPT",199203,611212,201574,5164460,88533
"EGYPT",199207,285433,284880,184622,111892
"IRAN",199203,375244,180003,3109293,64980
"SAUDI ARABIA",199210,381298,349671,1192417,103239
"EGYPT",199210,381298,250342,6141152,77539
"IRAN",199206,357550,454663,4367628,97058
"IRAN",199210,47464,461225,4649904,71172
"EGYPT",199210,638779,312531,3704448,92611
"EGYPT",199201,60608,193947,10102653,122456
"IRAN",199201,60608,549241,4598344,77413
"IRAQ",199212,672596,99463,4012990,87747
"IRAN",199207,78319,556048,1435226,66241
"EGYPT",199201,348349,169851,7606566,115251
"IRAN",199201,348349,108471,3189737,88768
"IRAN",199202,367676,434249,4141270,70993
"EGYPT",199205,308077,468596,1877484,93874
"IRAQ",199211,358081,379312,2181558,83478
"JORDAN",199206,807748,298174,2088789,70329
"IRAQ",199207,222001,568973,9703346,122517
"SAUDI ARABIA",199207,816280,557069,5067180,67562
"SAUDI ARABIA",199201,508291,56610,6579762,93996
"IRAQ",199201,264713,228437,6082946,81925
"IRAQ",199205,816136,551489,1386414,92427
"EGYPT",199207,269585,622564,6838038,89191
"IRAN",199207,269585,484206,3417006,71410
"JORDAN",199208,663440,708251,1636986,75553
"SAUDI ARABIA",199205,454021,694665,7966224,99577
"IRAN",199206,626170,496320,1842820,78978
"IRAN",199205,439102,18992,4395277,114659
"JORDAN",199203,544388,492244,2472440,74173
"IRAN",199207,769789,457524,435561,88890
"EGYPT",199212,429346,473202,1880288,70510
"IRAQ",199208,27604,719170,2330714,71348
"SAUDI ARABIA",199205,661882,328124,3161389,69126
"EGYPT",199206,229975,673259,483030,73933
"EGYPT",199210,452665,763195,1356296,75489
"IRAQ",199202,676231,275451,7132200,85586
"IRAQ",199207,387622,200590,2981160,89434
"EGYPT",199210,178840,415999,2252004,114898
"IRAN",199210,178840,368854,9233477,115370
"IRAQ",199204,567181,653936,7858204,113394
"SAUDI ARABIA",199202,632572,692220,2257097,72731
"JORDAN",199204,692972,88347,3402446,80120
"EGYPT",199210,195145,169932,4804632,120115
"IRAN",199209,563150,764993,4482236,123477
"IRAQ",199207,406835,531968,3599892,119996
"JORDAN",199207,406835,95246,2826303,74474
"JORDAN",199212,343220,386227,2363778,78792
"IRAN",199201,297295,298728,6837771,103602
"EGYPT",199201,67984,142323,273064,81919
"IRAQ",199209,251782,37925,8942016,111775
"IRAN",199210,152857,570456,3816075,91585
"EGYPT",199207,396295,189976,3036975,123958
"EGYPT",199206,805112,220158,1901838,64688
"JORDAN",199207,338602,158049,3363187,66422
"IRAN",199211,169480,307291,6491400,77896
"IRAQ",199211,362002,702335,1721105,80238
"EGYPT",199203,4465,731373,6038662,84260
"EGYPT",199207,11548,354247,4208177,78073
"EGYPT",199207,11548,166699,6575429,105941
"JORDAN",199204,133172,252522,3649412,88470
"JORDAN",199201,441008,128800,3840480,109728
"SAUDI ARABIA",199212,447674,189843,3444320,115970
"SAUDI ARABIA",199210,813919,10611,6238601,91296
"JORDAN",199207,313654,311185,710524,71770
"EGYPT",199201,535118,91508,6897700,89970
"SAUDI ARABIA",199201,236794,724867,2270196,113509
"IRAQ",199208,48886,83825,1969804,108529
"IRAN",199204,773893,113095,4669491,66485
"IRAN",199203,86525,21802,4778373,103428
"JORDAN",199202,717550,312331,3223968,80599
"IRAN",199207,555962,265981,9252001,116818
"JORDAN",199207,555962,328989,8990056,121078
"IRAN",199207,555962,591885,7168094,118611
"IRAN",199212,152831,233697,5870448,97840
"IRAN",199202,438790,457163,3808476,67208
"IRAQ",199201,468283,367098,2537544,69904
"SAUDI ARABIA",199208,835288,356716,2105967,106362
"SAUDI ARABIA",199205,688657,471887,1821682,111531
"EGYPT",199204,216187,143261,2428532,78255
"IRAN",199203,27847,702249,3801175,75072
"SAUDI ARABIA",199206,503288,310390,960660,84022
"SAUDI ARABIA",199208,118594,162573,3434697,98134
"IRAQ",199203,739973,528563,4884436,95492
"SAUDI ARABIA",199212,96295,292957,2123484,116996
"EGYPT",199210,610222,47642,786871,95378
"IRAQ",199210,610222,165989,6370438,123298
"JORDAN",199206,3148,705209,4207099,72850
"IRAQ",199201,99445,601592,5974240,89613
"SAUDI ARABIA",199201,99445,554511,2035137,93929
"IRAQ",199201,99445,692130,4776779,67326
"IRAQ",199212,44741,611934,6645240,110754
"IRAQ",199212,149600,667611,1406514,94714
"IRAN",199203,681971,70242,356398,72734
"EGYPT",199204,259564,296870,7866948,112011
"SAUDI ARABIA",199206,740836,169610,3127433,100776
"SAUDI ARABIA",199204,885682,447549,4839745,89791
"IRAQ",199207,710459,36373,2618740,78562
"IRAN",199207,710459,106283,6381936,77356
"EGYPT",199208,89458,747265,1157386,78733
"IRAN",199211,283609,523749,886360,106363
"SAUDI ARABIA",199202,408220,503027,2369000,61800
"EGYPT",199202,581689,108119,1673758,67626
"SAUDI ARABIA",199202,581689,386567,5347580,99213
"SAUDI ARABIA",199208,617561,281891,2569591,112372
"JORDAN",199208,617561,748499,303302,92847
"IRAN",199203,626570,44488,3369192,85948
"EGYPT",199212,212098,76816,4792181,107568
"IRAQ",199210,398305,100588,4203382,95314
"JORDAN",199204,55057,433698,4405509,97900
"IRAQ",199201,680384,97349,4398492,80780
"IRAN",199203,205805,519613,5172045,97955
"IRAN",199206,536123,517438,2474197,87324
"SAUDI ARABIA",199211,736315,241146,1304556,65227
"IRAN",199207,562250,206332,3033884,74299
"IRAN",199202,658937,303631,7689252,98077
"IRAN",199208,54898,458641,6176132,95977
"IRAN",199209,179230,482670,6941130,99159
"IRAN",199209,179230,231930,6702912,111715
"SAUDI ARABIA",199210,338791,116488,5602683,90268
"IRAN",199205,747271,170402,5830704,88344
"IRAN",199206,394561,117418,140670,86124
"JORDAN",199206,131447,673382,6099075,81321
"IRAN",199208,215956,32989,7157453,115318
"SAUDI ARABIA",199212,131434,735304,4199950,80356
"SAUDI ARABIA",199208,851257,63256,4779460,73155
"IRAQ",199203,769171,419974,6375035,113637
"IRAN",199203,769171,102790,2811094,107567
"SAUDI ARABIA",199204,605575,259408,2324563,82043
"JORDAN",199204,605575,653988,5243265,116517
"JORDAN",199204,497398,385268,5760785,81195
"EGYPT",199203,569558,534879,9190307,114831
"IRAN",199209,230264,761425,3237357,89183
"EGYPT",199211,664649,670762,5718009,103963
"JORDAN",199212,196555,343908,1561512,117113
"IRAN",199209,593459,133314,792218,80838
"IRAQ",199209,593459,604600,5064382,90274
"IRAN",199205,252283,316556,467044,94352
"EGYPT",199210,435220,721896,3007204,115071
"IRAQ",199208,161554,288922,1324260,114654
"EGYPT",199205,876058,513728,2048239,104502
"IRAN",199201,358466,105701,5120100,102402
"JORDAN",199209,761042,311434,6582442,86725
"IRAN",199208,608869,269827,7293251,107808
"IRAQ",199210,100843,313587,3921396,96034
"EGYPT",199208,796330,51230,2455777,70873
"IRAQ",199205,687571,53956,9358755,114597
"EGYPT",199205,364159,105534,5542308,92371
"SAUDI ARABIA",199203,197876,228832,7592655,105649
"IRAQ",199208,222994,359798,6988968,111466
"SAUDI ARABIA",199205,208159,49832,6810154,106909
"EGYPT",199207,216688,490569,6793356,93572
"EGYPT",199203,311635,152469,5477256,91287
"EGYPT",199206,255193,210516,4942822,85590
"IRAN",199206,255193,400466,1623330,81986
"SAUDI ARABIA",199201,720844,284075,3984183,63543
"IRAQ",199201,720844,35701,3109730,98202
"EGYPT",199204,380557,491140,3768891,67867
"IRAQ",199204,380557,183262,3363150,80715
"IRAN",199201,853213,766312,3001893,82696
"JORDAN",199201,87586,33112,2355677,62706
"IRAQ",199206,40505,122279,6376223,78076
"IRAN",199204,816179,672140,4250484,66726
"JORDAN",199203,663364,278175,3729319,69189
"EGYPT",199205,729169,82787,2803331,106186
"IRAN",199207,542746,462940,2072279,114175
"SAUDI ARABIA",199208,186340,189664,2104392,105219
"SAUDI ARABIA",199206,77627,707881,186996,113331
"JORDAN",199206,77627,540957,9006668,119875
"IRAN",199206,77627,658151,4436480,66547
"SAUDI ARABIA",199207,330820,340811,2777700,111108
"IRAN",199208,710869,750457,590908,90445
"IRAQ",199201,150781,606622,599207,91715
"SAUDI ARABIA",199205,584875,627100,3321544,61624
"JORDAN",199203,776236,504066,1059339,64202
"EGYPT",199209,149719,413613,299211,91595
"JORDAN",199207,337948,762871,4737908,116030
"SAUDI ARABIA",199204,41413,418147,3340216,63907
"EGYPT",199208,517105,91972,9623453,117838
"EGYPT",199211,848305,126683,6601074,102580
"IRAQ",199203,112595,517569,3265099,95192
"EGYPT",199201,875396,74606,1548988,94836
"EGYPT",199206,689522,61530,5020489,89491
"SAUDI ARABIA",199205,186431,307883,6485684,113452
"JORDAN",199206,700222,690350,4334594,80419
"JORDAN",199206,700222,736664,3166573,102037
"EGYPT",199210,584939,426371,3243375,77841
"JORDAN",199206,31570,115939,2682163,117295
"JORDAN",199206,641605,376762,1838750,110325
"SAUDI ARABIA",199202,302269,346321,4060910,82038
"IRAQ",199206,266878,77651,3094435,97719
"IRAN",199201,361585,48682,322874,97840
"JORDAN",199202,173551,613537,4020786,87030
"SAUDI ARABIA",199212,648157,154165,5018062,73149
"SAUDI ARABIA",199212,648157,647521,734245,88109
"JORDAN",199204,120046,159273,2374105,79936
"EGYPT",199211,20498,544978,1189494,121377
"EGYPT",199204,443438,314010,1536000,61440
"JORDAN",199207,658832,744355,3324784,83959
"EGYPT",199202,789850,728732,704280,105642
"IRAN",199202,99256,535487,2435936,91347
"IRAQ",199205,696785,268184,1613038,69130
"SAUDI ARABIA",199206,861316,547297,2395489,80656
"EGYPT",199202,133876,629976,2641632,114356
"JORDAN",199209,56998,273338,1835848,78679
"EGYPT",199209,56998,379417,4788480,89784
"JORDAN",199203,409223,21291,3000417,72737
"SAUDI ARABIA",199209,892574,165404,5328044,88164
"EGYPT",199205,439261,73211,4263156,71052
"IRAQ",199204,582475,603600,2828215,90214
"SAUDI ARABIA",199212,324934,37022,751871,57541
"JORDAN",199201,77710,584892,8302854,118612
"JORDAN",199206,229001,761403,3221614,87862
"SAUDI ARABIA",199209,504973,711633,657840,98676
"JORDAN",199210,385082,575265,1990256,80414
"IRAN",199207,439225,273580,456749,93214
"SAUDI ARABIA",199201,400441,550963,6907814,120836
"JORDAN",199207,145642,116817,8985669,110028
"IRAN",199211,244540,783336,1112731,85158
"IRAQ",199208,83587,260722,1332706,100962
"JORDAN",199211,562519,68282,2500560,75016
"IRAN",199203,210518,367627,5032991,101676
"IRAQ",199201,149509,190656,7189211,104799
"IRAQ",199202,611786,189360,1434866,86961
"JORDAN",199202,611786,165749,7006711,108884
"SAUDI ARABIA",199211,271936,746062,3656499,66481
"IRAN",199211,712967,787811,8187539,113926
"IRAQ",199209,60811,178670,7790324,104920
"IRAN",199203,874985,21550,5739045,88293
"IRAN",199203,563663,248120,211485,64086
"IRAQ",199203,583250,769917,4720826,119212
"JORDAN",199212,798034,236378,4994568,78861
"EGYPT",199206,727124,458374,4130285,79941
"JORDAN",199201,859877,717420,5318343,86243
"SAUDI ARABIA",199210,93641,580716,5210401,107801
"IRAN",199211,738289,535458,6948929,89605
"EGYPT",199205,429803,778284,1068004,81735
"JORDAN",199207,162479,430706,3888751,98200
"EGYPT",199201,312334,243199,2741232,68530
"IRAN",199212,758806,340073,440771,66783
"JORDAN",199209,163915,8683,6525888,95500
"IRAQ",199211,529781,210063,3909714,58383
"JORDAN",199205,467434,621230,3835798,69072
"JORDAN",199201,801980,37800,5560960,104268
"IRAN",199207,805583,208173,324348,64869
"EGYPT",199207,805583,408471,1216674,82767
"JORDAN",199202,563762,308803,6457219,108707
"IRAQ",199210,797399,661635,4267711,95796
"JORDAN",199209,841931,338582,7292565,97234
"SAUDI ARABIA",199209,841931,144956,6603135,120057
"JORDAN",199208,287903,330821,6896140,111108
"IRAQ",199210,294169,431333,4631167,75858
"EGYPT",199210,294169,394095,3495895,71344
"IRAQ",199205,688192,765496,5661853,93687
"IRAQ",199209,805427,627841,5778702,106128
"JORDAN",199208,805762,518775,7280831,107625
"JORDAN",199203,559405,479096,1170751,64504
"IRAN",199209,51350,50356,2944512,78381
"IRAQ",199207,90244,628468,547400,83785
"EGYPT",199209,165992,127739,3886806,106003
"IRAQ",199209,165992,498680,3357320,100719
"IRAQ",199204,721385,361999,2060980,123658
"SAUDI ARABIA",199208,852161,271538,3622848,90571
"JORDAN",199211,148384,227885,717896,108772
"SAUDI ARABIA",199208,826082,697339,6414240,80178
"EGYPT",199208,609187,591133,4847475,73446
"IRAQ",199210,318652,600116,1106511,60964
"EGYPT",199202,633082,270706,1150209,100601
"SAUDI ARABIA",199201,738076,602160,2549112,63727
"IRAQ",199212,708379,634434,5095921,82104
"IRAQ",199203,420991,72173,114517,68710
"JORDAN",199202,832858,615558,7072896,88411
"JORDAN",199209,64663,94461,4178625,87327
"IRAQ",199207,498349,14040,2711381,57242
"IRAQ",199212,207943,581077,810635,69483
"IRAQ",199207,690794,727917,5908545,116692
"SAUDI ARABIA",199207,855049,616421,5504697,80243
"EGYPT",199206,630655,364366,6722645,85821
"EGYPT",199201,292970,482541,7017333,91411
"EGYPT",199212,727054,160891,4879725,117113
"IRAN",199212,108556,780298,5926518,82695
"IRAQ",199212,359068,336959,5085655,119756
"SAUDI ARABIA",199202,328646,26154,2994175,64809
"EGYPT",199201,82093,88184,2088824,70330
"IRAN",199201,82093,154487,4380886,92488
"SAUDI ARABIA",199202,217696,467302,4823264,76156
"SAUDI ARABIA",199207,880567,754361,2689127,84919
"SAUDI ARABIA",199205,248561,390306,2189382,83777
"SAUDI ARABIA",199201,190130,41304,4561533,74718
"SAUDI ARABIA",199204,31702,729275,255631,78254
"IRAN",199209,589096,729537,2946586,93990
"SAUDI ARABIA",199211,179365,638058,4733087,59761
"SAUDI ARABIA",199211,179365,52593,612053,92735
"SAUDI ARABIA",199201,601810,548448,2814766,89785
"EGYPT",199208,367175,278408,4755317,83183
"EGYPT",199201,694381,710545,307990,93330
"SAUDI ARABIA",199201,694381,527568,2871972,95732
"IRAQ",199206,661811,798102,2732559,72004
"IRAQ",199204,636361,484286,2137847,76215
"IRAN",199203,680171,407653,2905893,93637
"IRAQ",199209,723440,91577,2459517,94114
"SAUDI ARABIA",199212,152417,646496,1837694,86547
"SAUDI ARABIA",199209,247805,215465,5383755,82827
"EGYPT",199208,847480,762895,4845703,117471
"SAUDI ARABIA",199206,857665,204965,8979499,112197
"IRAN",199206,857665,378012,863280,65400
"IRAN",199209,880600,40978,7029187,115138
"SAUDI ARABIA",199201,272614,446890,5694297,110212
"SAUDI ARABIA",199211,173834,423315,245181,74297
"JORDAN",199203,459664,62956,569928,115137
"IRAN",199206,688612,679387,4418775,81981
"IRAN",199210,572968,506807,5746055,108826
"SAUDI ARABIA",199207,132436,464405,2191008,82162
"IRAQ",199201,49790,682828,717072,108647
"EGYPT",199203,196661,700951,5797202,117115
"SAUDI ARABIA",199212,448676,114625,5574708,98377
"JORDAN",199203,701500,704037,2652468,62460
"EGYPT",199202,894989,373046,5539198,67141
"SAUDI ARABIA",199201,420889,26409,4891570,80124
"SAUDI ARABIA",199205,571205,669265,4354363,74053
"IRAN",199208,128330,187065,5246481,69123
"IRAN",199204,641692,145539,7288838,95071
"IRAQ",199202,195653,383381,579890,87862
"IRAN",199204,767986,7282,5298242,71356
"IRAN",199205,626692,619947,4250954,112014
"IRAQ",199211,633802,136648,6170836,101078
"IRAN",199212,732994,205390,1282426,77722
"IRAN",199211,328543,52631,3449146,95017
"EGYPT",199204,656629,102767,7284332,106185
"JORDAN",199204,656629,799260,6660227,81553
"EGYPT",199208,155543,82809,358360,107508
"IRAQ",199212,435167,378238,902926,78973
"IRAN",199209,296608,481095,421819,64564
"EGYPT",199204,207341,204543,3152720,86851
"IRAN",199203,50395,362031,4284638,65581
"JORDAN",199211,719278,99288,2775375,77236
"IRAN",199202,721252,142203,4026976,74712
"IRAN",199204,299906,757026,3926921,64979
"IRAQ",199210,49570,106469,3036496,88527
"SAUDI ARABIA",199210,49570,615996,6435657,114717
"SAUDI ARABIA",199211,596035,629749,6043356,100722
"JORDAN",199205,463015,428286,364278,72855
"SAUDI ARABIA",199203,438878,727912,380216,116392
"JORDAN",199202,784568,50599,6353319,92975
"JORDAN",199202,784568,11888,5644423,107992
"IRAN",199207,6347,482056,3596773,62281
"IRAN",199203,236296,361626,506283,101256
"SAUDI ARABIA",199204,232852,390642,2058364,103957
"EGYPT",199211,132521,624797,6714864,103305
"JORDAN",199211,132521,626547,433211,88410
"IRAQ",199201,79919,540563,1270003,96212
"IRAQ",199203,402652,199175,5045713,76450
"SAUDI ARABIA",199202,419620,661499,4089288,87627
"IRAN",199207,62921,579152,1085856,73867
"IRAQ",199208,235402,644429,672961,82403
"IRAQ",199209,839779,697611,7325473,96514
"SAUDI ARABIA",199209,839779,694708,4551236,102160
"EGYPT",199209,839779,742325,1488978,82037
"IRAQ",199209,798703,522271,3584889,77595
"SAUDI ARABIA",199209,798703,762422,2036583,89063
"SAUDI ARABIA",199203,159454,487744,1028641,103903
"IRAN",199208,503080,437701,7868941,98320
"IRAN",199208,503080,529110,5239814,68345
"JORDAN",199208,503080,598921,8998654,121194
"IRAN",199211,266822,605318,1223280,73396
"EGYPT",199203,673717,785394,6065376,88761
